|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1919.80        500.000        99.1958       0.460928       0.343294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.2445       0.460863       0.294645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.2131       0.460905       0.326041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.1816       0.460946       0.357420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.1503       0.460988       0.388756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.1190       0.461029       0.420018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.0877       0.461071       0.451228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.0565       0.461112       0.482409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.0253       0.461153       0.513516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        98.9942       0.461194       0.544591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        98.9632       0.461235       0.575605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        98.6779       0.461256       0.591041       0.269755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3479                 NaN  0.165667E-001  0.635511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3585                 NaN            NaN  0.641450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3596                 NaN            NaN  0.640354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3619                 NaN            NaN  0.638143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3653                 NaN            NaN  0.634697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3805                 NaN            NaN  0.619467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3561                 NaN            NaN  0.643905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3726                 NaN            NaN  0.627401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3743                 NaN            NaN  0.625710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3767                 NaN            NaN  0.623277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3784                 NaN            NaN  0.621628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3798                 NaN            NaN  0.620161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3830                 NaN            NaN  0.617011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3869                 NaN            NaN  0.613088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3858                 NaN            NaN  0.614241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3885                 NaN            NaN  0.611538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3896                 NaN            NaN  0.610448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3900                 NaN            NaN  0.609957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3894                 NaN            NaN  0.610553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3899                 NaN            NaN  0.610086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3193                 NaN            NaN  0.680720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5590                 NaN            NaN  0.440963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2903                 NaN            NaN  0.694599       0.151187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3795                 NaN            NaN  0.605057       0.154621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3787                 NaN            NaN  0.605800       0.154744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3791                 NaN            NaN  0.605464       0.154308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3787                 NaN            NaN  0.605934       0.153927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3783                 NaN            NaN  0.606279       0.153801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3793                 NaN            NaN  0.605359       0.153004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3787                 NaN            NaN  0.606017       0.152768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3783                 NaN            NaN  0.606500       0.152464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3769                 NaN            NaN  0.607895       0.152174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3770                 NaN            NaN  0.607845       0.151682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3755                 NaN            NaN  0.609357       0.151522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3732                 NaN            NaN  0.611639       0.151863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3758                 NaN            NaN  0.609155       0.150215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3724                 NaN            NaN  0.612542       0.150420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3721                 NaN            NaN  0.612931       0.149997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3695                 NaN            NaN  0.615495       0.149965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3684                 NaN            NaN  0.616606       0.149648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3661                 NaN            NaN  0.618972       0.149395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3639                 NaN            NaN  0.621218       0.149072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3631                 NaN            NaN  0.622007       0.148781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3600                 NaN            NaN  0.625091       0.148643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3584                 NaN            NaN  0.626805       0.148148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3832                 NaN            NaN  0.602614       0.141987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.8088                 NaN            NaN  0.186849       0.434722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.8719                 NaN            NaN   1.10232       0.257905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3496                 NaN            NaN  0.635728       0.146984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3868                 NaN            NaN  0.599427       0.137981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3018                 NaN            NaN  0.682553       0.156245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3423                 NaN            NaN  0.643123       0.146187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        98.9314                 NaN            NaN   1.04498       0.235740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.8946                 NaN            NaN  0.103124       0.231199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1745                 NaN            NaN  0.807443       0.180925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3300                 NaN            NaN  0.655450       0.145270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3260                 NaN            NaN  0.659511       0.145362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3208                 NaN            NaN  0.664573       0.145779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3172                 NaN            NaN  0.668214       0.145954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3183                 NaN            NaN  0.667336       0.144119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3108                 NaN            NaN  0.674683       0.144915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3846                 NaN            NaN  0.601901       0.135026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2286                 NaN            NaN  0.755918       0.155104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3035                 NaN            NaN  0.682079       0.144612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2874                 NaN            NaN  0.698113       0.144654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3835                 NaN            NaN  0.603984       0.125314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1976                 NaN            NaN  0.786109       0.162980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.5998                 NaN            NaN   1.37207       0.281188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.8576                 NaN            NaN  0.139422       0.293750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4329                 NaN            NaN  0.555791       0.113116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2479                 NaN            NaN  0.737255       0.148912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2549                 NaN            NaN  0.730424       0.146688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2714                 NaN            NaN  0.714280       0.142973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3166                 NaN            NaN  0.670042       0.133265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2082                 NaN            NaN  0.776455       0.153485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2601                 NaN            NaN  0.725663       0.142848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2539                 NaN            NaN  0.731748       0.143277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2507                 NaN            NaN  0.734943       0.143219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2750                 NaN            NaN  0.710711       0.142616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2239                 NaN            NaN  0.761810       0.143220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2379                 NaN            NaN  0.747786       0.142891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2393                 NaN            NaN  0.746437       0.142858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2370                 NaN            NaN  0.748750       0.142858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2384                 NaN            NaN  0.747412       0.142203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2345                 NaN            NaN  0.751239       0.142425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2330                 NaN            NaN  0.752829       0.142141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2303                 NaN            NaN  0.755523       0.142190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2273                 NaN            NaN  0.758437       0.142414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2291                 NaN            NaN  0.756694       0.141615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2275                 NaN            NaN  0.758387       0.141517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2253                 NaN            NaN  0.760547       0.141558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2123                 NaN            NaN  0.773178       0.144807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.5146                 NaN            NaN   1.45804       0.273963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9495                 NaN            NaN  0.502772E-001  0.209443E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2246                 NaN            NaN  0.761311       0.140809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2256                 NaN            NaN  0.760374       0.140514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2251                 NaN            NaN  0.760819       0.140524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2261                 NaN            NaN  0.759876       0.140327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2285                 NaN            NaN  0.757554       0.139797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2279                 NaN            NaN  0.758066       0.139924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2310                 NaN            NaN  0.755096       0.139361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2202                 NaN            NaN  0.765691       0.141440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2454                 NaN            NaN  0.740969       0.136669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2365                 NaN            NaN  0.749680       0.138526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2380                 NaN            NaN  0.748143       0.138399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1948                 NaN            NaN  0.790545       0.146184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2895                 NaN            NaN  0.697570       0.129509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2469                 NaN            NaN  0.739430       0.137135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2502                 NaN            NaN  0.736165       0.136815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1718                 NaN            NaN  0.813020       0.151400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3368                 NaN            NaN  0.651088       0.121320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2613                 NaN            NaN  0.725198       0.135413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.6857                 NaN            NaN   1.29005       0.242451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.8310                 NaN            NaN  0.166037       0.298298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2910                 NaN            NaN  0.695864       0.130924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2773                 NaN            NaN  0.709349       0.133916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2817                 NaN            NaN  0.704992       0.133371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2884                 NaN            NaN  0.698361       0.132566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6069                 NaN            NaN  0.332355       0.574194E-002  0.549697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        97.8516                 NaN            NaN  0.139527                 NaN   2.00883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5838                 NaN            NaN  0.877601E-001            NaN   1.32839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6081                 NaN            NaN  0.846949E-001            NaN   1.30722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6316                 NaN            NaN  0.818342E-001            NaN   1.28654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6566                 NaN            NaN  0.135301                 NaN   1.20806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6733                 NaN            NaN  0.150398E-001            NaN   1.31164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7000                 NaN            NaN  0.721583E-001            NaN   1.22785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7209                 NaN            NaN  0.721124E-001            NaN   1.20695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7385                 NaN            NaN  0.692348E-001            NaN   1.19227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7612                 NaN            NaN  0.625404E-001            NaN   1.17630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7803                 NaN            NaN  0.622257E-001            NaN   1.15745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.1455                 NaN            NaN  0.428631E-001            NaN  0.811678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.4664                 NaN            NaN  0.784026E-001            NaN   1.45516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8357                 NaN            NaN  0.600667E-001            NaN   1.10423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8523                 NaN            NaN  0.482480E-001            NaN   1.09949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8669                 NaN            NaN  0.468516E-001            NaN   1.08628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8862                 NaN            NaN  0.479785E-001            NaN   1.06577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8992                 NaN            NaN  0.444304E-001            NaN   1.05635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5303                 NaN            NaN  0.494082E-001            NaN   1.42027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3188                 NaN            NaN  0.327073E-001            NaN  0.648474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9483                 NaN            NaN  0.394963E-001            NaN   1.01218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9612                 NaN            NaN  0.354859E-001            NaN   1.00336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9752                 NaN            NaN  0.340120E-001            NaN  0.990743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4466                 NaN            NaN  0.118661E-001            NaN  0.541526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.5375                 NaN            NaN  0.399336E-001            NaN   1.42262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0161                 NaN            NaN  0.283361E-001            NaN  0.955564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0288                 NaN            NaN  0.268443E-001            NaN  0.944333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0384                 NaN            NaN  0.237048E-001            NaN  0.937856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0530                 NaN            NaN  0.228198E-001            NaN  0.924211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0645                 NaN            NaN  0.202279E-001            NaN  0.915312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.5697                 NaN            NaN  0.335547                 NaN   1.09471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6330                 NaN            NaN            NaN            NaN  0.366991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0956                 NaN            NaN            NaN            NaN  0.904417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1046                 NaN            NaN            NaN            NaN  0.895430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1161                 NaN            NaN            NaN            NaN  0.883940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1271                 NaN            NaN            NaN            NaN  0.872900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1397                 NaN            NaN  0.334801E-002            NaN  0.856988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
