|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1513.04        2500.00        99.4957       0.227053E-001  0.481591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        2500.00        99.5825       0.249633E-001  0.392521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.10        2500.00        99.4975       0.267897E-001  0.475713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00        99.8132       0.930898E-002  0.177457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.16        2500.00        99.9970       0.297820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        2500.00        99.0467       0.401433E-001  0.913204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.22        2500.00        99.5687       0.204129E-001  0.410928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        2500.00        99.8082       0.849476E-002  0.183265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.28        2500.00        99.4736       0.196173E-001  0.506762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        2500.00        99.1470       0.355075E-001  0.817461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        2500.00        99.8516       0.803015E-002  0.121946       0.184519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        2500.00        99.7481       0.367323E-002  0.248195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        2500.00        99.6081       0.143044E-001  0.377563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        2500.00        99.1338       0.296825E-001  0.836517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        2500.00        99.9408       0.512066E-003  0.586554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        2500.00        99.8423       0.398947E-002  0.124415       0.293293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        2500.00        99.3984       0.627321E-001            NaN  0.538877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        2500.00        99.4979                 NaN            NaN  0.502067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        2500.00        99.5010                 NaN  0.133171       0.365798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00        99.4884       0.366286E-005            NaN  0.511569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        2500.00        99.4869                 NaN            NaN  0.513065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        2500.00        99.4545                 NaN            NaN  0.528613E-001  0.492686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.70        2500.00        99.2302                 NaN            NaN  0.442402       0.327425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.23        2500.00        99.2367                 NaN            NaN  0.324747       0.438574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00        99.2438                 NaN            NaN  0.434656       0.321554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.29        2500.00        99.2508                 NaN            NaN  0.430846       0.318398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.82        2500.00        99.2567                 NaN            NaN  0.427278       0.316052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.35        2500.00        99.2638                 NaN            NaN  0.423982       0.312253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.88        2500.00        99.2691                 NaN            NaN  0.309677       0.421177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.41        2500.00        99.2773                 NaN            NaN  0.306175       0.416522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.94        2500.00        99.2822                 NaN            NaN  0.413944       0.303850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.47        2500.00        99.2891                 NaN            NaN  0.300751       0.410151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.00        2500.00        99.2947                 NaN            NaN  0.298299       0.407039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.53        2500.00        99.3016                 NaN  0.327233E-001  0.259694       0.405998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00        99.3073                 NaN  0.323455E-001  0.257488       0.402869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.59        2500.00        99.3957                 NaN  0.264931E-001  0.226340       0.351431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.12        2500.00        99.2342                 NaN  0.356156E-001  0.445987       0.284214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.3250                 NaN  0.281272E-001  0.253900       0.392950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00        99.3312                 NaN  0.280927E-001  0.389461       0.251202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.71        2500.00        99.3442       0.426770E-001  0.110754E-001  0.398956       0.203075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.24        2500.00        99.3420                 NaN  0.254201E-001  0.249358       0.383188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.77        2500.00        99.3455                 NaN  0.237274E-001  0.249392       0.381396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.30        2500.00        99.3506                 NaN  0.244626E-001  0.378891       0.245999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.83        2500.00        99.3555                 NaN  0.236462E-001  0.376398       0.244480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.36        2500.00        99.3604                 NaN  0.232742E-001  0.242621       0.373695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00        99.3655                 NaN  0.225169E-001  0.370829       0.241187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.42        2500.00        99.3711                 NaN  0.222763E-001  0.367612       0.238968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.95        2500.00        99.3751                 NaN  0.219119E-001  0.365607       0.237391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00        99.3797       0.229146E-005  0.207520E-001  0.362991       0.236526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.01        2500.00        99.3868       0.955547E-002  0.172177E-001  0.362968       0.223484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.54        2500.00        99.3896                 NaN  0.208000E-001  0.231825       0.357767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.07        2500.00        99.3934                 NaN  0.208805E-001  0.355830       0.229905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00        99.4127       0.522326E-001  0.365632E-002  0.364269       0.167172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.13        2500.00        99.4025                 NaN  0.203193E-001  0.350945       0.226204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00        99.4071                 NaN  0.213416E-001  0.222853       0.348739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.19        2500.00        99.4275                 NaN  0.234738E-001  0.211695       0.337372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.72        2500.00        99.3984                 NaN  0.242621E-001  0.354751       0.222565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.25        2500.00        99.4193                 NaN  0.222804E-001  0.215909       0.342526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.78        2500.00        99.4227                 NaN  0.212167E-001  0.340637       0.215418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.31        2500.00        98.9866                 NaN  0.552174E-001  0.339052       0.367139       0.251949                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.84        2500.00        98.5726       0.834779E-001            NaN  0.488528       0.378540       0.476871                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.37        2500.00        98.6373       0.122883                 NaN  0.369009       0.407092       0.463727                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.90        2500.00        98.6626       0.120928                 NaN  0.361896       0.399327       0.455261                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.43        2500.00        98.6843       0.120400                 NaN  0.390475       0.356656       0.448123                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.96        2500.00        98.7027       0.119837                 NaN  0.352255       0.382980       0.442263                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.49        2500.00        98.7345       0.117402                 NaN  0.342930       0.373922       0.431240                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.02        2500.00        98.7511       0.117133                 NaN  0.338672       0.367078       0.426021                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.55        2500.00        98.7708       0.116380                 NaN  0.359244       0.334201       0.419405                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.08        2500.00        98.7923       0.115048                 NaN  0.352665       0.327776       0.412246                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.61        2500.00        98.8063       0.114892                 NaN  0.324219       0.346546       0.408037                 NaN            NaN            NaN            NaN            NaN            NaN
  1410.14        2500.00        98.8349       0.112713                 NaN  0.316567       0.338036       0.397782                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.67        2500.00        98.8803       0.109244                 NaN  0.303701       0.323810       0.382929                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.20        2500.00        98.8371       0.114235                 NaN  0.315823       0.335302       0.397548                 NaN            NaN            NaN            NaN            NaN            NaN
  1405.73        2500.00        98.8836       0.110748                 NaN  0.303367       0.320402       0.381884                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.26        2500.00        98.9039       0.109479                 NaN  0.313650       0.297975       0.374990                 NaN            NaN            NaN            NaN            NaN            NaN
  1402.79        2500.00        98.9413       0.106691                 NaN  0.288105       0.301473       0.362479                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.32        2500.00        98.9101       0.110258                 NaN  0.311212       0.295247       0.373231                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.85        2500.00        98.9582       0.106344                 NaN  0.284178       0.294854       0.356385                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.38        2500.00        98.9679       0.106118                 NaN  0.291713       0.280737       0.353524                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.91        2500.00        98.9835       0.105338                 NaN  0.286131       0.276709       0.348276                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.44        2500.00        98.9983       0.104616                 NaN  0.272642       0.281124       0.343306                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.97        2500.00        99.0130       0.103689                 NaN  0.276250       0.268770       0.338304                 NaN            NaN            NaN            NaN            NaN            NaN
  1392.50        2500.00        99.0180       0.104786                 NaN  0.271145       0.268725       0.337367                 NaN            NaN            NaN            NaN            NaN            NaN
  1391.03        2500.00        99.0483       0.998864E-001            NaN  0.258929       0.267391       0.325539                 NaN            NaN            NaN            NaN            NaN            NaN
  1389.56        2500.00        99.0546       0.101291                 NaN  0.257577       0.262337       0.324208                 NaN            NaN            NaN            NaN            NaN            NaN
  1388.09        2500.00        99.0681       0.100360                 NaN  0.257943       0.253971       0.319622                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.62        2500.00        99.0817       0.997750E-001            NaN  0.253327       0.250137       0.315070                 NaN            NaN            NaN            NaN            NaN            NaN
  1385.15        2500.00        99.0945       0.985946E-001            NaN  0.249531       0.246830       0.310564                 NaN            NaN            NaN            NaN            NaN            NaN
  1383.68        2500.00        99.1065       0.982122E-001            NaN  0.243478       0.245155       0.306666                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.21        2500.00        99.1190       0.970081E-001            NaN  0.240271       0.241447       0.302314                 NaN            NaN            NaN            NaN            NaN            NaN
  1380.74        2500.00        99.1312       0.963619E-001            NaN  0.237008       0.237393       0.298037                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.27        2500.00        99.1426       0.958351E-001            NaN  0.233364       0.233857       0.294305                 NaN            NaN            NaN            NaN            NaN            NaN
  1377.80        2500.00        99.1526       0.950988E-001            NaN  0.231292       0.230194       0.290778                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.33        2500.00        99.1658       0.938846E-001            NaN  0.227529       0.226627       0.286203                 NaN            NaN            NaN            NaN            NaN            NaN
  1374.86        2500.00        99.1763       0.933218E-001            NaN  0.222957       0.224842       0.282618                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.39        2500.00        99.1869       0.926431E-001            NaN  0.222074       0.219375       0.278988                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.92        2500.00        99.1976       0.917202E-001            NaN  0.216484       0.218968       0.275266                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.45        2500.00        99.2075       0.918085E-001            NaN  0.211745       0.216758       0.272148                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.98        2500.00        99.2187       0.897121E-001            NaN  0.210669       0.213113       0.267820                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.51        2500.00        99.2280       0.897305E-001            NaN  0.210731       0.206611       0.264921                 NaN            NaN            NaN            NaN            NaN            NaN
  1366.04        2500.00        99.2382       0.885839E-001            NaN  0.207900       0.204205       0.261151                 NaN            NaN            NaN            NaN            NaN            NaN
  1364.57        2500.00        99.2470       0.881975E-001            NaN  0.201036       0.205377       0.258351                 NaN            NaN            NaN            NaN            NaN            NaN
  1363.10        2500.00        99.2571       0.869959E-001            NaN  0.202945       0.198460       0.254473                 NaN            NaN            NaN            NaN            NaN            NaN
  1361.63        2500.00        99.2654       0.864198E-001            NaN  0.200274       0.195986       0.251911                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.16        2500.00        99.2747       0.858108E-001            NaN  0.192850       0.198102       0.248577                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.69        2500.00        99.2839       0.847037E-001            NaN  0.195564       0.190606       0.245220                 NaN            NaN            NaN            NaN            NaN            NaN
  1357.22        2500.00        99.2922       0.842445E-001            NaN  0.193355       0.187803       0.242435                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.75        2500.00        99.3010       0.835519E-001            NaN  0.190678       0.185382       0.239341                 NaN            NaN            NaN            NaN            NaN            NaN
  1354.28        2500.00        99.3083       0.829451E-001            NaN  0.183190       0.188707       0.236838                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.81        2500.00        99.3177       0.814093E-001            NaN  0.186300       0.181299       0.233286                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.34        2500.00        99.3252       0.811757E-001            NaN  0.184158       0.178643       0.230812                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.87        2500.00        99.3331       0.801242E-001            NaN  0.176686       0.182149       0.227952                 NaN            NaN            NaN            NaN            NaN            NaN
  1348.40        2500.00        99.3408       0.797795E-001            NaN  0.179917       0.173916       0.225609                 NaN            NaN            NaN            NaN            NaN            NaN
  1346.93        2500.00        99.3488       0.779267E-001            NaN  0.173521       0.177503       0.222232                 NaN            NaN            NaN            NaN            NaN            NaN
  1345.46        2500.00        99.3525       0.805804E-001            NaN  0.177510       0.167447       0.221968                 NaN            NaN            NaN            NaN            NaN            NaN
  1343.99        2500.00        99.3651       0.754201E-001            NaN  0.171701       0.171437       0.216384                 NaN            NaN            NaN            NaN            NaN            NaN
  1342.52        2500.00        99.3720       0.752258E-001            NaN  0.170708       0.168186       0.213860                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.05        2500.00        99.3774       0.752575E-001            NaN  0.169496       0.165588       0.212295                 NaN            NaN            NaN            NaN            NaN            NaN
  1339.58        2500.00        99.3845       0.746988E-001            NaN  0.167650       0.163282       0.209821                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.11        2500.00        99.3910       0.736088E-001            NaN  0.162362       0.165623       0.207414                 NaN            NaN            NaN            NaN            NaN            NaN
  1336.64        2500.00        99.3976       0.730432E-001            NaN  0.160289       0.163940       0.205114                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.17        2500.00        99.4045       0.719275E-001            NaN  0.159190       0.161797       0.202576                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.70        2500.00        99.4110       0.711766E-001            NaN  0.159898       0.157619       0.200301                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.23        2500.00        99.4171       0.715372E-001            NaN  0.158562       0.154343       0.198448                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.76        2500.00        99.4239       0.685673E-001            NaN  0.155702       0.156402       0.195426                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.29        2500.00        99.4167       0.756100E-001            NaN  0.159101       0.148062       0.200488                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.82        2500.00        99.4465       0.606493E-001            NaN  0.148364       0.159101       0.185365                 NaN            NaN            NaN            NaN            NaN            NaN
  1326.35        2500.00        99.4413       0.672036E-001            NaN  0.151050       0.150975       0.189515                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.88        2500.00        99.4474       0.657282E-001            NaN  0.150264       0.149617       0.187004                 NaN            NaN            NaN            NaN            NaN            NaN
  1323.41        2500.00        99.4527       0.656948E-001            NaN  0.148218       0.148060       0.185361                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.94        2500.00        99.4585       0.636248E-001            NaN  0.145872       0.149045       0.182914                 NaN            NaN            NaN            NaN            NaN            NaN
  1320.47        2500.00        99.4639       0.635936E-001            NaN  0.144521       0.146770       0.181204                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.00        2500.00        99.4696       0.621939E-001            NaN  0.146400       0.142836       0.178985                 NaN            NaN            NaN            NaN            NaN            NaN
  1317.53        2500.00        99.4750       0.616096E-001            NaN  0.145091       0.141172       0.177145                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.06        2500.00        99.4784       0.627063E-001            NaN  0.141824       0.140641       0.176444                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.59        2500.00        99.4866       0.584939E-001            NaN  0.137067       0.145338       0.172479                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.12        2500.00        99.4899       0.582083E-001            NaN  0.136727       0.143822       0.171353                 NaN            NaN            NaN            NaN            NaN            NaN
  1311.65        2500.00        82.4062        1.66668                 NaN  0.237170        1.84779        2.23491        11.6073                 NaN            NaN            NaN            NaN            NaN
  1310.18        2500.00        84.5225        1.51009                 NaN   1.68347       0.101105        1.97851        10.2043                 NaN            NaN            NaN            NaN            NaN
  1308.71        2500.00        86.1958        1.38499                 NaN   1.54785       0.981845E-003   1.77723        9.09311                 NaN            NaN            NaN            NaN            NaN
  1307.24        2500.00        87.8724        1.21334                 NaN   1.38392                 NaN   1.56747        7.96285                 NaN            NaN            NaN            NaN            NaN
  1305.77        2500.00        88.9978        1.10202                 NaN   1.26384                 NaN   1.43051        7.20584                 NaN            NaN            NaN            NaN            NaN
  1304.30        2500.00        90.0323        1.00028                 NaN   1.15523                 NaN   1.30250        6.50966                 NaN            NaN            NaN            NaN            NaN
  1302.83        2500.00        90.9101       0.913783                 NaN   1.06367                 NaN   1.19399        5.91843                 NaN            NaN            NaN            NaN            NaN
  1301.36        2500.00        91.6756       0.838258                 NaN  0.981560                 NaN   1.09853        5.40606                 NaN            NaN            NaN            NaN            NaN
  1299.89        2500.00        92.3423       0.773596                 NaN  0.913554                 NaN   1.01585        4.95473                 NaN            NaN            NaN            NaN            NaN
  1298.42        2500.00        92.9141       0.717154                 NaN  0.853317                 NaN  0.944376        4.57110                 NaN            NaN            NaN            NaN            NaN
  1296.95        2500.00        93.4411       0.665832                 NaN  0.797539                 NaN  0.878082        4.21749                 NaN            NaN            NaN            NaN            NaN
  1295.48        2500.00        93.8875       0.622057                 NaN  0.751501                 NaN  0.822320        3.91664                 NaN            NaN            NaN            NaN            NaN
  1294.01        2500.00        94.2954       0.581601                 NaN  0.709531                 NaN  0.770679        3.64281                 NaN            NaN            NaN            NaN            NaN
  1292.53        2500.00        94.6575       0.546346                 NaN  0.672241                 NaN  0.725160        3.39870                 NaN            NaN            NaN            NaN            NaN
  1291.06        2500.00        94.9787       0.514271                 NaN  0.640700                 NaN  0.684561        3.18178                 NaN            NaN            NaN            NaN            NaN
  1289.59        2500.00        94.1845       0.487349                 NaN  0.783965                 NaN  0.772250        3.67686       0.951245E-001            NaN            NaN            NaN            NaN
  1288.12        2500.00        87.7889       0.437635                 NaN   1.82744                 NaN   1.48944        7.74416       0.712444                 NaN            NaN            NaN            NaN
