|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1939.85        500.000        96.5782       0.907662        2.51411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        96.5516       0.907730        2.54062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        96.5251       0.907799        2.56707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        96.4987       0.907867        2.59344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        96.4723       0.907935        2.61975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        96.4462       0.908003        2.64583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        96.4201       0.908070        2.67187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        96.3940       0.908137        2.69787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        96.3681       0.908204        2.72373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        96.3423       0.908271        2.74948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        96.3165       0.908337        2.77511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        96.2909       0.908403        2.80068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        96.2653       0.908469        2.82623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        96.1223       0.908838        2.96888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        96.2146       0.908600        2.87677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        96.1894       0.908665        2.90192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        96.1643       0.908730        2.92701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        96.1392       0.908795        2.95197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        96.1143       0.908859        2.97685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        96.0829       0.908940        3.00819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        96.0646       0.908987        3.02640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        96.0401       0.909050        3.05090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        96.0155       0.909114        3.07538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        95.9910       0.909177        3.09980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        95.9667       0.909240        3.12407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        95.9424       0.909302        3.14826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        95.9183       0.909365        3.17235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        95.8942       0.909427        3.19639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        95.8703       0.909488        3.22025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        95.8463       0.909550        3.24410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        95.8226       0.909611        3.26780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        95.7989       0.909672        3.29140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        95.7753       0.909733        3.31494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        95.7518       0.909794        3.33836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        95.7285       0.909854        3.36168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        95.7051       0.909914        3.38496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        95.6820       0.909974        3.40805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        95.6589       0.910033        3.43107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        95.6860       0.909964        3.40401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        95.6129       0.910152        3.47694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        95.5901       0.910211        3.49965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        95.5674       0.910269        3.52231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        95.5448       0.910328        3.54487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        95.5223       0.910386        3.56734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        95.4999       0.910443        3.58970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        95.4775       0.910501        3.61199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        95.4553       0.910558        3.63415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        95.4176       0.910655        3.67172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        95.4111       0.910672        3.67825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        95.3891       0.910729        3.70015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        95.3672       0.910785        3.72201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        95.3455       0.910841        3.74366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        95.3238       0.910897        3.76529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        95.3022       0.910953        3.78681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        95.2807       0.911008        3.80825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        95.2592       0.911063        3.82971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        95.2381       0.911118        3.85081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        95.2168       0.911173        3.87201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        95.1958       0.911227        3.89302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        95.1747       0.911281        3.91397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        95.1538       0.911335        3.93484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        95.1330       0.911389        3.95562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        95.0558       0.911587        4.03265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        95.0916       0.911495        3.99688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        95.0711       0.911548        4.01737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        95.0496       0.911603        4.03877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        95.0303       0.911653        4.05807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        95.0100       0.911705        4.07829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        94.9883       0.911761        4.09998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        94.9731       0.911800        4.11513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        94.9498       0.911860        4.13835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        94.9299       0.911911        4.15819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        94.9465       0.911869        4.14161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        94.9107       0.911961        4.17730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        94.8708       0.912064        4.21714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        94.9077       0.911969        4.18037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        94.8319       0.912164        4.25598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        94.8125       0.912213        4.27525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        94.8657       0.912077        4.22219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        94.8145       0.912208        4.27328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        94.7551       0.912361        4.33254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        94.7361       0.912410        4.35145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        94.7173       0.912458        4.37025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        94.6985       0.912507        4.38898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        94.6798       0.912555        4.40767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        94.6612       0.912603        4.42616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        94.6427       0.912650        4.44462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        94.6243       0.912697        4.46298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        94.6060       0.912745        4.48122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        94.5878       0.912791        4.49939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        94.5697       0.912838        4.51747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        94.5517       0.912884        4.53545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        94.5337       0.912930        4.55337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        94.5159       0.912976        4.57114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        94.4675       0.913101        4.61938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        94.4805       0.913067        4.60648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        94.4629       0.913112        4.62401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        94.4454       0.913157        4.64143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        94.4280       0.913202        4.65877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        94.4107       0.913246        4.67602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        94.3935       0.913290        4.69317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        94.3764       0.913334        4.71025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        94.3594       0.913378        4.72725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        94.3424       0.913422        4.74414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        94.2901       0.913556        4.79639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        94.3089       0.913508        4.77760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        94.2807       0.913580        4.80572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        94.2742       0.913597        4.81221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        94.2592       0.913635        4.82713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        94.1929       0.913805        4.89334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        94.2266       0.913719        4.85970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        94.2118       0.913757        4.87444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        94.1793       0.913840        4.90687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        94.1654       0.913876        4.92073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        94.1624       0.913884        4.92374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        94.1458       0.913926        4.94030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        94.1259       0.913977        4.96008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        94.1152       0.914005        4.97079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        94.1077       0.914024        4.97823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        94.0856       0.914081        5.00033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        94.0846       0.914080        5.00010       0.123483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        94.0477       0.914170        5.03081       0.736467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        94.0294       0.914271        5.04422       0.120594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        94.0158       0.914414        5.05779       0.119539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        94.0022       0.914556        5.07135       0.118908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        93.9888       0.914698        5.08476       0.117706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        93.9754       0.914838        5.09812       0.116794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        93.9470       0.914998        5.11926       0.187368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        93.9473       0.915192        5.12923       0.824595E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        93.9365       0.915293        5.13938       0.881263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        93.9239       0.915401        5.15073       0.995620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        93.9376       0.915481        5.14675       0.153606E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        93.8863       0.915557        5.17590       0.222083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        93.8840       0.915791        5.18923       0.110177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        93.5182       0.915813        5.15891       0.123900E-001  0.394658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3992                 NaN  0.593243E-002  0.131816E-001  0.581735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4045                 NaN            NaN  0.117798E-001  0.583693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4044                 NaN            NaN  0.124815E-001  0.583090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4066                 NaN            NaN  0.124748E-001  0.580914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4090                 NaN            NaN  0.123768E-001  0.578658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.9816                 NaN            NaN  0.224795E-001  0.995905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.8510                 NaN            NaN  0.204935E-002  0.146979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4174                 NaN            NaN  0.122114E-001  0.570433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4207                 NaN            NaN  0.121494E-001  0.567140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7860                 NaN            NaN  0.257805E-001   1.18820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.9959                 NaN            NaN            NaN  0.409810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.5114                 NaN            NaN  0.104512E-001  0.478125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4332                 NaN            NaN  0.119159E-001  0.554902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4353                 NaN            NaN  0.119269E-001  0.552733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4387                 NaN            NaN  0.118740E-001  0.549386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4448                 NaN            NaN  0.117053E-001  0.543503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4464                 NaN            NaN  0.116714E-001  0.541913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4497                 NaN            NaN  0.116141E-001  0.538648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4533                 NaN            NaN  0.115536E-001  0.535101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.1225                 NaN            NaN  0.211402E-001  0.856349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.7989                 NaN            NaN  0.176997E-002  0.199287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4643                 NaN            NaN  0.113552E-001  0.524381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4676                 NaN            NaN  0.112917E-001  0.521139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4724                 NaN            NaN  0.112137E-001  0.516371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4754                 NaN            NaN  0.111601E-001  0.513406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0455                 NaN            NaN            NaN  0.131058       0.823477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9071                 NaN            NaN            NaN  0.609772E-002   1.08685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9277                 NaN            NaN            NaN  0.437808E-001   1.02852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9379                 NaN            NaN            NaN            NaN   1.06209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9537                 NaN            NaN            NaN  0.297296E-001   1.01662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9648                 NaN            NaN            NaN  0.129550E-002   1.03387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9773                 NaN            NaN            NaN  0.108361E-002   1.02166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9896                 NaN            NaN            NaN            NaN   1.01038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0020                 NaN            NaN            NaN            NaN  0.997951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0168                 NaN            NaN            NaN  0.165968E-002  0.981588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0249                 NaN            NaN            NaN            NaN  0.975112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0395                 NaN            NaN            NaN  0.176343E-002  0.958690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0490                 NaN            NaN            NaN            NaN  0.950992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0615                 NaN            NaN            NaN            NaN  0.938460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0670                 NaN            NaN            NaN            NaN  0.903280       0.297202E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.8815                 NaN            NaN            NaN            NaN  0.948756E-001   1.02365                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.8903                 NaN            NaN            NaN            NaN  0.850882E-001   1.02463                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.8933                 NaN            NaN            NaN            NaN  0.767439E-001   1.02999                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.8964                 NaN            NaN            NaN            NaN  0.663546E-001   1.03727                 NaN            NaN            NaN            NaN            NaN            NaN
