|6.6.6
Archiving\03_Data\frac/QFM_m0.75/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1170.43        2500.00                 NaN            NaN            NaN            NaN   7.07488                 NaN            NaN            NaN   7.62427                 NaN            NaN   8.45802        44.7022        1.58810        30.5525                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN   7.07713                 NaN            NaN            NaN   7.61061       0.166540E-005            NaN   8.45355        44.7127        1.59237        30.5536                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN   7.08191                 NaN            NaN            NaN   7.60484       0.176465E-005            NaN   8.45493        44.7104        1.59233        30.5556                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN   7.08556                 NaN            NaN            NaN   7.60043       0.151787E-005            NaN   8.45668        44.7083        1.59207        30.5570                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.97328                 NaN            NaN            NaN   11.1256                 NaN            NaN   8.63377        43.8320        1.39234        30.0430                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN   5.08195                 NaN            NaN            NaN   10.9622                 NaN            NaN   8.62913        43.8519        1.40034        30.0745                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN   5.20334                 NaN            NaN            NaN   10.7755                 NaN            NaN   8.62824        43.8751        1.40988        30.1080                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN   7.10697                 NaN            NaN            NaN   7.58136                 NaN            NaN   8.46548        44.6918        1.58899        30.5654                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   7.10807                 NaN            NaN            NaN   7.58068                 NaN            NaN   8.46344        44.6915        1.58956        30.5668                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN   7.11283                 NaN            NaN            NaN   7.57534                 NaN            NaN   8.46509        44.6885        1.58940        30.5688                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN   5.43682                 NaN            NaN            NaN   10.4358                 NaN            NaN   8.62213        43.9010        1.42466        30.1796                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   5.54899                 NaN            NaN            NaN   10.2590                 NaN            NaN   8.62397        43.9235        1.43448        30.2101                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN   5.52632                 NaN            NaN            NaN   10.3009                 NaN            NaN   8.61510        43.9181        1.43170        30.2079                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   5.64600                 NaN            NaN            NaN   10.1137                 NaN            NaN   8.62352        43.9363        1.44136        30.2391                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN   5.69707                 NaN            NaN            NaN   10.0373                 NaN            NaN   8.62334        43.9428        1.44501        30.2545                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN   5.74265                 NaN            NaN            NaN   9.96951       0.202735E-005            NaN   8.62346        43.9479        1.44815        30.2684                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN   7.07157                 NaN            NaN            NaN   7.66947                 NaN            NaN   8.43600        44.6743        1.58023        30.5684                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN   7.07570                 NaN            NaN            NaN   7.66440                 NaN            NaN   8.43738        44.6719        1.58026        30.5704                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   5.84209                 NaN            NaN            NaN   9.82598                 NaN            NaN   8.62633        43.9513        1.45420        30.3001                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   7.08385                 NaN            NaN            NaN   7.65445                 NaN            NaN   8.44015        44.6671        1.58031        30.5742                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   7.08734                 NaN            NaN            NaN   7.65263                 NaN            NaN   8.43952        44.6643        1.57973        30.5765                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN   7.09133                 NaN            NaN            NaN   7.64784                 NaN            NaN   8.44090        44.6618        1.57974        30.5784                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   7.15809                 NaN            NaN            NaN   7.62408                 NaN            NaN   8.44229        44.5784        1.57975        30.6173                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN   7.23611                 NaN            NaN            NaN   7.41882                 NaN            NaN   8.48100        44.6622        1.58928        30.6126                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN   7.16583                 NaN            NaN            NaN   7.61479                 NaN            NaN   8.44510        44.5734        1.57977        30.6211                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   7.16966                 NaN            NaN            NaN   7.61022                 NaN            NaN   8.44652        44.5708        1.57977        30.6230                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   7.17345                 NaN            NaN            NaN   7.60570                 NaN            NaN   8.44796        44.5682        1.57978        30.6249                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   7.17721                 NaN            NaN            NaN   7.60124                 NaN            NaN   8.44941        44.5656        1.57978        30.6268                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   7.18094                 NaN            NaN            NaN   7.59683                 NaN            NaN   8.45087        44.5629        1.57978        30.6286                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   7.11984                 NaN            NaN            NaN   7.77519       0.115625E-004            NaN   8.45170        44.4327        1.57977        30.6408                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   6.17263                 NaN            NaN            NaN   9.34999                 NaN            NaN   8.64026        43.9554        1.47369        30.4081                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.240617E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.243556E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.278500E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.281938E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.252756E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.255953E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.259214E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.262544E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.265948E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.269429E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.272985E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.276608E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.280319E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.284110E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.287985E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.363114E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.367919E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.372833E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.377848E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.382980E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.388224E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.393580E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.399068E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   7.87420       0.404556E-005            NaN            NaN            NaN            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   7.33729                 NaN            NaN            NaN   7.31357                 NaN            NaN   8.52814        44.5600        1.58823        30.6728                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.331535E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.336617E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.341785E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.347084E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.352683E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.358259E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.364023E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.369918E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.381225E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   7.36702                 NaN            NaN            NaN   7.28123       0.565961E-005            NaN   8.54608        44.5255        1.58809        30.6920                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   7.36961                 NaN            NaN            NaN   7.27898       0.118750E-004            NaN   8.54801        44.5214        1.58800        30.6940                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   7.37217                 NaN            NaN            NaN   7.27678       0.883767E-005            NaN   8.54996        44.5172        1.58790        30.6960                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   7.87420                 NaN            NaN            NaN  0.406933E-005            NaN            NaN   7.71845        46.5898        1.67013        30.2807        5.86674     
