|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        q              ilm           
  1518.36        500.000                 NaN   99.2406       0.759449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.97        500.000                 NaN   99.5016       0.445771       0.525898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.58        500.000                 NaN   99.4955       0.502832       0.171414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.19        500.000                 NaN   99.5052       0.489887       0.487611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.80        500.000                 NaN   99.5069       0.474813       0.183250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.41        500.000                 NaN   99.5094       0.490561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN   99.5124       0.487648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN   99.5155       0.484513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN   99.5174       0.482639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN   99.5218       0.478190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN   99.4788       0.521203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN   99.7333       0.266748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN   99.3720       0.627983       0.508869E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   99.5343       0.465737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN   99.5396       0.460421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN   99.5404       0.459614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN   99.5423       0.456940       0.711769E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   99.5435       0.452872       0.362945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN   99.5503       0.449730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   99.5513       0.448651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN   99.5494       0.450557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   99.5597       0.440342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN   99.5571       0.442855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   99.6418       0.358183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   99.4875       0.512487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN   99.5665       0.433549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN   99.5698       0.430159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.84        500.000                 NaN   99.5738       0.426215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.45        500.000                 NaN   99.5750       0.424968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.06        500.000                 NaN   99.5779       0.422087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.5082       0.147500                 NaN  0.344253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN   99.4808       0.308526E-001            NaN  0.488377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.89        500.000                 NaN   99.4832       0.284009E-001            NaN  0.488403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.50        500.000                 NaN   99.4829       0.234246E-001            NaN  0.493631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.11        500.000                 NaN   99.4858       0.219342E-001            NaN  0.492299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN   99.4867       0.191792E-001            NaN  0.494101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.33        500.000                 NaN   99.4878       0.159685E-001            NaN  0.496267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.94        500.000                 NaN   99.4889       0.130608E-001            NaN  0.497994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.55        500.000                 NaN   99.4897       0.969318E-002            NaN  0.500589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.16        500.000                 NaN   99.4900       0.635539E-002            NaN  0.503673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.77        500.000                 NaN   99.4910       0.305641E-001            NaN  0.478418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.38        500.000                 NaN   99.4923                 NaN            NaN  0.507653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN   99.4919                 NaN            NaN  0.508092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN   99.4913                 NaN            NaN  0.508691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN   99.4911       0.131786E-001            NaN  0.495686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN   99.4913                 NaN            NaN  0.508669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN   99.2618       0.720169E-001            NaN  0.607909       0.582252E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.5028                 NaN            NaN  0.211631       0.285525                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN   99.2060                 NaN            NaN  0.456748       0.337245                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN   99.2135                 NaN            NaN  0.333634       0.452883                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN   99.2201                 NaN            NaN  0.449570       0.330338                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN   99.2290                 NaN            NaN  0.326214       0.444777                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN   98.4820                 NaN            NaN  0.875691       0.642309                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN   99.2080                 NaN            NaN  0.334803       0.457215                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN   99.2991       0.527420E-001            NaN  0.407284       0.240877                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN   99.2630       0.464917E-002            NaN  0.426307       0.306006                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN   99.2702       0.740014E-002            NaN  0.299725       0.422686                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN   99.2742       0.369283E-002            NaN  0.301636       0.420476                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN   99.2858                 NaN            NaN  0.300616       0.413624                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN   99.2885                 NaN            NaN  0.412971       0.298500                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN   99.2959                 NaN            NaN  0.408492       0.295616                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN   99.3027       0.277771E-001            NaN  0.263929       0.405635                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.3072                 NaN            NaN  0.402882       0.289883                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN   99.3134       0.619145E-002            NaN  0.280663       0.399755                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN   99.3198                 NaN            NaN  0.284370       0.395800                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN   99.3255       0.571124E-002            NaN  0.392813       0.276015                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.25        500.000                 NaN   99.3314                 NaN            NaN  0.278662       0.389967                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.86        500.000                 NaN   99.3374       0.461458E-002            NaN  0.386571       0.271462                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN   99.0496                 NaN            NaN  0.413796       0.404543                 NaN  0.132081                 NaN            NaN            NaN            NaN
  1421.08        500.000                 NaN   98.2441                 NaN            NaN  0.489890       0.764365                 NaN  0.501619                 NaN            NaN            NaN            NaN
  1419.69        500.000                 NaN   98.5352                 NaN            NaN  0.637251       0.408131                 NaN  0.419434                 NaN            NaN            NaN            NaN
  1418.30        500.000                 NaN   98.0503                 NaN            NaN  0.849673       0.542691                 NaN  0.557306                 NaN            NaN            NaN            NaN
  1416.91        500.000                 NaN   98.3421                 NaN            NaN  0.722288       0.461323                 NaN  0.474259                 NaN            NaN            NaN            NaN
  1415.52        500.000                 NaN   98.3739                 NaN            NaN  0.708619       0.452061                 NaN  0.465460                 NaN            NaN            NaN            NaN
  1414.13        500.000                 NaN   98.4035                 NaN            NaN  0.695804       0.443574                 NaN  0.457080                 NaN            NaN            NaN            NaN
  1412.74        500.000                 NaN   98.4329                 NaN            NaN  0.435240       0.683170                 NaN  0.448726                 NaN            NaN            NaN            NaN
  1411.35        500.000                 NaN   98.4618                 NaN            NaN  0.670886       0.426680                 NaN  0.440622                 NaN            NaN            NaN            NaN
  1409.96        500.000                 NaN   98.4900                 NaN            NaN  0.658634       0.418610                 NaN  0.432779                 NaN            NaN            NaN            NaN
  1408.57        500.000                 NaN   98.5161                 NaN            NaN  0.647413       0.411138                 NaN  0.425381                 NaN            NaN            NaN            NaN
  1407.18        500.000                 NaN   98.5425                 NaN            NaN  0.403229       0.636265                 NaN  0.417983                 NaN            NaN            NaN            NaN
  1405.79        500.000                 NaN   98.5674                 NaN            NaN  0.396185       0.625526                 NaN  0.410885                 NaN            NaN            NaN            NaN
  1404.40        500.000                 NaN   98.5891                 NaN            NaN  0.615975       0.390246                 NaN  0.404721                 NaN            NaN            NaN            NaN
  1403.01        500.000                 NaN   98.6172                 NaN            NaN  0.604178       0.381876                 NaN  0.396707                 NaN            NaN            NaN            NaN
  1401.62        500.000                 NaN   98.6383                 NaN            NaN  0.375743       0.595276                 NaN  0.390725                 NaN            NaN            NaN            NaN
  1400.23        500.000                 NaN   98.6070                 NaN            NaN  0.606352       0.386895                 NaN  0.399723                 NaN            NaN            NaN            NaN
  1398.84        500.000                 NaN   98.7388                 NaN            NaN  0.346337       0.553066                 NaN  0.361762                 NaN            NaN            NaN            NaN
  1397.45        500.000                 NaN   98.7052                 NaN            NaN  0.356003       0.567032                 NaN  0.371802                 NaN            NaN            NaN            NaN
  1396.06        500.000                 NaN   98.7258                 NaN            NaN  0.558129       0.350189                 NaN  0.365886                 NaN            NaN            NaN            NaN
  1394.67        500.000                 NaN   98.7462                 NaN            NaN  0.549575       0.344044                 NaN  0.360179                 NaN            NaN            NaN            NaN
  1393.28        500.000                 NaN   98.7649                 NaN            NaN  0.338221       0.541993                 NaN  0.354888                 NaN            NaN            NaN            NaN
  1391.90        500.000                 NaN   98.7842                 NaN            NaN  0.532624       0.334097                 NaN  0.349103                 NaN            NaN            NaN            NaN
  1390.51        500.000                 NaN   98.8058                 NaN            NaN  0.524655       0.326501                 NaN  0.342999                 NaN            NaN            NaN            NaN
  1389.12        500.000                 NaN   98.8225                 NaN            NaN  0.517221       0.321896                 NaN  0.338384                 NaN            NaN            NaN            NaN
  1387.73        500.000                 NaN   98.8403                 NaN            NaN  0.510024       0.316485                 NaN  0.333168                 NaN            NaN            NaN            NaN
  1386.34        500.000                 NaN   98.8565                 NaN            NaN  0.312306       0.502665                 NaN  0.328505                 NaN            NaN            NaN            NaN
  1384.95        500.000                 NaN   98.8755                 NaN            NaN  0.495178       0.306267                 NaN  0.323033                 NaN            NaN            NaN            NaN
  1383.56        500.000                 NaN   98.8911                 NaN            NaN  0.488775       0.301383                 NaN  0.318765                 NaN            NaN            NaN            NaN
  1382.17        500.000                 NaN   98.9085                 NaN            NaN  0.296638       0.481325                 NaN  0.313585                 NaN            NaN            NaN            NaN
  1380.78        500.000                 NaN   98.9238                 NaN            NaN  0.292014       0.474927                 NaN  0.309253                 NaN            NaN            NaN            NaN
  1379.39        500.000                 NaN   98.9384                 NaN            NaN  0.287644       0.468967                 NaN  0.304996                 NaN            NaN            NaN            NaN
  1378.00        500.000                 NaN   98.9544                 NaN            NaN  0.462078       0.283077                 NaN  0.300454                 NaN            NaN            NaN            NaN
  1376.61        500.000                 NaN   98.9702                 NaN            NaN  0.278153       0.455738                 NaN  0.295898                 NaN            NaN            NaN            NaN
  1375.22        500.000                 NaN   98.9842                 NaN            NaN  0.449891       0.274050                 NaN  0.291850                 NaN            NaN            NaN            NaN
  1373.83        500.000                 NaN   98.9972                 NaN            NaN  0.270437       0.444331                 NaN  0.288037                 NaN            NaN            NaN            NaN
  1372.44        500.000                 NaN   99.0114                 NaN            NaN  0.438236       0.266368                 NaN  0.283954                 NaN            NaN            NaN            NaN
  1371.05        500.000                 NaN   99.0261                 NaN            NaN  0.261631       0.432664                 NaN  0.279651                 NaN            NaN            NaN            NaN
  1369.66        500.000                 NaN   99.0393                 NaN            NaN  0.426925       0.257889                 NaN  0.275885                 NaN            NaN            NaN            NaN
  1368.27        500.000                 NaN   99.0517                 NaN            NaN  0.254463       0.421569                 NaN  0.272270                 NaN            NaN            NaN            NaN
  1366.88        500.000                 NaN   99.0647                 NaN            NaN  0.416513       0.250219                 NaN  0.268521                 NaN            NaN            NaN            NaN
  1365.49        500.000                 NaN   99.0776                 NaN            NaN  0.246537       0.411118                 NaN  0.264785                 NaN            NaN            NaN            NaN
  1364.10        500.000                 NaN   99.0894                 NaN            NaN  0.406133       0.243168                 NaN  0.261291                 NaN            NaN            NaN            NaN
  1362.71        500.000                 NaN   99.1014                 NaN            NaN  0.401315       0.239452                 NaN  0.257814                 NaN            NaN            NaN            NaN
  1361.32        500.000                 NaN   99.1133                 NaN            NaN  0.235953       0.396390                 NaN  0.254403                 NaN            NaN            NaN            NaN
  1359.93        500.000                 NaN   99.1248                 NaN            NaN  0.391381       0.232797                 NaN  0.251072                 NaN            NaN            NaN            NaN
  1358.54        500.000                 NaN   99.1363                 NaN            NaN  0.387089       0.229027                 NaN  0.247615                 NaN            NaN            NaN            NaN
  1357.15        500.000                 NaN   99.1463                 NaN            NaN  0.382799       0.226063                 NaN  0.244852                 NaN            NaN            NaN            NaN
  1355.76        500.000                 NaN   99.1590                 NaN            NaN  0.377860       0.222125                 NaN  0.240967                 NaN            NaN            NaN            NaN
  1354.37        500.000                 NaN   99.1686                 NaN            NaN  0.219547       0.373667                 NaN  0.238197                 NaN            NaN            NaN            NaN
  1352.98        500.000                 NaN   99.1789                 NaN            NaN  0.216518       0.369367                 NaN  0.235238                 NaN            NaN            NaN            NaN
  1351.59        500.000                 NaN   99.1894                 NaN            NaN  0.365084       0.213366                 NaN  0.232133                 NaN            NaN            NaN            NaN
  1350.20        500.000                 NaN   99.1972                 NaN            NaN  0.212619       0.358095                 NaN  0.230375       0.167897E-002            NaN            NaN            NaN
  1348.81        500.000                 NaN   99.1914                 NaN            NaN  0.227001       0.330811                 NaN  0.236108       0.146924E-001            NaN            NaN            NaN
  1347.42        500.000                 NaN   99.2022                 NaN            NaN  0.327625       0.223060                 NaN  0.232853       0.142193E-001            NaN            NaN            NaN
  1346.04        500.000                 NaN   99.2147                 NaN            NaN  0.323664       0.219204                 NaN  0.228913       0.135610E-001            NaN            NaN            NaN
  1344.65        500.000                 NaN   99.2245                 NaN            NaN  0.320657       0.215845                 NaN  0.225950       0.130550E-001            NaN            NaN            NaN
  1343.26        500.000                 NaN   99.2356                 NaN            NaN  0.211985       0.317397                 NaN  0.222527       0.125170E-001            NaN            NaN            NaN
  1341.87        500.000                 NaN   99.2456                 NaN            NaN  0.208519       0.314492                 NaN  0.219452       0.119608E-001            NaN            NaN            NaN
  1340.48        500.000                 NaN   99.2558                 NaN            NaN  0.311352       0.205107                 NaN  0.216311       0.114530E-001            NaN            NaN            NaN
  1339.09        500.000                 NaN   99.2652                 NaN            NaN  0.308519       0.201877                 NaN  0.213412       0.109778E-001            NaN            NaN            NaN
  1337.70        500.000                 NaN   99.2748                 NaN            NaN  0.198809       0.305208                 NaN  0.210517       0.106431E-001            NaN            NaN            NaN
  1336.31        500.000                 NaN   99.2857                 NaN            NaN  0.302276       0.194990                 NaN  0.207048       0.999856E-002            NaN            NaN            NaN
  1334.92        500.000                 NaN   99.2945                 NaN            NaN  0.191755       0.299924                 NaN  0.204342       0.946012E-002            NaN            NaN            NaN
  1333.53        500.000                 NaN   99.3034                 NaN            NaN  0.188765       0.297227                 NaN  0.201622       0.901817E-002            NaN            NaN            NaN
  1332.14        500.000                 NaN   99.3122                 NaN            NaN  0.185537       0.294799                 NaN  0.198883       0.855593E-002            NaN            NaN            NaN
  1330.75        500.000                 NaN   99.3211                 NaN            NaN  0.182581       0.292151                 NaN  0.196134       0.807307E-002            NaN            NaN            NaN
  1329.36        500.000                 NaN   99.3294                 NaN            NaN  0.179697       0.289696                 NaN  0.193599       0.765631E-002            NaN            NaN            NaN
  1327.97        500.000                 NaN   99.3382                 NaN            NaN  0.176506       0.287335                 NaN  0.190838       0.715453E-002            NaN            NaN            NaN
  1326.58        500.000                 NaN   99.3450                 NaN            NaN  0.284965       0.174387                 NaN  0.188758       0.684091E-002            NaN            NaN            NaN
  1325.19        500.000                 NaN   99.3552                 NaN            NaN  0.282108       0.170887                 NaN  0.185491       0.628292E-002            NaN            NaN            NaN
  1323.80        500.000                 NaN   99.3619                 NaN            NaN  0.280344       0.168339                 NaN  0.183496       0.591513E-002            NaN            NaN            NaN
  1322.41        500.000                 NaN   99.3699                 NaN            NaN  0.165442       0.278072                 NaN  0.181024       0.551717E-002            NaN            NaN            NaN
  1321.02        500.000                 NaN   99.3776                 NaN            NaN  0.162791       0.276047                 NaN  0.178607       0.499012E-002            NaN            NaN            NaN
  1319.63        500.000                 NaN   99.3841                 NaN            NaN  0.160643       0.273927                 NaN  0.176588       0.470101E-002            NaN            NaN            NaN
  1318.24        500.000                 NaN   99.3925                 NaN            NaN  0.157383       0.272031                 NaN  0.173937       0.413409E-002            NaN            NaN            NaN
  1316.85        500.000                 NaN   99.3993                 NaN            NaN  0.155104       0.269960                 NaN  0.171819       0.379118E-002            NaN            NaN            NaN
  1315.46        500.000                 NaN   99.4062                 NaN            NaN  0.152607       0.268108                 NaN  0.169709       0.339452E-002            NaN            NaN            NaN
  1314.07        500.000                 NaN   99.4126                 NaN            NaN  0.150755       0.265912                 NaN  0.167675       0.304844E-002            NaN            NaN            NaN
  1312.68        500.000                 NaN   99.4199                 NaN            NaN  0.264365       0.147721                 NaN  0.165369       0.260268E-002            NaN            NaN            NaN
  1311.29        500.000                 NaN   99.4265                 NaN            NaN  0.262639       0.145326                 NaN  0.163341       0.218724E-002            NaN            NaN            NaN
  1309.90        500.000                 NaN   99.4326                 NaN            NaN  0.142960       0.261160                 NaN  0.161491       0.182944E-002            NaN            NaN            NaN
  1308.51        500.000                 NaN   99.4394                 NaN            NaN  0.259157       0.140697                 NaN  0.159304       0.142287E-002            NaN            NaN            NaN
  1307.12        500.000                 NaN   99.4455                 NaN            NaN  0.138378       0.257651                 NaN  0.157442       0.106151E-002            NaN            NaN            NaN
  1305.73        500.000                 NaN   99.4516                 NaN            NaN  0.136246       0.255959                 NaN  0.155516       0.706368E-003            NaN            NaN            NaN
  1304.34        500.000                 NaN   99.4575                 NaN            NaN  0.254448       0.134032                 NaN  0.153665       0.332201E-003            NaN            NaN            NaN
  1302.95        500.000                 NaN   99.4631                 NaN            NaN  0.251068       0.132905                 NaN  0.152191       0.759089E-003            NaN            NaN            NaN
  1301.56        500.000                 NaN   99.4693                 NaN            NaN  0.130755       0.249371                 NaN  0.150198       0.422906E-003            NaN            NaN            NaN
  1300.18        500.000                 NaN   99.4724                 NaN            NaN  0.236799       0.135340                 NaN  0.150634       0.480380E-002            NaN            NaN            NaN
  1298.79        500.000                 NaN   94.4087                 NaN            NaN   1.12128       0.614585                 NaN  0.691461       0.262494E-001   3.13772                 NaN            NaN
  1297.40        500.000                 NaN   76.0049                 NaN            NaN   4.21454        2.41971                 NaN   2.66110       0.132802        14.5669                 NaN            NaN
  1296.01        500.000                 NaN   81.2720                 NaN            NaN   1.89208        3.31057                 NaN   2.08162       0.881426E-001   11.3556                 NaN            NaN
  1294.62        500.000                 NaN   84.7013                 NaN            NaN   1.54539        2.72148                 NaN   1.70482       0.604086E-001   9.26657                 NaN            NaN
  1293.23        500.000                 NaN   87.0796                 NaN            NaN   1.30742        2.30869                 NaN   1.44318       0.422130E-001   7.81885                 NaN            NaN
  1291.84        500.000                 NaN   88.7704                 NaN            NaN   2.02444        1.12601                 NaN   1.25893       0.290519E-001   6.79117                 NaN            NaN
  1290.45        500.000                 NaN   90.2553                 NaN            NaN  0.998393        1.74382                 NaN   1.09249       0.211821E-001   5.88880                 NaN            NaN
  1289.06        500.000                 NaN   91.2275                 NaN            NaN   1.58078       0.890885                 NaN  0.986677       0.139991E-001   5.30012                 NaN            NaN
  1287.67        500.000                 NaN   92.0828                 NaN            NaN   1.42873       0.804951                 NaN  0.892510       0.905776E-002   4.78195                 NaN            NaN
  1286.28        500.000                 NaN   92.7853                 NaN            NaN  0.735446        1.30242                 NaN  0.814700       0.505557E-002   4.35705                 NaN            NaN
  1284.89        500.000                 NaN   93.3782                 NaN            NaN  0.675781        1.19607                 NaN  0.749148       0.192607E-002   3.99890                 NaN            NaN
  1283.50        500.000                 NaN   93.8815                 NaN            NaN  0.626511        1.10318                 NaN  0.693384                 NaN   3.69546                 NaN            NaN
  1282.11        500.000                 NaN   94.3147                 NaN            NaN  0.586212        1.01901                 NaN  0.645749                 NaN   3.43437                 NaN            NaN
  1280.72        500.000                 NaN   94.6959                 NaN            NaN  0.944467       0.551050                 NaN  0.603540                 NaN   3.20503                 NaN            NaN
  1279.33        500.000                 NaN   95.0282                 NaN            NaN  0.519449       0.880111                 NaN  0.566755                 NaN   3.00547                 NaN            NaN
  1277.94        500.000                 NaN   95.3226                 NaN            NaN  0.492650       0.821835                 NaN  0.533886                 NaN   2.82900                 NaN            NaN
  1276.55        500.000                 NaN   95.5923                 NaN            NaN  0.466839       0.769597                 NaN  0.503778                 NaN   2.66744                 NaN            NaN
  1275.16        500.000                 NaN   95.8314                 NaN            NaN  0.722298       0.444801                 NaN  0.476775                 NaN   2.52476                 NaN            NaN
  1273.77        500.000                 NaN   96.0449                 NaN            NaN  0.424258       0.680782                 NaN  0.452785                 NaN   2.39726                 NaN            NaN
  1272.38        500.000                 NaN   96.2415                 NaN            NaN  0.405469       0.641956                 NaN  0.430503                 NaN   2.28057                 NaN            NaN
  1270.99        500.000                 NaN   96.4255                 NaN            NaN  0.387503       0.606825                 NaN  0.409642                 NaN   2.17055                 NaN            NaN
  1269.60        500.000                 NaN   96.5883                 NaN            NaN  0.372367       0.574332                 NaN  0.390998                 NaN   2.07398                 NaN            NaN
  1268.21        500.000                 NaN   96.7389                 NaN            NaN  0.358471       0.544336                 NaN  0.373579                 NaN   1.98473                 NaN            NaN
