|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1062.66        500.000                 NaN            NaN            NaN            NaN   4.46365                 NaN            NaN            NaN   5.79438                 NaN   7.27456        41.5006        40.9668                 NaN
  1060.15        500.000                 NaN            NaN            NaN            NaN   4.42961                 NaN            NaN            NaN   5.85693                 NaN   7.30150        41.4560        40.9559                 NaN
  1057.64        500.000                 NaN            NaN            NaN            NaN   4.46960                 NaN            NaN            NaN   5.78335                 NaN   7.28244        41.4896        40.9750                 NaN
  1055.14        500.000                 NaN            NaN            NaN            NaN   4.47266                 NaN            NaN            NaN   5.77844                 NaN   7.28487        41.4853        40.9787                 NaN
  1052.63        500.000                 NaN            NaN            NaN            NaN   4.45391                 NaN            NaN            NaN   5.81820                 NaN   7.30405        41.4500        40.9739                 NaN
  1050.13        500.000                 NaN            NaN            NaN  0.233853E-001   4.43105                 NaN            NaN            NaN   5.81993                 NaN   7.31743        41.4387        40.9695                 NaN
  1047.62        500.000                 NaN            NaN            NaN            NaN   4.48084                 NaN            NaN            NaN   5.76466                 NaN   7.29817        41.4658        40.9905                 NaN
  1045.11        500.000                 NaN            NaN            NaN  0.261135        4.24502                 NaN            NaN            NaN   5.74003                 NaN   7.31279        41.4688        40.9250       0.471923E-001
  1042.61        500.000                 NaN            NaN            NaN  0.634913        3.91060                 NaN            NaN            NaN   5.70935                 NaN   7.33205        41.4751        40.8289       0.109054     
  1040.10        500.000                 NaN            NaN            NaN  0.873365        3.74823                 NaN            NaN            NaN   5.56549                 NaN   7.35599        41.4944        40.8077       0.154865     
  1037.59        500.000                 NaN            NaN            NaN  0.948836        3.68206                 NaN            NaN            NaN   5.56191                 NaN   7.35883        41.4970        40.7868       0.164545     
  1035.09        500.000                 NaN            NaN            NaN   2.01545        2.69430                 NaN            NaN            NaN   5.60435                 NaN   7.39828        41.5054        40.4687       0.313518     
  1032.58        500.000                 NaN            NaN            NaN   2.23014        2.50589                 NaN            NaN            NaN   5.58498                 NaN   7.41083        41.5055        40.4158       0.346832     
  1030.08        500.000                 NaN            NaN            NaN   3.30255        1.57587                 NaN            NaN            NaN   5.52190                 NaN   7.45562        41.5376        40.1260       0.480453     
  1027.57        500.000                 NaN            NaN            NaN   4.30212       0.710746                 NaN            NaN            NaN   5.47053                 NaN   7.49825        41.5632        39.8550       0.600130     
  1025.06        500.000                 NaN            NaN            NaN   5.13008                 NaN            NaN            NaN            NaN   5.42353                 NaN   7.53279        41.5860        39.6319       0.695644     
  1022.56        500.000                 NaN            NaN            NaN   5.13571                 NaN            NaN            NaN            NaN   5.41609                 NaN   7.53603        41.5800        39.6361       0.696054     
  1020.05        500.000                 NaN            NaN            NaN   4.69798       0.380447                 NaN            NaN            NaN   5.42980                 NaN   7.52304        41.5574        39.7632       0.648181     
  1017.54        500.000                 NaN            NaN            NaN   5.14579                 NaN            NaN            NaN            NaN   5.40517                 NaN   7.53928        41.5731        39.6407       0.695934     
  1015.04        500.000                 NaN            NaN            NaN   5.15116                 NaN            NaN            NaN            NaN   5.39887                 NaN   7.54235        41.5669        39.6446       0.696129     
  1012.53        500.000                 NaN            NaN            NaN   5.15633                 NaN            NaN            NaN            NaN   5.39290                 NaN   7.54506        41.5615        39.6480       0.696264     
  1010.03        500.000                 NaN            NaN            NaN   5.15983                 NaN            NaN            NaN            NaN   5.39030                 NaN   7.54658        41.5577        39.6496       0.695970     
  1007.52        500.000                 NaN            NaN            NaN   5.16482                 NaN            NaN            NaN            NaN   5.38250                 NaN   7.54804        41.5569        39.6514       0.696327     
  1005.01        500.000                 NaN            NaN            NaN   5.17334                 NaN            NaN            NaN            NaN   5.37333                 NaN   7.54949        41.5528        39.6549       0.696149     
  1002.51        500.000                 NaN            NaN            NaN   5.17725                 NaN            NaN            NaN            NaN   5.36785                 NaN   7.54962        41.5532        39.6559       0.696239     
  1000.00        500.000                 NaN            NaN            NaN   5.17881                 NaN            NaN            NaN            NaN   5.36541                 NaN   7.54930        41.5542        39.6560       0.696287     
