|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1802.01        500.000        99.4230                 NaN            NaN  0.563665       0.133849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4218                 NaN            NaN  0.564826       0.134133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4321                 NaN            NaN  0.554746       0.131374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4155                 NaN            NaN  0.570975       0.134808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4235                 NaN            NaN  0.563255       0.132739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4223                 NaN            NaN  0.564465       0.132684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5812                 NaN            NaN  0.409181       0.960457E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2634                 NaN            NaN  0.719773       0.168710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4214                 NaN            NaN  0.565412       0.131910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4207                 NaN            NaN  0.566145       0.131638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4938                 NaN            NaN  0.494742       0.114852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3434                 NaN            NaN  0.641742       0.148114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4205                 NaN            NaN  0.566450       0.130544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4174                 NaN            NaN  0.569555       0.130924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4164                 NaN            NaN  0.570530       0.130633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4153                 NaN            NaN  0.571682       0.130348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4137                 NaN            NaN  0.573288       0.130164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4122                 NaN            NaN  0.574838       0.130104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4100                 NaN            NaN  0.577050       0.129959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4099                 NaN            NaN  0.577124       0.129475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4074                 NaN            NaN  0.579689       0.129520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4057                 NaN            NaN  0.581404       0.129294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4040                 NaN            NaN  0.583110       0.129069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4021                 NaN            NaN  0.584968       0.128870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.8527                 NaN            NaN   1.12252       0.247393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.9535                 NaN            NaN  0.457013E-001  0.778687E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3960                 NaN            NaN  0.591141       0.128319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.6816                 NaN            NaN  0.311615       0.676701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1009                 NaN            NaN  0.880170       0.188966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3872                 NaN            NaN  0.599997       0.128113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4120                 NaN            NaN  0.575767       0.122395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3545                 NaN            NaN  0.632205       0.133246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3842                 NaN            NaN  0.603127       0.126824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3803                 NaN            NaN  0.606992       0.126999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3773                 NaN            NaN  0.610063       0.126833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3734                 NaN            NaN  0.613873       0.126928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3657                 NaN            NaN  0.621542       0.127523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3727                 NaN            NaN  0.614699       0.125622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3334                 NaN            NaN  0.653073       0.135095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3941                 NaN            NaN  0.594122       0.117482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3596                 NaN            NaN  0.627806       0.125931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        98.8922                 NaN            NaN   1.08624       0.215512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.8145                 NaN            NaN  0.181879       0.360855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3489                 NaN            NaN  0.638568       0.125764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3485                 NaN            NaN  0.638978       0.125268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3149                 NaN            NaN  0.671967       0.130986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3721                 NaN            NaN  0.615993       0.119275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3399                 NaN            NaN  0.647650       0.124874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3366                 NaN            NaN  0.650880       0.124791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3327                 NaN            NaN  0.654864       0.124657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3312                 NaN            NaN  0.656329       0.124419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3293                 NaN            NaN  0.658251       0.124131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3258                 NaN            NaN  0.661801       0.124075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3231                 NaN            NaN  0.664485       0.124030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3183                 NaN            NaN  0.669335       0.123964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3224                 NaN            NaN  0.665357       0.122912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3164                 NaN            NaN  0.671235       0.123165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3150                 NaN            NaN  0.672697       0.122987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2968                 NaN            NaN  0.690616       0.125672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3230                 NaN            NaN  0.664962       0.120156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3087                 NaN            NaN  0.679123       0.122150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2967                 NaN            NaN  0.690861       0.124134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3177                 NaN            NaN  0.670320       0.119762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3049                 NaN            NaN  0.682977       0.121555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3017                 NaN            NaN  0.686109       0.121439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.4382       0.239638E-001            NaN   1.51251       0.253517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9623                 NaN            NaN  0.345939E-001  0.313273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4346                 NaN            NaN  0.557918       0.748555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2971                 NaN            NaN  0.690789       0.120690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3065                 NaN            NaN  0.681600       0.118613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2958                 NaN            NaN  0.692195       0.120164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3043                 NaN            NaN  0.683860       0.118279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2983                 NaN            NaN  0.689836       0.119005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3020                 NaN            NaN  0.686223       0.118157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2999                 NaN            NaN  0.688257       0.117932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2996                 NaN            NaN  0.688567       0.117886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3022                 NaN            NaN  0.686063       0.117044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3012                 NaN            NaN  0.687118       0.116746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3039                 NaN            NaN  0.684427       0.116296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3048                 NaN            NaN  0.683601       0.115888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3058                 NaN            NaN  0.682690       0.115531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3072                 NaN            NaN  0.681315       0.115041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3094                 NaN            NaN  0.679177       0.114630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3106                 NaN            NaN  0.677995       0.114059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2521                 NaN            NaN  0.736344       0.115339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3747                 NaN            NaN  0.614189       0.111395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3162                 NaN            NaN  0.672557       0.112564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3194                 NaN            NaN  0.669390       0.112082E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3214                 NaN            NaN  0.667418       0.111605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3247                 NaN            NaN  0.664204       0.110986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3234                 NaN            NaN  0.665528       0.110855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3331                 NaN            NaN  0.655912       0.109410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3320                 NaN            NaN  0.657063       0.109502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3372                 NaN            NaN  0.651936       0.108601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3394                 NaN            NaN  0.649801       0.108306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3360                 NaN            NaN  0.653140       0.108902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3459                 NaN            NaN  0.643447       0.106479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3546                 NaN            NaN  0.634833       0.105674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3535                 NaN            NaN  0.635885       0.105761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3540                 NaN            NaN  0.635420       0.105413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3628                 NaN            NaN  0.626805       0.104381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3648                 NaN            NaN  0.624846       0.103897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3686                 NaN            NaN  0.621040       0.103192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3715                 NaN            NaN  0.618268       0.102696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.9956                 NaN            NaN            NaN  0.438047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.4579                 NaN            NaN   1.52113       0.209546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.6947                 NaN            NaN  0.300298       0.496624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.6318                 NaN            NaN  0.362198       0.600746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1490                 NaN            NaN  0.837095       0.139086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.3978                 NaN            NaN  0.592307       0.985051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
