|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1292.92        2500.00                 NaN   85.5008                 NaN   1.15639        3.07930                 NaN   1.91698        7.91881       0.427682                 NaN            NaN
  1291.42        2500.00                 NaN   83.4430                 NaN   1.35150        3.38720                 NaN   2.17412        9.04259       0.601625                 NaN            NaN
  1289.92        2500.00                 NaN   84.0892                 NaN   1.34833        3.21629                 NaN   2.08550        8.68790       0.572829                 NaN            NaN
  1288.41        2500.00                 NaN   84.5602                 NaN   1.34929        3.08529                 NaN   2.01944        8.43534       0.550465                 NaN            NaN
  1286.91        2500.00                 NaN   81.4721                 NaN   1.59354        3.65433                 NaN   2.48767        10.0964       0.695928                 NaN            NaN
  1285.41        2500.00                 NaN   88.0381                 NaN   1.07574        2.42455                 NaN   1.46664        6.62241       0.372588                 NaN            NaN
  1283.91        2500.00                 NaN   84.5362                 NaN   1.41128        3.05594                 NaN   1.99852        8.47391       0.524164                 NaN            NaN
  1282.41        2500.00                 NaN   83.5145                 NaN   1.52093        3.19012                 NaN   2.10948        9.10882       0.556153                 NaN            NaN
  1280.90        2500.00                 NaN   79.8188                 NaN   1.84448        3.86243                 NaN   2.55111        11.2516       0.671524                 NaN            NaN
  1279.40        2500.00        1.62318        63.5214                 NaN   2.39229        7.15459                 NaN   4.42539        20.6827       0.200431                 NaN            NaN
  1277.90        2500.00        3.53840        20.1148                 NaN   5.23838        15.7465                 NaN   9.57926        45.4106       0.372117                 NaN            NaN
  1276.40        2500.00                 NaN   29.2377                 NaN   6.46109        13.8411                 NaN   8.66094        39.6491        2.15009                 NaN            NaN
  1274.89        2500.00                 NaN   40.4686                 NaN   5.17393        12.0343                 NaN   7.34604        33.1663        1.81083                 NaN            NaN
  1273.39        2500.00                 NaN   84.1129                 NaN   1.20721        3.16856                 NaN   1.85316        9.11840       0.539778                 NaN            NaN
