|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1844.61        500.000        99.1002       0.899828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1002       0.899826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1002       0.899824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1002       0.899822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1002       0.899819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1002       0.899817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1002       0.899815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1002       0.899813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1002       0.899810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1002       0.899808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1002       0.899806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1002       0.899803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1002       0.899801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1002       0.899799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1002       0.899796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1002       0.899794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1002       0.899792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1002       0.899789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1002       0.899787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1002       0.899784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1002       0.899782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1002       0.899779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1002       0.899777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1002       0.899774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1002       0.899771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1002       0.899769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1002       0.899766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1002       0.899763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1002       0.899761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1002       0.899758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1002       0.899755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1002       0.899753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1003       0.899750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1003       0.899747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1003       0.899744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1003       0.899741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1003       0.899739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1003       0.899736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1003       0.899733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.1003       0.899730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.1003       0.899727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1003       0.899724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1003       0.899721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.1003       0.899718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1003       0.899715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1003       0.899712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1003       0.899709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.1003       0.899705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1003       0.899702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1003       0.899699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.1003       0.899696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.1003       0.899693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.1003       0.899689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1003       0.899686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1003       0.899683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1003       0.899679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1003       0.899676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1003       0.899673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1003       0.899669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1003       0.899666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1003       0.899662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1003       0.899659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1003       0.899655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1003       0.899652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1004       0.899648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1004       0.899645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1004       0.899641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1004       0.899637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1004       0.899633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1004       0.899630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1004       0.899626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.0877       0.899622       0.127201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.0875       0.899732       0.128170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0874       0.899843       0.127178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0874       0.899954       0.126090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.0874       0.900063       0.125562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.0875       0.900172       0.123537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0874       0.900278       0.123229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0875       0.900385       0.121496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.0874       0.900490       0.121562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.0875       0.900595       0.119093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0874       0.900698       0.118809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.0874       0.900801       0.117579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.0874       0.900902       0.116676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.0874       0.901003       0.116106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0874       0.901103       0.114562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.0874       0.901201       0.113626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0822       0.901299       0.164767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.0926       0.901443       0.599380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.0874       0.901492       0.110873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.0874       0.901587       0.109664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.0682       0.901682       0.108824E-001  0.192823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3513                 NaN  0.116873E-001  0.637044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3524                 NaN  0.116246E-001  0.636000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3537                 NaN  0.115797E-001  0.634736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3544                 NaN  0.115396E-001  0.634057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3568                 NaN  0.114812E-001  0.631704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.6677                 NaN  0.237222E-001   1.30856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.9994                 NaN  0.560581E-003  0.284781E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3643                 NaN  0.107911E-001  0.624870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.7337                 NaN  0.473789E-002  0.261525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.0567                 NaN  0.167142E-001  0.926600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3692                 NaN  0.111909E-001  0.619597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.2966                 NaN  0.124598E-001  0.690943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5240                 NaN  0.840704E-002  0.467595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3015                 NaN  0.123352E-001  0.686175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3790                 NaN  0.109285E-001  0.610077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3760                 NaN  0.109806E-001  0.613014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3912                 NaN  0.107029E-001  0.598139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3879                 NaN  0.107809E-001  0.601360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3889                 NaN  0.107337E-001  0.600389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3963                 NaN  0.106083E-001  0.593131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3953                 NaN  0.106323E-001  0.594053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4020                 NaN  0.105084E-001  0.587528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4045                 NaN  0.104624E-001  0.585035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3269                 NaN  0.118058E-001  0.661264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4911                 NaN  0.893528E-002  0.499973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4130                 NaN  0.102682E-001  0.576741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4190                 NaN  0.101809E-001  0.570795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4219                 NaN  0.101330E-001  0.567982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4234                 NaN  0.101036E-001  0.566530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4290                 NaN  0.100220E-001  0.560929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4353                 NaN  0.988547E-002  0.554812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4371                 NaN  0.987952E-002  0.552994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.6970                 NaN  0.534840E-002  0.297611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.3342                 NaN  0.109086E-001  0.654929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.2917                 NaN  0.129411E-001  0.695359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4523                 NaN  0.960016E-002  0.538104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4563                 NaN  0.953574E-002  0.534190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4603                 NaN  0.946186E-002  0.530267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0143                 NaN  0.172920E-001  0.968380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.9205                 NaN  0.139306E-002  0.781121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4718                 NaN  0.924317E-002  0.518945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4763                 NaN  0.918884E-002  0.514516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4115                 NaN  0.105392E-001  0.577945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.5494                 NaN  0.771388E-002  0.442876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.6525                 NaN  0.604108E-002  0.341444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.3291                 NaN  0.117318E-001  0.659186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.4960                 NaN  0.881838E-002  0.495202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.4988                 NaN  0.875390E-002  0.492436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.5030                 NaN  0.867683E-002  0.488357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1409                 NaN            NaN  0.753492E-001  0.783799                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1041                 NaN            NaN  0.251059E-001  0.870798                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.7696                 NaN            NaN  0.334380E-001   1.19695                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.4666                 NaN            NaN  0.151878E-001  0.518163                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1320                 NaN            NaN  0.252723E-001  0.842694                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1398                 NaN            NaN  0.201086E-001  0.840060                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1465                 NaN            NaN  0.175910E-001  0.835918                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1531                 NaN            NaN  0.135162E-001  0.833340                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1626                 NaN            NaN  0.177530E-001  0.819622                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1270                 NaN            NaN  0.344559E-002  0.684673       0.184859                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9489                 NaN            NaN            NaN  0.126091       0.924993                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9596                 NaN            NaN            NaN  0.156191E-001   1.02474                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9179                 NaN            NaN            NaN            NaN   1.08210                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9344                 NaN            NaN            NaN            NaN   1.06561                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9257                 NaN            NaN            NaN  0.126803E-001   1.06164                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9157                 NaN            NaN            NaN            NaN   1.08432                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        97.6887                 NaN            NaN            NaN            NaN   2.31130                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.9886                 NaN            NaN            NaN            NaN  0.114289E-001            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0188                 NaN            NaN            NaN            NaN  0.981179                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.3871                 NaN            NaN            NaN            NaN  0.563021        1.04985                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3891                 NaN            NaN            NaN            NaN  0.532682        1.07821                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.4121                 NaN            NaN            NaN            NaN  0.528126        1.05982                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.4319                 NaN  0.491113E-003            NaN            NaN  0.523503        1.04409                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4524                 NaN  0.332965E-002            NaN            NaN  0.522125        1.02216                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4717                 NaN  0.313385E-002            NaN            NaN  0.516552        1.00862                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4930                 NaN  0.292718E-002            NaN            NaN  0.993514       0.510535                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5121                 NaN  0.272583E-002            NaN            NaN  0.979554       0.505641                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.5309                 NaN  0.253441E-002            NaN            NaN  0.966524       0.500092                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5486                 NaN  0.234453E-002            NaN            NaN  0.494794       0.954222                 NaN            NaN            NaN            NaN
