|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q              hed           
  1513.59        2500.00        99.3906       0.571796       0.376241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.05        2500.00        99.4291       0.536509       0.343918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.50        2500.00        99.2557                 NaN            NaN  0.744336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00        99.2030                 NaN  0.523722E-002  0.791789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00        99.1932                 NaN            NaN  0.806807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.88        2500.00        99.1827                 NaN            NaN  0.817301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.33        2500.00        98.9368                 NaN            NaN  0.402983       0.660169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.79        2500.00        98.6952                 NaN            NaN  0.819303       0.485541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7093                 NaN            NaN  0.810858       0.479865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.71        2500.00        98.7214                 NaN            NaN  0.474638       0.803970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.16        2500.00        98.7317                 NaN            NaN  0.797086       0.471243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        98.7479                 NaN  0.211645E-001  0.434371       0.796557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.08        2500.00        98.7605                 NaN  0.403969E-001  0.401669       0.797449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.54        2500.00        98.7709                 NaN  0.388039E-001  0.790196       0.400075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00        98.7839                 NaN  0.371064E-001  0.782359       0.396673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.45        2500.00        99.0230                 NaN  0.292422E-001  0.319087       0.628718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.91        2500.00        98.5695                 NaN  0.407492E-001  0.918941       0.470823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.37        2500.00        98.8158                 NaN  0.330399E-001  0.388993       0.762206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00        98.8218                 NaN  0.317241E-001  0.758723       0.387774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.28        2500.00        98.9998                 NaN  0.256862E-001  0.330711       0.643771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.74        2500.00        98.6752                 NaN  0.328582E-001  0.439136       0.852815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8541                 NaN  0.272581E-001  0.381673       0.736931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.66        2500.00        98.8588                 NaN  0.262508E-001  0.734568       0.380423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.11        2500.00        99.1671                 NaN  0.192066E-001  0.538903       0.274751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.57        2500.00        98.5767                 NaN  0.291423E-001  0.915495       0.478617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00        98.8855                 NaN  0.223298E-001  0.718071       0.374145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.49        2500.00        98.8906                 NaN  0.211570E-001  0.716227       0.372061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.95        2500.00        98.9037                 NaN  0.197728E-001  0.706416       0.370111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.40        2500.00        98.9003                 NaN  0.191219E-001  0.705046       0.375539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.86        2500.00        98.9224                 NaN  0.179612E-001  0.363749       0.695917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.32        2500.00        98.9257                 NaN  0.160704E-001  0.365983       0.692203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.78        2500.00        98.9319                 NaN  0.153093E-001  0.362752       0.689999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.23        2500.00        98.9380                 NaN  0.142896E-001  0.686223       0.361444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00        98.9429                 NaN  0.132371E-001  0.360044       0.683792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.9498                 NaN  0.123192E-001  0.679756       0.358128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.61        2500.00        97.2902                 NaN  0.253961       0.929083       0.789992                 NaN  0.736755                 NaN            NaN            NaN            NaN            NaN
  1458.06        2500.00        96.8350                 NaN  0.328289       0.989936       0.898249                 NaN  0.948543                 NaN            NaN            NaN            NaN            NaN
  1456.52        2500.00        96.9100                 NaN  0.326054       0.969828       0.867654                 NaN  0.926429                 NaN            NaN            NaN            NaN            NaN
  1454.98        2500.00        96.9811                 NaN  0.323834       0.950774       0.838572                 NaN  0.905673                 NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00        97.0517                 NaN  0.321528       0.931862       0.810159                 NaN  0.884792                 NaN            NaN            NaN            NaN            NaN
  1451.90        2500.00        97.1172                 NaN  0.319554       0.914193       0.783541                 NaN  0.865531                 NaN            NaN            NaN            NaN            NaN
  1450.35        2500.00        97.1526                 NaN  0.322056       0.768603       0.900255                 NaN  0.856453                 NaN            NaN            NaN            NaN            NaN
  1448.81        2500.00        97.2731                 NaN  0.311317       0.725553       0.871841                 NaN  0.818175                 NaN            NaN            NaN            NaN            NaN
  1447.27        2500.00        97.4215                 NaN  0.300824       0.825902       0.676142                 NaN  0.775659                 NaN            NaN            NaN            NaN            NaN
  1445.73        2500.00        97.2267                 NaN  0.328125       0.719444       0.891072                 NaN  0.834697                 NaN            NaN            NaN            NaN            NaN
  1444.18        2500.00        97.4249                 NaN  0.308068       0.830122       0.662687                 NaN  0.774207                 NaN            NaN            NaN            NaN            NaN
  1442.64        2500.00        97.4645                 NaN  0.309374       0.821322       0.641769                 NaN  0.763052                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        97.5162                 NaN  0.307832       0.621104       0.806923                 NaN  0.747918                 NaN            NaN            NaN            NaN            NaN
  1439.56        2500.00        97.5638                 NaN  0.306679       0.794149       0.601472                 NaN  0.733898                 NaN            NaN            NaN            NaN            NaN
  1438.01        2500.00        97.6120                 NaN  0.305307       0.581807       0.781339                 NaN  0.719594                 NaN            NaN            NaN            NaN            NaN
  1436.47        2500.00        97.6549                 NaN  0.304646       0.769986       0.563642                 NaN  0.706778                 NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00        97.7011                 NaN  0.302996       0.757371       0.545347                 NaN  0.693199                 NaN            NaN            NaN            NaN            NaN
  1433.39        2500.00        97.7410                 NaN  0.302613       0.527415       0.747403                 NaN  0.681589                 NaN            NaN            NaN            NaN            NaN
  1431.85        2500.00        97.7870                 NaN  0.300300       0.510771       0.734350                 NaN  0.667570                 NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00        96.5077                 NaN  0.442036       0.855274        1.14304                 NaN   1.05194                 NaN            NaN            NaN            NaN            NaN
  1428.76        2500.00        99.1888                 NaN  0.158335       0.290739       0.114017                 NaN  0.248104                 NaN            NaN            NaN            NaN            NaN
  1427.22        2500.00        97.8933                 NaN  0.298806       0.706871       0.464272                 NaN  0.636753                 NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        97.9433                 NaN  0.296829       0.692815       0.446095                 NaN  0.620947                 NaN            NaN            NaN            NaN            NaN
  1424.13        2500.00        97.9684                 NaN  0.297294       0.686660       0.433815                 NaN  0.613792                 NaN            NaN            NaN            NaN            NaN
  1422.59        2500.00        98.0041                 NaN  0.296235       0.677932       0.418432                 NaN  0.603255                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.0408                 NaN  0.294709       0.405356       0.667265                 NaN  0.591915                 NaN            NaN            NaN            NaN            NaN
  1419.51        2500.00        98.0693                 NaN  0.294687       0.660307       0.392169                 NaN  0.583522                 NaN            NaN            NaN            NaN            NaN
  1417.96        2500.00        98.0992                 NaN  0.294505       0.378849       0.652889                 NaN  0.574543                 NaN            NaN            NaN            NaN            NaN
  1416.42        2500.00        98.1292                 NaN  0.293742       0.644936       0.366503                 NaN  0.565614                 NaN            NaN            NaN            NaN            NaN
  1414.88        2500.00        98.1212                 NaN  0.305973       0.654507       0.346852                 NaN  0.571450                 NaN            NaN            NaN            NaN            NaN
  1413.34        2500.00        98.2233                 NaN  0.279861       0.349721       0.612827                 NaN  0.534243                 NaN            NaN            NaN            NaN            NaN
  1411.80        2500.00        98.2138                 NaN  0.292206       0.623361       0.330559                 NaN  0.540062                 NaN            NaN            NaN            NaN            NaN
  1410.25        2500.00        98.2375                 NaN  0.292427       0.318699       0.618339                 NaN  0.533019                 NaN            NaN            NaN            NaN            NaN
  1408.71        2500.00        98.2680                 NaN  0.290688       0.608831       0.308883                 NaN  0.523622                 NaN            NaN            NaN            NaN            NaN
  1407.17        2500.00        98.2912                 NaN  0.290888       0.297520       0.603408                 NaN  0.516953                 NaN            NaN            NaN            NaN            NaN
  1405.63        2500.00        98.3090                 NaN  0.292388       0.599181       0.287795                 NaN  0.511587                 NaN            NaN            NaN            NaN            NaN
  1404.08        2500.00        98.3180                 NaN  0.296790       0.593809       0.280608                 NaN  0.510746                 NaN            NaN            NaN            NaN            NaN
  1402.54        2500.00        98.3969                 NaN  0.280414       0.573288       0.266724                 NaN  0.482635                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.3868                 NaN  0.288940       0.579039       0.257507                 NaN  0.487725                 NaN            NaN            NaN            NaN            NaN
  1399.46        2500.00        98.4089                 NaN  0.288267       0.248136       0.573737                 NaN  0.480936                 NaN            NaN            NaN            NaN            NaN
  1397.91        2500.00        98.4292                 NaN  0.287861       0.238969       0.569337                 NaN  0.474628                 NaN            NaN            NaN            NaN            NaN
  1396.37        2500.00        98.4517                 NaN  0.287327       0.563326       0.229782                 NaN  0.467869                 NaN            NaN            NaN            NaN            NaN
  1394.83        2500.00        98.4728                 NaN  0.286771       0.557998       0.220909                 NaN  0.461476                 NaN            NaN            NaN            NaN            NaN
  1393.29        2500.00        98.4924                 NaN  0.286301       0.212549       0.553214                 NaN  0.455542                 NaN            NaN            NaN            NaN            NaN
  1391.75        2500.00        98.5125                 NaN  0.285225       0.548111       0.205061                 NaN  0.449088                 NaN            NaN            NaN            NaN            NaN
  1390.20        2500.00        98.5313                 NaN  0.284962       0.543823       0.196481                 NaN  0.443389                 NaN            NaN            NaN            NaN            NaN
  1388.66        2500.00        98.5479                 NaN  0.284457       0.189209       0.540315                 NaN  0.438133                 NaN            NaN            NaN            NaN            NaN
  1387.12        2500.00        98.5582                 NaN  0.287042       0.536194       0.181920                 NaN  0.436676                 NaN            NaN            NaN            NaN            NaN
  1385.58        2500.00        98.6018                 NaN  0.278595       0.524542       0.174355                 NaN  0.420721                 NaN            NaN            NaN            NaN            NaN
  1384.03        2500.00        98.6049                 NaN  0.282080       0.525930       0.166402                 NaN  0.420719                 NaN            NaN            NaN            NaN            NaN
  1382.49        2500.00        98.6208                 NaN  0.281102       0.521864       0.160749                 NaN  0.415473                 NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.6366                 NaN  0.280314       0.518417       0.154139                 NaN  0.410513                 NaN            NaN            NaN            NaN            NaN
  1379.41        2500.00        98.6533                 NaN  0.279480       0.514189       0.147752                 NaN  0.405235                 NaN            NaN            NaN            NaN            NaN
  1377.86        2500.00        98.6690                 NaN  0.278478       0.510602       0.141659                 NaN  0.400260                 NaN            NaN            NaN            NaN            NaN
  1376.32        2500.00        98.6858                 NaN  0.277795       0.134960       0.506225                 NaN  0.395221                 NaN            NaN            NaN            NaN            NaN
  1374.78        2500.00        98.7020                 NaN  0.276037       0.501690       0.130341                 NaN  0.389912                 NaN            NaN            NaN            NaN            NaN
  1373.24        2500.00        98.7150                 NaN  0.275320       0.499113       0.124906                 NaN  0.385613                 NaN            NaN            NaN            NaN            NaN
  1371.70        2500.00        98.7305                 NaN  0.274056       0.495288       0.119449                 NaN  0.380725                 NaN            NaN            NaN            NaN            NaN
  1370.15        2500.00        98.7426                 NaN  0.272810       0.492668       0.115251                 NaN  0.376677                 NaN            NaN            NaN            NaN            NaN
  1368.61        2500.00        98.7593                 NaN  0.271350       0.488139       0.109788                 NaN  0.371413                 NaN            NaN            NaN            NaN            NaN
  1367.07        2500.00        98.7726                 NaN  0.270147       0.484711       0.105372                 NaN  0.367172                 NaN            NaN            NaN            NaN            NaN
  1365.53        2500.00        98.7852                 NaN  0.268998       0.100716       0.481995                 NaN  0.363110                 NaN            NaN            NaN            NaN            NaN
  1363.98        2500.00        98.7992                 NaN  0.266559       0.477806       0.981460E-001            NaN  0.358255                 NaN            NaN            NaN            NaN            NaN
  1362.44        2500.00        98.8113                 NaN  0.265332       0.475082       0.939148E-001            NaN  0.354373                 NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8234                 NaN  0.264635       0.471067       0.902618E-001            NaN  0.350627                 NaN            NaN            NaN            NaN            NaN
  1359.36        2500.00        98.8385                 NaN  0.261131       0.870015E-001  0.468119                 NaN  0.345283                 NaN            NaN            NaN            NaN            NaN
  1357.81        2500.00        98.8498                 NaN  0.260128       0.831967E-001  0.465068                 NaN  0.341841                 NaN            NaN            NaN            NaN            NaN
  1356.27        2500.00        98.8604                 NaN  0.258209       0.462762       0.804627E-001            NaN  0.338179                 NaN            NaN            NaN            NaN            NaN
  1354.73        2500.00        98.8734                 NaN  0.255849       0.458779       0.781707E-001            NaN  0.333791                 NaN            NaN            NaN            NaN            NaN
  1353.19        2500.00        98.8846                 NaN  0.253984       0.754135E-001  0.455956                 NaN  0.330069                 NaN            NaN            NaN            NaN            NaN
  1351.65        2500.00        98.8955                 NaN  0.251951       0.453249       0.730428E-001            NaN  0.326272                 NaN            NaN            NaN            NaN            NaN
  1350.10        2500.00        98.9067                 NaN  0.249666       0.709560E-001  0.450159                 NaN  0.322539                 NaN            NaN            NaN            NaN            NaN
  1348.56        2500.00        98.9179                 NaN  0.249036       0.447939       0.659883E-001            NaN  0.319116                 NaN            NaN            NaN            NaN            NaN
  1347.02        2500.00        98.9273                 NaN  0.243621       0.716278E-001  0.442308                 NaN  0.315169                 NaN            NaN            NaN            NaN            NaN
  1345.48        2500.00        98.9397                 NaN  0.242119       0.667626E-001  0.440227                 NaN  0.311143                 NaN            NaN            NaN            NaN            NaN
  1343.93        2500.00        98.9492                 NaN  0.239696       0.436654       0.664971E-001            NaN  0.307927                 NaN            NaN            NaN            NaN            NaN
  1342.39        2500.00        98.9588                 NaN  0.237058       0.434522       0.650335E-001            NaN  0.304582                 NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9686                 NaN  0.234056       0.652141E-001  0.431047                 NaN  0.301060                 NaN            NaN            NaN            NaN            NaN
  1339.31        2500.00        98.9776                 NaN  0.231211       0.652922E-001  0.428031                 NaN  0.297838                 NaN            NaN            NaN            NaN            NaN
  1337.76        2500.00        98.9860                 NaN  0.228048       0.657836E-001  0.425413                 NaN  0.294720                 NaN            NaN            NaN            NaN            NaN
  1336.22        2500.00        98.9948                 NaN  0.225396       0.423313       0.648679E-001            NaN  0.291593                 NaN            NaN            NaN            NaN            NaN
  1334.68        2500.00        99.0065                 NaN  0.222013       0.418011       0.657614E-001            NaN  0.287672                 NaN            NaN            NaN            NaN            NaN
  1333.14        2500.00        99.0147                 NaN  0.219784       0.415946       0.647284E-001            NaN  0.284866                 NaN            NaN            NaN            NaN            NaN
  1331.60        2500.00        99.0232                 NaN  0.215393       0.679785E-001  0.411950                 NaN  0.281521                 NaN            NaN            NaN            NaN            NaN
  1330.05        2500.00        99.0313                 NaN  0.212544       0.682835E-001  0.409186                 NaN  0.278720                 NaN            NaN            NaN            NaN            NaN
  1328.51        2500.00        99.0397                 NaN  0.208859       0.405355       0.704642E-001            NaN  0.275595                 NaN            NaN            NaN            NaN            NaN
  1326.97        2500.00        99.0475                 NaN  0.205211       0.724111E-001  0.402166                 NaN  0.272694                 NaN            NaN            NaN            NaN            NaN
  1325.43        2500.00        99.0557                 NaN  0.201806       0.399418       0.732440E-001            NaN  0.269790                 NaN            NaN            NaN            NaN            NaN
  1323.88        2500.00        99.0637                 NaN  0.198310       0.395177       0.758725E-001            NaN  0.266907                 NaN            NaN            NaN            NaN            NaN
  1322.34        2500.00        99.0671                 NaN  0.193805       0.860274E-001  0.387349                 NaN  0.265744                 NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0841                 NaN  0.192035       0.391091       0.732367E-001            NaN  0.259563                 NaN            NaN            NaN            NaN            NaN
  1319.26        2500.00        99.0852                 NaN  0.186424       0.385181       0.845752E-001            NaN  0.258613                 NaN            NaN            NaN            NaN            NaN
  1317.71        2500.00        99.0917                 NaN  0.182274       0.883525E-001  0.381511                 NaN  0.256129                 NaN            NaN            NaN            NaN            NaN
  1316.17        2500.00        99.0983                 NaN  0.179076       0.378872       0.900079E-001            NaN  0.253715                 NaN            NaN            NaN            NaN            NaN
  1314.63        2500.00        99.1052                 NaN  0.173590       0.373141       0.970724E-001            NaN  0.250968                 NaN            NaN            NaN            NaN            NaN
  1313.09        2500.00        99.1123                 NaN  0.170143       0.992997E-001  0.369777                 NaN  0.248493                 NaN            NaN            NaN            NaN            NaN
  1311.55        2500.00        99.1184                 NaN  0.165979       0.365484       0.103978                 NaN  0.246140                 NaN            NaN            NaN            NaN            NaN
  1310.00        2500.00        99.1242                 NaN  0.161073       0.361036       0.109941                 NaN  0.243739                 NaN            NaN            NaN            NaN            NaN
  1308.46        2500.00        99.1309                 NaN  0.157322       0.112808       0.357600                 NaN  0.241412                 NaN            NaN            NaN            NaN            NaN
  1306.92        2500.00        99.1360                 NaN  0.152315       0.119799       0.352703                 NaN  0.239224                 NaN            NaN            NaN            NaN            NaN
  1305.38        2500.00        99.1422                 NaN  0.148336       0.348013       0.124484                 NaN  0.236954                 NaN            NaN            NaN            NaN            NaN
  1303.83        2500.00        99.1476                 NaN  0.143695       0.343379       0.130448                 NaN  0.234829                 NaN            NaN            NaN            NaN            NaN
  1302.29        2500.00        97.3702                 NaN  0.313789       0.679084       0.122625                 NaN  0.453391        1.06091                 NaN            NaN            NaN            NaN
