|6.6.6
Archiving\03_Data\Deq/QFM_m4.75/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1894.23        2500.00        94.2540        1.75352        3.99246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        93.6056        1.74764        4.64678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        92.9566        1.74175        5.30164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        92.3071        1.73585        5.95704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.6571        1.72994        6.61298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        91.0065        1.72403        7.26944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        90.3554        1.71811        7.92644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        89.7039        1.71219        8.58396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        89.0806        1.70294        9.21649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        88.4569        1.69368        9.84946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        87.8327        1.68441        10.4829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        87.2081        1.67514        11.1167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        84.9475        1.64230        13.3840       0.262053E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        84.7870        1.63245        13.5515       0.290480E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        84.7506        1.62855        13.5912       0.296573E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.7142        1.62465        13.6309       0.302669E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        84.0918        1.60738        14.2589       0.419813E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.4690        1.59009        14.8872       0.537033E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.8458        1.57279        15.5159       0.654329E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        82.2223        1.55548        16.1450       0.771701E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.5985        1.53816        16.7744       0.889148E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.9744        1.52083        17.4042       0.100667                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        80.3499        1.50348        18.0342       0.112426                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        79.7250        1.48613        18.6647       0.124193                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        79.0931        1.46213        19.3093       0.135423                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        78.4609        1.43812        19.9543       0.146659                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        77.8285        1.41409        20.5995       0.157900                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.1958        1.39006        21.2450       0.169147                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        76.5628        1.36601        21.8908       0.180400                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        75.9296        1.34195        22.5368       0.191658                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        75.2962        1.31788        23.1830       0.202921                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        74.6625        1.29379        23.8296       0.214190                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.0196        1.26374        24.4918       0.224903                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        73.3765        1.23368        25.1542       0.235619                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        72.7332        1.20361        25.8168       0.246340                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        72.0898        1.17352        26.4796       0.257065                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        71.4462        1.14343        27.1426       0.267793                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        70.8024        1.11332        27.8057       0.278525                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        70.1585        1.08320        28.4690       0.289261                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        69.5144        1.05307        29.1325       0.300001                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        68.8478        1.01509        29.8267       0.310449                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        68.1811       0.977096        30.5209       0.320899                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        67.5143       0.939094        31.2152       0.331352                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        66.8474       0.901083        31.9097       0.341806                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        66.1805       0.863064        32.6042       0.352263                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        65.5134       0.825037        33.2988       0.362722                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        64.8464       0.787001        33.9935       0.373183                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        64.1792       0.748958        34.6882       0.383646                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        63.4986       0.703446        35.4043       0.393708                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        62.8180       0.657930        36.1203       0.403770                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        62.1374       0.612409        36.8364       0.413834                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        61.4568       0.566885        37.5524       0.423897                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        60.7762       0.521358        38.2684       0.433961                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        60.0957       0.475828        38.9844       0.444026                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        59.4152       0.430295        39.7004       0.454091                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        58.7347       0.384760        40.4163       0.464156                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        58.0493       0.333055        41.1437       0.473965                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        57.3639       0.281352        41.8709       0.483773                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        56.6787       0.229651        42.5981       0.493580                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.9935       0.177953        43.3251       0.503386                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        55.3131       0.123864        44.0498       0.513281                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.6328       0.697800E-001   44.7742       0.523174                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        53.9623       0.158903E-001   45.4892       0.532628                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.4144                 NaN   46.0448       0.540795                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        52.9463                 NaN   46.5058       0.547943                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        52.4780                 NaN   46.9669       0.555094                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        52.0096                 NaN   47.4282       0.562248                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        51.5411                 NaN   47.8895       0.569404                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.0724                 NaN   48.3510       0.576563                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        50.6036                 NaN   48.8126       0.583725                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        50.1347                 NaN   49.2744       0.590890                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.6657                 NaN   49.7362       0.598057                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        49.2410                 NaN   50.0810       0.600551       0.774342E-001            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        48.1209                 NaN   50.4490       0.604503       0.825585                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        46.8766                 NaN   50.6558       0.601980        1.86558                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        45.6293                 NaN   50.8630       0.599450        2.90829                 NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        44.5245                 NaN   51.0441       0.596251        3.83516                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        43.4172                 NaN   51.2255       0.593043        4.76419                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        42.3075                 NaN   51.4073       0.589827        5.69537                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        41.1953                 NaN   51.5893       0.586602        6.62871                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        40.3212                 NaN   51.7230       0.582575        7.37332                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        39.4454                 NaN   51.8567       0.578539        8.11931                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        38.5682                 NaN   51.9907       0.574495        8.86667                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        37.6893                 NaN   52.1248       0.570443        9.61541                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        36.8090                 NaN   52.2591       0.566382        10.3655                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        35.9271                 NaN   52.3935       0.562313        11.1170                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        35.0437                 NaN   52.5282       0.558236        11.8699                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        34.1588                 NaN   52.6630       0.554150        12.6241                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        33.4867                 NaN   52.7564       0.549148        13.2077                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        32.8138                 NaN   52.8499       0.544138        13.7922                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        32.1400                 NaN   52.9434       0.539120        14.3775                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        31.4652                 NaN   53.0371       0.534094        14.9636                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        30.7896                 NaN   53.1308       0.529061        15.5505                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        30.1131                 NaN   53.2246       0.524019        16.1383                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        29.4356                 NaN   53.3185       0.518970        16.7269                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        28.7573                 NaN   53.4125       0.513913        17.3163                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        28.2122                 NaN   53.4808       0.508071        17.7989                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        27.6665                 NaN   53.5492       0.502221        18.2820                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        27.1202                 NaN   53.6177       0.496364        18.7658                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        26.5733                 NaN   53.6862       0.490500        19.2500                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        26.0259                 NaN   53.7547       0.484628        19.7348                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        25.4778                 NaN   53.8232       0.478749        20.2202                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        24.9292                 NaN   53.8918       0.472863        20.7062                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        24.3799                 NaN   53.9604       0.466970        21.1927                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        23.9075                 NaN   54.0163       0.459749        21.6164                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        23.4346                 NaN   54.0723       0.452520        22.0406                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        22.9613                 NaN   54.1282       0.445284        22.4652                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        22.4875                 NaN   54.1842       0.438039        22.8902                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        22.0133                 NaN   54.2402       0.430787        23.3157                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        21.5387                 NaN   54.2963       0.423527        23.7415                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        21.0636                 NaN   54.3523       0.416259        24.1678                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        20.5881                 NaN   54.4084       0.408983        24.5945                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        20.1662                 NaN   54.4557       0.400559        24.9776                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        19.7439                 NaN   54.5030       0.392127        25.3610                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        19.3213                 NaN   54.5503       0.383687        25.7448                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        18.8983                 NaN   54.5976       0.375239        26.1289                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        18.4749                 NaN   54.6450       0.366782        26.5133                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        18.0513                 NaN   54.6923       0.358317        26.8981                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        17.6272                 NaN   54.7397       0.349844        27.2832                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        17.2029                 NaN   54.7871       0.341363        27.6686                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        16.8221                 NaN   54.8276       0.332691        28.0176                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        16.4411                 NaN   54.8680       0.324012        28.3669                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        16.0597                 NaN   54.9084       0.315324        28.7165                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        15.6781                 NaN   54.9489       0.306629        29.0663                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        15.1860                 NaN   55.0037       0.298297        29.4283       0.836154E-001            NaN            NaN            NaN            NaN
  1493.59        2500.00        14.5120                 NaN   55.0669       0.302104        29.5005       0.618579                 NaN            NaN            NaN            NaN
  1490.38        2500.00        13.8632                 NaN   55.1189       0.307559        29.5745        1.13584                 NaN            NaN            NaN            NaN
  1487.18        2500.00        13.2135                 NaN   55.1710       0.313025        29.6486        1.65396                 NaN            NaN            NaN            NaN
  1483.97        2500.00        12.6285                 NaN   55.2098       0.320439        29.7110        2.13030                 NaN            NaN            NaN            NaN
  1480.77        2500.00        12.0267                 NaN   55.2465       0.329580        29.7642       0.169923E-001   2.61604                 NaN            NaN            NaN
  1477.56        2500.00        12.0260                 NaN   55.2469       0.329592        29.7645       0.169925E-001   2.61606                 NaN            NaN            NaN
  1474.36        2500.00        10.8319                 NaN   55.2725       0.366651        29.3413        3.44722       0.740389                 NaN            NaN            NaN
  1471.15        2500.00        10.8314                 NaN   55.2728       0.366664        29.3415        3.44724       0.740397                 NaN            NaN            NaN
  1467.95        2500.00        10.8308                 NaN   55.2731       0.366677        29.3417        3.44727       0.740405                 NaN            NaN            NaN
  1464.74        2500.00        10.8302                 NaN   55.2734       0.366690        29.3420        3.44729       0.740412                 NaN            NaN            NaN
  1461.54        2500.00        8.73606                 NaN   55.2953       0.439796        28.7931        4.93253        1.80319                 NaN            NaN            NaN
  1458.33        2500.00        8.73562                 NaN   55.2955       0.439812        28.7933        4.93256        1.80320                 NaN            NaN            NaN
  1455.13        2500.00        8.73519                 NaN   55.2957       0.439827        28.7935        4.93258        1.80322                 NaN            NaN            NaN
  1451.92        2500.00        8.73475                 NaN   55.2959       0.439842        28.7937        4.93260        1.80323                 NaN            NaN            NaN
  1448.72        2500.00        7.10082                 NaN   55.2731       0.510922        28.5278        6.11658        2.47082                 NaN            NaN            NaN
  1445.51        2500.00        7.10049                 NaN   55.2732       0.510939        28.5279        6.11660        2.47084                 NaN            NaN            NaN
  1442.31        2500.00        6.36448                 NaN   55.2564       0.543613        28.4773        6.65218        2.70595                 NaN            NaN            NaN
  1439.10        2500.00        6.09993                 NaN   55.2390       0.562788        28.4338        6.84753        2.81691                 NaN            NaN            NaN
  1435.90        2500.00        5.80765                 NaN   55.2294       0.578463        28.4023        2.92127        7.05033       0.106319E-001            NaN            NaN
  1432.69        2500.00        5.80740                 NaN   55.2294       0.578482        28.4024        2.92129        7.05035       0.106326E-001            NaN            NaN
  1429.49        2500.00        5.80715                 NaN   55.2295       0.578501        28.4025        2.92132        7.05037       0.106333E-001            NaN            NaN
  1426.28        2500.00        5.80690                 NaN   55.2296       0.578520        28.4026        2.92134        7.05039       0.106339E-001            NaN            NaN
  1423.08        2500.00        5.80665                 NaN   55.2297       0.578539        28.4028        2.92136        7.05041       0.106346E-001            NaN            NaN
  1419.87        2500.00        5.80640                 NaN   55.2297       0.578558        28.4029        2.92138        7.05042       0.106353E-001            NaN            NaN
  1416.67        2500.00        5.80614                 NaN   55.2298       0.578577        28.4030        2.92140        7.05044       0.106359E-001            NaN            NaN
  1413.46        2500.00        5.80589                 NaN   55.2299       0.578596        28.4031        2.92142        7.05046       0.106366E-001            NaN            NaN
  1410.26        2500.00        3.59470                 NaN   55.4625       0.633692        27.7641        7.66920        4.01015       0.865636                 NaN            NaN
  1407.05        2500.00        3.59458                 NaN   55.4625       0.633711        27.7642        7.66920        4.01017       0.865689                 NaN            NaN
  1403.85        2500.00        3.59445                 NaN   55.4624       0.633731        27.7642        7.66921        4.01019       0.865741                 NaN            NaN
  1400.64        2500.00        3.59433                 NaN   55.4624       0.633750        27.7643        7.66922        4.01022       0.865794                 NaN            NaN
  1397.44        2500.00        3.59420                 NaN   55.4623       0.633769        27.7644        7.66922        4.01024       0.865846                 NaN            NaN
  1394.23        2500.00        3.59408                 NaN   55.4623       0.633789        27.7644        7.66923        4.01026       0.865899                 NaN            NaN
  1391.03        2500.00        3.59395                 NaN   55.4623       0.633808        27.7645        7.66924        4.01028       0.865951                 NaN            NaN
  1387.82        2500.00        3.59382                 NaN   55.4622       0.633827        27.7646        7.66924        4.01031       0.866004                 NaN            NaN
  1384.62        2500.00        2.27372                 NaN   55.5582       0.686114        27.3124        4.71260        8.02318        1.43379                 NaN            NaN
  1381.41        2500.00        2.27366                 NaN   55.5581       0.686135        27.3124        4.71262        8.02318        1.43387                 NaN            NaN
  1378.21        2500.00        2.27359                 NaN   55.5580       0.686155        27.3124        4.71265        8.02318        1.43396                 NaN            NaN
  1375.00        2500.00        2.27353                 NaN   55.5579       0.686175        27.3125        4.71267        8.02318        1.43404                 NaN            NaN
  1371.79        2500.00        2.27347                 NaN   55.5578       0.686195        27.3125        4.71269        8.02318        1.43413                 NaN            NaN
  1368.59        2500.00        2.27340                 NaN   55.5577       0.686215        27.3126        4.71272        8.02318        1.43421                 NaN            NaN
  1365.38        2500.00        2.27334                 NaN   55.5576       0.686235        27.3126        4.71274        8.02318        1.43430                 NaN            NaN
  1362.18        2500.00        2.27328                 NaN   55.5575       0.686255        27.3127        4.71276        8.02318        1.43438                 NaN            NaN
  1358.97        2500.00        1.31876                 NaN   55.5996       0.733252        27.0026        8.26615        5.20471        1.87497                 NaN            NaN
  1355.77        2500.00        1.31873                 NaN   55.5994       0.733273        27.0026        8.26614        5.20473        1.87508                 NaN            NaN
  1352.56        2500.00        1.31870                 NaN   55.5993       0.733294        27.0027        8.26614        5.20475        1.87519                 NaN            NaN
  1349.36        2500.00        1.31867                 NaN   55.5991       0.733315        27.0027        8.26614        5.20478        1.87530                 NaN            NaN
  1346.15        2500.00        1.31864                 NaN   55.5990       0.733336        27.0027        8.26613        5.20480        1.87541                 NaN            NaN
  1342.95        2500.00        1.31862                 NaN   55.5988       0.733356        27.0028        8.26613        5.20482        1.87552                 NaN            NaN
  1339.74        2500.00        1.31859                 NaN   55.5986       0.733377        27.0028        8.26613        5.20485        1.87563                 NaN            NaN
  1336.54        2500.00        1.31856                 NaN   55.5985       0.733398        27.0028        8.26612        5.20487        1.87574                 NaN            NaN
  1333.33        2500.00       0.548462                 NaN   55.5992       0.779404        26.7887        5.58550        8.46888        2.22986                 NaN            NaN
  1330.13        2500.00       0.548453                 NaN   55.5990       0.779425        26.7887        5.58552        8.46887        2.22999                 NaN            NaN
  1326.92        2500.00       0.370772                 NaN   55.5883       0.792768        26.7355        8.52107        5.68554        2.30600                 NaN            NaN
  1323.72        2500.00       0.285868                 NaN   55.5848       0.798421        26.7224        5.71936        8.54652        2.34258                 NaN            NaN
  1320.51        2500.00                 NaN            NaN   55.6097       0.804506        26.6915        8.58311        5.76738        2.39802       0.145801                 NaN
  1317.31        2500.00                 NaN            NaN   55.6095       0.804528        26.6915        8.58310        5.76741        2.39816       0.145803                 NaN
  1314.10        2500.00                 NaN            NaN   55.6093       0.804550        26.6915        8.58310        5.76743        2.39830       0.145806                 NaN
  1310.90        2500.00                 NaN            NaN   55.6091       0.804572        26.6915        8.58309        5.76746        2.39843       0.145809                 NaN
  1307.69        2500.00                 NaN            NaN   55.6237       0.815837        26.8030        8.56650        5.58450        2.44457       0.161936                 NaN
  1304.49        2500.00                 NaN            NaN   55.6235       0.815860        26.8030        8.56649        5.58453        2.44471       0.161939                 NaN
  1301.28        2500.00                 NaN            NaN   55.6232       0.815882        26.8030        8.56648        5.58455        2.44485       0.161943                 NaN
  1298.08        2500.00                 NaN            NaN   55.6230       0.815904        26.8031        8.56648        5.58457        2.44500       0.161946                 NaN
  1294.87        2500.00                 NaN            NaN   55.6228       0.815926        26.8031        8.56647        5.58460        2.44514       0.161949                 NaN
  1291.67        2500.00                 NaN            NaN   55.6226       0.815948        26.8031        8.56646        5.58462        2.44528       0.161952                 NaN
  1288.46        2500.00                 NaN            NaN   55.6224       0.815970        26.8032        8.56646        5.58465        2.44542       0.161955                 NaN
  1285.26        2500.00                 NaN            NaN   55.6222       0.815992        26.8032        8.56645        5.58467        2.44556       0.161959                 NaN
  1282.05        2500.00                 NaN            NaN   55.6311       0.845796        26.9719        8.54548        5.29209        2.52668       0.187004                 NaN
  1278.85        2500.00                 NaN            NaN   55.6309       0.845819        26.9719        8.54547        5.29211        2.52683       0.187008                 NaN
  1275.64        2500.00                 NaN            NaN   55.6307       0.845841        26.9719        8.54546        5.29214        2.52697       0.187011                 NaN
  1272.44        2500.00                 NaN            NaN   55.6304       0.845864        26.9719        8.54546        5.29216        2.52712       0.187015                 NaN
  1269.23        2500.00                 NaN            NaN   55.6302       0.845887        26.9720        8.54545        5.29219        2.52726       0.187019                 NaN
  1266.03        2500.00                 NaN            NaN   55.6300       0.845909        26.9720        8.54544        5.29221        2.52741       0.187022                 NaN
  1262.82        2500.00                 NaN            NaN   55.6298       0.845932        26.9720        8.54543        5.29224        2.52755       0.187026                 NaN
  1259.62        2500.00                 NaN            NaN   55.6296       0.845954        26.9721        8.54542        5.29226        2.52770       0.187030                 NaN
  1256.41        2500.00                 NaN            NaN   55.6358       0.877171        27.1134        8.52494        5.03486        2.60528       0.208572                 NaN
  1253.21        2500.00                 NaN            NaN   55.6356       0.877194        27.1134        8.52493        5.03488        2.60543       0.208576                 NaN
  1250.00        2500.00                 NaN            NaN   55.6353       0.877218        27.1134        8.52492        5.03491        2.60558       0.208580                 NaN
  1246.79        2500.00                 NaN            NaN   55.6351       0.877241        27.1135        8.52491        5.03494        2.60573       0.208584                 NaN
  1243.59        2500.00                 NaN            NaN   55.6349       0.877264        27.1135        8.52490        5.03496        2.60588       0.208588                 NaN
  1240.38        2500.00                 NaN            NaN   55.6347       0.877287        27.1136        8.52489        5.03499        2.60603       0.208592                 NaN
