|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1027.18        2500.00                 NaN            NaN            NaN            NaN   3.11720        6.26433        1.81916                 NaN   8.56654                 NaN   45.8008       0.530115        33.9019     
  1025.58        2500.00                 NaN            NaN            NaN            NaN   5.46639        5.71874                 NaN            NaN   8.55147                 NaN   45.8288       0.534566        33.9001     
  1023.98        2500.00                 NaN            NaN            NaN            NaN   1.99737        3.26039        5.92466                 NaN   8.55159                 NaN   45.8313       0.533548        33.9012     
  1022.38        2500.00                 NaN            NaN            NaN            NaN   4.38879        4.04301        2.76560                 NaN   8.56329                 NaN   45.8032       0.531250        33.9048     
  1020.78        2500.00                 NaN            NaN            NaN            NaN   2.32776        2.69927        6.13400                 NaN   8.53625                 NaN   45.8645       0.539543        33.8987     
  1019.18        2500.00                 NaN            NaN            NaN            NaN   2.35272        2.63089        6.18939       0.334418E-005   8.54789                 NaN   45.8413       0.536123        33.9017     
  1017.58        2500.00                 NaN            NaN            NaN            NaN   2.40418        2.59000        6.18097       0.173287E-004   8.55043                 NaN   45.8358       0.535452        33.9031     
  1015.99        2500.00                 NaN            NaN            NaN            NaN   9.93726        1.32807                 NaN            NaN   8.62350                 NaN   45.6755       0.513080        33.9226     
  1014.39        2500.00                 NaN            NaN            NaN            NaN   9.10776        2.15789                 NaN            NaN   8.62359                 NaN   45.6738       0.513128        33.9238     
  1012.79        2500.00                 NaN            NaN            NaN            NaN   6.79089        4.40874                 NaN            NaN   8.56650                 NaN   45.7915       0.530756        33.9116     
  1011.19        2500.00                 NaN            NaN            NaN            NaN   6.84926        4.35303                 NaN            NaN   8.56910                 NaN   45.7854       0.530063        33.9132     
  1009.59        2500.00                 NaN            NaN            NaN            NaN   6.89972        4.30525                 NaN            NaN   8.57171                 NaN   45.7791       0.529363        33.9148     
  1007.99        2500.00                 NaN            NaN            NaN            NaN   6.86120        4.34603                 NaN            NaN   8.57361                 NaN   45.7739       0.528856        33.9164     
  1006.39        2500.00                 NaN            NaN            NaN            NaN   6.80358        4.40581                 NaN            NaN   8.57530                 NaN   45.7690       0.528400        33.9179     
  1004.80        2500.00                 NaN            NaN            NaN            NaN   6.75087        4.46069                 NaN            NaN   8.57700                 NaN   45.7640       0.527941        33.9195     
  1003.20        2500.00                 NaN            NaN            NaN            NaN   1.97899        7.13974        2.15677                 NaN   8.63156                 NaN   45.6507       0.510648        33.9316     
  1001.60        2500.00                 NaN            NaN            NaN            NaN   2.08688        9.20784                 NaN            NaN   8.64978                 NaN   45.6114       0.505711        33.9384     
  1000.00        2500.00                 NaN            NaN            NaN            NaN  0.608942        8.39968        2.27468                 NaN   8.64133                 NaN   45.6299       0.508702        33.9368     
