|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1559.49        2500.00        99.4474                 NaN  0.496316       0.562368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.89        2500.00        99.3905                 NaN  0.548381       0.611478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.29        2500.00        99.3954                 NaN  0.544856       0.597627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.70        2500.00        99.3998                 NaN  0.541661       0.585422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.10        2500.00        99.4041                 NaN  0.538818       0.570980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.50        2500.00        99.4102                 NaN  0.532888       0.569089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        2500.00        98.7759                 NaN   1.10219       0.121955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.30        2500.00        99.9421                 NaN  0.527323E-001  0.512488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.70        2500.00        99.8375                 NaN  0.147659       0.148204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.10        2500.00        99.1362                 NaN  0.783370       0.804185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.51        2500.00        99.4327                 NaN  0.514410       0.528588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.91        2500.00        99.4367                 NaN  0.510266       0.530128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.31        2500.00        99.4399                 NaN  0.511700       0.483533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.71        2500.00        99.4442                 NaN  0.506788       0.490033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.11        2500.00        99.4453                 NaN  0.508804       0.458659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.51        2500.00        99.4514                 NaN  0.501611       0.470156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.91        2500.00        99.4551                 NaN  0.499423       0.454420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.32        2500.00        99.4595                 NaN  0.495258       0.452024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.72        2500.00        99.4638                 NaN  0.491766       0.444627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.12        2500.00        99.4667                 NaN  0.489035       0.442426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.52        2500.00        99.4709                 NaN  0.487033       0.421142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.92        2500.00        99.4730                 NaN  0.486061       0.409190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.32        2500.00        99.4494                 NaN  0.380248       0.299912E-001  0.140377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00        99.3354                 NaN  0.292098E-001            NaN  0.635433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.13        2500.00        99.3346                 NaN            NaN            NaN  0.665376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.53        2500.00        99.3352                 NaN            NaN  0.109857E-005  0.664847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.93        2500.00        99.3347                 NaN            NaN            NaN  0.665293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.33        2500.00        99.3361                 NaN            NaN            NaN  0.663855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.73        2500.00        99.3363                 NaN            NaN  0.425700E-003  0.663244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.13        2500.00        99.3352                 NaN            NaN            NaN  0.664775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.53        2500.00        99.3333                 NaN            NaN            NaN  0.666739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.94        2500.00        99.0240                 NaN            NaN  0.120023       0.855964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.34        2500.00        99.6796                 NaN            NaN            NaN  0.320420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.74        2500.00        99.3290                 NaN            NaN            NaN  0.671040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.14        2500.00        99.3254                 NaN            NaN            NaN  0.674605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.54        2500.00        99.3219                 NaN            NaN            NaN  0.678114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.94        2500.00        99.4690                 NaN            NaN            NaN  0.531006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.35        2500.00        99.1555                 NaN            NaN            NaN  0.844476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3008                 NaN            NaN            NaN  0.699173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.15        2500.00        99.2908                 NaN            NaN            NaN  0.709167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.55        2500.00        99.2745                 NaN            NaN            NaN  0.725526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.95        2500.00        99.2522                 NaN            NaN            NaN  0.134639E-001  0.734382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.35        2500.00        98.9231                 NaN            NaN            NaN  0.307426       0.769492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.75        2500.00        98.9319                 NaN            NaN            NaN  0.295244       0.772809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.16        2500.00        98.9391                 NaN            NaN            NaN  0.768458       0.292462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.56        2500.00        98.9470                 NaN            NaN            NaN  0.289394       0.763624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.96        2500.00        98.9602                 NaN            NaN            NaN  0.752168       0.287613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.36        2500.00        98.9687                 NaN            NaN            NaN  0.747641       0.283655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.76        2500.00        98.9780                 NaN            NaN            NaN  0.740730       0.281314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.16        2500.00        98.9836                 NaN            NaN            NaN  0.734737       0.281663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.56        2500.00        98.9953                 NaN            NaN            NaN  0.724505       0.280241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.97        2500.00        99.0090                 NaN            NaN            NaN  0.272021       0.718952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.37        2500.00        99.0101                 NaN            NaN            NaN  0.270529       0.719418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.77        2500.00        99.0229                 NaN            NaN            NaN  0.268203       0.708900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.17        2500.00        99.0283                 NaN            NaN            NaN  0.265466       0.706268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.57        2500.00        99.0370                 NaN            NaN            NaN  0.261847       0.701133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.97        2500.00        99.0446                 NaN            NaN            NaN  0.694654       0.260738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.37        2500.00        99.0505                 NaN            NaN            NaN  0.257619       0.691885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.78        2500.00        99.0599                 NaN            NaN            NaN  0.682174       0.257917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.18        2500.00        99.0664                 NaN            NaN            NaN  0.254634       0.678967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.58        2500.00        99.0737                 NaN            NaN            NaN  0.251423       0.674922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.98        2500.00        99.0787                 NaN            NaN            NaN  0.249062       0.672268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00        99.0860                 NaN            NaN            NaN  0.245165       0.668826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.78        2500.00        99.0937                 NaN            NaN            NaN  0.661217       0.245050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00        99.0983                 NaN            NaN            NaN  0.241824       0.659843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.59        2500.00        99.1036                 NaN            NaN            NaN  0.240992       0.655394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.99        2500.00        99.1109                 NaN            NaN            NaN  0.652664       0.236447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.39        2500.00        97.3982                 NaN            NaN            NaN  0.789025       0.982537                 NaN            NaN  0.827916       0.233989E-002            NaN            NaN            NaN
  1450.79        2500.00        95.4417                 NaN            NaN            NaN   1.47814        1.33864                 NaN            NaN   1.62217       0.119309                 NaN            NaN            NaN
  1449.19        2500.00        95.6815                 NaN            NaN            NaN   1.26496        1.40327                 NaN            NaN   1.53790       0.112405                 NaN            NaN            NaN
  1447.59        2500.00        95.9035                 NaN            NaN            NaN   1.33165        1.19944                 NaN            NaN   1.45954       0.105923                 NaN            NaN            NaN
  1445.99        2500.00        96.1038                 NaN            NaN            NaN   1.13945        1.26755                 NaN            NaN   1.38905       0.100164                 NaN            NaN            NaN
  1444.40        2500.00        96.2871                 NaN            NaN            NaN   1.20894        1.08482                 NaN            NaN   1.32428       0.948606E-001            NaN            NaN            NaN
  1442.80        2500.00        96.4546                 NaN            NaN            NaN   1.03498        1.15506                 NaN            NaN   1.26526       0.900740E-001            NaN            NaN            NaN
  1441.20        2500.00        96.6136                 NaN            NaN            NaN   1.10496       0.987225                 NaN            NaN   1.20876       0.854317E-001            NaN            NaN            NaN
  1439.60        2500.00        96.7528                 NaN            NaN            NaN   1.05981       0.946292                 NaN            NaN   1.15964       0.814791E-001            NaN            NaN            NaN
  1438.00        2500.00        96.8866                 NaN            NaN            NaN  0.907328        1.01646                 NaN            NaN   1.11204       0.775372E-001            NaN            NaN            NaN
  1436.40        2500.00        97.0083                 NaN            NaN            NaN  0.976963       0.871807                 NaN            NaN   1.06894       0.740139E-001            NaN            NaN            NaN
  1434.80        2500.00        97.1240                 NaN            NaN            NaN  0.939126       0.838492                 NaN            NaN   1.02768       0.706870E-001            NaN            NaN            NaN
  1433.21        2500.00        97.2304                 NaN            NaN            NaN  0.904464       0.807564                 NaN            NaN  0.989941       0.676118E-001            NaN            NaN            NaN
  1431.61        2500.00        97.3308                 NaN            NaN            NaN  0.871434       0.778701                 NaN            NaN  0.954332       0.647696E-001            NaN            NaN            NaN
  1430.01        2500.00        97.4246                 NaN            NaN            NaN  0.840845       0.751790                 NaN            NaN  0.920749       0.619972E-001            NaN            NaN            NaN
  1428.41        2500.00        97.5125                 NaN            NaN            NaN  0.726156       0.812598                 NaN            NaN  0.889323       0.593991E-001            NaN            NaN            NaN
  1426.81        2500.00        97.5950                 NaN            NaN            NaN  0.784897       0.703242                 NaN            NaN  0.859898       0.569992E-001            NaN            NaN            NaN
  1425.21        2500.00        97.6730                 NaN            NaN            NaN  0.758563       0.681364                 NaN            NaN  0.832319       0.547401E-001            NaN            NaN            NaN
  1423.61        2500.00        97.7470                 NaN            NaN            NaN  0.734428       0.660456                 NaN            NaN  0.805549       0.525632E-001            NaN            NaN            NaN
  1422.02        2500.00        97.8163                 NaN            NaN            NaN  0.641340       0.711091                 NaN            NaN  0.780823       0.504877E-001            NaN            NaN            NaN
  1420.42        2500.00        97.8818                 NaN            NaN            NaN  0.689957       0.622313                 NaN            NaN  0.757266       0.487096E-001            NaN            NaN            NaN
  1418.82        2500.00        97.9444                 NaN            NaN            NaN  0.668742       0.605492                 NaN            NaN  0.734545       0.467793E-001            NaN            NaN            NaN
  1417.22        2500.00        98.0031                 NaN            NaN            NaN  0.588397       0.649761                 NaN            NaN  0.713702       0.450803E-001            NaN            NaN            NaN
  1415.62        2500.00        98.0610                 NaN            NaN            NaN  0.572361       0.630529                 NaN            NaN  0.692772       0.433552E-001            NaN            NaN            NaN
  1414.02        2500.00        98.1161                 NaN            NaN            NaN  0.558449       0.610755                 NaN            NaN  0.672910       0.417871E-001            NaN            NaN            NaN
  1412.42        2500.00        98.1654                 NaN            NaN            NaN  0.544237       0.594904                 NaN            NaN  0.655116       0.403346E-001            NaN            NaN            NaN
  1410.83        2500.00        98.2142                 NaN            NaN            NaN  0.577998       0.531405                 NaN            NaN  0.637553       0.388818E-001            NaN            NaN            NaN
  1409.23        2500.00        98.2610                 NaN            NaN            NaN  0.561989       0.518877                 NaN            NaN  0.620654       0.375145E-001            NaN            NaN            NaN
  1407.63        2500.00        98.3053                 NaN            NaN            NaN  0.547019       0.506925                 NaN            NaN  0.604599       0.362002E-001            NaN            NaN            NaN
  1406.03        2500.00        98.3476                 NaN            NaN            NaN  0.496364       0.531864                 NaN            NaN  0.589247       0.349470E-001            NaN            NaN            NaN
  1404.43        2500.00        98.3727                 NaN            NaN            NaN  0.491627       0.522318                 NaN            NaN  0.579430       0.338871E-001            NaN            NaN            NaN
  1402.83        2500.00        98.4420                 NaN            NaN            NaN  0.470875       0.500522                 NaN            NaN  0.554420       0.321383E-001            NaN            NaN            NaN
  1401.24        2500.00        98.4646                 NaN            NaN            NaN  0.491883       0.465180                 NaN            NaN  0.546839       0.315153E-001            NaN            NaN            NaN
  1399.64        2500.00        98.5015                 NaN            NaN            NaN  0.478953       0.456092                 NaN            NaN  0.533180       0.302860E-001            NaN            NaN            NaN
  1398.04        2500.00        98.5348                 NaN            NaN            NaN  0.447431       0.467385                 NaN            NaN  0.521112       0.292713E-001            NaN            NaN            NaN
  1396.44        2500.00        98.5683                 NaN            NaN            NaN  0.455524       0.439117                 NaN            NaN  0.508794       0.282297E-001            NaN            NaN            NaN
  1394.84        2500.00        98.5996                 NaN            NaN            NaN  0.444489       0.431322                 NaN            NaN  0.497293       0.272494E-001            NaN            NaN            NaN
  1393.24        2500.00        98.6297                 NaN            NaN            NaN  0.433745       0.423928                 NaN            NaN  0.486338       0.263182E-001            NaN            NaN            NaN
  1391.64        2500.00        98.6610                 NaN            NaN            NaN  0.416014       0.422666                 NaN            NaN  0.474916       0.254212E-001            NaN            NaN            NaN
  1390.05        2500.00        98.6886                 NaN            NaN            NaN  0.409180       0.412880                 NaN            NaN  0.464776       0.245557E-001            NaN            NaN            NaN
  1388.45        2500.00        98.7122                 NaN            NaN            NaN  0.401022       0.406369                 NaN            NaN  0.456220       0.241715E-001            NaN            NaN            NaN
  1386.85        2500.00        98.7463                 NaN            NaN            NaN  0.395511       0.392223                 NaN            NaN  0.443223       0.227181E-001            NaN            NaN            NaN
  1385.25        2500.00        98.7680                 NaN            NaN            NaN  0.384323       0.390111                 NaN            NaN  0.435484       0.220694E-001            NaN            NaN            NaN
  1383.65        2500.00        98.7921                 NaN            NaN            NaN  0.384810       0.375182                 NaN            NaN  0.426649       0.212763E-001            NaN            NaN            NaN
  1382.05        2500.00        98.8155                 NaN            NaN            NaN  0.366548       0.379504                 NaN            NaN  0.417949       0.205082E-001            NaN            NaN            NaN
  1380.45        2500.00        98.8389                 NaN            NaN            NaN  0.358176       0.373807                 NaN            NaN  0.409308       0.197941E-001            NaN            NaN            NaN
  1378.86        2500.00        98.8605                 NaN            NaN            NaN  0.368960       0.350226                 NaN            NaN  0.401223       0.190656E-001            NaN            NaN            NaN
  1377.26        2500.00        98.8822                 NaN            NaN            NaN  0.364266       0.342027                 NaN            NaN  0.393175       0.183567E-001            NaN            NaN            NaN
  1375.66        2500.00        98.9028                 NaN            NaN            NaN  0.359626       0.334224                 NaN            NaN  0.385605       0.177361E-001            NaN            NaN            NaN
  1374.06        2500.00        98.9231                 NaN            NaN            NaN  0.326571       0.355269                 NaN            NaN  0.378034       0.170580E-001            NaN            NaN            NaN
  1372.46        2500.00        98.9419                 NaN            NaN            NaN  0.319697       0.351120                 NaN            NaN  0.370944       0.163673E-001            NaN            NaN            NaN
  1370.86        2500.00        98.9611                 NaN            NaN            NaN  0.347594       0.311713                 NaN            NaN  0.363794       0.157553E-001            NaN            NaN            NaN
  1369.26        2500.00        98.9789                 NaN            NaN            NaN  0.305090       0.343680                 NaN            NaN  0.357132       0.151594E-001            NaN            NaN            NaN
  1367.67        2500.00        98.9957                 NaN            NaN            NaN  0.341262       0.297714                 NaN            NaN  0.350849       0.145153E-001            NaN            NaN            NaN
  1366.07        2500.00        99.0140                 NaN            NaN            NaN  0.336851       0.291387                 NaN            NaN  0.343830       0.139212E-001            NaN            NaN            NaN
  1364.47        2500.00        99.0300                 NaN            NaN            NaN  0.284667       0.334060                 NaN            NaN  0.337933       0.133632E-001            NaN            NaN            NaN
  1362.87        2500.00        99.0459                 NaN            NaN            NaN  0.331116       0.278206                 NaN            NaN  0.331935       0.128097E-001            NaN            NaN            NaN
  1361.27        2500.00        99.0615                 NaN            NaN            NaN  0.328192       0.271974                 NaN            NaN  0.326075       0.122561E-001            NaN            NaN            NaN
  1359.67        2500.00        99.0764                 NaN            NaN            NaN  0.265586       0.325924                 NaN            NaN  0.320437       0.117005E-001            NaN            NaN            NaN
  1358.07        2500.00        99.0912                 NaN            NaN            NaN  0.323276       0.259419                 NaN            NaN  0.314895       0.111833E-001            NaN            NaN            NaN
  1356.48        2500.00        99.1054                 NaN            NaN            NaN  0.253464       0.321036                 NaN            NaN  0.309424       0.106555E-001            NaN            NaN            NaN
  1354.88        2500.00        99.1188                 NaN            NaN            NaN  0.318599       0.248010                 NaN            NaN  0.304420       0.101496E-001            NaN            NaN            NaN
  1353.28        2500.00        99.1323                 NaN            NaN            NaN  0.317665       0.241102                 NaN            NaN  0.299224       0.965962E-002            NaN            NaN            NaN
  1351.68        2500.00        99.1440                 NaN            NaN            NaN  0.316733       0.235405                 NaN            NaN  0.294773       0.905744E-002            NaN            NaN            NaN
  1350.08        2500.00        99.1585                 NaN            NaN            NaN  0.313976       0.229923                 NaN            NaN  0.289010       0.860394E-002            NaN            NaN            NaN
  1348.48        2500.00        99.1701                 NaN            NaN            NaN  0.224526       0.312343                 NaN            NaN  0.284812       0.818950E-002            NaN            NaN            NaN
  1346.88        2500.00        99.1817                 NaN            NaN            NaN  0.219089       0.311160                 NaN            NaN  0.280321       0.770242E-002            NaN            NaN            NaN
  1345.29        2500.00        99.1932                 NaN            NaN            NaN  0.309799       0.213805                 NaN            NaN  0.275918       0.726048E-002            NaN            NaN            NaN
  1343.69        2500.00        99.2048                 NaN            NaN            NaN  0.308709       0.208099                 NaN            NaN  0.271577       0.684151E-002            NaN            NaN            NaN
  1342.09        2500.00        99.2154                 NaN            NaN            NaN  0.308698       0.202265                 NaN            NaN  0.267372       0.631078E-002            NaN            NaN            NaN
  1340.49        2500.00        99.2260                 NaN            NaN            NaN  0.197219       0.307531                 NaN            NaN  0.263344       0.591917E-002            NaN            NaN            NaN
  1338.89        2500.00        99.2360                 NaN            NaN            NaN  0.191700       0.307375                 NaN            NaN  0.259465       0.546768E-002            NaN            NaN            NaN
  1337.29        2500.00        99.2466                 NaN            NaN            NaN  0.307356       0.185536                 NaN            NaN  0.255437       0.507113E-002            NaN            NaN            NaN
  1335.69        2500.00        99.2560                 NaN            NaN            NaN  0.180644       0.307125                 NaN            NaN  0.251681       0.459832E-002            NaN            NaN            NaN
  1334.10        2500.00        99.2648                 NaN            NaN            NaN  0.175416       0.307239                 NaN            NaN  0.248304       0.420117E-002            NaN            NaN            NaN
  1332.50        2500.00        99.2745                 NaN            NaN            NaN  0.307739       0.169606                 NaN            NaN  0.244425       0.375521E-002            NaN            NaN            NaN
  1330.90        2500.00        99.2832                 NaN            NaN            NaN  0.308783       0.163578                 NaN            NaN  0.241056       0.334026E-002            NaN            NaN            NaN
