|6.6.6
Archiving\03_Data\frac/QFM_m0.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1736.84        2500.00        99.3934                 NaN  0.881329E-002            NaN  0.597833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3869                 NaN  0.883830E-002            NaN  0.604304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3846                 NaN  0.879023E-002            NaN  0.606651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3800                 NaN  0.878669E-002            NaN  0.611245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4282                 NaN  0.804860E-002            NaN  0.563767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4150                 NaN  0.813537E-002            NaN  0.576856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2677                 NaN  0.101318E-001            NaN  0.722161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3615                 NaN  0.877370E-002            NaN  0.629702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3578                 NaN  0.874378E-002            NaN  0.633477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3519                 NaN  0.876536E-002            NaN  0.639376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3522                 NaN  0.869378E-002            NaN  0.639083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3433                 NaN  0.875075E-002            NaN  0.647941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3620                 NaN  0.840727E-002            NaN  0.629624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3179                 NaN  0.896091E-002            NaN  0.673167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.4766                 NaN  0.199039E-001            NaN   1.50350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.5179                 NaN  0.603490E-002            NaN  0.476102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3224                 NaN  0.865263E-002            NaN  0.668929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3181                 NaN  0.864948E-002            NaN  0.673270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3147                 NaN  0.863512E-002            NaN  0.676652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3127                 NaN  0.861901E-002            NaN  0.678693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3077                 NaN  0.862650E-002            NaN  0.683718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3026                 NaN  0.866005E-002            NaN  0.688725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3072                 NaN  0.854216E-002            NaN  0.684231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3008                 NaN  0.858208E-002            NaN  0.690605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2967                 NaN  0.858871E-002            NaN  0.694704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2941                 NaN  0.857375E-002            NaN  0.697367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2937                 NaN  0.854652E-002            NaN  0.697790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2933                 NaN  0.851544E-002            NaN  0.698168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.2938                 NaN  0.729888E-002            NaN  0.398537        1.30032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.8503                 NaN  0.644786E-002            NaN  0.245919        1.89732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.8904                 NaN  0.623983E-002            NaN  0.239644        1.86376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.9311                 NaN  0.598634E-002            NaN  0.233125        1.82982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.9681                 NaN  0.575583E-002            NaN  0.226837        1.79934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0063                 NaN  0.553563E-002            NaN  0.220312        1.76784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0360                 NaN  0.534605E-002            NaN  0.214453        1.74423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.0784                 NaN  0.513094E-002            NaN  0.208423        1.70803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1074                 NaN  0.490942E-002            NaN  0.202393        1.68528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1413                 NaN  0.471495E-002            NaN  0.196828        1.65717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1706                 NaN  0.451130E-002            NaN  0.190893        1.63404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1988                 NaN  0.430717E-002            NaN  0.185381        1.61155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2308                 NaN  0.411152E-002            NaN  0.179945        1.58512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2480                 NaN  0.398539E-002            NaN  0.174449        1.57357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2946                 NaN  0.378682E-002            NaN  0.169322        1.53224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3116                 NaN  0.361725E-002            NaN  0.163703        1.52106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3370                 NaN  0.341101E-002            NaN  0.158605        1.50102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3607                 NaN  0.326331E-002            NaN  0.153472        1.48260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3855                 NaN  0.309064E-002            NaN  0.148584        1.46280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4074                 NaN  0.289158E-002            NaN  0.143522        1.44622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4264                 NaN  0.269600E-002            NaN  0.138725        1.43222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4586                 NaN  0.255129E-002            NaN  0.133953        1.40492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4711                 NaN  0.231881E-002            NaN  0.129288        1.39725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4903                 NaN  0.220422E-002            NaN  0.125139        1.38240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5130                 NaN  0.205407E-002            NaN  0.120093        1.36482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5252                 NaN  0.196576E-002            NaN  0.115781        1.35702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5574                 NaN  0.173035E-002            NaN  0.111451        1.32943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4237                 NaN  0.158842E-002            NaN  0.117535        1.45715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.5305                 NaN  0.537933E-003            NaN  0.346258E-001  0.434316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        97.7951                 NaN  0.194445E-002            NaN  0.156902        2.04608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6188                 NaN  0.102611E-002            NaN  0.943115E-001   1.28589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6297                 NaN  0.851634E-003            NaN  0.899884E-001   1.27945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6450                 NaN  0.699570E-003            NaN  0.859530E-001   1.26837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6592                 NaN  0.523202E-003            NaN  0.821291E-001   1.25819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6682                 NaN  0.302465E-003            NaN  0.779426E-001   1.25358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6825                 NaN  0.179036E-003            NaN  0.740175E-001   1.24333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7049                 NaN  0.982969E-003            NaN  0.717729E-001   1.22239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7098                 NaN            NaN            NaN  0.663599E-001   1.22384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7194                 NaN            NaN            NaN  0.626384E-001   1.21792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7260                 NaN            NaN            NaN  0.590816E-001   1.21497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7438                 NaN            NaN            NaN  0.563471E-001   1.19985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7491                 NaN            NaN            NaN  0.532247E-001   1.19766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.7577                 NaN            NaN            NaN  0.495637E-001   1.19277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.7651                 NaN            NaN            NaN  0.457548E-001   1.18910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.6789                 NaN            NaN            NaN  0.376645E-001  0.793485       0.489979                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.3591                 NaN  0.766885E-002            NaN  0.190601E-002            NaN   1.63130                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.2818                 NaN  0.113146E-001            NaN  0.659271E-002            NaN   1.70033                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.1893                 NaN  0.112356E-001            NaN            NaN            NaN   1.79950                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.8242                 NaN  0.110688E-001            NaN  0.186639E-001            NaN   1.44146       0.704635                 NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.3334                 NaN  0.967413E-002            NaN  0.318403                 NaN   2.33857                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.3917                 NaN  0.935098E-002            NaN  0.306358                 NaN   2.29258                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.4581                 NaN  0.891399E-002            NaN  0.315698                 NaN   2.21728                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.5096                 NaN  0.861153E-002            NaN  0.312515                 NaN   2.16924                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.5721                 NaN  0.823995E-002            NaN  0.301017                 NaN   2.11866                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.5408                 NaN  0.666752E-002            NaN  0.229884       0.133453        2.08923                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.7208                 NaN  0.738479E-002            NaN  0.294331                 NaN   1.97746                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.7111                 NaN  0.670536E-002            NaN  0.272952       0.467253E-001   1.96250                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.7380                 NaN  0.696091E-002            NaN  0.297936                 NaN   1.95710                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.8487                 NaN  0.628659E-002            NaN  0.279388       0.152851E-001   1.85035                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8394                 NaN  0.463994E-002            NaN  0.239755       0.129694        1.78654                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8809                 NaN  0.429732E-002            NaN  0.237896       0.130518        1.74637                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.9238                 NaN  0.402102E-002            NaN  0.236072       0.125646        1.71048                 NaN            NaN            NaN            NaN            NaN            NaN
