|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1468.48        2500.00                 NaN            NaN            NaN   99.1310       0.114695E-001  0.412361E-001  0.534499       0.281813                 NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00                 NaN            NaN            NaN   99.1355       0.180745E-001  0.217154E-001  0.525105       0.299633                 NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00                 NaN            NaN            NaN   99.2068       0.139949E-001  0.192987E-001  0.278624       0.481234                 NaN            NaN            NaN            NaN            NaN
  1464.14        2500.00                 NaN            NaN            NaN   99.0811       0.168048E-001  0.215863E-001  0.322795       0.557753                 NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00                 NaN            NaN            NaN   99.1535       0.138341E-001  0.189947E-001  0.513637       0.300022                 NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00                 NaN            NaN            NaN   99.1599       0.129048E-001  0.180533E-001  0.299809       0.509351                 NaN            NaN            NaN            NaN            NaN
  1459.80        2500.00                 NaN            NaN            NaN   99.3839       0.657244E-001  0.132709E-001  0.161369       0.375774                 NaN            NaN            NaN            NaN            NaN
  1458.35        2500.00                 NaN            NaN            NaN   98.9513       0.664632E-002  0.170653E-001  0.634669       0.390272                 NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00                 NaN            NaN            NaN   99.1767                 NaN  0.160854E-001  0.498504       0.308727                 NaN            NaN            NaN            NaN            NaN
  1455.46        2500.00                 NaN            NaN            NaN   99.1833       0.903551E-002  0.145280E-001  0.494850       0.298260                 NaN            NaN            NaN            NaN            NaN
  1454.02        2500.00                 NaN            NaN            NaN   99.1882       0.165421E-001  0.132672E-001  0.492307       0.289717                 NaN            NaN            NaN            NaN            NaN
  1452.57        2500.00                 NaN            NaN            NaN   99.1930                 NaN  0.134063E-001  0.488812       0.304800                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00                 NaN            NaN            NaN   99.1996       0.161714E-002  0.124718E-001  0.301523       0.484830                 NaN            NaN            NaN            NaN            NaN
  1449.68        2500.00                 NaN            NaN            NaN   99.2017       0.411436E-002  0.290114E-005  0.314817       0.479370                 NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00                 NaN            NaN            NaN   99.2120       0.113098E-001  0.217691E-001  0.481631       0.273262                 NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00                 NaN            NaN            NaN   99.2141       0.296706E-001  0.815984E-002  0.477528       0.270534                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00                 NaN            NaN            NaN   99.2199                 NaN  0.958465E-002  0.472761       0.297777                 NaN            NaN            NaN            NaN            NaN
  1443.90        2500.00                 NaN            NaN            NaN   99.2247       0.307914E-002  0.782925E-002  0.294887       0.469462                 NaN            NaN            NaN            NaN            NaN
  1442.45        2500.00                 NaN            NaN            NaN   99.2292       0.895429E-002  0.719172E-002  0.287130       0.467498                 NaN            NaN            NaN            NaN            NaN
  1441.00        2500.00                 NaN            NaN            NaN   99.2330       0.230679E-002  0.698450E-002  0.292951       0.464758                 NaN            NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN            NaN            NaN   99.2381       0.154495E-001  0.497988E-002  0.462836       0.278659                 NaN            NaN            NaN            NaN            NaN
  1438.11        2500.00                 NaN            NaN            NaN   99.2429       0.144760E-001  0.442164E-002  0.459959       0.278252                 NaN            NaN            NaN            NaN            NaN
  1436.67        2500.00                 NaN            NaN            NaN   99.2471       0.142118E-001  0.371798E-002  0.277509       0.457481                 NaN            NaN            NaN            NaN            NaN
  1435.22        2500.00                 NaN            NaN            NaN   99.2513       0.140680E-001  0.300566E-002  0.276666       0.454963                 NaN            NaN            NaN            NaN            NaN
  1433.77        2500.00                 NaN            NaN            NaN   98.2831                 NaN  0.171483       0.526980       0.527120       0.491338                 NaN            NaN            NaN            NaN
  1432.33        2500.00                 NaN            NaN            NaN   98.2093                 NaN  0.188204       0.526537       0.540748       0.535195                 NaN            NaN            NaN            NaN
  1430.88        2500.00                 NaN            NaN            NaN   98.2396                 NaN  0.187083       0.529255       0.517902       0.526193                 NaN            NaN            NaN            NaN
  1429.44        2500.00                 NaN            NaN            NaN   98.2699                 NaN  0.186119       0.509251       0.517521       0.517179                 NaN            NaN            NaN            NaN
  1427.99        2500.00                 NaN            NaN            NaN   98.3003                 NaN  0.184756       0.501440       0.505262       0.508265                 NaN            NaN            NaN            NaN
  1426.54        2500.00                 NaN            NaN            NaN   98.3215                 NaN  0.184564       0.495263       0.496216       0.502424                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN            NaN            NaN   98.3585                 NaN  0.182103       0.484945       0.483425       0.491034                 NaN            NaN            NaN            NaN
  1423.65        2500.00                 NaN            NaN            NaN   98.3835                 NaN  0.181312       0.477854       0.473632       0.483678                 NaN            NaN            NaN            NaN
  1422.21        2500.00                 NaN            NaN            NaN   98.4099                 NaN  0.180411       0.463746       0.469881       0.476071                 NaN            NaN            NaN            NaN
  1420.76        2500.00                 NaN            NaN            NaN   98.4294                 NaN  0.178947       0.463723       0.457644       0.470301                 NaN            NaN            NaN            NaN
  1419.32        2500.00                 NaN            NaN            NaN   98.4627                 NaN  0.179183       0.455482       0.442492       0.460168                 NaN            NaN            NaN            NaN
  1417.87        2500.00                 NaN            NaN            NaN   98.4826                 NaN  0.177614       0.435172       0.450101       0.454499                 NaN            NaN            NaN            NaN
  1416.42        2500.00                 NaN            NaN            NaN   98.5079                 NaN  0.176505       0.442936       0.425714       0.446913                 NaN            NaN            NaN            NaN
  1414.98        2500.00                 NaN            NaN            NaN   98.5303                 NaN  0.175490       0.436390       0.417599       0.440226                 NaN            NaN            NaN            NaN
  1413.53        2500.00                 NaN            NaN            NaN   98.5518                 NaN  0.174787       0.409013       0.430496       0.433898                 NaN            NaN            NaN            NaN
  1412.09        2500.00                 NaN            NaN            NaN   98.5716                 NaN  0.174189       0.424913       0.401305       0.428042                 NaN            NaN            NaN            NaN
  1410.64        2500.00                 NaN            NaN            NaN   98.5958                 NaN  0.172920       0.392149       0.418412       0.420739                 NaN            NaN            NaN            NaN
  1409.19        2500.00                 NaN            NaN            NaN   98.6145                 NaN  0.172243       0.413312       0.384825       0.415102                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN            NaN            NaN   98.6355                 NaN  0.171336       0.377287       0.406979       0.408939                 NaN            NaN            NaN            NaN
  1406.30        2500.00                 NaN            NaN            NaN   98.6540                 NaN  0.171025       0.401995       0.369468       0.403535                 NaN            NaN            NaN            NaN
  1404.86        2500.00                 NaN            NaN            NaN   98.6749                 NaN  0.169013       0.395804       0.363034       0.397217                 NaN            NaN            NaN            NaN
  1403.41        2500.00                 NaN            NaN            NaN   98.6947                 NaN  0.168504       0.355240       0.390508       0.391037                 NaN            NaN            NaN            NaN
  1401.96        2500.00                 NaN            NaN            NaN   98.7105                 NaN  0.168263       0.348655       0.386084       0.386457                 NaN            NaN            NaN            NaN
  1400.52        2500.00                 NaN            NaN            NaN   98.7286                 NaN  0.167362       0.342068       0.380977       0.380964                 NaN            NaN            NaN            NaN
  1399.07        2500.00                 NaN            NaN            NaN   98.7455                 NaN  0.166755       0.335329       0.376498       0.375881                 NaN            NaN            NaN            NaN
  1397.63        2500.00                 NaN            NaN            NaN   98.7566                 NaN  0.168439       0.372042       0.329085       0.373797                 NaN            NaN            NaN            NaN
  1396.18        2500.00                 NaN            NaN            NaN   98.7868                 NaN  0.163032       0.322151       0.365209       0.362830                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN            NaN   98.7955                 NaN  0.163945       0.362521       0.317546       0.360535                 NaN            NaN            NaN            NaN
  1393.29        2500.00                 NaN            NaN            NaN   98.8104                 NaN  0.163952       0.358084       0.311318       0.356227                 NaN            NaN            NaN            NaN
  1391.84        2500.00                 NaN            NaN            NaN   98.8267                 NaN  0.163014       0.305451       0.353468       0.351403                 NaN            NaN            NaN            NaN
  1390.40        2500.00                 NaN            NaN            NaN   98.8415                 NaN  0.162388       0.349531       0.299728       0.346893                 NaN            NaN            NaN            NaN
  1388.95        2500.00                 NaN            NaN            NaN   98.8555                 NaN  0.161686       0.294429       0.345731       0.342636                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN            NaN            NaN   98.8685                 NaN  0.160968       0.341001       0.290547       0.338990                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN            NaN            NaN   98.8891                 NaN  0.159751       0.336436       0.282517       0.332208                 NaN            NaN            NaN            NaN
  1384.61        2500.00                 NaN            NaN            NaN   98.8985                 NaN  0.159504       0.279104       0.333389       0.329532                 NaN            NaN            NaN            NaN
  1383.17        2500.00                 NaN            NaN            NaN   98.9122                 NaN  0.158778       0.274271       0.329377       0.325372                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN            NaN            NaN   98.9249                 NaN  0.158452       0.326043       0.269107       0.321455                 NaN            NaN            NaN            NaN
  1380.28        2500.00                 NaN            NaN            NaN   98.9387                 NaN  0.157134       0.264884       0.322132       0.317197                 NaN            NaN            NaN            NaN
  1378.83        2500.00                 NaN            NaN            NaN   98.9505                 NaN  0.156588       0.260335       0.318958       0.313583                 NaN            NaN            NaN            NaN
  1377.38        2500.00                 NaN            NaN            NaN   98.9636                 NaN  0.155894       0.255851       0.315098       0.309596                 NaN            NaN            NaN            NaN
  1375.94        2500.00                 NaN            NaN            NaN   98.9761                 NaN  0.155089       0.311017       0.251922       0.305848                 NaN            NaN            NaN            NaN
  1374.49        2500.00                 NaN            NaN            NaN   98.9876                 NaN  0.154439       0.247300       0.308539       0.302153                 NaN            NaN            NaN            NaN
  1373.05        2500.00                 NaN            NaN            NaN   98.9994                 NaN  0.153993       0.243231       0.304763       0.298632                 NaN            NaN            NaN            NaN
  1371.60        2500.00                 NaN            NaN            NaN   99.0111                 NaN  0.152455       0.240062       0.301611       0.294773                 NaN            NaN            NaN            NaN
  1370.15        2500.00                 NaN            NaN            NaN   99.0226                 NaN  0.152140       0.298305       0.235500       0.291469                 NaN            NaN            NaN            NaN
  1368.71        2500.00                 NaN            NaN            NaN   99.0335                 NaN  0.151623       0.231593       0.295303       0.287986                 NaN            NaN            NaN            NaN
  1367.26        2500.00                 NaN            NaN            NaN   99.0440                 NaN  0.150402       0.292319       0.228553       0.284765                 NaN            NaN            NaN            NaN
  1365.82        2500.00                 NaN            NaN            NaN   99.0545                 NaN  0.149813       0.289639       0.224546       0.281463                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN            NaN            NaN   99.0658                 NaN  0.149250       0.220801       0.286143       0.277974                 NaN            NaN            NaN            NaN
  1362.92        2500.00                 NaN            NaN            NaN   99.0760                 NaN  0.147827       0.282994       0.218432       0.274709                 NaN            NaN            NaN            NaN
  1361.48        2500.00                 NaN            NaN            NaN   99.0857                 NaN  0.147285       0.280437       0.214922       0.271706                 NaN            NaN            NaN            NaN
  1360.03        2500.00                 NaN            NaN            NaN   99.0932                 NaN  0.147763       0.211582       0.277757       0.269709                 NaN            NaN            NaN            NaN
  1358.59        2500.00                 NaN            NaN            NaN   99.1053                 NaN  0.144380       0.274815       0.210327       0.265178                 NaN            NaN            NaN            NaN
  1357.14        2500.00                 NaN            NaN            NaN   99.1147                 NaN  0.144802       0.272525       0.205352       0.262576                 NaN            NaN            NaN            NaN
  1355.70        2500.00                 NaN            NaN            NaN   99.1243                 NaN  0.143625       0.269419       0.203126       0.259506                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN            NaN            NaN   99.1315                 NaN  0.143094       0.266654       0.201394       0.257398                 NaN            NaN            NaN            NaN
  1352.80        2500.00                 NaN            NaN            NaN   99.1427                 NaN  0.141455       0.264083       0.198271       0.253523                 NaN            NaN            NaN            NaN
  1351.36        2500.00                 NaN            NaN            NaN   99.1507                 NaN  0.141263       0.261694       0.195174       0.251212                 NaN            NaN            NaN            NaN
  1349.91        2500.00                 NaN            NaN            NaN   99.1595                 NaN  0.139931       0.258863       0.193323       0.248339                 NaN            NaN            NaN            NaN
  1348.47        2500.00                 NaN            NaN            NaN   99.1679                 NaN  0.139328       0.256592       0.190410       0.245758                 NaN            NaN            NaN            NaN
  1347.02        2500.00                 NaN            NaN            NaN   99.1752                 NaN  0.138205       0.188973       0.254225       0.243379                 NaN            NaN            NaN            NaN
  1345.57        2500.00                 NaN            NaN            NaN   99.1857                 NaN  0.136996       0.185914       0.251415       0.240009                 NaN            NaN            NaN            NaN
  1344.13        2500.00                 NaN            NaN            NaN   99.1927                 NaN  0.136383       0.184331       0.248573       0.238005                 NaN            NaN            NaN            NaN
  1342.68        2500.00                 NaN            NaN            NaN   99.2000                 NaN  0.134821       0.247583       0.182421       0.235127                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN            NaN            NaN   99.2085                 NaN  0.133536       0.181096       0.244264       0.232642                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN            NaN            NaN   99.2166                 NaN  0.132898       0.178603       0.241796       0.230128                 NaN            NaN            NaN            NaN
  1338.34        2500.00                 NaN            NaN            NaN   99.2237                 NaN  0.131766       0.239812       0.177024       0.227741                 NaN            NaN            NaN            NaN
  1336.90        2500.00                 NaN            NaN            NaN   99.2307                 NaN  0.130577       0.175728       0.237596       0.225423                 NaN            NaN            NaN            NaN
  1335.45        2500.00                 NaN            NaN            NaN   99.2379                 NaN  0.129483       0.235574       0.173844       0.223158                 NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN            NaN            NaN   99.2452                 NaN  0.128184       0.172733       0.233185       0.220678                 NaN            NaN            NaN            NaN
  1332.56        2500.00                 NaN            NaN            NaN   99.2519                 NaN  0.127160       0.231080       0.171255       0.218611                 NaN            NaN            NaN            NaN
  1331.11        2500.00                 NaN            NaN            NaN   99.2591                 NaN  0.126076       0.169513       0.229078       0.216198                 NaN            NaN            NaN            NaN
  1329.67        2500.00                 NaN            NaN            NaN   99.2662                 NaN  0.124302       0.226319       0.169390       0.213795                 NaN            NaN            NaN            NaN
  1328.22        2500.00                 NaN            NaN            NaN   99.2724                 NaN  0.123547       0.224745       0.167388       0.211899                 NaN            NaN            NaN            NaN
  1326.78        2500.00                 NaN            NaN            NaN   99.2789                 NaN  0.121668       0.222360       0.167521       0.209584                 NaN            NaN            NaN            NaN
  1325.33        2500.00                 NaN            NaN            NaN   99.2859                 NaN  0.120704       0.220299       0.165669       0.207429                 NaN            NaN            NaN            NaN
  1323.88        2500.00                 NaN            NaN            NaN   99.2920                 NaN  0.119548       0.217836       0.165129       0.205450                 NaN            NaN            NaN            NaN
  1322.44        2500.00                 NaN            NaN            NaN   99.2984                 NaN  0.117897       0.164250       0.216247       0.203175                 NaN            NaN            NaN            NaN
  1320.99        2500.00                 NaN            NaN            NaN   99.3043                 NaN  0.116449       0.164067       0.213981       0.201239                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN            NaN            NaN   99.3100                 NaN  0.115125       0.212109       0.163402       0.199335                 NaN            NaN            NaN            NaN
  1318.10        2500.00                 NaN            NaN            NaN   99.3155                 NaN  0.114599       0.209922       0.162249       0.197724                 NaN            NaN            NaN            NaN
  1316.66        2500.00                 NaN            NaN            NaN   99.3224                 NaN  0.111757       0.207953       0.162830       0.195025                 NaN            NaN            NaN            NaN
  1315.21        2500.00                 NaN            NaN            NaN   99.3275                 NaN  0.111158       0.161295       0.206534       0.193563                 NaN            NaN            NaN            NaN
  1313.76        2500.00                 NaN            NaN            NaN   99.3332                 NaN  0.108722       0.203810       0.162765       0.191527                 NaN            NaN            NaN            NaN
  1312.32        2500.00                 NaN            NaN            NaN   99.3385                 NaN  0.107851       0.161568       0.202317       0.189739                 NaN            NaN            NaN            NaN
  1310.87        2500.00                 NaN            NaN            NaN   99.3442                 NaN  0.106121       0.161550       0.200205       0.187883                 NaN            NaN            NaN            NaN
  1309.43        2500.00                 NaN            NaN            NaN   95.4118                 NaN  0.593693       0.186829       0.712873       0.665385        2.42942                 NaN            NaN            NaN
  1307.98        2500.00                 NaN            NaN            NaN   84.6675                 NaN   1.94076        2.14993       0.211045        1.97056        9.06023                 NaN            NaN            NaN
  1306.53        2500.00                 NaN            NaN            NaN   86.1368                 NaN   1.79969       0.932008E-001   2.01168        1.79104        8.16757                 NaN            NaN            NaN
  1305.09        2500.00                 NaN            NaN            NaN   87.3889                 NaN   1.67653        1.88757                 NaN   1.63767        7.40932                 NaN            NaN            NaN
  1303.64        2500.00                 NaN            NaN            NaN   88.4338                 NaN   1.52134        1.74097       0.372612E-001   1.50742        6.75924                 NaN            NaN            NaN
