|6.6.6
Archiving\03_Data\frac/QFM_m5/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1786.97        2500.00        97.2490       0.698906        2.04984       0.223493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        97.2353       0.699026        2.05553       0.101789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        97.2293       0.699201        2.06137       0.101081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        97.2234       0.699376        2.06718       0.100705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        97.2176       0.699550        2.07296       0.993521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        97.2116       0.699723        2.07873       0.991051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        97.2058       0.699896        2.08447       0.981086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        97.2000       0.700068        2.09019       0.975420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        97.1886       0.700259        2.09791       0.132664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        97.1919       0.700434        2.10166       0.605325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        97.1826       0.700579        2.10724       0.955961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        97.1769       0.700748        2.11287       0.947207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        97.1712       0.700916        2.11848       0.941311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        97.1655       0.701084        2.12408       0.934849E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        97.1598       0.701251        2.12964       0.929656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        97.1542       0.701418        2.13520       0.919758E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        97.1426       0.701584        2.14052       0.914584E-002  0.610595E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4948                 NaN            NaN  0.930786E-002  0.495871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4577                 NaN            NaN  0.923720E-002  0.533110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4561                 NaN            NaN  0.918042E-002  0.534713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4538                 NaN            NaN  0.916636E-002  0.536986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4463                 NaN            NaN  0.919757E-002  0.544520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4406                 NaN            NaN  0.922811E-002  0.550137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4461                 NaN            NaN  0.905670E-002  0.544853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4383                 NaN            NaN  0.912162E-002  0.552530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4344                 NaN            NaN  0.911300E-002  0.556458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4328                 NaN            NaN  0.906764E-002  0.558147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4275                 NaN            NaN  0.907754E-002  0.563374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4422                 NaN            NaN  0.877385E-002  0.548980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4045                 NaN            NaN  0.932496E-002  0.586140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4212                 NaN            NaN  0.896776E-002  0.569850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4152                 NaN            NaN  0.900298E-002  0.575810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4116                 NaN            NaN  0.898394E-002  0.579402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4099                 NaN            NaN  0.895941E-002  0.581115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4047                 NaN            NaN  0.898079E-002  0.586330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4041                 NaN            NaN  0.891361E-002  0.587008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4006                 NaN            NaN  0.891363E-002  0.590443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3971                 NaN            NaN  0.890892E-002  0.593989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3946                 NaN            NaN  0.889047E-002  0.596555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1198                 NaN            NaN  0.878590E-002  0.554135       0.317260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        97.4558                 NaN            NaN  0.653389E-002  0.185437        2.35225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        97.4676                 NaN            NaN  0.625815E-002  0.179273        2.34688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        97.5168                 NaN            NaN  0.589451E-002  0.173383        2.30391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        97.5646                 NaN            NaN  0.560917E-002  0.167526        2.26222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.6118                 NaN            NaN  0.531376E-002  0.160898        2.22198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.6551                 NaN            NaN  0.507977E-002  0.157103        2.18274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.6393                 NaN            NaN  0.502017E-002  0.231287        2.12440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.8037                 NaN            NaN  0.425810E-002  0.631095E-001   2.12896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.7810                 NaN            NaN  0.428392E-002  0.139876        2.07483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.8170                 NaN            NaN  0.403037E-002  0.134848        2.04410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.8607                 NaN            NaN  0.373710E-002  0.129660        2.00587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.8918                 NaN            NaN  0.351899E-002  0.124847        1.97987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.9291                 NaN            NaN  0.329721E-002  0.119887        1.94777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.9627                 NaN            NaN  0.302881E-002  0.115026        1.91929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.9806                 NaN            NaN  0.278604E-002  0.109674        1.90690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0415                 NaN            NaN  0.258157E-002  0.106062        1.84990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.0513                 NaN            NaN  0.252179E-002  0.100428        1.84577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0925                 NaN            NaN  0.214782E-002  0.966185E-001   1.80873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1096                 NaN            NaN  0.187992E-002  0.921606E-001   1.79637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1474                 NaN            NaN  0.171319E-002  0.878250E-001   1.76304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1679                 NaN            NaN  0.155622E-002  0.831554E-001   1.74742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1963                 NaN            NaN  0.126884E-002  0.791377E-001   1.72328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2190                 NaN            NaN  0.105774E-002  0.748531E-001   1.70507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2436                 NaN            NaN  0.824378E-003  0.707244E-001   1.68487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2654                 NaN            NaN  0.629911E-003  0.667475E-001   1.66725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2894                 NaN            NaN  0.405321E-003  0.627237E-001   1.64748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3081                 NaN            NaN  0.163076E-003  0.587101E-001   1.63299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3312                 NaN            NaN  0.467911E-003  0.555558E-001   1.61282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3519                 NaN            NaN  0.479489E-003  0.520039E-001   1.59565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3668                 NaN            NaN            NaN  0.479893E-001   1.58517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3907                 NaN            NaN            NaN  0.438811E-001   1.56545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4070                 NaN            NaN            NaN  0.411540E-001   1.55186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4239                 NaN            NaN            NaN  0.379519E-001   1.53818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4382                 NaN            NaN            NaN  0.343158E-001   1.52752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.4526                 NaN            NaN            NaN  0.316172E-001   1.51583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.4711                 NaN            NaN            NaN  0.279076E-001   1.50100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.1766                 NaN            NaN  0.276877E-002  0.376567E-001   1.78295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8090                 NaN            NaN            NaN  0.155379E-001   1.17549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5089                 NaN            NaN            NaN  0.188224E-001   1.47233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.5170                 NaN            NaN            NaN  0.164283E-001   1.46662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.5340                 NaN            NaN            NaN  0.174689E-001   1.44858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.5386                 NaN            NaN            NaN  0.123591E-001   1.44907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.5448                 NaN            NaN            NaN  0.493087E-002   1.45025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.0248                 NaN            NaN            NaN  0.556639E-003            NaN   1.97461                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        97.4611                 NaN            NaN            NaN  0.499373E-002  0.572418E-001   1.79581       0.680816                 NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        96.4402                 NaN            NaN  0.416250E-002  0.200823       0.816767        2.53809                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        96.5666                 NaN            NaN  0.436883E-002  0.199507       0.789431        2.44007                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        96.6840                 NaN            NaN  0.364252E-002  0.195788       0.765240        2.35131                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        96.7976                 NaN            NaN  0.287964E-002  0.191581       0.744477        2.26343                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        96.9043                 NaN            NaN  0.233122E-002  0.188892       0.718657        2.18584                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        97.0035                 NaN            NaN  0.172333E-002  0.185539       0.694774        2.11451                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        97.1006                 NaN            NaN  0.120403E-002  0.182325       0.670480        2.04544                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        96.7867                 NaN            NaN  0.292649E-002  0.211240       0.724560        2.27453                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        97.5124                 NaN  0.282730E-001  0.149114E-003  0.184679E-001  0.646219        1.79452                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.0806                 NaN  0.436047E-001            NaN            NaN  0.749672        2.12611                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.1811                 NaN  0.421205E-001            NaN            NaN  0.720730        2.05609                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.2760                 NaN  0.406472E-001            NaN            NaN  0.692643        1.99069                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.3683                 NaN  0.393111E-001            NaN            NaN  0.667676        1.92472                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.4548                 NaN  0.379789E-001            NaN            NaN  0.638345        1.86887                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.5344                 NaN  0.366182E-001            NaN            NaN  0.609764        1.81920                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.6108                 NaN  0.355030E-001            NaN            NaN  0.584879        1.76885                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.6829                 NaN  0.342863E-001            NaN            NaN  0.559462        1.72339                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.7439                 NaN  0.330428E-001            NaN            NaN  0.531338        1.69173                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.8166                 NaN  0.320549E-001            NaN            NaN  0.510665        1.64065                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.8722                 NaN  0.311212E-001            NaN            NaN  0.474004        1.59710       0.255585E-001            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.8317                 NaN  0.286616E-001            NaN            NaN  0.731078E-001   1.44112       0.625428                 NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.8765                 NaN  0.278414E-001            NaN            NaN  0.430958E-001  0.652156        1.40037                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.9194                 NaN  0.269164E-001            NaN            NaN  0.166413E-001   1.36305       0.673939                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.9615                 NaN  0.261319E-001            NaN            NaN            NaN  0.683947        1.32837                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.0037                 NaN  0.253842E-001            NaN            NaN  0.202542E-001  0.653224        1.29743                 NaN            NaN            NaN            NaN            NaN
