|6.6.6
Archiving\03_Data\frac/QFM_m3.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        hed            q             
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.34225        5.16363                 NaN   8.54420       0.554983        45.8750                 NaN   33.5200     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.41117        5.09661                 NaN   8.54591       0.554494        45.8696                 NaN   33.5222     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.48294        5.02664                 NaN   8.54749       0.554036        45.8645                 NaN   33.5244     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.55777        4.95348                 NaN   8.54893       0.553612        45.8596                 NaN   33.5266     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.63579        4.87701                 NaN   8.55023       0.553225        45.8550                 NaN   33.5288     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.71655        4.79766                 NaN   8.55138       0.552877        45.8506                 NaN   33.5310     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79974        4.71576                 NaN   8.55238       0.552568        45.8464                 NaN   33.5331     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.88474        4.63190                 NaN   8.55322       0.552300        45.8426                 NaN   33.5352     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.95394        4.56400                 NaN   8.55423       0.551981        45.8385                 NaN   33.5374     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.82966        4.68232                 NaN   8.55128       0.553386        45.8458                 NaN   33.5376     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85084        4.66338                 NaN   8.55319       0.552805        45.8399                 NaN   33.5398     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.87389        4.64256                 NaN   8.55507       0.552233        45.8342                 NaN   33.5421     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.89841        4.62021                 NaN   8.55689       0.551674        45.8285                 NaN   33.5443     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.92508        4.59567                 NaN   8.55865       0.551129        45.8230                 NaN   33.5465     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.95432        4.56849                 NaN   8.56031       0.550607        45.8175                 NaN   33.5487     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.98637        4.53846                 NaN   8.56192       0.550104        45.8122                 NaN   33.5509     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.02187        4.50482                 NaN   8.56384       0.549619        45.8070                 NaN   33.5529     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6216       0.108083E-005            NaN   8.67924       0.520173        45.6178                 NaN   33.5611     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3423       0.314858                 NaN   8.71092       0.510534        45.5523                 NaN   33.5691     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6045        1.05454                 NaN   8.71316       0.510123        45.5462                 NaN   33.5715     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.38281        10.2806                 NaN   8.71729       0.509148        45.5356                 NaN   33.5746     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.95461        9.71037                 NaN   8.71922       0.508768        45.5305                 NaN   33.5765     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.25352        9.41493                 NaN   8.72265       0.507961        45.5218                 NaN   33.5791     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.49355        9.17855                 NaN   8.72620       0.507113        45.5128                 NaN   33.5818     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.98594        2.68992                 NaN   8.72984       0.506236        45.5036                 NaN   33.5844     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85184        8.82789                 NaN   8.73356       0.505336        45.4943                 NaN   33.5871     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.98724        8.69643                 NaN   8.73736       0.504422        45.4848                 NaN   33.5898     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09969        8.58789                 NaN   8.74110       0.503533        45.4753                 NaN   33.5924     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.19881        8.49297                 NaN   8.74507       0.502542        45.4655                 NaN   33.5952     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.28396        8.41204                 NaN   8.74900       0.501593        45.4555                 NaN   33.5979     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.36114        8.33874                 NaN   8.75280       0.500657        45.4461                 NaN   33.6006     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.42727        8.27679                 NaN   8.75676       0.499692        45.4362                 NaN   33.6033     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.52201        3.18884                 NaN   8.76018       0.497832        45.4236                 NaN   33.6076     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.44383        8.26835                 NaN   8.76480       0.497796        45.4165                 NaN   33.6088     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.53085        8.18602                 NaN   8.76922       0.496755        45.4054                 NaN   33.6117     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.28797        3.41693                 NaN   8.74085       0.504719        45.4368                 NaN   33.6127     
