|6.6.6
Archiving\03_Data\frac/QFM_m3.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        hed            q             
  1927.32        2500.00        99.3177                 NaN  0.682295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.3176                 NaN  0.682353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.3176                 NaN  0.682412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3175                 NaN  0.682471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3175                 NaN  0.682530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3174                 NaN  0.682589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3174                 NaN  0.682648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3173                 NaN  0.682707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3172                 NaN  0.682766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3172                 NaN  0.682825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3171                 NaN  0.682884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3171                 NaN  0.682943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3170                 NaN  0.683002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3169                 NaN  0.683061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3169                 NaN  0.683120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3168                 NaN  0.683179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3168                 NaN  0.683239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3167                 NaN  0.683298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3166                 NaN  0.683357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3166                 NaN  0.683417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3165                 NaN  0.683479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3165                 NaN  0.683536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3164                 NaN  0.683595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3163                 NaN  0.683655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3163                 NaN  0.683714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3162                 NaN  0.683774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3162                 NaN  0.683833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3161                 NaN  0.683893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3160                 NaN  0.683953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3160                 NaN  0.684013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3159                 NaN  0.684072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3159                 NaN  0.684132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3158                 NaN  0.684192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3157                 NaN  0.684252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3157                 NaN  0.684312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3156                 NaN  0.684363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3156                 NaN  0.684432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3155                 NaN  0.684492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3154                 NaN  0.684552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3154                 NaN  0.684612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3153                 NaN  0.684672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3153                 NaN  0.684732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3152                 NaN  0.684792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3151                 NaN  0.684853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3095                 NaN  0.684921       0.558602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3045                 NaN  0.685034       0.104708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3044                 NaN  0.685180       0.104024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3043                 NaN  0.685326       0.103824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3043                 NaN  0.685472       0.101891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3042                 NaN  0.685617       0.101699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3042                 NaN  0.685761       0.100835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3041                 NaN  0.685905       0.100093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3040                 NaN  0.686048       0.995298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3106                 NaN  0.686178       0.319086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.2973                 NaN  0.686286       0.164584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3038                 NaN  0.686473       0.973798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3038                 NaN  0.686614       0.962701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3037                 NaN  0.686754       0.957764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3025                 NaN  0.686896       0.105618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3046                 NaN  0.687041       0.836374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3035                 NaN  0.687172       0.936228E-002  0.557499E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.9907                 NaN            NaN  0.934755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5803                 NaN            NaN  0.939247E-002  0.410353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3903                 NaN            NaN  0.948503E-002  0.600243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3959                 NaN            NaN  0.939257E-002  0.594714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3733                 NaN            NaN  0.941950E-002  0.617280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3801                 NaN            NaN  0.946341E-002  0.610420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3795                 NaN            NaN  0.932095E-002  0.611199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3721                 NaN            NaN  0.937108E-002  0.618519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3672                 NaN            NaN  0.936902E-002  0.623395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3641                 NaN            NaN  0.934232E-002  0.626532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3597                 NaN            NaN  0.933530E-002  0.630976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3554                 NaN            NaN  0.932387E-002  0.635287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3519                 NaN            NaN  0.930377E-002  0.638794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3477                 NaN            NaN  0.930527E-002  0.642987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3298                 NaN            NaN  0.949633E-002  0.660700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3527                 NaN            NaN  0.904658E-002  0.638242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3346                 NaN            NaN  0.927063E-002  0.656158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3307                 NaN            NaN  0.925639E-002  0.660007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3219                 NaN            NaN  0.931540E-002  0.668812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3281                 NaN            NaN  0.915782E-002  0.662788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3193                 NaN            NaN  0.921898E-002  0.671524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3152                 NaN            NaN  0.921882E-002  0.675540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3116                 NaN            NaN  0.919975E-002  0.679200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2620                 NaN            NaN  0.990350E-002  0.728070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3505                 NaN            NaN  0.851331E-002  0.640950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3011                 NaN            NaN  0.917191E-002  0.689757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2975                 NaN            NaN  0.915991E-002  0.693368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2936                 NaN            NaN  0.916656E-002  0.697229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2764                 NaN            NaN  0.938149E-002  0.714202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3033                 NaN            NaN  0.890052E-002  0.687837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2844                 NaN            NaN  0.914953E-002  0.706424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2820                 NaN            NaN  0.912776E-002  0.708918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2831                 NaN            NaN  0.905944E-002  0.707815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2771                 NaN            NaN  0.911889E-002  0.713828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2781                 NaN            NaN  0.905465E-002  0.712797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2748                 NaN            NaN  0.907166E-002  0.716080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2739                 NaN            NaN  0.905563E-002  0.717087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2720                 NaN            NaN  0.904265E-002  0.718972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.8499                 NaN            NaN  0.145292E-001   1.13560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.6945                 NaN            NaN  0.354369E-002  0.301926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2698                 NaN            NaN  0.900309E-002  0.721203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2693                 NaN            NaN  0.899674E-002  0.721694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.9302                 NaN            NaN  0.622795E-002  0.251705        1.81190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.8859                 NaN            NaN  0.588180E-002  0.215918        1.89235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.9290                 NaN            NaN  0.559946E-002  0.208934        1.85645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9667                 NaN            NaN  0.529307E-002  0.202414        1.82556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.8725                 NaN            NaN  0.563860E-002  0.317126        1.80472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.1658                 NaN            NaN  0.431560E-002  0.650307E-001   1.76481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.0692                 NaN            NaN  0.462950E-002  0.182589        1.74354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.1052                 NaN            NaN  0.438314E-002  0.176373        1.71404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1364                 NaN            NaN  0.414374E-002  0.169956        1.68953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1666                 NaN            NaN  0.399251E-002  0.163837        1.66559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1895                 NaN            NaN  0.378491E-002  0.158024        1.64867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2329                 NaN            NaN  0.357097E-002  0.152182        1.61138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2541                 NaN            NaN  0.337783E-002  0.146242        1.59633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2804                 NaN            NaN  0.316776E-002  0.140678        1.57576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3044                 NaN            NaN  0.293093E-002  0.135029        1.55761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3342                 NaN            NaN  0.277731E-002  0.129707        1.53336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3559                 NaN            NaN  0.258129E-002  0.124295        1.51717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3791                 NaN            NaN  0.229056E-002  0.119047        1.49959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3945                 NaN            NaN  0.213186E-002  0.112997        1.49034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4352                 NaN            NaN  0.202431E-002  0.109603        1.45314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4476                 NaN            NaN  0.182132E-002  0.103992        1.44654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4672                 NaN            NaN  0.163738E-002  0.990033E-001   1.43213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4871                 NaN            NaN  0.145112E-002  0.941613E-001   1.41726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5080                 NaN            NaN  0.126379E-002  0.896687E-001   1.40111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5238                 NaN            NaN  0.105039E-002  0.846919E-001   1.39050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5451                 NaN            NaN  0.849008E-003  0.804729E-001   1.37356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5615                 NaN            NaN  0.695618E-003  0.759924E-001   1.36177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        82.7800        7.99753                 NaN  0.249825E-001  0.366749        8.83079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.9628                 NaN            NaN            NaN  0.372053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8440                 NaN            NaN            NaN  0.137280        1.01875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7033                 NaN            NaN            NaN  0.430410E-001   1.25369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7135                 NaN            NaN            NaN  0.407870E-001   1.24569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6087                 NaN            NaN            NaN  0.842713E-002  0.559191       0.823678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.5284                 NaN            NaN            NaN  0.749757E-002  0.661127E-001   1.39799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.4903                 NaN            NaN  0.451661E-002  0.114451E-002            NaN   1.50404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.4728                 NaN            NaN  0.113382E-001            NaN            NaN   1.51587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.4504                 NaN            NaN  0.118005E-001  0.973777E-006            NaN   1.53785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.4310                 NaN            NaN  0.116885E-001            NaN            NaN   1.55734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.4050                 NaN            NaN  0.116165E-001            NaN            NaN   1.58341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.3715                 NaN            NaN  0.115120E-001            NaN            NaN   1.61698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.3169                 NaN            NaN  0.114193E-001            NaN            NaN   1.67167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.2491                 NaN            NaN  0.113078E-001            NaN            NaN   1.73961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.1340                 NaN            NaN  0.112471E-001            NaN            NaN   1.85472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.8480                 NaN            NaN  0.109823E-001            NaN            NaN   1.88970       0.251351                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.3689                 NaN            NaN  0.940532E-002            NaN            NaN   2.62166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.4335                 NaN            NaN  0.912419E-002            NaN            NaN   2.55740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.4717                 NaN            NaN  0.856705E-002  0.110760                 NaN   2.40898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.5137                 NaN            NaN  0.799380E-002  0.212042                 NaN   2.26630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
