|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1159.37        500.000                 NaN   1.74240        5.71474       0.344697E-004            NaN   6.93620        43.6638       0.450916        41.4919     
  1158.38        500.000                 NaN   1.74925        5.70338       0.460554E-004            NaN   6.93575        43.6646       0.451263        41.4957     
  1157.38        500.000                 NaN   1.75594        5.69229       0.635368E-004            NaN   6.93532        43.6653       0.451599        41.4995     
  1156.39        500.000                 NaN   1.76223        5.68189       0.799422E-004            NaN   6.93494        43.6659       0.451916        41.5031     
  1155.39        500.000                 NaN            NaN   6.69685        2.06172                 NaN   7.21854        42.9400       0.320936        40.7620     
  1154.39        500.000                 NaN   1.77593        5.65911       0.169051E-003            NaN   6.93403        43.6674       0.452613        41.5108     
  1153.40        500.000                 NaN   1.75418        5.70015       0.258776E-004            NaN   6.93902        43.6534       0.450476        41.5028     
  1152.40        500.000                 NaN            NaN  0.262470E-005   8.77247       0.152704E-005   7.24032        42.9052       0.317658        40.7643     
  1151.41        500.000                 NaN   1.76951        5.67443       0.524028E-004            NaN   6.93778        43.6558       0.451323        41.5112     
  1150.41        500.000                 NaN   1.77587        5.66394       0.667535E-004            NaN   6.93739        43.6563       0.451637        41.5148     
  1149.41        500.000                 NaN   1.78200        5.65340       0.524848E-003            NaN   6.93705        43.6567       0.451934        41.5183     
  1148.42        500.000                 NaN   1.78825        5.64330       0.336757E-003            NaN   6.93667        43.6573       0.452242        41.5219     
  1147.42        500.000                 NaN   1.79441        5.63328       0.222213E-003            NaN   6.93631        43.6577       0.452543        41.5255     
  1146.43        500.000                 NaN   1.80049        5.62336       0.150859E-003            NaN   6.93596        43.6582       0.452840        41.5290     
  1145.43        500.000                 NaN   1.80649        5.61350       0.161686E-003            NaN   6.93562        43.6586       0.453131        41.5325     
  1144.43        500.000                 NaN   1.81241        5.60375       0.180830E-003            NaN   6.93529        43.6590       0.453418        41.5360     
  1143.44        500.000                 NaN   1.81787        5.59305       0.196178E-002            NaN   6.93503        43.6592       0.453671        41.5392     
  1142.44        500.000                 NaN   1.84792        5.54070                 NaN            NaN   6.92988        43.6728       0.456144        41.5526     
  1141.44        500.000                 NaN   1.85351        5.53148       0.425260E-004            NaN   6.92961        43.6730       0.456415        41.5559     
  1140.45        500.000                 NaN   1.85686        5.52597       0.513185E-004            NaN   6.92955        43.6728       0.456570        41.5582     
  1139.45        500.000                 NaN   1.86408        5.51424                 NaN            NaN   6.92907        43.6734       0.456911        41.5623     
  1138.46        500.000                 NaN   1.86978        5.50337       0.155384E-002            NaN   6.92876        43.6737       0.457184        41.5657     
  1137.46        500.000                 NaN   1.87508        5.49474       0.149162E-002            NaN   6.92849        43.6739       0.457437        41.5688     
  1136.46        500.000                 NaN   1.88021        5.48651       0.137762E-002            NaN   6.92830        43.6740       0.457664        41.5720     
  1135.47        500.000                 NaN   1.88470        5.47051       0.101760E-001            NaN   6.92826        43.6737       0.457840        41.5748     
  1134.47        500.000                 NaN   1.39765        6.37550       0.373682E-002            NaN   7.03329        43.4040       0.411396        41.3744     
  1133.48        500.000                 NaN   1.89571        5.46138       0.119255E-002            NaN   6.92758        43.6743       0.458390        41.5814     
  1132.48        500.000                 NaN   1.89796        5.45886       0.693371E-003            NaN   6.92792        43.6728       0.458363        41.5834     
  1131.48        500.000                 NaN   1.90328        5.45081                 NaN            NaN   6.92764        43.6731       0.458623        41.5866     
  1130.49        500.000                 NaN   1.90729        5.44413                 NaN            NaN   6.92751        43.6731       0.458833        41.5892     
  1129.49        500.000                 NaN   1.91385        5.43336                 NaN            NaN   6.92703        43.6737       0.459157        41.5929     
  1128.50        500.000                 NaN   1.91948        5.42372       0.364560E-003            NaN   6.92676        43.6739       0.459434        41.5963     
  1127.50        500.000                 NaN   1.92442        5.41601                 NaN            NaN   6.92647        43.6741       0.459675        41.5993     
  1126.50        500.000                 NaN   1.92967        5.40734                 NaN            NaN   6.92617        43.6744       0.459940        41.6025     
  1125.51        500.000                 NaN   1.91576        5.43469                 NaN            NaN   6.92992        43.6633       0.458375        41.5979     
  1124.51        500.000                 NaN   1.92095        5.42616                 NaN            NaN   6.92964        43.6635       0.458631        41.6011     
  1123.52        500.000                 NaN   1.92601        5.41788                 NaN            NaN   6.92939        43.6637       0.458875        41.6042     
  1122.52        500.000                 NaN   1.93091        5.40988                 NaN            NaN   6.92917        43.6637       0.459107        41.6072     
  1121.52        500.000                 NaN   1.84462        5.57569                 NaN            NaN   6.95355        43.6029       0.449904        41.5733     
  1120.53        500.000                 NaN   1.94041        5.39445                 NaN            NaN   6.92878        43.6637       0.459545        41.6132     
  1119.53        500.000                 NaN   1.94497        5.38706                 NaN            NaN   6.92862        43.6635       0.459748        41.6161     
  1118.53        500.000                 NaN   1.94944        5.37986                 NaN            NaN   6.92847        43.6634       0.459944        41.6189     
  1117.54        500.000                 NaN   1.95381        5.37284                 NaN            NaN   6.92835        43.6631       0.460131        41.6218     
  1116.54        500.000                 NaN   1.99380        5.31424                 NaN            NaN   6.92806        43.6621       0.460311        41.6415     
  1115.55        500.000                 NaN   1.96212        5.35959                 NaN            NaN   6.92819        43.6624       0.460466        41.6272     
  1114.55        500.000                 NaN   1.98175        5.32357                 NaN            NaN   6.92470        43.6716       0.462172        41.6362     
  1113.55        500.000                 NaN   1.98502        5.31858                 NaN            NaN   6.92482        43.6708       0.462261        41.6386     
  1112.56        500.000                 NaN   1.98976        5.31076                 NaN            NaN   6.92455        43.6709       0.462495        41.6415     
  1111.56        500.000                 NaN   1.99308        5.30567                 NaN            NaN   6.92462        43.6701       0.462589        41.6439     
  1110.57        500.000                 NaN   1.99930        5.29504                 NaN            NaN   6.92405        43.6712       0.462975        41.6475     
  1109.57        500.000                 NaN   2.00311        5.28900                 NaN            NaN   6.92401        43.6707       0.463123        41.6500     
  1108.57        500.000                 NaN   2.02529        5.26426                 NaN            NaN   6.92763        43.6586       0.461556        41.6626     
  1107.58        500.000                 NaN   1.99739        5.30247                 NaN            NaN   6.92695        43.6612       0.462069        41.6499     
  1106.58        500.000                 NaN   2.00168        5.29553                 NaN            NaN   6.92681        43.6610       0.462264        41.6527     
  1105.59        500.000                 NaN   2.01890        5.26377                 NaN            NaN   6.92374        43.6692       0.463783        41.6607     
  1104.59        500.000                 NaN   2.04312        5.23511                 NaN            NaN   6.92687        43.6584       0.462424        41.6741     
  1103.59        500.000                 NaN   2.02671        5.25126                 NaN            NaN   6.92358        43.6685       0.464106        41.6659     
  1102.60        500.000                 NaN   2.05101        5.22249                 NaN            NaN   6.92671        43.6577       0.462761        41.6793     
  1101.60        500.000                 NaN   2.03392        5.23992                 NaN            NaN   6.92356        43.6673       0.464385        41.6709     
  1100.61        500.000                 NaN   2.03622        5.23675                 NaN            NaN   6.92386        43.6659       0.464378        41.6729     
  1099.61        500.000                 NaN   2.04007        5.23055                 NaN            NaN   6.92378        43.6656       0.464545        41.6755     
  1098.61        500.000                 NaN   2.06548        5.19968                 NaN            NaN   6.92666        43.6554       0.463313        41.6894     
  1097.62        500.000                 NaN   2.06921        5.19382                 NaN            NaN   6.92662        43.6549       0.463462        41.6920     
  1096.62        500.000                 NaN   2.07295        5.18779                 NaN            NaN   6.92656        43.6545       0.463620        41.6945     
  1095.62        500.000                 NaN   2.07663        5.18204                 NaN            NaN   6.92654        43.6539       0.463766        41.6971     
  1094.63        500.000                 NaN   2.08031        5.17612                 NaN            NaN   6.92649        43.6535       0.463920        41.6996     
  1093.63        500.000                 NaN   2.08391        5.17048                 NaN            NaN   6.92648        43.6529       0.464061        41.7021     
  1092.64        500.000                 NaN   2.08754        5.16466                 NaN            NaN   6.92644        43.6525       0.464211        41.7047     
  1091.64        500.000                 NaN   2.09110        5.15902                 NaN            NaN   6.92642        43.6519       0.464353        41.7072     
  1090.64        500.000                 NaN   2.09465        5.15342                 NaN            NaN   6.92641        43.6514       0.464494        41.7096     
  1089.65        500.000                 NaN   2.09816        5.14788                 NaN            NaN   6.92640        43.6508       0.464633        41.7121     
  1088.65        500.000                 NaN   2.10164        5.14238                 NaN            NaN   6.92639        43.6502       0.464770        41.7146     
  1087.66        500.000                 NaN   2.10510        5.13693                 NaN            NaN   6.92639        43.6496       0.464905        41.7170     
  1086.66        500.000                 NaN   2.10853        5.13153                 NaN            NaN   6.92640        43.6490       0.465038        41.7195     
  1085.66        500.000                 NaN   2.11193        5.12619                 NaN            NaN   6.92641        43.6484       0.465169        41.7219     
  1084.67        500.000                 NaN   2.11530        5.12089                 NaN            NaN   6.92642        43.6477       0.465298        41.7243     
  1083.67        500.000                 NaN   2.11865        5.11564                 NaN            NaN   6.92645        43.6471       0.465425        41.7267     
  1082.68        500.000                 NaN   2.12197        5.11044                 NaN            NaN   6.92647        43.6464       0.465551        41.7292     
  1081.68        500.000                 NaN   2.12526        5.10528                 NaN            NaN   6.92650        43.6457       0.465674        41.7315     
  1080.68        500.000                 NaN   2.12853        5.10018                 NaN            NaN   6.92653        43.6450       0.465796        41.7339     
  1079.69        500.000                 NaN   2.13177        5.09512                 NaN            NaN   6.92657        43.6443       0.465916        41.7363     
  1078.69        500.000                 NaN   2.13499        5.09010                 NaN            NaN   6.92662        43.6436       0.466034        41.7387     
  1077.70        500.000                 NaN   2.13815        5.08526                 NaN            NaN   6.92669        43.6428       0.466144        41.7410     
  1076.70        500.000                 NaN   2.14133        5.08023                 NaN            NaN   6.92672        43.6421       0.466264        41.7433     
  1075.70        500.000                 NaN   2.14446        5.07545                 NaN            NaN   6.92680        43.6413       0.466371        41.7457     
  1074.71        500.000                 NaN   2.14760        5.07050                 NaN            NaN   6.92685        43.6406       0.466488        41.7480     
  1073.71        500.000                 NaN   2.15070        5.06571                 NaN            NaN   6.92691        43.6398       0.466597        41.7503     
  1072.71        500.000                 NaN   2.15376        5.06101                 NaN            NaN   6.92699        43.6389       0.466702        41.7526     
  1071.72        500.000                 NaN   2.15681        5.05626                 NaN            NaN   6.92706        43.6381       0.466810        41.7549     
  1070.72        500.000                 NaN   2.15983        5.05160                 NaN            NaN   6.92715        43.6373       0.466914        41.7572     
  1069.73        500.000                 NaN   2.16283        5.04698                 NaN            NaN   6.92723        43.6365       0.467016        41.7595     
  1068.73        500.000                 NaN   2.16581        5.04240                 NaN            NaN   6.92733        43.6356       0.467117        41.7617     
  1067.73        500.000                 NaN   2.16876        5.03786                 NaN            NaN   6.92742        43.6347       0.467216        41.7640     
  1066.74        500.000                 NaN   2.14797        5.06259                 NaN            NaN   6.92479        43.6420       0.468444        41.7542     
  1065.74        500.000                 NaN   2.15092        5.05751                 NaN            NaN   6.92517        43.6416       0.468573        41.7563     
  1064.75        500.000                 NaN   2.15356        5.05409                 NaN            NaN   6.92496        43.6402       0.468626        41.7586     
  1063.75        500.000                 NaN   2.15654        5.04897                 NaN            NaN   6.92543        43.6396       0.468746        41.7607     
  1062.75        500.000                 NaN   2.15935        5.04470                 NaN            NaN   6.92557        43.6387       0.468829        41.7629     
  1061.76        500.000                 NaN   2.16240        5.04058                 NaN            NaN   6.92525        43.6372       0.468959        41.7656     
  1060.76        500.000                 NaN   2.15664        5.05336                 NaN            NaN   6.92761        43.6300       0.468015        41.7644     
  1059.77        500.000                 NaN   2.16754        5.03235                 NaN            NaN   6.92600        43.6356       0.469070        41.7694     
  1058.77        500.000                 NaN   2.17025        5.02826                 NaN            NaN   6.92617        43.6346       0.469149        41.7716     
  1057.77        500.000                 NaN   2.17294        5.02424                 NaN            NaN   6.92632        43.6335       0.469224        41.7738     
  1056.78        500.000                 NaN   2.17561        5.02023                 NaN            NaN   6.92645        43.6325       0.469297        41.7759     
  1055.78        500.000                 NaN   2.17190        5.02921                 NaN            NaN   6.92832        43.6263       0.468611        41.7757     
  1054.78        500.000                 NaN   2.18122        5.01143                 NaN            NaN   6.92653        43.6311       0.469514        41.7802     
  1053.79        500.000                 NaN   2.18394        5.00756                 NaN            NaN   6.92678        43.6297       0.469560        41.7825     
  1052.79        500.000                 NaN   2.17926        5.01839                 NaN            NaN   6.92886        43.6229       0.468774        41.7819     
  1051.80        500.000                 NaN   2.18079        5.01674                 NaN            NaN   6.92932        43.6208       0.468710        41.7836     
  1050.80        500.000                 NaN   2.21526        4.96775                 NaN            NaN   6.92990        43.6175       0.468591        41.8010     
  1049.80        500.000                 NaN   2.19320        4.99421                 NaN            NaN   6.92762        43.6247       0.469729        41.7905     
  1048.81        500.000                 NaN   2.19639        4.98912                 NaN            NaN   6.92761        43.6241       0.469872        41.7929     
  1047.81        500.000                 NaN   2.19906        4.98509                 NaN            NaN   6.92775        43.6231       0.469953        41.7950     
  1046.82        500.000                 NaN   2.20128        4.98255                 NaN            NaN   6.92818        43.6208       0.469925        41.7973     
  1045.82        500.000                 NaN   2.20312        4.98023                 NaN            NaN   6.92855        43.6191       0.469905        41.7991     
  1044.82        500.000                 NaN   2.20563        4.97652                 NaN            NaN   6.92873        43.6179       0.469970        41.8012     
  1043.83        500.000                 NaN   2.20227        4.98418                 NaN            NaN   6.93031        43.6130       0.469385        41.8009     
  1042.83        500.000                 NaN   2.20481        4.98037                 NaN            NaN   6.93046        43.6120       0.469458        41.8029     
  1041.84        500.000                 NaN   2.20728        4.97664                 NaN            NaN   6.93059        43.6110       0.469529        41.8050     
  1040.84        500.000                 NaN   2.20983        4.97262                 NaN            NaN   6.93062        43.6103       0.469628        41.8070     
  1039.84        500.000                 NaN   2.21208        4.96998                 NaN            NaN   6.93164        43.6075       0.469575        41.8092     
  1038.85        500.000                 NaN   2.21453        4.96654                 NaN            NaN   6.93184        43.6061       0.469636        41.8113     
  1037.85        500.000                 NaN   2.21693        4.96305                 NaN            NaN   6.93207        43.6049       0.469690        41.8134     
  1036.86        500.000                 NaN   2.21932        4.95958                 NaN            NaN   6.93230        43.6036       0.469743        41.8154     
  1035.86        500.000                 NaN   2.22169        4.95615                 NaN            NaN   6.93254        43.6024       0.469795        41.8175     
  1034.86        500.000                 NaN   2.22400        4.95294                 NaN            NaN   6.93290        43.6008       0.469817        41.8195     
  1033.87        500.000                 NaN   2.23218        4.93706                 NaN            NaN   6.93126        43.6052       0.470667        41.8236     
  1032.87        500.000                 NaN   2.23446        4.93377                 NaN            NaN   6.93152        43.6039       0.470713        41.8256     
  1031.87        500.000                 NaN   2.23673        4.93055                 NaN            NaN   6.93180        43.6025       0.470751        41.8277     
  1030.88        500.000                 NaN   2.23899        4.92736                 NaN            NaN   6.93209        43.6011       0.470786        41.8297     
  1029.88        500.000                 NaN   2.24126        4.92425                 NaN            NaN   6.93240        43.5996       0.470801        41.8317     
  1028.89        500.000                 NaN   2.23768        4.93335                 NaN            NaN   6.93439        43.5929       0.470086        41.8316     
  1027.89        500.000                 NaN   2.24566        4.91804                 NaN            NaN   6.93302        43.5967       0.470886        41.8357     
  1026.89        500.000                 NaN   2.24216        4.92695                 NaN            NaN   6.93493        43.5902       0.470175        41.8356     
  1025.90        500.000                 NaN   2.25077        4.90790                 NaN            NaN   6.93237        43.5976       0.471524        41.8398     
  1024.90        500.000                 NaN   2.25220        4.90873                 NaN            NaN   6.93384        43.5926       0.471012        41.8416     
  1023.91        500.000                 NaN   2.25396        4.90730                 NaN            NaN   6.93370        43.5905       0.470872        41.8437     
  1022.91        500.000                 NaN   2.25634        4.90392                 NaN            NaN   6.93398        43.5891       0.470917        41.8457     
  1021.91        500.000                 NaN   2.25862        4.90077                 NaN            NaN   6.93428        43.5876       0.470946        41.8478     
  1020.92        500.000                 NaN   2.26079        4.89785                 NaN            NaN   6.93461        43.5860       0.470963        41.8498     
  1019.92        500.000                 NaN   2.26314        4.89406                 NaN            NaN   6.93479        43.5851       0.471098        41.8518     
  1018.93        500.000                 NaN   2.26537        4.89082                 NaN            NaN   6.93508        43.5837       0.471146        41.8539     
  1017.93        500.000                 NaN   2.26727        4.88872                 NaN            NaN   6.93548        43.5817       0.471040        41.8558     
  1016.93        500.000                 NaN   2.26968        4.88491                 NaN            NaN   6.93572        43.5806       0.471206        41.8579     
  1015.94        500.000                 NaN   2.27178        4.88211                 NaN            NaN   6.93610        43.5789       0.471214        41.8599     
  1014.94        500.000                 NaN   2.27396        4.87914                 NaN            NaN   6.93646        43.5773       0.471229        41.8619     
  1013.95        500.000                 NaN   2.27605        4.87640                 NaN            NaN   6.93687        43.5756       0.471226        41.8639     
  1012.95        500.000                 NaN   2.27801        4.87395                 NaN            NaN   6.93734        43.5737       0.471203        41.8658     
  1011.95        500.000                 NaN   2.28011        4.87124                 NaN            NaN   6.93780        43.5719       0.471186        41.8678     
  1010.96        500.000                 NaN   2.28210        4.86857                 NaN            NaN   6.93826        43.5702       0.471179        41.8697     
  1009.96        500.000                 NaN   2.28386        4.86624                 NaN            NaN   6.93865        43.5686       0.471176        41.8715     
  1008.96        500.000                 NaN   2.28552        4.86416                 NaN            NaN   6.93907        43.5668       0.471161        41.8733     
  1007.97        500.000                 NaN   2.28764        4.85950                 NaN            NaN   6.93911        43.5675       0.471514        41.8747     
  1006.97        500.000                 NaN   2.31228        4.83132                 NaN            NaN   6.94250        43.5550       0.470148        41.8887     
  1005.98        500.000                 NaN   2.31633        4.82387                 NaN            NaN   6.94212        43.5559       0.470479        41.8913     
  1004.98        500.000                 NaN   2.31815        4.82176                 NaN            NaN   6.94258        43.5538       0.470464        41.8932     
  1003.98        500.000                 NaN   2.29734        4.84672                 NaN            NaN   6.94163        43.5607       0.470807        41.8828     
  1002.99        500.000                 NaN   2.32312        4.81417                 NaN            NaN   6.94294        43.5517       0.470653        41.8974     
  1001.99        500.000                 NaN   2.29921        4.84408                 NaN            NaN   6.94131        43.5577       0.471575        41.8861     
  1001.00        500.000                 NaN   2.30095        4.84194                 NaN            NaN   6.94174        43.5559       0.471552        41.8879     
  1000.00        500.000                 NaN   2.29793        4.85041                 NaN            NaN   6.94386        43.5487       0.470860        41.8882     
