|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.93522                 NaN   8.62049       0.337721E-001            NaN   8.05686       0.931917        40.8426        37.5792                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.32301                 NaN   11.3787                 NaN            NaN   8.31636       0.752825        40.0272        37.2020                 NaN
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.36067                 NaN   11.3279                 NaN            NaN   8.31827       0.752590        40.0279        37.2127                 NaN
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.95812                 NaN   8.62235                 NaN            NaN   8.05814       0.933423        40.8403        37.5877                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.65157                 NaN   10.9110                 NaN            NaN   8.29618       0.765233        40.0850        37.2910                 NaN
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.61688                 NaN   10.9427                 NaN            NaN   8.29251       0.770473        40.0987        37.2788                 NaN
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.07012                 NaN   11.8518                 NaN            NaN   8.38277       0.699537        39.8583        37.1374                 NaN
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.97279                 NaN   8.54108       0.691322E-001            NaN   8.06313       0.931427        40.8283        37.5941                 NaN
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.97934                 NaN   8.55769       0.429325E-001            NaN   8.06437       0.931878        40.8270        37.5968                 NaN
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   3.98436                 NaN   8.54477       0.498412E-001            NaN   8.06522       0.931647        40.8256        37.5986                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.63673                 NaN   10.9294                 NaN            NaN   8.29925       0.770334        40.0706        37.2937                 NaN
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   3.99511                 NaN   8.52328       0.590847E-001            NaN   8.06748       0.931694        40.8199        37.6034                 NaN
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.99701                 NaN   8.48853       0.941555E-001            NaN   8.06971       0.930879        40.8148        37.6049                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   4.00833                 NaN   8.52909       0.359119E-001            NaN   8.06964       0.931842        40.8167        37.6085                 NaN
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   4.01239                 NaN   8.52134       0.402355E-001            NaN   8.07077       0.931322        40.8138        37.6101                 NaN
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   4.01448                 NaN   8.51595       0.458155E-001            NaN   8.07089       0.930025        40.8128        37.6100                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.02554                 NaN   8.51256       0.323547E-001            NaN   8.07202       0.931922        40.8101        37.6155                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   4.02918                 NaN   8.50597       0.345572E-001            NaN   8.07442       0.931646        40.8083        37.6159                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   4.00636                 NaN   8.31091       0.274053                 NaN   8.07920       0.926770        40.7911        37.6116                 NaN
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   4.03354                 NaN   8.44902       0.913709E-001            NaN   8.07645       0.929433        40.8014        37.6188                 NaN
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   4.04432                 NaN   8.49286       0.309235E-001            NaN   8.07623       0.930231        40.8034        37.6220                 NaN
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   4.05302                 NaN   8.51365       0.216991E-002            NaN   8.07492       0.930739        40.8000        37.6255                 NaN
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   4.05255                 NaN   8.47249       0.427232E-001            NaN   8.07732       0.930406        40.7986        37.6259                 NaN
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.01981                 NaN   10.4008                 NaN            NaN   8.28792       0.784183        40.0994        37.4079                 NaN
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   4.06481                 NaN   8.45623       0.457989E-001            NaN   8.08180       0.929892        40.7898        37.6317                 NaN
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   4.07440                 NaN   8.48711       0.657433E-003            NaN   8.08211       0.930385        40.7906        37.6347                 NaN
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   4.07916                 NaN   8.48254                 NaN            NaN   8.08339       0.930239        40.7878        37.6369                 NaN
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   4.08384                 NaN   8.47747       0.122325E-004            NaN   8.08473       0.930065        40.7849        37.6390                 NaN
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   4.08858                 NaN   8.47229       0.124066E-004            NaN   8.08601       0.929913        40.7821        37.6411                 NaN
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.09333                 NaN   8.46710       0.122369E-004            NaN   8.08735       0.929743        40.7792        37.6432                 NaN
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   4.08932                 NaN   8.46757       0.410898E-002            NaN   8.08878       0.929100        40.7792        37.6420                 NaN
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.09529                 NaN   8.46352       0.113080E-002            NaN   8.08938       0.929213        40.7771        37.6444                 NaN
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.10039                 NaN   8.45789       0.114727E-002            NaN   8.09039       0.929137        40.7744        37.6466                 NaN
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.10538                 NaN   8.45190       0.177946E-002            NaN   8.09152       0.929026        40.7715        37.6489                 NaN
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.11058                 NaN   8.44817       0.107412E-004            NaN   8.09278       0.928896        40.7684        37.6512                 NaN
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.26787                 NaN   10.0535                 NaN            NaN   8.28193       0.801022        40.1049        37.4908                 NaN
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.12456                 NaN   8.43102       0.724359E-003            NaN   8.09581       0.928745        40.7621        37.6570                 NaN
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.74997                 NaN  0.540236E-003            NaN            NaN   7.44259        1.07975        42.5606        37.4290        6.73753     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.13641                 NaN   8.41961                 NaN            NaN   8.09567       0.929208        40.7571        37.6620                 NaN
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.13460                 NaN   8.42224       0.522731E-003            NaN   8.09936       0.928054        40.7530        37.6622                 NaN
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.14154                 NaN   8.41416       0.565871E-003            NaN   8.09793       0.928528        40.7530        37.6643                 NaN
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   3.76885                 NaN   4.42057        4.73493                 NaN   8.19868       0.862350        40.4153        37.5993                 NaN
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   3.28556                 NaN   10.1113                 NaN            NaN   8.32609       0.775622        39.9908        37.5106                 NaN
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   3.34750                 NaN   9.97655                 NaN            NaN   8.30396       0.799097        40.0421        37.5308                 NaN
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.15919                 NaN   8.39397       0.545054E-003            NaN   8.10603       0.928824        40.7381        37.6733                 NaN
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.47571                 NaN   9.79725                 NaN            NaN   8.30108       0.798217        40.0657        37.5620                 NaN
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   3.84855                 NaN   4.77089        4.26216                 NaN   8.19885       0.868438        40.4276        37.6235                 NaN
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   4.17057                 NaN   8.38191       0.506952E-003            NaN   8.10930       0.928456        40.7306        37.6786                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   3.96768                 NaN   5.98572        2.81498                 NaN   8.17012       0.889149        40.5257        37.6467                 NaN
