|6.6.6
Archiving\03_Data\eq/QFM_m0.75/EETA/EETA_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1253.21        2500.00                 NaN  0.877921                 NaN   9.66984       0.539615        21.6175        30.9241        25.5096        10.8092       0.522462E-001
  1250.00        2500.00                 NaN  0.877923                 NaN   9.66976       0.539625        21.6173        30.9239        25.5094        10.8098       0.522468E-001
  1246.79        2500.00                 NaN  0.877924                 NaN   9.66969       0.539634        21.6172        30.9238        25.5092        10.8103       0.522475E-001
  1243.59        2500.00                 NaN  0.877926                 NaN   9.66961       0.539644        21.6170        30.9237        25.5090        10.8109       0.522482E-001
  1240.38        2500.00                 NaN  0.877928                 NaN   9.66953       0.539654        21.6168        30.9235        25.5088        10.8114       0.522488E-001
  1237.18        2500.00                 NaN  0.877929                 NaN   9.66945       0.539663        21.6167        30.9234        25.5086        10.8120       0.522495E-001
  1233.97        2500.00                 NaN  0.877931                 NaN   9.66938       0.539673        21.6165        30.9233        25.5085        10.8125       0.522501E-001
  1230.77        2500.00                 NaN  0.877582                 NaN   9.80762       0.540828        22.7795        25.4219        29.4460        11.0750       0.516025E-001
  1227.56        2500.00                 NaN  0.877583                 NaN   9.80754       0.540837        22.7793        25.4217        29.4458        11.0756       0.516032E-001
  1224.36        2500.00                 NaN  0.877584                 NaN   9.80746       0.540847        22.7792        25.4215        29.4457        11.0761       0.516038E-001
  1221.15        2500.00                 NaN  0.877586                 NaN   9.80738       0.540856        22.7790        25.4213        29.4456        11.0767       0.516045E-001
  1217.95        2500.00                 NaN  0.877587                 NaN   9.80730       0.540866        22.7788        25.4211        29.4455        11.0772       0.516051E-001
  1214.74        2500.00                 NaN  0.877589                 NaN   9.80722       0.540875        22.7786        25.4209        29.4454        11.0778       0.516057E-001
  1211.54        2500.00                 NaN  0.877590                 NaN   9.80714       0.540885        22.7785        25.4207        29.4452        11.0784       0.516064E-001
  1208.33        2500.00                 NaN  0.877591                 NaN   9.80706       0.540894        22.7783        25.4205        29.4451        11.0789       0.516070E-001
  1205.13        2500.00                 NaN  0.877293                 NaN   9.92647       0.546192        23.8716        25.3163        28.0996        11.3256       0.369827E-001
  1201.92        2500.00                 NaN  0.877294                 NaN   9.92639       0.546201        23.8714        25.3161        28.0995        11.3261       0.369832E-001
  1198.72        2500.00                 NaN  0.877295                 NaN   9.92631       0.546211        23.8712        25.3159        28.0994        11.3267       0.369836E-001
  1195.51        2500.00                 NaN  0.877296                 NaN   9.92623       0.546220        23.8710        25.3157        28.0993        11.3273       0.369841E-001
  1192.31        2500.00                 NaN  0.877297                 NaN   9.92614       0.546230        23.8709        25.3155        28.0992        11.3278       0.369845E-001
  1189.10        2500.00                 NaN  0.877298                 NaN   9.92606       0.546239        23.8707        25.3153        28.0990        11.3284       0.369850E-001
  1185.90        2500.00                 NaN  0.877299                 NaN   9.92598       0.546249        23.8705        25.3151        28.0989        11.3290       0.369854E-001
  1182.69        2500.00                 NaN  0.877300                 NaN   9.92589       0.546258        23.8703        25.3149        28.0988        11.3296       0.369859E-001
  1179.49        2500.00                 NaN  0.877050                 NaN   10.0270       0.555605        24.9039        26.8654        25.2006        11.5630       0.753182E-002
  1176.28        2500.00                 NaN  0.877023                 NaN   10.0378       0.557052        25.0258        26.7223        25.1856        11.5920       0.228451E-002
  1173.08        2500.00                 NaN  0.876992                 NaN   10.0508       0.558403        25.1507        25.1677        26.5749        11.6205                 NaN
  1169.87        2500.00                 NaN  0.876993                 NaN   10.0507       0.558413        25.1505        25.1675        26.5748        11.6210                 NaN
  1166.67        2500.00                 NaN  0.876932                 NaN   10.0747       0.561399        25.4032        25.1403        26.2721        11.6713                 NaN
  1163.46        2500.00                 NaN  0.876933                 NaN   10.0747       0.561409        25.4030        25.1400        26.2720        11.6719                 NaN
  1160.26        2500.00                 NaN  0.876933                 NaN   10.0746       0.561419        25.4028        25.1398        26.2719        11.6725                 NaN
  1157.05        2500.00                 NaN  0.876934                 NaN   10.0745       0.561428        25.4026        25.1396        26.2718        11.6731                 NaN
  1153.85        2500.00                 NaN  0.876811                 NaN   10.1220       0.568922        25.8856        25.0747        25.6990        11.7730                 NaN
  1150.64        2500.00                 NaN  0.876812                 NaN   10.1219       0.568932        25.8854        25.0745        25.6989        11.7736                 NaN
  1147.44        2500.00                 NaN  0.876812                 NaN   10.1218       0.568941        25.8852        25.0742        25.6988        11.7742                 NaN
  1144.23        2500.00                 NaN  0.876813                 NaN   10.1217       0.568951        25.8850        25.0740        25.6987        11.7747                 NaN
  1141.03        2500.00                 NaN  0.876813                 NaN   10.1217       0.568960        25.8848        25.0738        25.6986        11.7753                 NaN
  1137.82        2500.00                 NaN  0.876814                 NaN   10.1216       0.568970        25.8846        25.0736        25.6985        11.7759                 NaN
  1134.62        2500.00                 NaN  0.876814                 NaN   10.1215       0.568979        25.8844        25.0734        25.6984        11.7765                 NaN
  1131.41        2500.00                 NaN  0.876814                 NaN   10.1214       0.568988        25.8842        25.0732        25.6983        11.7771                 NaN
  1128.21        2500.00                 NaN  0.876594                 NaN   10.2063       0.586316        26.8308        24.5923        24.9468        11.9610                 NaN
  1125.00        2500.00                 NaN  0.876595                 NaN   10.2062       0.586326        26.8306        24.5922        24.9466        11.9616                 NaN
  1121.79        2500.00                 NaN  0.876595                 NaN   10.2061       0.586335        26.8304        24.5921        24.9464        11.9622                 NaN
  1118.59        2500.00                 NaN  0.876595                 NaN   10.2060       0.586345        26.8302        24.5920        24.9462        11.9627                 NaN
  1115.38        2500.00                 NaN  0.876595                 NaN   10.2059       0.586355        26.8299        24.5919        24.9460        11.9633                 NaN
  1112.18        2500.00                 NaN  0.876595                 NaN   10.2058       0.586364        26.8297        24.5918        24.9457        11.9639                 NaN
  1108.97        2500.00                 NaN  0.876595                 NaN   10.2057       0.586374        26.8295        24.5917        24.9455        11.9645                 NaN
  1105.77        2500.00                 NaN  0.876595                 NaN   10.2056       0.586383        26.8293        24.5917        24.9453        11.9651                 NaN
  1102.56        2500.00                 NaN  0.876400                 NaN   10.2790       0.607143        27.7479        23.5345        24.8212        12.1339                 NaN
  1099.36        2500.00                 NaN  0.876400                 NaN   10.2789       0.607153        27.7476        23.5344        24.8210        12.1345                 NaN
  1096.15        2500.00                 NaN  0.876400                 NaN   10.2788       0.607163        27.7474        23.5343        24.8208        12.1351                 NaN
  1092.95        2500.00                 NaN  0.876400                 NaN   10.2787       0.607173        27.7472        23.5342        24.8205        12.1357                 NaN
  1089.74        2500.00                 NaN  0.876400                 NaN   10.2786       0.607183        27.7470        23.5342        24.8203        12.1363                 NaN
  1086.54        2500.00                 NaN  0.876400                 NaN   10.2786       0.607193        27.7468        23.5341        24.8201        12.1369                 NaN
  1083.33        2500.00                 NaN  0.876399                 NaN   10.2785       0.607202        27.7466        23.5340        24.8199        12.1375                 NaN
  1080.13        2500.00                 NaN  0.876399                 NaN   10.2784       0.607212        27.7463        23.5339        24.8197        12.1381                 NaN
  1076.92        2500.00                 NaN  0.876224                 NaN   10.3419       0.633363        28.6332        22.5355        24.6842        12.2956                 NaN
  1073.72        2500.00                 NaN  0.876224                 NaN   10.3418       0.633373        28.6330        22.5354        24.6840        12.2962                 NaN
  1070.51        2500.00                 NaN  0.876223                 NaN   10.3417       0.633383        28.6327        22.5353        24.6837        12.2969                 NaN
  1067.31        2500.00                 NaN  0.876223                 NaN   10.3417       0.633393        28.6325        22.5352        24.6835        12.2975                 NaN
  1064.10        2500.00                 NaN  0.876222                 NaN   10.3416       0.633403        28.6323        22.5352        24.6833        12.2981                 NaN
  1060.90        2500.00                 NaN  0.876222                 NaN   10.3415       0.633413        28.6321        22.5351        24.6831        12.2987                 NaN
  1057.69        2500.00                 NaN  0.876221                 NaN   10.3414       0.633423        28.6318        22.5350        24.6828        12.2993                 NaN
  1054.49        2500.00                 NaN  0.876221                 NaN   10.3413       0.633433        28.6316        22.5350        24.6826        12.2999                 NaN
  1051.28        2500.00                 NaN  0.876068                 NaN   10.3941       0.663016        29.5034        24.5541        21.5649        12.4444                 NaN
  1048.08        2500.00                 NaN  0.876067                 NaN   10.3940       0.663027        29.5032        24.5539        21.5649        12.4450                 NaN
  1044.87        2500.00                 NaN  0.876066                 NaN   10.3939       0.663037        29.5030        24.5536        21.5648        12.4456                 NaN
  1041.67        2500.00                 NaN  0.876065                 NaN   10.3938       0.663048        29.5027        24.5534        21.5647        12.4462                 NaN
  1038.46        2500.00                 NaN  0.876065                 NaN   10.3937       0.663058        29.5025        24.5532        21.5647        12.4468                 NaN
  1035.26        2500.00                 NaN  0.876064                 NaN   10.3936       0.663068        29.5023        24.5530        21.5646        12.4474                 NaN
  1032.05        2500.00                 NaN  0.876063                 NaN   10.3935       0.663079        29.5021        24.5527        21.5646        12.4481                 NaN
  1028.85        2500.00                 NaN  0.876062                 NaN   10.3934       0.663089        29.5018        24.5525        21.5645        12.4487                 NaN
  1025.64        2500.00                 NaN  0.875931                 NaN   10.4356       0.697834        30.3588        24.4216        20.6294        12.5808                 NaN
  1022.44        2500.00                 NaN  0.875930                 NaN   10.4355       0.697845        30.3585        24.4214        20.6293        12.5815                 NaN
  1019.23        2500.00                 NaN  0.875929                 NaN   10.4354       0.697856        30.3583        24.4211        20.6293        12.5821                 NaN
  1016.03        2500.00                 NaN  0.875928                 NaN   10.4353       0.697866        30.3581        24.4209        20.6292        12.5827                 NaN
  1012.82        2500.00                 NaN  0.875927                 NaN   10.4352       0.697877        30.3578        24.4207        20.6292        12.5833                 NaN
  1009.62        2500.00                 NaN  0.875926                 NaN   10.4351       0.697888        30.3576        24.4204        20.6291        12.5839                 NaN
  1006.41        2500.00                 NaN  0.875925                 NaN   10.4350       0.697899        30.3573        24.4202        20.6291        12.5845                 NaN
  1003.21        2500.00                 NaN  0.875924                 NaN   10.4349       0.697909        30.3571        24.4200        20.6290        12.5851                 NaN
  1000.00        2500.00                 NaN  0.875805                 NaN   10.4700       0.738310        31.1945        24.2789        19.7314        12.7111                 NaN
