|6.6.6
Archiving\03_Data\frac/QFM_m2.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1952.38        2500.00        99.5970       0.364316       0.386863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.5970       0.364310       0.386856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.5970       0.364310       0.386856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.5970       0.364309       0.386855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.5970       0.364309       0.386855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.5970       0.364308       0.386854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.5970       0.364308       0.386854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.5970       0.364308       0.386853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.5970       0.364307       0.386853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        98.9595       0.364297       0.276545E-001  0.648525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00       100.0000                 NaN            NaN  0.498338E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.6851                 NaN            NaN  0.314876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3782                 NaN            NaN  0.621819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3821                 NaN            NaN  0.617870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3857                 NaN            NaN  0.614291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3896                 NaN            NaN  0.610376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3919                 NaN            NaN  0.608051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3955                 NaN            NaN  0.604472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4007                 NaN            NaN  0.599274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4019                 NaN            NaN  0.598122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4069                 NaN            NaN  0.593143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4111                 NaN            NaN  0.588865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4129                 NaN            NaN  0.587069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4165                 NaN            NaN  0.583546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4185                 NaN            NaN  0.581462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4170                 NaN            NaN  0.577622       0.542493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4054                 NaN            NaN  0.578555       0.160639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4150                 NaN            NaN  0.569286       0.157208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4110                 NaN            NaN  0.573079       0.159593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4197                 NaN            NaN  0.564660       0.156375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4191                 NaN            NaN  0.565168       0.156947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3537                 NaN            NaN  0.630406       0.158981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4899                 NaN            NaN  0.494630       0.154445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4238                 NaN            NaN  0.560591       0.156175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4275                 NaN            NaN  0.557023       0.155021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4283                 NaN            NaN  0.556226       0.155159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4302                 NaN            NaN  0.554367       0.154762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4333                 NaN            NaN  0.551400       0.153331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4326                 NaN            NaN  0.552018       0.153783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4343                 NaN            NaN  0.550409       0.153025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4363                 NaN            NaN  0.548454       0.152450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4365                 NaN            NaN  0.548214       0.152570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4393                 NaN            NaN  0.545581       0.151428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4391                 NaN            NaN  0.545799       0.151310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4362                 NaN            NaN  0.548537       0.152910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4461                 NaN            NaN  0.539036       0.148325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4416                 NaN            NaN  0.543351       0.150133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4414                 NaN            NaN  0.543605       0.150098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4414                 NaN            NaN  0.543626       0.150089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4428                 NaN            NaN  0.542354       0.148959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4482                 NaN            NaN  0.537131       0.146876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4445                 NaN            NaN  0.540711       0.147856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4449                 NaN            NaN  0.540364       0.147501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4445                 NaN            NaN  0.540781       0.147214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4448                 NaN            NaN  0.540488       0.146839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4452                 NaN            NaN  0.540207       0.146341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4444                 NaN            NaN  0.541010       0.146004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3616                 NaN            NaN  0.621699       0.167252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5266                 NaN            NaN  0.461075       0.123589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4443                 NaN            NaN  0.541253       0.144581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4414                 NaN            NaN  0.544098       0.144791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4443                 NaN            NaN  0.541327       0.143754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4432                 NaN            NaN  0.542493       0.143467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4409                 NaN            NaN  0.544801       0.143456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4410                 NaN            NaN  0.544718       0.142859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4393                 NaN            NaN  0.546394       0.143072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4503                 NaN            NaN  0.535757       0.139274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4268                 NaN            NaN  0.558737       0.144478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4344                 NaN            NaN  0.551416       0.142076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4384                 NaN            NaN  0.547555       0.140493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4269                 NaN            NaN  0.558810       0.143119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4415                 NaN            NaN  0.544704       0.138110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4320                 NaN            NaN  0.553982       0.140234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4302                 NaN            NaN  0.555801       0.140231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4789                 NaN            NaN  0.508321       0.127655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3777                 NaN            NaN  0.607146       0.151340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4252                 NaN            NaN  0.560898       0.139205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4233                 NaN            NaN  0.562800       0.139169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4237                 NaN            NaN  0.562482       0.138090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4206                 NaN            NaN  0.565532       0.138563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4192                 NaN            NaN  0.567045       0.137813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4173                 NaN            NaN  0.568944       0.137647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4158                 NaN            NaN  0.570489       0.137371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4125                 NaN            NaN  0.573756       0.137309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4051                 NaN            NaN  0.581048       0.138516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4162                 NaN            NaN  0.570328       0.134617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4096                 NaN            NaN  0.576807       0.135938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4064                 NaN            NaN  0.579992       0.135911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4037                 NaN            NaN  0.582703       0.135644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4017                 NaN            NaN  0.584785       0.135410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4692                 NaN            NaN  0.518940       0.118888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3264                 NaN            NaN  0.658596       0.150251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3926                 NaN            NaN  0.593869       0.135492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3924                 NaN            NaN  0.594141       0.134724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3969                 NaN            NaN  0.589847       0.132821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3900                 NaN            NaN  0.596636       0.133932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3874                 NaN            NaN  0.599273       0.133763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3625                 NaN            NaN  0.623686       0.138402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4086                 NaN            NaN  0.578630       0.127868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3828                 NaN            NaN  0.603895       0.132751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3805                 NaN            NaN  0.606206       0.132724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3794                 NaN            NaN  0.607358       0.132374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3903                 NaN            NaN  0.596783       0.129456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3623                 NaN            NaN  0.624197       0.134982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3751                 NaN            NaN  0.611696       0.131601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3731                 NaN            NaN  0.613782       0.131352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3698                 NaN            NaN  0.617028       0.131609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3689                 NaN            NaN  0.617959       0.131181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3719                 NaN            NaN  0.615103       0.130106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3581                 NaN            NaN  0.628674       0.132402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3777                 NaN            NaN  0.609516       0.128041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3639                 NaN            NaN  0.623017       0.130506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3722                 NaN            NaN  0.614940       0.128376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3657                 NaN            NaN  0.621364       0.129240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3654                 NaN            NaN  0.621702       0.129063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3641                 NaN            NaN  0.623022       0.128943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3658                 NaN            NaN  0.621348       0.128505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3650                 NaN            NaN  0.622158       0.127985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3654                 NaN            NaN  0.621845       0.127734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3647                 NaN            NaN  0.622566       0.127549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3651                 NaN            NaN  0.622167       0.127242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.8704                 NaN            NaN  0.422855       0.123033E-002            NaN            NaN  0.705496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3305                 NaN            NaN  0.198731                 NaN            NaN            NaN   1.47076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3611                 NaN            NaN  0.194649                 NaN            NaN            NaN   1.44420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3925                 NaN            NaN  0.189688                 NaN            NaN            NaN   1.41777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4157                 NaN            NaN  0.190582                 NaN            NaN            NaN   1.39368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4568                 NaN            NaN  0.180077                 NaN            NaN            NaN   1.36309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4763                 NaN            NaN  0.177650                 NaN            NaN            NaN   1.34609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5028                 NaN            NaN  0.177359                 NaN            NaN            NaN   1.31986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5338                 NaN            NaN  0.168984                 NaN            NaN            NaN   1.29725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5544                 NaN            NaN  0.166049                 NaN            NaN            NaN   1.27951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5801                 NaN            NaN  0.161849                 NaN            NaN            NaN   1.25806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6008                 NaN            NaN  0.159414                 NaN            NaN            NaN   1.23979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6283                 NaN            NaN  0.154306                 NaN            NaN            NaN   1.21736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5658                 NaN            NaN  0.159949                 NaN            NaN            NaN   1.27420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7448                 NaN            NaN  0.141194                 NaN            NaN            NaN   1.11399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6999                 NaN            NaN  0.143549                 NaN            NaN            NaN   1.15659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7115                 NaN            NaN  0.140016                 NaN            NaN            NaN   1.14846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7322                 NaN            NaN  0.137556                 NaN            NaN            NaN   1.13026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7478                 NaN            NaN  0.133254                 NaN            NaN            NaN   1.11899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7698                 NaN            NaN  0.132380                 NaN            NaN            NaN   1.09780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7951                 NaN            NaN  0.128947                 NaN            NaN            NaN   1.07594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8021                 NaN            NaN  0.121835                 NaN            NaN            NaN   1.07602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8289                 NaN            NaN  0.122037                 NaN            NaN            NaN   1.04909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8433                 NaN            NaN  0.119762                 NaN            NaN            NaN   1.03697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8583                 NaN            NaN  0.116951                 NaN            NaN            NaN   1.02471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8773                 NaN            NaN  0.112581                 NaN            NaN            NaN   1.01007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8887                 NaN            NaN  0.111135                 NaN            NaN            NaN   1.00015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9114                 NaN            NaN  0.107882                 NaN            NaN            NaN  0.980686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9199                 NaN            NaN  0.122283                 NaN            NaN            NaN  0.957824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8679                 NaN            NaN  0.967675E-001            NaN            NaN            NaN   1.03533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0287                 NaN            NaN  0.929368E-001            NaN            NaN            NaN  0.878385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9636                 NaN            NaN  0.956715E-001            NaN            NaN            NaN  0.940765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
