|6.6.6
Archiving\03_Data\frac/QFM_m2.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1130.33        2500.00                 NaN            NaN            NaN   6.03352        2.72011                 NaN            NaN            NaN   21.4575                 NaN   10.4223        43.2186                 NaN   16.1479                 NaN
  1127.82        2500.00                 NaN            NaN            NaN   6.02377        2.73389                 NaN            NaN            NaN   21.4335                 NaN   10.4628        43.2201                 NaN   16.1260                 NaN
  1125.31        2500.00                 NaN            NaN            NaN   6.03315        2.73726                 NaN            NaN            NaN   21.4089                 NaN   10.4887        43.2130                 NaN   16.1190                 NaN
  1122.81        2500.00                 NaN            NaN            NaN   6.11383        2.65115                 NaN            NaN            NaN   21.5027                 NaN   10.5147        43.0816                 NaN   16.1360                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   6.12604        2.63906                 NaN            NaN            NaN   21.5183                 NaN   10.5416        43.0469                 NaN   16.1281                 NaN
  1117.79        2500.00                 NaN            NaN            NaN   6.09279        2.67668                 NaN            NaN            NaN   21.4657                 NaN   10.5712        43.0890                 NaN   16.1046                 NaN
  1115.29        2500.00                 NaN            NaN            NaN   6.17447        2.59767                 NaN            NaN            NaN   21.5388                 NaN   10.5993        42.9660                 NaN   16.1238                 NaN
  1112.78        2500.00                 NaN            NaN            NaN   6.13687        2.63493                 NaN            NaN            NaN   21.5017                 NaN   10.6322        43.0019                 NaN   16.0924                 NaN
  1110.28        2500.00                 NaN            NaN            NaN   6.15514        2.62425                 NaN            NaN            NaN   21.4959                 NaN   10.6615        42.9722                 NaN   16.0911                 NaN
  1107.77        2500.00                 NaN            NaN            NaN   6.17781        2.60568                 NaN            NaN            NaN   21.5041                 NaN   10.6901        42.9350                 NaN   16.0873                 NaN
  1105.26        2500.00                 NaN            NaN            NaN   6.19955        2.58755                 NaN            NaN            NaN   21.5130                 NaN   10.7197        42.8974                 NaN   16.0828                 NaN
  1102.76        2500.00                 NaN            NaN            NaN   6.27869        2.50770                 NaN            NaN            NaN   21.5961                 NaN   10.7524        42.7679                 NaN   16.0972                 NaN
  1100.25        2500.00                 NaN            NaN            NaN   6.30279        2.48608                 NaN            NaN            NaN   21.6044                 NaN   10.7822        42.7297                 NaN   16.0947                 NaN
  1097.74        2500.00                 NaN            NaN            NaN   6.32194        2.46862                 NaN            NaN            NaN   21.6241                 NaN   10.8103        42.6878                 NaN   16.0872                 NaN
  1095.24        2500.00                 NaN            NaN            NaN   6.34653        2.44817                 NaN            NaN            NaN   21.6310                 NaN   10.8407        42.6493                 NaN   16.0843                 NaN
  1092.73        2500.00                 NaN            NaN            NaN   6.30157        2.48203                 NaN            NaN            NaN   21.6360                 NaN   10.8741        42.6569                 NaN   16.0495                 NaN
  1090.23        2500.00                 NaN            NaN            NaN   6.39858        2.38436                 NaN            NaN            NaN   21.2418                 NaN   10.9700        42.7362                 NaN   16.2691                 NaN
  1087.72        2500.00                 NaN            NaN            NaN   6.41921        2.38310                 NaN            NaN            NaN   21.6810                 NaN   10.9315        42.5149                 NaN   16.0704                 NaN
  1085.21        2500.00                 NaN            NaN            NaN   6.53216        2.34620                 NaN            NaN            NaN   21.4704                 NaN   11.0012        42.5568                 NaN   16.0933                 NaN
  1082.71        2500.00                 NaN            NaN            NaN   6.21894        2.48293                 NaN            NaN            NaN   21.7929                 NaN   10.9780        42.5081                 NaN   16.0191                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   6.30776        2.38100                 NaN            NaN            NaN   21.8067                 NaN   11.0831        42.3624                 NaN   16.0591                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   6.50998        2.29914                 NaN            NaN            NaN   21.7519                 NaN   11.0571        42.3356                 NaN   16.0464                 NaN
  1075.19        2500.00                 NaN            NaN            NaN   6.53704        2.27470                 NaN            NaN            NaN   21.7714                 NaN   11.0880        42.2869                 NaN   16.0420                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   6.55026        2.26463                 NaN            NaN            NaN   21.7709                 NaN   11.1200        42.2590                 NaN   16.0353                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   6.56790        2.24104                 NaN            NaN            NaN   21.8205                 NaN   11.1534        42.1973                 NaN   16.0199                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   6.52857        2.26774                 NaN            NaN            NaN   21.8317                 NaN   11.1898        42.1960                 NaN   15.9862                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   6.55939        2.25310                 NaN            NaN            NaN   21.8084                 NaN   11.2124        42.1813                 NaN   15.9854                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   6.61303        2.18997                 NaN            NaN            NaN   21.8881                 NaN   11.2644        42.0633                 NaN   15.9812                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   6.71490        2.23610                 NaN            NaN            NaN   21.4885                 NaN   11.2443        42.2949                 NaN   16.0213                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   6.73877        2.24561                 NaN            NaN            NaN   21.4175                 NaN   11.2577        42.3241                 NaN   16.0162                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   6.71178        2.10387                 NaN            NaN            NaN   21.9554                 NaN   11.3511        41.9020                 NaN   15.9759                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   7.02166        1.64458                 NaN            NaN            NaN   21.9229                 NaN   11.4360        41.6804       0.225738        16.0688                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   7.75403       0.456846                 NaN            NaN            NaN   21.3327                 NaN   11.6189        41.4690       0.895138        16.4734                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   8.17357       0.388917E-001            NaN            NaN            NaN   21.6937                 NaN   11.6502        40.9929        1.00199        16.4487                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   8.07941                 NaN            NaN            NaN            NaN   21.3095                 NaN   11.7173        41.2283        1.10659        16.5589                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   8.07491                 NaN            NaN            NaN            NaN   21.0572       0.255955        11.7242        41.2218        1.10971        16.5563                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   8.19337                 NaN            NaN            NaN            NaN   21.7763                 NaN   11.7251        40.8704        1.00624        16.4286                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   8.07651                 NaN            NaN            NaN            NaN   20.5485       0.814709        11.7622        41.1646        1.10197        16.5315                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   8.07670                 NaN            NaN            NaN            NaN   20.2922        1.09297        11.7758        41.1422        1.09968        16.5204                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   8.14763                 NaN            NaN            NaN            NaN   21.3689                 NaN   11.7849        41.1299        1.08722        16.4815                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   8.08774                 NaN            NaN            NaN            NaN   19.7878        1.61310        11.8055        41.1125        1.09326        16.5001                 NaN
  1027.57        2500.00                 NaN            NaN            NaN   8.06574                 NaN            NaN            NaN            NaN   21.5707                 NaN   11.8345        40.9929        1.07169        16.4645                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   8.10633                 NaN            NaN            NaN            NaN   21.5541                 NaN   11.8518        40.9864        1.06413        16.4372                 NaN
  1022.56        2500.00                 NaN            NaN            NaN   8.11828                 NaN            NaN            NaN            NaN   21.5445                 NaN   11.8846        40.9663        1.06081        16.4254                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   8.10186                 NaN            NaN            NaN            NaN   21.5265                 NaN   11.8962        40.9695        1.06560        16.4403                 NaN
  1017.54        2500.00                 NaN            NaN            NaN   8.25202                 NaN            NaN            NaN            NaN   21.9336                 NaN   11.8948        40.6316       0.963627        16.3243                 NaN
  1015.04        2500.00                 NaN            NaN            NaN   8.24545                 NaN            NaN            NaN            NaN   21.9862                 NaN   11.9270        40.5853       0.957988        16.2980                 NaN
  1012.53        2500.00                 NaN            NaN            NaN   8.24380                 NaN            NaN            NaN            NaN   22.0240                 NaN   11.9576        40.5461       0.953035        16.2754                 NaN
  1010.03        2500.00                 NaN            NaN            NaN   8.07085                 NaN            NaN            NaN            NaN   21.7603                 NaN   11.9658        40.7922        1.03752        16.3733                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   6.64772                 NaN            NaN            NaN   35.6292                 NaN   4.26085        41.4839       0.294143        11.6842                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   6.65256                 NaN            NaN            NaN   35.7498                 NaN   4.27729        41.4044       0.283898        11.6321                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   6.65732                 NaN            NaN            NaN   35.8346                 NaN   4.29922        41.3397       0.274556        11.5945                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   6.65237                 NaN            NaN            NaN   35.9397                 NaN   4.35213        41.2380       0.263331        11.5545                 NaN
