|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1948.72        500.000        99.2563       0.678708       0.649715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2413       0.678881       0.798109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2263       0.679054       0.946563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2113       0.679227       0.109508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1962       0.679400       0.124365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1812       0.679573       0.139228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1662       0.679746       0.154097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1511       0.679919       0.168971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1361       0.680091       0.183852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.1215       0.680261       0.198234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.1069       0.680430       0.212622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0924       0.680600       0.227015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0778       0.680769       0.241414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0632       0.680939       0.255818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0487       0.681108       0.270228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0341       0.681277       0.284643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0195       0.681447       0.299064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0054       0.681613       0.312998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.9913       0.681779       0.326937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.9772       0.681945       0.340881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        98.9631       0.682111       0.354830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        98.9489       0.682277       0.368785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        98.9348       0.682443       0.382745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        98.9207       0.682609       0.396711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        98.9065       0.682775       0.410681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        98.8929       0.682938       0.424153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        98.8793       0.683101       0.437629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        98.8656       0.683264       0.451111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        98.8520       0.683426       0.464597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        98.8383       0.683589       0.478089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        98.8247       0.683751       0.491585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        98.8110       0.683914       0.505086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        98.7973       0.684077       0.518593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        98.7841       0.684236       0.531621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        98.7709       0.684396       0.544655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        98.7578       0.684555       0.557693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        98.7445       0.684715       0.570736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        98.7313       0.684874       0.583783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        98.7181       0.685034       0.596835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        98.7049       0.685193       0.609892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        98.6917       0.685352       0.622954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        98.6790       0.685509       0.635537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        98.6662       0.685665       0.648124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        98.6535       0.685821       0.660716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        98.6407       0.685977       0.673313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        98.6280       0.686134       0.685914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        98.6152       0.686290       0.698519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        98.6024       0.686446       0.711129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        98.5897       0.686602       0.723743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        98.5809       0.686732       0.732345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        98.5620       0.686913       0.748075       0.296320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        98.5382       0.687078       0.758992       0.157073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        98.5144       0.687242       0.769913       0.284577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        98.4910       0.687405       0.780683       0.408669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        98.4677       0.687568       0.791456       0.532822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        98.4443       0.687731       0.802234       0.657035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        98.4210       0.687894       0.813015       0.781310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        98.3982       0.688055       0.823592       0.901241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.3755       0.688216       0.834172       0.102123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.3527       0.688377       0.844756       0.114128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.3300       0.688538       0.855344       0.126138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.0661       0.688730       0.856586       0.138346       0.250272                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        97.2827       0.688988       0.837523       0.151539        1.03927                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        96.4898       0.689239       0.816946       0.164592        1.83940                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        95.6964       0.689488       0.796353       0.177654        2.64008                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        94.8732       0.689718       0.770540       0.190344        3.47623                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        94.0494       0.689946       0.744710       0.203042        4.31289                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        93.2252       0.690171       0.718863       0.215748        5.15007                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        92.4004       0.690395       0.693000       0.228462        5.98774                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        91.5752       0.690615       0.667120       0.241183        6.82590                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        90.7495       0.690834       0.641223       0.253912        7.66455                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        89.9233       0.691050       0.615311       0.266648        8.50367                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        89.0967       0.691264       0.589383       0.279391        9.34325                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        88.2314       0.691446       0.554758       0.291560        10.2308                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        87.3658       0.691626       0.520116       0.303734        11.1187                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        86.4998       0.691803       0.485457       0.315914        12.0071                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        85.6334       0.691978       0.450783       0.328099        12.8958                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        84.7666       0.692150       0.416092       0.340288        13.7848                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        83.8995       0.692319       0.381386       0.352483        14.6743                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        83.0321       0.692485       0.346666       0.364682        15.5640                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        82.1644       0.692648       0.311930       0.376886        16.4541                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        81.2836       0.692785       0.270689       0.388636        17.3643                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        80.4026       0.692919       0.229435       0.400390        18.2747                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        79.5213       0.693049       0.188168       0.412147        19.1853                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        78.6398       0.693177       0.146889       0.423906        20.0962                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        77.7594       0.693289       0.102314       0.435379        21.0096                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        76.8789       0.693397       0.577297E-001  0.446854        21.9231                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        76.0016       0.693496       0.116765E-001  0.458339        22.8349                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        75.2310       0.693738                 NaN  0.468003        23.6073                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        74.5321       0.694015                 NaN  0.476990        24.2969                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        73.8328       0.694289                 NaN  0.485983        24.9870                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        73.1330       0.694560                 NaN  0.494981        25.6774                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        72.4329       0.694829                 NaN  0.503983        26.3683                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        71.7323       0.695095                 NaN  0.512991        27.0596                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        71.0313       0.695358                 NaN  0.522004        27.7513                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        70.3300       0.695618                 NaN  0.531021        28.4434                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        69.6283       0.695876                 NaN  0.540043        29.1358                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        68.9743       0.696114                 NaN  0.548559        29.7810                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        68.3200       0.696351                 NaN  0.557078        30.4266                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        67.6794       0.696584                 NaN  0.565408        31.0587                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        66.8041       0.697081                 NaN  0.572842        31.5533       0.372693                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        65.1527       0.698505                 NaN  0.576202        31.5730        1.99962                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        63.4946       0.699934                 NaN  0.579575        31.5928        3.63314                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        61.8298       0.701367                 NaN  0.582960        31.6126        5.27329                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        60.1584       0.702805                 NaN  0.586358        31.6324        6.92010                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        58.7941       0.704013                 NaN  0.586693        31.6176        8.29760                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        57.4252       0.705225                 NaN  0.587028        31.6028        9.67978                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        56.0517       0.706439                 NaN  0.587364        31.5879        11.0667                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        54.6736       0.707657                 NaN  0.587700        31.5728        12.4583                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        53.2908       0.708878                 NaN  0.588036        31.5577        13.8546                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        51.9034       0.710101                 NaN  0.588372        31.5425        15.2557                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        50.5113       0.711328                 NaN  0.588708        31.5271        16.6615                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        49.1145       0.712558                 NaN  0.589045        31.5117        18.0722                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        47.9723       0.713599                 NaN  0.585305        31.4741        19.2547                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        46.8268       0.714642                 NaN  0.581553        31.4364        20.4407                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        45.6780       0.715687                 NaN  0.577789        31.3985        21.6300                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        44.5260       0.716734                 NaN  0.574014        31.3605        22.8227                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        43.3707       0.717784                 NaN  0.570227        31.3224        24.0189                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        42.2122       0.718836                 NaN  0.566428        31.2841        25.2185                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        41.0504       0.719890                 NaN  0.562618        31.2456        26.4215                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        39.8852       0.720946                 NaN  0.558795        31.2070        27.6280                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        38.8276       0.721925                 NaN  0.549238        31.1716        28.7297                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        37.7671       0.722906                 NaN  0.539654        31.1361        29.8342                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        36.7039       0.723889                 NaN  0.530043        31.1005        30.9417                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        35.6380       0.724873                 NaN  0.520406        31.0647        32.0520                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        34.5693       0.725860                 NaN  0.510742        31.0288        33.1653                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        33.4977       0.726849                 NaN  0.501051        30.9928        34.2816                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        32.4234       0.727840                 NaN  0.491333        30.9567        35.4008                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        31.3463       0.728832                 NaN  0.481588        30.9204        36.5229                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        30.1517       0.729931                 NaN  0.475148        30.8904        36.9073       0.845587                 NaN            NaN            NaN            NaN
  1532.05        500.000        28.7557       0.731221                 NaN  0.477994        30.8457        36.2634        2.92603                 NaN            NaN            NaN            NaN
  1528.85        500.000        27.3608       0.732523                 NaN  0.478180        30.8180        35.8191        4.79141                 NaN            NaN            NaN            NaN
  1525.64        500.000        25.9611       0.733828                 NaN  0.478367        30.7902        35.3731        6.66340                 NaN            NaN            NaN            NaN
  1522.44        500.000        24.4085       0.735314                 NaN  0.456444        30.8346        36.4346        5.95676        1.17371                 NaN            NaN            NaN
  1519.23        500.000        22.9321       0.736734                 NaN  0.433003        30.8829        37.5020        2.42377        5.08943                 NaN            NaN            NaN
  1516.03        500.000        22.9310       0.736755                 NaN  0.433020        30.8834        37.5026        2.42380        5.08950                 NaN            NaN            NaN
  1512.82        500.000        20.3198       0.739257                 NaN  0.393723        30.9536        38.8981        4.29445        4.40101                 NaN            NaN            NaN
  1509.62        500.000        20.3188       0.739277                 NaN  0.393738        30.9540        38.8986        4.29451        4.40106                 NaN            NaN            NaN
  1506.41        500.000        20.3178       0.739296                 NaN  0.393753        30.9544        38.8991        4.29456        4.40111                 NaN            NaN            NaN
  1503.21        500.000        20.3168       0.739316                 NaN  0.393768        30.9548        38.8996        4.29461        4.40115                 NaN            NaN            NaN
  1500.00        500.000        20.3158       0.739335                 NaN  0.393783        30.9552        38.9000        4.29467        4.40120                 NaN            NaN            NaN
  1496.79        500.000        20.3148       0.739354                 NaN  0.393798        30.9556        38.9005        4.29472        4.40125                 NaN            NaN            NaN
  1493.59        500.000        20.3137       0.739374                 NaN  0.393813        30.9560        38.9010        4.29478        4.40130                 NaN            NaN            NaN
  1490.38        500.000        20.3127       0.739393                 NaN  0.393828        30.9564        38.9015        4.29483        4.40134                 NaN            NaN            NaN
  1487.18        500.000        12.7949       0.746660                 NaN  0.298726        31.0186        40.1265        5.92069        9.09403                 NaN            NaN            NaN
  1483.97        500.000        12.7942       0.746676                 NaN  0.298736        31.0188        40.1268        5.92073        9.09408                 NaN            NaN            NaN
  1480.77        500.000        12.7936       0.746691                 NaN  0.298746        31.0190        40.1270        5.92078        9.09413                 NaN            NaN            NaN
  1477.56        500.000        12.7930       0.746706                 NaN  0.298756        31.0192        40.1273        5.92083        9.09418                 NaN            NaN            NaN
  1474.36        500.000        12.7923       0.746722                 NaN  0.298766        31.0195        40.1276        5.92087        9.09423                 NaN            NaN            NaN
  1471.15        500.000        12.7917       0.746737                 NaN  0.298776        31.0197        40.1279        5.92092        9.09428                 NaN            NaN            NaN
  1467.95        500.000        12.7911       0.746752                 NaN  0.298786        31.0199        40.1282        5.92097        9.09433                 NaN            NaN            NaN
  1464.74        500.000        12.7904       0.746767                 NaN  0.298796        31.0201        40.1285        5.92102        9.09438                 NaN            NaN            NaN
  1461.54        500.000        8.29110       0.751338                 NaN  0.244125        30.9419        40.3251        11.9297        7.51672                 NaN            NaN            NaN
  1458.33        500.000        8.29073       0.751351                 NaN  0.244133        30.9420        40.3253        11.9297        7.51676                 NaN            NaN            NaN
  1455.13        500.000        8.29036       0.751364                 NaN  0.244140        30.9422        40.3254        11.9298        7.51680                 NaN            NaN            NaN
  1451.92        500.000        8.28998       0.751376                 NaN  0.244148        30.9423        40.3256        11.9298        7.51684                 NaN            NaN            NaN
  1448.72        500.000        8.28961       0.751389                 NaN  0.244156        30.9424        40.3258        11.9298        7.51688                 NaN            NaN            NaN
  1445.51        500.000        8.28923       0.751401                 NaN  0.244163        30.9425        40.3259        11.9298        7.51692                 NaN            NaN            NaN
  1442.31        500.000        8.28886       0.751414                 NaN  0.244171        30.9426        40.3261        11.9299        7.51696                 NaN            NaN            NaN
  1439.10        500.000        8.28848       0.751427                 NaN  0.244178        30.9427        40.3263        11.9299        7.51700                 NaN            NaN            NaN
  1435.90        500.000        5.52848       0.754454                 NaN  0.213498        30.8183        40.7890        13.8979        7.99838                 NaN            NaN            NaN
  1432.69        500.000        5.52827       0.754465                 NaN  0.213505        30.8184        40.7891        13.8979        7.99842                 NaN            NaN            NaN
  1429.49        500.000        5.52806       0.754476                 NaN  0.213511        30.8184        40.7891        13.8979        7.99845                 NaN            NaN            NaN
  1426.28        500.000        5.52785       0.754487                 NaN  0.213517        30.8185        40.7892        13.8979        7.99848                 NaN            NaN            NaN
  1423.08        500.000        5.52763       0.754498                 NaN  0.213524        30.8185        40.7893        13.8979        7.99851                 NaN            NaN            NaN
  1419.87        500.000        5.52742       0.754509                 NaN  0.213530        30.8186        40.7894        13.8980        7.99855                 NaN            NaN            NaN
  1416.67        500.000        5.52720       0.754520                 NaN  0.213536        30.8186        40.7895        13.8980        7.99858                 NaN            NaN            NaN
  1413.46        500.000        5.52699       0.754531                 NaN  0.213543        30.8187        40.7897        13.8980        7.99861                 NaN            NaN            NaN
  1410.26        500.000        3.72718       0.756702                 NaN  0.206080        30.6661        41.3133        8.00281        15.3279                 NaN            NaN            NaN
  1407.05        500.000        3.72706       0.756712                 NaN  0.206086        30.6661        41.3133        8.00283        15.3279                 NaN            NaN            NaN
  1403.85        500.000        3.72694       0.756722                 NaN  0.206092        30.6661        41.3134        8.00286        15.3279                 NaN            NaN            NaN
  1400.64        500.000        3.72683       0.756732                 NaN  0.206098        30.6661        41.3134        8.00289        15.3279                 NaN            NaN            NaN
  1397.44        500.000        3.72671       0.756742                 NaN  0.206104        30.6661        41.3135        8.00292        15.3279                 NaN            NaN            NaN
  1394.23        500.000        3.72659       0.756752                 NaN  0.206110        30.6662        41.3136        8.00295        15.3279                 NaN            NaN            NaN
  1391.03        500.000        3.72647       0.756761                 NaN  0.206116        30.6662        41.3136        8.00297        15.3279                 NaN            NaN            NaN
  1387.82        500.000        3.72635       0.756771                 NaN  0.206122        30.6662        41.3137        8.00300        15.3279                 NaN            NaN            NaN
  1384.62        500.000        2.42367       0.758505                 NaN  0.217385        30.4903        41.7950        16.4187        7.89647                 NaN            NaN            NaN
  1381.41        500.000        2.42361       0.758515                 NaN  0.217391        30.4903        41.7950        16.4187        7.89649                 NaN            NaN            NaN
  1378.21        500.000        2.42354       0.758524                 NaN  0.217397        30.4903        41.7951        16.4186        7.89652                 NaN            NaN            NaN
  1375.00        500.000        2.42348       0.758533                 NaN  0.217403        30.4903        41.7951        16.4186        7.89654                 NaN            NaN            NaN
  1371.79        500.000        2.42342       0.758542                 NaN  0.217409        30.4903        41.7952        16.4186        7.89657                 NaN            NaN            NaN
  1368.59        500.000        2.42336       0.758551                 NaN  0.217415        30.4903        41.7952        16.4186        7.89659                 NaN            NaN            NaN
  1365.38        500.000        2.42330       0.758560                 NaN  0.217422        30.4902        41.7953        16.4186        7.89662                 NaN            NaN            NaN
  1362.18        500.000        2.42323       0.758569                 NaN  0.217428        30.4902        41.7953        16.4186        7.89665                 NaN            NaN            NaN
  1358.97        500.000        1.40531       0.760062                 NaN  0.242979        30.2959        42.2416        7.76220        17.2919                 NaN            NaN            NaN
  1355.77        500.000        1.40529       0.760070                 NaN  0.242986        30.2959        42.2417        7.76223        17.2919                 NaN            NaN            NaN
  1352.56        500.000        1.40526       0.760079                 NaN  0.242993        30.2959        42.2417        7.76225        17.2919                 NaN            NaN            NaN
  1349.36        500.000        1.40523       0.760087                 NaN  0.243000        30.2958        42.2417        7.76228        17.2918                 NaN            NaN            NaN
  1346.15        500.000        1.40520       0.760096                 NaN  0.243006        30.2958        42.2418        7.76230        17.2918                 NaN            NaN            NaN
  1342.95        500.000        1.40518       0.760104                 NaN  0.243013        30.2958        42.2418        7.76233        17.2918                 NaN            NaN            NaN
  1339.74        500.000        1.40515       0.760113                 NaN  0.243020        30.2957        42.2418        7.76235        17.2918                 NaN            NaN            NaN
  1336.54        500.000        1.40512       0.760121                 NaN  0.243027        30.2957        42.2419        7.76238        17.2918                 NaN            NaN            NaN
  1333.33        500.000       0.554951       0.761476                 NaN  0.280044        30.0857        42.6736        18.0158        7.62846                 NaN            NaN            NaN
  1330.13        500.000       0.554942       0.761484                 NaN  0.280051        30.0856        42.6736        18.0158        7.62848                 NaN            NaN            NaN
  1326.92        500.000       0.554934       0.761493                 NaN  0.280059        30.0856        42.6737        18.0158        7.62851                 NaN            NaN            NaN
  1323.72        500.000       0.554926       0.761501                 NaN  0.280067        30.0855        42.6737        18.0157        7.62853                 NaN            NaN            NaN
  1320.51        500.000       0.162100       0.762166                 NaN  0.301613        29.9744        42.8892        7.56965        18.3409                 NaN            NaN            NaN
  1317.31        500.000       0.660435E-001  0.762337                 NaN  0.307395        29.9457        42.9400        18.4184        7.56008                 NaN            NaN            NaN
  1314.10        500.000                 NaN  0.762461                 NaN  0.313098        29.9241        42.9953        18.4756        7.52941                 NaN            NaN            NaN
  1310.90        500.000                 NaN  0.762469                 NaN  0.313107        29.9240        42.9953        18.4756        7.52944                 NaN            NaN            NaN
  1307.69        500.000                 NaN  0.762491                 NaN  0.323708        29.9139        43.0999        7.40779        18.4923                 NaN            NaN            NaN
  1304.49        500.000                 NaN  0.762499                 NaN  0.323717        29.9138        43.0999        7.40782        18.4923                 NaN            NaN            NaN
  1301.28        500.000                 NaN  0.762523                 NaN  0.335287        29.9031        43.2044        18.5047        7.29000                 NaN            NaN            NaN
  1298.08        500.000                 NaN  0.762515                 NaN  0.340040        29.9053        43.2384        18.4964        7.24054       0.167746E-001            NaN            NaN
  1294.87        500.000                 NaN  0.762506                 NaN  0.345197        29.9075        43.2652        18.4833        7.20212       0.342381E-001            NaN            NaN
  1291.67        500.000                 NaN  0.762514                 NaN  0.345206        29.9074        43.2652        18.4833        7.20214       0.342401E-001            NaN            NaN
  1288.46        500.000                 NaN  0.762521                 NaN  0.345216        29.9073        43.2653        18.4832        7.20217       0.342421E-001            NaN            NaN
  1285.26        500.000                 NaN  0.762529                 NaN  0.345225        29.9073        43.2653        18.4832        7.20219       0.342442E-001            NaN            NaN
  1282.05        500.000                 NaN  0.762469                 NaN  0.365684        29.9154        43.3786        18.4355        7.03911       0.103255                 NaN            NaN
