|6.6.6
Archiving\03_Data\fracLP/QFM_m5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.10215        1.06484       0.949652E-004   6.95076        41.7058       0.756499        40.4199     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99554        1.17513       0.866058E-004   6.95333        41.7001       0.755212        40.4206     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.06832        1.09341       0.790999E-004   6.94761        41.7125       0.758844        40.4192     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97114        1.19448       0.723315E-004   6.95033        41.7065       0.757482        40.4200     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.87441        1.29510       0.665333E-004   6.95306        41.7004       0.756110        40.4208     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.78148        1.39198       0.608874E-004   6.95585        41.6943       0.754717        40.4217     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.65383        1.52413       0.471181E-004   6.95907        41.6873       0.753068        40.4225     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.64141        1.55790       0.316641E-004   6.97287        41.6564       0.745237        40.4262     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.54961        1.65364       0.295304E-004   6.97569        41.6502       0.743837        40.4270     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.44677        1.74290       0.411174E-004   6.96736        41.6690       0.748973        40.4250     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.36997        1.82383       0.399124E-004   6.97032        41.6625       0.747499        40.4258     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.29927        1.89873       0.368197E-004   6.97332        41.6560       0.746008        40.4267     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.23072        1.97150       0.341061E-004   6.97633        41.6494       0.744506        40.4275     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2723                 NaN            NaN   7.01552        41.5503       0.722314        40.4396     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2796                 NaN            NaN   7.02051        41.5395       0.719615        40.4408     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2872                 NaN            NaN   7.02569        41.5282       0.716807        40.4422     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.33661        1.90815                 NaN   7.00364        41.5870       0.729517        40.4351     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.93059        2.29317       0.236181E-004   6.99175        41.6157       0.736838        40.4319     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87925        2.34890       0.221157E-004   6.99490        41.6089       0.735276        40.4328     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.82976        2.40279       0.207371E-004   6.99805        41.6020       0.733710        40.4337     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.35133       0.967810                 NaN   7.04804        41.4798       0.704895        40.4481     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.22223        1.10093                 NaN   7.05091        41.4735       0.703453        40.4490     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.10133        1.22583                 NaN   7.05374        41.4672       0.702042        40.4498     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.65821        2.59225                 NaN   7.01078        41.5741       0.727370        40.4373     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.61902        2.63596                 NaN   7.01402        41.5670       0.725777        40.4383     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.24785        1.09445                 NaN   7.06382        41.4444       0.696854        40.4526     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN  0.810533                 NaN   9.04559                 NaN            NaN   6.89818        41.8015       0.792436        40.6517     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49538        2.77494                 NaN   7.02479        41.5433       0.720258        40.4414     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.48857        2.78477                 NaN   7.02700        41.5383       0.719329        40.4420     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.44180        2.86076                 NaN   7.04525        41.4962       0.709179        40.4468     
