|6.6.6
Archiving\03_Data\fracLP/QFM_m5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1887.22        500.000        96.2397       0.826081        2.92847       0.579796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        96.2324       0.826188        2.93559       0.579832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        96.2252       0.826295        2.94267       0.579867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        96.2181       0.826401        2.94973       0.579903E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        96.2109       0.826508        2.95676       0.579938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        96.2038       0.826614        2.96378       0.579973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        96.1968       0.826720        2.97073       0.580008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        96.1897       0.826826        2.97769       0.580043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        96.1826       0.826931        2.98466       0.580078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        96.1757       0.827036        2.99149       0.580112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        96.1687       0.827141        2.99836       0.580147E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        96.1618       0.827246        3.00520       0.580181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        96.1548       0.827351        3.01201       0.580215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        96.1485       0.827450        3.01820       0.580246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        96.1411       0.827559        3.02556       0.580284E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        96.1342       0.827664        3.03233       0.580318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        96.1274       0.827767        3.03899       0.580351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        96.1195       0.827879        3.04678       0.580391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        96.1139       0.827974        3.05235       0.580419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        96.1072       0.828077        3.05895       0.580452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        96.1005       0.828180        3.06555       0.580486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        96.0938       0.828282        3.07212       0.580519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        96.0871       0.828385        3.07867       0.580552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        96.0805       0.828487        3.08519       0.580585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        96.0739       0.828589        3.09168       0.580618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        96.0673       0.828691        3.09815       0.580651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        96.0608       0.828793        3.10459       0.580684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        96.0543       0.828894        3.11100       0.580717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        96.0478       0.828995        3.11739       0.580749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        96.0413       0.829096        3.12375       0.580782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        96.0349       0.829197        3.13009       0.580814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        96.0285       0.829298        3.13639       0.580846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        96.0221       0.829398        3.14268       0.580879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        96.0158       0.829498        3.14893       0.580911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        96.0099       0.829594        3.15465       0.580940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        96.0031       0.829698        3.16136       0.580975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        95.9969       0.829797        3.16754       0.581006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        95.9906       0.829897        3.17369       0.581038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        95.9844       0.829996        3.17981       0.581070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        95.9782       0.830095        3.18591       0.581101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        95.9720       0.830193        3.19198       0.581132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        95.9659       0.830292        3.19803       0.581164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        95.9597       0.830390        3.20410       0.581195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        95.9537       0.830488        3.21005       0.581226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        95.9476       0.830586        3.21601       0.581257E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        95.9415       0.830684        3.22196       0.581288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        95.9449       0.830708        3.21856       0.581267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        95.9345       0.830840        3.22886       0.581322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        95.9236       0.830976        3.23963       0.581380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        95.9176       0.831073        3.24547       0.581410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        95.9489       0.830878        3.21444       0.581237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        95.9058       0.831266        3.25707       0.581471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        95.9000       0.831362        3.26284       0.581501E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        95.8941       0.831458        3.26858       0.581531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        95.8896       0.831544        3.27302       0.581554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        95.8826       0.831650        3.27997       0.581591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        95.8768       0.831746        3.28566       0.581621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        95.8711       0.831841        3.29127       0.581650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        95.8654       0.831936        3.29687       0.581680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        95.8597       0.832031        3.30246       0.581710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        95.8540       0.832126        3.30801       0.581739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        95.8484       0.832220        3.31355       0.581768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        95.8428       0.832315        3.31905       0.581797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        95.8372       0.832409        3.32454       0.581827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        95.8317       0.832503        3.32999       0.581856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        95.8262       0.832597        3.33541       0.581885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        95.8206       0.832690        3.34084       0.581914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        95.8152       0.832784        3.34620       0.581942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        95.8097       0.832877        3.35156       0.581971E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        95.8043       0.832970        3.35688       0.581999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        95.7989       0.833063        3.36220       0.582028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        95.7936       0.833155        3.36746       0.582056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        95.7882       0.833248        3.37271       0.582085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        95.7829       0.833340        3.37795       0.582113E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        95.7776       0.833432        3.38314       0.582141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        95.7723       0.833524        3.38831       0.582169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        95.7671       0.833616        3.39347       0.582197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        95.7618       0.833708        3.39863       0.582225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        95.7664       0.833722        3.39402       0.582199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        95.7515       0.833890        3.40877       0.582280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        95.7463       0.833981        3.41388       0.582308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        95.7413       0.834072        3.41884       0.582335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        95.7362       0.834162        3.42384       0.582363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        95.7311       0.834253        3.42882       0.582390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        95.7126       0.834447        3.44712       0.582489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        95.7210       0.834433        3.43869       0.582444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        95.7273       0.834428        3.43247       0.582405E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        95.7111       0.834613        3.44847       0.582498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        95.7062       0.834702        3.45331       0.582525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        95.7002       0.834792        3.45919       0.582552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        95.6964       0.834881        3.46294       0.582579E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        95.7007       0.834895        3.45860       0.582553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        95.6898       0.835034        3.46938       0.582614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        95.6818       0.835147        3.47718       0.582658E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        95.6771       0.835236        3.48188       0.582684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        95.6723       0.835324        3.48656       0.582711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        95.6676       0.835412        3.49121       0.582737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        95.6628       0.835500        3.49582       0.582763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        95.6582       0.835587        3.50042       0.582789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        95.6535       0.835675        3.50500       0.582815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        95.6489       0.835762        3.50954       0.582841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        95.6443       0.835850        3.51406       0.582866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        95.6397       0.835937        3.51856       0.582892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        95.6351       0.836023        3.52303       0.582917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        95.6306       0.836110        3.52748       0.582943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        95.6194       0.836204        3.53128       0.582974E-002  0.725782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        95.6141       0.836360        3.53523       0.583047E-002  0.844441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        95.6101       0.836525        3.53917       0.583128E-002  0.836224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        95.6061       0.836690        3.54308       0.583208E-002  0.826322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        95.6021       0.836853        3.54699       0.583287E-002  0.823494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        95.5981       0.837016        3.55086       0.583366E-002  0.816058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        95.5939       0.837179        3.55482       0.583445E-002  0.830065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        95.5904       0.837341        3.55857       0.583523E-002  0.782267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        95.5874       0.837496        3.56206       0.583596E-002  0.720635E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        95.3175       0.837650        3.55522       0.572791E-002  0.927504E-002  0.274604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.6757                 NaN            NaN            NaN  0.841974E-002  0.315881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.5171                 NaN            NaN            NaN  0.839387E-002  0.474482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5185                 NaN            NaN            NaN  0.836825E-002  0.473142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.5194                 NaN            NaN            NaN  0.833729E-002  0.472289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.1421                 NaN            NaN            NaN  0.148460E-001  0.843046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.9059                 NaN            NaN            NaN  0.160744E-002  0.925086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.6895                 NaN            NaN            NaN  0.575099E-002  0.304730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3636                 NaN            NaN            NaN  0.106553E-001  0.625744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.5282                 NaN            NaN            NaN  0.818401E-002  0.463566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.5327                 NaN            NaN            NaN  0.812013E-002  0.459209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.1511                 NaN            NaN            NaN  0.684021E-004  0.241708       0.607107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7265                 NaN            NaN            NaN            NaN  0.169318E-001   1.25656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7388                 NaN            NaN            NaN            NaN            NaN   1.26119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7628                 NaN            NaN            NaN            NaN            NaN   1.23722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7865                 NaN            NaN            NaN            NaN  0.370536E-001   1.17644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8047                 NaN            NaN            NaN            NaN  0.481042E-001   1.14715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8199                 NaN            NaN            NaN            NaN            NaN   1.18013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8372                 NaN            NaN            NaN            NaN            NaN   1.16276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8519                 NaN            NaN            NaN            NaN            NaN   1.14810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8452                 NaN            NaN            NaN            NaN            NaN   1.15483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9064                 NaN            NaN            NaN            NaN            NaN   1.09357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8989                 NaN            NaN            NaN            NaN            NaN   1.10105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9130                 NaN            NaN            NaN            NaN            NaN   1.08698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9310                 NaN            NaN            NaN            NaN            NaN   1.06903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9396                 NaN            NaN            NaN            NaN            NaN   1.06040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9601                 NaN            NaN            NaN            NaN            NaN   1.03993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
