|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1379.67        2500.00        98.9916       0.390551       0.942653E-001            NaN            NaN  0.223300                 NaN  0.300259                 NaN            NaN            NaN
  1378.57        2500.00        98.9968       0.391380       0.850851E-001            NaN            NaN  0.226915                 NaN  0.299774                 NaN            NaN            NaN
  1377.47        2500.00        99.0045       0.823574E-001  0.389729                 NaN            NaN  0.226287                 NaN  0.297098                 NaN            NaN            NaN
  1376.37        2500.00        99.0113       0.792049E-001  0.388475                 NaN            NaN  0.226127                 NaN  0.294924                 NaN            NaN            NaN
  1375.27        2500.00        99.0191       0.760781E-001  0.387186                 NaN            NaN  0.225247                 NaN  0.292354                 NaN            NaN            NaN
  1374.17        2500.00        99.0231       0.387149       0.723023E-001            NaN            NaN  0.226157                 NaN  0.291244                 NaN            NaN            NaN
  1373.07        2500.00        99.0376       0.382047       0.712422E-001            NaN            NaN  0.222985                 NaN  0.286175                 NaN            NaN            NaN
  1371.97        2500.00        99.0216       0.390612       0.622354E-001            NaN            NaN  0.232241                 NaN  0.293286                 NaN            NaN            NaN
  1370.87        2500.00        99.0735       0.370318       0.677915E-001            NaN            NaN  0.214619                 NaN  0.273770                 NaN            NaN            NaN
  1369.77        2500.00        99.0575       0.378046       0.617368E-001            NaN            NaN  0.222499                 NaN  0.280186                 NaN            NaN            NaN
  1368.67        2500.00        99.0653       0.585967E-001  0.376270                 NaN            NaN  0.221967                 NaN  0.277868                 NaN            NaN            NaN
  1367.57        2500.00        99.0716       0.375162       0.565801E-001            NaN            NaN  0.221088                 NaN  0.275576                 NaN            NaN            NaN
  1366.47        2500.00        99.0669       0.528579E-001  0.376037                 NaN            NaN  0.226037                 NaN  0.278122                 NaN            NaN            NaN
  1365.37        2500.00        99.0941       0.560220E-001  0.367756                 NaN            NaN  0.214725                 NaN  0.267354                 NaN            NaN            NaN
  1364.27        2500.00        99.0936       0.369494       0.502668E-001            NaN            NaN  0.218288                 NaN  0.268384                 NaN            NaN            NaN
  1363.17        2500.00        99.0988       0.369004       0.479522E-001            NaN            NaN  0.217641                 NaN  0.266583                 NaN            NaN            NaN
  1362.06        2500.00        99.1048       0.460336E-001  0.367678                 NaN            NaN  0.216891                 NaN  0.264598                 NaN            NaN            NaN
  1360.96        2500.00        99.1104       0.366872       0.429719E-001            NaN            NaN  0.216781                 NaN  0.262937                 NaN            NaN            NaN
  1359.86        2500.00        99.1189       0.425476E-001  0.364412                 NaN            NaN  0.214378                 NaN  0.259806                 NaN            NaN            NaN
  1358.76        2500.00        99.1244       0.363772       0.393311E-001            NaN            NaN  0.214329                 NaN  0.258175                 NaN            NaN            NaN
  1357.66        2500.00        99.1304       0.382999E-001  0.362337                 NaN            NaN  0.212959                 NaN  0.256016                 NaN            NaN            NaN
  1356.56        2500.00        99.1362       0.361107       0.363564E-001            NaN            NaN  0.212183                 NaN  0.254112                 NaN            NaN            NaN
  1355.46        2500.00        99.1418       0.359830       0.353020E-001            NaN            NaN  0.210995                 NaN  0.252104                 NaN            NaN            NaN
  1354.36        2500.00        99.1480       0.345595E-001  0.357876                 NaN            NaN  0.209606                 NaN  0.249988                 NaN            NaN            NaN
  1353.26        2500.00        99.1542       0.356877       0.318643E-001            NaN            NaN  0.209040                 NaN  0.248045                 NaN            NaN            NaN
  1352.16        2500.00        99.1601       0.320925E-001  0.354184                 NaN            NaN  0.207590                 NaN  0.246073                 NaN            NaN            NaN
  1351.06        2500.00        99.1671       0.425265E-001  0.349007                 NaN            NaN  0.198859                 NaN  0.242527                 NaN            NaN            NaN
  1349.96        2500.00        99.1709       0.357361       0.151224E-001            NaN            NaN  0.212925                 NaN  0.243680                 NaN            NaN            NaN
  1348.86        2500.00        99.1773       0.292979E-001  0.351031                 NaN            NaN  0.202689                 NaN  0.239698                 NaN            NaN            NaN
  1347.76        2500.00        99.1811       0.205235E-001  0.353620                 NaN            NaN  0.205441                 NaN  0.239328                 NaN            NaN            NaN
  1346.66        2500.00        99.1889       0.324022E-001  0.345547                 NaN            NaN  0.197863                 NaN  0.235321                 NaN            NaN            NaN
  1345.56        2500.00        99.1932       0.346227       0.265396E-001            NaN            NaN  0.199505                 NaN  0.234534                 NaN            NaN            NaN
  1344.46        2500.00        99.1980       0.345289       0.262277E-001            NaN            NaN  0.197769                 NaN  0.232719                 NaN            NaN            NaN
  1343.36        2500.00        99.2030       0.256098E-001  0.343891                 NaN            NaN  0.196527                 NaN  0.230954                 NaN            NaN            NaN
  1342.26        2500.00        99.2076       0.342718       0.256288E-001            NaN            NaN  0.194790                 NaN  0.229312                 NaN            NaN            NaN
  1341.16        2500.00        99.2134       0.256454E-001  0.340905                 NaN            NaN  0.192906                 NaN  0.227186                 NaN            NaN            NaN
  1340.05        2500.00        99.2158       0.340697       0.262422E-001            NaN            NaN  0.191271                 NaN  0.226014                 NaN            NaN            NaN
  1338.95        2500.00        99.2220       0.339062       0.247991E-001            NaN            NaN  0.190186                 NaN  0.223966                 NaN            NaN            NaN
  1337.85        2500.00        99.2274       0.248839E-001  0.336773                 NaN            NaN  0.188618                 NaN  0.222345                 NaN            NaN            NaN
  1336.75        2500.00        99.2332       0.259991E-001  0.335315                 NaN            NaN  0.185602                 NaN  0.219883                 NaN            NaN            NaN
  1335.65        2500.00        99.2362       0.334437       0.260001E-001            NaN            NaN  0.184524                 NaN  0.218831                 NaN            NaN            NaN
  1334.55        2500.00        99.2415       0.332296       0.265273E-001            NaN            NaN  0.182679                 NaN  0.217034                 NaN            NaN            NaN
  1333.45        2500.00        99.2451       0.331031       0.275188E-001            NaN            NaN  0.180811                 NaN  0.215553                 NaN            NaN            NaN
  1332.35        2500.00        99.2499       0.329954       0.275141E-001            NaN            NaN  0.178800                 NaN  0.213817                 NaN            NaN            NaN
  1331.25        2500.00        99.2544       0.327887       0.288015E-001            NaN            NaN  0.176819                 NaN  0.212095                 NaN            NaN            NaN
  1330.15        2500.00        99.2579       0.326986       0.288882E-001            NaN            NaN  0.175364                 NaN  0.210896                 NaN            NaN            NaN
  1329.05        2500.00        99.2620       0.324931       0.319851E-001            NaN            NaN  0.172109                 NaN  0.208965                 NaN            NaN            NaN
  1327.95        2500.00        99.2657       0.323952       0.319497E-001            NaN            NaN  0.170724                 NaN  0.207698                 NaN            NaN            NaN
  1326.85        2500.00        99.2699       0.320297       0.348359E-001            NaN            NaN  0.168629                 NaN  0.206331                 NaN            NaN            NaN
  1325.75        2500.00        99.2746       0.354531E-001  0.320019                 NaN            NaN  0.165654                 NaN  0.204225                 NaN            NaN            NaN
  1324.65        2500.00        99.2784       0.319517       0.344727E-001            NaN            NaN  0.164607                 NaN  0.203007                 NaN            NaN            NaN
  1323.55        2500.00        99.2819       0.371954E-001  0.317356                 NaN            NaN  0.161951                 NaN  0.201557                 NaN            NaN            NaN
  1322.45        2500.00        99.2858       0.315245       0.390677E-001            NaN            NaN  0.159778                 NaN  0.200073                 NaN            NaN            NaN
  1321.35        2500.00        99.2895       0.313875       0.401855E-001            NaN            NaN  0.157731                 NaN  0.198707                 NaN            NaN            NaN
  1320.25        2500.00        99.2927       0.312050       0.429759E-001            NaN            NaN  0.154990                 NaN  0.197276                 NaN            NaN            NaN
  1319.15        2500.00        99.2938       0.311928       0.434380E-001            NaN            NaN  0.153726                 NaN  0.197087                 NaN            NaN            NaN
  1318.04        2500.00        99.3013       0.309999       0.456383E-001            NaN            NaN  0.149502                 NaN  0.193538                 NaN            NaN            NaN
  1316.94        2500.00        99.3033       0.494702E-001  0.306311                 NaN            NaN  0.147771                 NaN  0.193110                 NaN            NaN            NaN
  1315.84        2500.00        99.3069       0.304463       0.514144E-001            NaN            NaN  0.145390                 NaN  0.191841                 NaN            NaN            NaN
  1314.74        2500.00        99.3095       0.303741       0.530233E-001            NaN            NaN  0.143119                 NaN  0.190596                 NaN            NaN            NaN
  1313.64        2500.00        99.3128       0.301090       0.562486E-001            NaN            NaN  0.140531                 NaN  0.189334                 NaN            NaN            NaN
  1312.54        2500.00        99.3158       0.298795       0.595349E-001            NaN            NaN  0.137774                 NaN  0.188075                 NaN            NaN            NaN
  1311.44        2500.00        99.3185       0.297511       0.618462E-001            NaN            NaN  0.135219                 NaN  0.186896                 NaN            NaN            NaN
  1310.34        2500.00        99.3220       0.296139       0.631961E-001            NaN            NaN  0.133076                 NaN  0.185624                 NaN            NaN            NaN
  1309.24        2500.00        99.3245       0.669244E-001  0.293605                 NaN            NaN  0.130430                 NaN  0.184524                 NaN            NaN            NaN
  1308.14        2500.00        99.3261       0.729384E-001  0.290578                 NaN            NaN  0.126754                 NaN  0.183582                 NaN            NaN            NaN
  1307.04        2500.00        99.3305       0.746720E-001  0.288652                 NaN            NaN  0.124236                 NaN  0.181940                 NaN            NaN            NaN
  1305.94        2500.00        99.3325       0.287736       0.761340E-001            NaN            NaN  0.122421                 NaN  0.181176                 NaN            NaN            NaN
  1304.84        2500.00        99.3351       0.831198E-001  0.283286                 NaN            NaN  0.118538                 NaN  0.179918                 NaN            NaN            NaN
  1303.74        2500.00        99.3386       0.786964E-001  0.285667                 NaN            NaN  0.118078                 NaN  0.178925                 NaN            NaN            NaN
  1302.64        2500.00        99.3421       0.721182E-001  0.289614                 NaN            NaN  0.118238                 NaN  0.177925                 NaN            NaN            NaN
  1301.54        2500.00        99.3454       0.747613E-001  0.287877                 NaN            NaN  0.115380                 NaN  0.176567                 NaN            NaN            NaN
  1300.44        2500.00        99.3414       0.131260       0.252359                 NaN            NaN  0.989670E-001            NaN  0.175996                 NaN            NaN            NaN
  1299.34        2500.00        99.3519       0.515475E-001  0.304930                 NaN            NaN  0.116739                 NaN  0.174871                 NaN            NaN            NaN
  1298.24        2500.00        96.1427       0.958516                 NaN            NaN            NaN  0.432193                 NaN  0.574439        1.89220                 NaN            NaN
  1297.14        2500.00        84.6967        3.10579                 NaN            NaN            NaN   1.47225                 NaN   2.05536        8.22670       0.443205                 NaN
  1296.03        2500.00        75.8410        5.32520                 NaN            NaN            NaN   1.36641        1.33773        3.13550        12.8494       0.144704                 NaN
  1294.93        2500.00        78.1691        4.95604                 NaN            NaN            NaN   1.08059        1.42875        2.82887        11.5366                 NaN            NaN
  1293.83        2500.00        81.2904        4.30110                 NaN            NaN            NaN  0.934555        1.20209        2.43665        9.83517                 NaN            NaN
  1292.73        2500.00        83.6713        3.81346                 NaN            NaN            NaN  0.810990        1.03027        2.13662        8.53735                 NaN            NaN
  1291.63        2500.00        85.5512        3.36947                 NaN            NaN            NaN  0.817211       0.733680        1.90869        7.52258       0.971961E-001            NaN
  1290.53        2500.00        86.9454        2.98548                 NaN            NaN            NaN  0.909345       0.408208        1.74554        6.77500       0.231082                 NaN
  1289.43        2500.00        88.0700        2.69894                 NaN            NaN            NaN  0.938636       0.218887        1.60889        6.16993       0.294761                 NaN
  1288.33        2500.00        88.9952        2.45958                 NaN            NaN            NaN  0.966531       0.604543E-001   1.49615        5.67360       0.348519                 NaN
  1287.23        2500.00        89.7365        2.28890                 NaN            NaN            NaN  0.946742                 NaN   1.40149        5.27255       0.353858                 NaN
  1286.13        2500.00        87.3957        2.54519                 NaN            NaN            NaN   1.28851                 NaN   1.77089        6.53667       0.463008                 NaN
  1285.03        2500.00        93.3664        1.76323                 NaN            NaN            NaN  0.492053                 NaN  0.860580        3.30482       0.212887                 NaN
  1283.93        2500.00        81.2699        3.82764                 NaN            NaN            NaN   1.87168                 NaN   2.62468        9.67233       0.733750                 NaN
  1282.83        2500.00        99.2361       0.371344                 NaN            NaN            NaN  0.407062E-001            NaN  0.501021E-001  0.301729                 NaN            NaN
  1281.73        2500.00        78.6027        4.38541       0.439430                 NaN            NaN   2.07627                 NaN   3.04917        10.7729       0.674173                 NaN
  1280.63        2500.00        99.9996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.355487E-003            NaN
  1279.53        2500.00        99.9955       0.139121E-002            NaN            NaN            NaN  0.207147E-003            NaN  0.628779E-003  0.230842E-002            NaN            NaN
  1278.43        2500.00        99.9980       0.472936E-003            NaN            NaN            NaN  0.203525E-003            NaN  0.260776E-003  0.105357E-002            NaN            NaN
  1277.33        2500.00        99.9983       0.568906E-003            NaN            NaN            NaN  0.119348E-003            NaN  0.223107E-003  0.827467E-003            NaN            NaN
  1276.23        2500.00        99.8097       0.525438E-001            NaN            NaN            NaN  0.139923E-001            NaN  0.249531E-001  0.928711E-001  0.595692E-002            NaN
  1275.13        2500.00        85.5680        3.94748                 NaN            NaN            NaN   1.04523                 NaN   1.90214        7.14746       0.389741                 NaN
  1274.02        2500.00        88.7701        2.45635                 NaN            NaN            NaN   1.29379                 NaN   1.63360        5.46439       0.381748                 NaN
  1272.92        2500.00        99.5372       0.135762                 NaN            NaN            NaN            NaN            NaN  0.909230E-002  0.316163       0.174177E-002            NaN
  1271.82        2500.00        92.0412        2.38457                 NaN            NaN            NaN  0.334919                 NaN   1.11534        3.86092       0.263084                 NaN
  1270.72        2500.00        94.1935        1.70553                 NaN            NaN            NaN  0.808852E-001            NaN  0.778745        3.12234       0.119009                 NaN
  1269.62        2500.00        99.5866       0.391335                 NaN            NaN            NaN            NaN            NaN  0.159227E-001            NaN  0.609489E-002            NaN
  1268.52        2500.00        98.8144                 NaN            NaN            NaN            NaN  0.220727                 NaN  0.273388       0.593303       0.981746E-001            NaN
  1267.42        2500.00        92.3458        2.89056                 NaN            NaN            NaN  0.587705E-001            NaN  0.950505        3.61409       0.140250                 NaN
  1266.32        2500.00        93.5262        2.18100                 NaN            NaN            NaN  0.121817                 NaN  0.920129        3.04724       0.203656                 NaN
  1265.22        2500.00        97.7275       0.829915                 NaN            NaN            NaN            NaN            NaN  0.262518        1.15824       0.218286E-001            NaN
  1264.12        2500.00        95.3675        1.51157                 NaN            NaN            NaN  0.152708                 NaN  0.647998        2.20830       0.111918                 NaN
  1263.02        2500.00        95.9526        1.48709                 NaN            NaN            NaN            NaN            NaN  0.542526        1.91667       0.101089                 NaN
  1261.92        2500.00        95.7132        1.58524                 NaN            NaN            NaN            NaN            NaN  0.582109        2.02042       0.990739E-001            NaN
  1260.82        2500.00        92.7674        2.41844                 NaN            NaN            NaN  0.143325                 NaN   1.03870        3.44706       0.185103                 NaN
  1259.72        2500.00        90.5070        3.69332                 NaN            NaN            NaN            NaN            NaN  0.980467        4.66917       0.150020                 NaN
  1258.62        2500.00        99.6027                 NaN            NaN            NaN            NaN            NaN            NaN  0.396351                 NaN  0.948121E-003            NaN
  1257.52        2500.00        97.0173       0.820943       0.242093                 NaN            NaN            NaN            NaN  0.396706        1.38915       0.133799                 NaN
  1256.42        2500.00        97.2049       0.884786                 NaN            NaN            NaN            NaN            NaN  0.347147        1.50809       0.550479E-001            NaN
  1255.32        2500.00        99.2672       0.109978                 NaN            NaN            NaN            NaN            NaN            NaN  0.567237       0.555611E-001            NaN
  1254.22        2500.00        85.4263        3.96781        1.24717                 NaN            NaN  0.180790                 NaN   2.06895        6.79127       0.317744                 NaN
  1253.12        2500.00        99.6235       0.211617                 NaN            NaN            NaN            NaN            NaN            NaN  0.164851                 NaN            NaN
  1252.01        2500.00        99.9401                 NaN            NaN            NaN            NaN            NaN            NaN  0.259463E-001            NaN  0.339997E-001            NaN
  1250.91        2500.00        97.4435       0.829822                 NaN            NaN            NaN  0.156484                 NaN  0.396755        1.15810       0.153010E-001            NaN
  1249.81        2500.00        99.7073       0.806574E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.206354       0.569512E-002            NaN
  1248.71        2500.00        99.3082       0.367204                 NaN            NaN            NaN            NaN            NaN  0.851990E-001  0.239365                 NaN            NaN
  1247.61        2500.00        96.3730       0.980218       0.279227E-001            NaN            NaN            NaN            NaN  0.442497        2.06991       0.106411                 NaN
  1246.51        2500.00        97.9068        1.03425                 NaN            NaN            NaN            NaN            NaN  0.279135       0.747909       0.319099E-001            NaN
  1245.41        2500.00        91.3944        2.73827                 NaN            NaN            NaN            NaN            NaN   1.16865        4.47761       0.221088                 NaN
  1244.31        2500.00        99.9998       0.302382E-004            NaN            NaN            NaN  0.237439E-005            NaN  0.208718E-004  0.924449E-004  0.561523E-005            NaN
  1243.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1242.11        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.01        2500.00        99.9999       0.257703E-004            NaN            NaN            NaN            NaN            NaN  0.102639E-004  0.445978E-004  0.241355E-005            NaN
  1239.91        2500.00        94.3041        1.21862       0.118161                 NaN            NaN            NaN            NaN  0.772826        3.37953       0.206765                 NaN
  1238.81        2500.00        98.7838       0.427324       0.416805E-001            NaN            NaN            NaN            NaN  0.147755       0.575888       0.235436E-001            NaN
  1237.71        2500.00        95.6986        2.34459       0.958309E-001            NaN            NaN            NaN            NaN  0.529047        1.33188                 NaN            NaN
  1236.61        2500.00        97.3850       0.869504                 NaN            NaN            NaN            NaN            NaN  0.340710        1.36626       0.385557E-001            NaN
  1235.51        2500.00        97.4147       0.667669                 NaN            NaN            NaN            NaN            NaN  0.333348        1.52091       0.634165E-001            NaN
  1234.41        2500.00        99.6124       0.293899                 NaN            NaN            NaN            NaN            NaN  0.831478E-001            NaN  0.105560E-001            NaN
  1233.31        2500.00        96.9443        1.12160                 NaN            NaN            NaN            NaN            NaN  0.360320        1.53425       0.394954E-001            NaN
  1232.21        2500.00        98.1346       0.550465                 NaN            NaN            NaN            NaN            NaN  0.233683        1.04075       0.404646E-001            NaN
  1231.11        2500.00        97.7983       0.837854                 NaN            NaN            NaN            NaN            NaN  0.285431        1.04050       0.378693E-001            NaN
  1230.00        2500.00        96.0664       0.133885                 NaN            NaN            NaN            NaN            NaN  0.228298        2.72580       0.197450       0.648175     
  1228.90        2500.00       100.0000       0.548779E-005            NaN            NaN            NaN            NaN            NaN  0.364413E-005  0.219165E-004            NaN  0.180104E-004
  1227.80        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.257939E-005            NaN  0.205442E-005
  1226.70        2500.00                 NaN   13.0918        4.82342                 NaN            NaN            NaN            NaN   8.97781        42.7263        1.00400        29.3766     
  1225.60        2500.00                 NaN   17.9195                 NaN            NaN            NaN            NaN            NaN   9.01635        42.7005       0.995056        29.3686     
  1224.50        2500.00                 NaN   13.2477        4.65410                 NaN            NaN            NaN            NaN   9.00709        42.7227        1.00154        29.3668     
  1223.40        2500.00                 NaN   7.54244        10.3062                 NaN            NaN            NaN            NaN   8.98905        42.7882        1.01632        29.3578     
  1222.30        2500.00                 NaN   17.9089                 NaN            NaN            NaN            NaN            NaN   9.02489        42.6996       0.999106        29.3675     
  1221.20        2500.00                 NaN   7.51043        10.3407                 NaN            NaN            NaN            NaN   8.99728        42.7791        1.01481        29.3577     
  1220.10        2500.00                 NaN   17.9031                 NaN            NaN            NaN            NaN            NaN   9.02942        42.7077       0.995775        29.3640     
  1219.00        2500.00                 NaN   14.9712        2.70253       0.161921E-001            NaN            NaN            NaN   8.88672        43.0299        1.04944        29.3440     
  1217.90        2500.00                 NaN   7.46273        10.4110                 NaN            NaN            NaN            NaN   9.02238        42.7331        1.00845        29.3623     
  1216.80        2500.00                 NaN   7.73325        10.1325                 NaN            NaN            NaN            NaN   9.02172        42.7433        1.00972        29.3594     
  1215.70        2500.00                 NaN   6.95261        10.9227                 NaN            NaN            NaN            NaN   9.03275        42.7240        1.00689        29.3610     
  1214.60        2500.00                 NaN   17.9287                 NaN            NaN            NaN            NaN            NaN   9.05689        42.6587       0.988084        29.3676     
  1213.50        2500.00                 NaN   13.8816        3.91766       0.929355E-005            NaN            NaN            NaN   8.95367        42.8586        1.02847        29.3600     
  1212.40        2500.00                 NaN   17.9088                 NaN            NaN            NaN            NaN            NaN   9.06262        42.6711       0.993921        29.3636     
  1211.30        2500.00                 NaN   7.50456        10.3709                 NaN            NaN            NaN            NaN   9.04061        42.7214        1.00327        29.3593     
  1210.20        2500.00                 NaN   7.42942        10.4428                 NaN            NaN            NaN            NaN   9.04609        42.7175        1.00531        29.3589     
  1209.10        2500.00                 NaN   7.23297        10.6464                 NaN            NaN            NaN            NaN   9.05034        42.7095        1.00151        29.3594     
  1207.99        2500.00                 NaN   7.25546        10.6192                 NaN            NaN            NaN            NaN   9.05451        42.7085        1.00373        29.3587     
