|6.6.6
Archiving\03_Data\frac/QFM_m0.25/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1877.19        2500.00        99.3917                 NaN  0.608294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3963                 NaN  0.603724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3986                 NaN  0.601428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4006                 NaN  0.599442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4041                 NaN  0.595928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4054                 NaN  0.594649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4083                 NaN  0.591706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4104                 NaN  0.589609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4044                 NaN  0.586482       0.913805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4116                 NaN  0.587618       0.808840E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4069                 NaN  0.581957       0.111345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4103                 NaN  0.576346       0.133364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4085                 NaN  0.578116       0.133921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4100                 NaN  0.576667       0.133745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4128                 NaN  0.573880       0.133138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4128                 NaN  0.573898       0.133356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4134                 NaN  0.573336       0.132870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4166                 NaN  0.570147       0.132381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4161                 NaN  0.570684       0.132386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4184                 NaN  0.568462       0.131793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4188                 NaN  0.567975       0.131787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4198                 NaN  0.567042       0.131481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4206                 NaN  0.566231       0.131201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4210                 NaN  0.565941       0.131047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4218                 NaN  0.565093       0.130572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.8406                 NaN  0.155788       0.364388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0032                 NaN  0.974336       0.224157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4224                 NaN  0.564584       0.129886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4210                 NaN  0.565979       0.130025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4234                 NaN  0.563686       0.129242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4232                 NaN  0.563853       0.128970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4211                 NaN  0.565995       0.129223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4227                 NaN  0.564491       0.128543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4212                 NaN  0.565890       0.128631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4197                 NaN  0.567440       0.128517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4215                 NaN  0.565756       0.127895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4192                 NaN  0.568049       0.127866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4181                 NaN  0.569123       0.127847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4177                 NaN  0.569500       0.127621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4134                 NaN  0.573746       0.128099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4767                 NaN  0.511992       0.113555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3554                 NaN  0.630613       0.139477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4131                 NaN  0.574268       0.126693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4115                 NaN  0.575806       0.126789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4098                 NaN  0.577546       0.126308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4099                 NaN  0.577523       0.126044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4070                 NaN  0.580428       0.125897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4057                 NaN  0.581720       0.125544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4035                 NaN  0.583980       0.125599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4018                 NaN  0.585651       0.125779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4015                 NaN  0.586023       0.124844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3998                 NaN  0.587722       0.124698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3885                 NaN  0.598863       0.126622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3966                 NaN  0.590972       0.124169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3929                 NaN  0.594754       0.123842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3902                 NaN  0.597348       0.124192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3889                 NaN  0.598782       0.123608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3843                 NaN  0.603295       0.124052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3742                 NaN  0.613256       0.125559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3861                 NaN  0.601706       0.122024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3803                 NaN  0.607376       0.122836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3752                 NaN  0.612457       0.123276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3715                 NaN  0.616214       0.123218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3702                 NaN  0.617500       0.122818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3668                 NaN  0.620944       0.122970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3632                 NaN  0.624524       0.123008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3640                 NaN  0.623799       0.121959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3597                 NaN  0.628090       0.122165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2055                 NaN  0.783516       0.109562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.5056                 NaN  0.480984       0.134629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3521                 NaN  0.635778       0.121494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3484                 NaN  0.639439       0.121505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3464                 NaN  0.641449       0.121285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3440                 NaN  0.643846       0.121114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3421                 NaN  0.645764       0.120890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3371                 NaN  0.650829       0.121120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3397                 NaN  0.648313       0.119917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.5115                 NaN  0.479711       0.883663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1533                 NaN  0.831426       0.152477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1041                 NaN  0.879879       0.159977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.5558                 NaN  0.436345       0.789358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3208                 NaN  0.667176       0.120176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3247                 NaN  0.663439       0.119067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3204                 NaN  0.667718       0.119165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3205                 NaN  0.667624       0.118811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3171                 NaN  0.671035       0.118644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3173                 NaN  0.670866       0.118222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3123                 NaN  0.675906       0.118418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3158                 NaN  0.672491       0.117428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3120                 NaN  0.676261       0.117559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3104                 NaN  0.677932       0.117015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.6093                 NaN   1.36703       0.237032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9669                 NaN  0.328356E-001  0.252673E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3388                 NaN  0.650009       0.111439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3097                 NaN  0.678748       0.115925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3080                 NaN  0.680418       0.115569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3097                 NaN  0.678813       0.115009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3091                 NaN  0.679412       0.114877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3075                 NaN  0.681045       0.114890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3076                 NaN  0.680947       0.114290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3098                 NaN  0.678866       0.113811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3078                 NaN  0.680822       0.113758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3107                 NaN  0.678032       0.112985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.3106                 NaN  0.678173       0.112744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.2916                 NaN  0.696794       0.115614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3333                 NaN  0.655863       0.108564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.3130                 NaN  0.675850       0.111572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.3159                 NaN  0.673011       0.110854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3187                 NaN  0.670232       0.110598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3168                 NaN  0.672154       0.110482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.3227                 NaN  0.666400       0.109244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.3240                 NaN  0.665081       0.109060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.3243                 NaN  0.664798       0.108760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.3235                 NaN  0.665616       0.108543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.3310                 NaN  0.658282       0.107584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.3324                 NaN  0.656815       0.107365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.3362                 NaN  0.653132       0.106325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.3380                 NaN  0.651387       0.106054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.3365                 NaN  0.652889       0.105936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7554                 NaN  0.213505                 NaN            NaN   1.03107                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7367                 NaN  0.187144                 NaN            NaN   1.07614                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7493                 NaN  0.183982                 NaN            NaN   1.06677                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7668                 NaN  0.180943                 NaN            NaN   1.05226                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7826                 NaN  0.177533                 NaN            NaN   1.03983                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.4841                 NaN  0.226591       0.557490E-003            NaN   1.28879                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1224                 NaN  0.124516                 NaN            NaN  0.753081                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8262                 NaN  0.166475                 NaN            NaN   1.00735                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8439                 NaN  0.164410                 NaN            NaN  0.991659                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8581                 NaN  0.161546                 NaN            NaN  0.980382                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8724                 NaN  0.159453                 NaN            NaN  0.968122                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8848                 NaN  0.158442                 NaN            NaN  0.956772                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9015                 NaN  0.153378                 NaN            NaN  0.945125                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8077                 NaN  0.164656                 NaN            NaN   1.02762                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0286                 NaN  0.134078                 NaN            NaN  0.837353                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9359                 NaN  0.145480                 NaN            NaN  0.918652                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9457                 NaN  0.140888                 NaN            NaN  0.913399                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9391                 NaN  0.146674                 NaN            NaN  0.914274                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9922                 NaN  0.135138                 NaN            NaN  0.872643                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9864                 NaN  0.133158                 NaN            NaN  0.880432                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9937                 NaN  0.133013                 NaN            NaN  0.873266                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0039                 NaN  0.128978                 NaN            NaN  0.867131                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0132                 NaN  0.127776                 NaN            NaN  0.858982                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.6863                 NaN  0.265516E-001            NaN            NaN  0.287106                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.3690                 NaN  0.217698                 NaN            NaN   1.41325                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0441                 NaN  0.119954                 NaN            NaN  0.835966                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0518                 NaN  0.116792                 NaN            NaN  0.831370                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0608                 NaN  0.114472                 NaN            NaN  0.824707                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0698                 NaN  0.112022                 NaN            NaN  0.818222                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0786                 NaN  0.109725                 NaN            NaN  0.811654                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1454                 NaN  0.103638                 NaN            NaN  0.750967                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0359                 NaN  0.112870                 NaN            NaN  0.851277                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1012                 NaN  0.103521                 NaN            NaN  0.795298                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1101                 NaN  0.102311                 NaN            NaN  0.787564                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1154                 NaN  0.981510E-001            NaN            NaN  0.786484                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1227                 NaN  0.956511E-001            NaN            NaN  0.781616                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.9260                 NaN  0.303984E-001            NaN            NaN            NaN   1.04360                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8980                 NaN            NaN            NaN            NaN            NaN   1.10201                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8912                 NaN            NaN            NaN            NaN            NaN   1.10880                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8897                 NaN  0.745334E-005            NaN            NaN            NaN   1.11033                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8791                 NaN            NaN            NaN            NaN            NaN   1.12085                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8685                 NaN            NaN            NaN            NaN            NaN   1.13152                 NaN            NaN            NaN            NaN            NaN
