|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            iron          
  1583.00        2500.00                 NaN   99.2987       0.619404       0.819026E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.48        2500.00                 NaN   99.3011       0.617745       0.811478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.96        2500.00                 NaN   99.3072       0.612479       0.803033E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.44        2500.00                 NaN   99.3122       0.608439       0.793223E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00                 NaN   99.3195       0.603601       0.769442E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.41        2500.00                 NaN   99.2643       0.656708       0.790141E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.89        2500.00                 NaN   99.3882       0.541839       0.700074E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.37        2500.00                 NaN   99.3361       0.573719       0.901373E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        2500.00                 NaN   98.9915       0.909127       0.993841E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.33        2500.00                 NaN   99.7024       0.264787       0.328290E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        2500.00                 NaN   99.3536       0.574146       0.722306E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.30        2500.00                 NaN   99.3588       0.569537       0.716965E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.78        2500.00                 NaN   99.3631       0.567907       0.690160E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.26        2500.00                 NaN   99.3688       0.563320       0.679208E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00                 NaN   99.3738       0.558527       0.676909E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1560.22        2500.00                 NaN   99.3124       0.662475       0.251681E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.71        2500.00                 NaN   99.4525       0.437952       0.109507                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.19        2500.00                 NaN   99.3884       0.546195       0.653585E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00                 NaN   99.3932       0.543768       0.630647E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.15        2500.00                 NaN   99.3985       0.538425       0.630960E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00                 NaN   99.4013       0.537826       0.608781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.11        2500.00                 NaN   99.4090       0.528774       0.622729E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00                 NaN   99.4129       0.527161       0.599246E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00                 NaN   99.4157       0.523637       0.606645E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        2500.00                 NaN   99.4226       0.519005       0.584401E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.04        2500.00                 NaN   99.4221       0.519228       0.586693E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.52        2500.00                 NaN   99.4336       0.510427       0.559827E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.00        2500.00                 NaN   99.4341       0.510755       0.551080E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.49        2500.00                 NaN   99.4380       0.505657       0.563315E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.97        2500.00                 NaN   99.3795       0.559553       0.609238E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        2500.00                 NaN   99.5090       0.442511       0.484888E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.93        2500.00                 NaN   99.4484       0.499733       0.518496E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00                 NaN   99.4536       0.494515       0.519312E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.90        2500.00                 NaN   99.4600       0.488829       0.511524E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        2500.00                 NaN   99.4604       0.506550       0.330027E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.86        2500.00                 NaN   99.4653       0.469506       0.652209E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        2500.00                 NaN   99.4683       0.483022       0.486518E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.82        2500.00                 NaN   99.4641       0.477665       0.582368E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.30        2500.00                 NaN   99.4831       0.483560       0.333587E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.79        2500.00                 NaN   99.4787       0.476456       0.447973E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        2500.00                 NaN   99.4799       0.474613       0.455180E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.75        2500.00                 NaN   99.4905       0.465715       0.438069E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00                 NaN   99.4891       0.467950       0.429484E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.71        2500.00                 NaN   99.4907       0.468855       0.404785E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00                 NaN   99.4962       0.462974       0.408056E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.68        2500.00                 NaN   99.4983       0.462001       0.396565E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        2500.00                 NaN   99.5914       0.381537       0.270522E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.64        2500.00                 NaN   99.4081       0.538578       0.532769E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.12        2500.00                 NaN   99.5154       0.448549       0.360772E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00                 NaN   99.4816       0.353407       0.206435E-001  0.144320                 NaN            NaN            NaN            NaN            NaN
  1507.09        2500.00                 NaN   99.5376                 NaN            NaN  0.462360                 NaN            NaN            NaN            NaN            NaN
  1505.57        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.05        2500.00                 NaN   98.6288                 NaN            NaN   1.37119                 NaN            NaN            NaN            NaN            NaN
  1502.53        2500.00                 NaN   99.3920       0.135855E-001            NaN  0.594398                 NaN            NaN            NaN            NaN            NaN
  1501.01        2500.00                 NaN   99.3918                 NaN            NaN  0.608178                 NaN            NaN            NaN            NaN            NaN
  1499.49        2500.00                 NaN   99.3806                 NaN            NaN  0.619381                 NaN            NaN            NaN            NaN            NaN
  1497.98        2500.00                 NaN   99.4066                 NaN            NaN  0.593434                 NaN            NaN            NaN            NaN            NaN
  1496.46        2500.00                 NaN   99.3953       0.148932E-001            NaN  0.589815                 NaN            NaN            NaN            NaN            NaN
  1494.94        2500.00                 NaN   99.3940                 NaN            NaN  0.605976                 NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00                 NaN   99.3936                 NaN            NaN  0.606355                 NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00                 NaN   99.3939                 NaN            NaN  0.606099                 NaN            NaN            NaN            NaN            NaN
  1490.39        2500.00                 NaN   99.3928                 NaN            NaN  0.607247                 NaN            NaN            NaN            NaN            NaN
  1488.87        2500.00                 NaN   99.3921                 NaN            NaN  0.607886                 NaN            NaN            NaN            NaN            NaN
  1487.35        2500.00                 NaN   99.3911                 NaN            NaN  0.608876                 NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00                 NaN   99.3888                 NaN            NaN  0.611214                 NaN            NaN            NaN            NaN            NaN
  1484.31        2500.00                 NaN   99.3870                 NaN            NaN  0.613016                 NaN            NaN            NaN            NaN            NaN
  1482.79        2500.00                 NaN   99.3843                 NaN            NaN  0.615657                 NaN            NaN            NaN            NaN            NaN
  1481.28        2500.00                 NaN   99.3804                 NaN            NaN  0.619586                 NaN            NaN            NaN            NaN            NaN
  1479.76        2500.00                 NaN   99.3764                 NaN            NaN  0.623582                 NaN            NaN            NaN            NaN            NaN
  1478.24        2500.00                 NaN   99.3715                 NaN            NaN  0.628481                 NaN            NaN            NaN            NaN            NaN
  1476.72        2500.00                 NaN   99.3622                 NaN            NaN  0.637767                 NaN            NaN            NaN            NaN            NaN
  1475.20        2500.00                 NaN   99.3537                 NaN            NaN  0.646315                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN   99.1519                 NaN            NaN  0.390033       0.458030                 NaN            NaN            NaN            NaN
  1472.17        2500.00                 NaN   99.0877                 NaN            NaN  0.295544       0.616708                 NaN            NaN            NaN            NaN
  1470.65        2500.00                 NaN   99.0958                 NaN            NaN  0.610694       0.293511                 NaN            NaN            NaN            NaN
  1469.13        2500.00                 NaN   99.1022                 NaN            NaN  0.607703       0.290142                 NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.1108                 NaN            NaN  0.600568       0.288678                 NaN            NaN            NaN            NaN
  1466.09        2500.00                 NaN   99.1174                 NaN            NaN  0.596188       0.286404                 NaN            NaN            NaN            NaN
  1464.58        2500.00                 NaN   99.1240                 NaN            NaN  0.283898       0.592087                 NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN   99.1296                 NaN            NaN  0.282433       0.588011                 NaN            NaN            NaN            NaN
  1461.54        2500.00                 NaN   99.1389                 NaN            NaN  0.581426       0.279666                 NaN            NaN            NaN            NaN
  1460.02        2500.00                 NaN   99.1437                 NaN            NaN  0.278027       0.578313                 NaN            NaN            NaN            NaN
  1458.50        2500.00                 NaN   99.1490                 NaN            NaN  0.275928       0.575027                 NaN            NaN            NaN            NaN
  1456.98        2500.00                 NaN   99.1575                 NaN            NaN  0.273057       0.569444                 NaN            NaN            NaN            NaN
  1455.47        2500.00                 NaN   99.1631                 NaN            NaN  0.566239       0.270674                 NaN            NaN            NaN            NaN
  1453.95        2500.00                 NaN   98.9124                 NaN            NaN  0.733406       0.354152                 NaN            NaN            NaN            NaN
  1452.43        2500.00                 NaN   99.5620                 NaN            NaN  0.296462       0.141495                 NaN            NaN            NaN            NaN
  1450.91        2500.00                 NaN   99.0495                 NaN            NaN  0.644246       0.306217                 NaN            NaN            NaN            NaN
  1449.39        2500.00                 NaN   99.1882                 NaN            NaN  0.549315       0.262534                 NaN            NaN            NaN            NaN
  1447.88        2500.00                 NaN   99.1915                 NaN            NaN  0.261659       0.546811                 NaN            NaN            NaN            NaN
  1446.36        2500.00                 NaN   99.2560                 NaN            NaN  0.503609       0.240345                 NaN            NaN            NaN            NaN
  1444.84        2500.00                 NaN   99.1434                 NaN            NaN  0.578346       0.278216                 NaN            NaN            NaN            NaN
  1443.32        2500.00                 NaN   99.2085                 NaN            NaN  0.535653       0.255824                 NaN            NaN            NaN            NaN
  1441.80        2500.00                 NaN   99.2133                 NaN            NaN  0.253585       0.533135                 NaN            NaN            NaN            NaN
  1440.28        2500.00                 NaN   99.2175                 NaN            NaN  0.530977       0.251476                 NaN            NaN            NaN            NaN
  1438.77        2500.00                 NaN   99.9417                 NaN            NaN  0.348624E-001  0.234394E-001            NaN            NaN            NaN            NaN
  1437.25        2500.00                 NaN   98.5102                 NaN            NaN  0.473096        1.01666                 NaN            NaN            NaN            NaN
  1435.73        2500.00                 NaN   99.2326                 NaN            NaN  0.245853       0.521561                 NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN   99.0095                 NaN            NaN  0.357941       0.524687       0.107882                 NaN            NaN            NaN
  1432.69        2500.00                 NaN   98.0322                 NaN            NaN  0.852402       0.539261       0.576141                 NaN            NaN            NaN
  1431.17        2500.00                 NaN   98.0668                 NaN            NaN  0.838567       0.529007       0.565661                 NaN            NaN            NaN
  1429.66        2500.00                 NaN   98.1026                 NaN            NaN  0.518702       0.823796       0.554901                 NaN            NaN            NaN
  1428.14        2500.00                 NaN   98.1086                 NaN  0.157670       0.575772       0.581984       0.576009                 NaN            NaN            NaN
  1426.62        2500.00                 NaN   98.1263                 NaN  0.237357       0.601612       0.452612       0.582122                 NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.1596                 NaN  0.235901       0.593576       0.438875       0.572011                 NaN            NaN            NaN
  1423.58        2500.00                 NaN   98.1918                 NaN  0.234865       0.585151       0.426002       0.562134                 NaN            NaN            NaN
  1422.07        2500.00                 NaN   98.2211                 NaN  0.234054       0.413683       0.577890       0.553242                 NaN            NaN            NaN
  1420.55        2500.00                 NaN   98.2547                 NaN  0.231970       0.568837       0.401711       0.542738                 NaN            NaN            NaN
  1419.03        2500.00                 NaN   98.2822                 NaN  0.231276       0.562773       0.389396       0.534325                 NaN            NaN            NaN
  1417.51        2500.00                 NaN   98.3130                 NaN  0.230103       0.554088       0.377847       0.524963                 NaN            NaN            NaN
  1415.99        2500.00                 NaN   98.3394                 NaN  0.229303       0.366116       0.548090       0.517068                 NaN            NaN            NaN
  1414.47        2500.00                 NaN   98.3687                 NaN  0.227153       0.538634       0.357755       0.507721                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.3908                 NaN  0.227710       0.345579       0.534639       0.501225                 NaN            NaN            NaN
  1411.44        2500.00                 NaN   98.4238                 NaN  0.224825       0.525110       0.335649       0.490601                 NaN            NaN            NaN
  1409.92        2500.00                 NaN   98.4448                 NaN  0.224470       0.520201       0.326250       0.484250                 NaN            NaN            NaN
  1408.40        2500.00                 NaN   98.4657                 NaN  0.225017       0.315518       0.515674       0.478066                 NaN            NaN            NaN
  1406.88        2500.00                 NaN   98.4935                 NaN  0.221560       0.508354       0.307516       0.469060                 NaN            NaN            NaN
  1405.36        2500.00                 NaN   98.5156                 NaN  0.221337       0.298033       0.502740       0.462289                 NaN            NaN            NaN
  1403.85        2500.00                 NaN   98.5346                 NaN  0.221515       0.287247       0.499731       0.456889                 NaN            NaN            NaN
  1402.33        2500.00                 NaN   98.5618                 NaN  0.219541       0.278471       0.492397       0.447770                 NaN            NaN            NaN
  1400.81        2500.00                 NaN   98.5836                 NaN  0.216739       0.274520       0.484357       0.440791                 NaN            NaN            NaN
  1399.29        2500.00                 NaN   98.6028                 NaN  0.217091       0.480544       0.264407       0.435112                 NaN            NaN            NaN
  1397.77        2500.00                 NaN   98.6234                 NaN  0.216120       0.475941       0.255913       0.428645                 NaN            NaN            NaN
  1396.26        2500.00                 NaN   99.3663                 NaN  0.106288       0.232797       0.944470E-001  0.200203                 NaN            NaN            NaN
  1394.74        2500.00                 NaN   97.9360                 NaN  0.321478       0.713907       0.388843       0.639737                 NaN            NaN            NaN
  1393.22        2500.00                 NaN   98.6823                 NaN  0.212436       0.460720       0.234638       0.409888                 NaN            NaN            NaN
  1391.70        2500.00                 NaN   98.6995                 NaN  0.212269       0.226654       0.456708       0.404820                 NaN            NaN            NaN
  1390.18        2500.00                 NaN   98.7187                 NaN  0.210392       0.221462       0.450948       0.398485                 NaN            NaN            NaN
  1388.66        2500.00                 NaN   98.7362                 NaN  0.210027       0.446831       0.213743       0.393213                 NaN            NaN            NaN
  1387.15        2500.00                 NaN   98.7540                 NaN  0.208405       0.442626       0.207628       0.387343                 NaN            NaN            NaN
  1385.63        2500.00                 NaN   98.7708                 NaN  0.207391       0.438693       0.201020       0.382109                 NaN            NaN            NaN
  1384.11        2500.00                 NaN   98.7870                 NaN  0.206206       0.434804       0.195065       0.376916                 NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.8032                 NaN  0.205089       0.430678       0.189310       0.371735                 NaN            NaN            NaN
  1381.07        2500.00                 NaN   98.8184                 NaN  0.203897       0.427454       0.183392       0.366851                 NaN            NaN            NaN
  1379.56        2500.00                 NaN   98.8341                 NaN  0.203100       0.421786       0.178945       0.362060                 NaN            NaN            NaN
  1378.04        2500.00                 NaN   98.8513                 NaN  0.200646       0.418871       0.173184       0.356000                 NaN            NaN            NaN
  1376.52        2500.00                 NaN   98.8647                 NaN  0.199641       0.414963       0.168777       0.351879                 NaN            NaN            NaN
  1375.00        2500.00                 NaN   98.8740                 NaN  0.192409       0.407341       0.177841       0.348416                 NaN            NaN            NaN
  1373.48        2500.00                 NaN   98.9011                 NaN  0.204426       0.411025       0.142431       0.341048                 NaN            NaN            NaN
  1371.96        2500.00                 NaN   98.9077                 NaN  0.196647       0.151158       0.406446       0.338073                 NaN            NaN            NaN
  1370.45        2500.00                 NaN   98.9217                 NaN  0.185109       0.394878       0.166233       0.332099                 NaN            NaN            NaN
  1368.93        2500.00                 NaN   98.9348                 NaN  0.202104       0.403923       0.128820       0.330385                 NaN            NaN            NaN
  1367.41        2500.00                 NaN   98.9474                 NaN  0.189842       0.144623       0.393409       0.324704                 NaN            NaN            NaN
  1365.89        2500.00                 NaN   98.9583                 NaN  0.193539       0.393626       0.131930       0.322578                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   98.9801                 NaN  0.185460       0.138153       0.382494       0.313809                 NaN            NaN            NaN
  1362.85        2500.00                 NaN   98.9863                 NaN  0.186729       0.130035       0.384772       0.312177                 NaN            NaN            NaN
  1361.34        2500.00                 NaN   98.9967                 NaN  0.186682       0.384368       0.123384       0.308914                 NaN            NaN            NaN
  1359.82        2500.00                 NaN   99.0110                 NaN  0.181682       0.128406       0.375221       0.303676                 NaN            NaN            NaN
  1358.30        2500.00                 NaN   99.0210                 NaN  0.182206       0.375519       0.120641       0.300623                 NaN            NaN            NaN
  1356.78        2500.00                 NaN   99.0336                 NaN  0.179209       0.370759       0.120166       0.296302                 NaN            NaN            NaN
  1355.26        2500.00                 NaN   99.0447                 NaN  0.178044       0.368087       0.116515       0.292699                 NaN            NaN            NaN
  1353.75        2500.00                 NaN   99.0558                 NaN  0.176582       0.365657       0.112971       0.289037                 NaN            NaN            NaN
  1352.23        2500.00                 NaN   99.0670                 NaN  0.174285       0.111720       0.361761       0.285223                 NaN            NaN            NaN
  1350.71        2500.00                 NaN   99.0771                 NaN  0.172508       0.109678       0.358893       0.281810                 NaN            NaN            NaN
  1349.19        2500.00                 NaN   99.0881                 NaN  0.170277       0.355567       0.108024       0.278063                 NaN            NaN            NaN
  1347.67        2500.00                 NaN   99.0980                 NaN  0.168522       0.105567       0.353216       0.274678                 NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.1080                 NaN  0.166331       0.350196       0.104189       0.271316                 NaN            NaN            NaN
  1344.64        2500.00                 NaN   99.1171                 NaN  0.164020       0.102996       0.347914       0.267984                 NaN            NaN            NaN
  1343.12        2500.00                 NaN   99.1271                 NaN  0.162111       0.344130       0.101946       0.264747                 NaN            NaN            NaN
  1341.60        2500.00                 NaN   99.1372                 NaN  0.159674       0.101058       0.340877       0.261164                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.1459                 NaN  0.157688       0.338307       0.998963E-001  0.258162                 NaN            NaN            NaN
  1338.56        2500.00                 NaN   99.1553                 NaN  0.155389       0.334968       0.994278E-001  0.254955                 NaN            NaN            NaN
  1337.04        2500.00                 NaN   99.1647                 NaN  0.153369       0.332064       0.981388E-001  0.251753                 NaN            NaN            NaN
  1335.53        2500.00                 NaN   99.1731                 NaN  0.151222       0.329963       0.969114E-001  0.248853                 NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.1818                 NaN  0.147708       0.324953       0.999141E-001  0.245675                 NaN            NaN            NaN
  1332.49        2500.00                 NaN   99.1901                 NaN  0.145767       0.978220E-001  0.323500       0.242811                 NaN            NaN            NaN
  1330.97        2500.00                 NaN   99.1989                 NaN  0.143717       0.987479E-001  0.318820       0.239858                 NaN            NaN            NaN
  1329.45        2500.00                 NaN   99.2074                 NaN  0.141060       0.316382       0.983261E-001  0.236872                 NaN            NaN            NaN
  1327.94        2500.00                 NaN   99.2115                 NaN  0.110891       0.159613       0.285875       0.232082                 NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.2257                 NaN  0.163283       0.339621       0.379555E-001  0.233437                 NaN            NaN            NaN
  1324.90        2500.00                 NaN   99.2301                 NaN  0.133189       0.307195       0.100729       0.228743                 NaN            NaN            NaN
  1323.38        2500.00                 NaN   99.2382                 NaN  0.130416       0.303879       0.101631       0.225895                 NaN            NaN            NaN
  1321.86        2500.00                 NaN   99.2447                 NaN  0.122376       0.294977       0.115046       0.222950                 NaN            NaN            NaN
  1320.34        2500.00                 NaN   99.2529                 NaN  0.130774       0.895776E-001  0.305567       0.221175                 NaN            NaN            NaN
  1318.83        2500.00                 NaN   99.2596                 NaN  0.122247       0.105329       0.294595       0.218210                 NaN            NaN            NaN
  1317.31        2500.00                 NaN   99.2668                 NaN  0.120481       0.292916       0.103962       0.215798                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.2734                 NaN  0.116618       0.287911       0.108848       0.213212                 NaN            NaN            NaN
  1314.27        2500.00                 NaN   96.8486                 NaN  0.297970       0.147270       0.727590       0.506775        1.47184                 NaN            NaN
  1312.75        2500.00                 NaN   80.9996                 NaN   1.44401        3.84656       0.244597        2.43120        11.0341                 NaN            NaN
  1311.24        2500.00                 NaN   82.7347                 NaN   1.28377        3.79810                 NaN   2.21933        9.96413                 NaN            NaN
  1309.72        2500.00                 NaN   84.2338                 NaN   1.13905        3.54605                 NaN   2.03558        9.04550                 NaN            NaN
  1308.20        2500.00                 NaN   85.4549                 NaN   1.02623        3.33464                 NaN   1.88599        8.29823                 NaN            NaN
  1306.68        2500.00                 NaN   86.4895                 NaN  0.947501        3.13825                 NaN   1.75859        7.66613                 NaN            NaN
  1305.16        2500.00                 NaN   87.3739                 NaN  0.879105        2.96883                 NaN   1.65014        7.12799                 NaN            NaN
  1303.64        2500.00                 NaN   88.1330                 NaN  0.822359        2.82208                 NaN   1.55695        6.66565                 NaN            NaN
  1302.13        2500.00                 NaN   88.8061                 NaN  0.765575        2.69786                 NaN   1.47415        6.25634                 NaN            NaN
  1300.61        2500.00                 NaN   89.3822                 NaN  0.727651        2.58009                 NaN   1.40342        5.90662                 NaN            NaN
  1299.09        2500.00                 NaN   89.1909                 NaN  0.729513        2.59405                 NaN   1.44873        6.03680                 NaN            NaN
  1297.57        2500.00                 NaN   91.2137                 NaN  0.556036        2.30113                 NaN   1.15468        4.77443                 NaN            NaN
  1296.05        2500.00                 NaN   90.7653                 NaN  0.624334        2.31165                 NaN   1.23289        5.06587                 NaN            NaN
  1294.53        2500.00                 NaN   86.3988                 NaN  0.826495        3.16198                 NaN   1.78384        7.47876       0.350101                 NaN
  1293.02        2500.00                 NaN   84.2778                 NaN  0.987157        3.46661                 NaN   2.04234        8.69735       0.528744                 NaN
  1291.50        2500.00                 NaN   83.3858                 NaN  0.992449       0.434393        3.37725        2.15315        9.11422       0.542725                 NaN
  1289.98        2500.00                 NaN   78.1355                 NaN   1.71228        4.61948                 NaN   2.96495        11.8167       0.751053                 NaN
  1288.46        2500.00                 NaN   94.0636                 NaN  0.201570        1.45178                 NaN  0.551556        3.60090       0.130606                 NaN
  1286.94        2500.00                 NaN   83.7566                 NaN   1.13388        3.48234                 NaN   2.05302        9.05593       0.518186                 NaN
  1285.43        2500.00                 NaN   82.5638                 NaN   1.21720        3.71989                 NaN   2.18154        9.77377       0.543833                 NaN
  1283.91        2500.00                 NaN   77.5439                 NaN   1.57815        4.70638                 NaN   2.76400        12.7177       0.689919                 NaN
  1282.39        2500.00                 NaN   57.2642                 NaN   3.13761        8.58289                 NaN   5.17397        24.5119        1.32942                 NaN
  1280.87        2500.00                 NaN  0.546273E-003            NaN   2.45548        21.9201                 NaN   11.8523        58.2992        2.76359        2.70880     
  1279.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1277.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1276.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1274.80        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1270.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1267.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1265.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1262.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1261.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1259.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1256.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1255.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1253.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1250.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1248.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
