|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1448.52        500.000        98.9791                 NaN            NaN  0.684182       0.336673                 NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        98.9899                 NaN            NaN  0.677281       0.332773                 NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        98.9981                 NaN            NaN  0.672388       0.329543                 NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.0080                 NaN            NaN  0.666500       0.325495                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.0163                 NaN            NaN  0.322736       0.660937                 NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.0239                 NaN            NaN  0.318933       0.657191                 NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.0337                 NaN            NaN  0.650483       0.315814                 NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        99.0409                 NaN            NaN  0.312795       0.646328                 NaN            NaN            NaN            NaN            NaN
  1436.44        500.000        99.0501                 NaN            NaN  0.640647       0.309301                 NaN            NaN            NaN            NaN            NaN
  1434.93        500.000        97.4176                 NaN            NaN   1.04321       0.870987                 NaN  0.668221                 NaN            NaN            NaN
  1433.42        500.000        96.9356                 NaN            NaN  0.929449        1.26136                 NaN  0.873619                 NaN            NaN            NaN
  1431.91        500.000        97.0087                 NaN            NaN  0.908128        1.23035                 NaN  0.852834                 NaN            NaN            NaN
  1430.40        500.000        97.0791                 NaN            NaN   1.20033       0.887515                 NaN  0.833032                 NaN            NaN            NaN
  1428.89        500.000        97.1463                 NaN            NaN  0.868235        1.17166                 NaN  0.813831                 NaN            NaN            NaN
  1427.38        500.000        97.2063                 NaN            NaN   1.14515       0.851913                 NaN  0.796680                 NaN            NaN            NaN
  1425.87        500.000        97.2754                 NaN            NaN   1.11728       0.830339                 NaN  0.776975                 NaN            NaN            NaN
  1424.36        500.000        97.3324                 NaN            NaN  0.814026        1.09295                 NaN  0.760613                 NaN            NaN            NaN
  1422.85        500.000        97.3862                 NaN            NaN  0.798551        1.06975                 NaN  0.745504                 NaN            NaN            NaN
  1421.34        500.000        97.4461                 NaN            NaN  0.781557        1.04446                 NaN  0.727839                 NaN            NaN            NaN
  1419.83        500.000        97.4957                 NaN            NaN  0.767083        1.02364                 NaN  0.713563                 NaN            NaN            NaN
  1418.32        500.000        97.5468                 NaN            NaN   1.00235       0.751966                 NaN  0.698917                 NaN            NaN            NaN
  1416.81        500.000        97.5956                 NaN            NaN  0.982324       0.737042                 NaN  0.685042                 NaN            NaN            NaN
  1415.30        500.000        97.6405                 NaN            NaN  0.964552       0.723037                 NaN  0.671907                 NaN            NaN            NaN
  1413.79        500.000        97.6894                 NaN            NaN  0.709128       0.943672                 NaN  0.657819                 NaN            NaN            NaN
  1412.28        500.000        97.7318                 NaN            NaN  0.698160       0.924508                 NaN  0.645505                 NaN            NaN            NaN
  1410.77        500.000        97.7743                 NaN            NaN  0.684352       0.908364                 NaN  0.632985                 NaN            NaN            NaN
  1409.26        500.000        97.8151                 NaN            NaN  0.892352       0.671253                 NaN  0.621315                 NaN            NaN            NaN
  1407.75        500.000        97.8566                 NaN            NaN  0.659914       0.874102                 NaN  0.609361                 NaN            NaN            NaN
  1406.24        500.000        97.8930                 NaN            NaN  0.648167       0.860049                 NaN  0.598771                 NaN            NaN            NaN
  1404.73        500.000        97.9309                 NaN            NaN  0.637297       0.844158                 NaN  0.587603                 NaN            NaN            NaN
  1403.22        500.000        97.9660                 NaN            NaN  0.830244       0.626388                 NaN  0.577382                 NaN            NaN            NaN
  1401.71        500.000        98.0015                 NaN            NaN  0.614943       0.816474                 NaN  0.567058                 NaN            NaN            NaN
  1400.20        500.000        98.0349                 NaN            NaN  0.604722       0.803158                 NaN  0.557209                 NaN            NaN            NaN
  1398.69        500.000        98.0647                 NaN            NaN  0.789773       0.597245                 NaN  0.548319                 NaN            NaN            NaN
  1397.18        500.000        98.1036                 NaN            NaN  0.584151       0.775143                 NaN  0.537063                 NaN            NaN            NaN
  1395.67        500.000        98.1292                 NaN            NaN  0.765480       0.576094                 NaN  0.529231                 NaN            NaN            NaN
  1394.16        500.000        98.1547                 NaN            NaN  0.755809       0.567824                 NaN  0.521694                 NaN            NaN            NaN
  1392.65        500.000        98.1888                 NaN            NaN  0.557297       0.742074                 NaN  0.511807                 NaN            NaN            NaN
  1391.14        500.000        98.2149                 NaN            NaN  0.549482       0.731607                 NaN  0.504023                 NaN            NaN            NaN
  1389.63        500.000        98.2432                 NaN            NaN  0.540366       0.720564                 NaN  0.495834                 NaN            NaN            NaN
  1388.12        500.000        98.2689                 NaN            NaN  0.532429       0.710713                 NaN  0.487955                 NaN            NaN            NaN
  1386.60        500.000        98.2930                 NaN            NaN  0.524809       0.701354                 NaN  0.480810                 NaN            NaN            NaN
  1385.09        500.000        98.3198                 NaN            NaN  0.516396       0.690853                 NaN  0.472956                 NaN            NaN            NaN
  1383.58        500.000        98.3435                 NaN            NaN  0.682021       0.508763                 NaN  0.465760                 NaN            NaN            NaN
  1382.07        500.000        98.3655                 NaN            NaN  0.502122       0.673325                 NaN  0.459015                 NaN            NaN            NaN
  1380.56        500.000        98.3878                 NaN            NaN  0.665444       0.494389                 NaN  0.452326                 NaN            NaN            NaN
  1379.05        500.000        98.4106                 NaN            NaN  0.656979       0.486798                 NaN  0.445612                 NaN            NaN            NaN
  1377.54        500.000        98.4323                 NaN            NaN  0.480140       0.648563                 NaN  0.438984                 NaN            NaN            NaN
  1376.03        500.000        98.4540                 NaN            NaN  0.472880       0.640601                 NaN  0.432528                 NaN            NaN            NaN
  1374.52        500.000        98.4737                 NaN            NaN  0.633438       0.466267                 NaN  0.426558                 NaN            NaN            NaN
  1373.01        500.000        98.4987       0.184093                 NaN  0.282132       0.593648                 NaN  0.441467                 NaN            NaN            NaN
  1371.50        500.000        98.5232       0.276017                 NaN  0.654919       0.100544                 NaN  0.445369                 NaN            NaN            NaN
  1369.99        500.000        98.5434       0.277270                 NaN  0.871301E-001  0.652904                 NaN  0.439288                 NaN            NaN            NaN
  1368.48        500.000        98.5499       0.284714                 NaN  0.747305E-001  0.651402                 NaN  0.439289                 NaN            NaN            NaN
  1366.97        500.000        98.6024       0.273687                 NaN  0.636322       0.670695E-001            NaN  0.420545                 NaN            NaN            NaN
  1365.46        500.000        98.6060       0.281620                 NaN  0.644446       0.467130E-001            NaN  0.421227                 NaN            NaN            NaN
  1363.95        500.000        98.6259       0.282768                 NaN  0.642073       0.339800E-001            NaN  0.415235                 NaN            NaN            NaN
  1362.44        500.000        98.6431       0.282652                 NaN  0.640004       0.245866E-001            NaN  0.409703                 NaN            NaN            NaN
  1360.93        500.000        98.6612       0.284033                 NaN  0.638207       0.122087E-001            NaN  0.404385                 NaN            NaN            NaN
  1359.42        500.000        98.6792       0.284506                 NaN  0.173863E-002  0.635669                 NaN  0.398924                 NaN            NaN            NaN
  1357.91        500.000        98.6962       0.281573                 NaN  0.628885                 NaN            NaN  0.393383                 NaN            NaN            NaN
  1356.40        500.000        98.7122       0.280420                 NaN  0.619112                 NaN            NaN  0.388277                 NaN            NaN            NaN
  1354.89        500.000        98.7290       0.274676                 NaN  0.613660                 NaN            NaN  0.382646                 NaN            NaN            NaN
  1353.38        500.000        98.7364       0.248847                 NaN  0.573706       0.635808E-001            NaN  0.377423                 NaN            NaN            NaN
  1351.87        500.000        98.7610       0.274143                 NaN  0.592306                 NaN            NaN  0.372540                 NaN            NaN            NaN
  1350.36        500.000        98.7755       0.271775                 NaN  0.584404                 NaN            NaN  0.368298                 NaN            NaN            NaN
  1348.85        500.000        98.7843       0.268854                 NaN  0.582682                 NaN            NaN  0.364142                 NaN            NaN            NaN
  1347.34        500.000        98.8111       0.260721                 NaN  0.572388                 NaN            NaN  0.355754                 NaN            NaN            NaN
  1345.83        500.000        98.8199       0.260487                 NaN  0.566468                 NaN            NaN  0.353117                 NaN            NaN            NaN
  1344.32        500.000        98.8344       0.254167                 NaN  0.563722                 NaN            NaN  0.347726                 NaN            NaN            NaN
  1342.81        500.000        98.8490       0.254130                 NaN  0.553616                 NaN            NaN  0.343220                 NaN            NaN            NaN
  1341.30        500.000        98.8309       0.185014                 NaN  0.462052       0.180526                 NaN  0.341464                 NaN            NaN            NaN
  1339.79        500.000        98.8810       0.242845                 NaN  0.544159                 NaN            NaN  0.331963                 NaN            NaN            NaN
  1338.28        500.000        98.8937       0.247288                 NaN  0.530737                 NaN            NaN  0.328245                 NaN            NaN            NaN
  1336.77        500.000        98.9026       0.242955                 NaN  0.528950                 NaN            NaN  0.325478                 NaN            NaN            NaN
  1335.26        500.000        98.9159       0.240891                 NaN  0.522444                 NaN            NaN  0.320811                 NaN            NaN            NaN
  1333.75        500.000        98.9284       0.236497                 NaN  0.518477                 NaN            NaN  0.316648                 NaN            NaN            NaN
  1332.24        500.000        98.9405       0.232924                 NaN  0.513949                 NaN            NaN  0.312600                 NaN            NaN            NaN
  1330.73        500.000        98.9546       0.231877                 NaN  0.505611                 NaN            NaN  0.307871                 NaN            NaN            NaN
  1329.22        500.000        98.9662       0.230571                 NaN  0.499009                 NaN            NaN  0.304213                 NaN            NaN            NaN
  1327.71        500.000        98.9763       0.228709                 NaN  0.494133                 NaN            NaN  0.300900                 NaN            NaN            NaN
  1326.20        500.000        98.9928       0.225642                 NaN  0.486243                 NaN            NaN  0.295290                 NaN            NaN            NaN
  1324.69        500.000        99.0018       0.221813                 NaN  0.484239                 NaN            NaN  0.292100                 NaN            NaN            NaN
  1323.18        500.000        99.0130       0.219814                 NaN  0.478819                 NaN            NaN  0.288363                 NaN            NaN            NaN
  1321.67        500.000        99.0256       0.215827                 NaN  0.474301                 NaN            NaN  0.284236                 NaN            NaN            NaN
  1320.16        500.000        99.0370       0.213950                 NaN  0.468694                 NaN            NaN  0.280391                 NaN            NaN            NaN
  1318.65        500.000        99.0468       0.211695                 NaN  0.464475                 NaN            NaN  0.276982                 NaN            NaN            NaN
  1317.14        500.000        99.0582       0.209970                 NaN  0.458672                 NaN            NaN  0.273175                 NaN            NaN            NaN
  1315.63        500.000        99.0693       0.206706                 NaN  0.454459                 NaN            NaN  0.269533                 NaN            NaN            NaN
  1314.12        500.000        99.0771       0.203578                 NaN  0.452353                 NaN            NaN  0.266932                 NaN            NaN            NaN
  1312.61        500.000        99.0919       0.201483                 NaN  0.445036                 NaN            NaN  0.261614                 NaN            NaN            NaN
  1311.10        500.000        99.0999       0.198052                 NaN  0.443191                 NaN            NaN  0.258900                 NaN            NaN            NaN
  1309.59        500.000        99.1103       0.196753                 NaN  0.437382                 NaN            NaN  0.255532                 NaN            NaN            NaN
  1308.08        500.000        99.1205       0.193871                 NaN  0.433403                 NaN            NaN  0.252226                 NaN            NaN            NaN
  1306.57        500.000        99.1301       0.190409                 NaN  0.430732                 NaN            NaN  0.248743                 NaN            NaN            NaN
  1305.06        500.000        99.1390       0.189500                 NaN  0.425698                 NaN            NaN  0.245762                 NaN            NaN            NaN
  1303.55        500.000        99.1499       0.187368                 NaN  0.420509                 NaN            NaN  0.242216                 NaN            NaN            NaN
  1302.04        500.000        99.1590       0.181484                 NaN  0.420495                 NaN            NaN  0.239010                 NaN            NaN            NaN
  1300.52        500.000        99.1683       0.180666                 NaN  0.415094                 NaN            NaN  0.235928                 NaN            NaN            NaN
  1299.01        500.000        99.1778       0.177921                 NaN  0.411527                 NaN            NaN  0.232801                 NaN            NaN            NaN
  1297.50        500.000        99.1845       0.175057                 NaN  0.410180                 NaN            NaN  0.230223                 NaN            NaN            NaN
  1295.99        500.000        99.1961       0.171239                 NaN  0.406235                 NaN            NaN  0.226414                 NaN            NaN            NaN
  1294.48        500.000        99.2045       0.172564                 NaN  0.398527                 NaN            NaN  0.224429                 NaN            NaN            NaN
  1292.97        500.000        99.2146       0.165966                 NaN  0.399610                 NaN            NaN  0.219847                 NaN            NaN            NaN
  1291.46        500.000        99.2214       0.163408                 NaN  0.397298                 NaN            NaN  0.217906                 NaN            NaN            NaN
  1289.95        500.000        99.2296       0.160725                 NaN  0.394501                 NaN            NaN  0.215155                 NaN            NaN            NaN
  1288.44        500.000        99.2383       0.155880                 NaN  0.393613                 NaN            NaN  0.212253                 NaN            NaN            NaN
  1286.93        500.000        99.2464       0.155644                 NaN  0.388519                 NaN            NaN  0.209437                 NaN            NaN            NaN
  1285.42        500.000        99.2551       0.154763                 NaN  0.383359                 NaN            NaN  0.206776                 NaN            NaN            NaN
  1283.91        500.000        99.2618       0.150471                 NaN  0.383586                 NaN            NaN  0.204146                 NaN            NaN            NaN
  1282.40        500.000        99.2698       0.145331                 NaN  0.383369                 NaN            NaN  0.201484                 NaN            NaN            NaN
  1280.89        500.000        99.2769       0.143883                 NaN  0.380156                 NaN            NaN  0.199096                 NaN            NaN            NaN
  1279.38        500.000        99.2855       0.140526                 NaN  0.377652                 NaN            NaN  0.196331                 NaN            NaN            NaN
  1277.87        500.000        99.2930       0.137924                 NaN  0.375284                 NaN            NaN  0.193822                 NaN            NaN            NaN
  1276.36        500.000        99.3001       0.135842                 NaN  0.372508                 NaN            NaN  0.191512                 NaN            NaN            NaN
  1274.85        500.000        99.3071       0.131525                 NaN  0.372316                 NaN            NaN  0.189037                 NaN            NaN            NaN
  1273.34        500.000        99.3155       0.129064                 NaN  0.368707                 NaN            NaN  0.186681                 NaN            NaN            NaN
  1271.83        500.000        99.3206       0.124606                 NaN  0.370447                 NaN            NaN  0.184316                 NaN            NaN            NaN
  1270.32        500.000        96.1729       0.250933                 NaN   1.07222                 NaN            NaN  0.507729        1.99627                 NaN            NaN
  1268.81        500.000        95.0600       0.238382                 NaN   1.38525                 NaN            NaN  0.620525        2.69580                 NaN            NaN
  1267.30        500.000        95.1631       0.114211                 NaN   1.50432                 NaN            NaN  0.610575        2.60779                 NaN            NaN
  1265.79        500.000        95.2569       0.135276E-002            NaN   1.61252                 NaN            NaN  0.602359        2.52682                 NaN            NaN
  1264.28        500.000        95.4588                 NaN            NaN   1.55287                 NaN            NaN  0.580738        2.40756                 NaN            NaN
  1262.77        500.000        95.6499                 NaN            NaN   1.49469                 NaN            NaN  0.559118        2.29632                 NaN            NaN
  1261.26        500.000        95.8496                 NaN            NaN   1.42877                 NaN            NaN  0.532030        2.18957                 NaN            NaN
  1259.75        500.000        96.0271       0.148374E-004            NaN   1.37691                 NaN            NaN  0.514566        2.08138                 NaN            NaN
  1258.24        500.000        96.1680       0.258156E-005            NaN   1.33307                 NaN            NaN  0.497012        2.00193                 NaN            NaN
  1256.73        500.000        96.3153       0.106960E-004            NaN   1.28729                 NaN            NaN  0.478083        1.91935                 NaN            NaN
  1255.22        500.000        96.3126                 NaN            NaN   1.26767                 NaN            NaN  0.478397        1.91846       0.228547E-001            NaN
  1253.71        500.000        95.9083                 NaN            NaN   1.31208                 NaN            NaN  0.528530        2.13881       0.112264                 NaN
  1252.20        500.000        96.0700       0.545544E-004            NaN   1.26428                 NaN            NaN  0.504993        2.05264       0.107998                 NaN
  1250.69        500.000        96.2277       0.519125E-004            NaN   1.21731                 NaN            NaN  0.483307        1.96846       0.103212                 NaN
  1249.18        500.000        96.3814       0.459804E-004            NaN   1.16988                 NaN            NaN  0.460957        1.88852       0.992089E-001            NaN
  1247.67        500.000        96.5230                 NaN            NaN   1.12730                 NaN            NaN  0.442996        1.81279       0.939103E-001            NaN
  1246.16        500.000        96.6569                 NaN            NaN   1.08712                 NaN            NaN  0.426639        1.74079       0.885735E-001            NaN
  1244.65        500.000        96.7790                 NaN            NaN   1.04991                 NaN            NaN  0.409868        1.67673       0.845167E-001            NaN
  1243.14        500.000        96.8946                 NaN            NaN   1.01490                 NaN            NaN  0.394446        1.61564       0.804135E-001            NaN
  1241.63        500.000        97.0052                 NaN            NaN  0.981102                 NaN            NaN  0.380313        1.55727       0.761491E-001            NaN
  1240.12        500.000        97.1151       0.428490E-005            NaN  0.946388                 NaN            NaN  0.366545        1.50003       0.719748E-001            NaN
