|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3/T13/T13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1560.28        500.000        99.3257       0.210214E-001  0.653278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.3341       0.200934E-001  0.645760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        500.000        99.3410       0.212200E-001  0.637736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000        99.3457       0.219385E-001  0.632386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        500.000        99.3545       0.201311E-001  0.625361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000        99.3577       0.176445E-001  0.624617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000        99.3622       0.163983E-001  0.621412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.1069       0.396633E-001  0.853392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000        99.6344       0.104437E-002  0.364544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000        99.3748       0.205034E-002  0.623137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000        99.3861       0.899389E-002  0.604877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.3889       0.175952E-001  0.593548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.3897       0.105081E-001  0.599805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.3983       0.952738E-002  0.592220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.4051       0.314241E-005  0.594924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        99.4085       0.192871E-001  0.572235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.4153       0.158951E-001  0.568854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.4161       0.256797E-002  0.581328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.4204       0.450745E-002  0.575111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        99.4259       0.481881E-002  0.569280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.4263       0.422991E-001  0.531426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.4476       0.667626E-003  0.551781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.4413       0.134399E-001  0.545310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        99.4423       0.531171E-002  0.552383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        99.4519       0.247672E-001  0.523343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.4523                 NaN  0.547696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.4551                 NaN  0.544907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.4589                 NaN  0.541109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.4635       0.170838E-005  0.536479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.4673                 NaN  0.532721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.4697                 NaN  0.530346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.4749                 NaN  0.525093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4787                 NaN  0.521255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4818                 NaN  0.518215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.4849                 NaN  0.515068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.4891                 NaN  0.510856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4910                 NaN  0.509046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4955                 NaN  0.504497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.4980                 NaN  0.501959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.5020                 NaN  0.498009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.5051                 NaN  0.494893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.5081                 NaN  0.491888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.5110                 NaN  0.488954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.5161       0.268591E-001  0.457060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.5203                 NaN  0.479675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.5208                 NaN  0.479233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.4531                 NaN  0.148599       0.398252                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.4154                 NaN  0.383971E-002  0.580715                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.1733       0.911032E-001            NaN  0.735551                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.7839                 NaN  0.945513E-001  0.121510                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.3530                 NaN            NaN  0.647044                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.4196                 NaN            NaN  0.580380                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.4210                 NaN            NaN  0.579034                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.4224                 NaN            NaN  0.577636                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.4222                 NaN            NaN  0.577791                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.4217                 NaN            NaN  0.578300                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.4214                 NaN            NaN  0.578582                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.4199                 NaN            NaN  0.580128                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.4190                 NaN            NaN  0.581006                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.4163                 NaN            NaN  0.583672                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.4152                 NaN            NaN  0.584793                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.4117                 NaN            NaN  0.588302                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.4050                 NaN            NaN  0.594978                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.4030                 NaN            NaN  0.596965                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.3963                 NaN            NaN  0.603718                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        99.2426                 NaN            NaN  0.270241       0.487137                 NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        99.0508                 NaN            NaN  0.635876       0.313292                 NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        99.0597                 NaN            NaN  0.311018       0.629321                 NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        99.0659                 NaN            NaN  0.626079       0.307983                 NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        99.0810                 NaN            NaN  0.616183       0.302860                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        99.0880                 NaN            NaN  0.611411       0.300564                 NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        99.0977                 NaN            NaN  0.297007       0.605245                 NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        99.1064                 NaN            NaN  0.600397       0.293157                 NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        99.1153                 NaN            NaN  0.289712       0.594941                 NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        99.1229                 NaN            NaN  0.590005       0.287094                 NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        99.1328                 NaN            NaN  0.583681       0.283565                 NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        99.1403                 NaN            NaN  0.579127       0.280619                 NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.1493                 NaN            NaN  0.573751       0.276997                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.1569                 NaN            NaN  0.274463       0.568683                 NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.1640                 NaN            NaN  0.270988       0.565047                 NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.1728                 NaN            NaN  0.559000       0.268169                 NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        99.1795                 NaN            NaN  0.265413       0.555118                 NaN            NaN            NaN            NaN            NaN
  1436.44        500.000        99.1879                 NaN            NaN  0.549889       0.262245                 NaN            NaN            NaN            NaN            NaN
  1434.93        500.000        97.6721                 NaN            NaN  0.884666       0.747920                 NaN  0.695308                 NaN            NaN            NaN
  1433.42        500.000        97.2245                 NaN            NaN  0.797614        1.06877                 NaN  0.909122                 NaN            NaN            NaN
  1431.91        500.000        97.2931                 NaN            NaN  0.778494        1.04117                 NaN  0.887199                 NaN            NaN            NaN
  1430.40        500.000        97.3592                 NaN            NaN   1.01449       0.760031                 NaN  0.866301                 NaN            NaN            NaN
  1428.89        500.000        97.4223                 NaN            NaN  0.742722       0.988974                 NaN  0.846031                 NaN            NaN            NaN
  1427.38        500.000        97.4787                 NaN            NaN  0.965332       0.728023                 NaN  0.827900                 NaN            NaN            NaN
  1425.87        500.000        97.5434                 NaN            NaN  0.940705       0.708754                 NaN  0.807109                 NaN            NaN            NaN
  1424.36        500.000        97.5971                 NaN            NaN  0.694103       0.919003                 NaN  0.789805                 NaN            NaN            NaN
  1422.85        500.000        97.6476                 NaN            NaN  0.680185       0.898377                 NaN  0.773804                 NaN            NaN            NaN
  1421.34        500.000        97.7040                 NaN            NaN  0.664931       0.875945                 NaN  0.755152                 NaN            NaN            NaN
  1419.83        500.000        97.7507                 NaN            NaN  0.651904       0.857356                 NaN  0.740027                 NaN            NaN            NaN
  1418.32        500.000        97.7987                 NaN            NaN  0.838449       0.638319                 NaN  0.724519                 NaN            NaN            NaN
  1416.81        500.000        97.8446                 NaN            NaN  0.820643       0.624936                 NaN  0.709817                 NaN            NaN            NaN
  1415.30        500.000        97.8871                 NaN            NaN  0.804634       0.612353                 NaN  0.695889                 NaN            NaN            NaN
  1413.79        500.000        97.9329                 NaN            NaN  0.599909       0.786244                 NaN  0.680975                 NaN            NaN            NaN
  1412.28        500.000        97.9729                 NaN            NaN  0.589873       0.769274                 NaN  0.667908                 NaN            NaN            NaN
  1410.77        500.000        98.0130                 NaN            NaN  0.577537       0.754782                 NaN  0.654632                 NaN            NaN            NaN
  1409.26        500.000        98.0514                 NaN            NaN  0.740521       0.565819                 NaN  0.642240                 NaN            NaN            NaN
  1407.75        500.000        98.0904                 NaN            NaN  0.555588       0.724466                 NaN  0.629561                 NaN            NaN            NaN
  1406.24        500.000        98.1248                 NaN            NaN  0.545039       0.711827                 NaN  0.618300                 NaN            NaN            NaN
  1404.73        500.000        98.1605                 NaN            NaN  0.535259       0.697747                 NaN  0.606446                 NaN            NaN            NaN
  1403.22        500.000        98.1937                 NaN            NaN  0.685310       0.525438                 NaN  0.595577                 NaN            NaN            NaN
  1401.71        500.000        98.2271                 NaN            NaN  0.515243       0.673073                 NaN  0.584607                 NaN            NaN            NaN
  1400.20        500.000        98.2587                 NaN            NaN  0.505998       0.661148                 NaN  0.574134                 NaN            NaN            NaN
  1398.69        500.000        98.2869                 NaN            NaN  0.649294       0.499139                 NaN  0.564657                 NaN            NaN            NaN
  1397.18        500.000        98.3232                 NaN            NaN  0.487649       0.636454                 NaN  0.552744                 NaN            NaN            NaN
  1395.67        500.000        98.3478                 NaN            NaN  0.627560       0.480230                 NaN  0.544370                 NaN            NaN            NaN
  1394.16        500.000        98.3722                 NaN            NaN  0.618770       0.472722                 NaN  0.536304                 NaN            NaN            NaN
  1392.65        500.000        98.4041                 NaN            NaN  0.463377       0.606730                 NaN  0.525821                 NaN            NaN            NaN
  1391.14        500.000        98.4288                 NaN            NaN  0.456299       0.597343                 NaN  0.517510                 NaN            NaN            NaN
  1389.63        500.000        98.4555                 NaN            NaN  0.448170       0.587556                 NaN  0.508789                 NaN            NaN            NaN
  1388.12        500.000        98.4799                 NaN            NaN  0.440997       0.578699                 NaN  0.500393                 NaN            NaN            NaN
  1386.60        500.000        98.5028                 NaN            NaN  0.434117       0.570287                 NaN  0.492756                 NaN            NaN            NaN
  1385.09        500.000        98.5280                 NaN            NaN  0.426606       0.560985                 NaN  0.484397                 NaN            NaN            NaN
  1383.58        500.000        98.5505                 NaN            NaN  0.553040       0.419738                 NaN  0.476719                 NaN            NaN            NaN
  1382.07        500.000        98.5716                 NaN            NaN  0.413662       0.545207                 NaN  0.469510                 NaN            NaN            NaN
  1380.56        500.000        98.5928                 NaN            NaN  0.538056       0.406754                 NaN  0.462363                 NaN            NaN            NaN
  1379.05        500.000        98.6143                 NaN            NaN  0.530487       0.399968                 NaN  0.455195                 NaN            NaN            NaN
  1377.54        500.000        98.6349                 NaN            NaN  0.393990       0.522971                 NaN  0.448122                 NaN            NaN            NaN
  1376.03        500.000        98.6554                 NaN            NaN  0.387519       0.515841                 NaN  0.441230                 NaN            NaN            NaN
  1374.52        500.000        98.6743                 NaN            NaN  0.509342       0.381559                 NaN  0.434841                 NaN            NaN            NaN
  1373.01        500.000        98.7050       0.133729                 NaN  0.226514       0.485055                 NaN  0.449670                 NaN            NaN            NaN
  1371.50        500.000        98.7318       0.200007                 NaN  0.534362       0.805972E-001            NaN  0.453205                 NaN            NaN            NaN
  1369.99        500.000        98.7515       0.200410                 NaN  0.697229E-001  0.531820                 NaN  0.446567                 NaN            NaN            NaN
  1368.48        500.000        98.7591       0.205267                 NaN  0.597182E-001  0.529834                 NaN  0.446116                 NaN            NaN            NaN
  1366.97        500.000        98.8064       0.196825                 NaN  0.516629       0.534901E-001            NaN  0.426627                 NaN            NaN            NaN
  1365.46        500.000        98.8114       0.202092                 NaN  0.522421       0.371970E-001            NaN  0.426884                 NaN            NaN            NaN
  1363.95        500.000        98.8305       0.202423                 NaN  0.519701       0.270145E-001            NaN  0.420370                 NaN            NaN            NaN
  1362.44        500.000        98.8473       0.201787                 NaN  0.517092       0.195107E-001            NaN  0.414332                 NaN            NaN            NaN
  1360.93        500.000        98.8647       0.202299                 NaN  0.514805       0.967185E-002            NaN  0.408517                 NaN            NaN            NaN
  1359.42        500.000        98.8820       0.202131                 NaN  0.137499E-002  0.511891                 NaN  0.402566                 NaN            NaN            NaN
  1357.91        500.000        98.8983       0.199543                 NaN  0.505621                 NaN            NaN  0.396544                 NaN            NaN            NaN
  1356.40        500.000        98.9138       0.198261                 NaN  0.496949                 NaN            NaN  0.390971                 NaN            NaN            NaN
  1354.89        500.000        98.9296       0.193750                 NaN  0.491758                 NaN            NaN  0.384878                 NaN            NaN            NaN
  1353.38        500.000        98.9367       0.175078                 NaN  0.459027       0.499506E-001            NaN  0.379216                 NaN            NaN            NaN
  1351.87        500.000        98.9604       0.192393                 NaN  0.473287                 NaN            NaN  0.373895                 NaN            NaN            NaN
  1350.36        500.000        98.9742       0.190316                 NaN  0.466212                 NaN            NaN  0.369226                 NaN            NaN            NaN
  1348.85        500.000        98.9837       0.187639                 NaN  0.464053                 NaN            NaN  0.364655                 NaN            NaN            NaN
  1347.34        500.000        99.0074       0.181716                 NaN  0.455028                 NaN            NaN  0.355851                 NaN            NaN            NaN
  1345.83        500.000        99.0164       0.181141                 NaN  0.449629                 NaN            NaN  0.352821                 NaN            NaN            NaN
  1344.32        500.000        99.0301       0.176304                 NaN  0.446575                 NaN            NaN  0.347045                 NaN            NaN            NaN
  1342.81        500.000        99.0440       0.175845                 NaN  0.437990                 NaN            NaN  0.342162                 NaN            NaN            NaN
  1341.30        500.000        99.0274       0.127703                 NaN  0.364926       0.139901                 NaN  0.340049                 NaN            NaN            NaN
  1339.79        500.000        99.0734       0.167251                 NaN  0.429114                 NaN            NaN  0.330206                 NaN            NaN            NaN
  1338.28        500.000        99.0861       0.169930                 NaN  0.417868                 NaN            NaN  0.326139                 NaN            NaN            NaN
  1336.77        500.000        99.0946       0.166571                 NaN  0.415838                 NaN            NaN  0.323023                 NaN            NaN            NaN
  1335.26        500.000        99.1072       0.164754                 NaN  0.410024                 NaN            NaN  0.318030                 NaN            NaN            NaN
  1333.75        500.000        99.1188       0.161398                 NaN  0.406213                 NaN            NaN  0.313544                 NaN            NaN            NaN
  1332.24        500.000        99.1302       0.158606                 NaN  0.401988                 NaN            NaN  0.309183                 NaN            NaN            NaN
  1330.73        500.000        99.1434       0.157537                 NaN  0.394906                 NaN            NaN  0.304158                 NaN            NaN            NaN
  1329.22        500.000        99.1543       0.156280                 NaN  0.389180                 NaN            NaN  0.300201                 NaN            NaN            NaN
  1327.71        500.000        99.1640       0.154645                 NaN  0.384727                 NaN            NaN  0.296593                 NaN            NaN            NaN
  1326.20        500.000        99.1789       0.152259                 NaN  0.378067                 NaN            NaN  0.290728                 NaN            NaN            NaN
  1324.69        500.000        99.1876       0.149337                 NaN  0.375816                 NaN            NaN  0.287259                 NaN            NaN            NaN
  1323.18        500.000        99.1981       0.147659                 NaN  0.371015                 NaN            NaN  0.283259                 NaN            NaN            NaN
  1321.67        500.000        99.2095       0.144678                 NaN  0.366971                 NaN            NaN  0.278885                 NaN            NaN            NaN
  1320.16        500.000        99.2201       0.143127                 NaN  0.362010                 NaN            NaN  0.274798                 NaN            NaN            NaN
  1318.65        500.000        99.2294       0.141282                 NaN  0.358220                 NaN            NaN  0.271147                 NaN            NaN            NaN
  1317.14        500.000        99.2399       0.139818                 NaN  0.353197                 NaN            NaN  0.267114                 NaN            NaN            NaN
  1315.63        500.000        99.2500       0.137381                 NaN  0.349384                 NaN            NaN  0.263252                 NaN            NaN            NaN
  1314.12        500.000        99.2574       0.135031                 NaN  0.347136                 NaN            NaN  0.260414                 NaN            NaN            NaN
  1312.61        500.000        99.2707       0.133302                 NaN  0.341060                 NaN            NaN  0.254934                 NaN            NaN            NaN
  1311.10        500.000        99.2782       0.130762                 NaN  0.339081                 NaN            NaN  0.252003                 NaN            NaN            NaN
  1309.59        500.000        99.2878       0.129639                 NaN  0.334168                 NaN            NaN  0.248442                 NaN            NaN            NaN
  1308.08        500.000        99.2970       0.127474                 NaN  0.330612                 NaN            NaN  0.244949                 NaN            NaN            NaN
  1306.57        500.000        99.3058       0.124922                 NaN  0.328007                 NaN            NaN  0.241293                 NaN            NaN            NaN
  1305.06        500.000        99.3141       0.124052                 NaN  0.323721                 NaN            NaN  0.238131                 NaN            NaN            NaN
  1303.55        500.000        99.3238       0.122417                 NaN  0.319317                 NaN            NaN  0.234430                 NaN            NaN            NaN
  1302.04        500.000        99.3319       0.118359                 NaN  0.318684                 NaN            NaN  0.231067                 NaN            NaN            NaN
  1300.52        500.000        99.3404       0.117566                 NaN  0.314170                 NaN            NaN  0.227831                 NaN            NaN            NaN
  1299.01        500.000        99.3489       0.115568                 NaN  0.310976                 NaN            NaN  0.224559                 NaN            NaN            NaN
  1297.50        500.000        99.3553       0.113446                 NaN  0.309429                 NaN            NaN  0.221825                 NaN            NaN            NaN
  1295.99        500.000        99.3653       0.110779                 NaN  0.305991                 NaN            NaN  0.217911                 NaN            NaN            NaN
  1294.48        500.000        99.3730       0.111391                 NaN  0.299844                 NaN            NaN  0.215760                 NaN            NaN            NaN
  1292.97        500.000        99.3818       0.106925                 NaN  0.300105                 NaN            NaN  0.211121                 NaN            NaN            NaN
  1291.46        500.000        99.3880       0.105084                 NaN  0.297873                 NaN            NaN  0.209027                 NaN            NaN            NaN
  1289.95        500.000        99.3954       0.103162                 NaN  0.295323                 NaN            NaN  0.206161                 NaN            NaN            NaN
  1288.44        500.000        99.4028       0.998714E-001            NaN  0.294136                 NaN            NaN  0.203159                 NaN            NaN            NaN
  1286.93        500.000        99.4103       0.995148E-001            NaN  0.289972                 NaN            NaN  0.200245                 NaN            NaN            NaN
  1285.42        500.000        99.4180       0.987625E-001            NaN  0.285752                 NaN            NaN  0.197485                 NaN            NaN            NaN
  1283.91        500.000        99.4240       0.958365E-001            NaN  0.285408                 NaN            NaN  0.194763                 NaN            NaN            NaN
  1282.40        500.000        99.4308       0.924010E-001            NaN  0.284738                 NaN            NaN  0.192016                 NaN            NaN            NaN
  1280.89        500.000        99.4372       0.913001E-001            NaN  0.281949                 NaN            NaN  0.189538                 NaN            NaN            NaN
  1279.38        500.000        99.4446       0.890180E-001            NaN  0.279656                 NaN            NaN  0.186705                 NaN            NaN            NaN
  1277.87        500.000        99.4512       0.872111E-001            NaN  0.277502                 NaN            NaN  0.184124                 NaN            NaN            NaN
  1276.36        500.000        99.4575       0.857345E-001            NaN  0.275044                 NaN            NaN  0.181736                 NaN            NaN            NaN
  1274.85        500.000        99.4635       0.828639E-001            NaN  0.274433                 NaN            NaN  0.179200                 NaN            NaN            NaN
  1273.34        500.000        99.4707       0.811767E-001            NaN  0.271375                 NaN            NaN  0.176780                 NaN            NaN            NaN
  1271.83        500.000        99.4752       0.782235E-001            NaN  0.272188                 NaN            NaN  0.174360                 NaN            NaN            NaN
  1270.32        500.000        96.5386       0.157485                 NaN  0.787357                 NaN            NaN  0.480940        2.03560                 NaN            NaN
  1268.81        500.000        95.5003       0.149323                 NaN   1.01386                 NaN            NaN  0.587754        2.74878                 NaN            NaN
  1267.30        500.000        95.5999       0.713396E-001            NaN   1.09427                 NaN            NaN  0.577813        2.65668                 NaN            NaN
  1265.79        500.000        95.6914       0.842497E-003            NaN   1.16629                 NaN            NaN  0.569541        2.57194                 NaN            NaN
  1264.28        500.000        95.8832                 NaN            NaN   1.12015                 NaN            NaN  0.548544        2.44809                 NaN            NaN
  1262.77        500.000        96.0645                 NaN            NaN   1.07540                 NaN            NaN  0.527570        2.33253                 NaN            NaN
  1261.26        500.000        96.2502                 NaN            NaN   1.02668                 NaN            NaN  0.501462        2.22166                 NaN            NaN
  1259.75        500.000        96.4198       0.913437E-005            NaN  0.986100                 NaN            NaN  0.484475        2.10961                 NaN            NaN
  1258.24        500.000        96.5529       0.158481E-005            NaN  0.952832                 NaN            NaN  0.467429        2.02683                 NaN            NaN
  1256.73        500.000        96.6915       0.654866E-005            NaN  0.918400                 NaN            NaN  0.449116        1.94101                 NaN            NaN
  1255.22        500.000        96.6975                 NaN            NaN  0.903052                 NaN            NaN  0.448932        1.93804       0.125102E-001            NaN
  1253.71        500.000        96.3503                 NaN            NaN  0.934201                 NaN            NaN  0.495506        2.15861       0.613913E-001            NaN
  1252.20        500.000        96.5016       0.331405E-004            NaN  0.898597                 NaN            NaN  0.472646        2.06817       0.589584E-001            NaN
  1250.69        500.000        96.6488       0.314436E-004            NaN  0.863309                 NaN            NaN  0.451587        1.98003       0.562496E-001            NaN
  1249.18        500.000        96.7913       0.277732E-004            NaN  0.828334                 NaN            NaN  0.429980        1.89643       0.539759E-001            NaN
  1247.67        500.000        96.9230                 NaN            NaN  0.796101                 NaN            NaN  0.412536        1.81734       0.510067E-001            NaN
  1246.16        500.000        97.0475                 NaN            NaN  0.765557                 NaN            NaN  0.396641        1.74227       0.480269E-001            NaN
  1244.65        500.000        97.1607                 NaN            NaN  0.737785                 NaN            NaN  0.380417        1.67537       0.457502E-001            NaN
  1243.14        500.000        97.2679                 NaN            NaN  0.711529                 NaN            NaN  0.365499        1.61166       0.434563E-001            NaN
  1241.63        500.000        97.3701                 NaN            NaN  0.686071                 NaN            NaN  0.351822        1.55087       0.410832E-001            NaN
