|6.6.6
Archiving\03_Data\frac/QFM_m4.75/ALH/ALH_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1533.83        2500.00        98.9064                 NaN            NaN            NaN            NaN            NaN  0.252649E-001   1.06830                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9036                 NaN            NaN            NaN            NaN            NaN  0.189511E-001   1.07746                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9159                 NaN            NaN            NaN            NaN            NaN  0.736308E-002   1.07677                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9146                 NaN            NaN            NaN            NaN            NaN  0.169740E-002   1.08372                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9130                 NaN            NaN            NaN            NaN            NaN  0.181382E-001   1.06881                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9119                 NaN            NaN            NaN            NaN            NaN  0.187148E-002   1.08620                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9113                 NaN            NaN            NaN            NaN            NaN  0.298682E-001   1.05884                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9039                 NaN            NaN            NaN            NaN            NaN            NaN   1.09615                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8954                 NaN            NaN            NaN            NaN            NaN  0.415135E-002   1.10050                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8862                 NaN            NaN            NaN            NaN            NaN  0.391260E-001   1.07472                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8642                 NaN            NaN            NaN            NaN  0.458615E-003            NaN   1.13534                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.4369                 NaN            NaN            NaN            NaN  0.713209E-002            NaN   1.26236       0.293598                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6086                 NaN            NaN            NaN            NaN  0.382786E-002            NaN  0.858645       0.528957                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.2824                 NaN            NaN            NaN            NaN  0.456834E-002            NaN  0.652927        1.06009                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3100                 NaN            NaN            NaN            NaN  0.433854E-002            NaN   1.04314       0.642487                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.3412                 NaN            NaN            NaN            NaN  0.412373E-002            NaN   1.02211       0.632539                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3679                 NaN            NaN            NaN            NaN  0.389579E-002            NaN   1.00569       0.622478                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3952                 NaN            NaN            NaN            NaN  0.370025E-002            NaN  0.988505       0.612614                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4203                 NaN            NaN            NaN            NaN  0.349552E-002            NaN  0.603704       0.972483                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4446                 NaN            NaN            NaN            NaN  0.330690E-002            NaN  0.594819       0.957273                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4694                 NaN            NaN            NaN            NaN  0.310597E-002            NaN  0.585588       0.941935                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4923                 NaN            NaN            NaN            NaN  0.292268E-002            NaN  0.577153       0.927658                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5161                 NaN            NaN            NaN            NaN  0.276669E-002            NaN  0.568127       0.913024                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5363                 NaN            NaN            NaN            NaN  0.261693E-002            NaN  0.560232       0.900868                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5586                 NaN            NaN            NaN            NaN  0.245897E-002            NaN  0.887041       0.551944                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5777                 NaN            NaN            NaN            NaN  0.229172E-002            NaN  0.875515       0.544462                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6011                 NaN            NaN            NaN            NaN  0.216909E-002            NaN  0.536003       0.860721                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6190                 NaN            NaN            NaN            NaN  0.199051E-002            NaN  0.528119       0.850931                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6371                 NaN            NaN            NaN            NaN  0.186740E-002            NaN  0.521155       0.839861                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6550                 NaN            NaN            NaN            NaN  0.174780E-002            NaN  0.829401       0.513894                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6719                 NaN            NaN            NaN            NaN  0.160878E-002            NaN  0.506637       0.819875                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6904                 NaN            NaN            NaN            NaN  0.149736E-002            NaN  0.499716       0.808401                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7057                 NaN            NaN            NaN            NaN  0.139575E-002            NaN  0.799761       0.493136                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7211                 NaN            NaN            NaN            NaN  0.128573E-002            NaN  0.791358       0.486300                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7368                 NaN            NaN            NaN            NaN  0.116134E-002            NaN  0.782634       0.479447                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7523                 NaN            NaN            NaN            NaN  0.109959E-002            NaN  0.773466       0.473140                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7658                 NaN            NaN            NaN            NaN  0.998011E-003            NaN  0.467383       0.765866                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7795                 NaN            NaN            NaN            NaN  0.938833E-003            NaN  0.460989       0.758553                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7877                 NaN            NaN            NaN            NaN  0.824108E-003            NaN  0.457189       0.751400       0.288121E-002            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.9771                 NaN            NaN            NaN            NaN  0.295538E-003            NaN  0.877668        1.18954       0.955379                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.0224                 NaN            NaN            NaN            NaN            NaN            NaN   1.17180       0.855642       0.950120                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.1125                 NaN            NaN            NaN            NaN            NaN            NaN  0.829962        1.13693       0.920575                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1963                 NaN            NaN            NaN            NaN            NaN            NaN   1.10435       0.806208       0.893179                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2780                 NaN            NaN            NaN            NaN            NaN            NaN   1.07366       0.782309       0.866027                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3519                 NaN            NaN            NaN            NaN            NaN            NaN   1.04568       0.760268       0.842107                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4248                 NaN            NaN            NaN            NaN            NaN            NaN  0.739699        1.01773       0.817811                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.4888                 NaN            NaN            NaN  0.196007E-001            NaN            NaN  0.728198       0.961723       0.801664                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.0957                 NaN  0.534245E-001            NaN  0.138258E-002            NaN            NaN  0.924973       0.951491       0.973060                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.0380                 NaN  0.705274E-001            NaN            NaN            NaN            NaN  0.913751       0.970264        1.00744                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.1610                 NaN  0.669077E-001            NaN            NaN            NaN            NaN  0.930044       0.877128       0.964927                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.2714                 NaN  0.634932E-001            NaN            NaN            NaN            NaN  0.892394       0.845784       0.926939                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.3753                 NaN  0.603661E-001            NaN            NaN            NaN            NaN  0.857806       0.815608       0.890886                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.4722                 NaN  0.573643E-001            NaN            NaN            NaN            NaN  0.788237       0.824974       0.857253                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.5632                 NaN  0.545839E-001            NaN            NaN            NaN            NaN  0.762343       0.794158       0.825760                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6490                 NaN  0.519616E-001            NaN            NaN            NaN            NaN  0.738702       0.764456       0.795845                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7290                 NaN  0.495090E-001            NaN            NaN            NaN            NaN  0.737357       0.715982       0.768145                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8048                 NaN  0.470752E-001            NaN            NaN            NaN            NaN  0.711032       0.695627       0.741498                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.8757                 NaN  0.449336E-001            NaN            NaN            NaN            NaN  0.686629       0.676040       0.716678                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9413                 NaN  0.428115E-001            NaN            NaN            NaN            NaN  0.664909       0.657368       0.693579                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0075                 NaN  0.406998E-001            NaN            NaN            NaN            NaN  0.642313       0.638762       0.670726                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0671                 NaN  0.388478E-001            NaN            NaN            NaN            NaN  0.618311       0.626137       0.649618                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1228                 NaN  0.370236E-001            NaN            NaN            NaN            NaN  0.598964       0.611064       0.630151                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1770                 NaN  0.352043E-001            NaN            NaN            NaN            NaN  0.578830       0.598128       0.610824                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2277                 NaN  0.335522E-001            NaN            NaN            NaN            NaN  0.585293       0.560442       0.593055                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.2762                 NaN  0.318975E-001            NaN            NaN            NaN            NaN  0.542199       0.573925       0.575740                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3221                 NaN  0.303570E-001            NaN            NaN            NaN            NaN  0.525201       0.562895       0.559471                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3658                 NaN  0.288158E-001            NaN            NaN            NaN            NaN  0.553177       0.508110       0.544062                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4074                 NaN  0.274245E-001            NaN            NaN            NaN            NaN  0.492450       0.543370       0.529323                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4469                 NaN  0.260051E-001            NaN            NaN            NaN            NaN  0.534839       0.477099       0.515191                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4846                 NaN  0.247163E-001            NaN            NaN            NaN            NaN  0.462806       0.526073       0.501802                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5205                 NaN  0.234521E-001            NaN            NaN            NaN            NaN  0.518558       0.448486       0.489026                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5541                 NaN  0.221580E-001            NaN            NaN            NaN            NaN  0.512413       0.434495       0.476878                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5871                 NaN  0.209682E-001            NaN            NaN            NaN            NaN  0.505597       0.421202       0.465143                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6184                 NaN  0.198135E-001            NaN            NaN            NaN            NaN  0.500259       0.407554       0.453995                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6479                 NaN  0.186205E-001            NaN            NaN            NaN            NaN  0.495602       0.394531       0.443374                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6756                 NaN  0.174886E-001            NaN            NaN            NaN            NaN  0.491083       0.382411       0.433417                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7025                 NaN  0.164627E-001            NaN            NaN            NaN            NaN  0.486145       0.371103       0.423768                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7279                 NaN  0.153562E-001            NaN            NaN            NaN            NaN  0.483744       0.358390       0.414599                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7514                 NaN  0.143607E-001            NaN            NaN            NaN            NaN  0.347373       0.480669       0.406216                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7757                 NaN  0.132661E-001            NaN            NaN            NaN            NaN  0.334789       0.479029       0.397205                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7972                 NaN  0.122612E-001            NaN            NaN            NaN            NaN  0.477964       0.323003       0.389564                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8183                 NaN  0.114085E-001            NaN            NaN            NaN            NaN  0.311918       0.476319       0.382056                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8389                 NaN  0.104057E-001            NaN            NaN            NaN            NaN  0.475946       0.300148       0.374614                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8580                 NaN  0.952271E-002            NaN            NaN            NaN            NaN  0.476483       0.288107       0.367886                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8754                 NaN  0.848476E-002            NaN            NaN            NaN            NaN  0.275708       0.478984       0.361376                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8925                 NaN  0.757618E-002            NaN            NaN            NaN            NaN  0.263316       0.481237       0.355340                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9081                 NaN  0.664753E-002            NaN            NaN            NaN            NaN  0.485001       0.250651       0.349633                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9234                 NaN  0.579317E-002            NaN            NaN            NaN            NaN  0.237808       0.488873       0.344105                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.9376                 NaN  0.495562E-002            NaN            NaN            NaN            NaN  0.493898       0.224428       0.339109                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.9513                 NaN  0.402482E-002            NaN            NaN            NaN            NaN  0.208821       0.501786       0.334114                 NaN            NaN            NaN            NaN
  1308.27        2500.00        79.8475                 NaN  0.252466                 NaN            NaN            NaN            NaN   2.82999        1.59509        2.73760        12.7373                 NaN            NaN            NaN
  1305.76        2500.00        82.7384                 NaN  0.220591                 NaN            NaN            NaN            NaN   2.50226        1.28387        2.34394        10.9110                 NaN            NaN            NaN
  1303.26        2500.00        81.0767                 NaN  0.220989                 NaN            NaN            NaN            NaN   3.28666       0.602537        2.51466        12.0654       0.233093                 NaN            NaN
  1300.75        2500.00        79.3519                 NaN  0.216661                 NaN            NaN            NaN            NaN   3.94067                 NaN   2.67739        13.2946       0.518791                 NaN            NaN
  1298.25        2500.00        83.8428                 NaN  0.142398                 NaN  0.264554                 NaN            NaN   2.80138                 NaN   2.10819        10.4187       0.422005                 NaN            NaN
  1295.74        2500.00        86.4624                 NaN  0.831945E-001            NaN  0.526888                 NaN            NaN   2.05902                 NaN   1.78385        8.71781       0.366834                 NaN            NaN
  1293.23        2500.00        88.6864                 NaN  0.672423E-001            NaN  0.473840                 NaN            NaN   1.69487                 NaN   1.48816        7.27663       0.312900                 NaN            NaN
  1290.73        2500.00        90.3966                 NaN  0.553419E-001            NaN  0.418845                 NaN            NaN   1.44042                 NaN   1.26159        6.15776       0.269437                 NaN            NaN
  1288.22        2500.00        91.0731                 NaN  0.581048E-001            NaN  0.353173                 NaN            NaN   1.36310                 NaN   1.16807        5.73067       0.253767                 NaN            NaN
  1285.71        2500.00        92.4802                 NaN  0.323754E-001            NaN  0.397996                 NaN            NaN   1.10253                 NaN  0.990662        4.78110       0.215153                 NaN            NaN
  1283.21        2500.00        93.9123                 NaN  0.284252E-001            NaN  0.303853                 NaN            NaN  0.920494                 NaN  0.794902        3.86320       0.176857                 NaN            NaN
  1280.70        2500.00        93.4087                 NaN  0.355761E-001            NaN  0.297087                 NaN            NaN   1.02276                 NaN  0.863779        4.18053       0.191606                 NaN            NaN
  1278.20        2500.00        95.0256                 NaN  0.183480E-001            NaN  0.274709                 NaN            NaN  0.752094                 NaN  0.646797        3.13604       0.146391                 NaN            NaN
  1275.69        2500.00        91.5883                 NaN  0.308977E-001            NaN  0.349883                 NaN            NaN   1.37568                 NaN  0.997621        4.80586       0.219357       0.632400                 NaN
  1273.18        2500.00        80.4176                 NaN  0.273207E-001            NaN  0.643438                 NaN            NaN   3.38124                 NaN   1.93345        9.62621       0.408741        3.56204                 NaN
  1270.68        2500.00        76.3982                 NaN  0.390636E-001            NaN  0.790475                 NaN            NaN   4.24810                 NaN   2.46155        11.0732       0.508550        4.48079                 NaN
  1268.17        2500.00        90.9170                 NaN  0.998543E-003            NaN  0.273195                 NaN            NaN   1.35529                 NaN  0.724934        5.14419       0.156557        1.42788                 NaN
  1265.66        2500.00        84.8971                 NaN  0.139267E-001            NaN  0.503248                 NaN            NaN   2.59023                 NaN   1.47595        7.45898       0.304092        2.75647                 NaN
  1263.16        2500.00        80.5373                 NaN  0.228158E-001            NaN  0.620753                 NaN            NaN   3.26121                 NaN   1.89198        9.75345       0.386465        3.52600                 NaN
  1260.65        2500.00        90.3516                 NaN  0.319951E-003            NaN  0.358931                 NaN            NaN   1.63355                 NaN  0.912972        4.80505       0.185068        1.75248                 NaN
  1258.15        2500.00        82.4735                 NaN  0.203400E-001            NaN  0.515834                 NaN            NaN   2.84532                 NaN   1.61647        9.03203       0.329678        3.16687                 NaN
  1255.64        2500.00        57.6835                 NaN  0.435303E-001            NaN   1.20317                 NaN            NaN   6.36872                 NaN   3.65606        22.5091       0.757461        7.77847                 NaN
  1253.13        2500.00                 NaN            NaN  0.922437E-002            NaN   2.94632                 NaN            NaN   14.4502                 NaN   8.26165        48.0021        1.75169        17.0660        7.51284     
  1250.63        2500.00                 NaN            NaN  0.922324E-002            NaN   2.94641                 NaN            NaN   14.4507                 NaN   8.26226        48.0599        1.75176        17.0917        7.42809     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   2.98215                 NaN            NaN   14.4431                 NaN   8.27349        48.0728        1.75295        17.1268        7.34876     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   2.98432                 NaN            NaN   14.4411                 NaN   8.27797        48.1314        1.75345        17.1519        7.25990     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   2.98441                 NaN            NaN   14.4416                 NaN   8.27859        48.1909        1.75353        17.1784        7.17255     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   2.98450                 NaN            NaN   14.4421                 NaN   8.27921        48.2511        1.75360        17.2052        7.08429     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   2.98459                 NaN            NaN   14.4427                 NaN   8.27982        48.3129        1.75367        17.2328        6.99360     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   2.98468                 NaN            NaN   14.4432                 NaN   8.28044        48.3747        1.75375        17.2604        6.90288     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   2.98477                 NaN            NaN   14.4437                 NaN   8.28106        48.4372        1.75382        17.2883        6.81109     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   2.98486                 NaN            NaN   14.4443                 NaN   8.28168        48.5005        1.75390        17.3166        6.71822     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   2.98495                 NaN            NaN   14.4448                 NaN   8.28231        48.5645        1.75397        17.3453        6.62425     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   3.03218                 NaN            NaN   14.3206                 NaN   8.44455        48.5734        1.76660        17.3792        6.48348     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   3.03228                 NaN            NaN   14.3211                 NaN   8.44518        48.6388        1.76668        17.4085        6.38736     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   3.07893                 NaN            NaN   14.2907                 NaN   8.41111        48.8097        1.76415        17.4156        6.22983     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   3.08788                 NaN            NaN   14.2753                 NaN   8.42248        48.8830        1.76534        17.4442        6.12184     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   3.09664                 NaN            NaN   14.2604                 NaN   8.43375        48.9569        1.76644        17.4732        6.01266     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   3.10528                 NaN            NaN   14.2460                 NaN   8.44509        49.0314        1.76749        17.5026        5.90219     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   3.11425                 NaN            NaN   14.2305                 NaN   8.45609        49.1077        1.76866        17.5324        5.79038     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   3.10367                 NaN            NaN   14.2210                 NaN   8.46220        49.1895        1.76931        17.5875        5.66688     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   3.05036                 NaN            NaN   14.2629                 NaN   8.52689        49.0866        1.77253        17.6336        5.66713     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   3.12816                 NaN            NaN   14.1539                 NaN   8.57256        49.2289        1.77762        17.6290        5.50989     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   3.14844                 NaN            NaN   14.1745                 NaN   8.49998        49.4181        1.77280        17.6558        5.33041     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   3.16766                 NaN            NaN   14.1072                 NaN   8.50207        49.5371        1.77951        17.6915        5.21495     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   3.16325                 NaN            NaN   14.1552                 NaN   8.52157        49.5744        1.77409        17.7202        5.09125     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   3.19109                 NaN            NaN   14.0924                 NaN   8.57463        49.6320        1.77813        17.7407        4.99111     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   3.21612                 NaN            NaN   14.0334                 NaN   8.62658        49.6838        1.78366        17.7570        4.89952     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   3.21623                 NaN            NaN   14.0339                 NaN   8.62725        49.7612        1.78375        17.7921        4.78554     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   3.21634                 NaN            NaN   14.0345                 NaN   8.62793        49.8395        1.78383        17.8275        4.67031     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   3.21645                 NaN            NaN   14.0351                 NaN   8.62861        49.9196        1.78391        17.8639        4.55241     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   3.21656                 NaN            NaN   14.0357                 NaN   8.62930        50.0002        1.78400        17.9004        4.43385     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   3.21667                 NaN            NaN   14.0363                 NaN   8.62998        50.0817        1.78408        17.9374        4.31380     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   3.21678                 NaN            NaN   14.0369                 NaN   8.63067        50.1643        1.78416        17.9749        4.19224     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   3.21690                 NaN            NaN   14.0375                 NaN   8.63136        50.2479        1.78425        18.0129        4.06913     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   3.23913                 NaN            NaN   14.0544                 NaN   8.62629        50.4219        1.78097        18.0699        3.80740     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   3.24655                 NaN            NaN   14.0452                 NaN   8.63649        50.5123        1.78157        18.1077        3.67020     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   3.26155                 NaN            NaN   13.9960                 NaN   8.63908        50.6339        1.78648        18.1490        3.53395     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   3.26404                 NaN            NaN   14.0123                 NaN   8.65382        50.7078        1.78436        18.1859        3.39174     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   3.27056                 NaN            NaN   14.0076                 NaN   8.66442        50.7988        1.78452        18.2250        3.24918     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   3.27715                 NaN            NaN   14.0025                 NaN   8.67487        50.8913        1.78472        18.2646        3.10489     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   3.28353                 NaN            NaN   13.9983                 NaN   8.68537        50.9844        1.78484        18.3047        2.95879     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   3.29018                 NaN            NaN   13.9926                 NaN   8.69532        51.0801        1.78515        18.3456        2.81108     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   3.29677                 NaN            NaN   13.9872                 NaN   8.70524        51.1769        1.78543        18.3870        2.66150     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   3.30330                 NaN            NaN   13.9821                 NaN   8.71516        51.2747        1.78567        18.4290        2.51006     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   3.31156                 NaN            NaN   13.9664                 NaN   8.72206        51.3830        1.78716        18.4725        2.35732     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   3.31864                 NaN            NaN   13.9595                 NaN   8.73201        51.4841        1.78754        18.5158        2.20238     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   3.32016                 NaN            NaN   13.9812                 NaN   8.74681        51.5657        1.78498        18.5574        2.04372     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.34178                 NaN            NaN   13.8998                 NaN   8.82581        51.5439        1.79002        18.5548        2.04389     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   3.34192                 NaN            NaN   13.9005                 NaN   8.82657        51.6445        1.79012        18.6010        1.89538     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   3.34206                 NaN            NaN   13.9012                 NaN   8.82733        51.7464        1.79022        18.6477        1.74501     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   3.34220                 NaN            NaN   13.9019                 NaN   8.82810        51.8496        1.79031        18.6951        1.59276     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   3.34234                 NaN            NaN   13.9026                 NaN   8.82888        51.9541        1.79041        18.7431        1.43861     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   3.34249                 NaN            NaN   13.9033                 NaN   8.82965        52.0598        1.79051        18.7917        1.28253     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   3.34263                 NaN            NaN   13.9041                 NaN   8.83044        52.1669        1.79062        18.8409        1.12451     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   3.37191                 NaN            NaN   13.9539                 NaN   8.82546        52.4238        1.78662        18.9267       0.711508     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   3.37588                 NaN            NaN   13.9564                 NaN   8.83481        52.5310        1.78527        18.9779       0.538681     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   3.38179                 NaN            NaN   13.9555                 NaN   8.84455        52.6444        1.78514        19.0277       0.360896     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   3.38766                 NaN            NaN   13.9550                 NaN   8.85429        52.7588        1.78497        19.0782       0.181078     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   3.39347                 NaN            NaN   13.9548                 NaN   8.86403        52.8739        1.78477        19.1290                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   3.40719                 NaN            NaN   13.9034                 NaN   8.86187        52.9095        1.78988        19.1282                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   3.40229                 NaN            NaN   13.9517                 NaN   8.88343        52.8610        1.78417        19.1174                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   3.41021                 NaN            NaN   13.9326                 NaN   8.88911        52.8692        1.78573        19.1131                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN   3.41121                 NaN            NaN   13.9503                 NaN   8.90343        52.8466        1.78331        19.1052                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN   3.41832                 NaN            NaN   13.9236                 NaN   8.90983        52.8585        1.78542        19.1043                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN   3.42195                 NaN            NaN   13.9449                 NaN   8.92167        52.8364        1.78292        19.0922                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   3.42686                 NaN            NaN   13.9462                 NaN   8.93117        52.8285        1.78240        19.0849                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   3.42806                 NaN            NaN   13.9523                 NaN   8.94379        52.8149        1.78169        19.0792                 NaN
