|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1415.27        2500.00                 NaN   98.7514                 NaN  0.440828       0.178272                 NaN  0.178087       0.451439                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.7681                 NaN  0.437481       0.171218                 NaN  0.177486       0.445708                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.7852                 NaN  0.433547       0.164668                 NaN  0.176645       0.439927                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.8003                 NaN  0.158098       0.430659                 NaN  0.176130       0.434830                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.8163                 NaN  0.152987       0.426687                 NaN  0.175075       0.428924                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   98.8287                 NaN  0.145994       0.425500                 NaN  0.175039       0.424735                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.8441                 NaN  0.423890       0.138667                 NaN  0.174147       0.419170                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.8539                 NaN  0.420611       0.135050                 NaN  0.174035       0.416452                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.8808                 NaN  0.414440       0.127285                 NaN  0.171382       0.406094                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.8857                 NaN  0.122312       0.414882                 NaN  0.172147       0.405002                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.8927                 NaN  0.404620       0.132962                 NaN  0.168023       0.401650                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.9185                 NaN  0.990407E-001  0.415050                 NaN  0.173625       0.393739                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.7834                 NaN  0.459782       0.120602                 NaN  0.193145       0.443038                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   99.0801                 NaN  0.350334       0.895828E-001            NaN  0.145732       0.334238                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.9506                 NaN  0.963406E-001  0.402696                 NaN  0.168328       0.382078                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   98.9633                 NaN  0.400060       0.916079E-001            NaN  0.167590       0.377431                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.8302                 NaN  0.102114       0.452698                 NaN  0.188810       0.426176                 NaN            NaN            NaN
  1395.61        2500.00                 NaN   99.1329                 NaN  0.676473E-001  0.339344                 NaN  0.143887       0.316221                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.9992                 NaN  0.393060       0.777773E-001            NaN  0.165190       0.364766                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   99.0099                 NaN  0.392269       0.721842E-001            NaN  0.164658       0.360950                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   99.0221                 NaN  0.389200       0.685079E-001            NaN  0.163620       0.356619                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   99.0324                 NaN  0.635434E-001  0.388130                 NaN  0.162991       0.352899                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   99.0425                 NaN  0.386358       0.596321E-001            NaN  0.162195       0.349299                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   99.0530                 NaN  0.385473       0.550612E-001            NaN  0.161108       0.345358                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0631                 NaN  0.384285       0.501403E-001            NaN  0.160755       0.341734                 NaN            NaN            NaN
  1386.35        2500.00                 NaN   99.0753                 NaN  0.380194       0.479744E-001            NaN  0.159166       0.337395                 NaN            NaN            NaN
  1385.20        2500.00                 NaN   99.0846                 NaN  0.379490       0.433851E-001            NaN  0.158565       0.333978                 NaN            NaN            NaN
  1384.04        2500.00                 NaN   99.0902                 NaN  0.378356       0.405994E-001            NaN  0.158267       0.332575                 NaN            NaN            NaN
  1382.88        2500.00                 NaN   99.1085                 NaN  0.376028       0.338903E-001            NaN  0.156549       0.325015                 NaN            NaN            NaN
  1381.72        2500.00                 NaN   99.1141                 NaN  0.326756E-001  0.374420                 NaN  0.155605       0.323150                 NaN            NaN            NaN
  1380.57        2500.00                 NaN   99.1227                 NaN  0.260047E-001  0.374833                 NaN  0.156014       0.320466                 NaN            NaN            NaN
  1379.41        2500.00                 NaN   99.1328                 NaN  0.370797       0.274880E-001            NaN  0.152831       0.316126                 NaN            NaN            NaN
  1378.25        2500.00                 NaN   99.1417                 NaN  0.371490       0.204004E-001            NaN  0.153277       0.313179                 NaN            NaN            NaN
  1377.10        2500.00                 NaN   99.1507                 NaN  0.167481E-001  0.369607                 NaN  0.152950       0.309964                 NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.1587                 NaN  0.175380E-001  0.367132                 NaN  0.150035       0.306558                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   99.1582                 NaN  0.354188       0.268057E-001            NaN  0.151563       0.309282                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.1800                 NaN  0.337301       0.581135E-001            NaN  0.131057       0.293538                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.1859                 NaN  0.367983                 NaN            NaN  0.149241       0.296858                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.1960                 NaN  0.359111                 NaN            NaN  0.150952       0.293962                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.2014                 NaN  0.360522       0.287861E-002            NaN  0.144669       0.290550                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.2039                 NaN  0.337137       0.371777E-001            NaN  0.134080       0.287711                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.2173                 NaN  0.355270                 NaN            NaN  0.142812       0.284657                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.2198                 NaN  0.281079E-001  0.337490                 NaN  0.132748       0.281885                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.2342                 NaN  0.344498                 NaN            NaN  0.142584       0.278750                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.2321                 NaN  0.321149       0.464180E-001            NaN  0.124395       0.275987                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.2474                 NaN  0.343484                 NaN            NaN  0.136188       0.272884                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.2538                 NaN  0.338976                 NaN            NaN  0.136634       0.270603                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.2609                 NaN  0.338754                 NaN            NaN  0.133013       0.267365                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.2678                 NaN  0.334453                 NaN            NaN  0.132831       0.264928                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2742                 NaN  0.334479                 NaN            NaN  0.129322       0.261984                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.2909                 NaN  0.520012E-001  0.317422                 NaN  0.913445E-001  0.248311                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.2820                 NaN  0.321949                 NaN            NaN  0.135626       0.260441                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.2831                 NaN  0.316977                 NaN            NaN  0.138570       0.261344                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.3001                 NaN  0.325505                 NaN            NaN  0.122813       0.251535                 NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.3079                 NaN  0.319624                 NaN            NaN  0.123452       0.249044                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.3140                 NaN  0.317380                 NaN            NaN  0.122076       0.246515                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.3191                 NaN  0.317999                 NaN            NaN  0.118832       0.244021                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.3260                 NaN  0.313594                 NaN            NaN  0.118752       0.241698                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.3288                 NaN  0.315847                 NaN            NaN  0.115245       0.240095                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.3397                 NaN  0.312062                 NaN            NaN  0.112716       0.235528                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.3430                 NaN  0.309946                 NaN            NaN  0.112627       0.234464                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.3492                 NaN  0.307139                 NaN            NaN  0.111622       0.232035                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.3034                 NaN  0.449416                 NaN            NaN  0.153598E-001  0.231870                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.3639                 NaN  0.299834                 NaN            NaN  0.110427       0.225799                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3666                 NaN  0.297586                 NaN            NaN  0.110205       0.225566                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.4248                 NaN  0.262048                 NaN            NaN  0.106164       0.207016                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.3270                 NaN  0.322712                 NaN            NaN  0.113526       0.236810                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.3843                 NaN  0.289804                 NaN            NaN  0.107123       0.218747                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.3890                 NaN  0.290371                 NaN            NaN  0.104227       0.216410                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3943                 NaN  0.286658                 NaN            NaN  0.104331       0.214746                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3984                 NaN  0.290490                 NaN            NaN  0.991305E-001  0.212023                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.4021                 NaN  0.292324                 NaN            NaN  0.956813E-001  0.209881                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.4065                 NaN  0.285681                 NaN            NaN  0.985850E-001  0.209242                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.4124                 NaN  0.286530                 NaN            NaN  0.947891E-001  0.206281                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.4208                 NaN  0.271625                 NaN            NaN  0.100964       0.206615                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.4203                 NaN  0.292784                 NaN            NaN  0.869923E-001  0.199897                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.4264                 NaN  0.284010                 NaN            NaN  0.890988E-001  0.200467                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.4323                 NaN  0.276821                 NaN            NaN  0.921991E-001  0.198655                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.4376                 NaN  0.275967                 NaN            NaN  0.898614E-001  0.196604                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.4393                 NaN  0.280596                 NaN            NaN  0.850496E-001  0.195023                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.4447                 NaN  0.282549                 NaN            NaN  0.807408E-001  0.192037                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.4469                 NaN  0.274265                 NaN            NaN  0.861333E-001  0.192672                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.4518                 NaN  0.277822                 NaN            NaN  0.807311E-001  0.189691                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.4574                 NaN  0.272994                 NaN            NaN  0.816855E-001  0.187902                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4608                 NaN  0.274417                 NaN            NaN  0.786110E-001  0.186151                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4636                 NaN  0.275052                 NaN            NaN  0.765231E-001  0.184808                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.4660                 NaN  0.280283                 NaN            NaN  0.706137E-001  0.183104                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.4681                 NaN  0.283664                 NaN            NaN  0.661753E-001  0.182110                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.4752                 NaN  0.275286                 NaN            NaN  0.699440E-001  0.179527                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.4810                 NaN  0.268392                 NaN            NaN  0.726387E-001  0.177966                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.4841                 NaN  0.270416                 NaN            NaN  0.687494E-001  0.176774                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.4856                 NaN  0.276238                 NaN            NaN  0.632111E-001  0.174936                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   98.6481                 NaN  0.426397                 NaN            NaN  0.997983E-001  0.280382       0.545356                 NaN            NaN
  1307.69        2500.00                 NaN   89.2548                 NaN   2.19439                 NaN            NaN  0.467762        1.47289        6.61015                 NaN            NaN
  1306.54        2500.00                 NaN   89.8224                 NaN   2.10381                 NaN            NaN  0.439432        1.40205        6.23229                 NaN            NaN
  1305.38        2500.00                 NaN   90.3467                 NaN   2.03189                 NaN            NaN  0.403833        1.33647        5.88109                 NaN            NaN
  1304.22        2500.00                 NaN   90.8046                 NaN   1.96427                 NaN            NaN  0.377089        1.27929        5.57475                 NaN            NaN
  1303.07        2500.00                 NaN   91.2146                 NaN   1.89638                 NaN            NaN  0.358949        1.22819        5.30191                 NaN            NaN
  1301.91        2500.00                 NaN   91.6008                 NaN   1.84474                 NaN            NaN  0.332017        1.17969        5.04271                 NaN            NaN
  1300.75        2500.00                 NaN   91.9443                 NaN   1.80088                 NaN            NaN  0.307029        1.13694        4.81088                 NaN            NaN
  1299.60        2500.00                 NaN   86.0663                 NaN   2.84781                 NaN            NaN  0.494649        1.94958        8.39712       0.244538                 NaN
  1298.44        2500.00                 NaN   85.2143                 NaN   3.02630                 NaN            NaN  0.546028        2.06502        8.85992       0.288432                 NaN
  1297.28        2500.00                 NaN   85.9375                 NaN   2.87484                 NaN            NaN  0.542535        1.96725        8.40586       0.272039                 NaN
  1296.13        2500.00                 NaN   86.9215                 NaN   2.69228                 NaN            NaN  0.512870        1.83290        7.79055       0.249870                 NaN
  1294.97        2500.00                 NaN   87.8078                 NaN   2.52920                 NaN            NaN  0.483612        1.71179        7.23751       0.230050                 NaN
  1293.81        2500.00                 NaN   88.6221                 NaN   2.38310                 NaN            NaN  0.451903        1.60037        6.73054       0.212000                 NaN
  1292.66        2500.00                 NaN   89.3715                 NaN   2.25054                 NaN            NaN  0.419235        1.49747        6.26570       0.195512                 NaN
  1291.50        2500.00                 NaN   88.5208                 NaN   2.52992                 NaN            NaN  0.386546        1.62412        6.73182       0.206738                 NaN
  1290.34        2500.00                 NaN   90.4790                 NaN   2.02443                 NaN            NaN  0.363729        1.35450        5.60662       0.171755                 NaN
  1289.19        2500.00                 NaN   86.7403                 NaN   2.39005                 NaN            NaN  0.694597        1.87392        8.02976       0.271421                 NaN
  1288.03        2500.00                 NaN   96.0639                 NaN   1.37833                 NaN            NaN            NaN  0.548945        1.97698       0.318036E-001            NaN
  1286.87        2500.00                 NaN   92.3071                 NaN   1.62901                 NaN            NaN  0.334972        1.10487        4.48892       0.135144                 NaN
  1285.72        2500.00                 NaN   94.8004                 NaN   1.33511                 NaN            NaN  0.115200       0.720359        2.94259       0.863309E-001            NaN
  1284.56        2500.00                 NaN   88.7017                 NaN   2.69976                 NaN            NaN  0.354893        1.60671        6.44696       0.189956                 NaN
  1283.40        2500.00                 NaN   91.2530                 NaN   1.85252                 NaN            NaN  0.370702        1.31327        5.03946       0.171010                 NaN
  1282.25        2500.00                 NaN   98.9076                 NaN  0.316494                 NaN            NaN  0.579781E-001  0.103271       0.614621                 NaN            NaN
  1281.09        2500.00                 NaN   93.7806                 NaN   1.64524                 NaN            NaN  0.799489E-001  0.861357        3.54528       0.876271E-001            NaN
  1279.93        2500.00                 NaN   93.7213                 NaN   1.48820                 NaN            NaN  0.174850       0.891841        3.61822       0.105626                 NaN
  1278.77        2500.00                 NaN   96.0815                 NaN  0.903352                 NaN            NaN  0.118972       0.562291        2.26919       0.646961E-001            NaN
  1277.62        2500.00                 NaN   93.9561                 NaN   1.63384                 NaN            NaN  0.644592E-001  0.855229        3.39962       0.907450E-001            NaN
  1276.46        2500.00                 NaN   94.8529                 NaN   1.30521                 NaN            NaN  0.801470E-001  0.736992        2.94394       0.807917E-001            NaN
  1275.30        2500.00                 NaN   92.4292                 NaN   1.94912                 NaN            NaN  0.786820E-001   1.09468        4.33183       0.116533                 NaN
  1274.15        2500.00                 NaN   99.8465                 NaN  0.307360E-001            NaN            NaN  0.844495E-002  0.236039E-001  0.882405E-001  0.246173E-002            NaN
  1272.99        2500.00                 NaN   99.8352                 NaN            NaN            NaN            NaN  0.183894E-001  0.223213E-001  0.120655       0.342602E-002            NaN
  1271.83        2500.00                 NaN   99.4460       0.534814       0.431196E-002            NaN            NaN            NaN  0.248815E-002  0.119847E-001  0.406998E-003            NaN
  1270.68        2500.00                 NaN   81.2252                 NaN   4.38481                 NaN            NaN  0.196346        2.73821        11.1815       0.273925                 NaN
  1269.52        2500.00                 NaN   96.6064                 NaN  0.427652                 NaN            NaN  0.236505       0.526554        2.14396       0.588860E-001            NaN
  1268.36        2500.00                 NaN   99.8440                 NaN  0.144583                 NaN            NaN            NaN  0.108836E-001            NaN  0.558371E-003            NaN
  1267.21        2500.00                 NaN   94.4171                 NaN   1.40322                 NaN            NaN            NaN  0.822783        3.26607       0.908449E-001            NaN
  1266.05        2500.00                 NaN   98.5413                 NaN  0.463230                 NaN            NaN            NaN  0.196533       0.789505       0.942846E-002            NaN
  1264.89        2500.00                 NaN   97.6153                 NaN  0.713279                 NaN            NaN            NaN  0.344822        1.29679       0.297839E-001            NaN
  1263.74        2500.00                 NaN   97.5325                 NaN  0.695353                 NaN            NaN            NaN  0.347044        1.38914       0.360128E-001            NaN
  1262.58        2500.00                 NaN   86.9650                 NaN   3.81451                 NaN            NaN            NaN   1.85699        7.19311       0.170428                 NaN
  1261.42        2500.00                 NaN   98.3681                 NaN  0.496604                 NaN            NaN            NaN  0.203160       0.909410       0.226972E-001            NaN
  1260.27        2500.00                 NaN   99.9113                 NaN  0.181767E-001            NaN            NaN            NaN  0.795554E-002  0.605782E-001  0.198511E-002            NaN
  1259.11        2500.00                 NaN   99.8724                 NaN  0.586303E-001            NaN            NaN            NaN  0.203386E-001  0.472371E-001  0.137464E-002            NaN
  1257.95        2500.00                 NaN   99.6011                 NaN  0.164092                 NaN            NaN            NaN  0.482855E-001  0.182742       0.380979E-002            NaN
  1256.80        2500.00                 NaN   98.2801                 NaN  0.657162                 NaN            NaN            NaN  0.212815       0.832521       0.173878E-001            NaN
  1255.64        2500.00                 NaN   93.0141                 NaN   2.72427                 NaN            NaN            NaN  0.946534        3.25803       0.570244E-001            NaN
  1254.48        2500.00                 NaN   98.1393                 NaN  0.526414                 NaN            NaN            NaN  0.306138       0.977383       0.507448E-001            NaN
  1253.33        2500.00                 NaN   95.4759                 NaN   1.13543                 NaN            NaN            NaN  0.572067        2.73568       0.809441E-001            NaN
  1252.17        2500.00                 NaN   93.5447                 NaN  0.891079       0.105499E-001            NaN            NaN  0.676883        4.73394       0.142871                 NaN
  1251.01        2500.00                 NaN  100.0000                 NaN  0.978657E-005  0.990374E-005            NaN            NaN  0.759229E-005  0.158160E-004            NaN            NaN
  1249.86        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN  0.250273E-005  0.270702E-004  0.101236E-005            NaN
  1248.70        2500.00                 NaN   97.7047                 NaN   1.15911                 NaN            NaN            NaN  0.418949       0.717251                 NaN            NaN
  1247.54        2500.00                 NaN   96.8913                 NaN  0.364770                 NaN            NaN            NaN  0.322261        2.34191       0.797568E-001            NaN
  1246.39        2500.00                 NaN   99.5280                 NaN  0.168450                 NaN            NaN            NaN  0.708420E-001  0.231468       0.126470E-002            NaN
  1245.23        2500.00                 NaN   97.3834                 NaN   1.22213                 NaN            NaN            NaN  0.440724       0.928740       0.249834E-001            NaN
  1244.07        2500.00                 NaN   98.2384                 NaN            NaN            NaN            NaN            NaN  0.151953        1.58447       0.252043E-001            NaN
  1242.92        2500.00                 NaN   97.3439                 NaN  0.535042       0.595968                 NaN            NaN  0.465101        1.05996                 NaN            NaN
  1241.76        2500.00                 NaN   98.8544                 NaN  0.312033                 NaN            NaN            NaN  0.112267       0.721285                 NaN            NaN
  1240.60        2500.00                 NaN   97.9494                 NaN  0.627230                 NaN            NaN            NaN  0.262889        1.14147       0.190057E-001            NaN
  1239.45        2500.00                 NaN   98.2010                 NaN  0.452295                 NaN            NaN            NaN  0.233351        1.08817       0.252151E-001            NaN
  1238.29        2500.00                 NaN   98.2534                 NaN  0.438888                 NaN            NaN            NaN  0.225711        1.05759       0.244313E-001            NaN
  1237.13        2500.00                 NaN   98.3181                 NaN  0.390453                 NaN            NaN            NaN  0.205939        1.05632       0.292347E-001            NaN
  1235.98        2500.00                 NaN   98.6527                 NaN  0.301926                 NaN            NaN            NaN  0.154523       0.866320       0.245009E-001            NaN
  1234.82        2500.00                 NaN   98.1827                 NaN  0.641195E-001  0.429576                 NaN            NaN  0.253383        1.05331       0.169397E-001            NaN
  1233.66        2500.00                 NaN   98.5034                 NaN  0.365609                 NaN            NaN            NaN  0.191998       0.918588       0.204329E-001            NaN
  1232.51        2500.00                 NaN   98.6280                 NaN  0.375349                 NaN            NaN            NaN  0.605223E-001  0.918967       0.171488E-001            NaN
  1231.35        2500.00                 NaN   88.3869                 NaN   1.25160                 NaN            NaN            NaN   1.16875        5.47991       0.679657E-001   3.64484     
  1230.19        2500.00                 NaN            NaN            NaN   1.41966        1.53199        8.57782                 NaN   8.26519        46.4930       0.616454        33.0959     
  1229.03        2500.00                 NaN            NaN            NaN  0.176301        11.3604                 NaN            NaN   8.25096        46.4956       0.616395        33.1003     
  1227.88        2500.00                 NaN            NaN            NaN  0.129465        11.4088                 NaN            NaN   8.25406        46.4904       0.615914        33.1013     
  1226.72        2500.00                 NaN            NaN            NaN  0.828183E-001   11.4570                 NaN            NaN   8.25716        46.4852       0.615431        33.1023     
  1225.56        2500.00                 NaN            NaN            NaN  0.156873E-001   11.5258                 NaN            NaN   8.26026        46.4799       0.614942        33.1034     
  1224.41        2500.00                 NaN            NaN            NaN  0.125515E-001   11.5304                 NaN            NaN   8.26347        46.4747       0.614455        33.1044     
  1223.25        2500.00                 NaN            NaN            NaN  0.693768E-001   11.4749                 NaN            NaN   8.26708        46.4693       0.613964        33.1053     
  1222.09        2500.00                 NaN            NaN            NaN   1.49362        1.95104        8.09200                 NaN   8.28666        46.4611       0.613598        33.1020     
