|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1351.65        2500.00                 NaN   99.1802                 NaN  0.398950                 NaN            NaN  0.174450       0.246363                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.1855                 NaN  0.400313                 NaN            NaN  0.170092       0.244057                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.1928                 NaN  0.395056                 NaN            NaN  0.170247       0.241921                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.1954                 NaN  0.398664                 NaN            NaN  0.165476       0.240502                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2077                 NaN  0.394065                 NaN            NaN  0.162114       0.236110                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.2106                 NaN  0.391929                 NaN            NaN  0.162241       0.235223                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.2172                 NaN  0.388766                 NaN            NaN  0.161053       0.232966                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.1683                 NaN  0.576523                 NaN            NaN  0.221859E-001  0.232955                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.2330                 NaN  0.380160                 NaN            NaN  0.159835       0.227039                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.2355                 NaN  0.377684                 NaN            NaN  0.159787       0.226980                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.3046                 NaN  0.332560                 NaN            NaN  0.154364       0.208486                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.1857                 NaN  0.410544                 NaN            NaN  0.165089       0.238641                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.2544                 NaN  0.368957                 NaN            NaN  0.156008       0.220634                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.2593                 NaN  0.370190                 NaN            NaN  0.152050       0.218445                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.2648                 NaN  0.365839                 NaN            NaN  0.152445       0.216935                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.2693                 NaN  0.371315                 NaN            NaN  0.145048       0.214349                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.2731                 NaN  0.374147                 NaN            NaN  0.140394       0.212347                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.2774                 NaN  0.366006                 NaN            NaN  0.144693       0.211865                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.2841                 NaN  0.367524                 NaN            NaN  0.139338       0.209029                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.2935                 NaN  0.348410                 NaN            NaN  0.148583       0.209532                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.2924                 NaN  0.376477                 NaN            NaN  0.128282       0.202872                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.2992                 NaN  0.365589                 NaN            NaN  0.131564       0.203609                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3052                 NaN  0.356495                 NaN            NaN  0.136387       0.201924                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.3111                 NaN  0.355772                 NaN            NaN  0.133090       0.199994                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.3129                 NaN  0.362455                 NaN            NaN  0.126146       0.198538                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.3190                 NaN  0.365431                 NaN            NaN  0.119942       0.195647                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.3204                 NaN  0.354990                 NaN            NaN  0.128153       0.196445                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.3260                 NaN  0.360114                 NaN            NaN  0.120293       0.193555                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.3322                 NaN  0.354052                 NaN            NaN  0.121889       0.191877                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.3359                 NaN  0.356410                 NaN            NaN  0.117488       0.190234                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.3388                 NaN  0.357694                 NaN            NaN  0.114544       0.189006                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.3415                 NaN  0.365267                 NaN            NaN  0.105813       0.187404                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.3439                 NaN  0.370268                 NaN            NaN  0.992981E-001  0.186528                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.3515                 NaN  0.359344                 NaN            NaN  0.105122       0.184021                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.3576                 NaN  0.350448                 NaN            NaN  0.109355       0.182560                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.3614                 NaN  0.353582                 NaN            NaN  0.103575       0.181475                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.3628                 NaN  0.362020                 NaN            NaN  0.954326E-001  0.179722                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   98.4808                 NaN  0.558898                 NaN            NaN  0.150797       0.288094       0.521371                 NaN            NaN
  1307.69        2500.00                 NaN   88.6464                 NaN   2.86438                 NaN            NaN  0.704958        1.50403        6.28019                 NaN            NaN
  1306.54        2500.00                 NaN   89.2400                 NaN   2.74820                 NaN            NaN  0.664098        1.43071        5.91701                 NaN            NaN
  1305.38        2500.00                 NaN   89.7889                 NaN   2.65666                 NaN            NaN  0.611822        1.36287        5.57973                 NaN            NaN
  1304.22        2500.00                 NaN   90.2681                 NaN   2.57016                 NaN            NaN  0.572696        1.30368        5.28539                 NaN            NaN
  1303.07        2500.00                 NaN   90.6969                 NaN   2.48270                 NaN            NaN  0.546328        1.25078        5.02326                 NaN            NaN
  1301.91        2500.00                 NaN   91.1017                 NaN   2.41678                 NaN            NaN  0.506405        1.20061        4.77451                 NaN            NaN
  1300.75        2500.00                 NaN   91.4615                 NaN   2.36108                 NaN            NaN  0.469166        1.15636        4.55195                 NaN            NaN
  1299.60        2500.00                 NaN   85.2297                 NaN   3.71261                 NaN            NaN  0.754897        1.97320        7.90594       0.423635                 NaN
  1298.44        2500.00                 NaN   84.3016                 NaN   3.94357                 NaN            NaN  0.835264        2.08790        8.33248       0.499173                 NaN
  1297.28        2500.00                 NaN   85.0472                 NaN   3.75023                 NaN            NaN  0.832918        1.99002        7.90863       0.471040                 NaN
  1296.13        2500.00                 NaN   86.0682                 NaN   3.51782                 NaN            NaN  0.790258        1.85565        7.33510       0.433016                 NaN
  1294.97        2500.00                 NaN   86.9882                 NaN   3.31052                 NaN            NaN  0.747750        1.73460        6.81988       0.399036                 NaN
  1293.81        2500.00                 NaN   87.8347                 NaN   3.12511                 NaN            NaN  0.701026        1.62330        6.34779       0.368097                 NaN
  1292.66        2500.00                 NaN   88.6151                 NaN   2.95708                 NaN            NaN  0.652417        1.52055        5.91506       0.339836                 NaN
  1291.50        2500.00                 NaN   87.6973                 NaN   3.33612                 NaN            NaN  0.603483        1.64909        6.35468       0.359341                 NaN
  1290.34        2500.00                 NaN   89.7786                 NaN   2.67109                 NaN            NaN  0.568627        1.37854        5.30391       0.299240                 NaN
  1289.19        2500.00                 NaN   85.8015                 NaN   3.15178                 NaN            NaN   1.08871        1.90398        7.58189       0.472096                 NaN
  1288.03        2500.00                 NaN   95.6756                 NaN   1.82612                 NaN            NaN            NaN  0.561967        1.88060       0.557364E-001            NaN
  1286.87        2500.00                 NaN   91.6827                 NaN   2.15957                 NaN            NaN  0.528854        1.12928        4.26315       0.236469                 NaN
  1285.72        2500.00                 NaN   94.3445                 NaN   1.78165                 NaN            NaN  0.182544       0.738272        2.80161       0.151471                 NaN
  1284.56        2500.00                 NaN   87.7478                 NaN   3.60048                 NaN            NaN  0.563193        1.64044        6.11606       0.332029                 NaN
  1283.40        2500.00                 NaN   90.4881                 NaN   2.47764                 NaN            NaN  0.588111        1.34674        4.79921       0.300234                 NaN
  1282.25        2500.00                 NaN   98.7843                 NaN  0.426415                 NaN            NaN  0.928785E-001  0.106712       0.589669                 NaN            NaN
  1281.09        2500.00                 NaN   93.2293                 NaN   2.21254                 NaN            NaN  0.127951       0.886858        3.38894       0.154465                 NaN
  1279.93        2500.00                 NaN   93.1495                 NaN   2.00245                 NaN            NaN  0.279974       0.919340        3.46228       0.186418                 NaN
  1278.77        2500.00                 NaN   95.7142                 NaN   1.22105                 NaN            NaN  0.190940       0.581499        2.17776       0.114551                 NaN
  1277.62        2500.00                 NaN   93.3791                 NaN   2.21321                 NaN            NaN  0.103538       0.883713        3.25987       0.160544                 NaN
  1276.46        2500.00                 NaN   94.3624                 NaN   1.77281                 NaN            NaN  0.129034       0.763280        2.82919       0.143264                 NaN
  1275.30        2500.00                 NaN   91.7089                 NaN   2.66347                 NaN            NaN  0.127043        1.13313        4.16096       0.206536                 NaN
  1274.15        2500.00                 NaN   99.8296                 NaN  0.422643E-001            NaN            NaN  0.137390E-001  0.246216E-001  0.854014E-001  0.439677E-002            NaN
  1272.99        2500.00                 NaN   99.8238                 NaN            NaN            NaN            NaN  0.299606E-001  0.232849E-001  0.116851       0.611946E-002            NaN
  1271.83        2500.00                 NaN   99.4442       0.534852       0.603365E-002            NaN            NaN            NaN  0.259576E-002  0.116140E-001  0.727032E-003            NaN
  1270.68        2500.00                 NaN   79.7000                 NaN   6.01145                 NaN            NaN  0.315095        2.81854        10.6721       0.482804                 NaN
  1269.52        2500.00                 NaN   96.2799                 NaN  0.598023                 NaN            NaN  0.385450       0.551200        2.07989       0.105552                 NaN
  1268.36        2500.00                 NaN   99.7900                 NaN  0.197537                 NaN            NaN            NaN  0.114297E-001            NaN  0.100410E-002            NaN
  1267.21        2500.00                 NaN   93.8691                 NaN   1.94015                 NaN            NaN            NaN  0.860960        3.16705       0.162779                 NaN
  1266.05        2500.00                 NaN   98.3643                 NaN  0.642952                 NaN            NaN            NaN  0.206619       0.769179       0.169739E-001            NaN
  1264.89        2500.00                 NaN   97.3314                 NaN  0.989531                 NaN            NaN            NaN  0.362505        1.26298       0.536186E-001            NaN
  1263.74        2500.00                 NaN   97.2526                 NaN  0.963139                 NaN            NaN            NaN  0.365221        1.35416       0.649005E-001            NaN
  1262.58        2500.00                 NaN   85.5392                 NaN   5.25437                 NaN            NaN            NaN   1.94084        6.96051       0.305034                 NaN
  1261.42        2500.00                 NaN   98.1573                 NaN  0.691197                 NaN            NaN            NaN  0.215591       0.894636       0.412478E-001            NaN
  1260.27        2500.00                 NaN   99.9028                 NaN  0.253969E-001            NaN            NaN            NaN  0.845979E-002  0.597125E-001  0.361505E-002            NaN
  1259.11        2500.00                 NaN   99.8476                 NaN  0.817326E-001            NaN            NaN            NaN  0.216267E-001  0.465344E-001  0.250325E-002            NaN
  1257.95        2500.00                 NaN   99.5356                 NaN  0.226209                 NaN            NaN            NaN  0.513381E-001  0.179868       0.693707E-002            NaN
  1256.80        2500.00                 NaN   98.0201                 NaN  0.905274                 NaN            NaN            NaN  0.226101       0.816840       0.316376E-001            NaN
  1255.64        2500.00                 NaN   91.9416                 NaN   3.76345                 NaN            NaN            NaN   1.00251        3.18901       0.103438                 NaN
  1254.48        2500.00                 NaN   97.8751                 NaN  0.737538                 NaN            NaN            NaN  0.327554       0.966794       0.929889E-001            NaN
  1253.33        2500.00                 NaN   94.9491                 NaN   1.58974                 NaN            NaN            NaN  0.611739        2.70122       0.148247                 NaN
  1252.17        2500.00                 NaN   93.0389                 NaN   1.26443       0.147496E-001            NaN            NaN  0.724887        4.69496       0.262051                 NaN
  1251.01        2500.00                 NaN   99.9999                 NaN  0.139625E-004  0.139216E-004            NaN            NaN  0.817477E-005  0.157288E-004            NaN            NaN
  1249.86        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN  0.269470E-005  0.269413E-004  0.186693E-005            NaN
  1248.70        2500.00                 NaN   97.2126                 NaN   1.62590                 NaN            NaN            NaN  0.450118       0.711418                 NaN            NaN
  1247.54        2500.00                 NaN   96.6543                 NaN  0.520133                 NaN            NaN            NaN  0.347349        2.33101       0.147244                 NaN
  1246.39        2500.00                 NaN   99.4492                 NaN  0.241100                 NaN            NaN            NaN  0.765151E-001  0.230885       0.233972E-002            NaN
  1245.23        2500.00                 NaN   96.8144                 NaN   1.74053                 NaN            NaN            NaN  0.475344       0.923576       0.461549E-001            NaN
  1244.07        2500.00                 NaN   98.2049                 NaN            NaN            NaN            NaN            NaN  0.164698        1.58365       0.467937E-001            NaN
  1242.92        2500.00                 NaN   96.8055                 NaN  0.779632       0.853848                 NaN            NaN  0.503194        1.05782                 NaN            NaN
  1241.76        2500.00                 NaN   98.7148                 NaN  0.439903                 NaN            NaN            NaN  0.122035       0.723300                 NaN            NaN
  1240.60        2500.00                 NaN   97.6339                 NaN  0.900162                 NaN            NaN            NaN  0.285730        1.14486       0.353850E-001            NaN
  1239.45        2500.00                 NaN   97.9547                 NaN  0.650539                 NaN            NaN            NaN  0.254127        1.09358       0.470393E-001            NaN
  1238.29        2500.00                 NaN   98.0123                 NaN  0.631822                 NaN            NaN            NaN  0.246127        1.06413       0.456369E-001            NaN
  1237.13        2500.00                 NaN   98.0977                 NaN  0.558920                 NaN            NaN            NaN  0.224858        1.06386       0.546816E-001            NaN
  1235.98        2500.00                 NaN   98.4764                 NaN  0.434045                 NaN            NaN            NaN  0.168942       0.874684       0.458888E-001            NaN
  1234.82        2500.00                 NaN   97.9111                 NaN  0.924534E-001  0.624404                 NaN            NaN  0.277173        1.06308       0.317441E-001            NaN
  1233.66        2500.00                 NaN   98.2920                 NaN  0.530559                 NaN            NaN            NaN  0.210392       0.928718       0.383578E-001            NaN
  1232.51        2500.00                 NaN   98.4239                 NaN  0.548354                 NaN            NaN            NaN  0.663951E-001  0.929092       0.322294E-001            NaN
  1231.35        2500.00                 NaN   87.5706                 NaN   1.81544                 NaN            NaN            NaN   1.27330        5.50256       0.126854        3.71129     
  1230.19        2500.00                 NaN            NaN            NaN   1.88355        2.07534        11.5212                 NaN   8.40744        43.5744        1.07429        31.4638     
  1229.03        2500.00                 NaN            NaN            NaN  0.233893        15.2569                 NaN            NaN   8.39274        43.5759        1.07418        31.4663     
  1227.88        2500.00                 NaN            NaN            NaN  0.171749        15.3209                 NaN            NaN   8.39591        43.5715        1.07336        31.4666     
  1226.72        2500.00                 NaN            NaN            NaN  0.109863        15.3847                 NaN            NaN   8.39907        43.5670        1.07253        31.4669     
  1225.56        2500.00                 NaN            NaN            NaN  0.208091E-001   15.4757                 NaN            NaN   8.40224        43.5625        1.07170        31.4671     
  1224.41        2500.00                 NaN            NaN            NaN  0.170046E-001   15.4812                 NaN            NaN   8.40552        43.5580        1.07087        31.4674     
  1223.25        2500.00                 NaN            NaN            NaN  0.939932E-001   15.4058                 NaN            NaN   8.40921        43.5534        1.07003        31.4676     
  1222.09        2500.00                 NaN            NaN            NaN   1.98108        2.64347        10.8641                 NaN   8.42942        43.5477        1.06945        31.4648     
  1220.94        2500.00                 NaN            NaN            NaN   1.99787        2.72386        10.7681                 NaN   8.43238        43.5440        1.06878        31.4650     
  1219.78        2500.00                 NaN            NaN            NaN   2.01506        2.80363        10.6723                 NaN   8.43528        43.5405        1.06812        31.4651     
