|6.6.6
Archiving\03_Data\frac/QFM_m5/WD94/WD94_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1751.88        2500.00        99.5266                 NaN            NaN  0.464036       0.938548E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3220                 NaN            NaN  0.664546       0.134440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.7316                 NaN            NaN  0.263155       0.523562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.5204                 NaN            NaN  0.470273       0.934624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.5234                 NaN            NaN  0.467362       0.921825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.5182                 NaN            NaN  0.472538       0.926115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5188                 NaN            NaN  0.472034       0.919845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.5155                 NaN            NaN  0.475314       0.920209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.5145                 NaN            NaN  0.476278       0.917496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.5114                 NaN            NaN  0.479376       0.918002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.5104                 NaN            NaN  0.480494       0.913509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.5081                 NaN            NaN  0.482805       0.911396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.5071                 NaN            NaN  0.483837       0.908752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.5041                 NaN            NaN  0.486854       0.908875E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.5019                 NaN            NaN  0.489008       0.905071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.5000                 NaN            NaN  0.490904       0.905701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4985                 NaN            NaN  0.492492       0.901912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4966                 NaN            NaN  0.494437       0.900078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4936                 NaN            NaN  0.497448       0.898178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4916                 NaN            NaN  0.499417       0.899167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4872                 NaN            NaN  0.503809       0.901748E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4943                 NaN            NaN  0.496848       0.882743E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4871                 NaN            NaN  0.503984       0.889820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4843                 NaN            NaN  0.506787       0.889969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4843                 NaN            NaN  0.506828       0.885489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4814                 NaN            NaN  0.509762       0.887528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4803                 NaN            NaN  0.510903       0.883708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4779                 NaN            NaN  0.513250       0.882199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4764                 NaN            NaN  0.514803       0.880394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2679                 NaN            NaN  0.473473       0.634374E-002  0.252236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.9086                 NaN            NaN  0.184432                 NaN   1.90695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.9563                 NaN            NaN  0.179598                 NaN   1.86411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.0082                 NaN            NaN  0.176178                 NaN   1.81560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.0506                 NaN            NaN  0.171288                 NaN   1.77809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.0940                 NaN            NaN  0.167709                 NaN   1.73832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.1307                 NaN            NaN  0.164672                 NaN   1.70463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.1778                 NaN            NaN  0.159518                 NaN   1.66269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.2184                 NaN            NaN  0.154965                 NaN   1.62659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.2471                 NaN            NaN  0.152236                 NaN   1.60063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.2933                 NaN            NaN  0.147986                 NaN   1.55868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.3201                 NaN            NaN  0.144812                 NaN   1.53510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.3581                 NaN            NaN  0.140152                 NaN   1.50177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.3667                 NaN            NaN  0.137936                 NaN   1.49533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.4480                 NaN            NaN  0.132579                 NaN   1.41946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.4522                 NaN            NaN  0.129095                 NaN   1.41869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4814                 NaN            NaN  0.127456                 NaN   1.39117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5106                 NaN            NaN  0.123085                 NaN   1.36634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5379                 NaN            NaN  0.120430                 NaN   1.34167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5677                 NaN            NaN  0.117772                 NaN   1.31458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.5926                 NaN            NaN  0.114754                 NaN   1.29267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6185                 NaN            NaN  0.112233                 NaN   1.26923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6417                 NaN            NaN  0.108071                 NaN   1.25023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6678                 NaN            NaN  0.106428                 NaN   1.22581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6878                 NaN            NaN  0.101793                 NaN   1.21038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6912                 NaN            NaN  0.102487                 NaN   1.20627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8896                 NaN            NaN  0.847712E-001            NaN   1.02563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6132                 NaN            NaN  0.105352                 NaN   1.28143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7856                 NaN            NaN  0.922132E-001            NaN   1.12222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7575                 NaN            NaN  0.919665E-001            NaN   1.15050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8541                 NaN            NaN  0.837670E-001            NaN   1.06213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8335                 NaN            NaN  0.834432E-001            NaN   1.08311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8491                 NaN            NaN  0.831098E-001            NaN   1.06780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5157                 NaN            NaN  0.915748E-001            NaN   1.39273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.2480                 NaN            NaN  0.604738E-001            NaN  0.691511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9072                 NaN            NaN  0.745774E-001            NaN   1.01820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9217                 NaN            NaN  0.721103E-001            NaN   1.00618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9202                 NaN            NaN  0.735166E-001            NaN   1.00627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9777                 NaN            NaN  0.653439E-001            NaN  0.956940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9696                 NaN            NaN  0.653465E-001            NaN  0.965046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9832                 NaN            NaN  0.633982E-001            NaN  0.953376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0018                 NaN            NaN  0.595927E-001            NaN  0.938559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.3779                 NaN            NaN  0.391325E-001            NaN  0.582994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.6663                 NaN            NaN  0.767158E-001            NaN   1.25697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0361                 NaN            NaN  0.530953E-001            NaN  0.910794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0570                 NaN            NaN  0.509956E-001            NaN  0.891978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0645                 NaN            NaN  0.493357E-001            NaN  0.886183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0831                 NaN            NaN  0.474123E-001            NaN  0.869474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0910                 NaN            NaN  0.447993E-001            NaN  0.864230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1046                 NaN            NaN  0.453820E-001            NaN  0.850061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1165                 NaN            NaN  0.410931E-001            NaN  0.842442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1188                 NaN            NaN  0.389960E-001            NaN  0.842212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1441                 NaN            NaN  0.367314E-001            NaN  0.819162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1477                 NaN            NaN  0.352933E-001            NaN  0.817007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1573                 NaN            NaN  0.335725E-001            NaN  0.809142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1688                 NaN            NaN  0.310313E-001            NaN  0.800164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1775                 NaN            NaN  0.287268E-001            NaN  0.793807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1853                 NaN            NaN  0.259509E-001            NaN  0.788742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1936                 NaN            NaN  0.230512E-001            NaN  0.783384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2049                 NaN            NaN  0.231359E-001            NaN  0.771964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0992                 NaN            NaN  0.612636E-002            NaN  0.254941       0.639761                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0534                 NaN            NaN            NaN            NaN  0.139091E-001  0.932695                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0596                 NaN            NaN            NaN            NaN  0.479077E-002  0.935628                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0643                 NaN            NaN            NaN            NaN  0.139561E-001  0.921736                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0722                 NaN            NaN            NaN            NaN            NaN  0.927754                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0780                 NaN            NaN            NaN            NaN            NaN  0.921963                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0812                 NaN            NaN            NaN            NaN  0.153738E-004  0.918797                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0795                 NaN            NaN            NaN            NaN            NaN  0.920506                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0968                 NaN            NaN            NaN            NaN  0.657528E-001  0.837458                 NaN            NaN            NaN            NaN            NaN            NaN
