|6.6.6
Archiving\03_Data\fracLP/QFM_m5/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1962.41        500.000        96.5101       0.720813        2.76910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        96.5019       0.720928        2.77713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        96.4938       0.721044        2.78514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        96.4857       0.721159        2.79312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        96.4776       0.721274        2.80109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        96.4696       0.721388        2.80904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        96.4615       0.721503        2.81697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        96.4536       0.721616        2.82474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        96.4455       0.721732        2.83277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        96.4375       0.721846        2.84064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        96.4296       0.721960        2.84849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        96.4216       0.722074        2.85633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        96.4137       0.722187        2.86413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        96.4058       0.722301        2.87193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        96.3979       0.722414        2.87970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        96.3900       0.722527        2.88744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        96.3822       0.722641        2.89518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        96.3744       0.722753        2.90289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        96.3665       0.722866        2.91059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        96.3587       0.722979        2.91827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        96.3510       0.723091        2.92592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        96.3432       0.723203        2.93355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        96.3355       0.723316        2.94118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        96.3278       0.723427        2.94876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        96.3201       0.723539        2.95634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        96.3124       0.723651        2.96391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        96.3048       0.723762        2.97144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        96.2972       0.723874        2.97896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        96.2896       0.723985        2.98646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        96.2820       0.724096        2.99394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        96.3185       0.723897        2.95762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        96.2668       0.724318        3.00886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        96.2593       0.724428        3.01628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        96.2518       0.724538        3.02368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        96.2246       0.724462        3.00161       0.493118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.5479                 NaN  0.302306E-001  0.421849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.2734                 NaN  0.168972E-003  0.726434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.7647                 NaN  0.653163E-004  0.235250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5370                 NaN            NaN  0.462991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.5289                 NaN  0.397999E-003  0.470661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.7118                 NaN            NaN  0.277421       0.107475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3081                 NaN  0.744382E-003  0.691181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.7240                 NaN  0.418006E-002  0.271790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3954                 NaN            NaN  0.604578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.5342                 NaN            NaN  0.465843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.5494                 NaN            NaN  0.450603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5430                 NaN            NaN  0.457006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.5467                 NaN            NaN  0.453335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.0370                 NaN  0.399964E-001  0.923008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.9885                 NaN            NaN  0.114681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.6590                 NaN            NaN  0.340987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5504                 NaN            NaN  0.449562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5549                 NaN            NaN  0.445059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5194                 NaN            NaN  0.480590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6261                 NaN            NaN  0.373872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5204                 NaN            NaN  0.479615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5567                 NaN            NaN  0.443316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5595                 NaN            NaN  0.440470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5582                 NaN            NaN  0.441765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5591                 NaN            NaN  0.440943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1194                 NaN            NaN  0.880639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.9892                 NaN            NaN  0.108369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5783                 NaN            NaN  0.421720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5609                 NaN            NaN  0.439091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5607                 NaN            NaN  0.439343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5610                 NaN            NaN  0.439020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5585                 NaN            NaN  0.441028       0.436745E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5571                 NaN            NaN  0.435947       0.699085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5523                 NaN            NaN  0.437569       0.100953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5275                 NaN            NaN  0.461931       0.105963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5756                 NaN            NaN  0.414954       0.946992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5515                 NaN            NaN  0.438503       0.998850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5506                 NaN            NaN  0.439439       0.996825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4407                 NaN            NaN  0.546916       0.124238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6601                 NaN            NaN  0.332419       0.744247E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5478                 NaN            NaN  0.442272       0.989458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5440                 NaN            NaN  0.446031       0.998513E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5518                 NaN            NaN  0.438510       0.970403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5458                 NaN            NaN  0.444375       0.980133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5429                 NaN            NaN  0.447265       0.979893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5435                 NaN            NaN  0.446807       0.972406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5446                 NaN            NaN  0.445751       0.966296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5409                 NaN            NaN  0.449443       0.969637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.5395                 NaN            NaN  0.450824       0.967578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.3322                 NaN            NaN   1.63192       0.358757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.8425                 NaN            NaN  0.155360       0.213229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5319                 NaN            NaN  0.458521       0.953921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.5277                 NaN            NaN  0.462671       0.964672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5310                 NaN            NaN  0.459687       0.930889E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.5254                 NaN            NaN  0.465143       0.948827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.5247                 NaN            NaN  0.465897       0.944129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4657                 NaN            NaN  0.522547       0.117107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.6374                 NaN            NaN  0.356758       0.582067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4607                 NaN            NaN  0.528854       0.104911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.5158                 NaN            NaN  0.474837       0.936173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.5126                 NaN            NaN  0.478000       0.936618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5470                 NaN            NaN  0.444369       0.865187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4759                 NaN            NaN  0.514106       0.995492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.5080                 NaN            NaN  0.482761       0.927357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.5051                 NaN            NaN  0.485622       0.926827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.5027                 NaN            NaN  0.488016       0.926769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.5010                 NaN            NaN  0.489758       0.920857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4975                 NaN            NaN  0.493312       0.922778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4976                 NaN            NaN  0.493195       0.916471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4936                 NaN            NaN  0.497241       0.918601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.6894                 NaN            NaN  0.304983       0.561383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2875                 NaN            NaN  0.699635       0.128403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4928                 NaN            NaN  0.498205       0.901249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4854                 NaN            NaN  0.505477       0.910420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4618                 NaN            NaN  0.528682       0.950249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.5002                 NaN            NaN  0.491117       0.870930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4808                 NaN            NaN  0.510167       0.901541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4769                 NaN            NaN  0.514092       0.905015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4739                 NaN            NaN  0.517102       0.903691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4721                 NaN            NaN  0.518862       0.901770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4712                 NaN            NaN  0.519823       0.900011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4676                 NaN            NaN  0.523395       0.900607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4679                 NaN            NaN  0.523077       0.897886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4647                 NaN            NaN  0.526367       0.898176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0617                 NaN            NaN  0.922670       0.155814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.8507                 NaN            NaN  0.146808       0.249579E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4472                 NaN            NaN  0.544089       0.869509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4864                 NaN            NaN  0.504677       0.891300E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4576                 NaN            NaN  0.533538       0.890037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4558                 NaN            NaN  0.535251       0.890857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4545                 NaN            NaN  0.536658       0.888914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4554                 NaN            NaN  0.535787       0.884431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.2724                 NaN            NaN  0.124718                 NaN   1.60285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        98.1258                 NaN            NaN  0.572329E-001            NaN   1.81699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        98.1678                 NaN            NaN  0.545000E-001            NaN   1.77774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.2138                 NaN            NaN  0.539412E-001            NaN   1.73225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.2498                 NaN            NaN  0.504139E-001            NaN   1.69977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.2506                 NaN            NaN  0.460654E-001            NaN   1.70331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.3577                 NaN            NaN  0.496123E-001            NaN   1.59272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.3588                 NaN            NaN  0.420252E-001            NaN   1.59920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.3887                 NaN            NaN  0.443864E-001            NaN   1.56687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.3289                 NaN            NaN  0.414361E-001            NaN   1.62970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.5451                 NaN            NaN  0.368126E-001            NaN   1.41805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4870                 NaN            NaN  0.355213E-001            NaN   1.47745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.5204                 NaN            NaN  0.333493E-001            NaN   1.44622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5437                 NaN            NaN  0.311727E-001            NaN   1.42509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5729                 NaN            NaN  0.301953E-001            NaN   1.39689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5984                 NaN            NaN  0.299998E-001            NaN   1.37163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6274                 NaN            NaN  0.246532E-001            NaN   1.34795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6467                 NaN            NaN  0.206372E-001            NaN   1.33263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6706                 NaN            NaN  0.204129E-001            NaN   1.30895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6998                 NaN            NaN  0.200558E-001            NaN   1.28014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7206                 NaN            NaN  0.167309E-001            NaN   1.26270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7417                 NaN            NaN  0.265161E-001            NaN   1.23183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7670                 NaN            NaN  0.355402E-002            NaN   1.22949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7847                 NaN            NaN  0.111158E-001            NaN   1.20421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8038                 NaN            NaN  0.590064E-002            NaN   1.19026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8254                 NaN            NaN  0.102182E-001            NaN   1.16439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8439                 NaN            NaN  0.486025E-002            NaN   1.15122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8599                 NaN            NaN  0.280302E-002            NaN   1.13732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8848                 NaN            NaN  0.172033E-001            NaN   1.09798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9016                 NaN            NaN  0.258724E-001            NaN   1.07254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9165                 NaN            NaN            NaN            NaN   1.08349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9333                 NaN            NaN  0.139078E-005            NaN   1.06667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9515                 NaN            NaN            NaN            NaN   1.04852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9661                 NaN            NaN  0.472979E-003            NaN   1.03341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9796                 NaN            NaN            NaN            NaN   1.02044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9950                 NaN            NaN            NaN            NaN   1.00503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0107                 NaN            NaN            NaN            NaN  0.989350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0257                 NaN            NaN            NaN            NaN  0.974261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0434                 NaN            NaN            NaN            NaN  0.956604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0551                 NaN            NaN            NaN            NaN  0.944899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0661                 NaN            NaN  0.599947E-002            NaN  0.927911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0809                 NaN            NaN            NaN            NaN  0.919150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0855                 NaN            NaN  0.104149E-001            NaN  0.904073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1091                 NaN            NaN            NaN            NaN  0.890889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1176                 NaN            NaN            NaN            NaN  0.882405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1293                 NaN            NaN            NaN            NaN  0.870709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1410                 NaN            NaN            NaN            NaN  0.858967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1524                 NaN            NaN            NaN            NaN  0.847609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1636                 NaN            NaN            NaN            NaN  0.836444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1736                 NaN            NaN            NaN            NaN  0.826442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1835                 NaN            NaN            NaN            NaN  0.816537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1950                 NaN            NaN            NaN            NaN  0.805012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2029                 NaN            NaN            NaN            NaN  0.797129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2132                 NaN            NaN            NaN            NaN  0.786816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2265                 NaN            NaN            NaN            NaN  0.773499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2302                 NaN            NaN            NaN            NaN  0.769755       0.374839E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1212                 NaN            NaN            NaN            NaN  0.118188       0.760586                 NaN            NaN            NaN            NaN            NaN            NaN
