|6.6.6
Archiving\03_Data\eq/QFM/WD94/WD94_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           Sp(TH)         O(HP)          pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1878.21        2500.00        95.8657                 NaN  0.521090E-001   3.37752       0.704648                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        95.1727                 NaN  0.640232E-001   4.05819       0.705058                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        94.4790                 NaN  0.759509E-001   4.73962       0.705467                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        93.8146                 NaN  0.872389E-001   5.39225       0.705866                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        93.1496                 NaN  0.985394E-001   6.04559       0.706264                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        92.4839                 NaN  0.109852        6.69962       0.706660                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        91.8174                 NaN  0.121177        7.35436       0.707056                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        91.1503                 NaN  0.132515        8.00978       0.707450                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        90.4824                 NaN  0.143865        8.66590       0.707844                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        89.8138                 NaN  0.155227        9.32270       0.708236                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        89.1446                 NaN  0.166601        9.98018       0.708627                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        88.5190                 NaN  0.177005        10.5950       0.709002                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        87.8927                 NaN  0.187421        11.2105       0.709376                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        87.2659                 NaN  0.197846        11.8265       0.709749                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        86.6384                 NaN  0.208282        12.4431       0.710120                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        86.0104                 NaN  0.218729        13.0604       0.710491                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        85.3817                 NaN  0.229186        13.6782       0.710860                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        84.7525                 NaN  0.239653        14.2967       0.711228                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        84.1226                 NaN  0.250130        14.9157       0.711595                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        83.5108                 NaN  0.259745        15.5175       0.711962                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        82.8985                 NaN  0.269369        16.1198       0.712327                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        82.2856                 NaN  0.279002        16.7227       0.712690                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        81.6721                 NaN  0.288645        17.3262       0.713053                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        81.0580                 NaN  0.298297        17.9303       0.713414                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        80.4434                 NaN  0.307957        18.5348       0.713774                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        79.8283                 NaN  0.317627        19.1400       0.714133                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        79.2125                 NaN  0.327306        19.7457       0.714491                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        78.6244                 NaN  0.336166        20.3245       0.714837                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        78.0359                 NaN  0.345035        20.9039       0.715182                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        77.4468                 NaN  0.353911        21.4838       0.715525                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        76.8572                 NaN  0.362795        22.0642       0.715868                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        76.2671                 NaN  0.371687        22.6450       0.716209                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        75.6765                 NaN  0.380587        23.2263       0.716549                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        75.0855                 NaN  0.389494        23.8081       0.716887                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        74.4939                 NaN  0.398408        24.3904       0.717224                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        73.9218                 NaN  0.406588        24.9541       0.717554                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        73.3492                 NaN  0.414774        25.5182       0.717883                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        72.7761                 NaN  0.422967        26.0827       0.718210                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        72.2027                 NaN  0.431166        26.6476       0.718535                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        71.6287                 NaN  0.439372        27.2130       0.718860                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        71.0544                 NaN  0.447584        27.7789       0.719183                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        70.4796                 NaN  0.455803        28.3451       0.719504                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        69.9044                 NaN  0.464028        28.9118       0.719824                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        69.3482                 NaN  0.471645        29.4601       0.720137                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        68.7916                 NaN  0.479268        30.0087       0.720448                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        68.2346                 NaN  0.486896        30.5578       0.720758                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        67.6772                 NaN  0.494530        31.1072       0.721066                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        67.1195                 NaN  0.502169        31.6570       0.721373                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        66.5613                 NaN  0.509814        32.2072       0.721678                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        66.0028                 NaN  0.517463        32.7577       0.721982                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        65.4440                 NaN  0.525118        33.3086       0.722284                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        64.9168                 NaN  0.532072        33.8286       0.722569                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        64.3893                 NaN  0.539030        34.3489       0.722852                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        63.8614                 NaN  0.545993        34.8694       0.723135                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        63.3333                 NaN  0.552959        35.3903       0.723415                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        62.8049                 NaN  0.559930        35.9115       0.723694                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        62.2761                 NaN  0.566905        36.4330       0.723972                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        61.7471                 NaN  0.573884        36.9548       0.724248                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        61.2177                 NaN  0.580867        37.4769       0.724522                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        60.7181                 NaN  0.587435        37.9697       0.724783                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        60.2182                 NaN  0.594007        38.4628       0.725043                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        59.7181                 NaN  0.600582        38.9561       0.725300                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        59.2177                 NaN  0.607161        39.4496       0.725557                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        58.7170                 NaN  0.613743        39.9434       0.725812                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        58.2162                 NaN  0.620328        40.4374       0.726065                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        57.7151                 NaN  0.626916        40.9317       0.726317                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        57.2137                 NaN  0.633507        41.4262       0.726567                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        56.7532                 NaN  0.639591        41.8804       0.726796                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        56.2926                 NaN  0.645677        42.3347       0.727024                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        55.8317                 NaN  0.651765        42.7893       0.727251                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        55.3707                 NaN  0.657856        43.2440       0.727476                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        54.9095                 NaN  0.663949        43.6989       0.727700                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        54.4481                 NaN  0.670044        44.1539       0.727922                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        53.9866                 NaN  0.676142        44.6091       0.728142                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        53.5249                 NaN  0.682242        45.0645       0.728361                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        53.0845                 NaN  0.687861        45.4991       0.728572                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        52.5755                 NaN  0.692843        45.9052       0.728850       0.976099E-001            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        51.4065                 NaN  0.690870        46.1176       0.729788        1.05518                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        50.2347                 NaN  0.688890        46.3305       0.730726        2.01518                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        49.1952                 NaN  0.686447        46.5161       0.731567        2.87071                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        48.1534                 NaN  0.683997        46.7020       0.732408        3.72818                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        47.1094                 NaN  0.681540        46.8882       0.733250        4.58759                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        46.0631                 NaN  0.679076        47.0748       0.734092        5.44894                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        45.2188                 NaN  0.675972        47.2197       0.734788        6.15078                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        44.3730                 NaN  0.672862        47.3648       0.735484        6.85392                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        43.5257                 NaN  0.669744        47.5100       0.736180        7.55836                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        42.6769                 NaN  0.666620        47.6555       0.736877        8.26410                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        41.8266                 NaN  0.663489        47.8012       0.737573        8.97115                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        40.9748                 NaN  0.660352        47.9471       0.738270        9.67949                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        40.1215                 NaN  0.657208        48.0932       0.738966        10.3891                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        39.2667                 NaN  0.654057        48.2395       0.739663        11.1001                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        38.6030                 NaN  0.650335        48.3446       0.740222        11.6619                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        37.9383                 NaN  0.646607        48.4498       0.740781        12.2245                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        37.2728                 NaN  0.642873        48.5551       0.741340        12.7880                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        36.6063                 NaN  0.639133        48.6605       0.741899        13.3522                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        35.9389                 NaN  0.635387        48.7659       0.742458        13.9173                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        35.2706                 NaN  0.631635        48.8715       0.743016        14.4832                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        34.6014                 NaN  0.627876        48.9772       0.743575        15.0499                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        33.9312                 NaN  0.624112        49.0830       0.744134        15.6175                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        33.3826                 NaN  0.619667        49.1626       0.744607        16.0905                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        32.8334                 NaN  0.615216        49.2422       0.745080        16.5641                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        32.2836                 NaN  0.610760        49.3218       0.745552        17.0383                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        31.7331                 NaN  0.606297        49.4015       0.746025        17.5130                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        31.1820                 NaN  0.601829        49.4813       0.746497        17.9883                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        30.6303                 NaN  0.597354        49.5611       0.746970        18.4642                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        30.0780                 NaN  0.592874        49.6410       0.747442        18.9407                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        29.5251                 NaN  0.588388        49.7209       0.747915        19.4177                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        29.0507                 NaN  0.583085        49.7829       0.748332        19.8350                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        28.5758                 NaN  0.577776        49.8449       0.748750        20.2528                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        28.1004                 NaN  0.572462        49.9069       0.749167        20.6711                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        27.6246                 NaN  0.567141        49.9689       0.749584        21.0897                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        27.1484                 NaN  0.561814        50.0310       0.750001        21.5088                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        26.6716                 NaN  0.556482        50.0931       0.750418        21.9284                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        26.1945                 NaN  0.551143        50.1552       0.750835        22.3483                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        25.7168                 NaN  0.545798        50.2174       0.751252        22.7687                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        25.2860                 NaN  0.539428        50.2687       0.751639        23.1543                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        24.8547                 NaN  0.533051        50.3200       0.752025        23.5402                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        24.4231                 NaN  0.526668        50.3714       0.752411        23.9264                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        23.9911                 NaN  0.520278        50.4227       0.752797        24.3131                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        23.5588                 NaN  0.513882        50.4741       0.753183        24.7000                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        23.1260                 NaN  0.507479        50.5256       0.753569        25.0874                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        22.6929                 NaN  0.501070        50.5770       0.753955        25.4751                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        22.2594                 NaN  0.494655        50.6285       0.754341        25.8631                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        21.8541                 NaN  0.487584        50.6728       0.754709        26.2308                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        21.4485                 NaN  0.480506        50.7172       0.755077        26.5987                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        21.0426                 NaN  0.473422        50.7616       0.755444        26.9669                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        20.6363                 NaN  0.466331        50.8060       0.755812        27.3355                 NaN            NaN            NaN            NaN            NaN
  1471.15        2500.00        20.2356                 NaN  0.458652        50.8496       0.756176        27.6999                 NaN            NaN            NaN            NaN            NaN
  1467.95        2500.00        19.7389                 NaN  0.455793        50.9034       0.756648        27.9534       0.191822                 NaN            NaN            NaN            NaN
  1464.74        2500.00        19.1351                 NaN  0.458783        50.9682       0.757245        28.0753       0.605440                 NaN            NaN            NaN            NaN
  1461.54        2500.00        18.5305                 NaN  0.461779        51.0330       0.757842        28.1972        1.01970                 NaN            NaN            NaN            NaN
  1458.33        2500.00        18.0339                 NaN  0.467834        51.0728       0.758349        28.2964        1.37069                 NaN            NaN            NaN            NaN
  1455.13        2500.00        17.5367                 NaN  0.473899        51.1127       0.758857        28.3957        1.72214                 NaN            NaN            NaN            NaN
  1451.92        2500.00        17.0389                 NaN  0.479972        51.1526       0.759364        28.4951        2.07405                 NaN            NaN            NaN            NaN
  1448.72        2500.00        16.5406                 NaN  0.486055        51.1924       0.759871        28.5946        2.42642                 NaN            NaN            NaN            NaN
  1445.51        2500.00        16.0417                 NaN  0.492147        51.2323       0.760379        28.6943        2.77925                 NaN            NaN            NaN            NaN
  1442.31        2500.00        15.5422                 NaN  0.498248        51.2721       0.760885        28.7940        3.13254                 NaN            NaN            NaN            NaN
  1439.10        2500.00        15.0421                 NaN  0.504357        51.3120       0.761392        28.8939        3.48630                 NaN            NaN            NaN            NaN
  1435.90        2500.00        14.5414                 NaN  0.510476        51.3518       0.761899        28.9939        3.84051                 NaN            NaN            NaN            NaN
  1432.69        2500.00        14.1443                 NaN  0.519588        51.3700       0.762321        29.0709        4.13296                 NaN            NaN            NaN            NaN
  1429.49        2500.00        13.7468                 NaN  0.528712        51.3881       0.762743        29.1480        4.42572                 NaN            NaN            NaN            NaN
  1426.28        2500.00        13.3489                 NaN  0.537846        51.4061       0.763165        29.2251        4.71880                 NaN            NaN            NaN            NaN
  1423.08        2500.00        12.9507                 NaN  0.546991        51.4242       0.763587        29.3024        5.01219                 NaN            NaN            NaN            NaN
  1419.87        2500.00        12.6028                 NaN  0.556968        51.4342       0.763965        29.3683        5.27369                 NaN            NaN            NaN            NaN
  1416.67        2500.00        12.2547                 NaN  0.566954        51.4443       0.764343        29.4343        5.53544                 NaN            NaN            NaN            NaN
  1413.46        2500.00        11.9214                 NaN  0.578296        51.4442       0.764704        29.5038        5.78763                 NaN            NaN            NaN            NaN
  1410.26        2500.00        11.5777                 NaN  0.591713        51.4483       0.765085        29.4916        6.03032       0.952063E-001            NaN            NaN            NaN
  1407.05        2500.00        11.5773                 NaN  0.591730        51.4485       0.765098        29.4918        6.03036       0.952073E-001            NaN            NaN            NaN
  1403.85        2500.00        11.5768                 NaN  0.591748        51.4487       0.765111        29.4921        6.03040       0.952084E-001            NaN            NaN            NaN
  1400.64        2500.00        11.5763                 NaN  0.591765        51.4489       0.765125        29.4923        6.03044       0.952095E-001            NaN            NaN            NaN
  1397.44        2500.00        11.5758                 NaN  0.591783        51.4490       0.765138        29.4925        6.03047       0.952105E-001            NaN            NaN            NaN
  1394.23        2500.00        11.5754                 NaN  0.591800        51.4492       0.765151        29.4927        6.03051       0.952116E-001            NaN            NaN            NaN
  1391.03        2500.00        11.5749                 NaN  0.591818        51.4494       0.765164        29.4929        6.03055       0.952126E-001            NaN            NaN            NaN
  1387.82        2500.00        11.5744                 NaN  0.591835        51.4496       0.765177        29.4932        6.03059       0.952137E-001            NaN            NaN            NaN
  1384.62        2500.00        9.17077                 NaN  0.724182        51.3617       0.767847        28.9402        7.60164        1.43368                 NaN            NaN            NaN
  1381.41        2500.00        9.17045                 NaN  0.724203        51.3618       0.767858        28.9403        7.60167        1.43369                 NaN            NaN            NaN
  1378.21        2500.00        9.17013                 NaN  0.724223        51.3619       0.767869        28.9405        7.60171        1.43371                 NaN            NaN            NaN
  1375.00        2500.00        9.16981                 NaN  0.724244        51.3620       0.767881        28.9406        7.60175        1.43372                 NaN            NaN            NaN
  1371.79        2500.00        9.16949                 NaN  0.724265        51.3620       0.767892        28.9408        7.60178        1.43373                 NaN            NaN            NaN
  1368.59        2500.00        9.16916                 NaN  0.724285        51.3621       0.767903        28.9410        7.60182        1.43375                 NaN            NaN            NaN
  1365.38        2500.00        9.16884                 NaN  0.724306        51.3622       0.767915        28.9411        7.60186        1.43376                 NaN            NaN            NaN
  1362.18        2500.00        9.16852                 NaN  0.724326        51.3622       0.767926        28.9413        7.60189        1.43377                 NaN            NaN            NaN
  1358.97        2500.00        7.34551                 NaN  0.858108        51.2039       0.770113        28.7272        8.81438        2.28084                 NaN            NaN            NaN
  1355.77        2500.00        7.12777                 NaN  0.871332        51.1971       0.770319        28.6813        8.90988        2.39178       0.505601E-001            NaN            NaN
  1352.56        2500.00        6.89495                 NaN  0.877956        51.2370       0.770492        28.5726        8.96323        2.53008       0.153662                 NaN            NaN
  1349.36        2500.00        6.89476                 NaN  0.877981        51.2370       0.770502        28.5727        8.96326        2.53011       0.153671                 NaN            NaN
  1346.15        2500.00        6.48043                 NaN  0.895349        51.2737       0.770821        28.4122        9.07947        2.76910       0.318918                 NaN            NaN
  1342.95        2500.00        6.48026                 NaN  0.895373        51.2737       0.770830        28.4123        9.07950        2.76913       0.318938                 NaN            NaN
  1339.74        2500.00        6.48009                 NaN  0.895398        51.2737       0.770840        28.4124        9.07953        2.76915       0.318957                 NaN            NaN
  1336.54        2500.00        6.47991                 NaN  0.895422        51.2736       0.770849        28.4125        9.07956        2.76917       0.318976                 NaN            NaN
  1333.33        2500.00        5.70802                 NaN  0.929409        51.3302       0.771463        28.1399        9.29854        3.19533       0.627151                 NaN            NaN
  1330.13        2500.00        5.70788                 NaN  0.929433        51.3301       0.771472        28.1400        9.29856        3.19535       0.627188                 NaN            NaN
  1326.92        2500.00        5.70775                 NaN  0.929458        51.3300       0.771481        28.1401        9.29859        3.19538       0.627226                 NaN            NaN
  1323.72        2500.00        5.70761                 NaN  0.929483        51.3299       0.771490        28.1402        9.29862        3.19540       0.627264                 NaN            NaN
  1320.51        2500.00        5.00604                 NaN  0.962349        51.3655       0.772086        27.9298        3.56054        9.49769       0.905999                 NaN            NaN
  1317.31        2500.00        5.00593                 NaN  0.962374        51.3654       0.772095        27.9298        3.56056        9.49771       0.906053                 NaN            NaN
  1314.10        2500.00        4.67636                 NaN  0.978762        51.3750       0.772396        27.8461        9.59453        3.72265        1.03421                 NaN            NaN
  1310.90        2500.00                 NaN            NaN   1.01480        52.0852       0.774403        27.1437        4.43887        9.95588        1.63150        2.95562                 NaN
  1307.69        2500.00                 NaN            NaN   1.01804        52.1001       0.774377        27.1215        9.93511        4.43466        1.65803        2.95820                 NaN
  1304.49        2500.00                 NaN            NaN   1.01806        52.0998       0.774384        27.1215        9.93512        4.43468        1.65812        2.95826                 NaN
  1301.28        2500.00                 NaN            NaN   1.01809        52.0996       0.774390        27.1215        9.93513        4.43471        1.65822        2.95831                 NaN
  1298.08        2500.00                 NaN            NaN   1.01811        52.0994       0.774397        27.1216        9.93513        4.43473        1.65831        2.95837                 NaN
  1294.87        2500.00                 NaN            NaN   1.01814        52.0991       0.774403        27.1216        9.93514        4.43475        1.65841        2.95843                 NaN
