|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1458.69        500.000        99.0111                 NaN            NaN  0.634577       0.354344                 NaN            NaN            NaN            NaN
  1457.20        500.000        99.0217                 NaN            NaN  0.350073       0.628270                 NaN            NaN            NaN            NaN
  1455.70        500.000        99.0307                 NaN            NaN  0.622872       0.346453                 NaN            NaN            NaN            NaN
  1454.21        500.000        99.0386                 NaN            NaN  0.342995       0.618360                 NaN            NaN            NaN            NaN
  1452.72        500.000        99.0487                 NaN            NaN  0.339035       0.612218                 NaN            NaN            NaN            NaN
  1451.22        500.000        99.0573                 NaN            NaN  0.335805       0.606916                 NaN            NaN            NaN            NaN
  1449.73        500.000        99.0674                 NaN            NaN  0.600943       0.331628                 NaN            NaN            NaN            NaN
  1448.23        500.000        99.0749                 NaN            NaN  0.596243       0.328849                 NaN            NaN            NaN            NaN
  1446.74        500.000        99.0831                 NaN            NaN  0.324839       0.592107                 NaN            NaN            NaN            NaN
  1445.24        500.000        99.0917                 NaN            NaN  0.587222       0.321084                 NaN            NaN            NaN            NaN
  1443.75        500.000        99.0998                 NaN            NaN  0.581235       0.318949                 NaN            NaN            NaN            NaN
  1442.26        500.000        99.1071                 NaN            NaN  0.577556       0.315354                 NaN            NaN            NaN            NaN
  1440.76        500.000        99.1163                 NaN            NaN  0.572225       0.311444                 NaN            NaN            NaN            NaN
  1439.27        500.000        99.1233                 NaN            NaN  0.308470       0.568200                 NaN            NaN            NaN            NaN
  1437.77        500.000        99.1305                 NaN            NaN  0.564324       0.305149                 NaN            NaN            NaN            NaN
  1436.28        500.000        99.1372                 NaN            NaN  0.560368       0.302410                 NaN            NaN            NaN            NaN
  1434.79        500.000        99.1454                 NaN            NaN  0.554338       0.300238                 NaN            NaN            NaN            NaN
  1433.29        500.000        99.1738                 NaN            NaN  0.289609       0.536631                 NaN            NaN            NaN            NaN
  1431.80        500.000        99.1381                 NaN            NaN  0.302438       0.559478                 NaN            NaN            NaN            NaN
  1430.30        500.000        99.1659                 NaN            NaN  0.543289       0.290816                 NaN            NaN            NaN            NaN
  1428.81        500.000        99.1731                 NaN            NaN  0.288669       0.538208                 NaN            NaN            NaN            NaN
  1427.32        500.000        97.8410                 NaN            NaN  0.843533       0.694579       0.620923                 NaN            NaN            NaN
  1425.82        500.000        97.4337                 NaN            NaN   1.01362       0.735457       0.817276                 NaN            NaN            NaN
  1424.33        500.000        97.5001                 NaN            NaN  0.717898       0.986089       0.795875                 NaN            NaN            NaN
  1422.83        500.000        97.5526                 NaN            NaN  0.965522       0.702565       0.779350                 NaN            NaN            NaN
  1421.34        500.000        97.6019                 NaN            NaN  0.688697       0.945418       0.763955                 NaN            NaN            NaN
  1419.84        500.000        97.6466                 NaN            NaN  0.675914       0.927372       0.750145                 NaN            NaN            NaN
  1418.35        500.000        97.7041                 NaN            NaN  0.904002       0.660961       0.730911                 NaN            NaN            NaN
  1416.86        500.000        97.7425                 NaN            NaN  0.649116       0.889346       0.719044                 NaN            NaN            NaN
  1415.36        500.000        97.7878                 NaN            NaN  0.636763       0.870842       0.704574                 NaN            NaN            NaN
  1413.87        500.000        97.8292                 NaN            NaN  0.624969       0.854556       0.691254                 NaN            NaN            NaN
  1412.37        500.000        97.8710                 NaN            NaN  0.837645       0.613408       0.677930                 NaN            NaN            NaN
  1410.88        500.000        97.9118                 NaN            NaN  0.821677       0.601620       0.664876                 NaN            NaN            NaN
  1409.39        500.000        97.9501                 NaN            NaN  0.590645       0.806568       0.652653                 NaN            NaN            NaN
  1407.89        500.000        97.9865                 NaN            NaN  0.792356       0.580169       0.640996                 NaN            NaN            NaN
  1406.40        500.000        98.0179                 NaN            NaN  0.571297       0.779968       0.630871                 NaN            NaN            NaN
  1404.90        500.000        98.0589                 NaN            NaN  0.559532       0.764127       0.617450                 NaN            NaN            NaN
  1403.41        500.000        98.0901                 NaN            NaN  0.752390       0.549974       0.607505                 NaN            NaN            NaN
  1401.92        500.000        98.1240                 NaN            NaN  0.540334       0.739090       0.596557                 NaN            NaN            NaN
  1400.42        500.000        98.1562                 NaN  0.130426E-005  0.531134       0.726612       0.586046                 NaN            NaN            NaN
  1398.93        500.000        98.1856                 NaN            NaN  0.523408       0.714599       0.576382                 NaN            NaN            NaN
  1397.43        500.000        98.2151                 NaN  0.283266E-001  0.525988       0.658473       0.572131                 NaN            NaN            NaN
  1395.94        500.000        98.2423                 NaN  0.194263       0.382313       0.586300       0.594864                 NaN            NaN            NaN
  1394.45        500.000        98.2736                 NaN  0.196554       0.365580       0.578428       0.585815                 NaN            NaN            NaN
  1392.95        500.000        98.3024                 NaN  0.197858       0.349945       0.573803       0.576035                 NaN            NaN            NaN
  1391.46        500.000        98.3296                 NaN  0.200346       0.567689       0.334386       0.567974                 NaN            NaN            NaN
  1389.96        500.000        98.3572                 NaN  0.202105       0.561136       0.320181       0.559425                 NaN            NaN            NaN
  1388.47        500.000        98.3836                 NaN  0.204440       0.554951       0.305361       0.551658                 NaN            NaN            NaN
  1386.97        500.000        98.4141                 NaN  0.205871       0.289740       0.548492       0.541763                 NaN            NaN            NaN
  1385.48        500.000        98.4363                 NaN  0.207551       0.276791       0.544534       0.534781                 NaN            NaN            NaN
  1383.99        500.000        98.4608                 NaN  0.209579       0.539823       0.262412       0.527361                 NaN            NaN            NaN
  1382.49        500.000        98.4840                 NaN  0.211400       0.249860       0.534757       0.519968                 NaN            NaN            NaN
  1381.00        500.000        98.5086                 NaN  0.213272       0.235639       0.530060       0.512396                 NaN            NaN            NaN
  1379.50        500.000        98.5320                 NaN  0.214917       0.223213       0.524814       0.505105                 NaN            NaN            NaN
  1378.01        500.000        98.5535                 NaN  0.216600       0.210475       0.521023       0.498411                 NaN            NaN            NaN
  1376.52        500.000        98.5759                 NaN  0.217769       0.198747       0.516203       0.491345                 NaN            NaN            NaN
  1375.02        500.000        98.5975                 NaN  0.219737       0.186352       0.511699       0.484703                 NaN            NaN            NaN
  1373.53        500.000        98.6193                 NaN  0.220992       0.174678       0.507334       0.477731                 NaN            NaN            NaN
  1372.03        500.000        98.6383                 NaN  0.222308       0.163848       0.503848       0.471742                 NaN            NaN            NaN
  1370.54        500.000        98.6594                 NaN  0.223682       0.499664       0.152029       0.465183                 NaN            NaN            NaN
  1369.05        500.000        98.6788                 NaN  0.224983       0.141060       0.496176       0.459004                 NaN            NaN            NaN
  1367.55        500.000        98.6969                 NaN  0.227424       0.131081       0.491100       0.453536                 NaN            NaN            NaN
  1366.06        500.000        98.7173                 NaN  0.226257       0.487806       0.122335       0.446309                 NaN            NaN            NaN
  1364.56        500.000        98.7358                 NaN  0.228433       0.484671       0.110258       0.440838                 NaN            NaN            NaN
  1363.07        500.000        98.7533                 NaN  0.229075       0.480954       0.101467       0.435170                 NaN            NaN            NaN
  1361.57        500.000        98.7712                 NaN  0.230548       0.477570       0.911025E-001  0.429598                 NaN            NaN            NaN
  1360.08        500.000        98.7885                 NaN  0.279211       0.499218                 NaN  0.433026                 NaN            NaN            NaN
  1358.59        500.000        98.8055                 NaN  0.182494       0.157911       0.445037       0.409061                 NaN            NaN            NaN
  1357.09        500.000        98.8217                 NaN  0.232093       0.657427E-001  0.467404       0.413075                 NaN            NaN            NaN
  1355.60        500.000        98.8379                 NaN  0.232637       0.573022E-001  0.464337       0.407780                 NaN            NaN            NaN
  1354.10        500.000        98.8538                 NaN  0.233037       0.460979       0.495746E-001  0.402560                 NaN            NaN            NaN
  1352.61        500.000        98.8690                 NaN  0.233350       0.421563E-001  0.457950       0.397498                 NaN            NaN            NaN
  1351.12        500.000        98.8854                 NaN  0.233461       0.348045E-001  0.454252       0.392114                 NaN            NaN            NaN
  1349.62        500.000        98.8991                 NaN  0.233590       0.286091E-001  0.451127       0.387580                 NaN            NaN            NaN
  1348.13        500.000        98.9144                 NaN  0.233183       0.221530E-001  0.448030       0.382243                 NaN            NaN            NaN
  1346.63        500.000        98.9139                 NaN  0.234672       0.455081       0.130745E-001  0.383295                 NaN            NaN            NaN
  1345.14        500.000        98.9532                 NaN  0.232798       0.438454       0.657907E-002  0.368921                 NaN            NaN            NaN
  1343.65        500.000        98.8645                 NaN  0.317686       0.401619                 NaN  0.416219                 NaN            NaN            NaN
  1342.15        500.000        99.0739                 NaN  0.146601       0.467238                 NaN  0.312292                 NaN            NaN            NaN
  1340.66        500.000        98.9851                 NaN  0.228243       0.703630E-003  0.428266       0.357674                 NaN            NaN            NaN
  1339.16        500.000        98.9904                 NaN  0.213693       0.411163       0.315975E-001  0.353185                 NaN            NaN            NaN
  1337.67        500.000        99.0069                 NaN  0.224892       0.418572                 NaN  0.349682                 NaN            NaN            NaN
  1336.17        500.000        99.0201                 NaN  0.221535       0.413724                 NaN  0.344594                 NaN            NaN            NaN
  1334.68        500.000        99.0320                 NaN  0.218724       0.409148                 NaN  0.340153                 NaN            NaN            NaN
  1333.19        500.000        99.0423                 NaN  0.214417       0.401147       0.622363E-002  0.335873                 NaN            NaN            NaN
  1331.69        500.000        99.0551                 NaN  0.214241       0.399190                 NaN  0.331441                 NaN            NaN            NaN
  1330.20        500.000        99.0662                 NaN  0.211880       0.394680                 NaN  0.327280                 NaN            NaN            NaN
  1328.70        500.000        99.0775                 NaN  0.210468       0.388739                 NaN  0.323301                 NaN            NaN            NaN
  1327.21        500.000        99.0890                 NaN  0.206917       0.385536                 NaN  0.318588                 NaN            NaN            NaN
  1325.72        500.000        99.0987                 NaN  0.205180       0.381047                 NaN  0.315072                 NaN            NaN            NaN
  1324.22        500.000        99.1100                 NaN  0.203294       0.375887                 NaN  0.310850                 NaN            NaN            NaN
  1322.73        500.000        99.1197                 NaN  0.201237       0.372018                 NaN  0.307068                 NaN            NaN            NaN
  1321.23        500.000        99.1324                 NaN  0.197996       0.367213                 NaN  0.302343                 NaN            NaN            NaN
  1319.74        500.000        99.1401                 NaN  0.196694       0.363940                 NaN  0.299311                 NaN            NaN            NaN
  1318.25        500.000        99.1518                 NaN  0.193665       0.359564                 NaN  0.294927                 NaN            NaN            NaN
  1316.75        500.000        99.1609                 NaN  0.191275       0.356461                 NaN  0.291333                 NaN            NaN            NaN
  1315.26        500.000        99.1712                 NaN  0.188272       0.353131                 NaN  0.287397                 NaN            NaN            NaN
  1313.76        500.000        99.1809                 NaN  0.186486       0.348903                 NaN  0.283733                 NaN            NaN            NaN
  1312.27        500.000        99.1904                 NaN  0.184038       0.345432                 NaN  0.280105                 NaN            NaN            NaN
  1310.77        500.000        99.1999                 NaN  0.182084       0.341491                 NaN  0.276511                 NaN            NaN            NaN
  1309.28        500.000        99.2085                 NaN  0.179992       0.338257                 NaN  0.273258                 NaN            NaN            NaN
  1307.79        500.000        99.2181                 NaN  0.176358       0.336284                 NaN  0.269282                 NaN            NaN            NaN
  1306.29        500.000        99.2275                 NaN  0.175123       0.331497                 NaN  0.265916                 NaN            NaN            NaN
  1304.80        500.000        99.2358                 NaN  0.173296       0.328177                 NaN  0.262728                 NaN            NaN            NaN
  1303.30        500.000        99.2432                 NaN  0.170953       0.326082                 NaN  0.259803                 NaN            NaN            NaN
  1301.81        500.000        99.2543                 NaN  0.168306       0.321722                 NaN  0.255659                 NaN            NaN            NaN
  1300.32        500.000        99.2623                 NaN  0.166939       0.318088                 NaN  0.252717                 NaN            NaN            NaN
  1298.82        500.000        99.2697                 NaN  0.163978       0.316535                 NaN  0.249780                 NaN            NaN            NaN
  1297.33        500.000        99.2798                 NaN  0.162283       0.311927                 NaN  0.245976                 NaN            NaN            NaN
  1295.83        500.000        99.2882                 NaN  0.159539       0.309510                 NaN  0.242794                 NaN            NaN            NaN
  1294.34        500.000        99.2951                 NaN  0.157813       0.307035                 NaN  0.240032                 NaN            NaN            NaN
  1292.85        500.000        99.3034                 NaN  0.154024       0.305558                 NaN  0.237006                 NaN            NaN            NaN
  1291.35        500.000        99.3117                 NaN  0.154110       0.300037                 NaN  0.234198                 NaN            NaN            NaN
  1289.86        500.000        99.3214                 NaN  0.150783       0.297952                 NaN  0.229832                 NaN            NaN            NaN
  1288.36        500.000        99.3265                 NaN  0.149093       0.296378                 NaN  0.228043                 NaN            NaN            NaN
  1286.87        500.000        99.3350                 NaN  0.146849       0.293191                 NaN  0.224921                 NaN            NaN            NaN
  1285.38        500.000        99.3412                 NaN  0.144686       0.291703                 NaN  0.222407                 NaN            NaN            NaN
  1283.88        500.000        99.3499                 NaN  0.142672       0.288205                 NaN  0.219179                 NaN            NaN            NaN
  1282.39        500.000        99.3560                 NaN  0.140693       0.286411                 NaN  0.216849                 NaN            NaN            NaN
  1280.89        500.000        99.3643                 NaN  0.138383       0.283675                 NaN  0.213661                 NaN            NaN            NaN
  1279.40        500.000        99.3713                 NaN  0.136227       0.281194                 NaN  0.211257                 NaN            NaN            NaN
  1277.90        500.000        99.3796                 NaN  0.133594       0.278839                 NaN  0.207953                 NaN            NaN            NaN
  1276.41        500.000        99.3863                 NaN  0.131510       0.276801                 NaN  0.205436                 NaN            NaN            NaN
  1274.92        500.000        99.3927                 NaN  0.129505       0.274783                 NaN  0.202982                 NaN            NaN            NaN
  1273.42        500.000        99.3996                 NaN  0.127762       0.272165                 NaN  0.200431                 NaN            NaN            NaN
  1271.93        500.000        99.4064                 NaN  0.125062       0.270743                 NaN  0.197819                 NaN            NaN            NaN
  1270.43        500.000        99.4108                 NaN  0.123148       0.269450                 NaN  0.196616                 NaN            NaN            NaN
  1268.94        500.000        99.4208                 NaN  0.120459       0.266866                 NaN  0.191826                 NaN            NaN            NaN
  1267.45        500.000        99.4265                 NaN  0.118368       0.264803                 NaN  0.190317                 NaN            NaN            NaN
  1265.95        500.000        99.4325                 NaN  0.116671       0.262720                 NaN  0.188138                 NaN            NaN            NaN
  1264.46        500.000        99.4386                 NaN  0.114519       0.261142                 NaN  0.185704                 NaN            NaN            NaN
  1262.96        500.000        99.4450                 NaN  0.112364       0.259201                 NaN  0.183411                 NaN            NaN            NaN
  1261.47        500.000        98.5887                 NaN  0.158662       0.381022                 NaN  0.273611       0.598028                 NaN            NaN
  1259.98        500.000        95.6159                 NaN  0.877613E-001  0.440923       0.693169       0.588130        2.57413                 NaN            NaN
  1258.48        500.000        94.6664                 NaN  0.171771       0.707782       0.500577       0.718698        3.14753       0.872179E-001            NaN
  1256.99        500.000        94.6143                 NaN  0.236414       0.843459       0.270281       0.730440        3.18986       0.115255                 NaN
  1255.49        500.000        94.9335                 NaN  0.223873       0.250205       0.800090       0.689520        2.99497       0.107807                 NaN
  1254.00        500.000        95.2331                 NaN  0.214403       0.225560       0.760869       0.650860        2.81415       0.101018                 NaN
  1252.50        500.000        95.4944                 NaN  0.206115       0.727861       0.202927       0.616982        2.65670       0.950554E-001            NaN
  1251.01        500.000        95.7321                 NaN  0.198470       0.697132       0.182611       0.585764        2.51428       0.896092E-001            NaN
  1249.52        500.000        95.9486                 NaN  0.191098       0.667945       0.165570       0.557166        2.38500       0.846451E-001            NaN
  1248.02        500.000        96.1464                 NaN  0.184315       0.641309       0.149983       0.530765        2.26720       0.800289E-001            NaN
  1246.53        500.000        96.3281                 NaN  0.177829       0.616421       0.135943       0.506337        2.15954       0.758175E-001            NaN
  1245.03        500.000        96.4951                 NaN  0.171617       0.592614       0.124197       0.483625        2.06098       0.718962E-001            NaN
  1243.54        500.000        96.6493                 NaN  0.165721       0.570279       0.113749       0.462605        1.97005       0.682483E-001            NaN
  1242.05        500.000        96.7952                 NaN  0.159589       0.105303       0.548246       0.442371        1.88455       0.647847E-001            NaN
  1240.55        500.000        96.9276                 NaN  0.153540       0.999443E-001  0.526528       0.423980        1.80682       0.615453E-001            NaN
  1239.06        500.000        97.0525                 NaN  0.147545       0.505635       0.954261E-001  0.406475        1.73389       0.584990E-001            NaN
  1237.56        500.000        97.1702                 NaN  0.141320       0.484088       0.936751E-001  0.389828        1.66530       0.556040E-001            NaN
  1236.07        500.000        97.2782                 NaN  0.135799       0.466209       0.900027E-001  0.374369        1.60247       0.529216E-001            NaN
  1234.58        500.000        97.3814                 NaN  0.129567       0.445679       0.910309E-001  0.359644        1.54234       0.502933E-001            NaN
  1233.08        500.000        97.4781                 NaN  0.122810       0.424385       0.950748E-001  0.345516        1.48626       0.478063E-001            NaN
  1231.59        500.000        97.5695                 NaN  0.116598       0.405254       0.979179E-001  0.332509        1.43280       0.454406E-001            NaN
  1230.09        500.000        97.6550                 NaN  0.109920       0.103642       0.385049       0.319614        1.38360       0.431484E-001            NaN
  1228.60        500.000        97.7364                 NaN  0.102894       0.111506       0.364647       0.307824        1.33576       0.409515E-001            NaN
  1227.10        500.000        97.8121                 NaN  0.959947E-001  0.119525       0.345176       0.296605        1.29169       0.388967E-001            NaN
  1225.61        500.000        97.8845                 NaN  0.883957E-001  0.324175       0.131259       0.285846        1.24897       0.368564E-001            NaN
  1224.12        500.000        97.9542                 NaN  0.810371E-001  0.304080       0.142213       0.275458        1.20817       0.348787E-001            NaN
  1222.62        500.000        97.9147                 NaN            NaN  0.501429       0.621986E-001  0.282574        1.20938       0.297176E-001            NaN
  1221.13        500.000        98.1420                 NaN  0.102846       0.366035                 NaN  0.245624        1.11007       0.334016E-001            NaN
  1219.63        500.000        97.1448                 NaN            NaN  0.624812       0.675003E-001  0.405396        1.71640       0.410911E-001            NaN
  1218.14        500.000        97.7138                 NaN            NaN  0.259326       0.308063       0.292593        1.39837       0.278264E-001            NaN
  1216.65        500.000        99.5662                 NaN            NaN  0.846492E-001  0.116307       0.385709E-001  0.181919       0.123749E-001            NaN
  1215.15        500.000        98.5826                 NaN  0.106472       0.274113                 NaN  0.183554       0.829953       0.233579E-001            NaN
  1213.66        500.000        96.5833                 NaN  0.107643       0.514632       0.192693       0.480743        2.06684       0.540946E-001            NaN
  1212.16        500.000        99.6341                 NaN  0.378104E-001  0.893658E-001            NaN  0.339698E-001  0.196501       0.824481E-002            NaN
  1210.67        500.000        98.1747                 NaN            NaN  0.237765       0.243226       0.222652        1.10641       0.152854E-001            NaN
