|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1545.40        2500.00        99.4865       0.535557E-001  0.459932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.92        2500.00        99.4893       0.525125E-001  0.458193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00        99.4934       0.516313E-001  0.454942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        2500.00        99.6458       0.348616E-001  0.319345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        2500.00        99.3516       0.666794E-001  0.581714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00        99.5049       0.486055E-001  0.446452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        2500.00        99.5087       0.490340E-001  0.442240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.05        2500.00        99.5095       0.461851E-001  0.444359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        2500.00        99.5128       0.456528E-001  0.441501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00        99.5202       0.469400E-001  0.432880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        2500.00        99.4902       0.498513E-001  0.459932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        2500.00        99.5597       0.426617E-001  0.397636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        2500.00        99.5293       0.436170E-001  0.427118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        2500.00        99.5301       0.414415E-001  0.428432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        2500.00        99.5351       0.415144E-001  0.423398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        2500.00        99.5367       0.461494E-001  0.417149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        2500.00        99.5406       0.356720E-001  0.423762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00        99.5448       0.400815E-001  0.415155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        2500.00        99.4221       0.476007E-001  0.530303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        2500.00        99.8354       0.143093E-001  0.150306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        2500.00        99.3908       0.495333E-001  0.559671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        2500.00        99.5526       0.368266E-001  0.410610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        2500.00        99.4559       0.409751E-001  0.503167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        2500.00        99.8419       0.162379E-001  0.141827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        2500.00        99.3820       0.465752E-001  0.571463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        2500.00        99.5667       0.319161E-001  0.401339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        2500.00        99.5695       0.328153E-001  0.397688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        2500.00        99.5711       0.320105E-001  0.396847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        2500.00        99.5741       0.316264E-001  0.394309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        2500.00        99.5751       0.297704E-001  0.395171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        2500.00        99.5784       0.294506E-001  0.392101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        2500.00        99.5792       0.278650E-001  0.392974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        2500.00        99.5824       0.282366E-001  0.389319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        99.5859       0.271613E-001  0.386972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        2500.00        99.5847       0.257726E-001  0.389513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        2500.00        99.5905       0.248771E-001  0.384609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        2500.00        99.5925       0.265488E-001  0.380940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00        99.5943       0.238515E-001  0.381876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00        99.5946       0.224480E-001  0.382958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00        99.5970       0.204461E-001  0.382585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00        99.6001       0.227518E-001  0.377171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00        99.6016       0.208372E-001  0.377591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00        99.6019       0.189182E-001  0.379137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00        99.6046       0.188254E-001  0.376609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00        99.6067       0.184721E-001  0.374798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00        99.6074       0.170100E-001  0.375542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00        99.6103       0.168245E-001  0.372843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00        99.6106       0.148512E-001  0.374593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00        99.6147       0.243452E-001  0.360983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00        99.6133       0.508198E-002  0.381643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00        99.6155       0.126774E-001  0.371844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00        99.4446       0.306454E-001  0.277729       0.247039                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00        99.9811       0.146211E-001            NaN  0.424178E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00        98.4728       0.719989E-001  0.169318       0.233573        1.05226                 NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.2332       0.406953E-001  0.653659E-001  0.515117       0.145582                 NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00        99.2396       0.395131E-001  0.620677E-001  0.149280       0.509559                 NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00        99.2449       0.384693E-001  0.591285E-001  0.152465       0.505051                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.2509       0.374945E-001  0.566775E-001  0.500393       0.154577                 NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00        99.2565       0.363221E-001  0.562355E-001  0.496150       0.154797                 NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00        99.2621       0.354644E-001  0.515916E-001  0.490968       0.159842                 NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00        99.2664       0.346565E-001  0.474888E-001  0.164128       0.487287                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00        99.2728       0.335208E-001  0.482160E-001  0.482797       0.162657                 NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00        99.2774       0.325262E-001  0.459866E-001  0.478998       0.165074                 NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.4647       0.244678E-001  0.280895E-001  0.353362       0.129398                 NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00        99.1054       0.383508E-001  0.546920E-001  0.210475       0.591052                 NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.2926       0.297273E-001  0.399890E-001  0.171033       0.466617                 NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00        99.2966       0.287309E-001  0.388688E-001  0.172520       0.463294                 NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.4205       0.229408E-001  0.370367E-001  0.383177       0.136358                 NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.1871       0.313471E-001  0.475485E-001  0.198380       0.535596                 NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00        99.3113       0.260093E-001  0.353962E-001  0.452358       0.174894                 NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00        99.3151       0.255089E-001  0.317210E-001  0.178622       0.449066                 NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00        99.3203       0.243688E-001  0.323403E-001  0.445365       0.177661                 NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00        99.3243       0.232041E-001  0.350169E-001  0.442780       0.174667                 NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00        99.3286       0.224737E-001  0.331255E-001  0.439609       0.176186                 NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00        99.3324       0.216621E-001  0.324174E-001  0.436785       0.176766                 NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        99.3361       0.207025E-001  0.321289E-001  0.433916       0.177180                 NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00        99.3398       0.189148E-001  0.335977E-001  0.430180       0.177525                 NaN            NaN            NaN            NaN            NaN
  1431.59        2500.00        99.3447       0.195098E-001  0.359294E-001  0.170255       0.429605                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        99.3469       0.179283E-001  0.346622E-001  0.173872       0.426651                 NaN            NaN            NaN            NaN            NaN
  1428.63        2500.00        99.3517       0.170476E-001  0.341315E-001  0.173951       0.423143                 NaN            NaN            NaN            NaN            NaN
  1427.16        2500.00        99.3749       0.314867E-001  0.140829       0.452823                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        99.3232       0.556081E-001            NaN  0.392608       0.228594                 NaN            NaN            NaN            NaN            NaN
  1424.20        2500.00        99.3876                 NaN            NaN  0.426701       0.185711                 NaN            NaN            NaN            NaN            NaN
  1422.72        2500.00        99.4292       0.359749E-001  0.345056E-001  0.383534       0.116737                 NaN            NaN            NaN            NaN            NaN
  1421.24        2500.00        99.3315                 NaN  0.180201       0.488288                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.76        2500.00        99.3432                 NaN            NaN  0.277745       0.379039                 NaN            NaN            NaN            NaN            NaN
  1418.29        2500.00        99.2614       0.154810E-002            NaN  0.276077       0.400133       0.608706E-001            NaN            NaN            NaN            NaN
  1416.81        2500.00        98.4891       0.164964                 NaN  0.438153       0.392020       0.515747                 NaN            NaN            NaN            NaN
  1415.33        2500.00        98.5103       0.185955                 NaN  0.354043       0.436431       0.513237                 NaN            NaN            NaN            NaN
  1413.85        2500.00        98.2001       0.188943       0.419978       0.580365                 NaN  0.610651                 NaN            NaN            NaN            NaN
  1412.37        2500.00        98.9453       0.132377                 NaN  0.251767       0.309258       0.361255                 NaN            NaN            NaN            NaN
  1410.90        2500.00        98.5779       0.184071                 NaN  0.419546       0.327205       0.491262                 NaN            NaN            NaN            NaN
  1409.42        2500.00        98.6032       0.182604                 NaN  0.413342       0.318739       0.482133                 NaN            NaN            NaN            NaN
  1407.94        2500.00        98.6236       0.182063                 NaN  0.310901       0.407960       0.475430                 NaN            NaN            NaN            NaN
  1406.46        2500.00        98.6442       0.181552                 NaN  0.402506       0.302930       0.468762                 NaN            NaN            NaN            NaN
  1404.98        2500.00        98.6656       0.180941                 NaN  0.396999       0.294806       0.461636                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.6857       0.180013                 NaN  0.391889       0.287648       0.454766                 NaN            NaN            NaN            NaN
  1402.03        2500.00        98.7047       0.179475                 NaN  0.387108       0.280242       0.448505                 NaN            NaN            NaN            NaN
  1400.55        2500.00        98.7239       0.178932                 NaN  0.273045       0.381979       0.442123                 NaN            NaN            NaN            NaN
  1399.07        2500.00        98.7422       0.178169                 NaN  0.266393       0.377398       0.435816                 NaN            NaN            NaN            NaN
  1397.59        2500.00        98.7606       0.177657                 NaN  0.259476       0.372504       0.429778                 NaN            NaN            NaN            NaN
  1396.12        2500.00        98.7756       0.177706                 NaN  0.369043       0.252939       0.424669                 NaN            NaN            NaN            NaN
  1394.64        2500.00        98.7967       0.175719                 NaN  0.247103       0.363073       0.417416                 NaN            NaN            NaN            NaN
  1393.16        2500.00        98.8008       0.178864                 NaN  0.240387       0.362464       0.417520                 NaN            NaN            NaN            NaN
  1391.68        2500.00        98.8362       0.172301                 NaN  0.353036       0.235299       0.403175                 NaN            NaN            NaN            NaN
  1390.20        2500.00        98.8458       0.174360                 NaN  0.350470       0.228320       0.401045                 NaN            NaN            NaN            NaN
  1388.73        2500.00        98.8576       0.174886                 NaN  0.348819       0.221484       0.397218                 NaN            NaN            NaN            NaN
  1387.25        2500.00        98.8789       0.172309                 NaN  0.340996       0.218058       0.389702                 NaN            NaN            NaN            NaN
  1385.77        2500.00        98.8919       0.172743                 NaN  0.210868       0.338980       0.385544                 NaN            NaN            NaN            NaN
  1384.29        2500.00        98.9060       0.172103                 NaN  0.335041       0.206048       0.380771                 NaN            NaN            NaN            NaN
  1382.81        2500.00        98.9229       0.171257                 NaN  0.200732       0.330163       0.374935                 NaN            NaN            NaN            NaN
  1381.34        2500.00        98.9354       0.170804                 NaN  0.195804       0.327300       0.370679                 NaN            NaN            NaN            NaN
  1379.86        2500.00        98.9461       0.171703                 NaN  0.189922       0.324506       0.367788                 NaN            NaN            NaN            NaN
  1378.38        2500.00        98.9670       0.168034                 NaN  0.319304       0.186469       0.359242                 NaN            NaN            NaN            NaN
  1376.90        2500.00        98.9768       0.168936                 NaN  0.181045       0.316589       0.356585                 NaN            NaN            NaN            NaN
  1375.42        2500.00        98.9898       0.168332                 NaN  0.176345       0.313321       0.352174                 NaN            NaN            NaN            NaN
  1373.95        2500.00        99.0022       0.167686                 NaN  0.172011       0.310239       0.347913                 NaN            NaN            NaN            NaN
  1372.47        2500.00        99.0144       0.167312                 NaN  0.307155       0.167390       0.343725                 NaN            NaN            NaN            NaN
  1370.99        2500.00        99.0269       0.166287                 NaN  0.303790       0.163738       0.339281                 NaN            NaN            NaN            NaN
  1369.51        2500.00        99.0394       0.165720                 NaN  0.300431       0.159343       0.335103                 NaN            NaN            NaN            NaN
  1368.03        2500.00        99.0514       0.164766                 NaN  0.297155       0.155809       0.330897                 NaN            NaN            NaN            NaN
  1366.56        2500.00        99.0629       0.164296                 NaN  0.294046       0.151748       0.327035                 NaN            NaN            NaN            NaN
  1365.08        2500.00        99.0741       0.163498                 NaN  0.147988       0.291283       0.323095                 NaN            NaN            NaN            NaN
  1363.60        2500.00        99.0709       0.166934                 NaN  0.292976       0.144417       0.324780                 NaN            NaN            NaN            NaN
  1362.12        2500.00        99.1095       0.158086                 NaN  0.281506       0.141032       0.309872                 NaN            NaN            NaN            NaN
  1360.64        2500.00        99.1067       0.161137                 NaN  0.137463       0.283003       0.311656                 NaN            NaN            NaN            NaN
  1359.16        2500.00        99.1173       0.160525                 NaN  0.280261       0.133910       0.308003                 NaN            NaN            NaN            NaN
  1357.69        2500.00        99.1281       0.159644                 NaN  0.277370       0.130682       0.304167                 NaN            NaN            NaN            NaN
  1356.21        2500.00        99.1377       0.158742                 NaN  0.127964       0.274812       0.300786                 NaN            NaN            NaN            NaN
  1354.73        2500.00        99.1478       0.157835                 NaN  0.124898       0.272290       0.297193                 NaN            NaN            NaN            NaN
  1353.25        2500.00        99.1577       0.157110                 NaN  0.269690       0.121771       0.293720                 NaN            NaN            NaN            NaN
  1351.77        2500.00        99.1667       0.155939                 NaN  0.267114       0.119842       0.290424                 NaN            NaN            NaN            NaN
  1350.30        2500.00        99.1758       0.155519                 NaN  0.264493       0.116800       0.287399                 NaN            NaN            NaN            NaN
  1348.82        2500.00        99.1857       0.154069                 NaN  0.262256       0.114242       0.283774                 NaN            NaN            NaN            NaN
  1347.34        2500.00        99.1951       0.152872                 NaN  0.259565       0.112259       0.280240                 NaN            NaN            NaN            NaN
  1345.86        2500.00        99.2033       0.152064                 NaN  0.257333       0.109998       0.277348                 NaN            NaN            NaN            NaN
  1344.38        2500.00        99.2040       0.155013                 NaN  0.105344       0.256943       0.278678                 NaN            NaN            NaN            NaN
  1342.91        2500.00        99.2286       0.145618                 NaN  0.107747       0.251389       0.266679                 NaN            NaN            NaN            NaN
  1341.43        2500.00        99.2290       0.148940                 NaN  0.103621       0.250389       0.268071                 NaN            NaN            NaN            NaN
  1339.95        2500.00        99.2376       0.147798                 NaN  0.101861       0.247801       0.264989                 NaN            NaN            NaN            NaN
  1338.47        2500.00        99.2459       0.146537                 NaN  0.100120       0.245535       0.261869                 NaN            NaN            NaN            NaN
  1336.99        2500.00        99.2532       0.145404                 NaN  0.988265E-001  0.243346       0.259198                 NaN            NaN            NaN            NaN
  1335.52        2500.00        99.2609       0.144126                 NaN  0.973993E-001  0.241257       0.256285                 NaN            NaN            NaN            NaN
  1334.04        2500.00        99.2689       0.142900                 NaN  0.238969       0.958474E-001  0.253389                 NaN            NaN            NaN            NaN
  1332.56        2500.00        99.2765       0.141675                 NaN  0.236618       0.945666E-001  0.250595                 NaN            NaN            NaN            NaN
  1331.08        2500.00        99.2836       0.140482                 NaN  0.234751       0.931512E-001  0.247974                 NaN            NaN            NaN            NaN
  1329.60        2500.00        99.2914       0.138788                 NaN  0.232225       0.926279E-001  0.244967                 NaN            NaN            NaN            NaN
  1328.13        2500.00        99.2984       0.137710                 NaN  0.910506E-001  0.230388       0.242445                 NaN            NaN            NaN            NaN
  1326.65        2500.00        99.3052       0.136091                 NaN  0.907846E-001  0.228163       0.239790                 NaN            NaN            NaN            NaN
  1325.17        2500.00        99.3132       0.138852                 NaN  0.827787E-001  0.227419       0.237701                 NaN            NaN            NaN            NaN
  1323.69        2500.00        99.3188       0.129701                 NaN  0.222335       0.950837E-001  0.234051                 NaN            NaN            NaN            NaN
  1322.21        2500.00        99.3265       0.131794                 NaN  0.221818       0.881570E-001  0.231764                 NaN            NaN            NaN            NaN
  1320.74        2500.00        99.3323       0.130431                 NaN  0.219894       0.878244E-001  0.229550                 NaN            NaN            NaN            NaN
  1319.26        2500.00        99.3385       0.128673                 NaN  0.217756       0.879618E-001  0.227094                 NaN            NaN            NaN            NaN
  1317.78        2500.00        99.3447       0.127263                 NaN  0.215805       0.874956E-001  0.224742                 NaN            NaN            NaN            NaN
  1316.30        2500.00        99.3508       0.125453                 NaN  0.877134E-001  0.213753       0.222308                 NaN            NaN            NaN            NaN
  1314.82        2500.00        99.3577       0.124194                 NaN  0.211632       0.866347E-001  0.219801                 NaN            NaN            NaN            NaN
  1313.35        2500.00        99.3632       0.122342                 NaN  0.871598E-001  0.209708       0.217580                 NaN            NaN            NaN            NaN
  1311.87        2500.00        99.3691       0.120734                 NaN  0.870732E-001  0.207858       0.215264                 NaN            NaN            NaN            NaN
  1310.39        2500.00        99.3749       0.119405                 NaN  0.866336E-001  0.205967       0.213134                 NaN            NaN            NaN            NaN
  1308.91        2500.00        99.3811       0.117005                 NaN  0.878249E-001  0.203553       0.210507                 NaN            NaN            NaN            NaN
  1307.43        2500.00        99.3861       0.115561                 NaN  0.201796       0.879250E-001  0.208575                 NaN            NaN            NaN            NaN
  1305.96        2500.00        99.3916       0.113697                 NaN  0.199630       0.886143E-001  0.206458                 NaN            NaN            NaN            NaN
  1304.48        2500.00        99.3967       0.111845                 NaN  0.197688       0.894271E-001  0.204371                 NaN            NaN            NaN            NaN
  1303.00        2500.00        99.4024       0.110126                 NaN  0.195628       0.896950E-001  0.202134                 NaN            NaN            NaN            NaN
  1301.52        2500.00        93.0340       0.678802                 NaN  0.201031       0.876238        1.01149        4.19844                 NaN            NaN            NaN
  1300.04        2500.00        87.9063        1.13228                 NaN   1.43620       0.287444        1.66345        7.57436                 NaN            NaN            NaN
  1298.57        2500.00        88.5281        1.08830                 NaN   1.38894       0.242659        1.58900        7.16296                 NaN            NaN            NaN
  1297.09        2500.00        89.6462       0.984595                 NaN   1.29043       0.205232        1.44062        6.43292                 NaN            NaN            NaN
  1295.61        2500.00        90.0575       0.955921                 NaN  0.172559        1.26463        1.39194        6.15746                 NaN            NaN            NaN
  1294.13        2500.00        86.4652       0.717067                 NaN  0.666625        1.76104        1.81879        8.25645       0.314797                 NaN            NaN
  1292.65        2500.00        72.3010                 NaN            NaN   3.64058        2.42305        3.52856        16.6316        1.47524                 NaN            NaN
  1291.17        2500.00        76.9633                 NaN            NaN   2.97348        2.10075        2.95121        13.8096        1.20165                 NaN            NaN
  1289.70        2500.00        80.2346                 NaN            NaN   2.50235        1.87531        2.54532        11.8331        1.00930                 NaN            NaN
  1288.22        2500.00        81.2071                 NaN            NaN   1.85340        2.33614        2.44191        11.2392       0.922264                 NaN            NaN
  1286.74        2500.00        81.0438                 NaN            NaN   1.54943        2.54772        2.41432        11.6121       0.832591                 NaN            NaN
  1285.26        2500.00        91.6130                 NaN            NaN   1.26586       0.745860        1.14105        4.69203       0.542235                 NaN            NaN
  1283.78        2500.00        86.8675                 NaN            NaN   1.44798        1.50854        1.72016        7.84516       0.610713                 NaN            NaN
  1282.31        2500.00        87.4019                 NaN            NaN   1.44301        1.36385        1.65012        7.54632       0.594788                 NaN            NaN
  1280.83        2500.00        87.8453                 NaN            NaN   1.38548        1.33550        1.59770        7.28654       0.549462                 NaN            NaN
  1279.35        2500.00        90.4737                 NaN            NaN   1.16587       0.996531        1.25447        5.69264       0.416816                 NaN            NaN
  1277.87        2500.00        89.6190                 NaN            NaN   1.27472        1.06528        1.36764        6.22818       0.445129                 NaN            NaN
  1276.39        2500.00        89.9474                 NaN            NaN   1.26791       0.993834        1.32363        6.04644       0.420827                 NaN            NaN
  1274.92        2500.00        89.7827                 NaN            NaN   1.30776       0.981783        1.34474        6.16811       0.414865                 NaN            NaN
  1273.44        2500.00        90.6458                 NaN            NaN   1.22499       0.859647        1.22751        5.66468       0.377329                 NaN            NaN
  1271.96        2500.00        90.2282                 NaN            NaN  0.845493        1.31599        1.27838        5.94894       0.382960                 NaN            NaN
  1270.48        2500.00        91.3198                 NaN            NaN   1.18929       0.729605        1.13547        5.28778       0.338021                 NaN            NaN
  1269.00        2500.00        90.0136                 NaN            NaN   1.36428       0.797690        1.30488        6.15462       0.364946                 NaN            NaN
  1267.53        2500.00        93.4567                 NaN            NaN  0.520620       0.946835       0.856875        3.95401       0.264961                 NaN            NaN
  1266.05        2500.00        91.8280                 NaN            NaN  0.639482        1.13987        1.06742        5.01482       0.310381                 NaN            NaN
  1264.57        2500.00        85.6619                 NaN            NaN  0.687592        2.64068        1.82958        8.92622       0.254014                 NaN            NaN
  1263.09        2500.00        98.5420                 NaN            NaN  0.180816                 NaN  0.275938       0.689102       0.312101                 NaN            NaN
  1261.61        2500.00        97.0683                 NaN            NaN  0.277220       0.518176       0.488823        1.44689       0.200615                 NaN            NaN
  1260.14        2500.00        89.4748                 NaN            NaN  0.223075        2.02411        1.18488        7.09311                 NaN            NaN            NaN
  1258.66        2500.00        98.0684                 NaN            NaN  0.246685                 NaN  0.339464       0.902574       0.442829                 NaN            NaN
  1257.18        2500.00        94.2518                 NaN            NaN  0.525829       0.723656       0.825483        3.36559       0.307597                 NaN            NaN
  1255.70        2500.00        96.7364                 NaN            NaN  0.296631       0.264285       0.353494        2.23086       0.118309                 NaN            NaN
  1254.22        2500.00        95.6170                 NaN            NaN  0.617508       0.310491       0.584457        2.69066       0.179909                 NaN            NaN
  1252.75        2500.00        90.3831                 NaN            NaN   1.36254       0.444687        1.24002        6.06166       0.466407       0.415653E-001            NaN
  1251.27        2500.00       100.0000       0.456358E-005            NaN  0.507942E-005            NaN  0.486942E-005  0.143566E-004  0.115943E-005            NaN            NaN
  1249.79        2500.00        99.9997                 NaN            NaN  0.363387E-004  0.474763E-004  0.349252E-004  0.157852E-003            NaN  0.577177E-005            NaN
