|6.6.6
Archiving\03_Data\eqLP/QFM_m3.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab             San(TH)       
  1756.41        500.000        97.2074       0.832529       0.273819        1.68628                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        96.3370       0.832532       0.292011        2.53846                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        95.4666       0.832535       0.310202        3.39065                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        94.5962       0.832538       0.328394        4.24285                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        93.7258       0.832542       0.346586        5.09505                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        92.8439       0.832545       0.363768        5.95975                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        91.9621       0.832549       0.380949        6.82445                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        91.0802       0.832552       0.398131        7.68916                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        90.1982       0.832556       0.415313        8.55388                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        89.3163       0.832559       0.432496        9.41861                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        88.4344       0.832563       0.449678        10.2833                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        87.5525       0.832566       0.466861        11.1481                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        86.6706       0.832570       0.484043        12.0128                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        85.7931       0.832574       0.499837        12.8745                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        84.9156       0.832577       0.515632        13.7362                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        84.0381       0.832581       0.531426        14.5979                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        83.1606       0.832585       0.547221        15.4596                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        82.2830       0.832589       0.563015        16.3214                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        81.4055       0.832593       0.578810        17.1831                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        80.5280       0.832596       0.594605        18.0448                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        79.6504       0.832600       0.610400        18.9066                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        78.8067       0.832604       0.624903        19.7357                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        77.9631       0.832608       0.639407        20.5649                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        77.1194       0.832612       0.653910        21.3941                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        76.2757       0.832616       0.668414        22.2233                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        75.4320       0.832620       0.682917        23.0525                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        74.5882       0.832624       0.697421        23.8817                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        73.7445       0.832627       0.711925        24.7109                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        72.9008       0.832631       0.726429        25.5402                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        72.1212       0.832635       0.739733        26.3064                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        71.3416       0.832639       0.753036        27.0727                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        70.5620       0.832643       0.766340        27.8390                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        69.7824       0.832646       0.779644        28.6053                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        69.0028       0.832650       0.792948        29.3716                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        68.2232       0.832654       0.806252        30.1379                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        67.4436       0.832658       0.819556        30.9042                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        66.6640       0.832661       0.832861        31.6705                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        65.9347       0.832665       0.845326        32.3873                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        65.2055       0.832668       0.857791        33.1041                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        64.4942       0.832672       0.869594        33.8036                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        63.7476       0.832675       0.881920        34.4657       0.720559E-001            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        62.0194       0.832680       0.885383        34.4372        1.82528                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        60.2912       0.832684       0.888847        34.4087        3.57852                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        58.5630       0.832689       0.892310        34.3802        5.33178                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        56.8348       0.832693       0.895773        34.3517        7.08506                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        55.4363       0.832697       0.894917        34.2949        8.54114                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        54.0379       0.832701       0.894060        34.2382        9.99722                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        52.6394       0.832704       0.893204        34.1814        11.4533                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        51.2409       0.832708       0.892348        34.1246        12.9094                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        49.8424       0.832712       0.891492        34.0679        14.3656                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        48.4438       0.832715       0.890635        34.0111        15.8217                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        47.0453       0.832719       0.889779        33.9544        17.2779                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        45.6467       0.832723       0.888923        33.8976        18.7340                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        44.5099       0.832726       0.882338        33.8221        19.9529                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        43.3731       0.832729       0.875752        33.7465        21.1719                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        42.2363       0.832732       0.869167        33.6710        22.3908                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        41.0994       0.832735       0.862582        33.5955        23.6098                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        39.9626       0.832738       0.855996        33.5199        24.8288                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        38.8257       0.832741       0.849411        33.4444        26.0477                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        37.6888       0.832744       0.842825        33.3689        27.2667                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        36.5520       0.832747       0.836240        33.2933        28.4857                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        35.5317       0.832749       0.821652        33.2266        29.5873                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        34.5114       0.832752       0.807064        33.1599        30.6889                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        33.4911       0.832755       0.792476        33.0932        31.7905                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        32.4707       0.832757       0.777888        33.0265        32.8922                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        31.4504       0.832760       0.763299        32.9597        33.9938                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        30.4301       0.832763       0.748711        32.8930        35.0954                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        29.4098       0.832765       0.734123        32.8263        36.1971                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        28.3894       0.832768       0.719534        32.7596        37.2987                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        27.3633       0.832771       0.698108        32.7069        38.3990                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        26.1023       0.832774       0.695315        32.6251        38.0256        1.71894                 NaN            NaN            NaN            NaN
  1528.85        500.000        24.7852       0.832778       0.693866        32.5514        37.4717        3.66505                 NaN            NaN            NaN            NaN
  1525.64        500.000        23.4682       0.832782       0.692418        32.4777        36.9178        5.61117                 NaN            NaN            NaN            NaN
  1522.44        500.000        21.9813       0.832785       0.659124        32.4820        37.9586        1.21490        4.87128                 NaN            NaN            NaN
  1519.23        500.000        20.5754       0.832789       0.623808        32.4927        38.9933        4.00991        2.47213                 NaN            NaN            NaN
  1516.03        500.000        20.5754       0.832789       0.623808        32.4927        38.9933        4.00991        2.47213                 NaN            NaN            NaN
  1512.82        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1509.62        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1506.41        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1503.21        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1500.00        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1496.79        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1493.59        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1490.38        500.000        18.1099       0.832794       0.563888        32.4871        40.4158        3.13283        4.45770                 NaN            NaN            NaN
  1487.18        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1483.97        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1480.77        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1477.56        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1474.36        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1471.15        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1467.95        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1464.74        500.000        11.0698       0.832808       0.423937        32.3368        41.0569        9.04291        5.23684                 NaN            NaN            NaN
  1461.54        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1458.33        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1455.13        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1451.92        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1448.72        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1445.51        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1442.31        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1439.10        500.000        6.94290       0.832814       0.344798        32.1012        40.8804        7.12332        11.7745                 NaN            NaN            NaN
  1435.90        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1432.69        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1429.49        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1426.28        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1423.08        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1419.87        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1416.67        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1413.46        500.000        4.48330       0.832814       0.298714        31.8617        41.1746        13.6589        7.69005                 NaN            NaN            NaN
  1410.26        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1407.05        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1403.85        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1400.64        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1397.44        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1394.23        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1391.03        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1387.82        500.000        2.92727       0.832813       0.283286        31.6393        41.5551        15.0205        7.74176                 NaN            NaN            NaN
  1384.62        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1381.41        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1378.21        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1375.00        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1371.79        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1368.59        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1365.38        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1362.18        500.000        1.84463       0.832811       0.295208        31.3843        41.9346        16.0483        7.66014                 NaN            NaN            NaN
  1358.97        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1355.77        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1352.56        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1349.36        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1346.15        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1342.95        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1339.74        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1336.54        500.000        1.02223       0.832808       0.326146        31.1171        42.3031        7.53449        16.8641                 NaN            NaN            NaN
  1333.33        500.000       0.344418       0.832806       0.370002        30.8429        42.6586        17.5433        7.40798                 NaN            NaN            NaN
  1330.13        500.000       0.344418       0.832806       0.370002        30.8429        42.6586        17.5433        7.40798                 NaN            NaN            NaN
  1326.92        500.000       0.344418       0.832806       0.370002        30.8429        42.6586        17.5433        7.40798                 NaN            NaN            NaN
  1323.72        500.000       0.344418       0.832806       0.370002        30.8429        42.6586        17.5433        7.40798                 NaN            NaN            NaN
  1320.51        500.000       0.446639E-001  0.832804       0.395986        30.7031        42.8391        17.8452        7.33924                 NaN            NaN            NaN
  1317.31        500.000                 NaN  0.832804       0.403042        30.6796        42.8817        17.8909        7.31186                 NaN            NaN            NaN
  1314.10        500.000                 NaN  0.832804       0.410233        30.6747        42.9290        17.8979        7.25539                 NaN            NaN            NaN
  1310.90        500.000                 NaN  0.832804       0.410233        30.6747        42.9290        17.8979        7.25539                 NaN            NaN            NaN
  1307.69        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1304.49        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1301.28        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1298.08        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1294.87        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1291.67        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1288.46        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1285.26        500.000                 NaN  0.832805       0.423892        30.6671        43.0295        17.9127        7.13408                 NaN            NaN            NaN
  1282.05        500.000                 NaN  0.832807       0.486883        30.6056        43.3816        17.9701        6.72304                 NaN            NaN            NaN
  1278.85        500.000                 NaN  0.832807       0.491652        30.6218        43.4080        17.9611        6.67705       0.766825E-002            NaN            NaN
  1275.64        500.000                 NaN  0.832808       0.498285        30.6272        43.4298        17.9500        6.64039       0.215780E-001            NaN            NaN
  1272.44        500.000                 NaN  0.832808       0.498285        30.6272        43.4298        17.9500        6.64039       0.215780E-001            NaN            NaN
  1269.23        500.000                 NaN  0.832808       0.512317        30.6357        43.4712        17.9247        6.57254       0.506526E-001            NaN            NaN
  1266.03        500.000                 NaN  0.832808       0.512317        30.6357        43.4712        17.9247        6.57254       0.506526E-001            NaN            NaN
  1262.82        500.000                 NaN  0.832808       0.512317        30.6357        43.4712        17.9247        6.57254       0.506526E-001            NaN            NaN
  1259.62        500.000                 NaN  0.832808       0.512317        30.6357        43.4712        17.9247        6.57254       0.506526E-001            NaN            NaN
  1256.41        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1253.21        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1250.00        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1246.79        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1243.59        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1240.38        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1237.18        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1233.97        500.000                 NaN  0.832810       0.540069        30.6493        43.5533        17.8760        6.44083       0.107587                 NaN            NaN
  1230.77        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1227.56        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1224.36        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
  1221.15        500.000                 NaN  0.832813       0.597653        30.6754        43.6948        17.7871        6.19465       0.217599                 NaN            NaN
