|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1127.82        2500.00                 NaN            NaN            NaN            NaN   2.83961                 NaN            NaN   3.52226                 NaN            NaN   7.49072        48.9348       0.901260        1.90277        34.4086     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   2.84493                 NaN            NaN   3.46991                 NaN            NaN   7.48981        48.9459       0.902246        1.93734        34.4099     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   2.83769                 NaN            NaN   3.58238                 NaN            NaN   7.49666        48.9147       0.900148        1.85459        34.4138     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   2.84895                 NaN            NaN   3.50886                 NaN            NaN   7.49246        48.9296       0.901164        1.90143        34.4175     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   2.84692                 NaN            NaN   3.56219                 NaN            NaN   7.49500        48.9151       0.900554        1.85876        34.4214     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   2.84602                 NaN            NaN   3.59244                 NaN            NaN   7.50695        48.8860       0.896323        1.84655        34.4257     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   2.86782                 NaN            NaN   3.57560                 NaN            NaN   7.50016        48.8963       0.899003        1.82416        34.4370     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   2.84529                 NaN            NaN   3.66333                 NaN            NaN   7.50847        48.8716       0.896075        1.78410        34.4311     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   2.84230                 NaN            NaN   3.65386                 NaN            NaN   7.50555        48.8802       0.897837        1.78924        34.4310     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   2.84903                 NaN            NaN   3.65282                 NaN            NaN   7.50311        48.8804       0.898734        1.77982        34.4361     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   2.87364                 NaN            NaN   3.64706                 NaN            NaN   7.50548        48.8695       0.898064        1.75495        34.4513     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   2.85156                 NaN            NaN   3.67736                 NaN            NaN   7.50597        48.8687       0.897906        1.75619        34.4423     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   2.85184                 NaN            NaN   3.69503                 NaN            NaN   7.50610        48.8629       0.897868        1.74117        34.4451     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   2.85467                 NaN            NaN   3.69759                 NaN            NaN   7.50809        48.8583       0.897335        1.73543        34.4486     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   2.87887                 NaN            NaN   3.69244                 NaN            NaN   7.50997        48.8467       0.896908        1.71103        34.4641     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   2.85583                 NaN            NaN   3.74273                 NaN            NaN   7.51156        48.8413       0.896500        1.69652        34.4555     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   2.87998                 NaN            NaN   3.71493                 NaN            NaN   7.51289        48.8344       0.895915        1.69242        34.4695     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   2.88549                 NaN            NaN   3.73498                 NaN            NaN   7.51389        48.8266       0.895977        1.66738        34.4756     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   2.85875                 NaN            NaN   3.78568                 NaN            NaN   7.51561        48.8227       0.895471        1.65694        34.4649     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   2.85651                 NaN            NaN   3.93121                 NaN            NaN   7.53376        48.7642       0.891880        1.54478        34.4777     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   2.85376                 NaN            NaN   3.89036                 NaN            NaN   7.52648        48.7833       0.892746        1.57977        34.4736     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   2.85798                 NaN            NaN   3.87486                 NaN            NaN   7.52190        48.7955       0.893394        1.58223        34.4742     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   2.85855                 NaN            NaN   3.93448                 NaN            NaN   7.53498        48.7663       0.890250        1.53535        34.4801     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   2.85662                 NaN            NaN   3.96494                 NaN            NaN   7.53413        48.7591       0.890587        1.51184        34.4828     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   2.86497                 NaN            NaN   3.91650                 NaN            NaN   7.52520        48.7785       0.893207        1.53624        34.4853     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   2.86472                 NaN            NaN   3.99378                 NaN            NaN   7.53217        48.7563       0.890610        1.47264        34.4898     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   2.85650                 NaN            NaN   4.01174                 NaN            NaN   7.53829        48.7380       0.889905        1.47344        34.4921     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   2.87015                 NaN            NaN   3.91860                 NaN            NaN   7.53007        48.7562       0.891856        1.53695        34.4962     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   2.87394                 NaN            NaN   3.93350                 NaN            NaN   7.53481        48.7364       0.890000        1.52876        34.5026     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   2.86457                 NaN            NaN   3.97336                 NaN            NaN   7.53956        48.7368       0.889396        1.49718        34.4992     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   2.86616                 NaN            NaN   4.03028                 NaN            NaN   7.53499        48.7315       0.890498        1.44301        34.5035     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   2.87660                 NaN            NaN   4.02514                 NaN            NaN   7.53828        48.7100       0.889754        1.44498        34.5153     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   2.86873                 NaN            NaN   4.06226                 NaN            NaN   7.53670        48.7187       0.889971        1.41341        34.5102     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   2.88013                 NaN            NaN   3.99582                 NaN            NaN   7.53464        48.7251       0.890509        1.45788        34.5159     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   2.87311                 NaN            NaN   4.07417                 NaN            NaN   7.53809        48.7097       0.889674        1.39818        34.5171     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   2.87474                 NaN            NaN   4.08396                 NaN            NaN   7.53961        48.7038       0.889327        1.38815        34.5204     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   2.86942                 NaN            NaN   4.30695                 NaN            NaN   7.56133        48.6405       0.884501        1.20459        34.5327     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   2.87317                 NaN            NaN   4.29561                 NaN            NaN   7.56500        48.6329       0.883320        1.21354        34.5365     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   2.86453                 NaN            NaN   4.25836                 NaN            NaN   7.56155        48.6285       0.883730        1.26777        34.5355     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   2.87188                 NaN            NaN   4.22756                 NaN            NaN   7.55818        48.6334       0.884277        1.28569        34.5390     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   2.87425                 NaN            NaN   4.22524                 NaN            NaN   7.55668        48.6342       0.884313        1.28421        34.5411     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   2.88714                 NaN            NaN   4.22045                 NaN            NaN   7.55592        48.6417       0.886285        1.26019        34.5483     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   2.87990                 NaN            NaN   4.22739                 NaN            NaN   7.55416        48.6448       0.885608        1.26415        34.5440     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   2.88562                 NaN            NaN   4.20520                 NaN            NaN   7.55620        48.6379       0.885406        1.27923        34.5505     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   2.87740                 NaN            NaN   4.41086                 NaN            NaN   7.58096        48.5596       0.878763        1.13052        34.5619     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   2.88239                 NaN            NaN   4.37632                 NaN            NaN   7.57481        48.5831       0.880364        1.14145        34.5615     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   2.87893                 NaN            NaN   4.46795                 NaN            NaN   7.57374        48.5513       0.880659        1.07728        34.5701     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   2.87432                 NaN            NaN   4.57939                 NaN            NaN   7.58476        48.5153       0.878376       0.991697        34.5762     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   2.87984                 NaN            NaN   4.56400                 NaN            NaN   7.58364        48.5169       0.878764       0.996876        34.5800     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   2.89587                 NaN            NaN   4.27899                 NaN            NaN   7.56526        48.5917       0.882910        1.21275        34.5725     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   2.88863                 NaN            NaN   4.42858                 NaN            NaN   7.57804        48.5547       0.878955        1.09413        34.5770     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   2.89206                 NaN            NaN   4.47492                 NaN            NaN   7.56413        48.5693       0.883377        1.03719        34.5791     
