|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1348.18        2500.00                 NaN   99.2867                 NaN  0.269626       0.652635E-001            NaN  0.167932       0.210482                 NaN            NaN            NaN
  1347.14        2500.00                 NaN   99.2912                 NaN  0.268347       0.636892E-001            NaN  0.167574       0.209191                 NaN            NaN            NaN
  1346.10        2500.00                 NaN   99.2956                 NaN  0.267120       0.629013E-001            NaN  0.166651       0.207690                 NaN            NaN            NaN
  1345.07        2500.00                 NaN   99.2996                 NaN  0.626021E-001  0.265768                 NaN  0.165732       0.206287                 NaN            NaN            NaN
  1344.03        2500.00                 NaN   99.3051                 NaN  0.264459       0.613095E-001            NaN  0.164714       0.204466                 NaN            NaN            NaN
  1343.00        2500.00                 NaN   99.3086                 NaN  0.263079       0.612366E-001            NaN  0.163844       0.203197                 NaN            NaN            NaN
  1341.96        2500.00                 NaN   99.3138                 NaN  0.610505E-001  0.261456                 NaN  0.162290       0.201354                 NaN            NaN            NaN
  1340.92        2500.00                 NaN   99.3156                 NaN  0.571330E-001  0.261954                 NaN  0.163912       0.201397                 NaN            NaN            NaN
  1339.89        2500.00                 NaN   99.3255                 NaN  0.619502E-001  0.256967                 NaN  0.158559       0.197028                 NaN            NaN            NaN
  1338.85        2500.00                 NaN   99.3271                 NaN  0.585545E-001  0.257535                 NaN  0.159781       0.197068                 NaN            NaN            NaN
  1337.81        2500.00                 NaN   99.3316                 NaN  0.255724       0.591314E-001            NaN  0.158166       0.195364                 NaN            NaN            NaN
  1336.78        2500.00                 NaN   99.3352                 NaN  0.586209E-001  0.254959                 NaN  0.157124       0.194087                 NaN            NaN            NaN
  1335.74        2500.00                 NaN   99.3394                 NaN  0.587850E-001  0.253211                 NaN  0.155998       0.192654                 NaN            NaN            NaN
  1334.71        2500.00                 NaN   99.3434                 NaN  0.252282       0.583312E-001            NaN  0.154773       0.191188                 NaN            NaN            NaN
  1333.67        2500.00                 NaN   99.3473                 NaN  0.251058       0.582321E-001            NaN  0.153565       0.189810                 NaN            NaN            NaN
  1332.63        2500.00                 NaN   99.3516                 NaN  0.581270E-001  0.249280                 NaN  0.152570       0.188458                 NaN            NaN            NaN
  1331.60        2500.00                 NaN   99.3557                 NaN  0.247853       0.586770E-001            NaN  0.150891       0.186881                 NaN            NaN            NaN
  1330.56        2500.00                 NaN   99.3590                 NaN  0.246776       0.586827E-001            NaN  0.149782       0.185716                 NaN            NaN            NaN
  1329.52        2500.00                 NaN   99.3631                 NaN  0.245321       0.585771E-001            NaN  0.148670       0.184321                 NaN            NaN            NaN
  1328.49        2500.00                 NaN   99.3637                 NaN  0.604330E-001  0.242428                 NaN  0.148725       0.184729                 NaN            NaN            NaN
  1327.45        2500.00                 NaN   98.8713                 NaN  0.112950       0.434352                 NaN  0.256905       0.324529                 NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.8779                 NaN  0.678002E-002  0.489371E-001            NaN  0.312636E-001  0.351452E-001            NaN            NaN            NaN
  1325.38        2500.00                 NaN   99.3772                 NaN  0.240484       0.600860E-001            NaN  0.143012       0.179179                 NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.3825                 NaN  0.238001       0.617128E-001            NaN  0.140626       0.177137                 NaN            NaN            NaN
  1323.31        2500.00                 NaN   99.3847                 NaN  0.236834       0.620616E-001            NaN  0.139894       0.176460                 NaN            NaN            NaN
  1322.27        2500.00                 NaN   99.3883                 NaN  0.230913       0.748531E-001            NaN  0.131597       0.174385                 NaN            NaN            NaN
  1321.23        2500.00                 NaN   99.3923                 NaN  0.504500E-001  0.238227                 NaN  0.144263       0.174716                 NaN            NaN            NaN
  1320.20        2500.00                 NaN   99.3954                 NaN  0.232282       0.642429E-001            NaN  0.135417       0.172619                 NaN            NaN            NaN
  1319.16        2500.00                 NaN   99.3952                 NaN  0.237039       0.534898E-001            NaN  0.140526       0.173752                 NaN            NaN            NaN
  1318.13        2500.00                 NaN   99.4052                 NaN  0.224815       0.755712E-001            NaN  0.126457       0.167946                 NaN            NaN            NaN
  1317.09        2500.00                 NaN   99.4047                 NaN  0.228124       0.669345E-001            NaN  0.131031       0.169246                 NaN            NaN            NaN
  1316.05        2500.00                 NaN   99.8826                 NaN  0.497287E-001            NaN            NaN  0.335322E-001  0.341161E-001            NaN            NaN            NaN
  1315.02        2500.00                 NaN   98.9363                 NaN  0.398070       0.143159                 NaN  0.221781       0.300710                 NaN            NaN            NaN
  1313.98        2500.00                 NaN   99.4150                 NaN  0.223334       0.703234E-001            NaN  0.125847       0.165445                 NaN            NaN            NaN
  1312.94        2500.00                 NaN   99.4176                 NaN  0.222505       0.707928E-001            NaN  0.124617       0.164490                 NaN            NaN            NaN
  1311.91        2500.00                 NaN   99.4192                 NaN  0.220905       0.731053E-001            NaN  0.122966       0.163775                 NaN            NaN            NaN
  1310.87        2500.00                 NaN   99.4243                 NaN  0.218407       0.751465E-001            NaN  0.120291       0.161835                 NaN            NaN            NaN
  1309.84        2500.00                 NaN   99.4263                 NaN  0.217460       0.757713E-001            NaN  0.119279       0.161159                 NaN            NaN            NaN
  1308.80        2500.00                 NaN   99.4298                 NaN  0.215368       0.770013E-001            NaN  0.117777       0.160083                 NaN            NaN            NaN
  1307.76        2500.00                 NaN   99.4312                 NaN  0.214616       0.796648E-001            NaN  0.115401       0.159099                 NaN            NaN            NaN
  1306.73        2500.00                 NaN   99.4354                 NaN  0.212290       0.800516E-001            NaN  0.114309       0.157921                 NaN            NaN            NaN
  1305.69        2500.00                 NaN   99.4384                 NaN  0.210600       0.819021E-001            NaN  0.112380       0.156760                 NaN            NaN            NaN
  1304.65        2500.00                 NaN   99.4407                 NaN  0.209134       0.835054E-001            NaN  0.110791       0.155908                 NaN            NaN            NaN
  1303.62        2500.00                 NaN   99.4439                 NaN  0.207933       0.839106E-001            NaN  0.109497       0.154803                 NaN            NaN            NaN
  1302.58        2500.00                 NaN   99.4458                 NaN  0.881654E-001  0.205637                 NaN  0.106614       0.153808                 NaN            NaN            NaN
  1301.55        2500.00                 NaN   99.4486                 NaN  0.204450       0.889139E-001            NaN  0.105235       0.152810                 NaN            NaN            NaN
  1300.51        2500.00                 NaN   99.4506                 NaN  0.201846       0.925563E-001            NaN  0.102991       0.151995                 NaN            NaN            NaN
  1299.47        2500.00                 NaN   93.2928                 NaN  0.241865        1.14725                 NaN  0.729324       0.910639        3.67808                 NaN            NaN
  1298.44        2500.00                 NaN   92.4133                 NaN   1.30322       0.247738                 NaN  0.816511        1.01775        4.20150                 NaN            NaN
  1297.40        2500.00                 NaN   92.6958                 NaN   1.28323       0.224197                 NaN  0.785649       0.982357        4.02880                 NaN            NaN
  1296.36        2500.00                 NaN   92.9691                 NaN   1.26519       0.197975                 NaN  0.756528       0.947986        3.86326                 NaN            NaN
  1295.33        2500.00                 NaN   93.2159                 NaN  0.177040        1.24921                 NaN  0.728369       0.916951        3.71255                 NaN            NaN
  1294.29        2500.00                 NaN   93.4497                 NaN   1.23609       0.153689                 NaN  0.702251       0.887607        3.57071                 NaN            NaN
  1293.26        2500.00                 NaN   93.6620                 NaN   1.22900       0.128731                 NaN  0.677948       0.860848        3.44143                 NaN            NaN
  1292.22        2500.00                 NaN   93.8558                 NaN   1.22515       0.105740                 NaN  0.654335       0.836556        3.32242                 NaN            NaN
  1291.18        2500.00       0.962219        85.4996                 NaN   2.62241                 NaN            NaN  0.966839        1.93316        8.01582                 NaN            NaN
  1290.15        2500.00       0.961747        86.3791                 NaN   3.79456                 NaN            NaN  0.229675        1.65075        6.98420                 NaN            NaN
  1289.11        2500.00       0.865715        87.1817                 NaN   2.91048                 NaN            NaN  0.567427        1.64252        6.83220                 NaN            NaN
  1288.07        2500.00       0.797799        88.0324                 NaN   2.74722                 NaN            NaN  0.520594        1.53633        6.36567                 NaN            NaN
  1287.04        2500.00       0.738479        88.7863                 NaN   2.60293                 NaN            NaN  0.476370        1.44168        5.95425                 NaN            NaN
  1286.00        2500.00       0.689138        89.4094                 NaN   2.47915                 NaN            NaN  0.443514        1.36366        5.61514                 NaN            NaN
  1284.97        2500.00       0.645718        89.9548                 NaN   2.37817                 NaN            NaN  0.408044        1.29498        5.31825                 NaN            NaN
  1283.93        2500.00       0.607628        90.4060                 NaN   2.31642                 NaN            NaN  0.362901        1.23805        5.06899                 NaN            NaN
  1282.89        2500.00       0.574450        90.7737                 NaN   2.29310                 NaN            NaN  0.305081        1.19139        4.86231                 NaN            NaN
  1281.86        2500.00       0.547813        91.0832                 NaN   2.24417                 NaN            NaN  0.279023        1.15182        4.69400                 NaN            NaN
  1280.82        2500.00       0.523578        91.3404                 NaN   2.19554       0.385075E-001            NaN  0.233597        1.11834        4.55006                 NaN            NaN
  1279.78        2500.00       0.502581        91.5314                 NaN   2.02367       0.220934                 NaN  0.185215        1.09355        4.44264                 NaN            NaN
  1278.75        2500.00       0.483871        91.6876                 NaN  0.744447        1.51991                 NaN  0.132417        1.07317        4.35860                 NaN            NaN
  1277.71        2500.00       0.710908        89.0410                 NaN   1.92209        1.05090                 NaN            NaN   1.42538        5.84970                 NaN            NaN
  1276.68        2500.00       0.205737        94.8595                 NaN   1.46525                 NaN            NaN  0.228777       0.640160        2.60056                 NaN            NaN
  1275.64        2500.00       0.773702        88.0918                 NaN   2.05886       0.743092                 NaN  0.337119        1.57076        6.42464                 NaN            NaN
  1274.60        2500.00       0.238559        94.7082                 NaN  0.327017        1.25806                 NaN  0.906379E-001  0.656110        2.72141                 NaN            NaN
  1273.57        2500.00       0.290003        93.5841                 NaN  0.663861        1.36927                 NaN            NaN  0.802763        3.29000                 NaN            NaN
  1272.53        2500.00       0.460612        91.2385                 NaN   1.74983                 NaN            NaN  0.675548        1.15146        4.72408                 NaN            NaN
  1271.50        2500.00       0.412746        93.0937                 NaN   1.89976                 NaN            NaN            NaN  0.852316        3.73443       0.703076E-002            NaN
  1270.46        2500.00       0.361092        90.2400                 NaN  0.491963        2.50825                 NaN            NaN   1.24660        5.10916       0.429480E-001            NaN
  1269.42        2500.00       0.212946        91.7491                 NaN   1.44626       0.989307                 NaN            NaN   1.01703        4.43189       0.153428                 NaN
  1268.39        2500.00       0.397340        91.4049                 NaN   2.57860                 NaN            NaN  0.147540E-004   1.09329        4.52582                 NaN            NaN
  1267.35        2500.00       0.261609        92.3923                 NaN   2.28828                 NaN            NaN            NaN  0.967612        4.03456       0.556132E-001            NaN
  1266.31        2500.00                 NaN   92.1809                 NaN  0.906182        1.57903                 NaN            NaN  0.986234        4.13521       0.212419                 NaN
  1265.28        2500.00                 NaN   92.3726                 NaN   2.46085                 NaN            NaN            NaN  0.956291        4.00396       0.206262                 NaN
  1264.24        2500.00                 NaN   92.5807                 NaN   2.38466                 NaN            NaN            NaN  0.939867        3.89989       0.194834                 NaN
  1263.21        2500.00                 NaN   82.8083                 NaN   3.78061                 NaN            NaN  0.498797        2.31405        10.0561       0.542126                 NaN
  1262.17        2500.00                 NaN   89.4808                 NaN  0.591306                 NaN            NaN   1.66175        1.53449        6.35387       0.377740                 NaN
  1261.13        2500.00                 NaN   92.8763                 NaN   1.85217                 NaN            NaN            NaN  0.933716        4.12041       0.217382                 NaN
  1260.10        2500.00                 NaN   99.8899                 NaN  0.357384E-001            NaN            NaN            NaN  0.168860E-001  0.540526E-001  0.346278E-002            NaN
  1259.06        2500.00                 NaN   99.8487                 NaN  0.442477E-001            NaN            NaN  0.958280E-005  0.215823E-001  0.803897E-001  0.507355E-002            NaN
  1258.02        2500.00                 NaN   99.6462                 NaN  0.919303E-001            NaN            NaN  0.448433E-005  0.484058E-001  0.202597       0.108463E-001            NaN
  1256.99        2500.00                 NaN   96.4803                 NaN   1.19340                 NaN            NaN            NaN  0.497454        1.71570       0.113098                 NaN
  1255.95        2500.00                 NaN   98.1221                 NaN  0.541826                 NaN            NaN            NaN  0.186343        1.11350       0.362385E-001            NaN
  1254.92        2500.00                 NaN   98.7063                 NaN  0.367356                 NaN            NaN            NaN  0.172535       0.715956       0.378704E-001            NaN
  1253.88        2500.00                 NaN   99.3440                 NaN  0.277221                 NaN            NaN            NaN  0.123883       0.210390       0.444789E-001            NaN
  1252.84        2500.00                 NaN   99.9554                 NaN  0.135840E-001            NaN            NaN            NaN  0.597408E-002  0.238292E-001  0.120286E-002            NaN
  1251.81        2500.00                 NaN   96.1532                 NaN   1.26871                 NaN            NaN            NaN  0.455350        2.05982       0.629580E-001            NaN
  1250.77        2500.00                 NaN   98.2766                 NaN  0.411502                 NaN            NaN            NaN  0.212874        1.03921       0.598511E-001            NaN
  1249.73        2500.00                 NaN   98.1756                 NaN  0.804821                 NaN            NaN            NaN  0.232943       0.736191       0.503976E-001            NaN
  1248.70        2500.00                 NaN   97.2997                 NaN   1.20019                 NaN            NaN            NaN  0.305353        1.15838       0.363378E-001            NaN
  1247.66        2500.00                 NaN   96.5709                 NaN   1.21035                 NaN            NaN            NaN  0.406595        1.71183       0.100350                 NaN
  1246.63        2500.00                 NaN   92.8529                 NaN   3.79511                 NaN            NaN            NaN  0.776257        2.47952       0.962046E-001            NaN
  1245.59        2500.00                 NaN   55.5296        41.3534       0.311080                 NaN            NaN            NaN  0.476535        2.14880       0.180601                 NaN
  1244.55        2500.00                 NaN   85.6553                 NaN  0.823100        1.11366        5.84478                 NaN   1.54115        4.90640       0.115599                 NaN
  1243.52        2500.00                 NaN   95.4799                 NaN   1.74725                 NaN            NaN            NaN  0.573087        2.11647       0.832772E-001            NaN
  1242.48        2500.00                 NaN   97.4236                 NaN  0.889868                 NaN            NaN            NaN  0.310695        1.30312       0.726740E-001            NaN
  1241.44        2500.00                 NaN   95.3392                 NaN   1.55332                 NaN            NaN            NaN  0.593544        2.40699       0.106979                 NaN
  1240.41        2500.00                 NaN   97.2626                 NaN  0.848392                 NaN            NaN            NaN  0.297562        1.50439       0.871033E-001            NaN
  1239.37        2500.00                 NaN   99.3560                 NaN  0.142558       0.225170                 NaN            NaN  0.103893       0.172363                 NaN            NaN
  1238.34        2500.00                 NaN   95.9901                 NaN  0.423520       0.915314                 NaN            NaN  0.516831        2.06279       0.914170E-001            NaN
  1237.30        2500.00                 NaN   97.8967                 NaN  0.805183                 NaN            NaN            NaN  0.290593       0.959940       0.476058E-001            NaN
  1236.26        2500.00                 NaN   97.7702                 NaN  0.454575       0.612798                 NaN            NaN  0.394939       0.701021       0.664457E-001            NaN
  1235.23        2500.00                 NaN   98.5769                 NaN  0.287020                 NaN            NaN            NaN  0.947882E-001   1.03174       0.954878E-002            NaN
  1234.19        2500.00                 NaN   97.8278                 NaN  0.663721                 NaN            NaN            NaN  0.245353        1.22696       0.361458E-001            NaN
  1233.15        2500.00                 NaN   97.4885                 NaN  0.827292                 NaN            NaN            NaN  0.303910        1.33184       0.484701E-001            NaN
  1232.12        2500.00                 NaN   97.5234                 NaN   1.02302                 NaN            NaN            NaN  0.341484        1.04977       0.623394E-001            NaN
  1231.08        2500.00                 NaN   97.5578                 NaN  0.847893                 NaN            NaN            NaN  0.390154        1.13456       0.696048E-001            NaN
  1230.05        2500.00                 NaN   99.0677                 NaN  0.194546       0.652738E-001            NaN            NaN  0.824757E-001  0.576975       0.129927E-001            NaN
  1229.01        2500.00                 NaN   98.1456                 NaN  0.444148                 NaN            NaN            NaN  0.164322        1.22724       0.187165E-001            NaN
  1227.97        2500.00                 NaN   97.3377                 NaN   1.01549                 NaN            NaN            NaN  0.408999        1.16410       0.736974E-001            NaN
  1226.94        2500.00                 NaN   98.9653                 NaN  0.209624                 NaN            NaN            NaN  0.629684E-001  0.761486       0.653878E-003            NaN
  1225.90        2500.00                 NaN            NaN            NaN   5.71993        11.0213                 NaN            NaN   8.82547        43.1997        1.08341        30.1502     
  1224.86        2500.00                 NaN            NaN            NaN   3.85302        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1223.83        2500.00                 NaN            NaN            NaN   3.85302        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1222.79        2500.00                 NaN            NaN            NaN   3.85302        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1221.76        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1220.72        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1219.68        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1218.65        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1217.61        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1216.57        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1215.54        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1214.50        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1213.47        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1212.43        2500.00                 NaN            NaN            NaN   3.85303        12.8759                 NaN            NaN   8.83974        43.2003        1.08481        30.1462     
  1211.39        2500.00                 NaN            NaN            NaN   3.93759        12.7932                 NaN            NaN   8.84956        43.1907        1.08320        30.1458     
  1210.36        2500.00                 NaN            NaN            NaN   16.7954                 NaN            NaN            NaN   8.80562        43.1604        1.07305        30.1655     
  1209.32        2500.00                 NaN            NaN            NaN   16.7585                 NaN            NaN            NaN   8.83770        43.1729        1.07777        30.1531     
  1208.28        2500.00                 NaN            NaN            NaN   16.7909                 NaN            NaN            NaN   8.81728        43.1559        1.07263        30.1633     
  1207.25        2500.00                 NaN            NaN            NaN   16.7761                 NaN            NaN            NaN   8.82065        43.1666        1.07659        30.1601     
  1206.21        2500.00                 NaN            NaN            NaN   16.7607                 NaN            NaN            NaN   8.84171        43.1678        1.07639        30.1534     
  1205.18        2500.00                 NaN            NaN            NaN   16.7924                 NaN            NaN            NaN   8.81927        43.1508        1.07280        30.1647     
  1204.14        2500.00                 NaN            NaN            NaN   16.7929                 NaN            NaN            NaN   8.82938        43.1444        1.07048        30.1628     
  1203.10        2500.00                 NaN            NaN            NaN   16.8065                 NaN            NaN            NaN   8.82801        43.1315        1.06740        30.1666     
  1202.07        2500.00                 NaN            NaN            NaN   16.7601                 NaN            NaN            NaN   8.84913        43.1622        1.07604        30.1526     
  1201.03        2500.00                 NaN            NaN            NaN   5.58111        11.1639                 NaN            NaN   8.85464        43.1725        1.07913        30.1487     
  1199.99        2500.00                 NaN            NaN            NaN   5.57584        11.1694                 NaN            NaN   8.85511        43.1721        1.07883        30.1487     
  1198.96        2500.00                 NaN            NaN            NaN   5.59851        11.1471                 NaN            NaN   8.85655        43.1705        1.07865        30.1487     
