|6.6.6
Archiving\03_Data\eqfracLP/QFM/TIS/TIS_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1161.17        500.000                 NaN   4.52781                 NaN            NaN   2.04701        6.84326        44.4410       0.120249        42.0207     
  1160.11        500.000                 NaN   4.52891                 NaN            NaN   2.04256        6.84501        44.4381       0.124182        42.0213     
  1159.05        500.000                 NaN   4.52212                 NaN            NaN   2.04394        6.84395        44.4374       0.126165        42.0264     
  1157.99        500.000                 NaN   4.52596                 NaN            NaN   2.04071        6.85181        44.4218       0.128770        42.0310     
  1156.93        500.000                 NaN   4.52583                 NaN            NaN   2.03818        6.85399        44.4166       0.131710        42.0337     
  1155.87        500.000                 NaN   4.52550                 NaN            NaN   2.03828        6.86145        44.3991       0.133647        42.0420     
  1154.81        500.000                 NaN   4.52528                 NaN            NaN   2.03465        6.86175        44.3982       0.137167        42.0429     
  1153.75        500.000                 NaN   4.52400                 NaN            NaN   2.03212        6.86314        44.3953       0.140251        42.0452     
  1152.69        500.000                 NaN   4.52401                 NaN            NaN   2.02962        6.86482        44.3905       0.143197        42.0479     
  1151.63        500.000                 NaN   4.52406                 NaN            NaN   2.01564        6.86139        44.4016       0.154758        42.0426     
  1150.57        500.000                 NaN   4.52003                 NaN            NaN   2.02217        6.87432        44.3714       0.153309        42.0587     
  1149.51        500.000                 NaN   4.52640                 NaN            NaN   2.01222        6.85255        44.4179       0.155239        42.0357     
  1148.45        500.000                 NaN   4.52711                 NaN            NaN   2.00888        6.85385        44.4149       0.158475        42.0368     
  1147.39        500.000                 NaN   4.52614                 NaN            NaN   2.00610        6.85412        44.4138       0.161413        42.0384     
  1146.33        500.000                 NaN   4.52597                 NaN            NaN   2.00308        6.85513        44.4115       0.164670        42.0397     
  1145.27        500.000                 NaN   4.52216                 NaN            NaN   1.99806        6.86514        44.3927       0.172246        42.0496     
  1144.21        500.000                 NaN   4.52597                 NaN            NaN   1.99693        6.85705        44.4068       0.170782        42.0425     
  1143.15        500.000                 NaN   4.52109                 NaN            NaN   2.00138        6.86911        44.3789       0.171356        42.0582     
  1142.09        500.000                 NaN   4.52590                 NaN            NaN   1.99095        6.85882        44.4019       0.176836        42.0455     
  1141.03        500.000                 NaN   4.52563                 NaN            NaN   1.98797        6.85980        44.3998       0.179870        42.0469     
  1139.97        500.000                 NaN   4.52533                 NaN            NaN   1.98495        6.86060        44.3980       0.182899        42.0482     
  1138.91        500.000                 NaN   4.52549                 NaN            NaN   1.98203        6.86144        44.3954       0.185876        42.0498     
  1137.85        500.000                 NaN   4.52520                 NaN            NaN   1.97703        6.86628        44.3831       0.192330        42.0561     
  1136.79        500.000                 NaN   4.52515                 NaN            NaN   1.97617        6.86327        44.3910       0.191806        42.0526     
  1135.72        500.000                 NaN   4.52403                 NaN            NaN   1.97609        6.86859        44.3774       0.193859        42.0600     
  1134.66        500.000                 NaN   4.52499                 NaN            NaN   1.97030        6.86507        44.3864       0.197736        42.0555     
  1133.60        500.000                 NaN   4.52442                 NaN            NaN   1.96749        6.86560        44.3849       0.200575        42.0570     
  1132.54        500.000                 NaN   4.52329                 NaN            NaN   1.96612        6.87046        44.3744       0.203311        42.0624     
  1131.48        500.000                 NaN   4.52338                 NaN            NaN   1.96613        6.87062        44.3733       0.203291        42.0633     
  1130.42        500.000                 NaN   4.52383                 NaN            NaN   1.95885        6.86830        44.3783       0.209379        42.0613     
  1129.36        500.000                 NaN   4.52359                 NaN            NaN   1.95630        6.86916        44.3759       0.212094        42.0630     
  1128.30        500.000                 NaN   4.52260                 NaN            NaN   1.95327        6.87119        44.3722       0.215467        42.0653     
  1127.24        500.000                 NaN   4.52282                 NaN            NaN   1.95075        6.87092        44.3717       0.217872        42.0660     
  1126.18        500.000                 NaN   4.52366                 NaN            NaN   1.94753        6.87207        44.3686       0.220957        42.0671     
  1125.12        500.000                 NaN   4.51889                 NaN            NaN   1.94218        6.87279        44.3698       0.227252        42.0691     
  1124.06        500.000                 NaN   4.52331                 NaN            NaN   1.94188        6.87288        44.3647       0.226879        42.0703     
  1123.00        500.000                 NaN   4.52215                 NaN            NaN   1.94173        6.87463        44.3630       0.226985        42.0715     
  1121.94        500.000                 NaN   4.52170                 NaN            NaN   1.93675        6.87541        44.3605       0.232255        42.0734     
  1120.88        500.000                 NaN   4.52000                 NaN            NaN   1.93375        6.87662        44.3592       0.235669        42.0747     
  1119.82        500.000                 NaN   4.52155                 NaN            NaN   1.93040        6.87769        44.3559       0.238499        42.0759     
  1118.76        500.000                 NaN   4.52243                 NaN            NaN   1.92808        6.87837        44.3529       0.240795        42.0775     
  1117.70        500.000                 NaN   4.52073                 NaN            NaN   1.92567        6.87936        44.3515       0.243685        42.0791     
  1116.64        500.000                 NaN   4.52086                 NaN            NaN   1.92276        6.88034        44.3492       0.246496        42.0803     
  1115.58        500.000                 NaN   4.52101                 NaN            NaN   1.91977        6.88135        44.3468       0.249420        42.0816     
  1114.52        500.000                 NaN   4.51935                 NaN            NaN   1.91695        6.88239        44.3458       0.252638        42.0829     
  1113.46        500.000                 NaN   4.50070                 NaN            NaN   1.92434        6.87838        44.3495       0.252932        42.0941     
  1112.40        500.000                 NaN   4.45771                 NaN            NaN   1.92814        6.88804        44.3571       0.261630        42.1074     
  1111.34        500.000                 NaN   4.51723                 NaN            NaN   1.91129        6.88451        44.3383       0.259408        42.0892     
  1110.28        500.000                 NaN   4.51134                 NaN            NaN   1.91074        6.88471        44.3384       0.262091        42.0928     
  1109.22        500.000                 NaN   4.51281                 NaN            NaN   1.90740        6.88513        44.3363       0.264890        42.0935     
  1108.16        500.000                 NaN   4.51551                 NaN            NaN   1.90245        6.88725        44.3337       0.268338        42.0928     
  1107.10        500.000                 NaN   4.51797                 NaN            NaN   1.90105        6.88849        44.3280       0.269522        42.0950     
  1106.04        500.000                 NaN   4.51859                 NaN            NaN   1.89839        6.88943        44.3253       0.272010        42.0963     
  1104.97        500.000                 NaN   4.51987                 NaN            NaN   1.89459        6.88931        44.3233       0.275576        42.0973     
  1103.91        500.000                 NaN   4.51758                 NaN            NaN   1.89312        6.89148        44.3210       0.277554        42.0992     
  1102.85        500.000                 NaN   4.51733                 NaN            NaN   1.89085        6.89241        44.3186       0.279952        42.1009     
  1101.79        500.000                 NaN   4.51691                 NaN            NaN   1.88858        6.89335        44.3162       0.282408        42.1025     
  1100.73        500.000                 NaN   4.51645                 NaN            NaN   1.88507        6.89461        44.3147       0.285784        42.1034     
  1099.67        500.000                 NaN   4.51626                 NaN            NaN   1.88333        6.89537        44.3118       0.287820        42.1054     
  1098.61        500.000                 NaN   4.51712                 NaN            NaN   1.88180        6.90784        44.2873       0.290569        42.1154     
  1097.55        500.000                 NaN   4.51677                 NaN            NaN   1.87923        6.90775        44.2871       0.293060        42.1161     
  1096.49        500.000                 NaN   4.51643                 NaN            NaN   1.87669        6.90789        44.2866       0.295551        42.1169     
  1095.43        500.000                 NaN   4.51613                 NaN            NaN   1.87420        6.90829        44.2855       0.298022        42.1179     
  1094.37        500.000                 NaN   4.51453                 NaN            NaN   1.87283        6.90012        44.2992       0.299308        42.1140     
  1093.31        500.000                 NaN   4.51436                 NaN            NaN   1.86961        6.90119        44.2975       0.302351        42.1150     
  1092.25        500.000                 NaN   4.51400                 NaN            NaN   1.86736        6.90221        44.2951       0.304736        42.1166     
  1091.19        500.000                 NaN   4.51435                 NaN            NaN   1.86502        6.90481        44.2895       0.307198        42.1191     
  1090.13        500.000                 NaN   4.51349                 NaN            NaN   1.86301        6.90419        44.2901       0.309390        42.1199     
  1089.07        500.000                 NaN   4.51323                 NaN            NaN   1.86084        6.90518        44.2876       0.311690        42.1215     
  1088.01        500.000                 NaN   4.51295                 NaN            NaN   1.85872        6.90617        44.2851       0.313934        42.1231     
  1086.95        500.000                 NaN   4.51356                 NaN            NaN   1.85527        6.91190        44.2755       0.317097        42.1266     
  1085.89        500.000                 NaN   4.51233                 NaN            NaN   1.85364        6.90822        44.2808       0.319116        42.1259     
  1084.83        500.000                 NaN   4.51199                 NaN            NaN   1.85199        6.90920        44.2780       0.321006        42.1278     
  1083.77        500.000                 NaN   4.51142                 NaN            NaN   1.85191        6.91007        44.2736       0.322060        42.1309     
  1082.71        500.000                 NaN   4.51131                 NaN            NaN   1.84784        6.91127        44.2729       0.325578        42.1311     
  1081.65        500.000                 NaN   4.51098                 NaN            NaN   1.84586        6.91228        44.2703       0.327754        42.1328     
  1080.59        500.000                 NaN   4.51060                 NaN            NaN   1.84394        6.91328        44.2678       0.329872        42.1346     
  1079.53        500.000                 NaN   4.51002                 NaN            NaN   1.84263        6.91417        44.2649       0.331597        42.1367     
  1078.47        500.000                 NaN   4.50969                 NaN            NaN   1.83981        6.91533        44.2631       0.334307        42.1378     
  1077.41        500.000                 NaN   4.51075                 NaN            NaN   1.82945        6.92389        44.2561       0.341688        42.1382     
  1076.35        500.000                 NaN   4.50902                 NaN            NaN   1.83575        6.91736        44.2581       0.338696        42.1411     
  1075.28        500.000                 NaN   4.50793                 NaN            NaN   1.83371        6.91885        44.2550       0.341180        42.1433     
  1074.22        500.000                 NaN   4.50831                 NaN            NaN   1.83184        6.91943        44.2531       0.342955        42.1444     
  1073.16        500.000                 NaN   4.50836                 NaN            NaN   1.83018        6.92046        44.2500       0.344775        42.1462     
  1072.10        500.000                 NaN   4.51030                 NaN            NaN   1.81958        6.92350        44.2535       0.351007        42.1421     
  1071.04        500.000                 NaN   4.50770                 NaN            NaN   1.82633        6.92255        44.2449       0.348959        42.1496     
  1069.98        500.000                 NaN   4.50868                 NaN            NaN   1.81810        6.92396        44.2508       0.353435        42.1451     
  1068.92        500.000                 NaN   4.50822                 NaN            NaN   1.81232        6.92582        44.2513       0.357984        42.1444     
  1067.86        500.000                 NaN   4.50823                 NaN            NaN   1.81288        6.92459        44.2511       0.357632        42.1456     
  1066.80        500.000                 NaN   4.50631                 NaN            NaN   1.81851        6.92675        44.2349       0.357374        42.1561     
  1065.74        500.000                 NaN   4.50597                 NaN            NaN   1.81669        6.92784        44.2324       0.359348        42.1578     
  1064.68        500.000                 NaN   4.50689                 NaN            NaN   1.80669        6.92589        44.2477       0.364020        42.1488     
  1063.62        500.000                 NaN   4.50533                 NaN            NaN   1.81293        6.92999        44.2273       0.363428        42.1611     
  1062.56        500.000                 NaN   4.50555                 NaN            NaN   1.81051        6.93098        44.2248       0.365738        42.1624     
  1061.50        500.000                 NaN   4.50490                 NaN            NaN   1.80914        6.93220        44.2220       0.367456        42.1643     
  1060.44        500.000                 NaN   4.50490                 NaN            NaN   1.80723        6.93316        44.2193       0.369424        42.1660     
  1059.38        500.000                 NaN   4.50440                 NaN            NaN   1.80581        6.93429        44.2163       0.371185        42.1680     
  1058.32        500.000                 NaN   4.48350                 NaN            NaN   1.80936        6.92769        44.2350       0.373086        42.1714     
  1057.26        500.000                 NaN   4.48441                 NaN            NaN   1.80704        6.92881        44.2323       0.375084        42.1724     
  1056.20        500.000                 NaN   4.50330                 NaN            NaN   1.80035        6.93765        44.2088       0.377106        42.1728     
  1055.14        500.000                 NaN   4.50434                 NaN            NaN   1.79889        6.93911        44.2048       0.378370        42.1745     
  1054.08        500.000                 NaN   4.50264                 NaN            NaN   1.79664        6.93990        44.2038       0.381079        42.1760     
  1053.02        500.000                 NaN   4.50221                 NaN            NaN   1.79548        6.94092        44.2007       0.382601        42.1781     
  1051.96        500.000                 NaN   4.50152                 NaN            NaN   1.79428        6.94196        44.1979       0.384222        42.1801     
  1050.90        500.000                 NaN   4.50126                 NaN            NaN   1.79155        6.94316        44.1962       0.386772        42.1810     
  1049.84        500.000                 NaN   4.50086                 NaN            NaN   1.79091        6.94419        44.1926       0.387941        42.1835     
  1048.78        500.000                 NaN   4.50052                 NaN            NaN   1.78925        6.94531        44.1900       0.389782        42.1852     
  1047.72        500.000                 NaN   4.50020                 NaN            NaN   1.78759        6.94643        44.1873       0.391615        42.1869     
  1046.66        500.000                 NaN   4.49987                 NaN            NaN   1.78595        6.94755        44.1846       0.393431        42.1886     
  1045.60        500.000                 NaN   4.49970                 NaN            NaN   1.78478        6.94863        44.1814       0.394902        42.1906     
  1044.53        500.000                 NaN   4.49932                 NaN            NaN   1.78347        6.94980        44.1784       0.396484        42.1926     
  1043.47        500.000                 NaN   4.49911                 NaN            NaN   1.78161        6.95090        44.1759       0.398423        42.1941     
  1042.41        500.000                 NaN   4.49881                 NaN            NaN   1.78005        6.95204        44.1731       0.400164        42.1958     
  1041.35        500.000                 NaN   4.49852                 NaN            NaN   1.77849        6.95319        44.1704       0.401897        42.1975     
  1040.29        500.000                 NaN   4.49819                 NaN            NaN   1.77632        6.95441        44.1683       0.404009        42.1988     
  1039.23        500.000                 NaN   4.49795                 NaN            NaN   1.77479        6.95558        44.1654       0.405707        42.2005     
  1038.17        500.000                 NaN   4.49763                 NaN            NaN   1.77391        6.95664        44.1621       0.407022        42.2027     
  1037.11        500.000                 NaN   4.49720                 NaN            NaN   1.77186        6.95785        44.1600       0.409063        42.2041     
  1036.05        500.000                 NaN   4.49705                 NaN            NaN   1.77091        6.95896        44.1565       0.410381        42.2062     
  1034.99        500.000                 NaN   4.49671                 NaN            NaN   1.76888        6.96018        44.1543       0.412398        42.2075     
  1033.93        500.000                 NaN   4.49645                 NaN            NaN   1.76791        6.96129        44.1509       0.413723        42.2097     
  1032.87        500.000                 NaN   4.49620                 NaN            NaN   1.76645        6.96247        44.1481       0.415361        42.2114     
  1031.81        500.000                 NaN   4.49585                 NaN            NaN   1.76578        6.96369        44.1443       0.416574        42.2138     
  1030.75        500.000                 NaN   4.49560                 NaN            NaN   1.76370        6.96482        44.1423       0.418534        42.2150     
  1029.69        500.000                 NaN   4.49532                 NaN            NaN   1.76226        6.96600        44.1395       0.420150        42.2168     
  1028.63        500.000                 NaN   4.49504                 NaN            NaN   1.76083        6.96719        44.1367       0.421754        42.2185     
  1027.57        500.000                 NaN   4.46897                 NaN            NaN   1.76919        6.96499        44.1433       0.423166        42.2304     
  1026.51        500.000                 NaN   4.46857                 NaN            NaN   1.76616        6.96633        44.1422       0.425806        42.2309     
  1025.45        500.000                 NaN   4.49413                 NaN            NaN   1.75747        6.97084        44.1270       0.426112        42.2245     
  1024.39        500.000                 NaN   4.49384                 NaN            NaN   1.75619        6.97202        44.1240       0.427596        42.2263     
  1023.33        500.000                 NaN   4.49356                 NaN            NaN   1.75492        6.97321        44.1211       0.429070        42.2282     
  1022.27        500.000                 NaN   4.49347                 NaN            NaN   1.75298        6.97441        44.1188       0.430878        42.2295     
  1021.21        500.000                 NaN   4.49357                 NaN            NaN   1.75143        6.97563        44.1158       0.432472        42.2310     
  1020.15        500.000                 NaN   4.49263                 NaN            NaN   1.75046        6.97675        44.1132       0.433884        42.2331     
  1019.09        500.000                 NaN   4.48089                 NaN            NaN   1.75260        6.97657        44.1154       0.435873        42.2387     
  1018.03        500.000                 NaN   4.49104                 NaN            NaN   1.74910        6.97918        44.1071       0.436152        42.2374     
  1016.97        500.000                 NaN   4.48397                 NaN            NaN   1.74841        6.97941        44.1078       0.439080        42.2414     
  1015.91        500.000                 NaN   4.49151                 NaN            NaN   1.74482        6.98182        44.1018       0.440129        42.2399     
  1014.84        500.000                 NaN   4.48917                 NaN            NaN   1.74429        6.98330        44.0984       0.441627        42.2433     
  1013.78        500.000                 NaN   4.49633                 NaN            NaN   1.74047        6.98908        44.0864       0.443370        42.2443     
  1012.72        500.000                 NaN   4.50805                 NaN            NaN   1.73344        7.00211        44.0632       0.446413        42.2468     
  1011.66        500.000                 NaN   4.49573                 NaN            NaN   1.74025        6.98806        44.0836       0.444519        42.2478     
  1010.60        500.000                 NaN   4.49119                 NaN            NaN   1.73906        6.98804        44.0855       0.446861        42.2493     
  1009.54        500.000                 NaN   4.36744                 NaN            NaN   1.76675        6.95229        44.2070       0.449614        42.2569     
  1008.48        500.000                 NaN   4.49082                 NaN            NaN   1.73678        6.99057        44.0792       0.449562        42.2531     
  1007.42        500.000                 NaN   4.49462                 NaN            NaN   1.73472        6.99261        44.0741       0.450326        42.2536     
  1006.36        500.000                 NaN   4.49041                 NaN            NaN   1.73446        6.99312        44.0730       0.452286        42.2567     
  1005.30        500.000                 NaN   4.49607                 NaN            NaN   1.73119        6.99550        44.0671       0.453550        42.2566     
  1004.24        500.000                 NaN   4.48366                 NaN            NaN   1.74215        6.99917        44.0713       0.444988        42.2588     
  1003.18        500.000                 NaN   4.48888                 NaN            NaN   1.73165        6.99671        44.0639       0.456113        42.2627     
  1002.12        500.000                 NaN   4.48802                 NaN            NaN   1.73074        6.99788        44.0612       0.457431        42.2647     
  1001.06        500.000                 NaN   4.48781                 NaN            NaN   1.72914        6.99916        44.0586       0.459060        42.2662     
