|6.6.6
Archiving\03_Data\fracLP/QFM_m4/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1691.73        500.000        99.2677                 NaN            NaN  0.732310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2676                 NaN            NaN  0.732370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2676                 NaN            NaN  0.732430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2675                 NaN            NaN  0.732490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2675                 NaN            NaN  0.732550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2674                 NaN            NaN  0.732610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2673                 NaN            NaN  0.732670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2673                 NaN            NaN  0.732730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2672                 NaN            NaN  0.732790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2672                 NaN            NaN  0.732850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2671                 NaN            NaN  0.732910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2670                 NaN            NaN  0.732970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2666                 NaN            NaN  0.733030       0.349291E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2596                 NaN            NaN  0.733104       0.726938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2588                 NaN            NaN  0.733230       0.795751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2588                 NaN            NaN  0.733360       0.788036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2587                 NaN            NaN  0.733490       0.781947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2586                 NaN            NaN  0.733619       0.775620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2585                 NaN            NaN  0.733748       0.770958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2585                 NaN            NaN  0.733876       0.760925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2584                 NaN            NaN  0.734004       0.757573E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2583                 NaN            NaN  0.734131       0.752904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2583                 NaN            NaN  0.734258       0.740808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2582                 NaN            NaN  0.734383       0.737884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0672                 NaN            NaN  0.734577       0.757955E-002  0.190601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4243                 NaN            NaN            NaN  0.812209E-002  0.567542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4063                 NaN            NaN            NaN  0.835855E-002  0.585374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4489                 NaN            NaN            NaN  0.777347E-002  0.543313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4300                 NaN            NaN            NaN  0.804146E-002  0.561964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4333                 NaN            NaN            NaN  0.798087E-002  0.558762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4367                 NaN            NaN            NaN  0.792484E-002  0.555377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.6200                 NaN            NaN            NaN  0.533551E-002  0.374662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2563                 NaN            NaN            NaN  0.104763E-001  0.733265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4463                 NaN            NaN            NaN  0.779345E-002  0.545909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4152                 NaN            NaN            NaN  0.822092E-002  0.576569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4786                 NaN            NaN            NaN  0.734381E-002  0.514066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4547                 NaN            NaN            NaN  0.767753E-002  0.537624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4544                 NaN            NaN            NaN  0.767618E-002  0.537904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4117                 NaN            NaN            NaN  0.829987E-002  0.579961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5094                 NaN            NaN            NaN  0.691643E-002  0.483658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4492                 NaN            NaN            NaN  0.762848E-002  0.543175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4847                 NaN            NaN            NaN  0.743511E-002  0.507911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4716                 NaN            NaN            NaN  0.747272E-002  0.520925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4751                 NaN            NaN            NaN  0.742266E-002  0.517515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4801                 NaN            NaN            NaN  0.736358E-002  0.512584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4830                 NaN            NaN            NaN  0.732091E-002  0.509667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4864                 NaN            NaN            NaN  0.728450E-002  0.506351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4900                 NaN            NaN            NaN  0.723863E-002  0.502740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4943                 NaN            NaN            NaN  0.718424E-002  0.498517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4979                 NaN            NaN            NaN  0.714639E-002  0.494997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.5016                 NaN            NaN            NaN  0.710221E-002  0.491292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.5043                 NaN            NaN            NaN  0.705602E-002  0.488656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.5107                 NaN            NaN            NaN  0.698384E-002  0.482306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.5126                 NaN            NaN            NaN  0.695992E-002  0.480456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3453                 NaN            NaN            NaN  0.954093E-002  0.645140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.7633                 NaN            NaN            NaN  0.321114E-002  0.233510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4514                 NaN            NaN            NaN  0.784426E-002  0.540753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5338                 NaN            NaN            NaN  0.668001E-002  0.459516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5336                 NaN            NaN            NaN  0.671112E-002  0.459692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5364                 NaN            NaN            NaN  0.666969E-002  0.456937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5368                 NaN            NaN            NaN  0.667564E-002  0.456498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5516                 NaN            NaN            NaN  0.645837E-002  0.441918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5492                 NaN            NaN            NaN  0.650596E-002  0.444305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5536                 NaN            NaN            NaN  0.646055E-002  0.439925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        96.9716       0.236788       0.137068E-001            NaN  0.393566E-001   2.70325       0.353456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
