|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1521.98        2500.00        99.4607       0.487663       0.515955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.53        2500.00        99.5270       0.442460       0.305789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        2500.00        99.5019       0.461606       0.364986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        2500.00        99.5021       0.457073       0.408118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00        99.5067       0.456576       0.367550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        2500.00        99.5070       0.455853       0.371438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.30        2500.00        99.5052       0.459285       0.355553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.85        2500.00        99.5211       0.443909       0.349874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.41        2500.00        99.5167       0.449419       0.339181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00        99.5192       0.447992       0.327992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.52        2500.00        99.5212       0.446877       0.319173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.07        2500.00        99.5246       0.442939       0.324547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.62        2500.00        99.5277       0.441496       0.308413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        2500.00        99.5285       0.442276       0.292443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.73        2500.00        99.5313       0.439831       0.288199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        2500.00        99.5348       0.437221       0.280284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.84        2500.00        98.8595        1.08772       0.527712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.95        2500.00        99.6471       0.334106       0.188343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.50        2500.00        99.6450       0.336635       0.183890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.5462       0.404438       0.493194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        2500.00        99.5486       0.435616       0.158148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.17        2500.00        99.5480       0.446848       0.517875E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.4937       0.273538       0.635210E-004  0.232707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.27        2500.00        99.3824                 NaN            NaN  0.617603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00        99.3748                 NaN  0.998582E-006  0.625217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.38        2500.00        99.2526                 NaN            NaN  0.216162       0.531250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.94        2500.00        99.0557                 NaN            NaN  0.382263       0.562042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00        99.0634                 NaN            NaN  0.379402       0.557245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.04        2500.00        99.0711                 NaN            NaN  0.553306       0.375595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.60        2500.00        99.0793                 NaN  0.371379E-002  0.550110       0.366879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.15        2500.00        99.4438                 NaN  0.327868E-002  0.333683       0.219274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00        98.7374       0.339644E-001  0.342008E-001  0.770374       0.424014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.26        2500.00        99.1089                 NaN  0.271408E-001  0.543098       0.320888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.81        2500.00        98.7316                 NaN  0.367103E-001  0.777154       0.454556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.37        2500.00        99.8804                 NaN  0.408010E-002  0.748921E-001  0.406105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00        98.7494                 NaN  0.332760E-001  0.760322       0.457029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.48        2500.00        99.1326                 NaN  0.226187E-001  0.317000       0.527765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00        99.1387                 NaN  0.216234E-001  0.523810       0.315859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.1453                 NaN  0.206644E-001  0.520196       0.313874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.14        2500.00        99.1510       0.372773E-001  0.179557E-001  0.274862       0.518923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00        99.1578                 NaN  0.185639E-001  0.311238       0.512408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00        99.1654                 NaN  0.175462E-001  0.309926       0.507103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.80        2500.00        99.1689       0.108690E-002  0.167910E-001  0.308671       0.504563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.35        2500.00        99.1776       0.100348       0.103458E-001  0.206110       0.505598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00        99.1813                 NaN  0.150641E-001  0.305979       0.497683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.46        2500.00        99.1876       0.565433E-001  0.110106E-001  0.247826       0.497070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.02        2500.00        99.3404                 NaN  0.108235E-001  0.246636       0.402163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.57        2500.00        99.0505                 NaN  0.147406E-001  0.576847       0.357936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.2029                 NaN  0.116590E-001  0.484635       0.300834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.68        2500.00        99.2059                 NaN  0.117311E-001  0.483221       0.299188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.2144                 NaN  0.955441E-002  0.298650       0.477395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00        99.2182                 NaN  0.932520E-002  0.297182       0.475322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00        99.2234                 NaN  0.566667E-002  0.299631       0.471314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.90        2500.00        99.2294                 NaN  0.107159E-001  0.289880       0.469965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.45        2500.00        99.2349       0.774562E-001  0.113308E-001  0.204312       0.472038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.00        2500.00        99.2368                 NaN            NaN  0.462513       0.300660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.56        2500.00        99.2421                 NaN  0.214678E-002  0.460306       0.295403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.11        2500.00        99.2466                 NaN  0.547184E-002  0.459502       0.288436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.67        2500.00        99.2517                 NaN  0.367140E-002  0.289261       0.455361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.22        2500.00        98.2793                 NaN  0.168360       0.533330       0.529426       0.489554                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.77        2500.00        98.1886                 NaN  0.187634       0.531354       0.549107       0.543305                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.33        2500.00        98.2161                 NaN  0.187006       0.525529       0.536319       0.535077                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.88        2500.00        98.2488                 NaN  0.185864       0.516032       0.523707       0.525616                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.44        2500.00        98.2638                 NaN  0.179934       0.506166       0.529708       0.520360                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.99        2500.00        98.3199                 NaN  0.188061       0.502204       0.484267       0.505518                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.54        2500.00        98.3360                 NaN  0.182119       0.491059       0.490706       0.500091                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00        98.3613                 NaN  0.181715       0.486277       0.478520       0.492141                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.65        2500.00        98.3922                 NaN  0.179608       0.469502       0.475600       0.483094                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.21        2500.00        98.4183                 NaN  0.179025       0.458420       0.468691       0.475518                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.76        2500.00        98.4417                 NaN  0.178033       0.462100       0.449694       0.468492                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.32        2500.00        98.4678                 NaN  0.176452       0.454605       0.440374       0.460801                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.87        2500.00        98.4855                 NaN  0.176860       0.449718       0.432003       0.455914                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.42        2500.00        98.5133                 NaN  0.174892       0.442773       0.421780       0.447271                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.98        2500.00        98.5399                 NaN  0.173043       0.434640       0.413479       0.438981                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5588                 NaN  0.173373       0.429572       0.404640       0.433642                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.09        2500.00        98.5820                 NaN  0.171713       0.422183       0.397339       0.426776                 NaN            NaN            NaN            NaN            NaN            NaN
  1410.64        2500.00        98.6035                 NaN  0.171266       0.416748       0.388157       0.420339                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.19        2500.00        98.6225                 NaN  0.170053       0.381172       0.411810       0.414451                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.75        2500.00        98.6436                 NaN  0.169682       0.405562       0.372862       0.408320                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.30        2500.00        98.6627                 NaN  0.168529       0.366000       0.400389       0.402377                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.86        2500.00        98.6812                 NaN  0.167794       0.395275       0.358830       0.396912                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.41        2500.00        98.6994                 NaN  0.167049       0.351903       0.390180       0.391422                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.96        2500.00        98.7165                 NaN  0.167594       0.385658       0.343884       0.386403                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.52        2500.00        98.7360                 NaN  0.164759       0.379969       0.339184       0.380130                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.07        2500.00        98.7538                 NaN  0.164509       0.374769       0.332095       0.374870                 NaN            NaN            NaN            NaN            NaN            NaN
  1397.63        2500.00        98.7709                 NaN  0.163507       0.370077       0.325830       0.369689                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.18        2500.00        98.7867                 NaN  0.162939       0.319836       0.365412       0.365080                 NaN            NaN            NaN            NaN            NaN            NaN
  1394.73        2500.00        98.8025                 NaN  0.162775       0.313353       0.360844       0.360573                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.29        2500.00        98.8166                 NaN  0.162227       0.308343       0.356754       0.356112                 NaN            NaN            NaN            NaN            NaN            NaN
  1391.84        2500.00        98.8374                 NaN  0.159517       0.350838       0.302863       0.349332                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.40        2500.00        98.8491                 NaN  0.160041       0.348178       0.296661       0.346058                 NaN            NaN            NaN            NaN            NaN            NaN
  1388.95        2500.00        98.8636                 NaN  0.159386       0.344092       0.291313       0.341563                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.51        2500.00        98.8782                 NaN  0.158359       0.340004       0.286271       0.337145                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.06        2500.00        98.8910                 NaN  0.157911       0.281294       0.336563       0.333199                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.61        2500.00        98.9054                 NaN  0.156819       0.332494       0.276487       0.328784                 NaN            NaN            NaN            NaN            NaN            NaN
  1383.17        2500.00        98.9196                 NaN  0.156206       0.327843       0.271777       0.324599                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.72        2500.00        98.9325                 NaN  0.155456       0.266774       0.324932       0.320365                 NaN            NaN            NaN            NaN            NaN            NaN
  1380.28        2500.00        98.9456                 NaN  0.154944       0.321148       0.261779       0.316527                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.83        2500.00        98.9578                 NaN  0.153692       0.258367       0.317472       0.312645                 NaN            NaN            NaN            NaN            NaN            NaN
  1377.38        2500.00        98.9696                 NaN  0.153589       0.313740       0.253740       0.309288                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.9850                 NaN  0.151894       0.248792       0.310125       0.304197                 NaN            NaN            NaN            NaN            NaN            NaN
  1374.49        2500.00        99.0696                 NaN  0.252741       0.381984                 NaN  0.295649                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.05        2500.00        98.9320                 NaN  0.480928E-001  0.229643       0.487268       0.302969                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.60        2500.00        99.0192                 NaN  0.150000       0.299967       0.237058       0.293822                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.15        2500.00        99.0297                 NaN  0.148947       0.233615       0.297314       0.290380                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.71        2500.00        99.1086                 NaN  0.244732       0.364205                 NaN  0.282482                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.26        2500.00        98.9837                 NaN  0.500063E-001  0.220631       0.457576       0.288050                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.82        2500.00        99.0619                 NaN  0.146571       0.288099       0.223056       0.280338                 NaN            NaN            NaN            NaN            NaN            NaN
  1364.37        2500.00        99.0728                 NaN  0.145708       0.219698       0.284837       0.277005                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.92        2500.00        99.0791                 NaN  0.148549       0.284016       0.212457       0.275884                 NaN            NaN            NaN            NaN            NaN            NaN
  1361.48        2500.00        99.0953                 NaN  0.140252       0.218879       0.276525       0.269070                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.03        2500.00        99.1028                 NaN  0.143186       0.276150       0.210359       0.267525                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.59        2500.00        99.1115                 NaN  0.143015       0.274368       0.206282       0.264795                 NaN            NaN            NaN            NaN            NaN            NaN
  1357.14        2500.00        99.1225                 NaN  0.140278       0.206248       0.269847       0.261135                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.70        2500.00        99.1301                 NaN  0.140151       0.268125       0.202829       0.258824                 NaN            NaN            NaN            NaN            NaN            NaN
  1354.25        2500.00        99.1406                 NaN  0.139387       0.199397       0.265065       0.255572                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.80        2500.00        99.1498                 NaN  0.138056       0.197281       0.262333       0.252514                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.36        2500.00        99.1573                 NaN  0.137286       0.260186       0.195014       0.250165                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.91        2500.00        99.1650                 NaN  0.137106       0.257587       0.192549       0.247795                 NaN            NaN            NaN            NaN            NaN            NaN
  1348.47        2500.00        99.1769                 NaN  0.134968       0.254674       0.189663       0.243777                 NaN            NaN            NaN            NaN            NaN            NaN
  1347.02        2500.00        99.1835                 NaN  0.133728       0.252190       0.188795       0.241753                 NaN            NaN            NaN            NaN            NaN            NaN
  1345.57        2500.00        99.1918                 NaN  0.128250       0.248195       0.193306       0.238452                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.13        2500.00        99.2005                 NaN  0.136994       0.249011       0.176494       0.237044                 NaN            NaN            NaN            NaN            NaN            NaN
  1342.68        2500.00        99.2076                 NaN  0.130778       0.182105       0.245594       0.233921                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.24        2500.00        99.2157                 NaN  0.129852       0.242555       0.180473       0.231394                 NaN            NaN            NaN            NaN            NaN            NaN
  1339.79        2500.00        99.2231                 NaN  0.128567       0.240641       0.178776       0.228920                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.34        2500.00        99.2307                 NaN  0.127315       0.237871       0.177589       0.226499                 NaN            NaN            NaN            NaN            NaN            NaN
  1336.90        2500.00        99.2379                 NaN  0.126349       0.175795       0.235775       0.224156                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.45        2500.00        99.2451                 NaN  0.124869       0.174934       0.233402       0.221736                 NaN            NaN            NaN            NaN            NaN            NaN
  1334.01        2500.00        99.2530                 NaN  0.124643       0.171387       0.231573       0.219363                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.56        2500.00        99.2595                 NaN  0.121984       0.172621       0.228949       0.216928                 NaN            NaN            NaN            NaN            NaN            NaN
  1331.11        2500.00        99.2666                 NaN  0.121128       0.226723       0.170842       0.214719                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.67        2500.00        99.2726                 NaN  0.122688       0.224679       0.166546       0.213450                 NaN            NaN            NaN            NaN            NaN            NaN
  1328.22        2500.00        99.2800                 NaN  0.116047       0.222112       0.172269       0.209560                 NaN            NaN            NaN            NaN            NaN            NaN
  1326.78        2500.00        99.2865                 NaN  0.117186       0.220130       0.168028       0.208168                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.33        2500.00        99.2928                 NaN  0.115783       0.167256       0.218049       0.206096                 NaN            NaN            NaN            NaN            NaN            NaN
  1323.88        2500.00        99.2995                 NaN  0.114465       0.166361       0.215826       0.203869                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.44        2500.00        99.3054                 NaN  0.113041       0.213836       0.165826       0.201870                 NaN            NaN            NaN            NaN            NaN            NaN
  1320.99        2500.00        99.3110                 NaN  0.111850       0.211901       0.165272       0.199945                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.55        2500.00        99.3177                 NaN  0.109873       0.165155       0.209563       0.197724                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.10        2500.00        99.3210                 NaN  0.108794       0.206827       0.166326       0.197018                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.66        2500.00        99.3309                 NaN  0.106625       0.206053       0.163484       0.192939                 NaN            NaN            NaN            NaN            NaN            NaN
  1315.21        2500.00        99.3332                 NaN  0.106389       0.204080       0.163684       0.192684                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.76        2500.00        99.3424                 NaN  0.103833       0.201028       0.163292       0.189464                 NaN            NaN            NaN            NaN            NaN            NaN
  1312.32        2500.00        99.3465                 NaN  0.102219       0.199073       0.164180       0.188057                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.87        2500.00        97.0176                 NaN  0.380041       0.507751       0.183293       0.469905        1.44140                 NaN            NaN            NaN            NaN            NaN
  1309.43        2500.00        83.8487                 NaN   1.96532        2.29540       0.246978        2.06646        9.57716                 NaN            NaN            NaN            NaN            NaN
  1307.98        2500.00        85.5012                 NaN   1.81152        2.13628       0.113316        1.86462        8.57305                 NaN            NaN            NaN            NaN            NaN
  1306.53        2500.00        86.8845                 NaN   1.68292        2.00011                 NaN   1.69484        7.73765                 NaN            NaN            NaN            NaN            NaN
  1305.09        2500.00        88.0157                 NaN   1.53589        1.85644                 NaN   1.55505        7.03687                 NaN            NaN            NaN            NaN            NaN
  1303.64        2500.00        88.9940                 NaN   1.41231        1.72458                 NaN   1.43384        6.43526                 NaN            NaN            NaN            NaN            NaN
  1302.20        2500.00        89.8426                 NaN   1.30594        1.60917                 NaN   1.32854        5.91373                 NaN            NaN            NaN            NaN            NaN
  1300.75        2500.00        90.6016                 NaN   1.20924        1.50664                 NaN   1.23390        5.44866                 NaN            NaN            NaN            NaN            NaN
  1299.30        2500.00        91.2616                 NaN   1.12802        1.41233                 NaN   1.15168        5.04638                 NaN            NaN            NaN            NaN            NaN
  1297.86        2500.00        91.8665                 NaN   1.05268        1.32786                 NaN   1.07592        4.67709                 NaN            NaN            NaN            NaN            NaN
  1296.41        2500.00        92.3919                 NaN  0.987524        1.25461                 NaN   1.01036        4.35561                 NaN            NaN            NaN            NaN            NaN
  1294.97        2500.00        92.8598                 NaN  0.930372        1.18771                 NaN  0.951726        4.07036                 NaN            NaN            NaN            NaN            NaN
  1293.52        2500.00        93.3007                 NaN  0.876250        1.12496                 NaN  0.896385        3.80176                 NaN            NaN            NaN            NaN            NaN
  1292.07        2500.00        90.4963                 NaN  0.875005        1.68755                 NaN   1.21566        5.34685       0.378624                 NaN            NaN            NaN            NaN
  1290.63        2500.00        81.7477                 NaN  0.920691        3.37223                 NaN   2.20267        10.2263        1.53038                 NaN            NaN            NaN            NaN
  1289.18        2500.00        84.0548                 NaN  0.818319        2.91813                 NaN   1.91734        8.94437        1.34703                 NaN            NaN            NaN            NaN
  1287.74        2500.00        85.8970                 NaN  0.729399        2.56433                 NaN   1.68950        7.91889        1.20084                 NaN            NaN            NaN            NaN
  1286.29        2500.00        87.0981                 NaN  0.674264        2.32224                 NaN   1.53797        7.25863        1.10877                 NaN            NaN            NaN            NaN
  1284.85        2500.00        87.5811                 NaN  0.586838        2.26708                 NaN   1.46759        7.00882        1.08861                 NaN            NaN            NaN            NaN
  1283.40        2500.00        90.8872                 NaN  0.499408        1.64120                 NaN   1.07698        5.10589       0.789336                 NaN            NaN            NaN            NaN
  1281.95        2500.00        90.1928                 NaN  0.518514        1.75244                 NaN   1.16282        5.51240       0.861009                 NaN            NaN            NaN            NaN
  1280.51        2500.00        91.1902                 NaN  0.442493        1.59884                 NaN   1.03316        4.95735       0.777949                 NaN            NaN            NaN            NaN
