|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1494.50        2500.00        99.6953       0.289361       0.153337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.6113       0.347576       0.411243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        2500.00        99.6126       0.374231       0.131756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.17        2500.00        99.6118       0.383845       0.431313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.5642       0.234904       0.528865E-004  0.200880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.27        2500.00        99.4670                 NaN            NaN  0.532984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00        99.4606                 NaN  0.830043E-006  0.539363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.38        2500.00        99.3546                 NaN            NaN  0.187249       0.458113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.94        2500.00        99.1836                 NaN            NaN  0.329562       0.486792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00        99.1906                 NaN            NaN  0.326939       0.482426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.04        2500.00        99.1977                 NaN            NaN  0.478811       0.323468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.60        2500.00        99.2053                 NaN  0.308007E-002  0.475821       0.315782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.15        2500.00        99.5203                 NaN  0.271548E-002  0.288395       0.188546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00        98.9119       0.290600E-001  0.283341E-001  0.666024       0.364710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.26        2500.00        99.2327                 NaN  0.224603E-001  0.469122       0.275728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.81        2500.00        98.9081                 NaN  0.303495E-001  0.671136       0.390451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.37        2500.00        99.8973                 NaN  0.336884E-002  0.645664E-001  0.348060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00        98.9241                 NaN  0.274923E-001  0.656139       0.392230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.48        2500.00        99.2546                 NaN  0.186645E-001  0.271748       0.455014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00        99.2602                 NaN  0.178294E-001  0.451350       0.270607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.2662                 NaN  0.170234E-001  0.448029       0.268741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.14        2500.00        99.2715       0.317334E-001  0.147800E-001  0.235229       0.446742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00        99.2776                 NaN  0.152676E-001  0.266165       0.440921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00        99.2845                 NaN  0.144233E-001  0.264914       0.436128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.80        2500.00        99.2878       0.923679E-003  0.137951E-001  0.263701       0.433771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.35        2500.00        99.2960       0.852079E-001  0.849082E-002  0.175953       0.434385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00        99.2992                 NaN  0.123529E-001  0.261045       0.427387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.46        2500.00        99.3051       0.479537E-001  0.902279E-002  0.211311       0.426634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.02        2500.00        99.4360                 NaN  0.886054E-002  0.210165       0.344956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.57        2500.00        99.1883                 NaN  0.120646E-001  0.494747       0.304912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.3191                 NaN  0.953263E-002  0.415351       0.256046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.68        2500.00        99.3222                 NaN  0.957990E-002  0.413822       0.254406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.3296                 NaN  0.779873E-002  0.253887       0.408722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00        99.3332                 NaN  0.760618E-002  0.252479       0.406749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00        99.3379                 NaN  0.461835E-002  0.254405       0.403123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.90        2500.00        99.3435                 NaN  0.872613E-002  0.245977       0.401749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.45        2500.00        99.3489       0.653209E-001  0.921932E-002  0.173242       0.403284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.00        2500.00        99.3502                 NaN            NaN  0.394967       0.254789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.56        2500.00        99.3552                 NaN  0.174407E-002  0.392878       0.250196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.11        2500.00        99.3594                 NaN  0.444237E-002  0.392026       0.244153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.67        2500.00        99.3641                 NaN  0.297772E-002  0.244670       0.388248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.22        2500.00        98.4599                 NaN  0.136383       0.454618       0.447679       0.501402                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.77        2500.00        98.3756                 NaN  0.151800       0.452606       0.463864       0.556179                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.33        2500.00        98.4018                 NaN  0.151051       0.447215       0.452529       0.547437                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.88        2500.00        98.4326                 NaN  0.149834       0.438721       0.441429       0.537438                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.44        2500.00        98.4476                 NaN  0.144835       0.429897       0.445940       0.531754                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.99        2500.00        98.4992                 NaN  0.151088       0.426147       0.407268       0.516260                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.54        2500.00        98.5150                 NaN  0.146065       0.416295       0.412215       0.510413                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00        98.5392                 NaN  0.145486       0.411813       0.401509       0.501991                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.65        2500.00        98.5680                 NaN  0.143563       0.393514       0.402436       0.492455                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.21        2500.00        98.5926                 NaN  0.142857       0.383873       0.396237       0.484430                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.76        2500.00        98.6149                 NaN  0.141795       0.390247       0.376059       0.476974                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.32        2500.00        98.6395                 NaN  0.140331       0.383531       0.367841       0.468845                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.87        2500.00        98.6567                 NaN  0.140343       0.378998       0.360380       0.463579                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.42        2500.00        98.6827                 NaN  0.138538       0.372826       0.351481       0.454496                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.98        2500.00        98.7075                 NaN  0.136861       0.365614       0.344201       0.445781                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7256                 NaN  0.136889       0.361005       0.336465       0.440075                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.09        2500.00        98.7473                 NaN  0.135341       0.354449       0.330039       0.432822                 NaN            NaN            NaN            NaN            NaN            NaN
  1410.64        2500.00        98.7676                 NaN  0.134756       0.349559       0.322053       0.426012                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.19        2500.00        98.7858                 NaN  0.133547       0.315866       0.345062       0.419768                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.75        2500.00        98.8055                 NaN  0.133036       0.339511       0.308669       0.413281                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.30        2500.00        98.8237                 NaN  0.131881       0.302614       0.334827       0.406994                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.86        2500.00        98.8412                 NaN  0.131091       0.330200       0.296334       0.401195                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.41        2500.00        98.8585                 NaN  0.130270       0.290280       0.325618       0.395378                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.96        2500.00        98.8746                 NaN  0.130458       0.321530       0.283338       0.390043                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.52        2500.00        98.8929                 NaN  0.128043       0.316460       0.279167       0.383446                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.07        2500.00        98.9097                 NaN  0.127621       0.311815       0.272991       0.377881                 NaN            NaN            NaN            NaN            NaN            NaN
  1397.63        2500.00        98.9258                 NaN  0.126606       0.307608       0.267542       0.372401                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.18        2500.00        98.9408                 NaN  0.125951       0.262322       0.303420       0.367504                 NaN            NaN            NaN            NaN            NaN            NaN
  1394.73        2500.00        98.9556                 NaN  0.125600       0.256731       0.299373       0.362714                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.29        2500.00        98.9691                 NaN  0.124952       0.252313       0.295624       0.357976                 NaN            NaN            NaN            NaN            NaN            NaN
  1391.84        2500.00        98.9885                 NaN  0.122649       0.290446       0.247540       0.350913                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.40        2500.00        98.9996                 NaN  0.122838       0.287947       0.242198       0.347380                 NaN            NaN            NaN            NaN            NaN            NaN
  1388.95        2500.00        99.0134                 NaN  0.122115       0.284263       0.237549       0.342626                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.51        2500.00        99.0272                 NaN  0.121113       0.280603       0.233174       0.337955                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.06        2500.00        99.0394                 NaN  0.120556       0.228827       0.277460       0.333762                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.61        2500.00        99.0529                 NaN  0.119526       0.273824       0.224663       0.329104                 NaN            NaN            NaN            NaN            NaN            NaN
  1383.17        2500.00        99.0662                 NaN  0.118808       0.269734       0.220597       0.324682                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.72        2500.00        99.0784                 NaN  0.118042       0.216279       0.267053       0.320217                 NaN            NaN            NaN            NaN            NaN            NaN
  1380.28        2500.00        99.0907                 NaN  0.117467       0.263664       0.212001       0.316152                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.83        2500.00        99.1023                 NaN  0.116295       0.208968       0.260379       0.312050                 NaN            NaN            NaN            NaN            NaN            NaN
  1377.38        2500.00        99.1134                 NaN  0.116021       0.257055       0.205022       0.308476                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        99.1276                 NaN  0.114548       0.200801       0.253839       0.303177                 NaN            NaN            NaN            NaN            NaN            NaN
  1374.49        2500.00        99.2031                 NaN  0.190242       0.312238                 NaN  0.294409                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.05        2500.00        99.0824                 NaN  0.361430E-001  0.187590       0.392370       0.301542                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.60        2500.00        99.1598                 NaN  0.112530       0.244787       0.190683       0.292198                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.15        2500.00        99.1699                 NaN  0.111536       0.187675       0.242349       0.288564                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.71        2500.00        99.2401                 NaN  0.182931       0.296538                 NaN  0.280479                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.26        2500.00        99.1306                 NaN  0.373181E-001  0.179482       0.366781       0.285853                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.82        2500.00        99.2002                 NaN  0.109171       0.234107       0.178578       0.277973                 NaN            NaN            NaN            NaN            NaN            NaN
  1364.37        2500.00        99.2103                 NaN  0.108349       0.175699       0.231225       0.274466                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.92        2500.00        99.2167                 NaN  0.110231       0.230271       0.169678       0.273154                 NaN            NaN            NaN            NaN            NaN            NaN
  1361.48        2500.00        99.2313                 NaN  0.103919       0.174619       0.223983       0.266210                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.03        2500.00        99.2385                 NaN  0.105907       0.223466       0.167650       0.264487                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.59        2500.00        99.2468                 NaN  0.105609       0.221773       0.164216       0.261594                 NaN            NaN            NaN            NaN            NaN            NaN
  1357.14        2500.00        99.2569                 NaN  0.103399       0.164011       0.217923       0.257787                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.70        2500.00        99.2642                 NaN  0.103100       0.216265       0.161072       0.255317                 NaN            NaN            NaN            NaN            NaN            NaN
  1354.25        2500.00        99.2738                 NaN  0.102418       0.158203       0.213615       0.251922                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.80        2500.00        99.2825                 NaN  0.101251       0.156345       0.211192       0.248723                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.36        2500.00        99.2897                 NaN  0.100485       0.209222       0.154354       0.246228                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.91        2500.00        99.2969                 NaN  0.100190       0.206950       0.152247       0.243714                 NaN            NaN            NaN            NaN            NaN            NaN
  1348.47        2500.00        99.3077                 NaN  0.984814E-001  0.204391       0.149806       0.239584                 NaN            NaN            NaN            NaN            NaN            NaN
  1347.02        2500.00        99.3141                 NaN  0.974032E-001  0.202168       0.148940       0.237419                 NaN            NaN            NaN            NaN            NaN            NaN
  1345.57        2500.00        99.3216                 NaN  0.932452E-001  0.198776       0.152343       0.234004                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.13        2500.00        99.3299                 NaN  0.994504E-001  0.199231       0.138946       0.232449                 NaN            NaN            NaN            NaN            NaN            NaN
  1342.68        2500.00        99.3366                 NaN  0.947623E-001  0.143193       0.196273       0.229216                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.24        2500.00        99.3441                 NaN  0.939407E-001  0.193655       0.141751       0.226572                 NaN            NaN            NaN            NaN            NaN            NaN
  1339.79        2500.00        99.3510                 NaN  0.928463E-001  0.191922       0.140262       0.223984                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.34        2500.00        99.3581                 NaN  0.917890E-001  0.189516       0.139179       0.221451                 NaN            NaN            NaN            NaN            NaN            NaN
  1336.90        2500.00        99.3648                 NaN  0.909408E-001  0.137617       0.187664       0.218998                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.45        2500.00        99.3715                 NaN  0.897113E-001  0.136791       0.185564       0.216474                 NaN            NaN            NaN            NaN            NaN            NaN
  1334.01        2500.00        99.3787                 NaN  0.894287E-001  0.133905       0.183961       0.213998                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.56        2500.00        99.3848                 NaN  0.873522E-001  0.134701       0.181662       0.211467                 NaN            NaN            NaN            NaN            NaN            NaN
  1331.11        2500.00        99.3914                 NaN  0.866027E-001  0.179711       0.133176       0.209159                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.67        2500.00        99.3971                 NaN  0.875519E-001  0.177900       0.129663       0.207769                 NaN            NaN            NaN            NaN            NaN            NaN
  1328.22        2500.00        99.4038                 NaN  0.826928E-001  0.175694       0.133992       0.203833                 NaN            NaN            NaN            NaN            NaN            NaN
  1326.78        2500.00        99.4098                 NaN  0.833715E-001  0.173950       0.130556       0.202330                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.33        2500.00        99.4156                 NaN  0.822412E-001  0.129814       0.172132       0.200169                 NaN            NaN            NaN            NaN            NaN            NaN
  1323.88        2500.00        99.4218                 NaN  0.811649E-001  0.128987       0.170202       0.197861                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.44        2500.00        99.4273                 NaN  0.800221E-001  0.168462       0.128437       0.195778                 NaN            NaN            NaN            NaN            NaN            NaN
  1320.99        2500.00        99.4326                 NaN  0.790247E-001  0.166761       0.127864       0.193770                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.55        2500.00        99.4386                 NaN  0.775328E-001  0.127651       0.164763       0.191477                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.10        2500.00        99.4419                 NaN  0.765875E-001  0.162428       0.128403       0.190655                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.66        2500.00        99.4507                 NaN  0.750030E-001  0.161675       0.126097       0.186571                 NaN            NaN            NaN            NaN            NaN            NaN
  1315.21        2500.00        99.4530                 NaN  0.747111E-001  0.159951       0.126134       0.186190                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.76        2500.00        99.4612                 NaN  0.727874E-001  0.157410       0.125685       0.182946                 NaN            NaN            NaN            NaN            NaN            NaN
  1312.32        2500.00        99.4650                 NaN  0.715514E-001  0.155724       0.126241       0.181456                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.87        2500.00        97.2461                 NaN  0.265844       0.397284       0.140963       0.453748        1.49608                 NaN            NaN            NaN            NaN            NaN
  1309.43        2500.00        84.5911                 NaN   1.37931        1.80772       0.191136        2.01119        10.0196                 NaN            NaN            NaN            NaN            NaN
  1307.98        2500.00        86.1766                 NaN   1.26667        1.68082       0.875995E-001   1.81544        8.97286                 NaN            NaN            NaN            NaN            NaN
  1306.53        2500.00        87.5007                 NaN   1.17318        1.57274                 NaN   1.65087        8.10254                 NaN            NaN            NaN            NaN            NaN
  1305.09        2500.00        88.5850                 NaN   1.06734        1.45895                 NaN   1.51557        7.37319                 NaN            NaN            NaN            NaN            NaN
  1303.64        2500.00        89.5209                 NaN  0.978841        1.35494                 NaN   1.39826        6.74708                 NaN            NaN            NaN            NaN            NaN
  1302.20        2500.00        90.3324                 NaN  0.902933        1.26396                 NaN   1.29636        6.20434                 NaN            NaN            NaN            NaN            NaN
  1300.75        2500.00        91.0576                 NaN  0.834268        1.18328                 NaN   1.20474        5.72012                 NaN            NaN            NaN            NaN            NaN
  1299.30        2500.00        91.6875                 NaN  0.776769        1.10925                 NaN   1.12515        5.30132                 NaN            NaN            NaN            NaN            NaN
  1297.86        2500.00        92.2652                 NaN  0.723577        1.04295                 NaN   1.05177        4.91653                 NaN            NaN            NaN            NaN            NaN
  1296.41        2500.00        92.7672                 NaN  0.677535       0.985485                 NaN  0.988277        4.58154                 NaN            NaN            NaN            NaN            NaN
  1294.97        2500.00        93.2139                 NaN  0.637332       0.933078                 NaN  0.931467        4.28419                 NaN            NaN            NaN            NaN            NaN
  1293.52        2500.00        93.6351                 NaN  0.599285       0.883921                 NaN  0.877793        4.00388                 NaN            NaN            NaN            NaN            NaN
  1292.07        2500.00        91.0110                 NaN  0.598974        1.32941                 NaN   1.19336        5.64532       0.221959                 NaN            NaN            NaN            NaN
  1290.63        2500.00        82.7562                 NaN  0.633725        2.67536                 NaN   2.17418        10.8588       0.901694                 NaN            NaN            NaN            NaN
  1289.18        2500.00        84.9712                 NaN  0.561844        2.31253                 NaN   1.88773        9.47534       0.791344                 NaN            NaN            NaN            NaN
  1287.74        2500.00        86.7352                 NaN  0.499711        2.03030                 NaN   1.65961        8.37156       0.703597                 NaN            NaN            NaN            NaN
  1286.29        2500.00        87.8837                 NaN  0.461661        1.83779                 NaN   1.50787        7.66060       0.648432                 NaN            NaN            NaN            NaN
  1284.85        2500.00        88.3453                 NaN  0.401860        1.79249                 NaN   1.43672        7.38774       0.635934                 NaN            NaN            NaN            NaN
  1283.40        2500.00        91.4887                 NaN  0.340226        1.29553                 NaN   1.05095        5.36570       0.458924                 NaN            NaN            NaN            NaN
  1281.95        2500.00        90.8401                 NaN  0.352777        1.38446                 NaN   1.13389        5.78942       0.499380                 NaN            NaN            NaN            NaN
