|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1553.79        2500.00                 NaN   99.9076       0.844240E-001  0.795588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.34        2500.00                 NaN   99.4305       0.530232       0.393001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.89        2500.00                 NaN   99.3929       0.564836       0.422414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.45        2500.00                 NaN   99.3957       0.562580       0.417059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.00        2500.00                 NaN   99.4011       0.557269       0.416705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        2500.00                 NaN   99.4051       0.553910       0.409508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.11        2500.00                 NaN   99.4084       0.551633       0.399474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        2500.00                 NaN   99.3620       0.399497       0.151329E-001            NaN  0.223355                 NaN            NaN            NaN            NaN            NaN            NaN
  1542.22        2500.00                 NaN   99.2623       0.347339E-001  0.200740E-001            NaN  0.682868                 NaN            NaN            NaN            NaN            NaN            NaN
  1540.77        2500.00                 NaN   99.2570       0.327446E-001            NaN            NaN  0.710279                 NaN            NaN            NaN            NaN            NaN            NaN
  1539.33        2500.00                 NaN   99.2563       0.300322E-001            NaN            NaN  0.713683                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        2500.00                 NaN   99.2615       0.271582E-001            NaN            NaN  0.711304                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.43        2500.00                 NaN   99.2499       0.252270E-001            NaN            NaN  0.724911                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.99        2500.00                 NaN   99.2713       0.227121E-001            NaN            NaN  0.705956                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.54        2500.00                 NaN   99.2632       0.174107E-001            NaN            NaN  0.719412                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00                 NaN   99.2603       0.179814E-001            NaN            NaN  0.721738                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.65        2500.00                 NaN   99.1844       0.120069E-001            NaN            NaN  0.803599                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.20        2500.00                 NaN   99.7483       0.354346E-002            NaN            NaN  0.248200                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.76        2500.00                 NaN   98.8558       0.105818E-001            NaN            NaN   1.13366                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00                 NaN   99.2607       0.317687E-002            NaN            NaN  0.736084                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00                 NaN   99.0815       0.231846E-004  0.698064E-002            NaN  0.911524                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.42        2500.00                 NaN   99.4395       0.163505E-001            NaN            NaN  0.544151                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.98        2500.00                 NaN   99.2591       0.100947E-001            NaN            NaN  0.730799                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.53        2500.00                 NaN   99.2541                 NaN            NaN            NaN  0.745939                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        2500.00                 NaN   99.1365       0.564537E-002            NaN            NaN  0.857837                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        2500.00       0.269364E-002   99.3575                 NaN            NaN            NaN  0.639847                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00       0.331005E-002   99.2373                 NaN            NaN            NaN  0.759391                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        2500.00       0.778800E-002   99.2224                 NaN            NaN            NaN  0.769811                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.30        2500.00       0.784713E-002   99.1996                 NaN            NaN            NaN  0.792552                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.85        2500.00       0.727906E-002   99.1843                 NaN            NaN            NaN  0.748079       0.602969E-001            NaN            NaN            NaN            NaN            NaN
  1510.41        2500.00       0.507303E-002   98.7918                 NaN            NaN            NaN  0.711480       0.491640                 NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00       0.498877E-002   98.7943                 NaN            NaN            NaN  0.709741       0.491014                 NaN            NaN            NaN            NaN            NaN
  1507.52        2500.00       0.474353E-002   98.8264                 NaN            NaN            NaN  0.690203       0.478684                 NaN            NaN            NaN            NaN            NaN
  1506.07        2500.00       0.363744E-002   98.7632                 NaN            NaN  0.301201E-001  0.760408       0.442669                 NaN            NaN            NaN            NaN            NaN
  1504.62        2500.00       0.341347E-002   98.7702                 NaN            NaN  0.325105E-001  0.435671       0.758239                 NaN            NaN            NaN            NaN            NaN
  1503.18        2500.00       0.330003E-002   98.7836                 NaN            NaN  0.319852E-001  0.432336       0.748768                 NaN            NaN            NaN            NaN            NaN
  1501.73        2500.00       0.422881E-002   98.3877                 NaN            NaN  0.413791E-001  0.991594       0.575141                 NaN            NaN            NaN            NaN            NaN
  1500.29        2500.00       0.351481E-003   99.8637                 NaN            NaN  0.349802E-002  0.840971E-001  0.483920E-001            NaN            NaN            NaN            NaN            NaN
  1498.84        2500.00       0.458477E-002   98.1842                 NaN            NaN  0.467443E-001   1.11305       0.651425                 NaN            NaN            NaN            NaN            NaN
  1497.39        2500.00       0.285017E-002   98.8346                 NaN            NaN  0.298771E-001  0.713438       0.419203                 NaN            NaN            NaN            NaN            NaN
  1495.95        2500.00       0.273951E-002   98.8465                 NaN            NaN  0.293531E-001  0.415617       0.705773                 NaN            NaN            NaN            NaN            NaN
  1494.50        2500.00       0.264296E-002   98.8581                 NaN            NaN  0.289450E-001  0.697672       0.412634                 NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00       0.254302E-002   98.8646                 NaN            NaN  0.287010E-001  0.410535       0.693637                 NaN            NaN            NaN            NaN            NaN
  1491.61        2500.00       0.243112E-002   98.8837                 NaN            NaN  0.277660E-001  0.680363       0.405773                 NaN            NaN            NaN            NaN            NaN
  1490.17        2500.00       0.234032E-002   98.8933                 NaN            NaN  0.274425E-001  0.674103       0.402858                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00       0.224562E-002   98.9037                 NaN            NaN  0.270131E-001  0.399698       0.667308                 NaN            NaN            NaN            NaN            NaN
  1487.27        2500.00       0.215336E-002   98.9142                 NaN            NaN  0.265387E-001  0.396735       0.660403                 NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00       0.205664E-002   98.9198                 NaN            NaN  0.260210E-001  0.657848       0.394239                 NaN            NaN            NaN            NaN            NaN
  1484.38        2500.00       0.272708E-002   98.5097                 NaN            NaN  0.360756E-001  0.904071       0.547410                 NaN            NaN            NaN            NaN            NaN
  1482.94        2500.00       0.111087E-002   99.3761                 NaN            NaN  0.149161E-001  0.378526       0.229313                 NaN            NaN            NaN            NaN            NaN
  1481.49        2500.00       0.180233E-002   98.9557                 NaN            NaN  0.247353E-001  0.633764       0.384043                 NaN            NaN            NaN            NaN            NaN
  1480.04        2500.00       0.171593E-002   98.9660                 NaN            NaN  0.243222E-001  0.626849       0.381142                 NaN            NaN            NaN            NaN            NaN
  1478.60        2500.00       0.163976E-002   98.9753                 NaN            NaN  0.239346E-001  0.378245       0.620863                 NaN            NaN            NaN            NaN            NaN
  1477.15        2500.00       0.155899E-002   98.9850                 NaN            NaN  0.235191E-001  0.375181       0.614753                 NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00       0.148118E-002   98.9942                 NaN            NaN  0.230998E-001  0.372266       0.608975                 NaN            NaN            NaN            NaN            NaN
  1474.26        2500.00       0.140505E-002   99.0029                 NaN            NaN  0.227069E-001  0.603358       0.369583                 NaN            NaN            NaN            NaN            NaN
  1472.81        2500.00       0.133645E-002   99.0127                 NaN            NaN  0.222994E-001  0.366422       0.597271                 NaN            NaN            NaN            NaN            NaN
  1471.37        2500.00       0.126427E-002   99.0212                 NaN            NaN  0.218998E-001  0.592074       0.363566                 NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00       0.119403E-002   99.0307                 NaN            NaN  0.214808E-001  0.586111       0.360552                 NaN            NaN            NaN            NaN            NaN
  1468.48        2500.00       0.112376E-002   99.0394                 NaN            NaN  0.211262E-001  0.357617       0.580732                 NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00       0.105946E-002   99.0476                 NaN            NaN  0.207111E-001  0.575738       0.354860                 NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00       0.609719E-003   99.4229                 NaN            NaN  0.124330E-001  0.215372       0.348689                 NaN            NaN            NaN            NaN            NaN
  1464.14        2500.00       0.131840E-002   98.6952                 NaN            NaN  0.278476E-001  0.487260       0.788415                 NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00       0.876453E-003   99.0720                 NaN            NaN  0.196820E-001  0.560771       0.346685                 NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00       0.804468E-003   99.0795                 NaN            NaN  0.192313E-001  0.344043       0.556388                 NaN            NaN            NaN            NaN            NaN
  1459.80        2500.00       0.757920E-003   99.0893                 NaN            NaN  0.188384E-001  0.340819       0.550323                 NaN            NaN            NaN            NaN            NaN
  1458.35        2500.00       0.698089E-003   99.0952                 NaN            NaN  0.185800E-001  0.547020       0.338532                 NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.627882E-003   99.1020                 NaN            NaN  0.180323E-001  0.335916       0.543423                 NaN            NaN            NaN            NaN            NaN
  1455.46        2500.00       0.598055E-003   99.1128                 NaN            NaN  0.177606E-001  0.535936       0.332870                 NaN            NaN            NaN            NaN            NaN
  1454.02        2500.00       0.440870E-003   99.2702                 NaN            NaN  0.144169E-001  0.273560       0.441337                 NaN            NaN            NaN            NaN            NaN
  1452.57        2500.00       0.589328E-003   98.9721                 NaN            NaN  0.201453E-001  0.621751       0.385461                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.444182E-003   99.1316                 NaN            NaN  0.168543E-001  0.525555       0.325577                 NaN            NaN            NaN            NaN            NaN
  1449.68        2500.00       0.395936E-003   99.1382                 NaN            NaN  0.165272E-001  0.323183       0.521651                 NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00       0.353752E-003   99.1468                 NaN            NaN  0.161262E-001  0.516472       0.320224                 NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00       0.308464E-003   99.1524                 NaN            NaN  0.158364E-001  0.318020       0.513410                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00                 NaN   98.7985                 NaN            NaN  0.344751E-001  0.576506       0.435504       0.154972                 NaN            NaN            NaN            NaN
  1443.90        2500.00                 NaN   97.4721                 NaN            NaN  0.104117       0.809996       0.878291       0.735495                 NaN            NaN            NaN            NaN
  1442.45        2500.00                 NaN   97.5452                 NaN            NaN  0.100419       0.786899       0.853199       0.714244                 NaN            NaN            NaN            NaN
  1441.00        2500.00                 NaN   97.6136                 NaN            NaN  0.971320E-001  0.765702       0.829273       0.694333                 NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN   97.6799                 NaN            NaN  0.937848E-001  0.806884       0.744247       0.675178                 NaN            NaN            NaN            NaN
  1438.11        2500.00                 NaN   97.7416                 NaN            NaN  0.907285E-001  0.785677       0.724574       0.657448                 NaN            NaN            NaN            NaN
  1436.67        2500.00                 NaN   97.8010                 NaN            NaN  0.878871E-001  0.705062       0.766133       0.639954                 NaN            NaN            NaN            NaN
  1435.22        2500.00                 NaN   97.8605                 NaN            NaN  0.849093E-001  0.746112       0.685771       0.622679                 NaN            NaN            NaN            NaN
  1433.77        2500.00                 NaN   97.9135                 NaN            NaN  0.822520E-001  0.669660       0.727197       0.607346                 NaN            NaN            NaN            NaN
  1432.33        2500.00                 NaN   97.9642                 NaN            NaN  0.796478E-001  0.653415       0.710064       0.592662                 NaN            NaN            NaN            NaN
  1430.88        2500.00                 NaN   98.0146                 NaN            NaN  0.773099E-001  0.637052       0.693188       0.577823                 NaN            NaN            NaN            NaN
  1429.44        2500.00                 NaN   98.0616                 NaN            NaN  0.748855E-001  0.677286       0.622091       0.564174                 NaN            NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.1056                 NaN            NaN  0.726211E-001  0.662696       0.607646       0.551411                 NaN            NaN            NaN            NaN
  1426.54        2500.00                 NaN   98.1512                 NaN            NaN  0.705470E-001  0.593205       0.646941       0.538121                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.1929                 NaN            NaN  0.684347E-001  0.579744       0.633155       0.525778                 NaN            NaN            NaN            NaN
  1423.65        2500.00                 NaN   98.2324                 NaN            NaN  0.663687E-001  0.566725       0.620217       0.514289                 NaN            NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.2709                 NaN            NaN  0.644668E-001  0.607399       0.554331       0.502900                 NaN            NaN            NaN            NaN
  1420.76        2500.00                 NaN   98.3086                 NaN            NaN  0.627034E-001  0.541840       0.594975       0.491913                 NaN            NaN            NaN            NaN
  1419.32        2500.00                 NaN   98.3438                 NaN            NaN  0.607818E-001  0.583403       0.530440       0.481623                 NaN            NaN            NaN            NaN
  1417.87        2500.00                 NaN   98.3787                 NaN            NaN  0.590307E-001  0.518978       0.571818       0.471445                 NaN            NaN            NaN            NaN
  1416.42        2500.00                 NaN   98.4123                 NaN            NaN  0.573856E-001  0.507648       0.561161       0.461547                 NaN            NaN            NaN            NaN
  1414.98        2500.00                 NaN   98.4435                 NaN            NaN  0.557667E-001  0.497507       0.550980       0.452266                 NaN            NaN            NaN            NaN
  1413.53        2500.00                 NaN   98.4744                 NaN            NaN  0.541446E-001  0.487292       0.540825       0.443378                 NaN            NaN            NaN            NaN
  1412.09        2500.00                 NaN   98.5045                 NaN            NaN  0.526303E-001  0.476837       0.531579       0.434465                 NaN            NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.5345                 NaN            NaN  0.511428E-001  0.467136       0.521722       0.425503                 NaN            NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.5600                 NaN            NaN  0.495564E-001  0.458072       0.514429       0.417954                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.5889                 NaN            NaN  0.483945E-001  0.449175       0.504231       0.409317                 NaN            NaN            NaN            NaN
  1406.30        2500.00                 NaN   98.6132                 NaN            NaN  0.470937E-001  0.440878       0.496528       0.402326                 NaN            NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.6409                 NaN            NaN  0.455524E-001  0.488317       0.431178       0.394023                 NaN            NaN            NaN            NaN
  1403.41        2500.00                 NaN   98.6637                 NaN            NaN  0.443635E-001  0.481006       0.423570       0.387392                 NaN            NaN            NaN            NaN
  1401.96        2500.00                 NaN   98.6872                 NaN            NaN  0.431194E-001  0.415465       0.473701       0.380511                 NaN            NaN            NaN            NaN
  1400.52        2500.00                 NaN   98.7109                 NaN            NaN  0.419298E-001  0.466196       0.407692       0.373307                 NaN            NaN            NaN            NaN
  1399.07        2500.00                 NaN   98.7328                 NaN            NaN  0.407268E-001  0.399798       0.459888       0.366821                 NaN            NaN            NaN            NaN
  1397.63        2500.00                 NaN   98.7542                 NaN            NaN  0.396401E-001  0.392882       0.452833       0.360459                 NaN            NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.7751                 NaN            NaN  0.384354E-001  0.385294       0.446929       0.354268                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN   98.7943                 NaN            NaN  0.374099E-001  0.378769       0.440941       0.348533                 NaN            NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.8157                 NaN            NaN  0.362417E-001  0.371024       0.434903       0.342162                 NaN            NaN            NaN            NaN
  1391.84        2500.00                 NaN   98.8340                 NaN            NaN  0.353408E-001  0.364658       0.429241       0.336793                 NaN            NaN            NaN            NaN
  1390.40        2500.00                 NaN   98.8529                 NaN            NaN  0.342537E-001  0.358447       0.423246       0.331138                 NaN            NaN            NaN            NaN
  1388.95        2500.00                 NaN   98.8713                 NaN            NaN  0.332940E-001  0.351923       0.417868       0.325615                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN   98.8882                 NaN            NaN  0.323312E-001  0.412754       0.346143       0.320564                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN   98.9054                 NaN            NaN  0.313243E-001  0.339690       0.408072       0.315467                 NaN            NaN            NaN            NaN
  1384.61        2500.00                 NaN   98.9206                 NaN            NaN  0.304006E-001  0.403520       0.334411       0.311035                 NaN            NaN            NaN            NaN
  1383.17        2500.00                 NaN   98.9392                 NaN            NaN  0.294419E-001  0.397949       0.328088       0.305273                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.9517                 NaN            NaN  0.288127E-001  0.394422       0.323461       0.301578                 NaN            NaN            NaN            NaN
  1380.28        2500.00                 NaN   98.9702                 NaN            NaN  0.277350E-001  0.316993       0.389106       0.295944                 NaN            NaN            NaN            NaN
  1378.83        2500.00                 NaN   98.9845                 NaN            NaN  0.267807E-001  0.385490       0.311457       0.291752                 NaN            NaN            NaN            NaN
  1377.38        2500.00                 NaN   98.9985                 NaN            NaN  0.260500E-001  0.381365       0.306483       0.287601                 NaN            NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.0125                 NaN            NaN  0.252681E-001  0.377514       0.301323       0.283368                 NaN            NaN            NaN            NaN
  1374.49        2500.00                 NaN   99.0262                 NaN            NaN  0.244117E-001  0.296224       0.373939       0.279270                 NaN            NaN            NaN            NaN
  1373.05        2500.00                 NaN   99.0397                 NaN            NaN  0.236233E-001  0.370408       0.291039       0.275248                 NaN            NaN            NaN            NaN
  1371.60        2500.00                 NaN   99.0527                 NaN            NaN  0.228697E-001  0.286347       0.366772       0.271321                 NaN            NaN            NaN            NaN
  1370.15        2500.00                 NaN   99.0654                 NaN            NaN  0.220611E-001  0.363429       0.281648       0.267509                 NaN            NaN            NaN            NaN
  1368.71        2500.00                 NaN   99.0777                 NaN            NaN  0.213084E-001  0.276799       0.360377       0.263792                 NaN            NaN            NaN            NaN
  1367.26        2500.00                 NaN   99.0897                 NaN            NaN  0.206380E-001  0.357049       0.272289       0.260275                 NaN            NaN            NaN            NaN
  1365.82        2500.00                 NaN   99.1001                 NaN            NaN  0.199637E-001  0.354758       0.268110       0.257033                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.1147                 NaN            NaN  0.190403E-001  0.262698       0.350968       0.252591                 NaN            NaN            NaN            NaN
  1362.92        2500.00                 NaN   99.1243                 NaN            NaN  0.184370E-001  0.258853       0.348603       0.249788                 NaN            NaN            NaN            NaN
  1361.48        2500.00                 NaN   99.1352                 NaN            NaN  0.177186E-001  0.254516       0.346022       0.246555                 NaN            NaN            NaN            NaN
  1360.03        2500.00                 NaN   99.1458                 NaN            NaN  0.170048E-001  0.343515       0.250421       0.243251                 NaN            NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.1532                 NaN            NaN  0.163616E-001  0.247334       0.342081       0.241001                 NaN            NaN            NaN            NaN
  1357.14        2500.00                 NaN   99.1690                 NaN            NaN  0.155672E-001  0.338057       0.241156       0.236200                 NaN            NaN            NaN            NaN
  1355.70        2500.00                 NaN   99.1761                 NaN            NaN  0.150139E-001  0.336676       0.238012       0.234190                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN   99.1855                 NaN            NaN  0.142115E-001  0.233815       0.335198       0.231287                 NaN            NaN            NaN            NaN
  1352.80        2500.00                 NaN   99.1954                 NaN            NaN  0.137146E-001  0.230145       0.332399       0.228314                 NaN            NaN            NaN            NaN
  1351.36        2500.00                 NaN   99.2045                 NaN            NaN  0.130221E-001  0.226263       0.330676       0.225579                 NaN            NaN            NaN            NaN
  1349.91        2500.00                 NaN   99.2131                 NaN            NaN  0.124256E-001  0.222649       0.328905       0.222943                 NaN            NaN            NaN            NaN
  1348.47        2500.00                 NaN   99.2222                 NaN            NaN  0.118688E-001  0.218632       0.327058       0.220247                 NaN            NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2306                 NaN            NaN  0.111998E-001  0.325666       0.214801       0.217700                 NaN            NaN            NaN            NaN
  1345.57        2500.00                 NaN   99.2384                 NaN            NaN  0.105490E-001  0.324443       0.211289       0.215349                 NaN            NaN            NaN            NaN
  1344.13        2500.00                 NaN   99.2472                 NaN            NaN  0.996695E-002  0.322672       0.207462       0.212715                 NaN            NaN            NaN            NaN
  1342.68        2500.00                 NaN   99.2549                 NaN            NaN  0.937026E-002  0.203873       0.321500       0.210379                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.2624                 NaN            NaN  0.872365E-002  0.320470       0.200287       0.208129                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.2701                 NaN            NaN  0.817381E-002  0.196688       0.319209       0.205788                 NaN            NaN            NaN            NaN
  1338.34        2500.00                 NaN   99.2773                 NaN            NaN  0.754834E-002  0.193033       0.318484       0.203642                 NaN            NaN            NaN            NaN
  1336.90        2500.00                 NaN   99.2846                 NaN            NaN  0.701388E-002  0.189454       0.317410       0.201488                 NaN            NaN            NaN            NaN
  1335.45        2500.00                 NaN   99.2914                 NaN            NaN  0.642132E-002  0.186053       0.316638       0.199468                 NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.2973                 NaN            NaN  0.590750E-002  0.316624       0.182250       0.197876                 NaN            NaN            NaN            NaN
  1332.56        2500.00                 NaN   99.3061                 NaN            NaN  0.516481E-002  0.179083       0.314804       0.194816                 NaN            NaN            NaN            NaN
  1331.11        2500.00                 NaN   99.3111                 NaN            NaN  0.470242E-002  0.315208       0.175410       0.193549                 NaN            NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.3177                 NaN            NaN  0.409541E-002  0.314588       0.172075       0.191536                 NaN            NaN            NaN            NaN
  1328.22        2500.00                 NaN   99.3237                 NaN            NaN  0.358963E-002  0.168678       0.314240       0.189789                 NaN            NaN            NaN            NaN
  1326.78        2500.00                 NaN   99.3296                 NaN            NaN  0.297924E-002  0.164800       0.314578       0.188057                 NaN            NaN            NaN            NaN
  1325.33        2500.00                 NaN   99.3352                 NaN            NaN  0.243943E-002  0.161792       0.314169       0.186411                 NaN            NaN            NaN            NaN
  1323.88        2500.00                 NaN   99.3411                 NaN            NaN  0.181311E-002  0.314353       0.158116       0.184589                 NaN            NaN            NaN            NaN
  1322.44        2500.00                 NaN   99.3452                 NaN            NaN  0.144908E-002  0.155423       0.314462       0.183445                 NaN            NaN            NaN            NaN
  1320.99        2500.00                 NaN   99.3528                 NaN            NaN  0.645065E-003  0.150469       0.315010       0.181113                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN   99.3571                 NaN            NaN  0.218351E-003  0.315196       0.147586       0.179948                 NaN            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.3618                 NaN            NaN  0.520136E-004  0.314832       0.144660       0.178676                 NaN            NaN            NaN            NaN
  1316.66        2500.00                 NaN   99.3651                 NaN            NaN  0.227000E-002  0.145362       0.308657       0.178594                 NaN            NaN            NaN            NaN
  1315.21        2500.00                 NaN   90.4458                 NaN            NaN  0.129838        1.11054        1.57378        1.20925        5.53076                 NaN            NaN            NaN
  1313.76        2500.00                 NaN   86.1935                 NaN            NaN  0.196425        2.12682        1.58995        1.69367        8.19960                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   87.6939                 NaN            NaN  0.173666        1.88599        1.43392        1.51161        7.30095                 NaN            NaN            NaN
  1310.87        2500.00                 NaN   88.8924                 NaN            NaN  0.155228        1.30925        1.69416        1.36646        6.58249                 NaN            NaN            NaN
  1309.43        2500.00                 NaN   89.8806                 NaN            NaN  0.139913        1.20278        1.53948        1.24704        5.99014                 NaN            NaN            NaN
  1307.98        2500.00                 NaN   74.8452                 NaN            NaN  0.650993E-001   3.79130        2.21917        2.94032        14.9566        1.18225                 NaN            NaN
  1306.53        2500.00                 NaN   70.4227                 NaN            NaN  0.213520E-001   2.22976        4.63972        3.41923        17.6185        1.64878                 NaN            NaN
  1305.09        2500.00                 NaN   75.4423                 NaN            NaN  0.238638E-001   3.84974        1.83824        2.83797        14.6434        1.36448                 NaN            NaN
  1303.64        2500.00                 NaN   79.0438                 NaN            NaN  0.261725E-001   3.27914        1.55929        2.42080        12.5099        1.16091                 NaN            NaN
  1302.20        2500.00                 NaN   81.7627                 NaN            NaN  0.283703E-001   2.84624        1.35002        2.10564        10.8994        1.00765                 NaN            NaN
  1300.75        2500.00                 NaN   83.8913                 NaN            NaN  0.300537E-001   2.50631        1.18730        1.85887        9.63812       0.888072                 NaN            NaN
  1299.30        2500.00                 NaN   85.6110                 NaN            NaN  0.313285E-001   1.05720        2.23044        1.65952        8.61856       0.791954                 NaN            NaN
  1297.86        2500.00                 NaN   87.0382                 NaN            NaN  0.326769E-001  0.948577        2.00227        1.49378        7.77194       0.712547                 NaN            NaN
  1296.41        2500.00                 NaN   88.2174                 NaN            NaN  0.327892E-001   1.81166       0.862761        1.35721        7.07106       0.647114                 NaN            NaN
