|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1474.26        2500.00       0.913303E-003   99.1523                 NaN            NaN  0.848299E-002  0.521325       0.316942                 NaN            NaN            NaN            NaN            NaN
  1472.81        2500.00       0.868936E-003   99.1610                 NaN            NaN  0.832712E-002  0.314018       0.515774                 NaN            NaN            NaN            NaN            NaN
  1471.37        2500.00       0.822325E-003   99.1687                 NaN            NaN  0.817434E-002  0.510978       0.311358                 NaN            NaN            NaN            NaN            NaN
  1469.92        2500.00       0.776989E-003   99.1771                 NaN            NaN  0.801444E-002  0.505559       0.308551                 NaN            NaN            NaN            NaN            NaN
  1468.48        2500.00       0.731535E-003   99.1849                 NaN            NaN  0.787871E-002  0.305831       0.500626                 NaN            NaN            NaN            NaN            NaN
  1467.03        2500.00       0.689971E-003   99.1923                 NaN            NaN  0.772055E-002  0.496025       0.303253                 NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00       0.397303E-003   99.5110                 NaN            NaN  0.463084E-002  0.183826       0.300111                 NaN            NaN            NaN            NaN            NaN
  1464.14        2500.00       0.859750E-003   98.8939                 NaN            NaN  0.103777E-001  0.416047       0.678857                 NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00       0.571496E-003   99.2142                 NaN            NaN  0.732731E-002  0.482301       0.295646                 NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00       0.524609E-003   99.2209                 NaN            NaN  0.715642E-002  0.293180       0.478240                 NaN            NaN            NaN            NaN            NaN
  1459.80        2500.00       0.494600E-003   99.2295                 NaN            NaN  0.700713E-002  0.290212       0.472746                 NaN            NaN            NaN            NaN            NaN
  1458.35        2500.00       0.455730E-003   99.2349                 NaN            NaN  0.690803E-002  0.469638       0.288059                 NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.409918E-003   99.2411                 NaN            NaN  0.670144E-002  0.285607       0.466224                 NaN            NaN            NaN            NaN            NaN
  1455.46        2500.00       0.390814E-003   99.2506                 NaN            NaN  0.659757E-002  0.459572       0.282842                 NaN            NaN            NaN            NaN            NaN
  1454.02        2500.00       0.288164E-003   99.3840                 NaN            NaN  0.535227E-002  0.232232       0.378153                 NaN            NaN            NaN            NaN            NaN
  1452.57        2500.00       0.385550E-003   99.1324                 NaN            NaN  0.747870E-002  0.532643       0.327135                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.290665E-003   99.2676                 NaN            NaN  0.625271E-002  0.449854       0.276040                 NaN            NaN            NaN            NaN            NaN
  1449.68        2500.00       0.259172E-003   99.2736                 NaN            NaN  0.612868E-002  0.273820       0.446241                 NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00       0.231667E-003   99.2811                 NaN            NaN  0.597735E-002  0.441547       0.271107                 NaN            NaN            NaN            NaN            NaN
  1446.79        2500.00       0.202104E-003   99.2862                 NaN            NaN  0.586734E-002  0.269044       0.438664                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00                 NaN   98.9676                 NaN            NaN  0.127702E-001  0.492399       0.368253       0.159005                 NaN            NaN            NaN            NaN
  1443.90        2500.00                 NaN   97.7720                 NaN            NaN  0.385749E-001  0.691913       0.742677       0.754832                 NaN            NaN            NaN            NaN
  1442.45        2500.00                 NaN   97.8389                 NaN            NaN  0.371602E-001  0.671306       0.720418       0.732168                 NaN            NaN            NaN            NaN
  1441.00        2500.00                 NaN   97.9015                 NaN            NaN  0.359010E-001  0.652408       0.699249       0.710938                 NaN            NaN            NaN            NaN
  1439.56        2500.00                 NaN   97.9621                 NaN            NaN  0.346229E-001  0.679409       0.633309       0.690535                 NaN            NaN            NaN            NaN
  1438.11        2500.00                 NaN   98.0185                 NaN            NaN  0.334553E-001  0.660645       0.615793       0.671640                 NaN            NaN            NaN            NaN
  1436.67        2500.00                 NaN   98.0728                 NaN            NaN  0.323699E-001  0.598481       0.643329       0.653035                 NaN            NaN            NaN            NaN
  1435.22        2500.00                 NaN   98.1270                 NaN            NaN  0.312369E-001  0.625675       0.581352       0.634697                 NaN            NaN            NaN            NaN
  1433.77        2500.00                 NaN   98.1754                 NaN            NaN  0.302248E-001  0.567015       0.608978       0.618385                 NaN            NaN            NaN            NaN
  1432.33        2500.00                 NaN   98.2216                 NaN            NaN  0.292346E-001  0.552564       0.593829       0.602774                 NaN            NaN            NaN            NaN
  1430.88        2500.00                 NaN   98.2676                 NaN            NaN  0.283446E-001  0.538084       0.578972       0.587043                 NaN            NaN            NaN            NaN
  1429.44        2500.00                 NaN   98.3103                 NaN            NaN  0.274250E-001  0.564926       0.524807       0.572559                 NaN            NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.3504                 NaN            NaN  0.265663E-001  0.552016       0.511990       0.559009                 NaN            NaN            NaN            NaN
  1426.54        2500.00                 NaN   98.3918                 NaN            NaN  0.257790E-001  0.499265       0.538236       0.544956                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.4297                 NaN            NaN  0.249799E-001  0.487341       0.526073       0.531897                 NaN            NaN            NaN            NaN
  1423.65        2500.00                 NaN   98.4656                 NaN            NaN  0.241995E-001  0.475828       0.514648       0.519731                 NaN            NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.5006                 NaN            NaN  0.234808E-001  0.503358       0.464893       0.507695                 NaN            NaN            NaN            NaN
  1420.76        2500.00                 NaN   98.5347                 NaN            NaN  0.228141E-001  0.453880       0.492477       0.496092                 NaN            NaN            NaN            NaN
  1419.32        2500.00                 NaN   98.5666                 NaN            NaN  0.220915E-001  0.482264       0.443806       0.485220                 NaN            NaN            NaN            NaN
  1417.87        2500.00                 NaN   98.5983                 NaN            NaN  0.214325E-001  0.433711       0.472105       0.474485                 NaN            NaN            NaN            NaN
  1416.42        2500.00                 NaN   98.6286                 NaN            NaN  0.208134E-001  0.423761       0.462735       0.464057                 NaN            NaN            NaN            NaN
  1414.98        2500.00                 NaN   98.6569                 NaN            NaN  0.202053E-001  0.414821       0.453771       0.454272                 NaN            NaN            NaN            NaN
  1413.53        2500.00                 NaN   98.6848                 NaN            NaN  0.195974E-001  0.405821       0.444864       0.444904                 NaN            NaN            NaN            NaN
  1412.09        2500.00                 NaN   98.7120                 NaN            NaN  0.190299E-001  0.396672       0.436718       0.435532                 NaN            NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.7391                 NaN            NaN  0.184732E-001  0.388175       0.428107       0.426133                 NaN            NaN            NaN            NaN
  1409.19        2500.00                 NaN   98.7622                 NaN            NaN  0.178823E-001  0.380176       0.421558       0.418169                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.7882                 NaN            NaN  0.174455E-001  0.372427       0.412768       0.409133                 NaN            NaN            NaN            NaN
  1406.30        2500.00                 NaN   98.8102                 NaN            NaN  0.169598E-001  0.365125       0.405991       0.401763                 NaN            NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.8351                 NaN            NaN  0.163885E-001  0.398768       0.356694       0.393099                 NaN            NaN            NaN            NaN
  1403.41        2500.00                 NaN   98.8556                 NaN            NaN  0.159451E-001  0.392336       0.350018       0.386121                 NaN            NaN            NaN            NaN
  1401.96        2500.00                 NaN   98.8767                 NaN            NaN  0.154830E-001  0.342941       0.385924       0.378910                 NaN            NaN            NaN            NaN
  1400.52        2500.00                 NaN   98.8980                 NaN            NaN  0.150413E-001  0.379385       0.336159       0.371391                 NaN            NaN            NaN            NaN
  1399.07        2500.00                 NaN   98.9177                 NaN            NaN  0.145957E-001  0.329301       0.373797       0.364604                 NaN            NaN            NaN            NaN
  1397.63        2500.00                 NaN   98.9369                 NaN            NaN  0.141928E-001  0.323261       0.367654       0.357954                 NaN            NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.9557                 NaN            NaN  0.137485E-001  0.316665       0.362428       0.351487                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN   98.9730                 NaN            NaN  0.133691E-001  0.310985       0.357160       0.345487                 NaN            NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.9920                 NaN            NaN  0.129395E-001  0.304277       0.351872       0.338869                 NaN            NaN            NaN            NaN
  1391.84        2500.00                 NaN   99.0084                 NaN            NaN  0.126062E-001  0.298781       0.346913       0.333257                 NaN            NaN            NaN            NaN
  1390.40        2500.00                 NaN   99.0254                 NaN            NaN  0.122072E-001  0.293358       0.341684       0.327373                 NaN            NaN            NaN            NaN
  1388.95        2500.00                 NaN   99.0418                 NaN            NaN  0.118544E-001  0.287720       0.336978       0.321633                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0570                 NaN            NaN  0.115012E-001  0.332478       0.282698       0.316369                 NaN            NaN            NaN            NaN
  1386.06        2500.00                 NaN   99.0723                 NaN            NaN  0.111329E-001  0.277132       0.328339       0.311071                 NaN            NaN            NaN            NaN
  1384.61        2500.00                 NaN   99.0859                 NaN            NaN  0.107950E-001  0.324320       0.272513       0.306439                 NaN            NaN            NaN            NaN
  1383.17        2500.00                 NaN   99.1024                 NaN            NaN  0.104453E-001  0.319499       0.267113       0.300506                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   99.1137                 NaN            NaN  0.102131E-001  0.316342       0.263093       0.296620                 NaN            NaN            NaN            NaN
  1380.28        2500.00                 NaN   99.1301                 NaN            NaN  0.982246E-002  0.257555       0.311735       0.290834                 NaN            NaN            NaN            NaN
  1378.83        2500.00                 NaN   99.1428                 NaN            NaN  0.947626E-002  0.308478       0.252794       0.286478                 NaN            NaN            NaN            NaN
  1377.38        2500.00                 NaN   99.1552                 NaN            NaN  0.920975E-002  0.304875       0.248504       0.282170                 NaN            NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.1677                 NaN            NaN  0.892566E-002  0.301480       0.244084       0.277789                 NaN            NaN            NaN            NaN
  1374.49        2500.00                 NaN   99.1798                 NaN            NaN  0.861582E-002  0.239704       0.298300       0.273549                 NaN            NaN            NaN            NaN
  1373.05        2500.00                 NaN   99.1918                 NaN            NaN  0.833049E-002  0.295177       0.235272       0.269392                 NaN            NaN            NaN            NaN
  1371.60        2500.00                 NaN   99.2034                 NaN            NaN  0.805797E-002  0.231250       0.291979       0.265336                 NaN            NaN            NaN            NaN
  1370.15        2500.00                 NaN   99.2146                 NaN            NaN  0.776658E-002  0.289009       0.227226       0.261401                 NaN            NaN            NaN            NaN
  1368.71        2500.00                 NaN   99.2256                 NaN            NaN  0.749538E-002  0.223090       0.286286       0.257565                 NaN            NaN            NaN            NaN
  1367.26        2500.00                 NaN   99.2362                 NaN            NaN  0.725358E-002  0.283364       0.219245       0.253932                 NaN            NaN            NaN            NaN
  1365.82        2500.00                 NaN   99.2455                 NaN            NaN  0.701086E-002  0.281245       0.215686       0.250574                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.2582                 NaN            NaN  0.668112E-002  0.211101       0.277963       0.246053                 NaN            NaN            NaN            NaN
  1362.92        2500.00                 NaN   99.2668                 NaN            NaN  0.646423E-002  0.207808       0.275815       0.243136                 NaN            NaN            NaN            NaN
  1361.48        2500.00                 NaN   99.2764                 NaN            NaN  0.620738E-002  0.204124       0.273493       0.239807                 NaN            NaN            NaN            NaN
  1360.03        2500.00                 NaN   99.2858                 NaN            NaN  0.595258E-002  0.271236       0.200641       0.236413                 NaN            NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2924                 NaN            NaN  0.572289E-002  0.197974       0.269806       0.234052                 NaN            NaN            NaN            NaN
  1357.14        2500.00                 NaN   99.3061                 NaN            NaN  0.544070E-002  0.266404       0.192846       0.229216                 NaN            NaN            NaN            NaN
  1355.70        2500.00                 NaN   99.3125                 NaN            NaN  0.524328E-002  0.265053       0.190140       0.227098                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN   99.3207                 NaN            NaN  0.495921E-002  0.186596       0.263603       0.224118                 NaN            NaN            NaN            NaN
  1352.80        2500.00                 NaN   99.3295                 NaN            NaN  0.478212E-002  0.183504       0.261179       0.221075                 NaN            NaN            NaN            NaN
  1351.36        2500.00                 NaN   99.3374                 NaN            NaN  0.453716E-002  0.180232       0.259560       0.218268                 NaN            NaN            NaN            NaN
  1349.91        2500.00                 NaN   99.3450                 NaN            NaN  0.432605E-002  0.177185       0.257925       0.215562                 NaN            NaN            NaN            NaN
  1348.47        2500.00                 NaN   99.3530                 NaN            NaN  0.412908E-002  0.173828       0.256245       0.212803                 NaN            NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.3604                 NaN            NaN  0.389341E-002  0.254901       0.170615       0.210193                 NaN            NaN            NaN            NaN
  1345.57        2500.00                 NaN   99.3672                 NaN            NaN  0.366445E-002  0.253695       0.167660       0.207776                 NaN            NaN            NaN            NaN
  1344.13        2500.00                 NaN   99.3749                 NaN            NaN  0.345968E-002  0.252079       0.164469       0.205090                 NaN            NaN            NaN            NaN
  1342.68        2500.00                 NaN   99.3817                 NaN            NaN  0.325017E-002  0.161469       0.250927       0.202696                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3882                 NaN            NaN  0.302367E-002  0.249882       0.158475       0.200390                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.3950                 NaN            NaN  0.283103E-002  0.155482       0.248676       0.198000                 NaN            NaN            NaN            NaN
  1338.34        2500.00                 NaN   99.4013                 NaN            NaN  0.261251E-002  0.152444       0.247873       0.195801                 NaN            NaN            NaN            NaN
  1336.90        2500.00                 NaN   99.4077                 NaN            NaN  0.242579E-002  0.149476       0.246825       0.193598                 NaN            NaN            NaN            NaN
  1335.45        2500.00                 NaN   99.4136                 NaN            NaN  0.221926E-002  0.146657       0.245991       0.191528                 NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.4188                 NaN            NaN  0.204024E-002  0.245753       0.143526       0.189872                 NaN            NaN            NaN            NaN
  1332.56        2500.00                 NaN   99.4264                 NaN            NaN  0.178248E-002  0.140890       0.244111       0.186811                 NaN            NaN            NaN            NaN
  1331.11        2500.00                 NaN   99.4308                 NaN            NaN  0.162177E-002  0.244215       0.137873       0.185474                 NaN            NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.4365                 NaN            NaN  0.141144E-002  0.243509       0.135123       0.183424                 NaN            NaN            NaN            NaN
  1328.22        2500.00                 NaN   99.4418                 NaN            NaN  0.123627E-002  0.132333       0.243031       0.181632                 NaN            NaN            NaN            NaN
  1326.78        2500.00                 NaN   99.4469                 NaN            NaN  0.102534E-002  0.129167       0.243072       0.179859                 NaN            NaN            NaN            NaN
  1325.33        2500.00                 NaN   99.4518                 NaN            NaN  0.838989E-003  0.126689       0.242541       0.178169                 NaN            NaN            NaN            NaN
  1323.88        2500.00                 NaN   99.4569                 NaN            NaN  0.623155E-003  0.242463       0.123691       0.176315                 NaN            NaN            NaN            NaN
  1322.44        2500.00                 NaN   99.4606                 NaN            NaN  0.497704E-003  0.121477       0.242353       0.175111                 NaN            NaN            NaN            NaN
  1320.99        2500.00                 NaN   99.4670                 NaN            NaN  0.221406E-003  0.117485       0.242545       0.172775                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN   99.4707                 NaN            NaN  0.748947E-004  0.242491       0.115128       0.171556                 NaN            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4750                 NaN            NaN  0.178289E-004  0.242018       0.112747       0.170237                 NaN            NaN            NaN            NaN
  1316.66        2500.00                 NaN   99.4790                 NaN            NaN  0.777580E-003  0.113179       0.237029       0.170052                 NaN            NaN            NaN            NaN
  1315.21        2500.00                 NaN   91.0222                 NaN            NaN  0.447144E-001  0.869006        1.21496        1.15764        5.69146                 NaN            NaN            NaN
  1313.76        2500.00                 NaN   86.9474                 NaN            NaN  0.678510E-001   1.64681        1.24754        1.62636        8.46402                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   88.3704                 NaN            NaN  0.599693E-001   1.45981        1.12440        1.45110        7.53435                 NaN            NaN            NaN
  1310.87        2500.00                 NaN   89.5048                 NaN            NaN  0.535964E-001   1.02617        1.31114        1.31167        6.79259                 NaN            NaN            NaN
  1309.43        2500.00                 NaN   90.4386                 NaN            NaN  0.483105E-001  0.942448        1.19147        1.19713        6.18201                 NaN            NaN            NaN
  1307.98        2500.00                 NaN   76.1137                 NaN            NaN  0.227150E-001   3.00321        1.73684        2.85251        15.6009       0.670157                 NaN            NaN
  1306.53        2500.00                 NaN   71.8581                 NaN            NaN  0.747001E-002   1.75205        3.68891        3.32602        18.4303       0.937098                 NaN            NaN
  1305.09        2500.00                 NaN   76.7195                 NaN            NaN  0.831447E-002   3.05126        1.44035        2.74936        15.2589       0.772337                 NaN            NaN
  1303.64        2500.00                 NaN   80.1868                 NaN            NaN  0.909012E-002   2.59354        1.21961        2.33793        12.9980       0.655055                 NaN            NaN
  1302.20        2500.00                 NaN   82.7932                 NaN            NaN  0.982837E-002   2.24789        1.05473        2.02846        11.2988       0.567145                 NaN            NaN
  1300.75        2500.00                 NaN   84.8270                 NaN            NaN  0.103892E-001   1.97737       0.926936        1.78696        9.97252       0.498777                 NaN            NaN
  1299.30        2500.00                 NaN   86.4660                 NaN            NaN  0.108097E-001  0.825020        1.75842        1.59241        8.90339       0.443972                 NaN            NaN
  1297.86        2500.00                 NaN   87.8234                 NaN            NaN  0.112562E-001  0.740134        1.57776        1.43104        8.01764       0.398799                 NaN            NaN
  1296.41        2500.00                 NaN   88.9429                 NaN            NaN  0.112779E-001   1.42698       0.673120        1.29831        7.28581       0.361641                 NaN            NaN
