|6.6.6
Archiving\03_Data\eq/QFM_m5/EETA/EETA_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1355.77        2500.00        5.52651       0.884052        1.42999       0.113488E-001  0.444804        13.7606        21.3252        44.9905        8.96523        2.66175                 NaN            NaN
  1352.56        2500.00        5.52636       0.884057        1.42994       0.113481E-001  0.444815        13.7606        21.3250        44.9904        8.96571        2.66174                 NaN            NaN
  1349.36        2500.00        5.52622       0.884062        1.42989       0.113474E-001  0.444826        13.7605        21.3249        44.9903        8.96620        2.66173                 NaN            NaN
  1346.15        2500.00        5.52607       0.884067        1.42984       0.113467E-001  0.444836        13.7604        21.3248        44.9902        8.96669        2.66171                 NaN            NaN
  1342.95        2500.00        5.52593       0.884073        1.42980       0.113460E-001  0.444847        13.7604        21.3247        44.9901        8.96718        2.66170                 NaN            NaN
  1339.74        2500.00        5.52578       0.884078        1.42975       0.113453E-001  0.444858        13.7603        21.3246        44.9900        8.96766        2.66168                 NaN            NaN
  1336.54        2500.00        5.52563       0.884083        1.42971       0.113446E-001  0.444869        13.7602        21.3244        44.9899        8.96815        2.66167                 NaN            NaN
  1333.33        2500.00        1.86775       0.878572       0.464982       0.861977E-002  0.784982        4.05891        52.5498        19.4749        11.3074        8.60407                 NaN            NaN
  1330.13        2500.00        1.86771       0.878575       0.464966       0.861922E-002  0.784999        4.05888        52.5495        19.4747        11.3080        8.60400                 NaN            NaN
  1326.92        2500.00       0.983160       0.876617       0.152059       0.772949E-002  0.888195       0.932653        54.9952        18.7505        11.9086        10.5052                 NaN            NaN
  1323.72        2500.00       0.591392       0.875692       0.163503E-003  0.729513E-002  0.919810                 NaN   55.4425        18.5740        12.1563        11.4329                 NaN            NaN
  1320.51        2500.00                 NaN  0.875994                 NaN  0.727090E-002  0.921958                 NaN   55.4096        18.6947        12.3067        11.4796       0.304226                 NaN
  1317.31        2500.00                 NaN  0.875937                 NaN  0.725104E-002  0.910529       0.450199        18.9400        54.6616        12.3184        11.5072       0.328968                 NaN
  1314.10        2500.00                 NaN  0.875891                 NaN  0.723109E-002  0.895024        1.04225        53.7572        19.2075        12.3189        11.5364       0.359532                 NaN
  1310.90        2500.00                 NaN  0.875893                 NaN  0.723062E-002  0.895042        1.04224        53.7568        19.2074        12.3196        11.5363       0.359536                 NaN
  1307.69        2500.00                 NaN  0.875803                 NaN  0.719200E-002  0.865394        2.18661        52.0273        19.7063        12.3212        11.5927       0.417567                 NaN
  1304.49        2500.00                 NaN  0.875804                 NaN  0.719154E-002  0.865412        2.18659        52.0269        19.7061        12.3219        11.5926       0.417573                 NaN
  1301.28        2500.00                 NaN  0.875806                 NaN  0.719108E-002  0.865430        2.18657        52.0266        19.7059        12.3225        11.5925       0.417578                 NaN
  1298.08        2500.00                 NaN  0.875807                 NaN  0.719061E-002  0.865448        2.18655        52.0262        19.7057        12.3231        11.5924       0.417583                 NaN
  1294.87        2500.00                 NaN  0.875809                 NaN  0.719015E-002  0.865466        2.18653        52.0259        19.7055        12.3237        11.5923       0.417588                 NaN
  1291.67        2500.00                 NaN  0.875811                 NaN  0.718969E-002  0.865484        2.18651        52.0255        19.7053        12.3243        11.5922       0.417593                 NaN
  1288.46        2500.00                 NaN  0.875812                 NaN  0.718923E-002  0.865501        2.18649        52.0252        19.7052        12.3250        11.5921       0.417598                 NaN
  1285.26        2500.00                 NaN  0.875813                 NaN  0.718877E-002  0.865519        2.18647        52.0248        19.7050        12.3256        11.5920       0.417603                 NaN
  1282.05        2500.00                 NaN  0.875489                 NaN  0.704688E-002  0.766814        6.22173        21.1647        46.2164        12.3449        11.7886       0.614417                 NaN
  1278.85        2500.00                 NaN  0.875491                 NaN  0.704643E-002  0.766830        6.22167        21.1645        46.2161        12.3455        11.7885       0.614425                 NaN
  1275.64        2500.00                 NaN  0.875492                 NaN  0.704598E-002  0.766846        6.22162        21.1643        46.2158        12.3461        11.7884       0.614432                 NaN
  1272.44        2500.00                 NaN  0.875493                 NaN  0.704553E-002  0.766861        6.22156        21.1641        46.2155        12.3467        11.7883       0.614440                 NaN
  1269.23        2500.00                 NaN  0.875495                 NaN  0.704508E-002  0.766877        6.22151        21.1639        46.2152        12.3474        11.7882       0.614447                 NaN
  1266.03        2500.00                 NaN  0.875496                 NaN  0.704463E-002  0.766892        6.22146        21.1637        46.2149        12.3480        11.7881       0.614455                 NaN
  1262.82        2500.00                 NaN  0.875497                 NaN  0.704418E-002  0.766908        6.22140        21.1635        46.2146        12.3486        11.7880       0.614462                 NaN
  1259.62        2500.00                 NaN  0.875499                 NaN  0.704373E-002  0.766923        6.22135        21.1633        46.2143        12.3492        11.7879       0.614470                 NaN
  1256.41        2500.00                 NaN  0.875232                 NaN  0.691622E-002  0.694061        9.56566        41.7031        22.0596        12.3852        11.9454       0.764783                 NaN
  1253.21        2500.00                 NaN  0.875233                 NaN  0.691578E-002  0.694075        9.56558        41.7028        22.0594        12.3858        11.9453       0.764792                 NaN
  1250.00        2500.00                 NaN  0.875234                 NaN  0.691534E-002  0.694089        9.56549        41.7026        22.0592        12.3865        11.9452       0.764802                 NaN
  1246.79        2500.00                 NaN  0.875235                 NaN  0.691491E-002  0.694103        9.56541        41.7023        22.0590        12.3871        11.9451       0.764811                 NaN
  1243.59        2500.00                 NaN  0.875237                 NaN  0.691447E-002  0.694116        9.56533        41.7021        22.0588        12.3877        11.9450       0.764820                 NaN
  1240.38        2500.00                 NaN  0.875238                 NaN  0.691403E-002  0.694130        9.56524        41.7018        22.0586        12.3883        11.9449       0.764829                 NaN
  1237.18        2500.00                 NaN  0.875239                 NaN  0.691359E-002  0.694144        9.56516        41.7016        22.0584        12.3890        11.9448       0.764839                 NaN
  1233.97        2500.00                 NaN  0.875240                 NaN  0.691316E-002  0.694158        9.56508        41.7013        22.0582        12.3896        11.9447       0.764848                 NaN
  1230.77        2500.00                 NaN  0.875020                 NaN  0.679629E-002  0.641070        12.3946        38.0806        22.6143        12.4366        12.0715       0.879494                 NaN
  1227.56        2500.00                 NaN  0.875021                 NaN  0.679586E-002  0.641083        12.3945        38.0804        22.6141        12.4373        12.0714       0.879504                 NaN
  1224.36        2500.00                 NaN  0.875022                 NaN  0.679543E-002  0.641096        12.3943        38.0802        22.6138        12.4379        12.0713       0.879515                 NaN
  1221.15        2500.00                 NaN  0.875023                 NaN  0.679500E-002  0.641108        12.3942        38.0799        22.6136        12.4385        12.0712       0.879525                 NaN
  1217.95        2500.00                 NaN  0.875024                 NaN  0.679458E-002  0.641121        12.3941        38.0797        22.6134        12.4391        12.0711       0.879536                 NaN
  1214.74        2500.00                 NaN  0.875025                 NaN  0.679415E-002  0.641133        12.3940        38.0795        22.6132        12.4398        12.0710       0.879546                 NaN
  1211.54        2500.00                 NaN  0.875026                 NaN  0.679372E-002  0.641146        12.3939        38.0793        22.6130        12.4404        12.0709       0.879557                 NaN
  1208.33        2500.00                 NaN  0.875027                 NaN  0.679330E-002  0.641158        12.3938        38.0791        22.6127        12.4410        12.0708       0.879567                 NaN
  1205.13        2500.00                 NaN  0.874849                 NaN  0.668423E-002  0.603252        14.8451        22.9699        35.0667        12.4956        12.1728       0.965177                 NaN
  1201.92        2500.00                 NaN  0.874849                 NaN  0.668381E-002  0.603264        14.8449        22.9697        35.0665        12.4962        12.1727       0.965188                 NaN
  1198.72        2500.00                 NaN  0.874850                 NaN  0.668339E-002  0.603275        14.8448        22.9694        35.0663        12.4968        12.1726       0.965200                 NaN
  1195.51        2500.00                 NaN  0.874851                 NaN  0.668298E-002  0.603287        14.8447        22.9692        35.0661        12.4975        12.1725       0.965211                 NaN
  1192.31        2500.00                 NaN  0.874852                 NaN  0.668256E-002  0.603299        14.8446        22.9690        35.0659        12.4981        12.1724       0.965222                 NaN
  1189.10        2500.00                 NaN  0.874852                 NaN  0.668214E-002  0.603310        14.8444        22.9688        35.0657        12.4987        12.1723       0.965234                 NaN
  1185.90        2500.00                 NaN  0.874853                 NaN  0.668173E-002  0.603322        14.8443        22.9685        35.0655        12.4993        12.1722       0.965245                 NaN
  1182.69        2500.00                 NaN  0.874854                 NaN  0.668131E-002  0.603333        14.8442        22.9683        35.0653        12.5000        12.1721       0.965256                 NaN
  1179.49        2500.00                 NaN  0.874710                 NaN  0.657877E-002  0.578380        16.9880        23.1800        32.5322        12.5607        12.2528        1.02655                 NaN
  1176.28        2500.00                 NaN  0.874710                 NaN  0.657836E-002  0.578391        16.9879        23.1798        32.5320        12.5614        12.2527        1.02656                 NaN
  1173.08        2500.00                 NaN  0.874711                 NaN  0.657796E-002  0.578402        16.9877        23.1795        32.5318        12.5620        12.2526        1.02657                 NaN
  1169.87        2500.00                 NaN  0.874711                 NaN  0.657755E-002  0.578413        16.9876        23.1793        32.5317        12.5626        12.2525        1.02659                 NaN
  1166.67        2500.00                 NaN  0.874712                 NaN  0.657714E-002  0.578424        16.9875        23.1791        32.5315        12.5633        12.2524        1.02660                 NaN
  1163.46        2500.00                 NaN  0.874712                 NaN  0.657673E-002  0.578435        16.9873        23.1788        32.5313        12.5639        12.2523        1.02661                 NaN
  1160.26        2500.00                 NaN  0.874713                 NaN  0.657633E-002  0.578446        16.9872        23.1786        32.5312        12.5645        12.2522        1.02662                 NaN
  1157.05        2500.00                 NaN  0.874713                 NaN  0.657592E-002  0.578457        16.9870        23.1784        32.5310        12.5651        12.2521        1.02663                 NaN
  1153.85        2500.00                 NaN  0.874603                 NaN  0.647833E-002  0.563935        18.9055        23.3061        30.3325        12.6296        12.3145        1.06675                 NaN
  1150.64        2500.00                 NaN  0.874603                 NaN  0.647793E-002  0.563945        18.9054        23.3059        30.3323        12.6302        12.3144        1.06677                 NaN
  1147.44        2500.00                 NaN  0.874603                 NaN  0.647753E-002  0.563956        18.9052        23.3056        30.3322        12.6308        12.3143        1.06678                 NaN
  1144.23        2500.00                 NaN  0.874604                 NaN  0.647713E-002  0.563966        18.9051        23.3054        30.3320        12.6315        12.3142        1.06679                 NaN
  1141.03        2500.00                 NaN  0.874604                 NaN  0.647673E-002  0.563977        18.9049        23.3052        30.3319        12.6321        12.3141        1.06680                 NaN
  1137.82        2500.00                 NaN  0.874604                 NaN  0.647633E-002  0.563987        18.9048        23.3049        30.3317        12.6327        12.3140        1.06681                 NaN
  1134.62        2500.00                 NaN  0.874604                 NaN  0.647594E-002  0.563998        18.9046        23.3047        30.3316        12.6333        12.3139        1.06683                 NaN
  1131.41        2500.00                 NaN  0.874604                 NaN  0.647554E-002  0.564008        18.9044        23.3045        30.3314        12.6340        12.3138        1.06684                 NaN
  1128.21        2500.00                 NaN  0.874521                 NaN  0.638226E-002  0.558857        20.6323        23.3615        28.4147        12.7039        12.3604        1.08745                 NaN
  1125.00        2500.00                 NaN  0.874521                 NaN  0.638187E-002  0.558867        20.6322        23.3613        28.4145        12.7045        12.3603        1.08746                 NaN
  1121.79        2500.00                 NaN  0.874521                 NaN  0.638147E-002  0.558878        20.6320        23.3610        28.4144        12.7051        12.3602        1.08747                 NaN
  1118.59        2500.00                 NaN  0.874521                 NaN  0.638108E-002  0.558888        20.6318        23.3608        28.4143        12.7058        12.3600        1.08749                 NaN
  1115.38        2500.00                 NaN  0.874521                 NaN  0.638069E-002  0.558898        20.6317        23.3606        28.4141        12.7064        12.3599        1.08750                 NaN
  1112.18        2500.00                 NaN  0.874521                 NaN  0.638030E-002  0.558908        20.6315        23.3603        28.4140        12.7070        12.3598        1.08751                 NaN
  1108.97        2500.00                 NaN  0.874521                 NaN  0.637991E-002  0.558918        20.6313        23.3601        28.4139        12.7077        12.3597        1.08752                 NaN
  1105.77        2500.00                 NaN  0.874521                 NaN  0.637952E-002  0.558929        20.6312        23.3598        28.4137        12.7083        12.3596        1.08754                 NaN
  1102.56        2500.00                 NaN  0.874465                 NaN  0.628936E-002  0.561712        22.2201        26.6979        23.3753        12.7827        12.3917        1.08967                 NaN
  1099.36        2500.00                 NaN  0.874464                 NaN  0.628897E-002  0.561722        22.2199        26.6978        23.3751        12.7834        12.3916        1.08969                 NaN
  1096.15        2500.00                 NaN  0.874464                 NaN  0.628859E-002  0.561733        22.2197        26.6977        23.3748        12.7840        12.3915        1.08970                 NaN
  1092.95        2500.00                 NaN  0.874464                 NaN  0.628821E-002  0.561743        22.2196        26.6976        23.3746        12.7846        12.3914        1.08971                 NaN
  1089.74        2500.00                 NaN  0.874446                 NaN  0.624444E-002  0.566004        22.9693        23.3692        25.9048        12.8237        12.4021        1.08406                 NaN
  1086.54        2500.00                 NaN  0.874445                 NaN  0.624406E-002  0.566014        22.9691        23.3690        25.9047        12.8244        12.4020        1.08407                 NaN
  1083.33        2500.00                 NaN  0.874439                 NaN  0.622220E-002  0.568802        23.3346        23.3638        25.5220        12.8446        12.4061        1.07953                 NaN
  1080.13        2500.00                 NaN  0.874436                 NaN  0.621122E-002  0.570380        23.5140        23.3605        25.3353        12.8554        12.4076       0.929157       0.146976     
  1076.92        2500.00                 NaN  0.874430                 NaN  0.620022E-002  0.572024        23.6916        25.1513        23.3569        12.8662        12.4091                 NaN   1.07232     
  1073.72        2500.00                 NaN  0.874430                 NaN  0.619984E-002  0.572034        23.6914        25.1512        23.3567        12.8668        12.4090                 NaN   1.07231     
  1070.51        2500.00                 NaN  0.874430                 NaN  0.619947E-002  0.572045        23.6912        25.1511        23.3564        12.8675        12.4089                 NaN   1.07229     
  1067.31        2500.00                 NaN  0.874429                 NaN  0.619910E-002  0.572055        23.6910        25.1510        23.3562        12.8681        12.4088                 NaN   1.07226     
  1064.10        2500.00                 NaN  0.874429                 NaN  0.619872E-002  0.572065        23.6908        25.1509        23.3560        12.8688        12.4086                 NaN   1.07224     
  1060.90        2500.00                 NaN  0.874429                 NaN  0.619835E-002  0.572076        23.6906        25.1508        23.3557        12.8694        12.4085                 NaN   1.07222     
  1057.69        2500.00                 NaN  0.874429                 NaN  0.619798E-002  0.572086        23.6904        25.1507        23.3555        12.8700        12.4084                 NaN   1.07220     
  1054.49        2500.00                 NaN  0.874428                 NaN  0.619760E-002  0.572096        23.6903        25.1506        23.3553        12.8707        12.4083                 NaN   1.07217     
  1051.28        2500.00                 NaN  0.874390                 NaN  0.610954E-002  0.589689        25.0764        23.3155        23.7062        12.9362        12.4212                 NaN   1.07431     
  1048.08        2500.00                 NaN  0.874390                 NaN  0.610918E-002  0.589700        25.0762        23.3153        23.7061        12.9368        12.4211                 NaN   1.07428     
  1044.87        2500.00                 NaN  0.874390                 NaN  0.610881E-002  0.589710        25.0760        23.3150        23.7060        12.9375        12.4210                 NaN   1.07426     
  1041.67        2500.00                 NaN  0.874389                 NaN  0.610844E-002  0.589721        25.0758        23.3148        23.7059        12.9381        12.4209                 NaN   1.07423     
  1038.46        2500.00                 NaN  0.874389                 NaN  0.610808E-002  0.589731        25.0756        23.3146        23.7059        12.9387        12.4208                 NaN   1.07421     
  1035.26        2500.00                 NaN  0.874388                 NaN  0.610771E-002  0.589741        25.0754        23.3143        23.7058        12.9394        12.4207                 NaN   1.07418     
  1032.05        2500.00                 NaN  0.874388                 NaN  0.610735E-002  0.589752        25.0752        23.3141        23.7057        12.9400        12.4206                 NaN   1.07416     
  1028.85        2500.00                 NaN  0.874387                 NaN  0.610698E-002  0.589762        25.0750        23.3139        23.7056        12.9407        12.4205                 NaN   1.07413     
  1025.64        2500.00                 NaN  0.874360                 NaN  0.602041E-002  0.614582        26.3827        22.3669        23.2551        13.0043        12.4234                 NaN   1.07265     
  1022.44        2500.00                 NaN  0.874360                 NaN  0.602005E-002  0.614592        26.3825        22.3669        23.2549        13.0049        12.4232                 NaN   1.07263     
  1019.23        2500.00                 NaN  0.874359                 NaN  0.601969E-002  0.614603        26.3823        22.3668        23.2546        13.0055        12.4231                 NaN   1.07260     
  1016.03        2500.00                 NaN  0.874358                 NaN  0.601933E-002  0.614614        26.3821        22.3667        23.2544        13.0062        12.4230                 NaN   1.07258     
  1012.82        2500.00                 NaN  0.874358                 NaN  0.601897E-002  0.614624        26.3819        22.3667        23.2541        13.0068        12.4229                 NaN   1.07255     
  1009.62        2500.00                 NaN  0.874357                 NaN  0.601862E-002  0.614635        26.3817        22.3666        23.2539        13.0075        12.4228                 NaN   1.07253     
  1006.41        2500.00                 NaN  0.874356                 NaN  0.601826E-002  0.614646        26.3815        22.3665        23.2537        13.0081        12.4227                 NaN   1.07250     
  1003.21        2500.00                 NaN  0.874355                 NaN  0.601790E-002  0.614656        26.3813        22.3665        23.2534        13.0087        12.4226                 NaN   1.07248     
  1000.00        2500.00                 NaN  0.874338                 NaN  0.593231E-002  0.646351        27.6240        23.1786        21.1155        13.0708        12.4164                 NaN   1.06817     
