|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1522.66        500.000        99.4328       0.567190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.31        500.000        99.4371       0.562863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000        99.4410       0.558959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.59        500.000        99.7483       0.251721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.23        500.000        99.1428       0.810927       0.414216E-001  0.482249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.88        500.000        99.4579       0.541023       0.107210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.52        500.000        99.4547       0.545281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        500.000        99.4539       0.546055       0.874787E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.80        500.000        99.4315       0.419817                 NaN            NaN  0.148684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.45        500.000        99.3989       0.296290                 NaN            NaN  0.304760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.09        500.000        99.3332       0.538473E-001            NaN            NaN  0.612913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.3348       0.516809E-001            NaN            NaN  0.613513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.37        500.000        99.3366       0.491747E-001            NaN            NaN  0.614243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.02        500.000        99.3379       0.467719E-001            NaN            NaN  0.615341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.66        500.000        99.3393       0.443634E-001            NaN            NaN  0.616353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        500.000        99.3405       0.415323E-001            NaN            NaN  0.618010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.94        500.000        99.3404       0.395428E-001            NaN            NaN  0.620025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.59        500.000        99.3432       0.364646E-001            NaN            NaN  0.620287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.23        500.000        99.3431       0.330494E-001            NaN            NaN  0.623880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        500.000        99.3435       0.302905E-001            NaN            NaN  0.626185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.51        500.000        99.3426       0.274178E-001            NaN            NaN  0.629958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.16        500.000        99.3436       0.241118E-001            NaN            NaN  0.632316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.80        500.000        99.3402       0.216514E-001            NaN            NaN  0.638099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        500.000        99.3440       0.163264E-001            NaN            NaN  0.639666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.08        500.000        99.3398       0.131764E-001            NaN            NaN  0.647040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3400       0.918456E-002            NaN            NaN  0.650799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.37        500.000        99.2299       0.469390E-002            NaN            NaN  0.765369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.01        500.000        99.8524                 NaN            NaN            NaN  0.147566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        500.000        98.9134       0.291205E-002            NaN            NaN   1.08364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.29        500.000        99.3251                 NaN            NaN            NaN  0.674853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.94        500.000        98.8883       0.838112E-001  0.254722E-001  0.240732E-001  0.978384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000        98.9080       0.123453E-001            NaN            NaN  0.367764       0.711851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.22        500.000        98.9116       0.268116E-002            NaN            NaN  0.632839       0.452860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.86        500.000        97.7410       0.101206                 NaN            NaN  0.840889        1.31487                 NaN            NaN  0.199241E-002            NaN            NaN            NaN            NaN
  1476.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.15        500.000        99.0725                 NaN            NaN            NaN  0.536877       0.388985                 NaN            NaN  0.161730E-002            NaN            NaN            NaN            NaN
  1473.79        500.000        98.9521                 NaN            NaN            NaN  0.437753       0.609642                 NaN            NaN  0.550489E-003            NaN            NaN            NaN            NaN
  1472.43        500.000        98.9631                 NaN            NaN            NaN  0.601428       0.433796                 NaN            NaN  0.171908E-002            NaN            NaN            NaN            NaN
  1471.08        500.000        98.9718                 NaN            NaN            NaN  0.431115       0.593209                 NaN            NaN  0.386278E-002            NaN            NaN            NaN            NaN
  1469.72        500.000        98.9824                 NaN            NaN            NaN  0.587379       0.426512                 NaN            NaN  0.375480E-002            NaN            NaN            NaN            NaN
  1468.36        500.000        98.9922                 NaN            NaN            NaN  0.581981       0.422133                 NaN            NaN  0.364739E-002            NaN            NaN            NaN            NaN
  1467.00        500.000        99.0023                 NaN            NaN            NaN  0.576702       0.417494                 NaN            NaN  0.353600E-002            NaN            NaN            NaN            NaN
  1465.65        500.000        99.0132                 NaN            NaN            NaN  0.570763       0.412587                 NaN            NaN  0.343669E-002            NaN            NaN            NaN            NaN
  1464.29        500.000        99.0232                 NaN            NaN            NaN  0.408139       0.565318                 NaN            NaN  0.332654E-002            NaN            NaN            NaN            NaN
  1462.93        500.000        99.0323                 NaN            NaN            NaN  0.403964       0.560556                 NaN            NaN  0.322100E-002            NaN            NaN            NaN            NaN
  1461.57        500.000        99.0424                 NaN            NaN            NaN  0.399534       0.554933                 NaN            NaN  0.313056E-002            NaN            NaN            NaN            NaN
  1460.22        500.000        99.0515                 NaN            NaN            NaN  0.395456       0.549982                 NaN            NaN  0.302599E-002            NaN            NaN            NaN            NaN
  1458.86        500.000        99.0596                 NaN            NaN            NaN  0.545344       0.392100                 NaN            NaN  0.293472E-002            NaN            NaN            NaN            NaN
  1457.50        500.000        99.0716                 NaN            NaN            NaN  0.386682       0.538838                 NaN            NaN  0.283142E-002            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0790                 NaN            NaN            NaN  0.383213       0.535036                 NaN            NaN  0.276160E-002            NaN            NaN            NaN            NaN
  1454.79        500.000        99.0879                 NaN            NaN            NaN  0.379151       0.530290                 NaN            NaN  0.266393E-002            NaN            NaN            NaN            NaN
  1453.43        500.000        99.0953                 NaN            NaN  0.519282E-003  0.374673       0.526919                 NaN            NaN  0.256577E-002            NaN            NaN            NaN            NaN
  1452.07        500.000        99.0925                 NaN            NaN  0.116167E-001  0.540944       0.352846                 NaN            NaN  0.213339E-002            NaN            NaN            NaN            NaN
  1450.71        500.000        99.1012                 NaN            NaN  0.114180E-001  0.349615       0.535727                 NaN            NaN  0.205973E-002            NaN            NaN            NaN            NaN
  1449.36        500.000        99.1091                 NaN            NaN  0.110717E-001  0.531196       0.346601                 NaN            NaN  0.199261E-002            NaN            NaN            NaN            NaN
  1448.00        500.000        99.1210                 NaN            NaN  0.107375E-001  0.342699       0.523637                 NaN            NaN  0.192211E-002            NaN            NaN            NaN            NaN
  1446.64        500.000        99.1276                 NaN            NaN  0.105225E-001  0.519935       0.340124                 NaN            NaN  0.185523E-002            NaN            NaN            NaN            NaN
  1445.28        500.000        99.1363                 NaN            NaN  0.101860E-001  0.514856       0.336897                 NaN            NaN  0.178749E-002            NaN            NaN            NaN            NaN
  1443.93        500.000        98.8681                 NaN            NaN  0.129616E-001  0.441415       0.675249                 NaN            NaN  0.225576E-002            NaN            NaN            NaN            NaN
  1442.57        500.000        99.4302                 NaN            NaN  0.642059E-002  0.222690       0.339544                 NaN            NaN  0.111320E-002            NaN            NaN            NaN            NaN
  1441.21        500.000        99.1577                 NaN            NaN  0.947235E-002  0.329123       0.502143                 NaN            NaN  0.159826E-002            NaN            NaN            NaN            NaN
  1439.85        500.000        99.1717                 NaN            NaN  0.899675E-002  0.493939       0.323815                 NaN            NaN  0.153509E-002            NaN            NaN            NaN            NaN
  1438.49        500.000        99.1765                 NaN            NaN  0.877228E-002  0.322008       0.491203                 NaN            NaN  0.147751E-002            NaN            NaN            NaN            NaN
  1437.14        500.000        99.1844                 NaN            NaN  0.847362E-002  0.318996       0.486669                 NaN            NaN  0.141606E-002            NaN            NaN            NaN            NaN
  1435.78        500.000        99.1915                 NaN            NaN  0.820957E-002  0.482488       0.316410                 NaN            NaN  0.136175E-002            NaN            NaN            NaN            NaN
  1434.42        500.000        99.1991                 NaN            NaN  0.793942E-002  0.478077       0.313592                 NaN            NaN  0.130597E-002            NaN            NaN            NaN            NaN
  1433.06        500.000        99.2072                 NaN            NaN  0.770238E-002  0.473438       0.310429                 NaN            NaN  0.124878E-002            NaN            NaN            NaN            NaN
  1431.71        500.000        99.2137                 NaN            NaN  0.744954E-002  0.469692       0.307927                 NaN            NaN  0.119524E-002            NaN            NaN            NaN            NaN
  1430.35        500.000        99.2180                 NaN            NaN  0.734073E-002  0.305928       0.467628                 NaN            NaN  0.114648E-002            NaN            NaN            NaN            NaN
  1428.99        500.000        99.2311                 NaN            NaN  0.686949E-002  0.301788       0.459182                 NaN            NaN  0.109471E-002            NaN            NaN            NaN            NaN
  1427.63        500.000        99.2346                 NaN            NaN  0.673474E-002  0.457522       0.300074                 NaN            NaN  0.104392E-002            NaN            NaN            NaN            NaN
  1426.28        500.000        97.9923                 NaN            NaN  0.642883E-001  0.713847       0.701698                 NaN            NaN            NaN  0.527833                 NaN            NaN            NaN
  1424.92        500.000        97.7260                 NaN            NaN  0.770508E-001  0.760035       0.786798                 NaN            NaN            NaN  0.650139                 NaN            NaN            NaN
  1423.56        500.000        97.7819                 NaN            NaN  0.747768E-001  0.742242       0.766429                 NaN            NaN            NaN  0.634698                 NaN            NaN            NaN
  1422.20        500.000        97.8485                 NaN            NaN  0.718971E-001  0.743917       0.720181                 NaN            NaN            NaN  0.615550                 NaN            NaN            NaN
  1420.85        500.000        97.9010                 NaN            NaN  0.697321E-001  0.725191       0.703205                 NaN            NaN            NaN  0.600856                 NaN            NaN            NaN
  1419.49        500.000        97.9544                 NaN            NaN  0.674376E-001  0.706644       0.685797                 NaN            NaN            NaN  0.585755                 NaN            NaN            NaN
  1418.13        500.000        98.0063                 NaN            NaN  0.653116E-001  0.668593       0.688712                 NaN            NaN            NaN  0.571089                 NaN            NaN            NaN
  1416.77        500.000        98.0550                 NaN            NaN  0.633424E-001  0.671860       0.652643                 NaN            NaN            NaN  0.557197                 NaN            NaN            NaN
  1415.42        500.000        98.1028                 NaN            NaN  0.612799E-001  0.637098       0.655117                 NaN            NaN            NaN  0.543711                 NaN            NaN            NaN
  1414.06        500.000        98.1469                 NaN            NaN  0.593775E-001  0.622468       0.640024                 NaN            NaN            NaN  0.531183                 NaN            NaN            NaN
  1412.70        500.000        98.1898                 NaN            NaN  0.575856E-001  0.624901       0.608650                 NaN            NaN            NaN  0.519048                 NaN            NaN            NaN
  1411.34        500.000        98.2310                 NaN            NaN  0.557885E-001  0.611362       0.594566                 NaN            NaN            NaN  0.507241                 NaN            NaN            NaN
  1409.99        500.000        98.2713                 NaN            NaN  0.541788E-001  0.581881       0.596748                 NaN            NaN            NaN  0.495913                 NaN            NaN            NaN
  1408.63        500.000        98.3095                 NaN            NaN  0.525580E-001  0.568944       0.583872                 NaN            NaN            NaN  0.485081                 NaN            NaN            NaN
  1407.27        500.000        98.3461                 NaN            NaN  0.509847E-001  0.556873       0.571505                 NaN            NaN            NaN  0.474493                 NaN            NaN            NaN
  1405.91        500.000        98.3808                 NaN            NaN  0.497333E-001  0.545326       0.559353                 NaN            NaN            NaN  0.464772                 NaN            NaN            NaN
  1404.56        500.000        98.4166                 NaN            NaN  0.478935E-001  0.547824       0.533279                 NaN            NaN            NaN  0.454359                 NaN            NaN            NaN
  1403.20        500.000        98.4486                 NaN            NaN  0.466044E-001  0.536823       0.522747                 NaN            NaN            NaN  0.445273                 NaN            NaN            NaN
  1401.84        500.000        98.4802                 NaN            NaN  0.452320E-001  0.512211       0.526106                 NaN            NaN            NaN  0.436228                 NaN            NaN            NaN
  1400.48        500.000        98.5101                 NaN            NaN  0.439476E-001  0.515963       0.502352                 NaN            NaN            NaN  0.427655                 NaN            NaN            NaN
  1399.13        500.000        98.5410                 NaN            NaN  0.426580E-001  0.505903       0.491625                 NaN            NaN            NaN  0.418798                 NaN            NaN            NaN
  1397.77        500.000        98.5687                 NaN            NaN  0.414049E-001  0.496654       0.482529                 NaN            NaN            NaN  0.410741                 NaN            NaN            NaN
  1396.41        500.000        98.5958                 NaN            NaN  0.404141E-001  0.487174       0.473491                 NaN            NaN            NaN  0.403121                 NaN            NaN            NaN
  1395.05        500.000        98.6249                 NaN            NaN  0.390293E-001  0.463525       0.477896                 NaN            NaN            NaN  0.394680                 NaN            NaN            NaN
  1393.69        500.000        98.6494                 NaN            NaN  0.379477E-001  0.455253       0.469763                 NaN            NaN            NaN  0.387673                 NaN            NaN            NaN
  1392.34        500.000        98.6742                 NaN            NaN  0.369753E-001  0.447010       0.461328                 NaN            NaN            NaN  0.380469                 NaN            NaN            NaN
  1390.98        500.000        98.6989                 NaN            NaN  0.358615E-001  0.453401       0.438459                 NaN            NaN            NaN  0.373375                 NaN            NaN            NaN
  1389.62        500.000        98.7204                 NaN            NaN  0.348656E-001  0.430942       0.446556                 NaN            NaN            NaN  0.367228                 NaN            NaN            NaN
  1388.26        500.000        98.7470                 NaN            NaN  0.337310E-001  0.422003       0.437885                 NaN            NaN            NaN  0.359417                 NaN            NaN            NaN
  1386.91        500.000        98.7669                 NaN            NaN  0.328181E-001  0.415314       0.431232                 NaN            NaN            NaN  0.353734                 NaN            NaN            NaN
  1385.55        500.000        98.7865                 NaN            NaN  0.318411E-001  0.425212       0.408425                 NaN            NaN            NaN  0.347986                 NaN            NaN            NaN
  1384.19        500.000        98.8120                 NaN            NaN  0.308439E-001  0.399897       0.416743                 NaN            NaN            NaN  0.340555                 NaN            NaN            NaN
  1382.83        500.000        98.8299                 NaN            NaN  0.300393E-001  0.393666       0.410999                 NaN            NaN            NaN  0.335417                 NaN            NaN            NaN
  1381.48        500.000        98.8498                 NaN            NaN  0.291971E-001  0.404498       0.386795                 NaN            NaN            NaN  0.329691                 NaN            NaN            NaN
  1380.12        500.000        98.8688                 NaN            NaN  0.282966E-001  0.380162       0.398639                 NaN            NaN            NaN  0.324133                 NaN            NaN            NaN
  1378.76        500.000        98.8880                 NaN            NaN  0.274816E-001  0.373431       0.392496                 NaN            NaN            NaN  0.318564                 NaN            NaN            NaN
  1377.40        500.000        98.9048                 NaN            NaN  0.267274E-001  0.367583       0.387292                 NaN            NaN            NaN  0.313608                 NaN            NaN            NaN
  1376.05        500.000        98.9240                 NaN            NaN  0.258182E-001  0.361058       0.381084                 NaN            NaN            NaN  0.308040                 NaN            NaN            NaN
  1374.69        500.000        98.9381                 NaN            NaN  0.252317E-001  0.356018       0.376502                 NaN            NaN            NaN  0.304182                 NaN            NaN            NaN
  1373.33        500.000        98.9599                 NaN            NaN  0.242192E-001  0.369735       0.348635                 NaN            NaN            NaN  0.297468                 NaN            NaN            NaN
  1371.97        500.000        98.9735                 NaN            NaN  0.235282E-001  0.343591       0.365804                 NaN            NaN            NaN  0.293599                 NaN            NaN            NaN
  1370.62        500.000        98.9899                 NaN            NaN  0.227525E-001  0.360827       0.337799                 NaN            NaN            NaN  0.288697                 NaN            NaN            NaN
  1369.26        500.000        99.0048                 NaN            NaN  0.219855E-001  0.332394       0.356449                 NaN            NaN            NaN  0.284372                 NaN            NaN            NaN
  1367.90        500.000        99.0204                 NaN            NaN  0.213534E-001  0.326945       0.351466                 NaN            NaN            NaN  0.279826                 NaN            NaN            NaN
  1366.54        500.000        99.0337                 NaN            NaN  0.206861E-001  0.322011       0.347669                 NaN            NaN            NaN  0.275906                 NaN            NaN            NaN
  1365.19        500.000        99.0503                 NaN            NaN  0.198564E-001  0.342582       0.316254                 NaN            NaN            NaN  0.270984                 NaN            NaN            NaN
  1363.83        500.000        99.0632                 NaN            NaN  0.193025E-001  0.338545       0.311685                 NaN            NaN            NaN  0.267311                 NaN            NaN            NaN
  1362.47        500.000        99.0771                 NaN            NaN  0.186107E-001  0.306692       0.334500                 NaN            NaN            NaN  0.263128                 NaN            NaN            NaN
  1361.11        500.000        99.0904                 NaN            NaN  0.179755E-001  0.301826       0.330517                 NaN            NaN            NaN  0.259241                 NaN            NaN            NaN
  1359.76        500.000        99.1031                 NaN            NaN  0.173736E-001  0.297138       0.326823                 NaN            NaN            NaN  0.255536                 NaN            NaN            NaN
  1358.40        500.000        99.1160                 NaN            NaN  0.166608E-001  0.292493       0.323168                 NaN            NaN            NaN  0.251689                 NaN            NaN            NaN
  1357.04        500.000        99.1279                 NaN            NaN  0.159527E-001  0.319873       0.288089                 NaN            NaN            NaN  0.248180                 NaN            NaN            NaN
  1355.68        500.000        99.1405                 NaN            NaN  0.154332E-001  0.316127       0.283483                 NaN            NaN            NaN  0.244466                 NaN            NaN            NaN
  1354.33        500.000        99.1527                 NaN            NaN  0.149058E-001  0.312454       0.279076                 NaN            NaN            NaN  0.240856                 NaN            NaN            NaN
  1352.97        500.000        99.1644                 NaN            NaN  0.142421E-001  0.309403       0.274577                 NaN            NaN            NaN  0.237392                 NaN            NaN            NaN
  1351.61        500.000        99.1757                 NaN            NaN  0.136638E-001  0.306165       0.270378                 NaN            NaN            NaN  0.234052                 NaN            NaN            NaN
  1350.25        500.000        99.0657                 NaN            NaN  0.155806E-001  0.303539       0.351075                 NaN            NaN            NaN  0.264097                 NaN            NaN            NaN
  1348.90        500.000        99.3150                 NaN            NaN  0.970289E-002  0.222811       0.258041                 NaN            NaN            NaN  0.194411                 NaN            NaN            NaN
  1347.54        500.000        99.2121                 NaN            NaN  0.118085E-001  0.256884       0.296109                 NaN            NaN            NaN  0.223114                 NaN            NaN            NaN
  1346.18        500.000        99.2159                 NaN            NaN  0.115514E-001  0.295095       0.255173                 NaN            NaN            NaN  0.222287                 NaN            NaN            NaN
  1344.82        500.000        99.2307                 NaN            NaN  0.107479E-001  0.249849       0.291069                 NaN            NaN            NaN  0.217636                 NaN            NaN            NaN
  1343.46        500.000        99.2381                 NaN            NaN  0.103034E-001  0.289184       0.246828                 NaN            NaN            NaN  0.215536                 NaN            NaN            NaN
  1342.11        500.000        99.2476                 NaN            NaN  0.980605E-002  0.286551       0.243273                 NaN            NaN            NaN  0.212726                 NaN            NaN            NaN
  1340.75        500.000        99.2572                 NaN            NaN  0.920014E-002  0.284355       0.239433                 NaN            NaN            NaN  0.209831                 NaN            NaN            NaN
  1339.39        500.000        99.2669                 NaN            NaN  0.872357E-002  0.281770       0.235638                 NaN            NaN            NaN  0.207011                 NaN            NaN            NaN
  1338.03        500.000        99.2749                 NaN            NaN  0.827240E-002  0.232323       0.279947                 NaN            NaN            NaN  0.204548                 NaN            NaN            NaN
  1336.68        500.000        99.2851                 NaN            NaN  0.765283E-002  0.277201       0.228497                 NaN            NaN            NaN  0.201518                 NaN            NaN            NaN
  1335.32        500.000        99.2927                 NaN            NaN  0.724406E-002  0.225191       0.275428                 NaN            NaN            NaN  0.199431                 NaN            NaN            NaN
  1333.96        500.000        89.7566                 NaN            NaN  0.140959        2.41132        4.73705                 NaN            NaN            NaN   2.95408                 NaN            NaN            NaN
  1332.60        500.000        99.4945                 NaN            NaN  0.593676E-002  0.135239       0.219484                 NaN            NaN            NaN  0.144840                 NaN            NaN            NaN
  1331.25        500.000        99.5763                 NaN            NaN  0.461004E-002  0.183917       0.113876                 NaN            NaN            NaN  0.121325                 NaN            NaN            NaN
  1329.89        500.000        99.6354                 NaN            NaN  0.366619E-002  0.983836E-001  0.158272                 NaN            NaN            NaN  0.104318                 NaN            NaN            NaN
  1328.53        500.000        99.6780                 NaN            NaN  0.300050E-002  0.139627       0.872968E-001            NaN            NaN            NaN  0.920625E-001            NaN            NaN            NaN
  1327.17        500.000        99.7130                 NaN            NaN  0.241052E-002  0.124481       0.781270E-001            NaN            NaN            NaN  0.819369E-001            NaN            NaN            NaN
  1325.82        500.000        99.7442                 NaN            NaN  0.190561E-002  0.701839E-001  0.110823                 NaN            NaN            NaN  0.728844E-001            NaN            NaN            NaN
  1324.46        500.000        99.7631                 NaN            NaN  0.155883E-002  0.102800       0.651378E-001            NaN            NaN            NaN  0.674430E-001            NaN            NaN            NaN
  1323.10        500.000        99.7805                 NaN            NaN  0.129694E-002  0.607523E-001  0.950306E-001            NaN            NaN            NaN  0.624070E-001            NaN            NaN            NaN
  1321.74        500.000        99.7970                 NaN            NaN  0.995056E-003  0.564568E-001  0.879310E-001            NaN            NaN            NaN  0.575723E-001            NaN            NaN            NaN
  1320.39        500.000        99.8073                 NaN            NaN  0.797610E-003  0.835348E-001  0.537367E-001            NaN            NaN            NaN  0.546310E-001            NaN            NaN            NaN
  1319.03        500.000        99.8188                 NaN            NaN  0.607165E-003  0.783128E-001  0.510439E-001            NaN            NaN            NaN  0.512342E-001            NaN            NaN            NaN
  1317.67        500.000        99.8296                 NaN            NaN  0.376305E-003  0.734611E-001  0.485854E-001            NaN            NaN            NaN  0.480237E-001            NaN            NaN            NaN
  1316.31        500.000        99.8356                 NaN            NaN  0.218395E-003  0.470557E-001  0.708964E-001            NaN            NaN            NaN  0.462671E-001            NaN            NaN            NaN
  1314.96        500.000        99.8417                 NaN            NaN  0.802367E-004  0.681254E-001  0.456692E-001            NaN            NaN            NaN  0.444520E-001            NaN            NaN            NaN
  1313.60        500.000        99.8447                 NaN            NaN            NaN  0.450367E-001  0.667237E-001            NaN            NaN            NaN  0.435819E-001            NaN            NaN            NaN
  1312.24        500.000        99.8537                 NaN            NaN            NaN  0.616575E-001  0.438176E-001            NaN            NaN            NaN  0.408650E-001            NaN            NaN            NaN
  1310.88        500.000        99.8546                 NaN            NaN            NaN  0.439463E-001  0.608618E-001            NaN            NaN            NaN  0.405947E-001            NaN            NaN            NaN
  1309.53        500.000        99.8588                 NaN            NaN            NaN  0.438024E-001  0.581357E-001            NaN            NaN            NaN  0.392872E-001            NaN            NaN            NaN
  1308.17        500.000        99.8586                 NaN            NaN            NaN  0.440524E-001  0.579858E-001            NaN            NaN            NaN  0.393488E-001            NaN            NaN            NaN
  1306.81        500.000        99.8618                 NaN            NaN            NaN  0.446842E-001  0.552570E-001            NaN            NaN            NaN  0.382693E-001            NaN            NaN            NaN
  1305.45        500.000        99.8613                 NaN            NaN            NaN  0.457817E-001  0.545557E-001            NaN            NaN            NaN  0.383407E-001            NaN            NaN            NaN
  1304.10        500.000        99.8610                 NaN            NaN  0.792717E-004  0.477284E-001  0.529138E-001            NaN            NaN            NaN  0.382761E-001            NaN            NaN            NaN
  1302.74        500.000        99.8585                 NaN            NaN            NaN  0.493561E-001  0.532597E-001            NaN            NaN            NaN  0.389095E-001            NaN            NaN            NaN
  1301.38        500.000        99.6226                 NaN            NaN            NaN  0.144921       0.159875                 NaN            NaN            NaN  0.725718E-001            NaN            NaN            NaN
  1300.02        500.000        99.4632                 NaN            NaN            NaN  0.222259       0.218281                 NaN            NaN            NaN  0.962814E-001            NaN            NaN            NaN
  1298.67        500.000        99.1894                 NaN            NaN            NaN  0.317371       0.352979                 NaN            NaN            NaN  0.140223                 NaN            NaN            NaN
  1297.31        500.000        99.4265                 NaN            NaN            NaN  0.447678                 NaN            NaN            NaN  0.232011E-002  0.123515                 NaN            NaN            NaN
  1295.95        500.000        99.6378                 NaN            NaN            NaN  0.277702                 NaN            NaN            NaN            NaN  0.845087E-001            NaN            NaN            NaN
  1294.59        500.000        99.8314                 NaN            NaN            NaN  0.119043                 NaN            NaN            NaN            NaN  0.495707E-001            NaN            NaN            NaN
  1293.23        500.000        99.7871                 NaN            NaN            NaN  0.910229E-001  0.600128E-001            NaN            NaN            NaN  0.618981E-001            NaN            NaN            NaN
  1291.88        500.000        99.7654                 NaN            NaN            NaN  0.803068E-001  0.861949E-001            NaN            NaN            NaN  0.680804E-001            NaN            NaN            NaN
  1290.52        500.000        99.7611                 NaN            NaN            NaN  0.841116E-001  0.851415E-001            NaN            NaN            NaN  0.696717E-001            NaN            NaN            NaN
  1289.16        500.000        99.7561                 NaN            NaN            NaN  0.837475E-001  0.885882E-001            NaN            NaN            NaN  0.715791E-001            NaN            NaN            NaN
  1287.80        500.000        99.7477                 NaN            NaN            NaN  0.833551E-001  0.944397E-001            NaN            NaN            NaN  0.744768E-001            NaN            NaN            NaN
