|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1847.12        500.000        99.4364                 NaN            NaN            NaN            NaN  0.563646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4359                 NaN            NaN            NaN            NaN  0.564096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4313                 NaN            NaN            NaN            NaN  0.568672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4475                 NaN            NaN            NaN            NaN  0.552499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4424                 NaN            NaN            NaN            NaN  0.557572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4430                 NaN            NaN            NaN            NaN  0.557041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4450                 NaN            NaN            NaN            NaN  0.554978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4460                 NaN            NaN            NaN            NaN  0.553969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4438                 NaN            NaN            NaN            NaN  0.556161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4516                 NaN            NaN            NaN            NaN  0.547940       0.502247E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4434                 NaN            NaN            NaN            NaN  0.548231       0.832399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4320                 NaN            NaN            NaN            NaN  0.558302       0.968191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4623                 NaN            NaN            NaN            NaN  0.528544       0.913691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4333                 NaN            NaN            NaN            NaN  0.557094       0.962212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4440                 NaN            NaN            NaN            NaN  0.546545       0.941963E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3611                 NaN            NaN            NaN            NaN  0.628060       0.108222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5783                 NaN            NaN            NaN            NaN  0.414551       0.714129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3976                 NaN            NaN            NaN            NaN  0.592196       0.101832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4452                 NaN            NaN            NaN            NaN  0.545411       0.937025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4459                 NaN            NaN            NaN            NaN  0.544742       0.933581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4486                 NaN            NaN            NaN            NaN  0.542139       0.925019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.7533                 NaN            NaN            NaN            NaN  0.242536       0.417643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1411                 NaN            NaN            NaN            NaN  0.844516       0.143357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4472                 NaN            NaN            NaN            NaN  0.543610       0.921694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4449                 NaN            NaN            NaN            NaN  0.545828       0.926058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4481                 NaN            NaN            NaN            NaN  0.542733       0.913755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4450                 NaN            NaN            NaN            NaN  0.545817       0.917810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4449                 NaN            NaN            NaN            NaN  0.545953       0.916657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4447                 NaN            NaN            NaN            NaN  0.546221       0.912291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4403                 NaN            NaN            NaN            NaN  0.550566       0.916907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4456                 NaN            NaN            NaN            NaN  0.545366       0.904429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4422                 NaN            NaN            NaN            NaN  0.548741       0.905964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4416                 NaN            NaN            NaN            NaN  0.549399       0.904166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4398                 NaN            NaN            NaN            NaN  0.551153       0.906608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4395                 NaN            NaN            NaN            NaN  0.551466       0.901051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4376                 NaN            NaN            NaN            NaN  0.553354       0.901084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4360                 NaN            NaN            NaN            NaN  0.555043       0.899954E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4358                 NaN            NaN            NaN            NaN  0.555267       0.894992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4242                 NaN            NaN            NaN            NaN  0.566660       0.911463E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4268                 NaN            NaN            NaN            NaN  0.564250       0.899792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4441                 NaN            NaN            NaN            NaN  0.547257       0.867962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4293                 NaN            NaN            NaN            NaN  0.561776       0.889245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4267                 NaN            NaN            NaN            NaN  0.564442       0.888654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4255                 NaN            NaN            NaN            NaN  0.565612       0.887606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4250                 NaN            NaN            NaN            NaN  0.566182       0.884237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4229                 NaN            NaN            NaN            NaN  0.568256       0.882239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4199                 NaN            NaN            NaN            NaN  0.571219       0.883932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4193                 NaN            NaN            NaN            NaN  0.571885       0.879879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4173                 NaN            NaN            NaN            NaN  0.573960       0.877929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4152                 NaN            NaN            NaN            NaN  0.576066       0.875947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4111                 NaN            NaN            NaN            NaN  0.580113       0.877724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4088                 NaN            NaN            NaN            NaN  0.582389       0.878517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4123                 NaN            NaN            NaN            NaN  0.579003       0.865845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4068                 NaN            NaN            NaN            NaN  0.584510       0.871083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4051                 NaN            NaN            NaN            NaN  0.586228       0.869955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4031                 NaN            NaN            NaN            NaN  0.588214       0.867243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4004                 NaN            NaN            NaN            NaN  0.590947       0.866775E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3994                 NaN            NaN            NaN            NaN  0.591982       0.864746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3971                 NaN            NaN            NaN            NaN  0.594313       0.863570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3959                 NaN            NaN            NaN            NaN  0.595464       0.861260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3921                 NaN            NaN            NaN            NaN  0.599291       0.864995E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3938                 NaN            NaN            NaN            NaN  0.597661       0.854814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3887                 NaN            NaN            NaN            NaN  0.602745       0.858359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3893                 NaN            NaN            NaN            NaN  0.602168       0.853690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3859                 NaN            NaN            NaN            NaN  0.605566       0.854564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3861                 NaN            NaN            NaN            NaN  0.605381       0.850484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3829                 NaN            NaN            NaN            NaN  0.608633       0.849950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3824                 NaN            NaN            NaN            NaN  0.609108       0.850448E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3810                 NaN            NaN            NaN            NaN  0.610545       0.847586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3806                 NaN            NaN            NaN            NaN  0.610945       0.843642E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3796                 NaN            NaN            NaN            NaN  0.611958       0.841405E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3766                 NaN            NaN            NaN            NaN  0.614916       0.843537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.3967       0.104623E-001            NaN            NaN            NaN   1.57286       0.199671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000       100.0000                 NaN            NaN            NaN            NaN  0.197734E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.5680                 NaN            NaN            NaN            NaN  0.426150       0.586205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3757                 NaN            NaN            NaN            NaN  0.615983       0.834788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3783                 NaN            NaN            NaN            NaN  0.613436       0.829323E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.6908                 NaN            NaN            NaN            NaN  0.305049       0.412251E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0636                 NaN            NaN            NaN            NaN  0.923962       0.124059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3763                 NaN            NaN            NaN            NaN  0.615440       0.823553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3768                 NaN            NaN            NaN            NaN  0.614997       0.821545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3768                 NaN            NaN            NaN            NaN  0.615000       0.819311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3783                 NaN            NaN            NaN            NaN  0.613583       0.816134E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.8611                 NaN            NaN            NaN            NaN   1.12404       0.148928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.8588                 NaN            NaN            NaN            NaN  0.139320       0.183700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4200                 NaN            NaN            NaN            NaN  0.572417       0.755988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3762                 NaN            NaN            NaN            NaN  0.615705       0.809773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3845                 NaN            NaN            NaN            NaN  0.607492       0.800161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3854                 NaN            NaN            NaN            NaN  0.606651       0.797055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4500                 NaN            NaN            NaN            NaN  0.542907       0.713988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3240                 NaN            NaN            NaN            NaN  0.667289       0.875519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3876                 NaN            NaN            NaN            NaN  0.604447       0.792430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3790                 NaN            NaN            NaN            NaN  0.612951       0.802128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4061                 NaN            NaN            NaN            NaN  0.586232       0.768354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3954                 NaN            NaN            NaN            NaN  0.596765       0.781416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3991                 NaN            NaN            NaN            NaN  0.593175       0.775356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4008                 NaN            NaN            NaN            NaN  0.591518       0.772984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4034                 NaN            NaN            NaN            NaN  0.588902       0.769485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4063                 NaN            NaN            NaN            NaN  0.586080       0.766722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4081                 NaN            NaN            NaN            NaN  0.584222       0.763245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2731                 NaN            NaN            NaN            NaN  0.717863       0.901646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5564                 NaN            NaN            NaN            NaN  0.437425       0.615823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4187                 NaN            NaN            NaN            NaN  0.573763       0.751331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4220                 NaN            NaN            NaN            NaN  0.570531       0.748037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4251                 NaN            NaN            NaN            NaN  0.567506       0.742400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4280                 NaN            NaN            NaN            NaN  0.564569       0.738911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4324                 NaN            NaN            NaN            NaN  0.560251       0.734653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4353                 NaN            NaN            NaN            NaN  0.557430       0.730908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4410                 NaN            NaN            NaN            NaN  0.551754       0.726477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4436                 NaN            NaN            NaN            NaN  0.549170       0.722778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4489                 NaN            NaN            NaN            NaN  0.543938       0.716805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4523                 NaN            NaN            NaN            NaN  0.540614       0.713162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4554                 NaN            NaN            NaN            NaN  0.537480       0.709285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4596                 NaN            NaN            NaN            NaN  0.533383       0.704683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4653                 NaN            NaN            NaN            NaN  0.527731       0.698636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4682                 NaN            NaN            NaN            NaN  0.524800       0.695981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6784       0.277763       0.293672       0.934942E-001            NaN  0.647044       0.959814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.6033                 NaN            NaN            NaN            NaN  0.391489       0.521188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4794                 NaN            NaN            NaN            NaN  0.513761       0.685555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4885                 NaN            NaN            NaN            NaN  0.504799       0.673091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4897                 NaN            NaN            NaN            NaN  0.503619       0.671910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.6350                 NaN            NaN            NaN            NaN  0.360162       0.483568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.3594                 NaN            NaN            NaN            NaN  0.632105       0.844629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5038                 NaN            NaN            NaN            NaN  0.489623       0.657618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5073                 NaN            NaN            NaN            NaN  0.486121       0.653842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5113                 NaN            NaN            NaN            NaN  0.482261       0.647430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5182                 NaN            NaN            NaN            NaN  0.475372       0.641026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5215                 NaN            NaN            NaN            NaN  0.472169       0.637009E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
