|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   2.48266                 NaN            NaN   4.96766                 NaN   7.09249       0.482395        43.5467        41.4281     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.49410                 NaN            NaN   4.94795                 NaN   7.09273       0.483193        43.5468        41.4353     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.49919                 NaN            NaN   4.94178                 NaN   7.09343       0.483068        43.5422        41.4403     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   2.50687                 NaN            NaN   4.93048                 NaN   7.09389       0.483311        43.5390        41.4465     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   2.51450                 NaN            NaN   4.91843                 NaN   7.09424       0.483664        43.5368        41.4524     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.52201                 NaN            NaN   4.90629                 NaN   7.09439       0.484111        43.5349        41.4583     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   2.52946                 NaN            NaN   4.89449                 NaN   7.09469       0.484498        43.5326        41.4643     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.53526                 NaN            NaN   4.88572                 NaN   7.09568       0.484641        43.5296        41.4691     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.54310                 NaN            NaN   4.87321                 NaN   7.09623       0.485031        43.5271        41.4753     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.54831                 NaN            NaN   4.86558                 NaN   7.09616       0.485254        43.5248        41.4799     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.55531                 NaN            NaN   4.85478                 NaN   7.09675       0.485538        43.5220        41.4856     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.56324                 NaN            NaN   4.84307                 NaN   7.09781       0.485720        43.5181        41.4920     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.56991                 NaN            NaN   4.83286                 NaN   7.09841       0.485987        43.5152        41.4976     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   2.58008                 NaN            NaN   4.81884                 NaN   7.10132       0.485972        43.5071        41.5066     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   2.58193                 NaN            NaN   4.81435                 NaN   7.09930       0.486440        43.5101        41.5079     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.58826                 NaN            NaN   4.80490                 NaN   7.10006       0.486675        43.5068        41.5134     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   2.59447                 NaN            NaN   4.79565                 NaN   7.10084       0.486902        43.5033        41.5188     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   2.60057                 NaN            NaN   4.78661                 NaN   7.10165       0.487121        43.4998        41.5243     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.60545                 NaN            NaN   4.77735                 NaN   7.09868       0.488356        43.5024        41.5278     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.63029                 NaN            NaN   4.73541                 NaN   7.10251       0.489327        43.5001        41.5424     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.63337                 NaN            NaN   4.72675                 NaN   7.09852       0.490542        43.5059        41.5449     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.61415                 NaN            NaN   4.75732                 NaN   7.10232       0.490382        43.4947        41.5411     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.64216                 NaN            NaN   4.73609                 NaN   7.11515       0.487180        43.4569        41.5626     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.64204                 NaN            NaN   4.73586                 NaN   7.11508       0.487161        43.4557        41.5642     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.62569                 NaN            NaN   4.76277                 NaN   7.11351       0.486277        43.4559        41.5559     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   2.63062                 NaN            NaN   4.75608                 NaN   7.11467       0.486363        43.4514        41.5609     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   2.63529                 NaN            NaN   4.74998                 NaN   7.11591       0.486417        43.4466        41.5658     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.64153                 NaN            NaN   4.73491                 NaN   7.11484       0.487081        43.4508        41.5708     
