|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   4.05687                 NaN            NaN   6.52496                 NaN   7.32508       0.857630        41.4127        39.8228     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   4.06535                 NaN            NaN   6.51568                 NaN   7.32588       0.857446        41.4096        39.8261     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   4.07807                 NaN            NaN   6.49897                 NaN   7.32647       0.857919        41.4080        39.8306     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   4.09073                 NaN            NaN   6.48135                 NaN   7.32696       0.858587        41.4073        39.8351     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   4.10318                 NaN            NaN   6.46365                 NaN   7.32724       0.859424        41.4071        39.8394     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   4.11553                 NaN            NaN   6.44648                 NaN   7.32766       0.860152        41.4064        39.8438     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   4.12521                 NaN            NaN   6.43341                 NaN   7.32881       0.860446        41.4049        39.8472     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.13819                 NaN            NaN   6.41514                 NaN   7.32950       0.861183        41.4041        39.8519     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   4.14690                 NaN            NaN   6.40370                 NaN   7.32955       0.861618        41.4034        39.8549     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   4.15853                 NaN            NaN   6.38780                 NaN   7.33027       0.862164        41.4022        39.8591     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.17167                 NaN            NaN   6.37045                 NaN   7.33149       0.862529        41.3999        39.8639     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.18276                 NaN            NaN   6.35535                 NaN   7.33223       0.863045        41.3986        39.8680     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.19952                 NaN            NaN   6.33530                 NaN   7.33528       0.863051        41.3919        39.8749     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.20280                 NaN            NaN   6.32809                 NaN   7.33338       0.863931        41.3967        39.8751     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.21333                 NaN            NaN   6.31396                 NaN   7.33427       0.864390        41.3949        39.8791     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.22367                 NaN            NaN   6.30013                 NaN   7.33520       0.864834        41.3931        39.8830     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.23384                 NaN            NaN   6.28658                 NaN   7.33615       0.865265        41.3912        39.8869     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.24207                 NaN            NaN   6.27209                 NaN   7.33327       0.867508        41.3957        39.8894     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.28289                 NaN            NaN   6.21066                 NaN   7.33757       0.869301        41.3963        39.9033     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.28812                 NaN            NaN   6.19956                 NaN   7.33353       0.871497        41.4031        39.9042     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.25693                 NaN            NaN   6.24405                 NaN   7.33734       0.871227        41.3924        39.8980     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.30277                 NaN            NaN   6.20613                 NaN   7.35068       0.865576        41.3577        39.9171     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.30277                 NaN            NaN   6.20612                 NaN   7.35068       0.865577        41.3577        39.9171     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.27636                 NaN            NaN   6.24376                 NaN   7.34911       0.864042        41.3592        39.9075     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.28463                 NaN            NaN   6.23346                 NaN   7.35041       0.864233        41.3563        39.9109     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   4.29246                 NaN            NaN   6.22393                 NaN   7.35180       0.864369        41.3532        39.9143     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.30280                 NaN            NaN   6.20610                 NaN   7.35069       0.865574        41.3577        39.9171     
