|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1555.81        2500.00       0.722468E-002   98.6746                 NaN            NaN   1.04090       0.277231                 NaN            NaN            NaN            NaN
  1554.31        2500.00       0.670803E-002   98.3329                 NaN            NaN  0.351385        1.30903                 NaN            NaN            NaN            NaN
  1552.82        2500.00       0.655272E-002   98.3535                 NaN  0.233068E-003  0.340956        1.29880                 NaN            NaN            NaN            NaN
  1551.33        2500.00       0.579781E-002   98.3606                 NaN  0.162531        1.47106                 NaN            NaN            NaN            NaN            NaN
  1549.83        2500.00       0.575232E-002   98.3772                 NaN  0.151838       0.494144E-001   1.41576                 NaN            NaN            NaN            NaN
  1548.34        2500.00       0.550441E-002   98.4103                 NaN  0.163057        1.42113                 NaN            NaN            NaN            NaN            NaN
  1546.84        2500.00       0.543011E-002   98.4306                 NaN  0.157558        1.40641                 NaN            NaN            NaN            NaN            NaN
  1545.35        2500.00       0.523031E-002   98.4598                 NaN  0.157607        1.37733                 NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00       0.511742E-002   98.4829                 NaN  0.156383        1.35560                 NaN            NaN            NaN            NaN            NaN
  1542.36        2500.00       0.499420E-002   98.5037                 NaN  0.153674        1.33766                 NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00       0.208129E-002   99.3721                 NaN  0.800104E-001  0.545843                 NaN            NaN            NaN            NaN            NaN
  1539.37        2500.00       0.752192E-002   97.7090                 NaN  0.235378        2.04805                 NaN            NaN            NaN            NaN            NaN
  1537.88        2500.00       0.489104E-002   98.5506                 NaN  0.114550        1.19353       0.136459                 NaN            NaN            NaN            NaN
  1536.39        2500.00       0.449988E-002   98.5888                 NaN  0.145822        1.26088                 NaN            NaN            NaN            NaN            NaN
  1534.89        2500.00       0.438224E-002   98.6090                 NaN  0.144147        1.24252                 NaN            NaN            NaN            NaN            NaN
  1533.40        2500.00       0.426335E-002   98.6276                 NaN  0.141892        1.22629                 NaN            NaN            NaN            NaN            NaN
  1531.90        2500.00       0.415097E-002   98.6473                 NaN  0.139841        1.20875                 NaN            NaN            NaN            NaN            NaN
  1530.41        2500.00       0.405793E-002   98.6640                 NaN  0.136127        1.19581                 NaN            NaN            NaN            NaN            NaN
  1528.92        2500.00       0.394482E-002   98.6819                 NaN  0.134234        1.17992                 NaN            NaN            NaN            NaN            NaN
  1527.42        2500.00       0.386865E-002   98.6969                 NaN  0.127818        1.15048       0.209241E-001            NaN            NaN            NaN            NaN
  1525.93        2500.00       0.380428E-002   98.7115                 NaN  0.121721        1.12111       0.418179E-001            NaN            NaN            NaN            NaN
  1524.43        2500.00       0.370833E-002   98.7273                 NaN  0.119235       0.464873E-001   1.10325                 NaN            NaN            NaN            NaN
  1522.94        2500.00       0.360688E-002   98.7436                 NaN  0.116888       0.497353E-001   1.08619                 NaN            NaN            NaN            NaN
  1521.44        2500.00       0.350955E-002   98.7587                 NaN  0.114544       0.529029E-001   1.07033                 NaN            NaN            NaN            NaN
  1519.95        2500.00       0.342176E-002   98.7736                 NaN  0.112176       0.595663E-001   1.05126                 NaN            NaN            NaN            NaN
  1518.46        2500.00       0.332772E-002   98.7886                 NaN  0.109858       0.622771E-001   1.03596                 NaN            NaN            NaN            NaN
  1516.96        2500.00       0.323464E-002   98.8030                 NaN  0.107658       0.666351E-001   1.01952                 NaN            NaN            NaN            NaN
  1515.47        2500.00       0.314729E-002   98.8167                 NaN  0.105524        1.00532       0.693084E-001            NaN            NaN            NaN            NaN
  1513.97        2500.00       0.305754E-002   98.8309                 NaN  0.103249       0.987662       0.751502E-001            NaN            NaN            NaN            NaN
  1512.48        2500.00       0.296999E-002   98.8439                 NaN  0.101240       0.761375E-001  0.975724                 NaN            NaN            NaN            NaN
  1510.99        2500.00       0.288065E-002   98.8544                 NaN  0.995095E-001  0.964460       0.787133E-001            NaN            NaN            NaN            NaN
  1509.49        2500.00       0.280025E-002   98.8731                 NaN  0.967247E-001  0.943276       0.841222E-001            NaN            NaN            NaN            NaN
  1508.00        2500.00       0.272091E-002   98.8823                 NaN  0.951116E-001  0.868291E-001  0.932999                 NaN            NaN            NaN            NaN
  1506.50        2500.00       0.264477E-002   98.8940                 NaN  0.931274E-001  0.919780       0.904211E-001            NaN            NaN            NaN            NaN
  1505.01        2500.00       0.256732E-002   98.9064                 NaN  0.914030E-001  0.906387       0.932345E-001            NaN            NaN            NaN            NaN
  1503.52        2500.00       0.248574E-002   98.9158                 NaN  0.899307E-001  0.898088       0.936775E-001            NaN            NaN            NaN            NaN
  1502.02        2500.00       0.241208E-002   98.9305                 NaN  0.872454E-001  0.987414E-001  0.881110                 NaN            NaN            NaN            NaN
  1500.53        2500.00       0.233964E-002   98.9381                 NaN  0.860924E-001  0.874004       0.994311E-001            NaN            NaN            NaN            NaN
  1499.03        2500.00       0.226284E-002   98.9520                 NaN  0.839034E-001  0.102915       0.858881                 NaN            NaN            NaN            NaN
  1497.54        2500.00       0.219707E-002   98.9601                 NaN  0.825623E-001  0.849311       0.105835                 NaN            NaN            NaN            NaN
  1496.04        2500.00       0.212531E-002   98.9738                 NaN  0.802848E-001  0.109709       0.834031                 NaN            NaN            NaN            NaN
  1494.55        2500.00       0.205833E-002   98.9817                 NaN  0.790131E-001  0.825953       0.111322                 NaN            NaN            NaN            NaN
  1493.06        2500.00       0.198809E-002   98.9915                 NaN  0.773504E-001  0.815820       0.113320                 NaN            NaN            NaN            NaN
  1491.56        2500.00       0.194188E-002   98.9967                 NaN  0.765513E-001  0.806389       0.118382                 NaN            NaN            NaN            NaN
  1490.07        2500.00       0.185706E-002   99.0153                 NaN  0.732301E-001  0.790977       0.118620                 NaN            NaN            NaN            NaN
  1488.57        2500.00       0.183132E-002   99.0043                 NaN  0.735657E-001  0.796865       0.123458                 NaN            NaN            NaN            NaN
  1487.08        2500.00       0.170813E-002   99.0452                 NaN  0.703086E-001  0.119879       0.762898                 NaN            NaN            NaN            NaN
  1485.59        2500.00       0.167629E-002   99.0352                 NaN  0.698055E-001  0.768535       0.124801                 NaN            NaN            NaN            NaN
  1484.09        2500.00       0.161286E-002   99.0499                 NaN  0.678935E-001  0.753593       0.126958                 NaN            NaN            NaN            NaN
  1482.60        2500.00       0.155697E-002   99.0551                 NaN  0.666568E-001  0.129215       0.747509                 NaN            NaN            NaN            NaN
  1481.10        2500.00       0.149948E-002   99.0633                 NaN  0.653733E-001  0.130267       0.739577                 NaN            NaN            NaN            NaN
  1479.61        2500.00       0.144952E-002   99.0701                 NaN  0.638427E-001  0.731298       0.133274                 NaN            NaN            NaN            NaN
  1478.12        2500.00       0.138823E-002   99.0790                 NaN  0.628326E-001  0.723592       0.133196                 NaN            NaN            NaN            NaN
  1476.62        2500.00       0.133420E-002   99.0875                 NaN  0.612749E-001  0.135789       0.714083                 NaN            NaN            NaN            NaN
  1475.13        2500.00       0.128098E-002   99.0943                 NaN  0.599524E-001  0.707012       0.137496                 NaN            NaN            NaN            NaN
  1473.63        2500.00       0.123198E-002   99.0999                 NaN  0.587755E-001  0.138640       0.701491                 NaN            NaN            NaN            NaN
  1472.14        2500.00       0.117977E-002   99.1100                 NaN  0.573107E-001  0.141646       0.689817                 NaN            NaN            NaN            NaN
  1470.64        2500.00       0.112632E-002   99.1165                 NaN  0.562644E-001  0.141362       0.684789                 NaN            NaN            NaN            NaN
  1469.15        2500.00       0.107540E-002   99.1228                 NaN  0.549946E-001  0.142649       0.678480                 NaN            NaN            NaN            NaN
  1467.66        2500.00       0.102902E-002   99.1294                 NaN  0.538354E-001  0.671850       0.143875                 NaN            NaN            NaN            NaN
  1466.16        2500.00       0.978945E-003   99.1355                 NaN  0.525139E-001  0.665345       0.145621                 NaN            NaN            NaN            NaN
  1464.67        2500.00       0.936319E-003   99.1435                 NaN  0.515852E-001  0.146658       0.657302                 NaN            NaN            NaN            NaN
  1463.17        2500.00       0.814380E-003   99.2218                 NaN  0.460482E-001  0.596102       0.135212                 NaN            NaN            NaN            NaN
  1461.68        2500.00       0.919962E-003   99.0807                 NaN  0.537152E-001  0.702564       0.162130                 NaN            NaN            NaN            NaN
  1460.19        2500.00       0.799247E-003   99.1622                 NaN  0.480886E-001  0.638448       0.150501                 NaN            NaN            NaN            NaN
  1458.69        2500.00       0.771446E-003   99.1605                 NaN  0.469333E-001  0.637248       0.154557                 NaN            NaN            NaN            NaN
  1457.20        2500.00       0.709756E-003   99.1776                 NaN  0.461727E-001  0.624716       0.150802                 NaN            NaN            NaN            NaN
  1455.70        2500.00       0.673027E-003   99.1780                 NaN  0.451873E-001  0.623797       0.152295                 NaN            NaN            NaN            NaN
  1454.21        2500.00       0.632272E-003   99.1839                 NaN  0.439538E-001  0.153923       0.617615                 NaN            NaN            NaN            NaN
  1452.72        2500.00       0.590869E-003   99.1887                 NaN  0.429788E-001  0.154990       0.612728                 NaN            NaN            NaN            NaN
  1451.22        2500.00       0.554619E-003   99.1938                 NaN  0.420972E-001  0.156601       0.606988                 NaN            NaN            NaN            NaN
  1449.73        2500.00       0.512486E-003   99.1997                 NaN  0.408617E-001  0.602717       0.156182                 NaN            NaN            NaN            NaN
  1448.23        2500.00       0.475303E-003   99.2044                 NaN  0.400438E-001  0.157333       0.597787                 NaN            NaN            NaN            NaN
  1446.74        2500.00       0.441746E-003   99.2088                 NaN  0.391568E-001  0.593259       0.158340                 NaN            NaN            NaN            NaN
  1445.24        2500.00       0.400958E-003   99.2135                 NaN  0.381260E-001  0.589301       0.158641                 NaN            NaN            NaN            NaN
  1443.75        2500.00       0.305336E-003   99.2258                 NaN  0.662228E-001  0.602058       0.105578                 NaN            NaN            NaN            NaN
  1442.26        2500.00       0.397881E-003   99.2129                 NaN  0.703987E-002  0.563522       0.216189                 NaN            NaN            NaN            NaN
  1440.76        2500.00       0.302332E-003   99.2291                 NaN  0.354703E-001  0.574138       0.160959                 NaN            NaN            NaN            NaN
  1439.27        2500.00       0.268078E-003   99.2306                 NaN  0.345277E-001  0.161525       0.573047                 NaN            NaN            NaN            NaN
  1437.77        2500.00       0.239314E-003   99.2347                 NaN  0.338038E-001  0.568460       0.162768                 NaN            NaN            NaN            NaN
  1436.28        2500.00       0.234819E-003   99.2362                 NaN  0.191914E-001  0.188170       0.556159                 NaN            NaN            NaN            NaN
  1434.79        2500.00       0.148804E-003   99.2466                 NaN  0.454155E-001  0.569621       0.138231                 NaN            NaN            NaN            NaN
  1433.29        2500.00       0.145968E-003   99.2462                 NaN  0.309541E-001  0.164224       0.558429                 NaN            NaN            NaN            NaN
  1431.80        2500.00       0.118094E-003   99.2504                 NaN  0.302272E-001  0.164646       0.554584                 NaN            NaN            NaN            NaN
  1430.30        2500.00       0.686583E-004   99.2532                 NaN  0.295181E-001  0.551931       0.165331                 NaN            NaN            NaN            NaN
  1428.81        2500.00       0.584633E-004   99.2570                 NaN  0.284506E-001  0.548932       0.165582                 NaN            NaN            NaN            NaN
  1427.32        2500.00       0.351068E-004   99.2603                 NaN  0.274826E-001  0.166370       0.545856                 NaN            NaN            NaN            NaN
  1425.82        2500.00       0.827609E-005   99.2627                 NaN  0.268814E-001  0.166172       0.544217                 NaN            NaN            NaN            NaN
  1424.33        2500.00       0.519137E-003   99.2674                 NaN  0.255463E-001  0.537244       0.169264                 NaN            NaN            NaN            NaN
  1422.83        2500.00                 NaN   99.2683                 NaN  0.251437E-001  0.539520       0.167086                 NaN            NaN            NaN            NaN
  1421.34        2500.00       0.232239E-003   99.2729                 NaN  0.239838E-001  0.169418       0.533466                 NaN            NaN            NaN            NaN
  1419.84        2500.00                 NaN   98.5818                 NaN  0.184708       0.635001       0.202415       0.396110                 NaN            NaN            NaN
  1418.35        2500.00                 NaN   98.1121                 NaN  0.299047       0.701543       0.216434       0.670904                 NaN            NaN            NaN
  1416.86        2500.00                 NaN   98.1401                 NaN  0.298600       0.202107       0.697768       0.661412                 NaN            NaN            NaN
  1415.36        2500.00                 NaN   98.1603                 NaN  0.298862       0.189848       0.696232       0.654710                 NaN            NaN            NaN
  1413.87        2500.00                 NaN   98.2004                 NaN  0.296566       0.685927       0.176398       0.640697                 NaN            NaN            NaN
  1412.37        2500.00                 NaN   98.2235                 NaN  0.296549       0.164302       0.682469       0.633225                 NaN            NaN            NaN
  1410.88        2500.00                 NaN   98.2499                 NaN  0.295986       0.678681       0.150953       0.624529                 NaN            NaN            NaN
  1409.39        2500.00                 NaN   98.2657                 NaN  0.295815       0.671436       0.147034       0.620052                 NaN            NaN            NaN
  1407.89        2500.00                 NaN   98.3119                 NaN  0.293740       0.669591       0.122373       0.602444                 NaN            NaN            NaN
  1406.40        2500.00                 NaN   98.3212                 NaN  0.294039       0.668031       0.117065       0.599709                 NaN            NaN            NaN
  1404.90        2500.00                 NaN   98.3503                 NaN  0.292736       0.105142       0.661638       0.590137                 NaN            NaN            NaN
  1403.41        2500.00                 NaN   98.3712                 NaN  0.292124       0.660505       0.933150E-001  0.582862                 NaN            NaN            NaN
  1401.92        2500.00                 NaN   98.3930                 NaN  0.291216       0.657272       0.831587E-001  0.575376                 NaN            NaN            NaN
  1400.42        2500.00                 NaN   98.4151                 NaN  0.290535       0.714196E-001  0.655327       0.567599                 NaN            NaN            NaN
  1398.93        2500.00                 NaN   98.4338                 NaN  0.289242       0.654514       0.616278E-001  0.560864                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   98.4584                 NaN  0.288271       0.650098       0.507258E-001  0.552523                 NaN            NaN            NaN
  1395.94        2500.00                 NaN   98.4755                 NaN  0.287920       0.646296       0.438688E-001  0.546454                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.5000                 NaN  0.285769       0.644622       0.319138E-001  0.537688                 NaN            NaN            NaN
  1392.95        2500.00                 NaN   98.5165                 NaN  0.286230       0.643736       0.207412E-001  0.532832                 NaN            NaN            NaN
  1391.46        2500.00                 NaN   98.5420                 NaN  0.282591       0.639207       0.133865E-001  0.522809                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   98.5555                 NaN  0.282528       0.639725       0.378201E-002  0.518440                 NaN            NaN            NaN
  1388.47        2500.00                 NaN   98.5672                 NaN  0.271844       0.615719       0.330355E-001  0.512169                 NaN            NaN            NaN
  1386.97        2500.00                 NaN   98.5955                 NaN  0.275596       0.626277                 NaN  0.502636                 NaN            NaN            NaN
  1385.48        2500.00                 NaN   98.6107                 NaN  0.277074       0.613234                 NaN  0.498999                 NaN            NaN            NaN
  1383.99        2500.00                 NaN   98.6277                 NaN  0.267934       0.614157                 NaN  0.490165                 NaN            NaN            NaN
  1382.49        2500.00                 NaN   98.6332                 NaN  0.272311       0.604703                 NaN  0.489750                 NaN            NaN            NaN
  1381.00        2500.00                 NaN   98.6661                 NaN  0.260604       0.598331                 NaN  0.475010                 NaN            NaN            NaN
  1379.50        2500.00                 NaN   98.6671                 NaN  0.256790       0.602178                 NaN  0.473893                 NaN            NaN            NaN
  1378.01        2500.00                 NaN   98.6828                 NaN  0.246871       0.191976E-001  0.585174       0.465962                 NaN            NaN            NaN
  1376.52        2500.00                 NaN   98.7027                 NaN  0.251805       0.584849                 NaN  0.460659                 NaN            NaN            NaN
  1375.02        2500.00                 NaN   98.7129                 NaN  0.246121       0.585052                 NaN  0.455881                 NaN            NaN            NaN
  1373.53        2500.00                 NaN   98.7311                 NaN  0.245480       0.574043                 NaN  0.449353                 NaN            NaN            NaN
  1372.03        2500.00                 NaN   98.7452                 NaN  0.244300       0.566304                 NaN  0.444232                 NaN            NaN            NaN
  1370.54        2500.00                 NaN   98.7590                 NaN  0.243855       0.557927                 NaN  0.439232                 NaN            NaN            NaN
  1369.05        2500.00                 NaN   98.7729                 NaN  0.240337       0.552988                 NaN  0.433817                 NaN            NaN            NaN
  1367.55        2500.00                 NaN   98.7852                 NaN  0.233973       0.552987                 NaN  0.427848                 NaN            NaN            NaN
  1366.06        2500.00                 NaN   98.8008                 NaN  0.235464       0.540104                 NaN  0.423615                 NaN            NaN            NaN
  1364.56        2500.00                 NaN   98.8138                 NaN  0.230713       0.538572                 NaN  0.416959                 NaN            NaN            NaN
  1363.07        2500.00                 NaN   98.8243                 NaN  0.227690       0.535149                 NaN  0.412880                 NaN            NaN            NaN
  1361.57        2500.00                 NaN   98.8384                 NaN  0.226966       0.526846                 NaN  0.407801                 NaN            NaN            NaN
  1360.08        2500.00                 NaN   98.8509                 NaN  0.225175       0.520701                 NaN  0.403249                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   98.8633                 NaN  0.221127       0.517832                 NaN  0.397753                 NaN            NaN            NaN
  1357.09        2500.00                 NaN   98.8743                 NaN  0.217551       0.514352                 NaN  0.393772                 NaN            NaN            NaN
  1355.60        2500.00                 NaN   98.8859                 NaN  0.214201       0.511967                 NaN  0.387902                 NaN            NaN            NaN
  1354.10        2500.00                 NaN   98.8966                 NaN  0.212379       0.506885                 NaN  0.384100                 NaN            NaN            NaN
  1352.61        2500.00                 NaN   98.9066                 NaN  0.216212       0.491519                 NaN  0.385629                 NaN            NaN            NaN
  1351.12        2500.00                 NaN   98.9366                 NaN  0.201121       0.495890                 NaN  0.366408                 NaN            NaN            NaN
  1349.62        2500.00                 NaN   98.9302                 NaN  0.201394       0.498382                 NaN  0.370040                 NaN            NaN            NaN
  1348.13        2500.00                 NaN   98.9391                 NaN  0.200654       0.493704                 NaN  0.366510                 NaN            NaN            NaN
  1346.63        2500.00                 NaN   98.9487                 NaN  0.197112       0.491655                 NaN  0.362557                 NaN            NaN            NaN
  1345.14        2500.00                 NaN   98.9607                 NaN  0.195692       0.485824                 NaN  0.357825                 NaN            NaN            NaN
  1343.65        2500.00                 NaN   98.9692                 NaN  0.190459       0.486166                 NaN  0.354181                 NaN            NaN            NaN
  1342.15        2500.00                 NaN   98.9807                 NaN  0.188824       0.481087                 NaN  0.349411                 NaN            NaN            NaN
  1340.66        2500.00                 NaN   98.9829                 NaN  0.185188       0.483644                 NaN  0.348220                 NaN            NaN            NaN
  1339.16        2500.00                 NaN   99.0052                 NaN  0.184573       0.470489                 NaN  0.339693                 NaN            NaN            NaN
  1337.67        2500.00                 NaN   99.0063                 NaN  0.180638       0.474512                 NaN  0.338590                 NaN            NaN            NaN
  1336.17        2500.00                 NaN   99.0149                 NaN  0.176662       0.473668                 NaN  0.334756                 NaN            NaN            NaN
  1334.68        2500.00                 NaN   98.9824                 NaN  0.173015       0.486529                 NaN  0.342641       0.154064E-001            NaN            NaN
  1333.19        2500.00                 NaN   98.9094                 NaN  0.167385       0.514374                 NaN  0.362212       0.466708E-001            NaN            NaN
  1331.69        2500.00                 NaN   98.9242                 NaN  0.164241       0.508921                 NaN  0.356978       0.456734E-001            NaN            NaN
  1330.20        2500.00                 NaN   98.9383                 NaN  0.163131       0.501463                 NaN  0.352304       0.447807E-001            NaN            NaN
  1328.70        2500.00                 NaN   98.9522                 NaN  0.159946       0.496644                 NaN  0.347436       0.438174E-001            NaN            NaN
  1327.21        2500.00                 NaN   98.9666                 NaN  0.159133       0.488584                 NaN  0.342671       0.429688E-001            NaN            NaN
  1325.72        2500.00                 NaN   98.9803                 NaN  0.156499       0.483219                 NaN  0.337956       0.420558E-001            NaN            NaN
  1324.22        2500.00                 NaN   98.9895                 NaN  0.155846       0.476026                 NaN  0.336871       0.417998E-001            NaN            NaN
  1322.73        2500.00                 NaN   99.0134                 NaN  0.149667       0.472525                 NaN  0.324640       0.397857E-001            NaN            NaN
  1321.23        2500.00                 NaN   99.0199                 NaN  0.151885       0.463921                 NaN  0.324664       0.396117E-001            NaN            NaN
  1319.74        2500.00                 NaN   99.0340                 NaN  0.148628       0.458989                 NaN  0.319721       0.386672E-001            NaN            NaN
  1318.25        2500.00                 NaN   99.0460                 NaN  0.146056       0.454445                 NaN  0.315590       0.378605E-001            NaN            NaN
  1316.75        2500.00                 NaN   99.0591                 NaN  0.143241       0.449439                 NaN  0.311117       0.370603E-001            NaN            NaN
  1315.26        2500.00                 NaN   99.0712                 NaN  0.140586       0.445119                 NaN  0.306883       0.362234E-001            NaN            NaN
  1313.76        2500.00                 NaN   99.0820                 NaN  0.139365       0.440047                 NaN  0.303085       0.354650E-001            NaN            NaN
  1312.27        2500.00                 NaN   99.0946                 NaN  0.137654       0.433974                 NaN  0.298977       0.347703E-001            NaN            NaN
  1310.77        2500.00                 NaN   99.1067                 NaN  0.134178       0.430685                 NaN  0.294538       0.339376E-001            NaN            NaN
  1309.28        2500.00                 NaN   99.1180                 NaN  0.131607       0.426499                 NaN  0.290693       0.331877E-001            NaN            NaN
  1307.79        2500.00                 NaN   99.1292                 NaN  0.129200       0.422368                 NaN  0.286779       0.324654E-001            NaN            NaN
  1306.29        2500.00                 NaN   99.1408                 NaN  0.127258       0.417304                 NaN  0.282865       0.317746E-001            NaN            NaN
  1304.80        2500.00                 NaN   99.1518                 NaN  0.124337       0.413825                 NaN  0.279004       0.310342E-001            NaN            NaN
  1303.30        2500.00                 NaN   99.1618                 NaN  0.121716       0.410725                 NaN  0.275409       0.303146E-001            NaN            NaN
  1301.81        2500.00                 NaN   99.1726                 NaN  0.119517       0.406513                 NaN  0.271682       0.296463E-001            NaN            NaN
  1300.32        2500.00                 NaN   99.1834                 NaN  0.117531       0.401964                 NaN  0.268089       0.289733E-001            NaN            NaN
  1298.82        2500.00                 NaN   86.0601                 NaN  0.817294        2.69128                 NaN   2.05120       0.302548        8.07754                 NaN
  1297.33        2500.00                 NaN   74.8539                 NaN   1.42678        4.70617                 NaN   3.57561       0.523821        14.9138                 NaN
  1295.83        2500.00                 NaN   78.2503                 NaN   1.23992        4.15694                 NaN   3.11174       0.444112        12.7970                 NaN
  1294.34        2500.00                 NaN   81.2140                 NaN   1.06311        3.67345                 NaN   2.70347       0.376774        10.9692                 NaN
  1292.85        2500.00                 NaN   83.6334                 NaN  0.916856        3.27107                 NaN   2.36823       0.323096        9.48733                 NaN
  1291.35        2500.00                 NaN   85.6526                 NaN  0.790839        2.93077                 NaN   2.08677       0.279250        8.25976                 NaN
  1289.86        2500.00                 NaN   87.0391                 NaN  0.665006        2.73074                 NaN   1.89267       0.248989        7.42351                 NaN
  1288.36        2500.00                 NaN   87.5193                 NaN  0.657191        2.62201                 NaN   1.83241       0.241120        7.12796                 NaN
  1286.87        2500.00                 NaN   90.6985                 NaN  0.524967        1.97302                 NaN   1.37388       0.175309        5.25429                 NaN
  1285.38        2500.00                 NaN   91.3605                 NaN  0.430845        1.92542                 NaN   1.27810       0.158591        4.84657                 NaN
  1283.88        2500.00                 NaN   91.6193                 NaN  0.332898        2.00067                 NaN   1.23524       0.150818        4.66102                 NaN
  1282.39        2500.00                 NaN   91.9264                 NaN  0.336691        1.90373                 NaN   1.20217       0.144423        4.48659                 NaN
  1280.89        2500.00                 NaN   92.3428                 NaN  0.247568        1.91208                 NaN   1.13693       0.132948        4.22768                 NaN
  1279.40        2500.00                 NaN   93.3218                 NaN  0.221305        1.70513                 NaN  0.995459       0.112565        3.64378                 NaN
  1277.90        2500.00                 NaN   93.5110                 NaN  0.117702        1.79255                 NaN  0.962838       0.104443        3.51148                 NaN
  1276.41        2500.00                 NaN   93.8226                 NaN  0.103236        1.69330                 NaN  0.922202       0.996980E-001   3.35895                 NaN
  1274.92        2500.00                 NaN   94.1674                 NaN            NaN   1.76631                 NaN  0.862822       0.863596E-001   3.11708                 NaN
  1273.42        2500.00                 NaN   93.4381                 NaN  0.310045        1.55976                 NaN   1.03055       0.977865E-001   3.56377                 NaN
  1271.93        2500.00                 NaN   91.6049                 NaN  0.101185        1.66345                 NaN   1.33572       0.178834        5.11587                 NaN
  1270.43        2500.00                 NaN   98.5595                 NaN  0.170894       0.299605                 NaN  0.500014E-001  0.128199E-001  0.907132                 NaN
  1268.94        2500.00                 NaN   96.5868                 NaN            NaN   1.61505                 NaN  0.616294       0.218974E-002   1.17969                 NaN
  1267.45        2500.00                 NaN   95.8161                 NaN            NaN   1.22248                 NaN  0.584391       0.773764E-001   2.29967                 NaN
  1265.95        2500.00                 NaN   95.8872                 NaN            NaN   1.29463                 NaN  0.595059       0.631688E-001   2.15999                 NaN
