|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1234.38        500.000       0.500176E-001   98.5923                 NaN            NaN            NaN  0.540301       0.970497E-001  0.177341       0.543000                 NaN            NaN
  1233.07        500.000       0.143527E-001   97.3686                 NaN            NaN            NaN  0.559636       0.305019       0.333734        1.34971       0.689534E-001            NaN
  1231.76        500.000                 NaN   97.1595                 NaN            NaN            NaN  0.493226       0.372482       0.359033        1.53014       0.855859E-001            NaN
  1230.45        500.000                 NaN   96.6782                 NaN            NaN            NaN  0.476860       0.503366       0.418789        1.80123       0.121539                 NaN
  1229.14        500.000       0.373115E-002   99.0988                 NaN            NaN            NaN  0.462991       0.343260E-002  0.110881       0.320132                 NaN            NaN
  1227.83        500.000       0.151525        97.6661                 NaN            NaN            NaN  0.373447       0.314634       0.296342        1.19796                 NaN            NaN
  1226.52        500.000                 NaN   96.6637                 NaN            NaN            NaN  0.633355       0.375610       0.427161        1.81478       0.853961E-001            NaN
  1225.21        500.000                 NaN   99.9418                 NaN            NaN            NaN  0.287248E-001            NaN  0.476239E-002            NaN  0.246671E-001            NaN
  1223.90        500.000       0.438727E-001   93.7538                 NaN            NaN            NaN  0.733632        1.39715       0.779582        3.16312       0.128824                 NaN
  1222.59        500.000       0.539035E-002   99.6288                 NaN            NaN            NaN  0.476059E-001  0.790798E-001  0.462040E-001  0.185159       0.779985E-002            NaN
  1221.28        500.000                 NaN  100.0000       0.304306E-005            NaN            NaN            NaN            NaN            NaN  0.189628E-005            NaN            NaN
  1219.97        500.000       0.113801        97.5891                 NaN            NaN            NaN  0.321281       0.440290       0.302528        1.22317       0.980150E-002            NaN
  1218.67        500.000                 NaN   99.7932                 NaN            NaN            NaN  0.598496E-001            NaN  0.172809E-001  0.120926       0.871155E-002            NaN
  1217.36        500.000       0.287929        95.3001       0.235209                 NaN            NaN  0.391739       0.759859       0.598373        2.42679                 NaN            NaN
  1216.05        500.000                 NaN   99.3451                 NaN            NaN            NaN  0.142527       0.103305       0.776640E-001  0.316355       0.150885E-001            NaN
  1214.74        500.000                 NaN   99.1585                 NaN            NaN            NaN  0.199124       0.858154E-001  0.121251       0.406071       0.292290E-001            NaN
  1213.43        500.000                 NaN   97.2820                 NaN            NaN            NaN  0.267425       0.644682       0.317912        1.43342       0.545286E-001            NaN
  1212.12        500.000                 NaN   97.1521                 NaN            NaN            NaN  0.946779                 NaN  0.313932        1.47743       0.109719                 NaN
  1210.81        500.000                 NaN   99.4701       0.141793                 NaN            NaN            NaN            NaN  0.742836E-001  0.313828                 NaN            NaN
  1209.50        500.000                 NaN   98.1993                 NaN            NaN            NaN  0.573583                 NaN  0.235005       0.969508       0.225840E-001            NaN
  1208.19        500.000                 NaN   97.1824                 NaN            NaN            NaN  0.132481       0.838556       0.347067        1.44091       0.585565E-001            NaN
  1206.88        500.000                 NaN   96.0156       0.189105                 NaN            NaN  0.332121       0.196990       0.375096        1.60143       0.504457E-001   1.23923     
  1205.57        500.000                 NaN   99.9999       0.297891E-004            NaN            NaN  0.246622E-004            NaN  0.181645E-004  0.536770E-004  0.352111E-005            NaN
  1204.26        500.000                 NaN   99.9997                 NaN            NaN            NaN  0.185819E-004            NaN  0.213996E-004  0.120098E-003  0.234710E-005  0.141224E-003
  1202.95        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.805081E-005            NaN  0.426465E-005  0.215683E-004            NaN  0.152421E-004
  1201.64        500.000                 NaN   79.7403        1.02248                 NaN            NaN  0.169578        2.38604        1.84430        8.11508       0.262616        6.45959     
  1200.33        500.000                 NaN   99.9998       0.180740E-004            NaN            NaN  0.145090E-004            NaN  0.185604E-004  0.754072E-004  0.207525E-005  0.758213E-004
  1199.02        500.000                 NaN   88.7732       0.548851                 NaN            NaN   1.10931                 NaN  0.960587        4.23082       0.118692        4.25852     
  1197.72        500.000                 NaN   89.5175       0.528693                 NaN            NaN  0.988125                 NaN  0.891707        3.95102       0.110441        4.01247     
  1196.41        500.000                 NaN   91.8934       0.424261                 NaN            NaN  0.767611                 NaN  0.694152        3.07583       0.843694E-001   3.06042     
  1195.10        500.000                 NaN   89.8176       0.534369                 NaN            NaN  0.977593                 NaN  0.864940        3.80791       0.101446        3.89615     
  1193.79        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.433449E-005            NaN  0.413309E-005
  1192.48        500.000                 NaN   81.9857       0.870620                 NaN            NaN   1.73436                 NaN   1.51287        6.86581       0.181201        6.84946     
  1191.17        500.000                 NaN   92.3911       0.380280                 NaN            NaN  0.723945                 NaN  0.636701        2.92142       0.757265E-001   2.87081     
  1189.86        500.000                 NaN   91.0360       0.427420                 NaN            NaN  0.814696                 NaN  0.741701        3.45918       0.879329E-001   3.43312     
  1188.55        500.000                 NaN   90.3805       0.441187                 NaN            NaN  0.856830                 NaN  0.784774        3.74655       0.937073E-001   3.69646     
  1187.24        500.000                 NaN   88.5789       0.526458                 NaN            NaN  0.978166                 NaN  0.919643        4.49517       0.108204        4.39346     
  1185.93        500.000                 NaN   81.5869       0.806474                 NaN            NaN   1.49841                 NaN   1.44599        7.37871       0.168040        7.11544     
  1184.62        500.000                 NaN   39.4890        2.44227                 NaN            NaN   4.39193                 NaN   4.55442        24.9439       0.542159        23.6363     
  1183.31        500.000                 NaN            NaN   4.02926                 NaN            NaN   6.93984                 NaN   7.41266        41.4661       0.887039        39.2651     
  1182.00        500.000                 NaN            NaN   4.04973                 NaN            NaN   6.90816                 NaN   7.41243        41.4707       0.888453        39.2706     
  1180.69        500.000                 NaN            NaN   4.08174                 NaN            NaN   6.86299                 NaN   7.41254        41.4718       0.890222        39.2807     
  1179.38        500.000                 NaN            NaN   4.09620                 NaN            NaN   6.84098                 NaN   7.41262        41.4736       0.891811        39.2848     
  1178.07        500.000                 NaN            NaN   4.11615                 NaN            NaN   6.81167                 NaN   7.41140        41.4777       0.892544        39.2905     
  1176.77        500.000                 NaN            NaN   4.12585                 NaN            NaN   6.78718                 NaN   7.41555        41.4797       0.897490        39.2942     
  1175.46        500.000                 NaN            NaN   4.14802                 NaN            NaN   6.76459                 NaN   7.41325        41.4793       0.894489        39.3004     
  1174.15        500.000                 NaN            NaN   4.15782                 NaN            NaN   6.74900                 NaN   7.41261        41.4825       0.895246        39.3029     
  1172.84        500.000                 NaN            NaN   4.17324                 NaN            NaN   6.72743                 NaN   7.41330        41.4816       0.896379        39.3080     
  1171.53        500.000                 NaN            NaN   4.17611                 NaN            NaN   6.72442                 NaN   7.41404        41.4803       0.896110        39.3090     
  1170.22        500.000                 NaN            NaN   4.20253                 NaN            NaN   6.68438                 NaN   7.41299        41.4855       0.898026        39.3166     
  1168.91        500.000                 NaN            NaN   4.20148                 NaN            NaN   6.68680                 NaN   7.41567        41.4814       0.897808        39.3169     
  1167.60        500.000                 NaN            NaN   4.21650                 NaN            NaN   6.66447                 NaN   7.41549        41.4832       0.898856        39.3214     
  1166.29        500.000                 NaN            NaN   4.23616                 NaN            NaN   6.63444                 NaN   7.41806        41.4855       0.899710        39.3261     
  1164.98        500.000                 NaN            NaN   4.25590                 NaN            NaN   6.60506                 NaN   7.41369        41.4901       0.902062        39.3331     
  1163.67        500.000                 NaN            NaN   4.25322                 NaN            NaN   6.61077                 NaN   7.41625        41.4859       0.901122        39.3328     
  1162.36        500.000                 NaN            NaN   4.26561                 NaN            NaN   6.59263                 NaN   7.41644        41.4868       0.901908        39.3366     
  1161.05        500.000                 NaN            NaN   4.27771                 NaN            NaN   6.57491                 NaN   7.41665        41.4877       0.902670        39.3404     
  1159.74        500.000                 NaN            NaN   4.29698                 NaN            NaN   6.54557                 NaN   7.41603        41.4911       0.904226        39.3461     
  1158.43        500.000                 NaN            NaN   4.34220                 NaN            NaN   6.46625                 NaN   7.40810        41.5175       0.909988        39.3560     
  1157.12        500.000                 NaN            NaN   4.31399                 NaN            NaN   6.52169                 NaN   7.41703        41.4907       0.904984        39.3516     
  1155.82        500.000                 NaN            NaN   4.32477                 NaN            NaN   6.50601                 NaN   7.41735        41.4912       0.905656        39.3551     
  1154.51        500.000                 NaN            NaN   4.33624                 NaN            NaN   6.48929                 NaN   7.41722        41.4928       0.906153        39.3583     
  1153.20        500.000                 NaN            NaN   4.34428                 NaN            NaN   6.47787                 NaN   7.41818        41.4917       0.906741        39.3612     
  1151.89        500.000                 NaN            NaN   4.36602                 NaN            NaN   6.44432                 NaN   7.41708        41.4964       0.908646        39.3675     
  1150.58        500.000                 NaN            NaN   4.37625                 NaN            NaN   6.42931                 NaN   7.41707        41.4973       0.909284        39.3708     
  1149.27        500.000                 NaN            NaN   4.37477                 NaN            NaN   6.43361                 NaN   7.41910        41.4930       0.908570        39.3709     
  1147.96        500.000                 NaN            NaN   4.38425                 NaN            NaN   6.41993                 NaN   7.41944        41.4933       0.909116        39.3740     
  1146.65        500.000                 NaN            NaN   4.39397                 NaN            NaN   6.40584                 NaN   7.41976        41.4936       0.909697        39.3771     
  1145.34        500.000                 NaN            NaN   4.40840                 NaN            NaN   6.38281                 NaN   7.42364        41.4927       0.911188        39.3813     
  1144.03        500.000                 NaN            NaN   4.41293                 NaN            NaN   6.37842                 NaN   7.42041        41.4942       0.910818        39.3832     
  1142.72        500.000                 NaN            NaN   4.42154                 NaN            NaN   6.36605                 NaN   7.42082        41.4944       0.911294        39.3859     
  1141.41        500.000                 NaN            NaN   4.44396                 NaN            NaN   6.32981                 NaN   7.42373        41.4966       0.914113        39.3918     
  1140.10        500.000                 NaN            NaN   4.45500                 NaN            NaN   6.31389                 NaN   7.42379        41.4975       0.914519        39.3953     
  1138.79        500.000                 NaN            NaN   4.45451                 NaN            NaN   6.31709                 NaN   7.42142        41.4969       0.913569        39.3965     
  1137.48        500.000                 NaN            NaN   4.46055                 NaN            NaN   6.30884                 NaN   7.42184        41.4966       0.913769        39.3984     
  1136.17        500.000                 NaN            NaN   4.47129                 NaN            NaN   6.29289                 NaN   7.42220        41.4971       0.914519        39.4020     
  1134.87        500.000                 NaN            NaN   4.47446                 NaN            NaN   6.28956                 NaN   7.42286        41.4956       0.914386        39.4031     
  1133.56        500.000                 NaN            NaN   4.48607                 NaN            NaN   6.27241                 NaN   7.42310        41.4964       0.915210        39.4068     
  1132.25        500.000                 NaN            NaN   4.49396                 NaN            NaN   6.26128                 NaN   7.42356        41.4962       0.915624        39.4094     
  1130.94        500.000                 NaN            NaN   4.49737                 NaN            NaN   6.25698                 NaN   7.42438        41.4946       0.915655        39.4110     
  1129.63        500.000                 NaN            NaN   4.50291                 NaN            NaN   6.24975                 NaN   7.42485        41.4939       0.915771        39.4128     
  1128.32        500.000                 NaN            NaN   4.51705                 NaN            NaN   6.22864                 NaN   7.42501        41.4952       0.916850        39.4172     
  1127.01        500.000                 NaN            NaN   4.52458                 NaN            NaN   6.21806                 NaN   7.42551        41.4948       0.917240        39.4198     
  1125.70        500.000                 NaN            NaN   4.53228                 NaN            NaN   6.20719                 NaN   7.42601        41.4945       0.917652        39.4224     
  1124.39        500.000                 NaN            NaN   4.54017                 NaN            NaN   6.19600                 NaN   7.42648        41.4942       0.918084        39.4251     
  1123.08        500.000                 NaN            NaN   4.54777                 NaN            NaN   6.18518                 NaN   7.42696        41.4939       0.918507        39.4277     
  1121.77        500.000                 NaN            NaN   4.55716                 NaN            NaN   6.17140                 NaN   7.42736        41.4941       0.919123        39.4309     
  1120.46        500.000                 NaN            NaN   4.56331                 NaN            NaN   6.16289                 NaN   7.42790        41.4934       0.919404        39.4330     
  1119.15        500.000                 NaN            NaN   4.56944                 NaN            NaN   6.15444                 NaN   7.42845        41.4928       0.919679        39.4352     
  1117.84        500.000                 NaN            NaN   4.57550                 NaN            NaN   6.14607                 NaN   7.42900        41.4921       0.919951        39.4374     
  1116.53        500.000                 NaN            NaN   4.58150                 NaN            NaN   6.13780                 NaN   7.42956        41.4914       0.920220        39.4395     
  1115.22        500.000                 NaN            NaN   4.58745                 NaN            NaN   6.12961                 NaN   7.43012        41.4907       0.920485        39.4416     
  1113.92        500.000                 NaN            NaN   4.59334                 NaN            NaN   6.12150                 NaN   7.43069        41.4900       0.920745        39.4437     
  1112.61        500.000                 NaN            NaN   4.59916                 NaN            NaN   6.11352                 NaN   7.43126        41.4893       0.921000        39.4458     
  1111.30        500.000                 NaN            NaN   4.60495                 NaN            NaN   6.10556                 NaN   7.43183        41.4885       0.921255        39.4479     
  1109.99        500.000                 NaN            NaN   4.61068                 NaN            NaN   6.09771                 NaN   7.43241        41.4877       0.921505        39.4500     
  1108.68        500.000                 NaN            NaN   4.61635                 NaN            NaN   6.08994                 NaN   7.43299        41.4869       0.921750        39.4520     
  1107.37        500.000                 NaN            NaN   4.62197                 NaN            NaN   6.08225                 NaN   7.43358        41.4861       0.921993        39.4541     
  1106.06        500.000                 NaN            NaN   4.62754                 NaN            NaN   6.07465                 NaN   7.43417        41.4853       0.922231        39.4561     
  1104.75        500.000                 NaN            NaN   4.63306                 NaN            NaN   6.06712                 NaN   7.43476        41.4845       0.922466        39.4581     
  1103.44        500.000                 NaN            NaN   4.63853                 NaN            NaN   6.05967                 NaN   7.43536        41.4836       0.922697        39.4601     
  1102.13        500.000                 NaN            NaN   4.64394                 NaN            NaN   6.05229                 NaN   7.43597        41.4827       0.922925        39.4621     
  1100.82        500.000                 NaN            NaN   4.64931                 NaN            NaN   6.04500                 NaN   7.43657        41.4819       0.923150        39.4641     
  1099.51        500.000                 NaN            NaN   4.65463                 NaN            NaN   6.03777                 NaN   7.43718        41.4810       0.923371        39.4661     
  1098.20        500.000                 NaN            NaN   4.65991                 NaN            NaN   6.03062                 NaN   7.43780        41.4800       0.923589        39.4681     
  1096.89        500.000                 NaN            NaN   4.66513                 NaN            NaN   6.02355                 NaN   7.43842        41.4791       0.923803        39.4700     
  1095.58        500.000                 NaN            NaN   4.67031                 NaN            NaN   6.01653                 NaN   7.43904        41.4782       0.924015        39.4719     
  1094.27        500.000                 NaN            NaN   4.67545                 NaN            NaN   6.00959                 NaN   7.43967        41.4772       0.924223        39.4739     
  1092.97        500.000                 NaN            NaN   4.68054                 NaN            NaN   6.00272                 NaN   7.44030        41.4762       0.924428        39.4758     
  1091.66        500.000                 NaN            NaN   4.68559                 NaN            NaN   5.99592                 NaN   7.44094        41.4752       0.924630        39.4777     
  1090.35        500.000                 NaN            NaN   4.68941                 NaN            NaN   5.99029                 NaN   7.44105        41.4756       0.924764        39.4789     
  1089.04        500.000                 NaN            NaN   4.69468                 NaN            NaN   5.98294                 NaN   7.44166        41.4748       0.925027        39.4809     
  1087.73        500.000                 NaN            NaN   4.70143                 NaN            NaN   5.97363                 NaN   7.44331        41.4728       0.925444        39.4834     
  1086.42        500.000                 NaN            NaN   4.70467                 NaN            NaN   5.96957                 NaN   7.44295        41.4726       0.925418        39.4847     
  1085.11        500.000                 NaN            NaN   4.71082                 NaN            NaN   5.96043                 NaN   7.44433        41.4719       0.925755        39.4868     
  1083.80        500.000                 NaN            NaN   4.71543                 NaN            NaN   5.95392                 NaN   7.44499        41.4711       0.926069        39.4885     
  1082.49        500.000                 NaN            NaN   4.71991                 NaN            NaN   5.94854                 NaN   7.44474        41.4702       0.926145        39.4905     
  1081.18        500.000                 NaN            NaN   4.72487                 NaN            NaN   5.94162                 NaN   7.44543        41.4694       0.926357        39.4924     
  1079.87        500.000                 NaN            NaN   4.72953                 NaN            NaN   5.93544                 NaN   7.44599        41.4683       0.926563        39.4942     
  1078.56        500.000                 NaN            NaN   4.73364                 NaN            NaN   5.93011                 NaN   7.44666        41.4670       0.926713        39.4959     
  1077.25        500.000                 NaN            NaN   4.73797                 NaN            NaN   5.92435                 NaN   7.44767        41.4655       0.926805        39.4977     
  1075.94        500.000                 NaN            NaN   4.74310                 NaN            NaN   5.91800                 NaN   7.44830        41.4639       0.926953        39.4997     
  1074.63        500.000                 NaN            NaN   4.74744                 NaN            NaN   5.91335                 NaN   7.44960        41.4608       0.926990        39.5018     
  1073.32        500.000                 NaN            NaN   4.75193                 NaN            NaN   5.90743                 NaN   7.45030        41.4596       0.927152        39.5036     
  1072.02        500.000                 NaN            NaN   4.75638                 NaN            NaN   5.90155                 NaN   7.45100        41.4584       0.927312        39.5053     
  1070.71        500.000                 NaN            NaN   4.76080                 NaN            NaN   5.89574                 NaN   7.45171        41.4572       0.927468        39.5071     
  1069.40        500.000                 NaN            NaN   4.76518                 NaN            NaN   5.88998                 NaN   7.45242        41.4559       0.927623        39.5089     
  1068.09        500.000                 NaN            NaN   4.76953                 NaN            NaN   5.88427                 NaN   7.45314        41.4546       0.927774        39.5107     
  1066.78        500.000                 NaN            NaN   4.77384                 NaN            NaN   5.87862                 NaN   7.45386        41.4534       0.927924        39.5124     
  1065.47        500.000                 NaN            NaN   4.77812                 NaN            NaN   5.87302                 NaN   7.45458        41.4521       0.928070        39.5142     
  1064.16        500.000                 NaN            NaN   4.78236                 NaN            NaN   5.86748                 NaN   7.45532        41.4507       0.928214        39.5159     
  1062.85        500.000                 NaN            NaN   4.78657                 NaN            NaN   5.86199                 NaN   7.45605        41.4494       0.928357        39.5176     
  1061.54        500.000                 NaN            NaN   4.79075                 NaN            NaN   5.85655                 NaN   7.45679        41.4481       0.928496        39.5194     
  1060.23        500.000                 NaN            NaN   4.79521                 NaN            NaN   5.85061                 NaN   7.45752        41.4468       0.928674        39.5212     
  1058.92        500.000                 NaN            NaN   4.79915                 NaN            NaN   5.84558                 NaN   7.45828        41.4454       0.928787        39.5228     
  1057.61        500.000                 NaN            NaN   4.80306                 NaN            NaN   5.84059                 NaN   7.45904        41.4439       0.928895        39.5245     
  1056.30        500.000                 NaN            NaN   4.80694                 NaN            NaN   5.83565                 NaN   7.45981        41.4425       0.929000        39.5261     
  1054.99        500.000                 NaN            NaN   4.81080                 NaN            NaN   5.83073                 NaN   7.46058        41.4410       0.929110        39.5278     
  1053.68        500.000                 NaN            NaN   4.81461                 NaN            NaN   5.82591                 NaN   7.46135        41.4395       0.929211        39.5294     
  1052.37        500.000                 NaN            NaN   4.83171                 NaN            NaN   5.79837                 NaN   7.46134        41.4430       0.930742        39.5348     
  1051.07        500.000                 NaN            NaN   4.84116                 NaN            NaN   5.78337                 NaN   7.46158        41.4445       0.931548        39.5378     
  1049.76        500.000                 NaN            NaN   4.83938                 NaN            NaN   5.78781                 NaN   7.46276        41.4411       0.931098        39.5379     
  1048.45        500.000                 NaN            NaN   4.84150                 NaN            NaN   5.78570                 NaN   7.46322        41.4396       0.931047        39.5389     
  1047.14        500.000                 NaN            NaN   4.84404                 NaN            NaN   5.78274                 NaN   7.46390        41.4381       0.931092        39.5402     
  1045.83        500.000                 NaN            NaN   4.84715                 NaN            NaN   5.77879                 NaN   7.46457        41.4368       0.931168        39.5415     
  1044.52        500.000                 NaN            NaN   4.84982                 NaN            NaN   5.77565                 NaN   7.46529        41.4353       0.931199        39.5428     
  1043.21        500.000                 NaN            NaN   4.85277                 NaN            NaN   5.77199                 NaN   7.46597        41.4339       0.931268        39.5441     
  1041.90        500.000                 NaN            NaN   4.85281                 NaN            NaN   5.77712                 NaN   7.46917        41.4248       0.930411        39.5456     
  1040.59        500.000                 NaN            NaN   4.86466                 NaN            NaN   5.75958                 NaN   7.47020        41.4243       0.931211        39.5501     
  1039.28        500.000                 NaN            NaN   4.88182                 NaN            NaN   5.72790                 NaN   7.46802        41.4344       0.933397        39.5545     
  1037.97        500.000                 NaN            NaN   4.85251                 NaN            NaN   5.78497                 NaN   7.47348        41.4118       0.928788        39.5484     
  1036.66        500.000                 NaN            NaN   4.85673                 NaN            NaN   5.77894                 NaN   7.47325        41.4122       0.929061        39.5498     
  1035.35        500.000                 NaN            NaN   4.87928                 NaN            NaN   5.73647                 NaN   7.47079        41.4258       0.932366        39.5553     
  1034.04        500.000                 NaN            NaN   4.86546                 NaN            NaN   5.76698                 NaN   7.47805        41.4071       0.928834        39.5536     
  1032.73        500.000                 NaN            NaN   4.86609                 NaN            NaN   5.76870                 NaN   7.47806        41.4038       0.928893        39.5545     
  1031.42        500.000                 NaN            NaN   4.87615                 NaN            NaN   5.74899                 NaN   7.47556        41.4115       0.930744        39.5570     
  1030.12        500.000                 NaN            NaN   4.87762                 NaN            NaN   5.75044                 NaN   7.47916        41.4023       0.930681        39.5598     
  1028.81        500.000                 NaN            NaN   4.88328                 NaN            NaN   5.74452                 NaN   7.48203        41.3999       0.929022        39.5612     
  1027.50        500.000                 NaN            NaN   4.88655                 NaN            NaN   5.73551                 NaN   7.47789        41.4072       0.931060        39.5618     
  1026.19        500.000                 NaN            NaN   4.88744                 NaN            NaN   5.74041                 NaN   7.48315        41.3936       0.930324        39.5650     
  1024.88        500.000                 NaN            NaN   4.89059                 NaN            NaN   5.73694                 NaN   7.48418        41.3914       0.930294        39.5666     
  1023.57        500.000                 NaN            NaN   4.89629                 NaN            NaN   5.72359                 NaN   7.48060        41.4018       0.931288        39.5664     
  1022.26        500.000                 NaN            NaN   4.89752                 NaN            NaN   5.72706                 NaN   7.48436        41.3929       0.930052        39.5681     
  1020.95        500.000                 NaN            NaN   4.90043                 NaN            NaN   5.72483                 NaN   7.48602        41.3897       0.929462        39.5695     
  1019.64        500.000                 NaN            NaN   4.91251       0.416509E-001            NaN   5.63555                 NaN   7.48539        41.4020       0.935551        39.5874     
  1018.33        500.000                 NaN            NaN   4.90413                 NaN            NaN   5.72316                 NaN   7.48974        41.3787       0.930047        39.5742     
  1017.02        500.000                 NaN            NaN   4.91114                 NaN            NaN   5.71324                 NaN   7.48764        41.3820       0.930509        39.5755     
  1015.71        500.000                 NaN            NaN   4.91644                 NaN            NaN   5.69921                 NaN   7.48595        41.3909       0.931651        39.5758     
  1014.40        500.000                 NaN            NaN   4.92420                 NaN            NaN   5.69306                 NaN   7.48905        41.3835       0.930761        39.5794     
  1013.09        500.000                 NaN            NaN   4.92176                 NaN            NaN   5.69895                 NaN   7.49084        41.3769       0.930837        39.5807     
  1011.78        500.000                 NaN            NaN   4.92481                 NaN            NaN   5.68997                 NaN   7.48924        41.3838       0.931688        39.5805     
  1010.47        500.000                 NaN            NaN   4.92523                 NaN            NaN   5.69611                 NaN   7.49319        41.3718       0.930661        39.5830     
  1009.17        500.000                 NaN            NaN   4.92010                 NaN            NaN   5.70541                 NaN   7.49248        41.3703       0.930174        39.5816     
  1007.86        500.000                 NaN            NaN   4.93358                 NaN            NaN   5.68005                 NaN   7.49229        41.3772       0.931745        39.5851     
  1006.55        500.000                 NaN            NaN   4.94902                 NaN            NaN   5.65127                 NaN   7.49017        41.3870       0.933833        39.5887     
  1005.24        500.000                 NaN            NaN   4.93933                 NaN            NaN   5.67360                 NaN   7.49435        41.3728       0.931775        39.5881     
  1003.93        500.000                 NaN            NaN   4.94218                 NaN            NaN   5.67043                 NaN   7.49540        41.3706       0.931787        39.5897     
  1002.62        500.000                 NaN            NaN   4.94500                 NaN            NaN   5.66728                 NaN   7.49645        41.3683       0.931798        39.5912     
  1001.31        500.000                 NaN            NaN   4.94782                 NaN            NaN   5.66416                 NaN   7.49750        41.3660       0.931808        39.5927     
  1000.00        500.000                 NaN            NaN   4.95061                 NaN            NaN   5.66108                 NaN   7.49856        41.3637       0.931815        39.5942     
