|6.6.6
Archiving\03_Data\fracLP/QFM_m4.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1947.37        500.000        99.3218                 NaN            NaN  0.678211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.3217                 NaN            NaN  0.678271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.3217                 NaN            NaN  0.678331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.3216                 NaN            NaN  0.678391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.3215                 NaN            NaN  0.678451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.3215                 NaN            NaN  0.678511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.3214                 NaN            NaN  0.678571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.3214                 NaN            NaN  0.678631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.3213                 NaN            NaN  0.678691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3212                 NaN            NaN  0.678758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3212                 NaN            NaN  0.678812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3211                 NaN            NaN  0.678872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3211                 NaN            NaN  0.678932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3210                 NaN            NaN  0.678993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3209                 NaN            NaN  0.679053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3209                 NaN            NaN  0.679113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3208                 NaN            NaN  0.679174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3208                 NaN            NaN  0.679234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3207                 NaN            NaN  0.679295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3206                 NaN            NaN  0.679355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3206                 NaN            NaN  0.679416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3205                 NaN            NaN  0.679476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3205                 NaN            NaN  0.679537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3204                 NaN            NaN  0.679598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3203                 NaN            NaN  0.679659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3203                 NaN            NaN  0.679719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3202                 NaN            NaN  0.679780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3202                 NaN            NaN  0.679841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3201                 NaN            NaN  0.679902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3200                 NaN            NaN  0.679963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3200                 NaN            NaN  0.680024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3199                 NaN            NaN  0.680085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3199                 NaN            NaN  0.680146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3198                 NaN            NaN  0.680207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3197                 NaN            NaN  0.680268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3197                 NaN            NaN  0.680329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3196                 NaN            NaN  0.680390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3195                 NaN            NaN  0.680451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3195                 NaN            NaN  0.680513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3194                 NaN            NaN  0.680574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3194                 NaN            NaN  0.680635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3193                 NaN            NaN  0.680697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3192                 NaN            NaN  0.680758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3192                 NaN            NaN  0.680819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3191                 NaN            NaN  0.680881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3191                 NaN            NaN  0.680942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3190                 NaN            NaN  0.681004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3189                 NaN            NaN  0.681065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3189                 NaN            NaN  0.681127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3188                 NaN            NaN  0.681189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3187                 NaN            NaN  0.681250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3187                 NaN            NaN  0.681312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3186                 NaN            NaN  0.681374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3186                 NaN            NaN  0.681435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3185                 NaN            NaN  0.681497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3184                 NaN            NaN  0.681559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3184                 NaN            NaN  0.681621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3183                 NaN            NaN  0.681683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3183                 NaN            NaN  0.681745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3180                 NaN            NaN  0.681807       0.199320E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3076                 NaN            NaN  0.681886       0.104710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3074                 NaN            NaN  0.682035       0.105568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3077                 NaN            NaN  0.682185       0.101523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3074                 NaN            NaN  0.682332       0.102255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3074                 NaN            NaN  0.682479       0.101572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3073                 NaN            NaN  0.682625       0.100814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3017                 NaN            NaN  0.682782       0.155252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3126                 NaN            NaN  0.682955       0.440635E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3071                 NaN            NaN  0.683062       0.984295E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3070                 NaN            NaN  0.683206       0.979023E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3069                 NaN            NaN  0.683350       0.970986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3068                 NaN            NaN  0.683493       0.965878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3068                 NaN            NaN  0.683636       0.955035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3068                 NaN            NaN  0.683778       0.946917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.7695                 NaN            NaN  0.684123       0.961044E-002  0.536750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3865                 NaN            NaN            NaN  0.967853E-002  0.603784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3806                 NaN            NaN            NaN  0.968494E-002  0.609761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3763                 NaN            NaN            NaN  0.968565E-002  0.613981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3748                 NaN            NaN            NaN  0.962955E-002  0.615597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3695                 NaN            NaN            NaN  0.963749E-002  0.620900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3643                 NaN            NaN            NaN  0.964449E-002  0.626009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3603                 NaN            NaN            NaN  0.961805E-002  0.630033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3563                 NaN            NaN            NaN  0.959815E-002  0.634102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3516                 NaN            NaN            NaN  0.959285E-002  0.638854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3526                 NaN            NaN            NaN  0.951105E-002  0.637912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.7278                 NaN            NaN            NaN  0.395973E-002  0.268249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.9460                 NaN            NaN            NaN  0.152613E-001   1.03876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3327                 NaN            NaN            NaN  0.955545E-002  0.657784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3304                 NaN            NaN            NaN  0.951352E-002  0.660081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.5735                 NaN            NaN            NaN  0.603358E-002  0.420427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.0387                 NaN            NaN            NaN  0.135292E-001  0.947753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3479                 NaN            NaN            NaN  0.900759E-002  0.643080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3148                 NaN            NaN            NaN  0.947094E-002  0.675680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3023                 NaN            NaN            NaN  0.955458E-002  0.688106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2999                 NaN            NaN            NaN  0.952772E-002  0.690548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2993                 NaN            NaN            NaN  0.947426E-002  0.691275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2943                 NaN            NaN            NaN  0.947379E-002  0.696253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2882                 NaN            NaN            NaN  0.950918E-002  0.702338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2868                 NaN            NaN            NaN  0.945461E-002  0.703733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2828                 NaN            NaN            NaN  0.946108E-002  0.707718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2786                 NaN            NaN            NaN  0.945281E-002  0.711954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2722                 NaN            NaN            NaN  0.948497E-002  0.718314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2742                 NaN            NaN            NaN  0.941228E-002  0.716386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.7954                 NaN            NaN            NaN  0.155368E-001   1.18904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.7762                 NaN            NaN            NaN  0.287476E-002  0.220946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.9238                 NaN            NaN            NaN  0.106145E-002  0.750997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.5713                 NaN            NaN            NaN  0.181258E-001   1.41058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2594                 NaN            NaN            NaN  0.940962E-002  0.731168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2616                 NaN            NaN            NaN  0.934995E-002  0.729061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2522                 NaN            NaN            NaN  0.942605E-002  0.738373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2485                 NaN            NaN            NaN  0.945563E-002  0.742059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2586                 NaN            NaN            NaN  0.929007E-002  0.732101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2523                 NaN            NaN            NaN  0.935788E-002  0.738341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2509                 NaN            NaN            NaN  0.935260E-002  0.739773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2491                 NaN            NaN            NaN  0.937626E-002  0.741497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2541                 NaN            NaN            NaN  0.928585E-002  0.736649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2364                 NaN            NaN            NaN  0.949964E-002  0.754140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2663                 NaN            NaN            NaN  0.911708E-002  0.724556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2501                 NaN            NaN            NaN  0.932271E-002  0.740601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.9573                 NaN            NaN            NaN  0.130364E-001   1.02970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5582                 NaN            NaN            NaN  0.548468E-002  0.436344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2557                 NaN            NaN            NaN  0.928327E-002  0.734968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2602                 NaN            NaN            NaN  0.921417E-002  0.730620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2629                 NaN            NaN            NaN  0.920432E-002  0.727939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2643                 NaN            NaN            NaN  0.919878E-002  0.726511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2678                 NaN            NaN            NaN  0.917753E-002  0.723063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2703                 NaN            NaN            NaN  0.916681E-002  0.720571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2744                 NaN            NaN            NaN  0.913088E-002  0.716428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.0423                 NaN            NaN            NaN  0.800829E-002  0.568018       0.381628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.1158                 NaN            NaN            NaN  0.331045E-002  0.243166E-004   1.88087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.1481                 NaN            NaN            NaN  0.312928E-002            NaN   1.84874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.1788                 NaN            NaN            NaN  0.299610E-002            NaN   1.81819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.2106                 NaN            NaN            NaN  0.267034E-002            NaN   1.78673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.2395                 NaN            NaN            NaN  0.244317E-002  0.128211E-005   1.75807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.2711                 NaN            NaN            NaN  0.248120E-002            NaN   1.72640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2976                 NaN            NaN            NaN  0.218370E-002            NaN   1.70025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3271                 NaN            NaN            NaN  0.202586E-002            NaN   1.67085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3527                 NaN            NaN            NaN  0.190387E-002            NaN   1.64540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3785                 NaN            NaN            NaN  0.171422E-002            NaN   1.61977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4044                 NaN            NaN            NaN  0.149838E-002            NaN   1.59412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.2078                 NaN            NaN            NaN  0.169097E-002            NaN   1.79048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6710                 NaN            NaN            NaN  0.104538E-002            NaN   1.32793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4771                 NaN            NaN            NaN  0.108639E-002            NaN   1.52176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4979                 NaN            NaN            NaN  0.902041E-003            NaN   1.50122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5197                 NaN            NaN            NaN  0.682820E-003            NaN   1.47961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5410                 NaN            NaN            NaN  0.565544E-003            NaN   1.45845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5595                 NaN            NaN            NaN  0.378409E-003            NaN   1.44016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5798                 NaN            NaN            NaN  0.291720E-003            NaN   1.41992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5987                 NaN            NaN            NaN  0.128939E-003            NaN   1.40117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6185                 NaN            NaN            NaN  0.364478E-003            NaN   1.38115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6385                 NaN            NaN            NaN  0.534405E-003            NaN   1.36098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6526                 NaN            NaN            NaN            NaN            NaN   1.34739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6712                 NaN            NaN            NaN  0.168141E-003            NaN   1.32868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6862                 NaN            NaN            NaN            NaN            NaN   1.31383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7049                 NaN            NaN            NaN            NaN            NaN   1.29513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7183                 NaN            NaN            NaN            NaN            NaN   1.28173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7339                 NaN            NaN            NaN            NaN            NaN   1.26614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7475                 NaN            NaN            NaN            NaN            NaN   1.25249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7618                 NaN            NaN            NaN            NaN            NaN   1.23820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7739                 NaN            NaN            NaN            NaN            NaN   1.22609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7872                 NaN            NaN            NaN            NaN            NaN   1.21284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7991                 NaN            NaN            NaN            NaN            NaN   1.20090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8092                 NaN            NaN            NaN            NaN            NaN   1.19078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7819                 NaN            NaN            NaN            NaN            NaN  0.951263       0.266864                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.5741                 NaN            NaN            NaN            NaN            NaN            NaN   1.42594                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.5267                 NaN            NaN            NaN  0.829230E-002            NaN            NaN   1.46500                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.4871                 NaN            NaN            NaN  0.110781E-001            NaN            NaN   1.50187                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.4455                 NaN            NaN            NaN  0.109663E-001            NaN            NaN   1.54349                 NaN            NaN            NaN            NaN            NaN            NaN
