|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.5/T13/T13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1375.54        500.000        98.4599                 NaN  0.270863                 NaN            NaN  0.165030       0.643284                 NaN            NaN  0.460927                 NaN            NaN            NaN
  1374.04        500.000        98.4830                 NaN  0.273041                 NaN            NaN  0.148908       0.640497                 NaN            NaN  0.454525                 NaN            NaN            NaN
  1372.53        500.000        98.5043                 NaN  0.274880                 NaN            NaN  0.637693       0.134698                 NaN            NaN  0.448418                 NaN            NaN            NaN
  1371.03        500.000        98.5260                 NaN  0.277737                 NaN            NaN  0.118068       0.635773                 NaN            NaN  0.442443                 NaN            NaN            NaN
  1369.53        500.000        98.5457                 NaN  0.277502                 NaN            NaN  0.630442       0.110232                 NaN            NaN  0.436105                 NaN            NaN            NaN
  1368.03        500.000        98.5671                 NaN  0.279691                 NaN            NaN  0.944081E-001  0.628606                 NaN            NaN  0.430174                 NaN            NaN            NaN
  1366.53        500.000        98.5855                 NaN  0.280840                 NaN            NaN  0.625079       0.840619E-001            NaN            NaN  0.424564                 NaN            NaN            NaN
  1365.02        500.000        98.5959                 NaN  0.287569                 NaN            NaN  0.628031       0.653018E-001            NaN            NaN  0.423173                 NaN            NaN            NaN
  1363.52        500.000        98.6364                 NaN  0.277804                 NaN            NaN  0.614011       0.636282E-001            NaN            NaN  0.408180                 NaN            NaN            NaN
  1362.02        500.000        98.6440                 NaN  0.284319                 NaN            NaN  0.478449E-001  0.616401                 NaN            NaN  0.407429                 NaN            NaN            NaN
  1360.52        500.000        98.6625                 NaN  0.286045                 NaN            NaN  0.612427       0.369527E-001            NaN            NaN  0.402090                 NaN            NaN            NaN
  1359.02        500.000        98.6788                 NaN  0.287394                 NaN            NaN  0.246634E-001  0.611885                 NaN            NaN  0.397246                 NaN            NaN            NaN
  1357.51        500.000        98.6690                 NaN  0.288036                 NaN            NaN  0.616833       0.249709E-001            NaN            NaN  0.401169                 NaN            NaN            NaN
  1356.01        500.000        98.7490                 NaN  0.284846                 NaN            NaN  0.590623                 NaN            NaN            NaN  0.375509                 NaN            NaN            NaN
  1354.51        500.000        98.7313                 NaN  0.286255                 NaN            NaN  0.601331                 NaN            NaN            NaN  0.381072                 NaN            NaN            NaN
  1353.01        500.000        98.7467                 NaN  0.284281                 NaN            NaN  0.592887                 NaN            NaN            NaN  0.376130                 NaN            NaN            NaN
  1351.50        500.000        98.7082                 NaN  0.277405                 NaN            NaN  0.580583E-001  0.562090                 NaN            NaN  0.394276                 NaN            NaN            NaN
  1350.00        500.000        98.8247                 NaN  0.261911                 NaN            NaN  0.570378                 NaN            NaN            NaN  0.342997                 NaN            NaN            NaN
  1348.50        500.000        98.7933                 NaN  0.284453                 NaN            NaN  0.560219                 NaN            NaN            NaN  0.362031                 NaN            NaN            NaN
  1347.00        500.000        98.8082                 NaN  0.270160                 NaN            NaN  0.566132                 NaN            NaN            NaN  0.355543                 NaN            NaN            NaN
  1345.50        500.000        98.8191                 NaN  0.268885                 NaN            NaN  0.559900                 NaN            NaN            NaN  0.352078                 NaN            NaN            NaN
  1343.99        500.000        98.8331                 NaN  0.265613                 NaN            NaN  0.553830                 NaN            NaN            NaN  0.347473                 NaN            NaN            NaN
  1342.49        500.000        98.8471                 NaN  0.265015                 NaN            NaN  0.544930                 NaN            NaN            NaN  0.342929                 NaN            NaN            NaN
  1340.99        500.000        98.8606                 NaN  0.259924                 NaN            NaN  0.541085                 NaN            NaN            NaN  0.338421                 NaN            NaN            NaN
  1339.49        500.000        98.8740                 NaN  0.256104                 NaN            NaN  0.536241                 NaN            NaN            NaN  0.333679                 NaN            NaN            NaN
  1337.98        500.000        98.8871                 NaN  0.254348                 NaN            NaN  0.529040                 NaN            NaN            NaN  0.329499                 NaN            NaN            NaN
  1336.48        500.000        98.8980                 NaN  0.251670                 NaN            NaN  0.524518                 NaN            NaN            NaN  0.325830                 NaN            NaN            NaN
  1334.98        500.000        98.9151                 NaN  0.249567                 NaN            NaN  0.515054                 NaN            NaN            NaN  0.320285                 NaN            NaN            NaN
  1333.48        500.000        98.9263                 NaN  0.246925                 NaN            NaN  0.510193                 NaN            NaN            NaN  0.316630                 NaN            NaN            NaN
  1331.98        500.000        98.9374                 NaN  0.244361                 NaN            NaN  0.505447                 NaN            NaN            NaN  0.312761                 NaN            NaN            NaN
  1330.47        500.000        98.9506                 NaN  0.241834                 NaN            NaN  0.499140                 NaN            NaN            NaN  0.308425                 NaN            NaN            NaN
  1328.97        500.000        98.9624                 NaN  0.239248                 NaN            NaN  0.493861                 NaN            NaN            NaN  0.304468                 NaN            NaN            NaN
  1327.47        500.000        98.9739                 NaN  0.236568                 NaN            NaN  0.488914                 NaN            NaN            NaN  0.300582                 NaN            NaN            NaN
  1325.97        500.000        98.9858                 NaN  0.233270                 NaN            NaN  0.484362                 NaN            NaN            NaN  0.296603                 NaN            NaN            NaN
  1324.47        500.000        98.9973                 NaN  0.231930                 NaN            NaN  0.477959                 NaN            NaN            NaN  0.292828                 NaN            NaN            NaN
  1322.96        500.000        99.0083                 NaN  0.228561                 NaN            NaN  0.474100                 NaN            NaN            NaN  0.289031                 NaN            NaN            NaN
  1321.46        500.000        99.0186                 NaN  0.227827                 NaN            NaN  0.467834                 NaN            NaN            NaN  0.285707                 NaN            NaN            NaN
  1319.96        500.000        99.0307                 NaN  0.225257                 NaN            NaN  0.462553                 NaN            NaN            NaN  0.281468                 NaN            NaN            NaN
  1318.46        500.000        99.0413                 NaN  0.220716                 NaN            NaN  0.459982                 NaN            NaN            NaN  0.277990                 NaN            NaN            NaN
  1316.95        500.000        99.0533                 NaN  0.218432                 NaN            NaN  0.454219                 NaN            NaN            NaN  0.274043                 NaN            NaN            NaN
  1315.45        500.000        98.9079                 NaN  0.272411                 NaN            NaN  0.488987                 NaN            NaN            NaN  0.330660                 NaN            NaN            NaN
  1313.95        500.000        99.2303                 NaN  0.156906                 NaN            NaN  0.406131                 NaN            NaN            NaN  0.206645                 NaN            NaN            NaN
  1312.45        500.000        99.0843                 NaN  0.209592                 NaN            NaN  0.442651                 NaN            NaN            NaN  0.263443                 NaN            NaN            NaN
  1310.95        500.000        99.0929                 NaN  0.206601                 NaN            NaN  0.440061                 NaN            NaN            NaN  0.260397                 NaN            NaN            NaN
  1309.44        500.000        99.1042                 NaN  0.204714                 NaN            NaN  0.434275                 NaN            NaN            NaN  0.256813                 NaN            NaN            NaN
  1307.94        500.000        99.1135                 NaN  0.202583                 NaN            NaN  0.430209                 NaN            NaN            NaN  0.253671                 NaN            NaN            NaN
  1306.44        500.000        99.1244                 NaN  0.200032                 NaN            NaN  0.425099                 NaN            NaN            NaN  0.250423                 NaN            NaN            NaN
  1304.94        500.000        99.1340                 NaN  0.196414                 NaN            NaN  0.422969                 NaN            NaN            NaN  0.246644                 NaN            NaN            NaN
  1303.44        500.000        99.1425                 NaN  0.195204                 NaN            NaN  0.418406                 NaN            NaN            NaN  0.243938                 NaN            NaN            NaN
  1301.93        500.000        99.1512                 NaN  0.193296                 NaN            NaN  0.414139                 NaN            NaN            NaN  0.241408                 NaN            NaN            NaN
