|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1927.32        500.000        99.2391       0.217231       0.529606       0.140959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.2290       0.217264       0.539592       0.140975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.2190       0.217296       0.549557       0.140992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.2090       0.217328       0.559542       0.141009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.1991       0.217360       0.569429       0.141025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.1892       0.217392       0.579329       0.141041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.1792       0.217424       0.589225       0.141058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.1694       0.217456       0.599077       0.141074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.1595       0.217488       0.608916       0.141091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.1496       0.217520       0.618736       0.141107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.1398       0.217552       0.628536       0.141123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.1300       0.217583       0.638307       0.141140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.1202       0.217615       0.648073       0.141156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.1104       0.217647       0.657803       0.141172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.1007       0.217678       0.667522       0.141188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.0910       0.217710       0.677219       0.141205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.0654       0.209159       0.689120       0.141226E-001  0.221669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        97.6330       0.262991E-001  0.725893       0.137461E-001  0.494836        1.10622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.6229                 NaN  0.243378E-002            NaN            NaN  0.374678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4728                 NaN  0.203605E-002            NaN            NaN  0.525176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5274                 NaN  0.510801E-003            NaN            NaN  0.472048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4262                 NaN  0.544429E-002            NaN            NaN  0.568336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4802                 NaN            NaN            NaN            NaN  0.519815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4819                 NaN            NaN            NaN            NaN  0.518088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4852                 NaN            NaN            NaN            NaN  0.514827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4856                 NaN            NaN            NaN            NaN  0.514368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4905                 NaN            NaN            NaN            NaN  0.509547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4463                 NaN            NaN            NaN            NaN  0.553718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.6034                 NaN            NaN            NaN            NaN  0.396636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4340                 NaN            NaN            NaN            NaN  0.565999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4999                 NaN            NaN            NaN            NaN  0.500089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4391                 NaN            NaN            NaN            NaN  0.559764       0.111615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.6301                 NaN            NaN            NaN            NaN  0.361994       0.794331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4199                 NaN            NaN            NaN            NaN  0.567691       0.124468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4971                 NaN            NaN            NaN            NaN  0.492111       0.107830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4978                 NaN            NaN            NaN            NaN  0.491473       0.107715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.6433                 NaN            NaN            NaN            NaN  0.349007       0.771614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3584                 NaN            NaN            NaN            NaN  0.627935       0.136842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5014                 NaN            NaN            NaN            NaN  0.487941       0.106802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3833                 NaN            NaN            NaN            NaN  0.603548       0.131964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.7631                 NaN            NaN            NaN            NaN  0.231821       0.506769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3725                 NaN            NaN            NaN            NaN  0.614158       0.133601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5077                 NaN            NaN            NaN            NaN  0.481740       0.105260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5087                 NaN            NaN            NaN            NaN  0.480823       0.104825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5094                 NaN            NaN            NaN            NaN  0.480136       0.104641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5105                 NaN            NaN            NaN            NaN  0.479115       0.104211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5103                 NaN            NaN            NaN            NaN  0.479251       0.104024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5115                 NaN            NaN            NaN            NaN  0.478118       0.103639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5132                 NaN            NaN            NaN            NaN  0.476495       0.102975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5127                 NaN            NaN            NaN            NaN  0.476965       0.102915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5130                 NaN            NaN            NaN            NaN  0.476748       0.102687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5132                 NaN            NaN            NaN            NaN  0.476519       0.102335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5140                 NaN            NaN            NaN            NaN  0.475787       0.101964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5138                 NaN            NaN            NaN            NaN  0.476056       0.101759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5129                 NaN            NaN            NaN            NaN  0.476912       0.101795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4387                 NaN            NaN            NaN            NaN  0.549624       0.116927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.7472                 NaN            NaN            NaN            NaN  0.247583       0.526193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3540                 NaN            NaN            NaN            NaN  0.632632       0.133636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5145                 NaN            NaN            NaN            NaN  0.475493       0.998742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5146                 NaN            NaN            NaN            NaN  0.475417       0.996059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5125                 NaN            NaN            NaN            NaN  0.477576       0.997225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5116                 NaN            NaN            NaN            NaN  0.478475       0.994969E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5125                 NaN            NaN            NaN            NaN  0.477646       0.990008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5075                 NaN            NaN            NaN            NaN  0.482530       0.995199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5132                 NaN            NaN            NaN            NaN  0.477044       0.979540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5092                 NaN            NaN            NaN            NaN  0.480972       0.983832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5090                 NaN            NaN            NaN            NaN  0.481148       0.981359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5077                 NaN            NaN            NaN            NaN  0.482515       0.978737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5321                 NaN            NaN            NaN            NaN  0.458625       0.926893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4802                 NaN            NaN            NaN            NaN  0.509533       0.102573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5043                 NaN            NaN            NaN            NaN  0.485957       0.972358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.5048                 NaN            NaN            NaN            NaN  0.485559       0.968153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5024                 NaN            NaN            NaN            NaN  0.487934       0.965769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4934                 NaN            NaN            NaN            NaN  0.496813       0.981523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5079                 NaN            NaN            NaN            NaN  0.482686       0.943624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4944                 NaN            NaN            NaN            NaN  0.495939       0.969264E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5018                 NaN            NaN            NaN            NaN  0.488696       0.947314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4963                 NaN            NaN            NaN            NaN  0.494160       0.955344E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4943                 NaN            NaN            NaN            NaN  0.496113       0.953745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.1527                 NaN            NaN            NaN            NaN  0.831451       0.158806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.8334                 NaN            NaN            NaN            NaN  0.163548       0.309836E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.8288                 NaN            NaN            NaN            NaN  0.167955       0.319885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1514                 NaN            NaN            NaN            NaN  0.832883       0.156845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4869                 NaN            NaN            NaN            NaN  0.503685       0.943260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4849                 NaN            NaN            NaN            NaN  0.505730       0.941621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4813                 NaN            NaN            NaN            NaN  0.509367       0.938151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4835                 NaN            NaN            NaN            NaN  0.507161       0.938838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1480                 NaN            NaN            NaN            NaN  0.836663       0.153315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.8661                 NaN            NaN            NaN            NaN  0.131504       0.239699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.7338                 NaN            NaN            NaN            NaN  0.261454       0.474229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1671                 NaN            NaN            NaN            NaN  0.818068       0.147910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4752                 NaN            NaN            NaN            NaN  0.515519       0.926536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4851                 NaN            NaN            NaN            NaN  0.505814       0.906035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4574                 NaN            NaN            NaN            NaN  0.533149       0.947949E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4709                 NaN            NaN            NaN            NaN  0.519940       0.920266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4663                 NaN            NaN            NaN            NaN  0.524469       0.925088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4689                 NaN            NaN            NaN            NaN  0.521937       0.914933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4649                 NaN            NaN            NaN            NaN  0.525884       0.917993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4649                 NaN            NaN            NaN            NaN  0.525920       0.912967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4627                 NaN            NaN            NaN            NaN  0.528144       0.913347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4631                 NaN            NaN            NaN            NaN  0.527796       0.909620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4585                 NaN            NaN            NaN            NaN  0.532442       0.909359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4607                 NaN            NaN            NaN            NaN  0.530215       0.908812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4551                 NaN            NaN            NaN            NaN  0.535797       0.910379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4632                 NaN            NaN            NaN            NaN  0.527855       0.893808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4576                 NaN            NaN            NaN            NaN  0.533349       0.901194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4566                 NaN            NaN            NaN            NaN  0.534425       0.899424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4560                 NaN            NaN            NaN            NaN  0.535012       0.897342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4555                 NaN            NaN            NaN            NaN  0.535543       0.895820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.6120                 NaN            NaN            NaN            NaN  0.381669       0.637095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2980                 NaN            NaN            NaN            NaN  0.690511       0.115126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4546                 NaN            NaN            NaN            NaN  0.536467       0.890477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4546                 NaN            NaN            NaN            NaN  0.536548       0.888316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4548                 NaN            NaN            NaN            NaN  0.536344       0.886240E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1352                 NaN            NaN            NaN            NaN  0.851492       0.133391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.7720                 NaN            NaN            NaN            NaN  0.224025       0.396935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4573                 NaN            NaN            NaN            NaN  0.533910       0.875701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4548                 NaN            NaN            NaN            NaN  0.536433       0.879202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4573                 NaN            NaN            NaN            NaN  0.533918       0.874303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4579                 NaN            NaN            NaN            NaN  0.533426       0.871961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4302                 NaN            NaN            NaN            NaN  0.560671       0.916021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.8104                 NaN            NaN            NaN            NaN  0.186541       0.304046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1389                 NaN            NaN            NaN            NaN  0.847297       0.138353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4625                 NaN            NaN            NaN            NaN  0.528931       0.861601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4639                 NaN            NaN            NaN            NaN  0.527524       0.859170E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4650                 NaN            NaN            NaN            NaN  0.526381       0.857326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4665                 NaN            NaN            NaN            NaN  0.524967       0.855927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4659                 NaN            NaN            NaN            NaN  0.525583       0.856024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4182                 NaN            NaN            NaN            NaN  0.572468       0.931248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.5249                 NaN            NaN            NaN            NaN  0.467478       0.762867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4650                 NaN            NaN            NaN            NaN  0.510108       0.817569E-002  0.167569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6626                 NaN            NaN            NaN            NaN  0.659459E-001            NaN   1.27142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6902                 NaN            NaN            NaN            NaN  0.650066E-001            NaN   1.24477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.7118                 NaN            NaN            NaN            NaN  0.613877E-001            NaN   1.22677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7362                 NaN            NaN            NaN            NaN  0.592014E-001            NaN   1.20458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7606                 NaN            NaN            NaN            NaN  0.572003E-001            NaN   1.18218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7803                 NaN            NaN            NaN            NaN  0.549896E-001            NaN   1.16469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7994                 NaN            NaN            NaN            NaN  0.502105E-001            NaN   1.15038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8232                 NaN            NaN            NaN            NaN  0.491442E-001            NaN   1.12761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8441                 NaN            NaN            NaN            NaN  0.481523E-001            NaN   1.10776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6016                 NaN            NaN            NaN            NaN  0.451034E-001            NaN   1.35330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.1340                 NaN            NaN            NaN            NaN  0.329234E-001            NaN  0.833099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8997                 NaN            NaN            NaN            NaN  0.386408E-001            NaN   1.06166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9201                 NaN            NaN            NaN            NaN  0.417190E-001            NaN   1.03820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9347                 NaN            NaN            NaN            NaN  0.347006E-001            NaN   1.03059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9515                 NaN            NaN            NaN            NaN  0.332688E-001            NaN   1.01522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9698                 NaN            NaN            NaN            NaN  0.313984E-001            NaN  0.998820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
