|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1967.42        500.000        98.6646       0.371810       0.924066       0.394820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        98.6387       0.371837       0.949986       0.394849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        98.6128       0.371865       0.975864       0.394878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        98.5869       0.371892        1.00167       0.394908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        98.5612       0.371920        1.02741       0.394937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        98.5354       0.371947        1.05312       0.394966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        98.5098       0.371974        1.07875       0.394995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        98.4841       0.372002        1.10436       0.395024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        98.4586       0.372029        1.12985       0.395053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        98.4331       0.372056        1.15531       0.395081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        98.4076       0.372083        1.18082       0.395110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        98.3823       0.372110        1.20610       0.395139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        98.3569       0.372137        1.23140       0.395167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        98.3317       0.372164        1.25664       0.395196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        98.3065       0.372191        1.28183       0.395224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        98.2813       0.372217        1.30696       0.395253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        98.2562       0.372244        1.33203       0.395281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        98.2311       0.372271        1.35705       0.395309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        98.2062       0.372297        1.38201       0.395338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        98.1811       0.372324        1.40702       0.395366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        98.1563       0.372350        1.43178       0.395394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        98.1315       0.372377        1.45657       0.395422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        98.1067       0.372403        1.48134       0.395450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        98.0820       0.372429        1.50600       0.395478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        98.0574       0.372455        1.53063       0.395506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        98.0328       0.372482        1.55520       0.395533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        98.0082       0.372508        1.57972       0.395561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        97.9837       0.372534        1.60416       0.395589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        97.9593       0.372560        1.62859       0.395616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        97.9349       0.372586        1.65292       0.395644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        97.9106       0.372611        1.67722       0.395671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        97.8863       0.372637        1.70147       0.395699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        97.8441       0.357967        1.73121       0.395732E-001  0.271549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        96.2981       0.449578E-001   1.82149       0.384747E-001  0.605461        1.19153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.5849                 NaN  0.618998E-002            NaN            NaN  0.408921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4215                 NaN  0.517843E-002            NaN            NaN  0.573353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4831                 NaN  0.129938E-002            NaN            NaN  0.515596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3652                 NaN  0.138497E-001            NaN            NaN  0.620946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4318                 NaN            NaN            NaN            NaN  0.568222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4334                 NaN            NaN            NaN            NaN  0.566623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4367                 NaN            NaN            NaN            NaN  0.563271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4370                 NaN            NaN            NaN            NaN  0.563030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4421                 NaN            NaN            NaN            NaN  0.557889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3935                 NaN            NaN            NaN            NaN  0.606535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5653                 NaN            NaN            NaN            NaN  0.434735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3795                 NaN            NaN            NaN            NaN  0.620494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4515                 NaN            NaN            NaN            NaN  0.548473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3840                 NaN            NaN            NaN            NaN  0.614368       0.166850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5907                 NaN            NaN            NaN            NaN  0.397423       0.118757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3579                 NaN            NaN            NaN            NaN  0.623472       0.186151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4431                 NaN            NaN            NaN            NaN  0.540786       0.161386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4434                 NaN            NaN            NaN            NaN  0.540457       0.161319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.6045                 NaN            NaN            NaN            NaN  0.383897       0.115639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2885                 NaN            NaN            NaN            NaN  0.690976       0.205053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4466                 NaN            NaN            NaN            NaN  0.537350       0.160187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3155                 NaN            NaN            NaN            NaN  0.664688       0.198067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.7368                 NaN            NaN            NaN            NaN  0.255578       0.761345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3027                 NaN            NaN            NaN            NaN  0.677219       0.200599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4526                 NaN            NaN            NaN            NaN  0.531560       0.158106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4534                 NaN            NaN            NaN            NaN  0.530868       0.157543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4539                 NaN            NaN            NaN            NaN  0.530344       0.157319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4548                 NaN            NaN            NaN            NaN  0.529527       0.156755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4544                 NaN            NaN            NaN            NaN  0.529951       0.156573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4554                 NaN            NaN            NaN            NaN  0.528972       0.156050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4570                 NaN            NaN            NaN            NaN  0.527495       0.155122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4562                 NaN            NaN            NaN            NaN  0.528294       0.155121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4561                 NaN            NaN            NaN            NaN  0.528385       0.154832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4561                 NaN            NaN            NaN            NaN  0.528413       0.154397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4568                 NaN            NaN            NaN            NaN  0.527853       0.153897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4561                 NaN            NaN            NaN            NaN  0.528492       0.153651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4549                 NaN            NaN            NaN            NaN  0.529731       0.153766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3716                 NaN            NaN            NaN            NaN  0.610753       0.176668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.7166                 NaN            NaN            NaN            NaN  0.275398       0.795768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.2759                 NaN            NaN            NaN            NaN  0.703911       0.202125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4553                 NaN            NaN            NaN            NaN  0.529530       0.151226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4553                 NaN            NaN            NaN            NaN  0.529664       0.150857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4525                 NaN            NaN            NaN            NaN  0.532423       0.151124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4512                 NaN            NaN            NaN            NaN  0.533696       0.150883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4518                 NaN            NaN            NaN            NaN  0.533148       0.150168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4457                 NaN            NaN            NaN            NaN  0.539139       0.151132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4520                 NaN            NaN            NaN            NaN  0.533107       0.148711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4471                 NaN            NaN            NaN            NaN  0.537904       0.149501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4467                 NaN            NaN            NaN            NaN  0.538381       0.149147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4448                 NaN            NaN            NaN            NaN  0.540323       0.148854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4720                 NaN            NaN            NaN            NaN  0.513910       0.141038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4131                 NaN            NaN            NaN            NaN  0.571267       0.156114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4399                 NaN            NaN            NaN            NaN  0.545299       0.148107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4403                 NaN            NaN            NaN            NaN  0.544990       0.147514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4370                 NaN            NaN            NaN            NaN  0.548272       0.147287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4265                 NaN            NaN            NaN            NaN  0.558548       0.149737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4425                 NaN            NaN            NaN            NaN  0.543099       0.144030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4268                 NaN            NaN            NaN            NaN  0.558429       0.148024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4350                 NaN            NaN            NaN            NaN  0.550529       0.144751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4283                 NaN            NaN            NaN            NaN  0.557082       0.146034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4257                 NaN            NaN            NaN            NaN  0.559696       0.145873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0372                 NaN            NaN            NaN            NaN  0.938478       0.242967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.8105                 NaN            NaN            NaN            NaN  0.184776       0.474506E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.8052                 NaN            NaN            NaN            NaN  0.189893       0.490360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.0340                 NaN            NaN            NaN            NaN  0.941928       0.240322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4152                 NaN            NaN            NaN            NaN  0.570294       0.144671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4125                 NaN            NaN            NaN            NaN  0.573047       0.144519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4080                 NaN            NaN            NaN            NaN  0.577641       0.144033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4098                 NaN            NaN            NaN            NaN  0.575785       0.144291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.0263                 NaN            NaN            NaN            NaN  0.950099       0.235523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.8467                 NaN            NaN            NaN            NaN  0.149560       0.369107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.6954                 NaN            NaN            NaN            NaN  0.297340       0.729905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0463                 NaN            NaN            NaN            NaN  0.930890       0.227653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3984                 NaN            NaN            NaN            NaN  0.587367       0.142731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4092                 NaN            NaN            NaN            NaN  0.576869       0.139608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3769                 NaN            NaN            NaN            NaN  0.608465       0.146198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3920                 NaN            NaN            NaN            NaN  0.593782       0.142024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3862                 NaN            NaN            NaN            NaN  0.599491       0.142774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3889                 NaN            NaN            NaN            NaN  0.597011       0.141354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3837                 NaN            NaN            NaN            NaN  0.602101       0.141944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3832                 NaN            NaN            NaN            NaN  0.602711       0.141239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3802                 NaN            NaN            NaN            NaN  0.605712       0.141381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3802                 NaN            NaN            NaN            NaN  0.605741       0.140862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3743                 NaN            NaN            NaN            NaN  0.611629       0.140929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3762                 NaN            NaN            NaN            NaN  0.609686       0.140963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3693                 NaN            NaN            NaN            NaN  0.616551       0.141317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3781                 NaN            NaN            NaN            NaN  0.608053       0.138780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3712                 NaN            NaN            NaN            NaN  0.614799       0.140000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3694                 NaN            NaN            NaN            NaN  0.616585       0.139815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3682                 NaN            NaN            NaN            NaN  0.617856       0.139596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3669                 NaN            NaN            NaN            NaN  0.619133       0.139424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.5484                 NaN            NaN            NaN            NaN  0.441701       0.992038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1827                 NaN            NaN            NaN            NaN  0.799330       0.179296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3644                 NaN            NaN            NaN            NaN  0.621721       0.138837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3637                 NaN            NaN            NaN            NaN  0.622421       0.138593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3634                 NaN            NaN            NaN            NaN  0.622728       0.138338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.9874                 NaN            NaN            NaN            NaN  0.991660       0.209500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.7330                 NaN            NaN            NaN            NaN  0.260759       0.620813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3647                 NaN            NaN            NaN            NaN  0.621637       0.136980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3610                 NaN            NaN            NaN            NaN  0.625258       0.137629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3636                 NaN            NaN            NaN            NaN  0.622733       0.136928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3635                 NaN            NaN            NaN            NaN  0.622862       0.136654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3303                 NaN            NaN            NaN            NaN  0.655370       0.143663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.7768                 NaN            NaN            NaN            NaN  0.218396       0.477343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.9869                 NaN            NaN            NaN            NaN  0.991385       0.217054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3664                 NaN            NaN            NaN            NaN  0.620047       0.135412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3675                 NaN            NaN            NaN            NaN  0.619027       0.135097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3683                 NaN            NaN            NaN            NaN  0.618170       0.134878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3694                 NaN            NaN            NaN            NaN  0.617111       0.134723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3682                 NaN            NaN            NaN            NaN  0.618356       0.134865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3106                 NaN            NaN            NaN            NaN  0.674721       0.146755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4369                 NaN            NaN            NaN            NaN  0.551023       0.120300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3658                 NaN            NaN            NaN            NaN  0.602047       0.129027E-001  0.192926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4594                 NaN            NaN            NaN            NaN  0.777952E-001            NaN   1.46283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4899                 NaN            NaN            NaN            NaN  0.767609E-001            NaN   1.43332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5140                 NaN            NaN            NaN            NaN  0.725484E-001            NaN   1.41345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5413                 NaN            NaN            NaN            NaN  0.700125E-001            NaN   1.38871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5686                 NaN            NaN            NaN            NaN  0.677064E-001            NaN   1.36370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5905                 NaN            NaN            NaN            NaN  0.651347E-001            NaN   1.34434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6118                 NaN            NaN            NaN            NaN  0.595214E-001            NaN   1.32863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6385                 NaN            NaN            NaN            NaN  0.583180E-001            NaN   1.30322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6619                 NaN            NaN            NaN            NaN  0.571826E-001            NaN   1.28093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.3814                 NaN            NaN            NaN            NaN  0.535753E-001            NaN   1.56498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9960                 NaN            NaN            NaN            NaN  0.391695E-001            NaN  0.964875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7244                 NaN            NaN            NaN            NaN  0.459906E-001            NaN   1.22964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7468                 NaN            NaN            NaN            NaN  0.497056E-001            NaN   1.20352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7635                 NaN            NaN            NaN            NaN  0.413645E-001            NaN   1.19511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7821                 NaN            NaN            NaN            NaN  0.397000E-001            NaN   1.17817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8027                 NaN            NaN            NaN            NaN  0.374965E-001            NaN   1.15980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
