|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1542.79        2500.00        99.2560       0.697783       0.462275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.4592       0.507735       0.330856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.3629       0.600444       0.366384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.3686       0.593586       0.378454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.1917       0.756685       0.516573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.5618       0.413541       0.246456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.3584       0.619213       0.223740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        99.3541       0.364933       0.247043E-001            NaN            NaN  0.256225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.2063       0.253219E-001  0.339151E-002            NaN            NaN  0.764961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.2044                 NaN  0.420042E-002            NaN            NaN  0.791385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.1998                 NaN            NaN            NaN            NaN  0.800175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.2054                 NaN            NaN            NaN            NaN  0.794629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        99.2054                 NaN  0.197124E-005            NaN            NaN  0.794643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.2005                 NaN            NaN            NaN            NaN  0.799532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.1987                 NaN            NaN            NaN            NaN  0.801306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.1924                 NaN            NaN            NaN            NaN  0.807588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.1890                 NaN            NaN            NaN            NaN  0.811004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.4302                 NaN            NaN            NaN            NaN  0.569763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        98.9227                 NaN            NaN            NaN            NaN   1.07731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.1686                 NaN            NaN            NaN            NaN  0.831373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.0313                 NaN            NaN            NaN            NaN  0.748936       0.219801                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.7002                 NaN            NaN            NaN            NaN  0.503709       0.796061                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.7145                 NaN            NaN            NaN            NaN  0.498895       0.786651                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.7295                 NaN            NaN            NaN            NaN  0.779157       0.491362                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.7404                 NaN            NaN            NaN            NaN  0.773083       0.486477                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        98.9207                 NaN            NaN            NaN            NaN  0.416775       0.662486                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.5969                 NaN            NaN            NaN            NaN  0.540054       0.863011                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.7784                 NaN            NaN            NaN            NaN  0.749492       0.472148                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.7951                 NaN            NaN            NaN            NaN  0.740446       0.464449                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        98.8051                 NaN            NaN            NaN            NaN  0.460271       0.734596                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.8165                 NaN  0.880595E-004            NaN            NaN  0.456072       0.727320                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8283                 NaN            NaN            NaN            NaN  0.719854       0.451867                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.8395                 NaN            NaN            NaN            NaN  0.714452       0.446008                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.8496                 NaN            NaN            NaN            NaN  0.708653       0.441764                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        99.6205                 NaN  0.155180E-001            NaN            NaN  0.133486       0.230488                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.1165                 NaN            NaN            NaN            NaN   1.17189       0.711594                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.8788                 NaN            NaN            NaN            NaN  0.691514       0.429641                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.8954                 NaN  0.281568E-004            NaN            NaN  0.681678       0.422927                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.9006                 NaN            NaN            NaN            NaN  0.679359       0.420077                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9116                 NaN            NaN            NaN            NaN  0.671957       0.416491                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9220                 NaN  0.174882E-005            NaN            NaN  0.411540       0.666451                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        98.9316                 NaN            NaN            NaN            NaN  0.660712       0.407642                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        98.9372                 NaN            NaN            NaN            NaN  0.657917       0.404900                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        98.9529                 NaN  0.145651E-005            NaN            NaN  0.648317       0.398748                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        98.9584                 NaN            NaN            NaN            NaN  0.645892       0.395696                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9667                 NaN            NaN            NaN            NaN  0.392169       0.641116                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        98.9729                 NaN            NaN            NaN            NaN  0.388889       0.638245                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.9844                 NaN            NaN            NaN            NaN  0.630954       0.384608                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9911                 NaN            NaN            NaN            NaN  0.380990       0.627882                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        98.9993                 NaN            NaN            NaN            NaN  0.377636       0.623065                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0039                 NaN            NaN            NaN            NaN  0.374675       0.621459                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0164                 NaN            NaN            NaN            NaN  0.369619       0.613986                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0224                 NaN            NaN            NaN            NaN  0.366746       0.610858                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0294                 NaN            NaN            NaN            NaN  0.606805       0.363808                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.0309                 NaN            NaN            NaN            NaN  0.605105       0.362322       0.163261E-002            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        97.2703                 NaN  0.264548E-001            NaN            NaN   1.12956       0.784722       0.788943                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.2554                 NaN  0.259195                 NaN            NaN  0.836664       0.818170       0.830604                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.3192                 NaN  0.256664                 NaN            NaN  0.793417       0.818882       0.811817                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.3828                 NaN  0.254050                 NaN            NaN  0.801438       0.768669       0.793005                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.4424                 NaN  0.251678                 NaN            NaN  0.785184       0.745477       0.775276                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.5037                 NaN  0.248751                 NaN            NaN  0.767545       0.722870       0.757121                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.5581                 NaN  0.246643                 NaN            NaN  0.752521       0.701671       0.741091                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.6124                 NaN  0.244327                 NaN            NaN  0.680385       0.737910       0.724941                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.6605                 NaN  0.242621                 NaN            NaN  0.661139       0.724506       0.711265                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7194                 NaN  0.239042                 NaN            NaN  0.706643       0.642026       0.692851                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7607                 NaN  0.238077                 NaN            NaN  0.623501       0.696957       0.680804                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8074                 NaN  0.236152                 NaN            NaN  0.606614       0.682902       0.666965                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8537                 NaN  0.233978                 NaN            NaN  0.669903       0.589478       0.652918                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        97.8953                 NaN  0.232388                 NaN            NaN  0.573016       0.658714       0.640544                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9373                 NaN  0.230405                 NaN            NaN  0.557195       0.647180       0.627938                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9739                 NaN  0.229783                 NaN            NaN  0.542840       0.635782       0.617715                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.0191                 NaN  0.226107                 NaN            NaN  0.527754       0.624241       0.602794                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0528                 NaN  0.225562                 NaN            NaN  0.514338       0.614042       0.593260                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0899                 NaN  0.223847                 NaN            NaN  0.604403       0.499827       0.582005                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1230                 NaN  0.222308                 NaN            NaN  0.594995       0.487554       0.572172                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1605                 NaN  0.220770                 NaN            NaN  0.584453       0.473592       0.560655                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.1907                 NaN  0.219417                 NaN            NaN  0.576346       0.462002       0.551504                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2223                 NaN  0.218178                 NaN            NaN  0.450528       0.566953       0.542059                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.2556                 NaN  0.216218                 NaN            NaN  0.557860       0.438580       0.531770                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2838                 NaN  0.215122                 NaN            NaN  0.550385       0.427295       0.523372                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3120                 NaN  0.214055                 NaN            NaN  0.542459       0.416908       0.514594                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3419                 NaN  0.212317                 NaN            NaN  0.533637       0.406486       0.505651                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3692                 NaN  0.211183                 NaN            NaN  0.524348       0.397578       0.497677                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.3995                 NaN  0.209110                 NaN            NaN  0.517559       0.385898       0.487912                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4235                 NaN  0.208136                 NaN            NaN  0.510683       0.376896       0.480772                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4462                 NaN  0.207323                 NaN            NaN  0.367637       0.504969       0.473875                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4718                 NaN  0.205813                 NaN            NaN  0.497011       0.359460       0.465960                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.4964                 NaN  0.203865                 NaN            NaN  0.489122       0.351788       0.458850                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5230                 NaN  0.203327                 NaN            NaN  0.482552       0.341054       0.450053                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5396                 NaN  0.203166                 NaN            NaN  0.478976       0.333069       0.445230                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5664                 NaN  0.199422                 NaN            NaN  0.327933       0.469752       0.436443                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5845                 NaN  0.199781                 NaN            NaN  0.319110       0.465276       0.431295                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6064                 NaN  0.198027                 NaN            NaN  0.311858       0.459363       0.424352                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6267                 NaN  0.196867                 NaN            NaN  0.454232       0.304213       0.417981                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6479                 NaN  0.195167                 NaN            NaN  0.298066       0.447533       0.411320                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6662                 NaN  0.194333                 NaN            NaN  0.291160       0.442521       0.405767                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6837                 NaN  0.193358                 NaN            NaN  0.284153       0.438569       0.400180                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.7035                 NaN  0.191868                 NaN            NaN  0.431716       0.278799       0.394155                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.7220                 NaN  0.190057                 NaN            NaN  0.273414       0.426545       0.387942                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7389                 NaN  0.189111                 NaN            NaN  0.266828       0.422333       0.382858                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7568                 NaN  0.187779                 NaN            NaN  0.416214       0.261878       0.377303                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7722                 NaN  0.186251                 NaN            NaN  0.256750       0.412572       0.372179                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7903                 NaN  0.185172                 NaN            NaN  0.407088       0.250825       0.366611                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8067                 NaN  0.182786                 NaN            NaN  0.402314       0.247018       0.361214                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8205                 NaN  0.182333                 NaN            NaN  0.242125       0.397937       0.357128                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8372                 NaN  0.180078                 NaN            NaN  0.393651       0.237619       0.351419                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8226                 NaN  0.196795                 NaN            NaN  0.380788       0.234587       0.365186                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8996                 NaN  0.159860                 NaN            NaN  0.227861       0.389446       0.323235                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8804                 NaN  0.175969                 NaN            NaN  0.380921       0.225038       0.337629                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        98.8939                 NaN  0.174399                 NaN            NaN  0.377037       0.221403       0.333307                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9081                 NaN  0.172716                 NaN            NaN  0.372637       0.217906       0.328641                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9218                 NaN  0.171136                 NaN            NaN  0.214499       0.368238       0.324293                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9349                 NaN  0.169403                 NaN            NaN  0.364429       0.211278       0.319954                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9477                 NaN  0.167847                 NaN            NaN  0.360889       0.207791       0.315785                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9604                 NaN  0.165932                 NaN            NaN  0.205363       0.356724       0.311626                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9711                 NaN  0.163985                 NaN            NaN  0.203963       0.352954       0.307950                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9840                 NaN  0.148617                 NaN            NaN  0.341203       0.224198       0.301934                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        98.9966                 NaN  0.174865                 NaN            NaN  0.172615       0.354226       0.301668                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0082                 NaN  0.157985                 NaN            NaN  0.197109       0.340980       0.295709                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0189                 NaN  0.156705                 NaN            NaN  0.194234       0.337910       0.292217                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0302                 NaN  0.154627                 NaN            NaN  0.334323       0.192395       0.288445                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0415                 NaN  0.152948                 NaN            NaN  0.330468       0.190250       0.284789                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0518                 NaN  0.150485                 NaN            NaN  0.189802       0.326678       0.281198                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0618                 NaN  0.148661                 NaN            NaN  0.188129       0.323600       0.277857                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0712                 NaN  0.145869                 NaN            NaN  0.188296       0.320095       0.274561                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0823                 NaN  0.144108                 NaN            NaN  0.186636       0.316073       0.270863                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0896                 NaN  0.138559                 NaN            NaN  0.303666       0.199330       0.268821                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.1044                 NaN  0.143118                 NaN            NaN  0.315111       0.174198       0.263157                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.1098                 NaN  0.137827                 NaN            NaN  0.184993       0.305853       0.261577                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.1199                 NaN  0.134240                 NaN            NaN  0.300680       0.187298       0.257884                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1288                 NaN  0.132702                 NaN            NaN  0.184917       0.298558       0.254994                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1322                 NaN  0.226074                 NaN            NaN  0.377305                 NaN  0.264400                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1517                 NaN  0.322414E-001            NaN            NaN  0.202554       0.376769       0.236784                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1547                 NaN  0.125157                 NaN            NaN  0.287055       0.187049       0.246039                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1624                 NaN  0.122577                 NaN            NaN  0.283380       0.188292       0.243311                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1709                 NaN  0.120181                 NaN            NaN  0.279889       0.188626       0.240392                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1790                 NaN  0.117536                 NaN            NaN  0.275992       0.189871       0.237649                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.1863                 NaN  0.114730                 NaN            NaN  0.191801       0.272223       0.234985                 NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.1084                 NaN  0.112593                 NaN            NaN  0.301287       0.218045       0.259719                 NaN            NaN            NaN            NaN            NaN
