|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q              hed           
  1398.69        500.000        98.8846                 NaN  0.361897       0.279403                 NaN  0.380593       0.935141E-001            NaN            NaN            NaN            NaN
  1397.63        500.000        98.8994                 NaN  0.272308       0.358596                 NaN  0.375801       0.939364E-001            NaN            NaN            NaN            NaN
  1396.57        500.000        98.9098                 NaN  0.343915       0.311086                 NaN  0.367257       0.679598E-001            NaN            NaN            NaN            NaN
  1395.51        500.000        98.9286                 NaN  0.364016       0.214344                 NaN  0.371797       0.121260                 NaN            NaN            NaN            NaN
  1394.45        500.000        98.9396                 NaN  0.349096       0.252602                 NaN  0.363217       0.955307E-001            NaN            NaN            NaN            NaN
  1393.39        500.000        98.9539                 NaN  0.247063       0.345594                 NaN  0.358324       0.951506E-001            NaN            NaN            NaN            NaN
  1392.33        500.000        98.9664                 NaN  0.342514       0.240327                 NaN  0.354607       0.961967E-001            NaN            NaN            NaN            NaN
  1391.27        500.000        98.9789                 NaN  0.239550       0.337151                 NaN  0.350634       0.937405E-001            NaN            NaN            NaN            NaN
  1390.21        500.000        98.9939                 NaN  0.338145       0.220667                 NaN  0.346478       0.100800                 NaN            NaN            NaN            NaN
  1389.15        500.000        99.0061                 NaN  0.223914       0.332281                 NaN  0.341466       0.962363E-001            NaN            NaN            NaN            NaN
  1388.09        500.000        99.0174                 NaN  0.330340       0.216581                 NaN  0.338294       0.973977E-001            NaN            NaN            NaN            NaN
  1387.03        500.000        99.0281                 NaN  0.210720       0.328008                 NaN  0.334972       0.981555E-001            NaN            NaN            NaN            NaN
  1385.97        500.000        99.0406                 NaN  0.324815       0.205725                 NaN  0.330908       0.979449E-001            NaN            NaN            NaN            NaN
  1384.91        500.000        99.0515                 NaN  0.200072       0.322270                 NaN  0.327499       0.986527E-001            NaN            NaN            NaN            NaN
  1383.85        500.000        99.0633                 NaN  0.194780       0.319602                 NaN  0.323552       0.987230E-001            NaN            NaN            NaN            NaN
  1382.79        500.000        99.0742                 NaN  0.316967       0.189571                 NaN  0.320143       0.991575E-001            NaN            NaN            NaN            NaN
  1381.73        500.000        99.0730                 NaN  0.322955       0.178559                 NaN  0.321961       0.103506                 NaN            NaN            NaN            NaN
  1380.67        500.000        99.1047                 NaN  0.305514       0.185836                 NaN  0.308649       0.953136E-001            NaN            NaN            NaN            NaN
  1379.61        500.000        99.6197                 NaN  0.605653E-001  0.139227                 NaN  0.133628       0.468534E-001            NaN            NaN            NaN            NaN
  1378.55        500.000        98.5978                 NaN  0.284809       0.482055                 NaN  0.483880       0.151420                 NaN            NaN            NaN            NaN
  1377.48        500.000        99.1244                 NaN  0.306566       0.163667                 NaN  0.304220       0.101140                 NaN            NaN            NaN            NaN
  1376.42        500.000        99.1379                 NaN  0.301857       0.161114                 NaN  0.299261       0.998938E-001            NaN            NaN            NaN            NaN
  1375.36        500.000        99.1465                 NaN  0.301492       0.153671                 NaN  0.296876       0.101508                 NaN            NaN            NaN            NaN
  1374.30        500.000        99.1559                 NaN  0.298603       0.151057                 NaN  0.293681       0.100750                 NaN            NaN            NaN            NaN
  1373.24        500.000        99.1646                 NaN  0.130368       0.301800                 NaN  0.292894       0.110341                 NaN            NaN            NaN            NaN
  1372.18        500.000        99.1753                 NaN  0.158336       0.289423                 NaN  0.285211       0.917314E-001            NaN            NaN            NaN            NaN
  1371.12        500.000        99.1849                 NaN  0.291401       0.138291                 NaN  0.284160       0.101233                 NaN            NaN            NaN            NaN
  1370.06        500.000        99.1927                 NaN  0.290100       0.133977                 NaN  0.281657       0.101563                 NaN            NaN            NaN            NaN
  1369.00        500.000        99.2021                 NaN  0.129709       0.288046                 NaN  0.278609       0.101556                 NaN            NaN            NaN            NaN
  1367.94        500.000        99.2106                 NaN  0.285868       0.126453                 NaN  0.275734       0.101368                 NaN            NaN            NaN            NaN
  1366.88        500.000        99.5920                 NaN  0.147742       0.627818E-001            NaN  0.143552       0.538966E-001            NaN            NaN            NaN            NaN
  1365.82        500.000        98.8521                 NaN  0.417524       0.182416                 NaN  0.400237       0.147740                 NaN            NaN            NaN            NaN
  1364.76        500.000        99.2331                 NaN  0.116546       0.280595                 NaN  0.268693       0.101061                 NaN            NaN            NaN            NaN
  1363.70        500.000        99.2485                 NaN  0.108157       0.277676                 NaN  0.263141       0.102556                 NaN            NaN            NaN            NaN
  1362.64        500.000        99.2522                 NaN  0.103446       0.278519                 NaN  0.262252       0.103562                 NaN            NaN            NaN            NaN
  1361.58        500.000        99.2598                 NaN  0.273484       0.108864                 NaN  0.258910       0.989522E-001            NaN            NaN            NaN            NaN
  1360.52        500.000        99.2674                 NaN  0.998882E-001  0.273979                 NaN  0.257001       0.101740                 NaN            NaN            NaN            NaN
  1359.46        500.000        99.2760                 NaN  0.986883E-001  0.270707                 NaN  0.253793       0.100778                 NaN            NaN            NaN            NaN
  1358.40        500.000        99.2827                 NaN  0.936245E-001  0.269598                 NaN  0.252049       0.102056                 NaN            NaN            NaN            NaN
  1357.34        500.000        99.2919                 NaN  0.266816       0.928028E-001            NaN  0.248335       0.100162                 NaN            NaN            NaN            NaN
  1356.28        500.000        99.2982                 NaN  0.880345E-001  0.265971                 NaN  0.246605       0.101177                 NaN            NaN            NaN            NaN
  1355.22        500.000        99.3056                 NaN  0.263973       0.863812E-001            NaN  0.243803       0.100224                 NaN            NaN            NaN            NaN
  1354.16        500.000        99.3125                 NaN  0.262688       0.829973E-001            NaN  0.241568       0.100272                 NaN            NaN            NaN            NaN
  1353.10        500.000        99.3186                 NaN  0.798331E-001  0.261561                 NaN  0.239552       0.100405                 NaN            NaN            NaN            NaN
  1352.04        500.000        99.3268                 NaN  0.780420E-001  0.259188                 NaN  0.236513       0.994872E-001            NaN            NaN            NaN            NaN
  1350.98        500.000        99.3331                 NaN  0.258347       0.740757E-001            NaN  0.234640       0.998754E-001            NaN            NaN            NaN            NaN
  1349.92        500.000        99.3403                 NaN  0.719660E-001  0.256306                 NaN  0.232018       0.993834E-001            NaN            NaN            NaN            NaN
  1348.86        500.000        99.3467                 NaN  0.253929       0.712429E-001            NaN  0.229722       0.984338E-001            NaN            NaN            NaN            NaN
  1347.80        500.000        98.6023                 NaN  0.551800       0.147392                 NaN  0.489955       0.208538                 NaN            NaN            NaN            NaN
  1346.73        500.000        99.9966                 NaN            NaN            NaN            NaN            NaN  0.341849E-002            NaN            NaN            NaN            NaN
  1345.67        500.000        99.4718                 NaN  0.210897       0.517065E-001            NaN  0.186383       0.792088E-001            NaN            NaN            NaN            NaN
  1344.61        500.000        99.3709                 NaN  0.251250       0.555676E-001            NaN  0.222255       0.100032                 NaN            NaN            NaN            NaN
  1343.55        500.000        99.3813                 NaN  0.638282E-001  0.243542                 NaN  0.216897       0.944198E-001            NaN            NaN            NaN            NaN
  1342.49        500.000        99.3847                 NaN  0.576054E-001  0.244888                 NaN  0.216456       0.963407E-001            NaN            NaN            NaN            NaN
  1341.43        500.000        99.3904                 NaN  0.243381       0.560353E-001            NaN  0.214419       0.957631E-001            NaN            NaN            NaN            NaN
  1340.37        500.000        99.3960                 NaN  0.242243       0.540483E-001            NaN  0.212394       0.952768E-001            NaN            NaN            NaN            NaN
  1339.31        500.000        99.4012                 NaN  0.241398       0.512731E-001            NaN  0.210805       0.953533E-001            NaN            NaN            NaN            NaN
  1338.25        500.000        99.4087                 NaN  0.518017E-001  0.238156                 NaN  0.207715       0.936088E-001            NaN            NaN            NaN            NaN
  1337.19        500.000        99.4138                 NaN  0.237364       0.491912E-001            NaN  0.206050       0.935865E-001            NaN            NaN            NaN            NaN
  1336.13        500.000        99.4184                 NaN  0.236770       0.461801E-001            NaN  0.204748       0.938531E-001            NaN            NaN            NaN            NaN
  1335.07        500.000        99.4261                 NaN  0.233219       0.473574E-001            NaN  0.201470       0.918853E-001            NaN            NaN            NaN            NaN
  1334.01        500.000        99.4300                 NaN  0.449472E-001  0.232989                 NaN  0.200272       0.918116E-001            NaN            NaN            NaN            NaN
  1332.95        500.000        99.4346                 NaN  0.232896       0.427058E-001            NaN  0.198476       0.913620E-001            NaN            NaN            NaN            NaN
  1331.89        500.000        99.4408                 NaN  0.230209       0.429054E-001            NaN  0.196109       0.900247E-001            NaN            NaN            NaN            NaN
  1330.83        500.000        99.4456                 NaN  0.228499       0.418060E-001            NaN  0.194466       0.895871E-001            NaN            NaN            NaN            NaN
  1329.77        500.000        99.2473                 NaN  0.295188       0.873452E-001            NaN  0.262058       0.108060                 NaN            NaN            NaN            NaN
  1328.71        500.000        99.6574                 NaN  0.163576E-002  0.152912                 NaN  0.121348       0.666645E-001            NaN            NaN            NaN            NaN
  1327.65        500.000        99.4609                 NaN  0.224054       0.387539E-001            NaN  0.188859       0.874312E-001            NaN            NaN            NaN            NaN
  1326.59        500.000        99.4653                 NaN  0.222261       0.389746E-001            NaN  0.187135       0.863352E-001            NaN            NaN            NaN            NaN
  1325.53        500.000        99.4704                 NaN  0.221061       0.376139E-001            NaN  0.185274       0.856718E-001            NaN            NaN            NaN            NaN
  1324.47        500.000        99.4827                 NaN  0.235566                 NaN            NaN  0.183406       0.983089E-001            NaN            NaN            NaN            NaN
  1323.41        500.000        99.4729                 NaN  0.200501       0.744128E-001            NaN  0.181665       0.705388E-001            NaN            NaN            NaN            NaN
  1322.35        500.000        99.4843                 NaN  0.355077E-001  0.216895                 NaN  0.180073       0.831850E-001            NaN            NaN            NaN            NaN
  1321.29        500.000        99.4888                 NaN  0.217288       0.321871E-001            NaN  0.178480       0.832227E-001            NaN            NaN            NaN            NaN
  1320.23        500.000        99.4936                 NaN  0.377641E-001  0.212577                 NaN  0.176162       0.799300E-001            NaN            NaN            NaN            NaN
  1319.17        500.000        99.4976                 NaN  0.212197       0.351768E-001            NaN  0.174899       0.800983E-001            NaN            NaN            NaN            NaN
  1318.11        500.000        99.5020                 NaN  0.210581       0.351191E-001            NaN  0.173226       0.790818E-001            NaN            NaN            NaN            NaN
  1317.04        500.000        99.5062                 NaN  0.209561       0.344534E-001            NaN  0.171637       0.781983E-001            NaN            NaN            NaN            NaN
  1315.98        500.000        99.5098                 NaN  0.354315E-001  0.207600                 NaN  0.170160       0.769739E-001            NaN            NaN            NaN            NaN
  1314.92        500.000        99.5145                 NaN  0.205735       0.357046E-001            NaN  0.168290       0.757411E-001            NaN            NaN            NaN            NaN
  1313.86        500.000        99.5189                 NaN  0.341896E-001  0.204929                 NaN  0.166739       0.752359E-001            NaN            NaN            NaN            NaN
  1312.80        500.000        99.5224                 NaN  0.202552       0.357888E-001            NaN  0.165333       0.738908E-001            NaN            NaN            NaN            NaN
  1311.74        500.000        99.5266                 NaN  0.201580       0.352304E-001            NaN  0.163654       0.728995E-001            NaN            NaN            NaN            NaN
  1310.68        500.000        99.5301                 NaN  0.199530       0.367086E-001            NaN  0.162226       0.714665E-001            NaN            NaN            NaN            NaN
  1309.62        500.000        99.4989                 NaN  0.219884                 NaN            NaN  0.185778       0.954561E-001            NaN            NaN            NaN            NaN
  1308.56        500.000        99.5718                 NaN  0.159020       0.910101E-001            NaN  0.134292       0.438726E-001            NaN            NaN            NaN            NaN
  1307.50        500.000        99.5418                 NaN  0.194576       0.381455E-001            NaN  0.157561       0.678979E-001            NaN            NaN            NaN            NaN
  1306.44        500.000        99.5448                 NaN  0.193581       0.383136E-001            NaN  0.156375       0.669275E-001            NaN            NaN            NaN            NaN
  1305.38        500.000        99.5490                 NaN  0.374113E-001  0.192646                 NaN  0.154827       0.661544E-001            NaN            NaN            NaN            NaN
  1304.32        500.000        99.5520                 NaN  0.190108       0.398262E-001            NaN  0.153536       0.645236E-001            NaN            NaN            NaN            NaN
  1303.26        500.000        99.5554                 NaN  0.338288E-001  0.193168                 NaN  0.152397       0.652143E-001            NaN            NaN            NaN            NaN
  1302.20        500.000        99.5585                 NaN  0.479345E-001  0.183424                 NaN  0.150450       0.596960E-001            NaN            NaN            NaN            NaN
  1301.14        500.000        99.5626                 NaN  0.185464       0.416168E-001            NaN  0.149256       0.610622E-001            NaN            NaN            NaN            NaN
  1300.08        500.000        99.5653                 NaN  0.183332       0.437729E-001            NaN  0.148118       0.594660E-001            NaN            NaN            NaN            NaN
  1299.02        500.000        99.5689                 NaN  0.444463E-001  0.181719                 NaN  0.146692       0.582826E-001            NaN            NaN            NaN            NaN
  1297.96        500.000        99.5721                 NaN  0.456235E-001  0.179738                 NaN  0.145405       0.570845E-001            NaN            NaN            NaN            NaN
  1296.90        500.000        99.5745                 NaN  0.178327       0.472838E-001            NaN  0.144352       0.555775E-001            NaN            NaN            NaN            NaN
  1295.84        500.000        99.5783                 NaN  0.175962       0.485803E-001            NaN  0.142831       0.542961E-001            NaN            NaN            NaN            NaN
  1294.78        500.000        99.5810                 NaN  0.174521       0.496593E-001            NaN  0.141720       0.530743E-001            NaN            NaN            NaN            NaN
  1293.72        500.000        99.5831                 NaN  0.495620E-001  0.174417                 NaN  0.140816       0.520641E-001            NaN            NaN            NaN            NaN
  1292.66        500.000        99.5870                 NaN  0.169224       0.543133E-001            NaN  0.139328       0.501417E-001            NaN            NaN            NaN            NaN
  1291.60        500.000        99.5899                 NaN  0.169015       0.543842E-001            NaN  0.137940       0.487994E-001            NaN            NaN            NaN            NaN
  1290.54        500.000        99.5923                 NaN  0.166358       0.564338E-001            NaN  0.137116       0.477577E-001            NaN            NaN            NaN            NaN
  1289.48        500.000        99.5952                 NaN  0.164170       0.591904E-001            NaN  0.135734       0.457294E-001            NaN            NaN            NaN            NaN
  1288.42        500.000        99.5979                 NaN  0.163080       0.589961E-001            NaN  0.134822       0.451815E-001            NaN            NaN            NaN            NaN
  1287.36        500.000        99.6015                 NaN  0.515273E-001  0.165944                 NaN  0.133895       0.471811E-001            NaN            NaN            NaN            NaN
  1286.29        500.000        99.6016                 NaN  0.152589       0.753338E-001            NaN  0.132422       0.380691E-001            NaN            NaN            NaN            NaN
  1285.23        500.000        99.6054                 NaN  0.155915       0.665507E-001            NaN  0.131611       0.405609E-001            NaN            NaN            NaN            NaN
  1284.17        500.000        99.6067                 NaN  0.155073       0.662804E-001            NaN  0.131479       0.405005E-001            NaN            NaN            NaN            NaN
  1283.11        500.000        99.2295                 NaN  0.163162       0.155955                 NaN  0.171119       0.290117E-001  0.251250                 NaN            NaN            NaN
  1282.05        500.000        93.9702                 NaN   1.05606       0.491855                 NaN  0.758279                 NaN   3.72364                 NaN            NaN            NaN
  1280.99        500.000        94.2916                 NaN   1.02318       0.449577                 NaN  0.722334                 NaN   3.51331                 NaN            NaN            NaN
  1279.93        500.000        94.5955                 NaN  0.403427       0.996878                 NaN  0.687840       0.259052E-005   3.31633                 NaN            NaN            NaN
  1278.87        500.000        94.8512                 NaN  0.994322       0.344995                 NaN  0.659376                 NaN   3.15011                 NaN            NaN            NaN
  1277.81        500.000        95.1476                 NaN   1.01418       0.255436                 NaN  0.624836       0.202394E-005   2.95795                 NaN            NaN            NaN
  1276.75        500.000        95.3370                 NaN   1.22545                 NaN            NaN  0.602675       0.854097E-004   2.83478                 NaN            NaN            NaN
  1275.69        500.000        95.5774                 NaN   1.16648                 NaN            NaN  0.576026                 NaN   2.68006                 NaN            NaN            NaN
  1274.63        500.000        95.7770                 NaN   1.11760                 NaN            NaN  0.551367                 NaN   2.55406                 NaN            NaN            NaN
  1273.57        500.000        95.9584                 NaN   1.07485                 NaN            NaN  0.529571                 NaN   2.43714                 NaN            NaN            NaN
  1272.51        500.000        96.1276                 NaN   1.03288                 NaN            NaN  0.510756                 NaN   2.32871                 NaN            NaN            NaN
  1271.45        500.000        96.2961                 NaN  0.991390                 NaN            NaN  0.490191                 NaN   2.22233                 NaN            NaN            NaN
  1270.39        500.000        96.0103                 NaN   1.03331                 NaN            NaN  0.526342                 NaN   2.39908       0.309398E-001            NaN            NaN
  1269.33        500.000        95.4191                 NaN   1.12763                 NaN            NaN  0.602621                 NaN   2.76566       0.849735E-001            NaN            NaN
  1268.27        500.000        95.6493                 NaN   1.07348                 NaN            NaN  0.571156                 NaN   2.62479       0.813302E-001            NaN            NaN
  1267.21        500.000        95.8641                 NaN   1.02328                 NaN            NaN  0.542902                 NaN   2.49229       0.774227E-001            NaN            NaN
  1266.15        500.000        96.0641                 NaN  0.976159                 NaN            NaN  0.518308                 NaN   2.36824       0.731538E-001            NaN            NaN
  1265.09        500.000        96.2439                 NaN  0.933941                 NaN            NaN  0.495680                 NaN   2.25700       0.694453E-001            NaN            NaN
  1264.03        500.000        96.4116                 NaN  0.894137                 NaN            NaN  0.473972                 NaN   2.15413       0.661871E-001            NaN            NaN
  1262.97        500.000        96.5616                 NaN  0.859086                 NaN            NaN  0.455189                 NaN   2.06114       0.629625E-001            NaN            NaN
  1261.91        500.000        96.7025                 NaN  0.825642                 NaN            NaN  0.437055                 NaN   1.97466       0.601174E-001            NaN            NaN
  1260.85        500.000        96.8295                 NaN  0.796503                 NaN            NaN  0.422303                 NaN   1.89483       0.568886E-001            NaN            NaN
  1259.79        500.000        96.9516                 NaN  0.767224                 NaN            NaN  0.406502                 NaN   1.82026       0.544062E-001            NaN            NaN
  1258.73        500.000        97.0565                 NaN  0.742413                 NaN            NaN  0.390552       0.238302E-004   1.75753       0.529271E-001            NaN            NaN
  1257.67        500.000        97.1701                 NaN  0.715172                 NaN            NaN  0.377237                 NaN   1.68737       0.501269E-001            NaN            NaN
  1256.60        500.000        97.2686                 NaN  0.691238                 NaN            NaN  0.364405       0.126564E-004   1.62770       0.480788E-001            NaN            NaN
  1255.54        500.000        97.3577                 NaN  0.670621                 NaN            NaN  0.353362                 NaN   1.57238       0.459189E-001            NaN            NaN
  1254.48        500.000        97.4452                 NaN  0.649312                 NaN            NaN  0.340853                 NaN   1.52023       0.443872E-001            NaN            NaN
  1253.42        500.000        97.5274                 NaN  0.629532                 NaN            NaN  0.329809                 NaN   1.47058       0.427204E-001            NaN            NaN
  1252.36        500.000        97.6132                 NaN  0.607665                 NaN            NaN  0.320142                 NaN   1.41858       0.404427E-001            NaN            NaN
  1251.30        500.000        97.6786                 NaN  0.593261                 NaN            NaN  0.309219                 NaN   1.37931       0.396051E-001            NaN            NaN
  1250.24        500.000        97.7486                 NaN  0.576190                 NaN            NaN  0.301339       0.703612E-004   1.33619       0.376299E-001            NaN            NaN
  1249.18        500.000        97.8117                 NaN  0.561080                 NaN            NaN  0.292052       0.650054E-004   1.29864       0.364823E-001            NaN            NaN
  1248.12        500.000        97.8806                 NaN  0.543938                 NaN            NaN  0.284127                 NaN   1.25673       0.346387E-001            NaN            NaN
  1247.06        500.000        97.9389                 NaN  0.529863                 NaN            NaN  0.275623                 NaN   1.22209       0.335500E-001            NaN            NaN
  1246.00        500.000        97.9926                 NaN  0.516884                 NaN            NaN  0.266343                 NaN   1.19130       0.329077E-001            NaN            NaN
  1244.94        500.000        98.0466                 NaN  0.504124                 NaN            NaN  0.260409                 NaN   1.15755       0.312885E-001            NaN            NaN
  1243.88        500.000        98.0989                 NaN  0.491209                 NaN            NaN  0.252716                 NaN   1.12689       0.303189E-001            NaN            NaN
  1242.82        500.000        98.1506                 NaN  0.478446                 NaN            NaN  0.246286                 NaN   1.09569       0.289848E-001            NaN            NaN
  1241.76        500.000        98.1987                 NaN  0.466193                 NaN            NaN  0.238734                 NaN   1.06816       0.282138E-001            NaN            NaN
  1240.70        500.000        98.2459                 NaN  0.454588                 NaN            NaN  0.233122                 NaN   1.03949       0.269186E-001            NaN            NaN
  1239.64        500.000        98.2868                 NaN  0.445082                 NaN            NaN  0.227353                 NaN   1.01474       0.260333E-001            NaN            NaN
  1238.58        500.000        98.3316                 NaN  0.433755                 NaN            NaN  0.222138                 NaN  0.987800       0.247370E-001            NaN            NaN
  1237.52        500.000        98.3658                 NaN  0.425998                 NaN            NaN  0.214412       0.558137E-004  0.968997       0.247079E-001            NaN            NaN
  1236.46        500.000        98.4050                 NaN  0.416693                 NaN            NaN  0.211458                 NaN  0.943717       0.231193E-001            NaN            NaN
  1235.40        500.000        98.4505                 NaN  0.403863                 NaN            NaN  0.204853                 NaN  0.918367       0.223830E-001            NaN            NaN
  1234.34        500.000        98.4840                 NaN  0.395878                 NaN            NaN  0.198040       0.768871E-006  0.899907       0.221408E-001            NaN            NaN
  1233.28        500.000        98.5207                 NaN  0.386614                 NaN            NaN  0.194972                 NaN  0.876916       0.207892E-001            NaN            NaN
  1232.22        500.000        98.5526                 NaN  0.379079                 NaN            NaN  0.189958                 NaN  0.858164       0.201833E-001            NaN            NaN
  1231.16        500.000        98.5845                 NaN  0.371151                 NaN            NaN  0.185057                 NaN  0.839675       0.195701E-001            NaN            NaN
  1230.10        500.000        98.6184                 NaN  0.362222                 NaN            NaN  0.180220                 NaN  0.820280       0.188876E-001            NaN            NaN
  1229.04        500.000        98.6466                 NaN  0.355431                 NaN            NaN  0.176122                 NaN  0.803535       0.182699E-001            NaN            NaN
  1227.98        500.000        98.6760                 NaN  0.348325                 NaN            NaN  0.172208                 NaN  0.785930       0.175094E-001            NaN            NaN
  1226.92        500.000        98.7077                 NaN  0.339766                 NaN            NaN  0.168261                 NaN  0.767536       0.167599E-001            NaN            NaN
  1225.85        500.000        98.7345                 NaN  0.333056                 NaN            NaN  0.163273                 NaN  0.752708       0.164677E-001            NaN            NaN
  1224.79        500.000        98.7637                 NaN  0.325259                 NaN            NaN  0.159068                 NaN  0.736090       0.159005E-001            NaN            NaN
  1223.73        500.000        98.7900                 NaN  0.318341                 NaN            NaN  0.155289                 NaN  0.720977       0.153486E-001            NaN            NaN
  1222.67        500.000        98.8150                 NaN  0.312200                 NaN            NaN  0.152153                 NaN  0.705915       0.147204E-001            NaN            NaN
  1221.61        500.000        98.8413                 NaN  0.305143                 NaN            NaN  0.148077                 NaN  0.691207       0.142762E-001            NaN            NaN
  1220.55        500.000        98.8660                 NaN  0.298376                 NaN            NaN  0.144743                 NaN  0.677180       0.137309E-001            NaN            NaN
  1219.49        500.000        98.8890                 NaN  0.292633                 NaN            NaN  0.141009                 NaN  0.664017       0.133419E-001            NaN            NaN
  1218.43        500.000        98.9127                 NaN  0.286436                 NaN            NaN  0.138288                 NaN  0.649868       0.127233E-001            NaN            NaN
  1217.37        500.000        98.9362                 NaN  0.279986                 NaN            NaN  0.134096                 NaN  0.637218       0.124957E-001            NaN            NaN
  1216.31        500.000        98.9571                 NaN  0.274144                 NaN            NaN  0.131205                 NaN  0.625561       0.120223E-001            NaN            NaN
  1215.25        500.000        98.9798                 NaN  0.268315                 NaN            NaN  0.128161                 NaN  0.612135       0.115829E-001            NaN            NaN
  1214.19        500.000        99.0000                 NaN  0.262821                 NaN            NaN  0.125548                 NaN  0.600466       0.111212E-001            NaN            NaN
  1213.13        500.000        99.0199                 NaN  0.257698                 NaN            NaN  0.122381                 NaN  0.589279       0.107551E-001            NaN            NaN
  1212.07        500.000        99.0399                 NaN  0.252124                 NaN            NaN  0.119635                 NaN  0.577936       0.104071E-001            NaN            NaN
  1211.01        500.000        97.2927                 NaN  0.423080                 NaN            NaN  0.255465                 NaN   1.22539       0.162654E-001  0.787128                 NaN
  1209.95        500.000        90.2067                 NaN   1.13417                 NaN            NaN  0.809815                 NaN   3.85108       0.397773E-001   3.95844                 NaN
  1208.89        500.000        91.3389                 NaN  0.981840                 NaN            NaN  0.738061       0.289246E-004   3.40607       0.300287E-001   3.50503                 NaN
  1207.83        500.000        83.3416                 NaN   1.60624                 NaN            NaN   1.43187       0.156288        6.71621       0.647047E-001   6.68306                 NaN
  1206.77        500.000        93.2598                 NaN   1.03716                 NaN            NaN  0.555727                 NaN   2.41294       0.135942E-001   2.72077                 NaN
  1205.71        500.000        94.7777                 NaN  0.562878                 NaN            NaN  0.365814                 NaN   2.02292       0.305056E-001   2.24015                 NaN
  1204.65        500.000        93.6010                 NaN  0.412003       0.274195                 NaN  0.483755                 NaN   2.58070       0.350683E-001   2.61332                 NaN
  1203.59        500.000        91.0472                 NaN  0.774288                 NaN            NaN  0.750583       0.155673        3.52354       0.320301E-001   3.71670                 NaN
  1202.53        500.000        88.6754                 NaN  0.973289       0.642470E-005            NaN  0.887623       0.193735        4.54287       0.565243E-001   4.67059                 NaN
  1201.47        500.000        97.9072                 NaN  0.377729                 NaN            NaN  0.170200                 NaN  0.802728       0.663453E-002  0.735460                 NaN
  1200.41        500.000        87.2734                 NaN  0.640040       0.513856                 NaN   1.00168                 NaN   5.05991       0.526628E-001   5.45844                 NaN
