|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1342.44        2500.00        99.4291                 NaN  0.222603       0.148465                 NaN  0.530326E-002            NaN            NaN  0.194579                 NaN            NaN            NaN
  1341.28        2500.00        99.4344                 NaN  0.223234       0.144933                 NaN  0.499749E-002            NaN            NaN  0.192436                 NaN            NaN            NaN
  1340.11        2500.00        99.4404                 NaN  0.222124       0.142385                 NaN  0.483782E-002            NaN            NaN  0.190251                 NaN            NaN            NaN
  1338.95        2500.00        99.4349                 NaN  0.225113       0.141511                 NaN  0.502058E-002            NaN            NaN  0.193499                 NaN            NaN            NaN
  1337.78        2500.00        99.4620                 NaN  0.216603       0.136628                 NaN  0.404586E-002            NaN            NaN  0.180719                 NaN            NaN            NaN
  1336.62        2500.00        99.4562                 NaN  0.134473       0.220971                 NaN  0.415941E-002            NaN            NaN  0.184163                 NaN            NaN            NaN
  1335.45        2500.00        99.4611                 NaN  0.132020       0.220684                 NaN  0.392032E-002            NaN            NaN  0.182231                 NaN            NaN            NaN
  1334.29        2500.00        99.1089                 NaN  0.375008       0.209726                 NaN  0.560252E-002            NaN            NaN  0.300754                 NaN            NaN            NaN
  1333.12        2500.00        99.8241                 NaN  0.733730E-001  0.434051E-001            NaN  0.993570E-003            NaN            NaN  0.581659E-001            NaN            NaN            NaN
  1331.96        2500.00        99.4762                 NaN  0.219393       0.124639                 NaN  0.331760E-002            NaN            NaN  0.176489                 NaN            NaN            NaN
  1330.79        2500.00        99.4809                 NaN  0.220649       0.120825                 NaN  0.303933E-002            NaN            NaN  0.174635                 NaN            NaN            NaN
  1329.63        2500.00        99.4855                 NaN  0.220244       0.118548                 NaN  0.285270E-002            NaN            NaN  0.172827                 NaN            NaN            NaN
  1328.46        2500.00        99.4898                 NaN  0.115905       0.220487                 NaN  0.264397E-002            NaN            NaN  0.171204                 NaN            NaN            NaN
  1327.30        2500.00        99.4942                 NaN  0.113243       0.220737                 NaN  0.242522E-002            NaN            NaN  0.169440                 NaN            NaN            NaN
  1326.13        2500.00        99.4984                 NaN  0.220735       0.110779                 NaN  0.225210E-002            NaN            NaN  0.167810                 NaN            NaN            NaN
  1324.97        2500.00        99.5029                 NaN  0.107988       0.220970                 NaN  0.204711E-002            NaN            NaN  0.166089                 NaN            NaN            NaN
  1323.80        2500.00        99.5070                 NaN  0.105302       0.221355                 NaN  0.185001E-002            NaN            NaN  0.164479                 NaN            NaN            NaN
  1322.64        2500.00        99.5110                 NaN  0.102215       0.222266                 NaN  0.163227E-002            NaN            NaN  0.162922                 NaN            NaN            NaN
  1321.47        2500.00        99.5151                 NaN  0.222832       0.993233E-001            NaN  0.143816E-002            NaN            NaN  0.161295                 NaN            NaN            NaN
  1320.31        2500.00        99.0789                 NaN  0.432297       0.174925                 NaN  0.376322E-002            NaN            NaN  0.310131                 NaN            NaN            NaN
  1319.14        2500.00        99.9571                 NaN  0.214848E-001  0.100240E-001            NaN            NaN            NaN            NaN  0.113897E-001            NaN            NaN            NaN
  1317.98        2500.00        99.5294                 NaN  0.877420E-001  0.227706                 NaN            NaN            NaN            NaN  0.155126                 NaN            NaN            NaN
  1316.82        2500.00        99.5292                 NaN  0.840389E-001  0.231364                 NaN  0.138798E-003            NaN            NaN  0.155250                 NaN            NaN            NaN
  1315.65        2500.00        99.5348                 NaN  0.229852       0.821781E-001            NaN  0.660904E-004            NaN            NaN  0.153145                 NaN            NaN            NaN
  1314.49        2500.00        80.4948                 NaN   2.02361        2.39721                 NaN  0.174009                 NaN            NaN   2.63021        12.2802                 NaN            NaN
  1313.32        2500.00        80.8004                 NaN   2.38327        1.97046                 NaN  0.163927                 NaN            NaN   2.57902        12.1030                 NaN            NaN
  1312.16        2500.00        83.7859                 NaN   2.03425        1.67297                 NaN  0.131228                 NaN            NaN   2.18282        10.1928                 NaN            NaN
  1310.99        2500.00        86.0001                 NaN   1.45090        1.77523                 NaN  0.107344                 NaN            NaN   1.88936        8.77708                 NaN            NaN
  1309.83        2500.00        87.6852                 NaN   1.59165        1.26971                 NaN  0.888002E-001            NaN            NaN   1.66637        7.69832                 NaN            NaN
  1308.66        2500.00        89.0250                 NaN   2.56905                 NaN            NaN  0.746163E-001            NaN            NaN   1.48867        6.84265                 NaN            NaN
  1307.50        2500.00        90.1278                 NaN   2.32735                 NaN            NaN  0.626600E-001            NaN            NaN   1.34347        6.13876                 NaN            NaN
  1306.33        2500.00        91.0199                 NaN   2.13194                 NaN            NaN  0.540193E-001            NaN            NaN   1.22160        5.57251                 NaN            NaN
  1305.17        2500.00        91.7614                 NaN   1.97011                 NaN            NaN  0.459326E-001            NaN            NaN   1.12306        5.09948                 NaN            NaN
  1304.00        2500.00        92.3922                 NaN   1.83415                 NaN            NaN  0.383938E-001            NaN            NaN   1.04044        4.69480                 NaN            NaN
  1302.84        2500.00        92.9288                 NaN   1.71716                 NaN            NaN  0.329403E-001            NaN            NaN  0.967861        4.35320                 NaN            NaN
  1301.67        2500.00        93.4055                 NaN   1.61238                 NaN            NaN  0.279482E-001            NaN            NaN  0.904695        4.04946                 NaN            NaN
  1300.51        2500.00        93.8104                 NaN   1.52556                 NaN            NaN  0.233420E-001            NaN            NaN  0.850763        3.78992                 NaN            NaN
  1299.34        2500.00        94.1645                 NaN   1.44935                 NaN            NaN  0.194623E-001            NaN            NaN  0.802878        3.56381                 NaN            NaN
  1298.18        2500.00        94.4785                 NaN   1.38137                 NaN            NaN  0.162546E-001            NaN            NaN  0.760609        3.36327                 NaN            NaN
  1297.01        2500.00        94.7670                 NaN   1.32098                 NaN            NaN  0.121990E-001            NaN            NaN  0.722974        3.17686                 NaN            NaN
  1295.85        2500.00        92.8295                 NaN   1.67511                 NaN            NaN  0.473497E-002            NaN            NaN  0.972634        4.38407       0.133990                 NaN
  1294.68        2500.00        92.6467                 NaN   1.70347                 NaN            NaN            NaN            NaN            NaN  0.995209        4.49066       0.163980                 NaN
  1293.52        2500.00        93.1062                 NaN   1.60107                 NaN            NaN            NaN            NaN            NaN  0.933198        4.20574       0.153790                 NaN
  1292.36        2500.00        93.5301                 NaN   1.50611                 NaN            NaN            NaN            NaN            NaN  0.875250        3.94386       0.144699                 NaN
  1291.19        2500.00        93.9042                 NaN   1.42255                 NaN            NaN            NaN            NaN            NaN  0.825992        3.71127       0.135990                 NaN
  1290.03        2500.00        86.6696                 NaN   2.51984       0.497054                 NaN            NaN            NaN            NaN   1.85206        8.14100       0.320417                 NaN
  1288.86        2500.00        97.6526                 NaN  0.215558                 NaN            NaN  0.482205E-001            NaN            NaN  0.292031        1.75135       0.402550E-001            NaN
  1287.70        2500.00        98.5218                 NaN  0.459461                 NaN            NaN            NaN            NaN            NaN  0.192344       0.798061       0.283710E-001            NaN
  1286.53        2500.00        96.7226                 NaN  0.923726                 NaN            NaN            NaN            NaN            NaN  0.459071        1.82874       0.658891E-001            NaN
  1285.37        2500.00        94.9108                 NaN   1.10690                 NaN            NaN  0.289494E-001            NaN            NaN  0.696550        3.14073       0.116057                 NaN
  1284.20        2500.00        95.8735                 NaN  0.993728                 NaN            NaN            NaN            NaN            NaN  0.558531        2.48159       0.926234E-001            NaN
  1283.04        2500.00        91.0035                 NaN   2.14348                 NaN            NaN            NaN            NaN            NaN   1.27390        5.38608       0.192994                 NaN
  1281.87        2500.00        99.5756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.578941E-002  0.397180       0.214727E-001            NaN
  1280.71        2500.00        89.0292                 NaN   2.66920                 NaN            NaN  0.810271E-002            NaN            NaN   1.57296        6.48866       0.231903                 NaN
  1279.54        2500.00        99.8577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.142281                 NaN            NaN
  1278.38        2500.00        99.6570                 NaN  0.891279E-001            NaN            NaN            NaN            NaN            NaN  0.396336E-001  0.214268                 NaN            NaN
  1277.21        2500.00        97.7532                 NaN  0.555666                 NaN            NaN            NaN            NaN            NaN  0.317251        1.31986       0.539968E-001            NaN
  1276.05        2500.00        96.6609                 NaN  0.782936                 NaN            NaN            NaN            NaN            NaN  0.512299        1.95403       0.898541E-001            NaN
  1274.88        2500.00        97.3920                 NaN  0.568968                 NaN            NaN            NaN            NaN            NaN  0.300511        1.70888       0.296724E-001            NaN
  1273.72        2500.00        94.0041                 NaN  0.644310       0.816497                 NaN            NaN            NaN            NaN  0.824166        3.58090       0.130017                 NaN
  1272.55        2500.00        99.6907                 NaN  0.294626E-001            NaN            NaN            NaN            NaN            NaN  0.664515E-001  0.210053       0.337936E-002            NaN
  1271.39        2500.00        99.8104                 NaN  0.804530E-001            NaN            NaN            NaN            NaN            NaN  0.566426E-002  0.952833E-001  0.820582E-002            NaN
  1270.22        2500.00        99.8098                 NaN  0.308660E-001            NaN            NaN            NaN            NaN            NaN  0.357173E-001  0.120177       0.342349E-002            NaN
  1269.06        2500.00        99.5042       0.404304       0.310337E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.574957E-001  0.300265E-002            NaN
  1267.90        2500.00        99.5267                 NaN  0.683950E-001  0.399509E-001            NaN            NaN            NaN            NaN  0.679279E-001  0.288758       0.826502E-002            NaN
  1266.73        2500.00        87.8304                 NaN   1.22981        1.64330                 NaN            NaN            NaN            NaN   1.66616        7.36738       0.262941                 NaN
  1265.57        2500.00        94.1770                 NaN  0.851967       0.456622                 NaN            NaN            NaN            NaN  0.610161        3.75333       0.150942                 NaN
  1264.40        2500.00        99.7965                 NaN  0.409765E-001            NaN            NaN            NaN            NaN            NaN  0.144545                 NaN  0.179487E-001            NaN
  1263.24        2500.00        95.3277                 NaN   1.08991                 NaN            NaN            NaN            NaN            NaN  0.670813        2.83925       0.722866E-001            NaN
  1262.07        2500.00        99.6850                 NaN  0.507858E-001  0.664350E-001            NaN            NaN            NaN            NaN  0.586844E-001  0.139082                 NaN            NaN
  1260.91        2500.00        87.6094                 NaN   2.13427                 NaN            NaN            NaN            NaN            NaN   1.50361        8.47654       0.276157                 NaN
  1259.74        2500.00       100.0000                 NaN  0.884421E-005            NaN            NaN            NaN            NaN            NaN  0.306247E-005            NaN            NaN            NaN
  1258.58        2500.00        99.5492                 NaN  0.340179                 NaN            NaN            NaN            NaN            NaN  0.110575                 NaN            NaN            NaN
  1257.41        2500.00        99.6453                 NaN  0.247441                 NaN            NaN            NaN            NaN            NaN  0.107217                 NaN            NaN            NaN
  1256.25        2500.00        98.5587                 NaN  0.106780       0.360439                 NaN            NaN            NaN            NaN  0.348781       0.458398       0.166927                 NaN
  1255.08        2500.00        99.9676                 NaN  0.324186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1253.92        2500.00        99.9952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.483057E-002            NaN            NaN
  1252.75        2500.00        99.9282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.124860E-001  0.593169E-001            NaN            NaN
  1251.59        2500.00        99.9195                 NaN  0.178453E-001            NaN            NaN            NaN            NaN            NaN  0.117529E-001  0.508977E-001            NaN            NaN
  1250.42        2500.00        98.7167                 NaN  0.371368                 NaN            NaN            NaN            NaN            NaN  0.171814       0.740120                 NaN            NaN
  1249.26        2500.00        96.0677                 NaN   1.02166                 NaN            NaN            NaN            NaN            NaN  0.497543        2.41306                 NaN            NaN
  1248.09        2500.00        98.1764                 NaN  0.411511                 NaN            NaN            NaN            NaN            NaN  0.222970        1.18915                 NaN            NaN
  1246.93        2500.00        99.4711                 NaN  0.167957                 NaN            NaN            NaN            NaN            NaN  0.832944E-001  0.277621                 NaN            NaN
  1245.76        2500.00        97.5926                 NaN  0.458666                 NaN            NaN            NaN            NaN            NaN  0.282552        1.65786       0.836577E-002            NaN
  1244.60        2500.00        99.2504                 NaN  0.364697                 NaN            NaN            NaN            NaN            NaN  0.106485       0.270923       0.751447E-002            NaN
  1243.44        2500.00        94.5978                 NaN   1.16952                 NaN            NaN            NaN            NaN            NaN  0.761230        3.40883       0.625795E-001            NaN
  1242.27        2500.00        99.9999                 NaN  0.173115E-004            NaN            NaN            NaN            NaN            NaN  0.100699E-004  0.430105E-004  0.126045E-005            NaN
  1241.11        2500.00       100.0000                 NaN  0.134718E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.94        2500.00       100.0000                 NaN  0.942194E-005            NaN            NaN            NaN            NaN            NaN  0.515394E-005  0.221513E-004  0.912363E-006            NaN
  1238.78        2500.00        99.9997                 NaN  0.790589E-004            NaN            NaN            NaN            NaN            NaN  0.320294E-004  0.159791E-003  0.472213E-005            NaN
