|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1349.36        500.000        99.2938       0.351566E-001  0.310269                 NaN  0.112605                 NaN  0.248169                 NaN            NaN            NaN
  1348.29        500.000        99.2990       0.310612       0.308115E-001            NaN  0.113045                 NaN  0.246512                 NaN            NaN            NaN
  1347.22        500.000        99.3068       0.289982E-001  0.308050                 NaN  0.112373                 NaN  0.243750                 NaN            NaN            NaN
  1346.15        500.000        99.3134       0.307275       0.262977E-001            NaN  0.111630                 NaN  0.241411                 NaN            NaN            NaN
  1345.08        500.000        99.3196       0.306088       0.234190E-001            NaN  0.111486                 NaN  0.239427                 NaN            NaN            NaN
  1344.02        500.000        99.3277       0.304193       0.211122E-001            NaN  0.110714                 NaN  0.236244                 NaN            NaN            NaN
  1342.95        500.000        99.3319       0.303236       0.199376E-001            NaN  0.110043                 NaN  0.234836                 NaN            NaN            NaN
  1341.88        500.000        99.3394       0.300984       0.191597E-001            NaN  0.108575                 NaN  0.231895                 NaN            NaN            NaN
  1340.81        500.000        99.3449       0.300929       0.156236E-001            NaN  0.108498                 NaN  0.230087                 NaN            NaN            NaN
  1339.74        500.000        99.3479       0.125041E-001  0.301679                 NaN  0.108712                 NaN  0.229205                 NaN            NaN            NaN
  1338.67        500.000        99.3603       0.162632E-001  0.294282                 NaN  0.105100                 NaN  0.224009                 NaN            NaN            NaN
  1337.61        500.000        99.3631       0.296453       0.114304E-001            NaN  0.105699                 NaN  0.223274                 NaN            NaN            NaN
  1336.54        500.000        99.3682       0.102943E-001  0.295361                 NaN  0.104748                 NaN  0.221390                 NaN            NaN            NaN
  1335.47        500.000        99.3752       0.293667       0.845808E-002            NaN  0.103869                 NaN  0.218821                 NaN            NaN            NaN
  1334.40        500.000        99.3803       0.292493       0.703348E-002            NaN  0.103174                 NaN  0.216993                 NaN            NaN            NaN
  1333.33        500.000        99.3860       0.614565E-002  0.291227                 NaN  0.101901                 NaN  0.214698                 NaN            NaN            NaN
  1332.26        500.000        99.3909       0.290033       0.519252E-002            NaN  0.101008                 NaN  0.212911                 NaN            NaN            NaN
  1331.19        500.000        99.3898       0.270137       0.402570E-001            NaN  0.889284E-001            NaN  0.210913                 NaN            NaN            NaN
  1330.13        500.000        99.4009       0.282814       0.116288E-001            NaN  0.961859E-001            NaN  0.208511                 NaN            NaN            NaN
  1329.06        500.000        99.3666       0.191602       0.191302                 NaN  0.401510E-001            NaN  0.210342                 NaN            NaN            NaN
  1327.99        500.000        99.4218       0.280348                 NaN            NaN  0.969855E-001            NaN  0.200843                 NaN            NaN            NaN
  1326.92        500.000        99.4172       0.279098                 NaN            NaN  0.100029                 NaN  0.203723                 NaN            NaN            NaN
  1325.85        500.000        99.4241       0.281009                 NaN            NaN  0.946894E-001            NaN  0.200177                 NaN            NaN            NaN
  1324.78        500.000        99.0797       0.452704                 NaN            NaN  0.147783                 NaN  0.319851                 NaN            NaN            NaN
  1323.72        500.000        99.7773       0.110264                 NaN            NaN  0.361069E-001            NaN  0.763183E-001            NaN            NaN            NaN
  1322.65        500.000        99.4367       0.276751                 NaN            NaN  0.912560E-001            NaN  0.195267                 NaN            NaN            NaN
  1321.58        500.000        99.4416       0.274166                 NaN            NaN  0.907152E-001            NaN  0.193548                 NaN            NaN            NaN
  1320.51        500.000        99.4463       0.274017                 NaN            NaN  0.881765E-001            NaN  0.191497                 NaN            NaN            NaN
  1319.44        500.000        99.4491       0.275100                 NaN            NaN  0.858074E-001            NaN  0.190017                 NaN            NaN            NaN
  1318.37        500.000        99.4549       0.270398                 NaN            NaN  0.866130E-001            NaN  0.188122                 NaN            NaN            NaN
  1317.31        500.000        99.4587       0.270273                 NaN            NaN  0.845499E-001            NaN  0.186441                 NaN            NaN            NaN
  1316.24        500.000        99.4628       0.269815                 NaN            NaN  0.826638E-001            NaN  0.184704                 NaN            NaN            NaN
  1315.17        500.000        99.4660       0.270339                 NaN            NaN  0.804382E-001            NaN  0.183239                 NaN            NaN            NaN
  1314.10        500.000        99.4683       0.262703                 NaN            NaN  0.855507E-001            NaN  0.183416                 NaN            NaN            NaN
  1313.03        500.000        99.4776       0.271578                 NaN            NaN  0.731368E-001            NaN  0.177711                 NaN            NaN            NaN
  1311.96        500.000        99.4825       0.266981                 NaN            NaN  0.742393E-001            NaN  0.176304                 NaN            NaN            NaN
  1310.90        500.000        99.4897       0.278111                 NaN            NaN  0.609918E-001            NaN  0.171224                 NaN            NaN            NaN
  1309.83        500.000        99.4777       0.248050                 NaN            NaN  0.924693E-001            NaN  0.181829                 NaN            NaN            NaN
  1308.76        500.000        99.4882       0.265744                 NaN            NaN  0.720053E-001            NaN  0.174057                 NaN            NaN            NaN
  1307.69        500.000        99.7039       0.904827E-001  0.118130                 NaN  0.107945E-002            NaN  0.863855E-001            NaN            NaN            NaN
  1306.62        500.000        99.2765       0.351803                 NaN            NaN  0.115994                 NaN  0.255670                 NaN            NaN            NaN
  1305.55        500.000        99.5016       0.262107                 NaN            NaN  0.675401E-001            NaN  0.168775                 NaN            NaN            NaN
  1304.49        500.000        99.5063       0.257666                 NaN            NaN  0.688086E-001            NaN  0.167236                 NaN            NaN            NaN
  1303.42        500.000        99.5098       0.256566                 NaN            NaN  0.677381E-001            NaN  0.165905                 NaN            NaN            NaN
  1302.35        500.000        99.5128       0.257419                 NaN            NaN  0.653610E-001            NaN  0.164419                 NaN            NaN            NaN
  1301.28        500.000        99.5163       0.256334                 NaN            NaN  0.642889E-001            NaN  0.163036                 NaN            NaN            NaN
  1300.21        500.000        99.5199       0.255837                 NaN            NaN  0.626788E-001            NaN  0.161609                 NaN            NaN            NaN
  1299.14        500.000        99.5225       0.256610                 NaN            NaN  0.605436E-001            NaN  0.160360                 NaN            NaN            NaN
  1298.08        500.000        99.5255       0.256090                 NaN            NaN  0.593641E-001            NaN  0.159065                 NaN            NaN            NaN
  1297.01        500.000        99.5292       0.252741                 NaN            NaN  0.600834E-001            NaN  0.157979                 NaN            NaN            NaN
  1295.94        500.000        99.5317       0.257240                 NaN            NaN  0.549489E-001            NaN  0.156117                 NaN            NaN            NaN
  1294.87        500.000        99.5346       0.255561                 NaN            NaN  0.545992E-001            NaN  0.155202                 NaN            NaN            NaN
  1293.80        500.000        99.5341       0.803047E-002  0.255972                 NaN  0.474408E-001            NaN  0.154453                 NaN            NaN            NaN
  1292.73        500.000        99.5397       0.257652                 NaN            NaN  0.498865E-001            NaN  0.152811                 NaN            NaN            NaN
  1291.67        500.000        99.5407       0.261543                 NaN            NaN  0.458476E-001            NaN  0.151909                 NaN            NaN            NaN
  1290.60        500.000        99.5432       0.262137                 NaN            NaN  0.438609E-001            NaN  0.150787                 NaN            NaN            NaN
  1289.53        500.000        99.5462       0.259921                 NaN            NaN  0.441087E-001            NaN  0.149744                 NaN            NaN            NaN
  1288.46        500.000        99.5487       0.261794                 NaN            NaN  0.410306E-001            NaN  0.148481                 NaN            NaN            NaN
  1287.39        500.000        99.5499       0.264726                 NaN            NaN  0.377878E-001            NaN  0.147589                 NaN            NaN            NaN
  1286.32        500.000        99.5530       0.263065                 NaN            NaN  0.374726E-001            NaN  0.146506                 NaN            NaN            NaN
  1285.26        500.000        99.5540       0.267839                 NaN            NaN  0.325114E-001            NaN  0.145692                 NaN            NaN            NaN
  1284.19        500.000        99.5549       0.271811                 NaN            NaN  0.283848E-001            NaN  0.144917                 NaN            NaN            NaN
  1283.12        500.000        99.5595       0.264677                 NaN            NaN  0.321414E-001            NaN  0.143633                 NaN            NaN            NaN
  1282.05        500.000        99.5559       0.282608                 NaN            NaN  0.180039E-001            NaN  0.143533                 NaN            NaN            NaN
  1280.98        500.000        99.5625       0.269476                 NaN            NaN  0.260704E-001            NaN  0.141986                 NaN            NaN            NaN
  1279.91        500.000        99.5612       0.279090                 NaN            NaN  0.181879E-001            NaN  0.141509                 NaN            NaN            NaN
  1278.84        500.000        98.6772       0.444005                 NaN            NaN  0.416297E-001            NaN  0.240668       0.596462                 NaN            NaN
  1277.78        500.000        93.3877        1.65131                 NaN            NaN            NaN            NaN  0.852983        4.01987       0.881123E-001            NaN
  1276.71        500.000        92.9690        1.71615                 NaN            NaN            NaN            NaN  0.905979        4.27777       0.131048                 NaN
  1275.64        500.000        93.4971        1.59494                 NaN            NaN  0.134497E-005            NaN  0.841382        3.94609       0.120472                 NaN
  1274.57        500.000        93.9533        1.47790                 NaN            NaN  0.948243E-002            NaN  0.786345        3.66141       0.111519                 NaN
  1273.50        500.000        94.3590        1.37327                 NaN            NaN  0.174297E-001            NaN  0.736600        3.40984       0.103840                 NaN
  1272.43        500.000        94.7037        1.28708                 NaN            NaN  0.225001E-001            NaN  0.693694        3.19570       0.973331E-001            NaN
  1271.37        500.000        95.0307        1.22161                 NaN            NaN  0.138962E-001            NaN  0.653290        2.99016       0.903830E-001            NaN
  1270.30        500.000        95.3114        1.15315                 NaN            NaN  0.157464E-001            NaN  0.618235        2.81647       0.849669E-001            NaN
  1269.23        500.000        95.5605        1.09247                 NaN            NaN  0.176486E-001            NaN  0.586925        2.66227       0.801743E-001            NaN
  1268.16        500.000        95.7877        1.04384                 NaN            NaN  0.139195E-001            NaN  0.558288        2.52083       0.754703E-001            NaN
  1267.09        500.000        95.9948       0.994937                 NaN            NaN  0.136669E-001            NaN  0.532108        2.39315       0.713829E-001            NaN
  1266.02        500.000        96.1826       0.942446                 NaN            NaN  0.196858E-001            NaN  0.508132        2.27912       0.680394E-001            NaN
  1264.96        500.000        96.3551       0.914548                 NaN            NaN  0.950072E-002            NaN  0.485954        2.17072       0.641322E-001            NaN
  1263.89        500.000        96.5078       0.871230                 NaN            NaN  0.157416E-001            NaN  0.466696        2.07733       0.612367E-001            NaN
  1262.82        500.000        96.6570       0.842250                 NaN            NaN  0.996728E-002            NaN  0.447283        1.98538       0.580841E-001            NaN
  1261.75        500.000        96.8067       0.805148                 NaN            NaN  0.941618E-002            NaN  0.428199        1.89540       0.551244E-001            NaN
  1260.68        500.000        96.9043       0.783131                 NaN            NaN  0.111053E-001            NaN  0.414862        1.83340       0.531873E-001            NaN
  1259.61        500.000        97.0314       0.753604                 NaN            NaN  0.878099E-002            NaN  0.398468        1.75716       0.505553E-001            NaN
  1258.55        500.000        97.1385       0.724347                 NaN            NaN  0.114696E-001            NaN  0.384324        1.69279       0.485396E-001            NaN
  1257.48        500.000        97.2418       0.703905                 NaN            NaN  0.791408E-002            NaN  0.370676        1.62944       0.463051E-001            NaN
  1256.41        500.000        97.3331       0.681173                 NaN            NaN  0.853120E-002            NaN  0.358394        1.57431       0.444494E-001            NaN
  1255.34        500.000        97.4235       0.661012                 NaN            NaN  0.699398E-002            NaN  0.346384        1.51952       0.425752E-001            NaN
  1254.27        500.000        97.5066       0.641247                 NaN            NaN  0.665095E-002            NaN  0.335144        1.46947       0.408520E-001            NaN
  1253.20        500.000        97.5858       0.622579                 NaN            NaN  0.608938E-002            NaN  0.324479        1.42182       0.392216E-001            NaN
  1252.14        500.000        97.6611       0.606097                 NaN            NaN  0.458686E-002            NaN  0.314258        1.37637       0.375977E-001            NaN
  1251.07        500.000        97.7310       0.589725                 NaN            NaN  0.393618E-002            NaN  0.304679        1.33453       0.361439E-001            NaN
  1250.00        500.000        97.7981       0.573557                 NaN            NaN  0.375121E-002            NaN  0.295516        1.29436       0.347384E-001            NaN
  1248.93        500.000        97.8641       0.555813                 NaN            NaN  0.472827E-002            NaN  0.286776        1.25527       0.333394E-001            NaN
  1247.86        500.000        97.9195       0.547627                 NaN            NaN  0.501219E-004            NaN  0.278052        1.22251       0.322790E-001            NaN
  1246.79        500.000        97.9827       0.526409                 NaN            NaN  0.553831E-002            NaN  0.270587        1.18398       0.308011E-001            NaN
  1245.73        500.000        98.0238       0.521591                 NaN            NaN  0.983957E-004            NaN  0.263435        1.16097       0.300587E-001            NaN
  1244.66        500.000        98.0927       0.505693                 NaN            NaN  0.138063E-002            NaN  0.256082        1.11615       0.280321E-001            NaN
  1243.59        500.000        98.1408       0.493314                 NaN            NaN            NaN            NaN  0.247769        1.09064       0.275035E-001            NaN
  1242.52        500.000        98.1865       0.481000                 NaN            NaN  0.916666E-003            NaN  0.241275        1.06376       0.265714E-001            NaN
  1241.45        500.000        98.2355       0.469128                 NaN            NaN  0.129257E-003            NaN  0.234178        1.03550       0.255977E-001            NaN
  1240.38        500.000        98.2804       0.457559                 NaN            NaN            NaN            NaN  0.227315        1.00988       0.248373E-001            NaN
  1239.32        500.000        98.3224       0.448029                 NaN            NaN  0.645708E-004            NaN  0.223233       0.982890       0.233740E-001            NaN
  1238.25        500.000        98.3630       0.437074                 NaN            NaN  0.428491E-003            NaN  0.217173       0.959733       0.226184E-001            NaN
  1237.18        500.000        98.4014       0.428053                 NaN            NaN  0.124666E-003            NaN  0.210763       0.937652       0.220390E-001            NaN
  1236.11        500.000        98.4405       0.417720                 NaN            NaN            NaN            NaN  0.204619       0.915768       0.213643E-001            NaN
  1235.04        500.000        98.4801       0.407409                 NaN            NaN            NaN            NaN  0.200069       0.892114       0.203240E-001            NaN
  1233.97        500.000        98.5144       0.398882                 NaN            NaN  0.184890E-004            NaN  0.195246       0.871941       0.195357E-001            NaN
  1232.90        500.000        98.5488       0.389563                 NaN            NaN  0.598839E-003            NaN  0.191875       0.850723       0.184588E-001            NaN
  1231.84        500.000        98.5829       0.381076                 NaN            NaN            NaN            NaN  0.184806       0.832901       0.183128E-001            NaN
  1230.77        500.000        98.6181       0.370318                 NaN            NaN            NaN            NaN  0.179529       0.814289       0.177823E-001            NaN
  1229.70        500.000        98.6487       0.364202                 NaN            NaN            NaN            NaN  0.175471       0.794654       0.169572E-001            NaN
  1228.63        500.000        98.6794       0.355503                 NaN            NaN            NaN            NaN  0.171282       0.777511       0.162909E-001            NaN
  1227.56        500.000        98.7079       0.348268                 NaN            NaN            NaN            NaN  0.166714       0.761338       0.158147E-001            NaN
  1226.49        500.000        98.7392       0.339233                 NaN            NaN  0.107095E-003            NaN  0.162632       0.743670       0.151473E-001            NaN
  1225.43        500.000        98.7680       0.331748                 NaN            NaN            NaN            NaN  0.158570       0.727093       0.145822E-001            NaN
  1224.36        500.000        98.7968       0.323168                 NaN            NaN            NaN            NaN  0.153408       0.712256       0.143179E-001            NaN
  1223.29        500.000        98.8217       0.317304                 NaN            NaN            NaN            NaN  0.150616       0.696753       0.135800E-001            NaN
  1222.22        500.000        98.8494       0.308910                 NaN            NaN            NaN            NaN  0.145784       0.682640       0.132881E-001            NaN
  1221.15        500.000        98.8728       0.302983                 NaN            NaN            NaN            NaN  0.143012       0.668504       0.127278E-001            NaN
  1220.08        500.000        98.9004       0.294786                 NaN            NaN            NaN            NaN  0.139024       0.653483       0.122744E-001            NaN
  1219.02        500.000        98.9228       0.288787                 NaN            NaN            NaN            NaN  0.135730       0.640868       0.118379E-001            NaN
  1217.95        500.000        98.9459       0.282554                 NaN            NaN            NaN            NaN  0.132369       0.627768       0.114097E-001            NaN
  1216.88        500.000        97.2885       0.457018                 NaN            NaN            NaN            NaN  0.263720        1.25347       0.175179E-001  0.719815     
  1215.81        500.000        83.2770        1.94909                 NaN            NaN            NaN            NaN   1.36935        6.55615       0.722129E-001   6.77622     
  1214.74        500.000        83.8386       0.578090        1.31642                 NaN            NaN            NaN   1.32960        6.31899       0.664299E-001   6.55191     
  1213.67        500.000        68.9175        3.47135                 NaN            NaN  0.147186                 NaN   2.58692        12.2745       0.117559        12.4850     
  1212.61        500.000        52.0353        3.99222        1.72104                 NaN            NaN            NaN   3.89231        18.1304       0.161992        20.0667     
  1211.54        500.000        96.3189       0.298201       0.223334                 NaN            NaN            NaN  0.321863        1.52594       0.144591E-001   1.29729     
  1210.47        500.000        96.0215       0.298031       0.224581                 NaN            NaN            NaN  0.325737        1.54716       0.144790E-001   1.56850     
  1209.40        500.000        96.0679       0.299872       0.226237                 NaN            NaN            NaN  0.331249        1.57680       0.146577E-001   1.48328     
  1208.33        500.000        96.0373       0.297145       0.226788                 NaN            NaN            NaN  0.332907        1.58901       0.146602E-001   1.50222     
  1207.26        500.000        99.9538                 NaN            NaN            NaN  0.183120E-001            NaN            NaN            NaN  0.841644E-002  0.195145E-001
  1206.20        500.000        99.9725                 NaN            NaN            NaN  0.126193E-001            NaN  0.148995E-001            NaN            NaN            NaN
  1205.13        500.000        99.5116       0.137418                 NaN            NaN  0.119920E-001            NaN  0.294429E-001  0.296450       0.130692E-001            NaN
  1204.06        500.000        99.0849       0.227846                 NaN            NaN  0.156456E-001            NaN  0.119116       0.552516                 NaN            NaN
  1202.99        500.000        96.8179       0.418696                 NaN            NaN  0.125221E-001            NaN  0.270850        1.28909                 NaN   1.19090     
  1201.92        500.000        84.3596        1.74997                 NaN            NaN            NaN            NaN   1.32537        6.04179       0.358925E-001   6.48743     
  1200.85        500.000        99.5291       0.159131                 NaN            NaN  0.103159E-001            NaN  0.587567E-001  0.236189       0.107324E-002  0.544513E-002
  1199.79        500.000        94.5854       0.648947                 NaN            NaN            NaN            NaN  0.419744        2.17058       0.229063E-001   2.15240     
  1198.72        500.000        58.9784        3.98021                 NaN            NaN            NaN            NaN   3.13628        16.2986       0.153830        17.4527     
  1197.65        500.000        93.6551       0.792753                 NaN            NaN            NaN            NaN  0.596331        2.98754       0.845358E-002   1.95985     
  1196.58        500.000        94.7571       0.462275                 NaN            NaN            NaN            NaN  0.409711        2.05842                 NaN   2.31249     
  1195.51        500.000        99.1925       0.425888                 NaN            NaN            NaN            NaN            NaN  0.138552       0.186835E-001  0.224357     
  1194.44        500.000        87.4367       0.980989                 NaN            NaN            NaN            NaN  0.836962        5.58589       0.624123E-001   5.09706     
  1193.38        500.000        99.6315       0.302696E-001            NaN            NaN  0.101545                 NaN  0.504233E-001  0.186273                 NaN            NaN
  1192.31        500.000        98.9458                 NaN            NaN            NaN            NaN            NaN  0.431735E-001  0.674909       0.127485E-001  0.323414     
  1191.24        500.000        98.8443       0.368693       0.252363E-001            NaN            NaN            NaN  0.156595       0.605144                 NaN            NaN
  1190.17        500.000                 NaN   7.65904       0.662136E-003  0.578756       0.893340E-002            NaN   6.90718        43.3325       0.322976        41.1899     
  1189.10        500.000                 NaN   7.62595       0.661917E-003  0.627126                 NaN            NaN   6.90838        43.3285       0.322430        41.1870     
  1188.03        500.000                 NaN   7.62348       0.661692E-003  0.629522                 NaN            NaN   6.90872        43.3275       0.322353        41.1877     
  1186.96        500.000                 NaN   7.62058       0.661468E-003  0.632353                 NaN            NaN   6.90889        43.3267       0.322316        41.1885     
  1185.90        500.000                 NaN   7.91075       0.661205E-003  0.190518       0.880326E-001            NaN   6.89706        43.3597       0.327679        41.2256     
  1184.83        500.000                 NaN   7.61515       0.661016E-003  0.637631                 NaN            NaN   6.90920        43.3251       0.322249        41.1900     
