|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1789.47        500.000        99.4498                 NaN            NaN  0.535621       0.145838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4721                 NaN            NaN  0.514093       0.138478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3746                 NaN            NaN  0.609050       0.163598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4253                 NaN            NaN  0.559778       0.149016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4197                 NaN            NaN  0.565337       0.149563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4165                 NaN            NaN  0.568528       0.149565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.6926                 NaN            NaN  0.299550       0.789740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1318                 NaN            NaN  0.846277       0.219556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4074                 NaN            NaN  0.577721       0.148987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4045                 NaN            NaN  0.580652       0.148766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3991                 NaN            NaN  0.585940       0.149267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3983                 NaN            NaN  0.586912       0.148225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3928                 NaN            NaN  0.592394       0.148537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4759                 NaN            NaN  0.510808       0.132702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2996                 NaN            NaN  0.684156       0.162412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3827                 NaN            NaN  0.602452       0.147985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3773                 NaN            NaN  0.607894       0.148218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3751                 NaN            NaN  0.610141       0.147523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3704                 NaN            NaN  0.614868       0.147461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3655                 NaN            NaN  0.619725       0.147383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3618                 NaN            NaN  0.623464       0.147400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4193                 NaN            NaN  0.567399       0.133299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2879                 NaN            NaN  0.695788       0.162638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3504                 NaN            NaN  0.634979       0.146668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3456                 NaN            NaN  0.639770       0.146555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3426                 NaN            NaN  0.642735       0.146286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3268                 NaN            NaN  0.658273       0.148863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3313                 NaN            NaN  0.654035       0.146684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3254                 NaN            NaN  0.659880       0.146794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3418                 NaN            NaN  0.643958       0.142237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2944                 NaN            NaN  0.690420       0.151822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3122                 NaN            NaN  0.673116       0.146559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3044                 NaN            NaN  0.680850       0.147254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3039                 NaN            NaN  0.681424       0.146429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2954                 NaN            NaN  0.689838       0.147373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2930                 NaN            NaN  0.692304       0.146923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2881                 NaN            NaN  0.697205       0.146905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3125                 NaN            NaN  0.673394       0.140930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2481                 NaN            NaN  0.736596       0.153376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2753                 NaN            NaN  0.710036       0.146934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2698                 NaN            NaN  0.715508       0.147211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2650                 NaN            NaN  0.720241       0.147190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2604                 NaN            NaN  0.724856       0.147584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2579                 NaN            NaN  0.727397       0.147462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2519                 NaN            NaN  0.733342       0.147689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2583                 NaN            NaN  0.727121       0.145982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2404                 NaN            NaN  0.744691       0.148844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2447                 NaN            NaN  0.740584       0.147240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2400                 NaN            NaN  0.745259       0.147609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2215                 NaN            NaN  0.763686       0.147933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2500                 NaN            NaN  0.735199       0.147619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2309                 NaN            NaN  0.754302       0.147901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2306                 NaN            NaN  0.754632       0.147550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1235                 NaN            NaN  0.844177       0.322794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3227                 NaN            NaN  0.676526       0.781369E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2264                 NaN            NaN  0.762633       0.109632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        97.0003                 NaN            NaN  0.925200       0.114851E-002   2.07331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9669                 NaN            NaN  0.297419E-001  0.337373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        97.7017                 NaN            NaN  0.125215                 NaN   2.17311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        97.6985                 NaN            NaN  0.115950                 NaN   2.18556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        97.7466                 NaN            NaN  0.109371                 NaN   2.14407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        97.7980                 NaN            NaN  0.106625                 NaN   2.09542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2948                 NaN            NaN  0.225562E-001            NaN  0.682693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        96.4501                 NaN            NaN  0.176371                 NaN   3.37357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        97.9332                 NaN            NaN  0.956543E-001            NaN   1.97114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        97.8251                 NaN            NaN  0.974354E-001            NaN   2.07742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.1612                 NaN            NaN  0.834534E-001            NaN   1.75538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.0523                 NaN            NaN  0.669712E-001            NaN   1.88076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.0991                 NaN            NaN  0.998636E-001            NaN   1.80102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.1243                 NaN            NaN  0.752285E-001            NaN   1.80046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.1689                 NaN            NaN  0.798158E-001            NaN   1.75132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.1988                 NaN            NaN  0.715859E-001            NaN   1.72966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2112                 NaN            NaN  0.598599E-001            NaN   1.72896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2829                 NaN            NaN  0.669430E-001            NaN   1.65018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2919                 NaN            NaN  0.598764E-001            NaN   1.64823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3258                 NaN            NaN  0.566736E-001            NaN   1.61754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3534                 NaN            NaN  0.532812E-001            NaN   1.59328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3823                 NaN            NaN  0.487676E-001            NaN   1.56895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4106                 NaN            NaN  0.474672E-001            NaN   1.54197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4352                 NaN            NaN  0.446647E-001            NaN   1.52013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4646                 NaN            NaN  0.421879E-001            NaN   1.49316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4900                 NaN            NaN  0.487050E-001            NaN   1.46131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5112                 NaN            NaN  0.268527E-001            NaN   1.46190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5260                 NaN            NaN  0.298999E-001            NaN   1.44407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5656                 NaN            NaN  0.345494E-001            NaN   1.39990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5828                 NaN            NaN  0.228111E-001            NaN   1.39437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6039                 NaN            NaN  0.246541E-001            NaN   1.37145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6245                 NaN            NaN  0.207136E-001            NaN   1.35482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6433                 NaN            NaN  0.163620E-001            NaN   1.34037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6648                 NaN            NaN  0.198851E-001            NaN   1.31532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6821                 NaN            NaN  0.638659E-002            NaN   1.31150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7021                 NaN            NaN  0.786999E-002            NaN   1.29005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7206                 NaN            NaN  0.746749E-002            NaN   1.27191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7397                 NaN            NaN  0.463448E-002            NaN   1.25564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7810                 NaN            NaN  0.183817                 NaN   1.03520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7755                 NaN            NaN  0.982614E-002            NaN   1.21469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7896                 NaN            NaN            NaN            NaN   1.21035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8057                 NaN            NaN            NaN            NaN   1.19427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8219                 NaN            NaN            NaN            NaN   1.17813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8358                 NaN            NaN            NaN            NaN   1.16419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8550                 NaN            NaN            NaN            NaN   1.14499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.4927                 NaN            NaN  0.816210E-002            NaN   1.49910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.2481                 NaN            NaN            NaN            NaN  0.751926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8993                 NaN            NaN            NaN            NaN   1.10068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9129                 NaN            NaN            NaN            NaN   1.08705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9286                 NaN            NaN            NaN            NaN   1.07145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9348                 NaN            NaN            NaN            NaN   1.06516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9473                 NaN            NaN            NaN            NaN   1.05271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9605                 NaN            NaN            NaN            NaN   1.03952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9728                 NaN            NaN            NaN            NaN   1.02718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9808                 NaN            NaN            NaN            NaN   1.01922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9898                 NaN            NaN            NaN            NaN   1.00459       0.562427E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9285                 NaN            NaN            NaN            NaN  0.577072       0.494401                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.8234                 NaN            NaN            NaN            NaN            NaN   1.17663                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.8373                 NaN            NaN            NaN            NaN            NaN   1.16266                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.8421                 NaN            NaN            NaN            NaN            NaN   1.15789                 NaN            NaN            NaN            NaN            NaN            NaN
